date,퀀트투자
2020-03-20,1.10274
2020-03-21,0.85177
2020-03-22,1.07232
2020-03-23,0.99627
2020-03-24,0.64643
2020-03-25,0.76051
2020-03-26,0.68446
2020-03-27,0.88219
2020-03-28,0.72248
2020-03-29,0.86698
2020-03-30,0.92782
2020-03-31,0.76811
2020-04-01,0.83656
2020-04-02,0.64643
2020-04-03,0.57799
2020-04-04,0.73769
2020-04-05,1.15598
2020-04-06,0.76811
2020-04-07,0.94303
2020-04-08,1.13316
2020-04-09,0.78332
2020-04-10,0.57799
2020-04-11,0.80614
2020-04-12,1.0495
2020-04-13,0.71488
2020-04-14,0.81375
2020-04-15,0.69206
2020-04-16,0.57038
2020-04-17,0.67685
2020-04-18,0.66164
2020-04-19,0.82896
2020-04-20,0.95064
2020-04-21,0.79853
2020-04-22,0.81375
2020-04-23,0.82896
2020-04-24,0.63122
2020-04-25,0.58559
2020-04-26,0.65404
2020-04-27,0.64643
2020-04-28,1.43737
2020-04-29,1.14077
2020-04-30,0.92022
2020-05-01,0.85938
2020-05-02,0.70727
2020-05-03,0.81375
2020-05-04,0.7453
2020-05-05,0.79093
2020-05-06,0.69206
2020-05-07,0.95064
2020-05-08,0.68446
2020-05-09,0.73769
2020-05-10,0.80614
2020-05-11,0.71488
2020-05-12,0.81375
2020-05-13,0.77572
2020-05-14,0.63122
2020-05-15,0.73009
2020-05-16,0.62362
2020-05-17,0.69967
2020-05-18,0.84417
2020-05-19,0.90501
2020-05-20,1.02669
2020-05-21,0.95824
2020-05-22,0.98106
2020-05-23,0.7453
2020-05-24,1.00387
2020-05-25,0.96585
2020-05-26,0.97345
2020-05-27,1.12556
2020-05-28,0.96585
2020-05-29,0.72248
2020-05-30,0.69967
2020-05-31,0.90501
2020-06-01,1.01148
2020-06-02,0.82896
2020-06-03,0.95824
2020-06-04,0.95064
2020-06-05,0.85177
2020-06-06,0.78332
2020-06-07,0.95824
2020-06-08,1.13316
2020-06-09,0.93543
2020-06-10,0.79093
2020-06-11,0.90501
2020-06-12,0.85938
2020-06-13,0.7529
2020-06-14,0.87459
2020-06-15,0.8974
2020-06-16,0.93543
2020-06-17,0.65404
2020-06-18,0.85177
2020-06-19,0.72248
2020-06-20,1.10274
2020-06-21,0.72248
2020-06-22,1.14837
2020-06-23,0.91261
2020-06-24,0.84417
2020-06-25,0.70727
2020-06-26,0.99627
2020-06-27,0.82896
2020-06-28,0.8974
2020-06-29,0.98106
2020-06-30,0.8898
2020-07-01,0.79853
2020-07-02,0.87459
2020-07-03,0.66925
2020-07-04,0.65404
2020-07-05,0.96585
2020-07-06,0.90501
2020-07-07,0.86698
2020-07-08,0.93543
2020-07-09,0.76051
2020-07-10,0.72248
2020-07-11,0.63883
2020-07-12,0.76051
2020-07-13,0.82135
2020-07-14,0.68446
2020-07-15,0.69206
2020-07-16,0.77572
2020-07-17,0.82896
2020-07-18,0.98866
2020-07-19,0.91261
2020-07-20,0.92022
2020-07-21,0.87459
2020-07-22,1.09514
2020-07-23,0.93543
2020-07-24,0.65404
2020-07-25,0.85177
2020-07-26,0.8974
2020-07-27,1.0495
2020-07-28,1.17879
2020-07-29,0.86698
2020-07-30,0.7529
2020-07-31,0.60841
2020-08-01,1.12556
2020-08-02,1.65031
2020-08-03,2.31956
2020-08-04,1.9241
2020-08-05,1.32329
2020-08-06,1.09514
2020-08-07,1.01148
2020-08-08,0.70727
2020-08-09,1.22442
2020-08-10,0.96585
2020-08-11,0.98866
2020-08-12,1.21682
2020-08-13,1.05711
2020-08-14,1.07232
2020-08-15,1.15598
2020-08-16,0.83656
2020-08-17,1.01148
2020-08-18,0.98866
2020-08-19,0.98106
2020-08-20,0.95064
2020-08-21,0.80614
2020-08-22,0.79853
2020-08-23,1.07232
2020-08-24,0.98866
2020-08-25,1.07993
2020-08-26,1.1864
2020-08-27,1.39934
2020-08-28,0.92022
2020-08-29,1.17879
2020-08-30,1.0495
2020-08-31,1.14077
2020-09-01,1.36132
2020-09-02,1.42216
2020-09-03,1.31568
2020-09-04,1.0495
2020-09-05,1.00387
2020-09-06,1.15598
2020-09-07,1.194
2020-09-08,1.21682
2020-09-09,1.22442
2020-09-10,1.36132
2020-09-11,0.85177
2020-09-12,1.07232
2020-09-13,0.93543
2020-09-14,1.3385
2020-09-15,1.10274
2020-09-16,1.51342
2020-09-17,1.20921
2020-09-18,0.82135
2020-09-19,0.7453
2020-09-20,0.92782
2020-09-21,0.82896
2020-09-22,0.62362
2020-09-23,0.79093
2020-09-24,0.67685
2020-09-25,0.76811
2020-09-26,0.58559
2020-09-27,0.76811
2020-09-28,0.82135
2020-09-29,0.7453
2020-09-30,0.53235
2020-10-01,0.73769
2020-10-02,0.85177
2020-10-03,0.66925
2020-10-04,0.94303
2020-10-05,1.07993
2020-10-06,0.68446
2020-10-07,0.78332
2020-10-08,1.14837
2020-10-09,0.62362
2020-10-10,0.7453
2020-10-11,0.91261
2020-10-12,1.07232
2020-10-13,0.66925
2020-10-14,0.84417
2020-10-15,0.81375
2020-10-16,0.82896
2020-10-17,0.68446
2020-10-18,1.08753
2020-10-19,0.99627
2020-10-20,0.92782
2020-10-21,1.01148
2020-10-22,0.77572
2020-10-23,0.69967
2020-10-24,0.60841
2020-10-25,0.79853
2020-10-26,1.13316
2020-10-27,0.84417
2020-10-28,0.68446
2020-10-29,0.8974
2020-10-30,0.77572
2020-10-31,0.70727
2020-11-01,0.57038
2020-11-02,0.67685
2020-11-03,0.62362
2020-11-04,0.57038
2020-11-05,0.82896
2020-11-06,0.53996
2020-11-07,0.50193
2020-11-08,0.67685
2020-11-09,0.63122
2020-11-10,0.87459
2020-11-11,0.69967
2020-11-12,0.70727
2020-11-13,0.66164
2020-11-14,0.48672
2020-11-15,0.43349
2020-11-16,0.66164
2020-11-17,0.68446
2020-11-18,0.78332
2020-11-19,0.79853
2020-11-20,0.87459
2020-11-21,0.50954
2020-11-22,0.53996
2020-11-23,0.86698
2020-11-24,0.69206
2020-11-25,0.7529
2020-11-26,0.83656
2020-11-27,0.73769
2020-11-28,0.4487
2020-11-29,0.48672
2020-11-30,0.78332
2020-12-01,0.65404
2020-12-02,0.71488
2020-12-03,0.70727
2020-12-04,0.72248
2020-12-05,0.63122
2020-12-06,0.85177
2020-12-07,0.71488
2020-12-08,1.01148
2020-12-09,1.07232
2020-12-10,0.8898
2020-12-11,0.92782
2020-12-12,0.86698
2020-12-13,0.93543
2020-12-14,0.92022
2020-12-15,2.28914
2020-12-16,2.31196
2020-12-17,1.43737
2020-12-18,1.23963
2020-12-19,1.01908
2020-12-20,2.56293
2020-12-21,1.90128
2020-12-22,1.46779
2020-12-23,2.44125
2020-12-24,2.12943
2020-12-25,1.31568
2020-12-26,1.67313
2020-12-27,1.57426
2020-12-28,1.68073
2020-12-29,2.0838
2020-12-30,1.87846
2020-12-31,1.83283
2021-01-01,1.23203
2021-01-02,1.64271
2021-01-03,1.73397
2021-01-04,1.61989
2021-01-05,1.70355
2021-01-06,1.79481
2021-01-07,1.82523
2021-01-08,2.11422
2021-01-09,1.94691
2021-01-10,1.94691
2021-01-11,1.79481
2021-01-12,1.70355
