date,삼성전자우주가
2020-03-20,25.0749
2020-03-21,3.10286
2020-03-22,2.35065
2020-03-23,22.12624
2020-03-24,21.13207
2020-03-25,22.87218
2020-03-26,22.56252
2020-03-27,18.96069
2020-03-28,2.49984
2020-03-29,2.03221
2020-03-30,19.3205
2020-03-31,17.85494
2020-04-01,18.27493
2020-04-02,17.97404
2020-04-03,15.89669
2020-04-04,2.12499
2020-04-05,1.57337
2020-04-06,15.61712
2020-04-07,16.73164
2020-04-08,15.24728
2020-04-09,14.7408
2020-04-10,14.53018
2020-04-11,2.16761
2020-04-12,1.64859
2020-04-13,13.89205
2020-04-14,12.59825
2020-04-15,2.27919
2020-04-16,12.05917
2020-04-17,17.58916
2020-04-18,2.27668
2020-04-19,1.68118
2020-04-20,15.47545
2020-04-21,15.46542
2020-04-22,15.3037
2020-04-23,14.38976
2020-04-24,13.06337
2020-04-25,1.6699
2020-04-26,1.29505
2020-04-27,12.96057
2020-04-28,12.20836
2020-04-29,12.23092
2020-04-30,1.81658
2020-05-01,2.24409
2020-05-02,0.88886
2020-05-03,0.93524
2020-05-04,12.94302
2020-05-05,2.0598
2020-05-06,13.39685
2020-05-07,11.75452
2020-05-08,10.59236
2020-05-09,1.74637
2020-05-10,1.01422
2020-05-11,11.15777
2020-05-12,12.11308
2020-05-13,13.35046
2020-05-14,12.06669
2020-05-15,11.32451
2020-05-16,1.41916
2020-05-17,1.07189
2020-05-18,12.37008
2020-05-19,15.07553
2020-05-20,13.59744
2020-05-21,13.38682
2020-05-22,12.53557
2020-05-23,1.53325
2020-05-24,1.20729
2020-05-25,12.50172
2020-05-26,12.45032
2020-05-27,11.98771
2020-05-28,13.11728
2020-05-29,11.83225
2020-05-30,1.49564
2020-05-31,1.19852
2020-06-01,14.03873
2020-06-02,14.35215
2020-06-03,20.50147
2020-06-04,20.50272
2020-06-05,17.63555
2020-06-06,2.19143
2020-06-07,1.85545
2020-06-08,19.80567
2020-06-09,18.55325
2020-06-10,16.69278
2020-06-11,18.21977
2020-06-12,17.74963
2020-06-13,1.96953
2020-06-14,1.55331
2020-06-15,19.18259
2020-06-16,18.55199
2020-06-17,16.59123
2020-06-18,15.05547
2020-06-19,15.43283
2020-06-20,2.00589
2020-06-21,1.44925
2020-06-22,15.17206
2020-06-23,14.14906
2020-06-24,15.65849
2020-06-25,13.57111
2020-06-26,14.27944
2020-06-27,1.6511
2020-06-28,1.14461
2020-06-29,12.28483
2020-06-30,12.57694
2020-07-01,12.00526
2020-07-02,11.91249
2020-07-03,11.75954
2020-07-04,1.52322
2020-07-05,1.29505
2020-07-06,15.41026
2020-07-07,16.23769
2020-07-08,14.84485
2020-07-09,13.88202
2020-07-10,12.26101
2020-07-11,1.37905
2020-07-12,1.04306
2020-07-13,13.31787
2020-07-14,11.80216
2020-07-15,13.19124
2020-07-16,11.51006
2020-07-17,11.17783
2020-07-18,1.30132
2020-07-19,0.91644
2020-07-20,10.74531
2020-07-21,12.45157
2020-07-22,11.81219
2020-07-23,10.93462
2020-07-24,10.79295
2020-07-25,1.22986
2020-07-26,1.04306
2020-07-27,12.64338
2020-07-28,19.47596
2020-07-29,20.31592
2020-07-30,17.40111
2020-07-31,15.9343
2020-08-01,1.83163
2020-08-02,1.37905
2020-08-03,14.25938
2020-08-04,15.86284
2020-08-05,16.05591
2020-08-06,17.10524
2020-08-07,15.36262
2020-08-08,1.92691
2020-08-09,1.62477
2020-08-10,16.31793
2020-08-11,17.18548
2020-08-12,15.8641
2020-08-13,16.76549
2020-08-14,15.06049
2020-08-15,1.54328
2020-08-16,1.12455
2020-08-17,3.00382
2020-08-18,17.77596
2020-08-19,16.05967
2020-08-20,19.41703
2020-08-21,18.09941
2020-08-22,1.9595
2020-08-23,1.50692
2020-08-24,15.26107
2020-08-25,14.19294
2020-08-26,14.30702
2020-08-27,14.25687
2020-08-28,14.09515
2020-08-29,1.7025
2020-08-30,1.57587
2020-08-31,15.60709
2020-09-01,16.40318
2020-09-02,15.5419
2020-09-03,17.00495
2020-09-04,15.27361
2020-09-05,1.77145
2020-09-06,1.58089
2020-09-07,17.31962
2020-09-08,20.23819
2020-09-09,18.98827
2020-09-10,18.98827
2020-09-11,17.29329
2020-09-12,2.27543
2020-09-13,1.86297
2020-09-14,20.70707
2020-09-15,20.69203
2020-09-16,19.39321
2020-09-17,17.86748
2020-09-18,17.16291
2020-09-19,2.08111
2020-09-20,1.76017
2020-09-21,18.39904
2020-09-22,17.56158
2020-09-23,17.12279
2020-09-24,17.23562
2020-09-25,16.08976
2020-09-26,2.00463
2020-09-27,1.79401
2020-09-28,16.13238
2020-09-29,14.09013
2020-09-30,1.91311
2020-10-01,1.29756
2020-10-02,1.5157
2020-10-03,1.21983
2020-10-04,1.3452
2020-10-05,16.78179
2020-10-06,16.77427
2020-10-07,16.65517
2020-10-08,19.09985
2020-10-09,3.04268
2020-10-10,1.61474
2020-10-11,1.52698
2020-10-12,19.38569
2020-10-13,22.83833
2020-10-14,21.93944
2020-10-15,21.00043
2020-10-16,19.45464
2020-10-17,2.38575
2020-10-18,1.85921
2020-10-19,19.49852
2020-10-20,20.26578
2020-10-21,19.14749
2020-10-22,18.35767
2020-10-23,17.67567
2020-10-24,2.1112
2020-10-25,2.4008
2020-10-26,22.75559
2020-10-27,18.89299
2020-10-28,19.55368
2020-10-29,23.81621
2020-10-30,23.62565
2020-10-31,3.39121
2020-11-01,2.59637
2020-11-02,24.2901
2020-11-03,21.09697
2020-11-04,20.65066
2020-11-05,21.40537
2020-11-06,21.31009
2020-11-07,2.36946
2020-11-08,1.78775
2020-11-09,23.87638
2020-11-10,24.68877
2020-11-11,29.1945
2020-11-12,29.86773
2020-11-13,31.16655
2020-11-14,3.93656
2020-11-15,2.72049
2020-11-16,37.12405
2020-11-17,36.71911
2020-11-18,34.2669
2020-11-19,30.16862
2020-11-20,27.81671
2020-11-21,3.22948
2020-11-22,2.44593
2020-11-23,38.15708
2020-11-24,40.53908
2020-11-25,39.72042
2020-11-26,36.684
2020-11-27,33.59994
2020-11-28,3.75227
2020-11-29,3.19062
2020-11-30,37.5152
2020-12-01,35.35635
2020-12-02,40.36732
2020-12-03,43.2859
2020-12-04,46.2659
2020-12-05,4.92321
2020-12-06,3.61938
2020-12-07,47.01184
2020-12-08,44.71886
2020-12-09,42.45972
2020-12-10,48.47364
2020-12-11,49.13934
2020-12-12,5.26546
2020-12-13,3.87387
2020-12-14,58.91932
2020-12-15,52.9706
2020-12-16,46.46649
2020-12-17,45.99636
2020-12-18,41.44674
2020-12-19,4.43552
2020-12-20,3.27587
2020-12-21,42.57757
2020-12-22,38.81025
2020-12-23,45.58139
2020-12-24,55.236
2020-12-25,6.40882
2020-12-26,4.18604
2020-12-27,4.00802
2020-12-28,59.66526
2020-12-29,53.53601
2020-12-30,55.97567
2020-12-31,10.27894
2021-01-01,3.48022
2021-01-02,3.31599
2021-01-03,3.24578
2021-01-04,58.48805
2021-01-05,57.35347
2021-01-06,54.44618
2021-01-07,53.03704
2021-01-08,69.73986
2021-01-09,8.15896
2021-01-10,6.10919
2021-01-11,100.0
2021-01-12,79.59255
2021-01-13,68.78706
2021-01-14,63.15802
2021-01-15,61.31135
2021-01-16,6.49031
2021-01-17,4.64614
2021-01-18,73.03955
2021-01-19,77.48385
2021-01-20,63.20566
2021-01-21,60.94653
2021-01-22,64.04438
2021-01-23,6.01767
2021-01-24,4.48943
2021-01-25,65.79201
2021-01-26,58.83658
2021-01-27,56.78555
2021-01-28,61.07064
2021-01-29,64.62734
2021-01-30,7.05823
2021-01-31,5.08869
2021-02-01,65.06487
2021-02-02,59.61261
2021-02-03,52.56942
2021-02-04,47.41427
2021-02-05,46.45897
2021-02-06,5.02225
2021-02-07,3.54917
2021-02-08,45.01473
2021-02-09,42.40707
2021-02-10,38.47176
2021-02-11,4.26878
2021-02-12,3.22196
2021-02-13,3.0151
2021-02-14,3.25957
2021-02-15,49.86773
2021-02-16,46.83131
