date,백화점할인카드
2020-03-20,13.95348
2020-03-21,16.27906
2020-03-22,23.25581
2020-03-23,41.86046
2020-03-25,32.55813
2020-03-26,20.93023
2020-03-27,23.25581
2020-03-28,16.27906
2020-03-29,18.60465
2020-03-30,13.95348
2020-03-31,34.88372
2020-04-01,27.90697
2020-04-02,51.16279
2020-04-03,23.25581
2020-04-04,32.55813
2020-04-05,37.2093
2020-04-06,44.18604
2020-04-08,18.60465
2020-04-09,46.51162
2020-04-10,11.6279
2020-04-11,16.27906
2020-04-12,23.25581
2020-04-13,11.6279
2020-04-14,65.11627
2020-04-15,25.58139
2020-04-16,53.48837
2020-04-17,27.90697
2020-04-18,18.60465
2020-04-19,34.88372
2020-04-20,72.09302
2020-04-21,39.53488
2020-04-22,30.23255
2020-04-23,41.86046
2020-04-24,27.90697
2020-04-25,37.2093
2020-04-26,27.90697
2020-04-27,27.90697
2020-04-28,37.2093
2020-04-29,32.55813
2020-04-30,39.53488
2020-05-01,39.53488
2020-05-02,30.23255
2020-05-03,34.88372
2020-05-04,18.60465
2020-05-05,27.90697
2020-05-06,13.95348
2020-05-07,30.23255
2020-05-08,34.88372
2020-05-09,13.95348
2020-05-10,30.23255
2020-05-11,37.2093
2020-05-12,34.88372
2020-05-13,44.18604
2020-05-14,32.55813
2020-05-15,16.27906
2020-05-16,37.2093
2020-05-17,37.2093
2020-05-18,37.2093
2020-05-19,13.95348
2020-05-20,16.27906
2020-05-21,30.23255
2020-05-22,20.93023
2020-05-23,30.23255
2020-05-24,32.55813
2020-05-25,39.53488
2020-05-26,23.25581
2020-05-27,44.18604
2020-05-29,13.95348
2020-05-30,23.25581
2020-05-31,32.55813
2020-06-01,18.60465
2020-06-02,39.53488
2020-06-03,25.58139
2020-06-04,16.27906
2020-06-06,16.27906
2020-06-07,20.93023
2020-06-08,18.60465
2020-06-09,18.60465
2020-06-10,16.27906
2020-06-11,30.23255
2020-06-12,13.95348
2020-06-13,23.25581
2020-06-14,23.25581
2020-06-15,39.53488
2020-06-17,23.25581
2020-06-18,18.60465
2020-06-19,23.25581
2020-06-20,11.6279
2020-06-21,20.93023
2020-06-22,27.90697
2020-06-23,11.6279
2020-06-24,18.60465
2020-06-25,41.86046
2020-06-26,23.25581
2020-06-27,25.58139
2020-06-28,37.2093
2020-06-29,13.95348
2020-06-30,41.86046
2020-07-01,39.53488
2020-07-02,37.2093
2020-07-03,16.27906
2020-07-04,27.90697
2020-07-05,48.8372
2020-07-06,25.58139
2020-07-08,16.27906
2020-07-09,37.2093
2020-07-10,37.2093
2020-07-12,16.27906
2020-07-13,34.88372
2020-07-14,44.18604
2020-07-15,32.55813
2020-07-16,11.6279
2020-07-17,34.88372
2020-07-18,23.25581
2020-07-19,51.16279
2020-07-20,16.27906
2020-07-22,16.27906
2020-07-23,34.88372
2020-07-24,34.88372
2020-07-25,27.90697
2020-07-26,25.58139
2020-07-27,27.90697
2020-07-28,46.51162
2020-07-29,23.25581
2020-07-30,34.88372
2020-07-31,18.60465
2020-08-01,13.95348
2020-08-02,32.55813
2020-08-03,20.93023
2020-08-04,23.25581
2020-08-05,25.58139
2020-08-06,30.23255
2020-08-07,53.48837
2020-08-08,20.93023
2020-08-09,41.86046
2020-08-10,55.81395
2020-08-11,44.18604
2020-08-13,13.95348
2020-08-15,25.58139
2020-08-16,18.60465
2020-08-17,18.60465
2020-08-18,11.6279
2020-08-19,11.6279
2020-08-20,27.90697
2020-08-21,23.25581
2020-08-22,16.27906
2020-08-23,23.25581
2020-08-24,25.58139
2020-08-25,13.95348
2020-08-26,13.95348
2020-08-27,18.60465
2020-08-28,18.60465
2020-08-29,18.60465
2020-08-31,16.27906
2020-09-01,18.60465
2020-09-02,13.95348
2020-09-04,13.95348
2020-09-05,20.93023
2020-09-06,23.25581
2020-09-07,34.88372
2020-09-10,25.58139
2020-09-11,23.25581
2020-09-12,41.86046
2020-09-13,32.55813
2020-09-14,11.6279
2020-09-16,27.90697
2020-09-17,20.93023
2020-09-18,37.2093
2020-09-19,25.58139
2020-09-20,27.90697
2020-09-21,39.53488
2020-09-22,20.93023
2020-09-23,27.90697
2020-09-24,20.93023
2020-09-25,27.90697
2020-09-26,30.23255
2020-09-27,32.55813
2020-09-28,25.58139
2020-09-29,18.60465
2020-09-30,16.27906
2020-10-02,18.60465
2020-10-03,27.90697
2020-10-04,37.2093
2020-10-05,27.90697
2020-10-06,37.2093
2020-10-07,53.48837
2020-10-08,39.53488
2020-10-09,37.2093
2020-10-10,27.90697
2020-10-11,18.60465
2020-10-12,25.58139
2020-10-13,32.55813
2020-10-14,25.58139
2020-10-15,30.23255
2020-10-16,32.55813
2020-10-17,34.88372
2020-10-18,32.55813
2020-10-19,32.55813
2020-10-20,41.86046
2020-10-21,20.93023
2020-10-22,46.51162
2020-10-24,13.95348
2020-10-25,39.53488
2020-10-26,23.25581
2020-10-27,30.23255
2020-10-28,39.53488
2020-10-29,46.51162
2020-10-30,34.88372
2020-10-31,23.25581
2020-11-01,60.46511
2020-11-02,32.55813
2020-11-03,11.6279
2020-11-04,13.95348
2020-11-05,37.2093
2020-11-06,18.60465
2020-11-07,32.55813
2020-11-08,39.53488
2020-11-09,44.18604
2020-11-10,41.86046
2020-11-11,60.46511
2020-11-13,25.58139
2020-11-14,23.25581
2020-11-15,25.58139
2020-11-16,23.25581
2020-11-17,30.23255
2020-11-18,41.86046
2020-11-19,25.58139
2020-11-20,30.23255
2020-11-21,32.55813
2020-11-22,32.55813
2020-11-23,13.95348
2020-11-24,46.51162
2020-11-25,18.60465
2020-11-26,30.23255
2020-11-27,37.2093
2020-11-28,23.25581
2020-11-29,39.53488
2020-11-30,41.86046
2020-12-01,34.88372
2020-12-02,20.93023
2020-12-03,18.60465
2020-12-04,18.60465
2020-12-05,44.18604
2020-12-06,48.8372
2020-12-07,13.95348
2020-12-08,27.90697
2020-12-09,39.53488
2020-12-10,34.88372
2020-12-12,51.16279
2020-12-13,30.23255
2020-12-14,18.60465
2020-12-15,55.81395
2020-12-16,41.86046
2020-12-17,48.8372
2020-12-18,25.58139
2020-12-19,16.27906
2020-12-20,44.18604
2020-12-21,41.86046
2020-12-22,30.23255
2020-12-23,32.55813
2020-12-24,20.93023
2020-12-25,37.2093
2020-12-26,39.53488
2020-12-27,55.81395
2020-12-28,44.18604
2020-12-29,48.8372
2020-12-30,34.88372
2020-12-31,27.90697
2021-01-01,11.6279
2021-01-02,25.58139
2021-01-03,37.2093
2021-01-04,32.55813
2021-01-05,46.51162
2021-01-06,51.16279
2021-01-07,11.6279
2021-01-08,25.58139
2021-01-09,27.90697
2021-01-10,48.8372
2021-01-11,13.95348
2021-01-12,27.90697
2021-01-13,46.51162
2021-01-14,32.55813
2021-01-15,30.23255
2021-01-16,11.6279
2021-01-17,37.2093
2021-01-18,34.88372
2021-01-19,32.55813
2021-01-20,20.93023
2021-01-21,37.2093
2021-01-22,41.86046
2021-01-23,20.93023
2021-01-24,37.2093
2021-01-25,25.58139
2021-01-26,20.93023
2021-01-27,55.81395
2021-01-28,53.48837
2021-01-29,53.48837
2021-01-30,13.95348
2021-01-31,37.2093
2021-02-01,41.86046
2021-02-02,20.93023
2021-02-03,53.48837
2021-02-04,27.90697
2021-02-05,27.90697
2021-02-06,30.23255
2021-02-07,39.53488
2021-02-08,27.90697
2021-02-09,55.81395
2021-02-10,16.27906
2021-02-11,16.27906
2021-02-12,20.93023
2021-02-13,25.58139
2021-02-14,48.8372
2021-02-15,41.86046
2021-02-16,44.18604
2021-02-17,46.51162
2021-02-18,86.04651
2021-02-19,30.23255
2021-02-20,55.81395
2021-02-21,37.2093
2021-02-22,34.88372
2021-02-23,20.93023
2021-02-24,55.81395
2021-02-25,25.58139
2021-02-26,76.74418
2021-02-27,27.90697
2021-02-28,20.93023
2021-03-01,67.44186
2021-03-02,51.16279
2021-03-03,58.13953
2021-03-04,48.8372
2021-03-05,32.55813
2021-03-06,30.23255
2021-03-07,65.11627
2021-03-08,48.8372
2021-03-09,30.23255
2021-03-10,20.93023
2021-03-11,34.88372
2021-03-12,11.6279
2021-03-13,27.90697
2021-03-14,32.55813
2021-03-15,55.81395
2021-03-16,23.25581
2021-03-17,37.2093
2021-03-18,51.16279
2021-03-19,23.25581
2021-03-20,27.90697
2021-03-21,34.88372
2021-03-22,51.16279
2021-03-23,32.55813
2021-03-24,13.95348
2021-03-25,30.23255
2021-03-26,20.93023
2021-03-28,20.93023
2021-03-29,62.79069
2021-03-30,46.51162
2021-03-31,32.55813
2021-04-01,20.93023
2021-04-02,46.51162
2021-04-03,32.55813
2021-04-04,23.25581
2021-04-05,25.58139
2021-04-06,34.88372
2021-04-07,34.88372
2021-04-08,60.46511
2021-04-09,60.46511
2021-04-10,23.25581
2021-04-11,65.11627
2021-04-12,69.76744
2021-04-13,53.48837
2021-04-14,27.90697
2021-04-15,34.88372
2021-04-16,41.86046
2021-04-17,74.4186
2021-04-18,37.2093
2021-04-19,44.18604
2021-04-20,34.88372
2021-04-21,39.53488
2021-04-22,16.27906
2021-04-23,46.51162
2021-04-24,20.93023
2021-04-25,27.90697
2021-04-26,39.53488
2021-04-27,23.25581
2021-04-28,20.93023
2021-04-29,18.60465
2021-04-30,39.53488
2021-05-01,18.60465
2021-05-02,51.16279
2021-05-03,32.55813
2021-05-04,18.60465
2021-05-05,13.95348
2021-05-06,34.88372
2021-05-07,13.95348
2021-05-08,34.88372
2021-05-09,23.25581
2021-05-10,39.53488
2021-05-11,88.37209
2021-05-12,37.2093
2021-05-13,25.58139
2021-05-15,13.95348
2021-05-16,34.88372
2021-05-17,30.23255
2021-05-18,20.93023
2021-05-19,41.86046
2021-05-20,34.88372
2021-05-21,25.58139
2021-05-22,37.2093
2021-05-23,27.90697
2021-05-24,20.93023
2021-05-25,41.86046
2021-05-26,16.27906
2021-05-27,20.93023
2021-05-28,13.95348
2021-05-29,34.88372
2021-05-30,30.23255
2021-05-31,41.86046
2021-06-01,18.60465
2021-06-02,37.2093
2021-06-03,46.51162
2021-06-04,41.86046
2021-06-05,44.18604
2021-06-06,27.90697
2021-06-07,69.76744
2021-06-08,27.90697
2021-06-09,48.8372
2021-06-10,32.55813
2021-06-11,25.58139
2021-06-12,23.25581
2021-06-13,53.48837
2021-06-14,27.90697
2021-06-15,32.55813
2021-06-16,46.51162
2021-06-17,13.95348
2021-06-18,23.25581
2021-06-19,27.90697
2021-06-20,39.53488
2021-06-21,25.58139
2021-06-22,16.27906
2021-06-23,58.13953
2021-06-24,34.88372
2021-06-25,23.25581
2021-06-27,32.55813
2021-06-28,30.23255
2021-06-29,13.95348
2021-06-30,27.90697
2021-07-01,32.55813
2021-07-02,32.55813
2021-07-03,23.25581
2021-07-04,34.88372
2021-07-05,16.27906
2021-07-06,48.8372
2021-07-07,18.60465
2021-07-08,13.95348
2021-07-09,39.53488
2021-07-10,13.95348
2021-07-11,20.93023
2021-07-12,11.6279
2021-07-13,20.93023
2021-07-15,32.55813
2021-07-17,11.6279
2021-07-18,32.55813
2021-07-20,30.23255
2021-07-21,13.95348
2021-07-22,25.58139
2021-07-23,30.23255
2021-07-24,20.93023
2021-07-25,11.6279
2021-07-26,41.86046
2021-07-27,23.25581
2021-07-28,18.60465
2021-07-29,13.95348
2021-07-30,37.2093
2021-07-31,11.6279
2021-08-01,48.8372
2021-08-02,13.95348
2021-08-04,41.86046
2021-08-05,27.90697
2021-08-06,32.55813
2021-08-07,20.93023
2021-08-08,27.90697
2021-08-09,41.86046
2021-08-10,11.6279
2021-08-11,41.86046
2021-08-12,16.27906
2021-08-13,62.79069
2021-08-14,27.90697
2021-08-15,20.93023
2021-08-16,20.93023
2021-08-17,20.93023
2021-08-18,25.58139
2021-08-19,39.53488
2021-08-20,16.27906
2021-08-21,13.95348
2021-08-22,16.27906
2021-08-23,18.60465
2021-08-24,58.13953
2021-08-25,46.51162
2021-08-26,25.58139
2021-08-27,25.58139
2021-08-28,11.6279
2021-08-29,27.90697
2021-08-30,41.86046
2021-08-31,48.8372
2021-09-01,44.18604
2021-09-02,39.53488
2021-09-03,39.53488
2021-09-04,51.16279
2021-09-05,39.53488
2021-09-06,74.4186
2021-09-07,37.2093
2021-09-08,46.51162
2021-09-09,60.46511
2021-09-10,20.93023
2021-09-11,25.58139
