date,채권펀드
2020-03-20,86.34146
2020-03-21,34.63414
2020-03-22,50.7317
2020-03-23,100.0
2020-03-24,91.21951
2020-03-25,62.43902
2020-03-26,50.2439
2020-03-27,47.80487
2020-03-28,31.21951
2020-03-29,19.51219
2020-03-30,42.43902
2020-03-31,37.07317
2020-04-01,34.14634
2020-04-02,39.51219
2020-04-03,21.95121
2020-04-04,23.41463
2020-04-05,28.29268
2020-04-06,22.43902
2020-04-07,38.04878
2020-04-08,35.12195
2020-04-09,32.19512
2020-04-10,26.82926
2020-04-11,24.87804
2020-04-12,26.34146
2020-04-13,25.85365
2020-04-14,20.4878
2020-04-15,20.0
2020-04-16,19.02439
2020-04-17,19.51219
2020-04-18,22.92682
2020-04-19,17.07317
2020-04-20,20.4878
2020-04-21,27.31707
2020-04-22,20.4878
2020-04-23,28.78048
2020-04-24,29.75609
2020-04-25,14.14634
2020-04-26,17.07317
2020-04-27,14.63414
2020-04-28,24.39024
2020-04-29,27.31707
2020-04-30,14.14634
2020-05-01,15.12195
2020-05-02,16.09756
2020-05-03,17.07317
2020-05-04,22.92682
2020-05-05,14.63414
2020-05-06,13.65853
2020-05-07,12.68292
2020-05-08,15.12195
2020-05-09,8.29268
2020-05-10,15.12195
2020-05-11,23.41463
2020-05-12,17.07317
2020-05-13,28.29268
2020-05-14,20.4878
2020-05-15,23.90243
2020-05-16,8.78048
2020-05-17,15.60975
2020-05-18,21.95121
2020-05-19,22.92682
2020-05-20,19.02439
2020-05-21,20.4878
2020-05-22,19.51219
2020-05-23,12.19512
2020-05-24,15.12195
2020-05-25,29.75609
2020-05-26,12.19512
2020-05-27,18.53658
2020-05-28,19.02439
2020-05-29,28.78048
2020-05-30,7.31707
2020-05-31,20.9756
2020-06-01,17.07317
2020-06-02,18.04878
2020-06-03,24.87804
2020-06-04,20.9756
2020-06-05,22.92682
2020-06-06,14.63414
2020-06-07,16.58536
2020-06-08,25.85365
2020-06-09,17.07317
2020-06-10,25.36585
2020-06-11,20.4878
2020-06-12,18.53658
2020-06-13,13.17073
2020-06-14,7.31707
2020-06-15,18.53658
2020-06-16,15.12195
2020-06-17,18.53658
2020-06-18,16.58536
2020-06-19,14.14634
2020-06-20,16.09756
2020-06-21,6.34146
2020-06-22,16.58536
2020-06-23,17.07317
2020-06-24,17.56097
2020-06-25,26.34146
2020-06-26,15.12195
2020-06-27,9.75609
2020-06-28,12.68292
2020-06-29,14.63414
2020-06-30,16.09756
2020-07-01,17.56097
2020-07-02,22.43902
2020-07-03,16.58536
2020-07-04,10.7317
2020-07-05,9.26829
2020-07-06,21.95121
2020-07-07,25.85365
2020-07-08,23.41463
2020-07-09,18.04878
2020-07-10,18.04878
2020-07-11,10.2439
2020-07-12,15.12195
2020-07-13,22.92682
2020-07-14,17.07317
2020-07-15,16.58536
2020-07-16,11.70731
2020-07-17,14.14634
2020-07-18,7.31707
2020-07-19,5.85365
2020-07-20,12.68292
2020-07-21,16.58536
2020-07-22,14.63414
2020-07-23,19.51219
2020-07-24,14.63414
2020-07-25,16.09756
2020-07-26,9.75609
2020-07-27,24.87804
2020-07-28,19.02439
2020-07-29,21.95121
2020-07-30,26.34146
2020-07-31,19.51219
2020-08-01,15.60975
2020-08-02,13.65853
2020-08-03,18.53658
2020-08-04,14.14634
2020-08-05,19.02439
2020-08-06,26.82926
2020-08-07,20.0
2020-08-08,9.75609
2020-08-09,16.58536
2020-08-10,28.78048
2020-08-11,29.75609
2020-08-12,28.29268
2020-08-13,24.39024
2020-08-14,19.02439
2020-08-15,11.21951
2020-08-16,10.2439
2020-08-17,18.04878
2020-08-18,20.0
2020-08-19,16.09756
2020-08-20,15.60975
2020-08-21,21.46341
2020-08-22,12.68292
2020-08-23,19.51219
2020-08-24,16.58536
2020-08-25,20.9756
2020-08-26,25.85365
2020-08-27,23.41463
2020-08-28,15.12195
2020-08-29,16.58536
2020-08-30,19.02439
2020-08-31,21.46341
2020-09-01,21.95121
2020-09-02,29.26829
2020-09-03,22.43902
2020-09-04,17.56097
2020-09-05,11.21951
2020-09-06,13.65853
2020-09-07,27.80487
2020-09-08,27.80487
2020-09-09,16.58536
2020-09-10,18.53658
2020-09-11,14.63414
2020-09-12,11.70731
2020-09-13,9.75609
2020-09-14,22.43902
2020-09-15,19.02439
2020-09-16,16.58536
2020-09-17,17.56097
2020-09-18,17.56097
2020-09-19,11.21951
2020-09-20,5.85365
2020-09-21,14.63414
2020-09-22,12.19512
2020-09-23,21.95121
2020-09-24,20.0
2020-09-25,16.09756
2020-09-26,6.34146
2020-09-27,7.80487
2020-09-28,20.0
2020-09-29,16.09756
2020-09-30,8.78048
2020-10-01,9.26829
2020-10-02,11.21951
2020-10-03,9.26829
2020-10-04,9.75609
2020-10-05,11.21951
2020-10-06,23.90243
2020-10-07,17.56097
2020-10-08,13.17073
2020-10-09,11.70731
2020-10-10,11.70731
2020-10-11,10.2439
2020-10-12,17.07317
2020-10-13,13.17073
2020-10-14,21.46341
2020-10-15,14.14634
2020-10-16,20.0
2020-10-17,14.14634
2020-10-18,11.70731
2020-10-19,17.56097
2020-10-20,17.56097
2020-10-21,17.56097
2020-10-22,12.19512
2020-10-23,21.95121
2020-10-24,6.82926
2020-10-25,10.7317
2020-10-26,10.2439
2020-10-27,14.63414
2020-10-28,12.19512
2020-10-29,11.70731
2020-10-30,16.09756
2020-10-31,12.19512
2020-11-01,10.2439
2020-11-02,12.19512
2020-11-03,7.80487
2020-11-04,13.65853
2020-11-05,16.58536
2020-11-06,13.65853
2020-11-07,11.21951
2020-11-08,5.85365
2020-11-09,20.0
2020-11-10,18.53658
2020-11-11,12.68292
2020-11-12,15.60975
2020-11-13,16.58536
2020-11-14,14.14634
2020-11-15,11.21951
2020-11-16,14.14634
2020-11-17,24.39024
2020-11-18,19.51219
2020-11-19,17.07317
2020-11-20,17.07317
2020-11-21,7.80487
2020-11-22,15.60975
2020-11-23,20.0
2020-11-24,20.4878
2020-11-25,21.46341
2020-11-26,20.9756
2020-11-27,18.04878
2020-11-28,18.04878
2020-11-29,16.09756
2020-11-30,17.56097
2020-12-01,17.07317
2020-12-02,16.58536
2020-12-03,20.0
2020-12-04,21.46341
2020-12-05,15.12195
2020-12-06,11.21951
2020-12-07,24.87804
2020-12-08,21.46341
2020-12-09,18.04878
2020-12-10,25.85365
2020-12-11,31.70731
2020-12-12,30.7317
2020-12-13,18.53658
2020-12-14,18.53658
2020-12-15,24.87804
2020-12-16,17.07317
2020-12-17,22.43902
2020-12-18,15.60975
2020-12-19,10.7317
2020-12-20,19.51219
2020-12-21,19.51219
2020-12-22,16.09756
2020-12-23,22.92682
2020-12-24,17.56097
2020-12-25,18.04878
2020-12-26,18.04878
2020-12-27,11.21951
2020-12-28,20.9756
2020-12-29,27.80487
2020-12-30,33.65853
2020-12-31,28.29268
2021-01-01,23.41463
2021-01-02,20.4878
2021-01-03,25.85365
2021-01-04,31.21951
2021-01-05,26.82926
2021-01-06,30.2439
2021-01-07,38.04878
2021-01-08,40.4878
2021-01-09,21.95121
2021-01-10,33.65853
2021-01-11,46.34146
2021-01-12,59.02439
