date,상속포기신고
2020-03-20,40.81632
2020-03-21,12.24489
2020-03-22,19.38775
2020-03-23,34.69387
2020-03-24,34.18367
2020-03-25,34.69387
2020-03-26,34.69387
2020-03-27,26.0204
2020-03-28,10.20408
2020-03-29,20.40816
2020-03-30,34.18367
2020-03-31,29.08163
2020-04-01,36.22448
2020-04-02,46.93877
2020-04-03,42.85714
2020-04-04,19.89795
2020-04-05,21.93877
2020-04-06,29.59183
2020-04-07,33.16326
2020-04-08,38.77551
2020-04-09,44.38775
2020-04-10,32.14285
2020-04-11,15.30612
2020-04-12,14.28571
2020-04-13,36.22448
2020-04-14,31.12244
2020-04-15,28.57142
2020-04-16,37.7551
2020-04-17,32.65306
2020-04-18,13.77551
2020-04-19,11.73469
2020-04-20,37.24489
2020-04-21,45.91836
2020-04-22,43.36734
2020-04-23,34.18367
2020-04-24,22.95918
2020-04-25,17.34693
2020-04-26,17.34693
2020-04-27,36.73469
2020-04-28,39.79591
2020-04-29,33.16326
2020-04-30,14.79591
2020-05-01,22.44897
2020-05-02,15.30612
2020-05-03,19.38775
2020-05-04,45.91836
2020-05-05,20.40816
2020-05-06,46.93877
2020-05-07,31.12244
2020-05-08,30.10204
2020-05-09,23.46938
2020-05-10,19.89795
2020-05-11,44.38775
2020-05-12,37.24489
2020-05-13,27.04081
2020-05-14,43.87755
2020-05-15,31.63265
2020-05-16,12.7551
2020-05-17,13.77551
2020-05-18,32.65306
2020-05-19,30.61224
2020-05-20,35.71428
2020-05-21,43.87755
2020-05-22,30.61224
2020-05-23,13.77551
2020-05-24,14.28571
2020-05-25,39.79591
2020-05-26,36.73469
2020-05-27,40.30612
2020-05-28,27.55102
2020-05-29,19.89795
2020-05-30,15.81632
2020-05-31,20.91836
2020-06-01,32.65306
2020-06-02,36.73469
2020-06-03,25.5102
2020-06-04,31.63265
2020-06-05,21.93877
2020-06-06,11.22448
2020-06-07,12.7551
2020-06-08,29.59183
2020-06-09,32.14285
2020-06-10,28.57142
2020-06-11,26.0204
2020-06-12,27.55102
2020-06-13,16.32653
2020-06-14,15.81632
2020-06-15,41.83673
2020-06-16,40.30612
2020-06-17,30.10204
2020-06-18,33.67346
2020-06-19,35.71428
2020-06-20,18.87755
2020-06-21,9.69387
2020-06-22,30.10204
2020-06-23,48.97959
2020-06-24,35.20408
2020-06-25,34.69387
2020-06-26,34.69387
2020-06-27,13.2653
2020-06-28,18.36734
2020-06-29,53.06122
2020-06-30,39.79591
2020-07-01,28.57142
2020-07-02,39.28571
2020-07-03,31.12244
2020-07-04,11.73469
2020-07-05,9.69387
2020-07-06,34.69387
2020-07-07,38.2653
2020-07-08,37.24489
2020-07-09,28.57142
2020-07-10,23.97959
2020-07-11,16.32653
2020-07-12,21.42857
2020-07-13,34.69387
2020-07-14,35.20408
2020-07-15,36.22448
2020-07-16,34.18367
2020-07-17,27.55102
2020-07-18,16.32653
2020-07-19,14.79591
2020-07-20,42.85714
2020-07-21,35.71428
2020-07-22,43.36734
2020-07-23,40.30612
2020-07-24,25.5102
2020-07-25,13.77551
2020-07-26,16.32653
2020-07-27,36.22448
2020-07-28,26.53061
2020-07-29,32.65306
2020-07-30,32.14285
2020-07-31,23.46938
2020-08-01,14.28571
2020-08-02,11.22448
2020-08-03,39.79591
2020-08-04,30.61224
2020-08-05,35.71428
2020-08-06,37.7551
2020-08-07,34.69387
2020-08-08,12.7551
2020-08-09,12.24489
2020-08-10,36.22448
2020-08-11,39.28571
2020-08-12,38.77551
2020-08-13,34.18367
2020-08-14,30.10204
2020-08-15,12.7551
2020-08-16,6.12244
2020-08-17,21.42857
2020-08-18,37.7551
2020-08-19,32.65306
2020-08-20,39.79591
2020-08-21,35.71428
2020-08-22,18.36734
2020-08-23,11.73469
2020-08-24,42.85714
2020-08-25,21.93877
2020-08-26,19.89795
2020-08-27,26.0204
2020-08-28,28.57142
2020-08-29,25.0
2020-08-30,13.2653
2020-08-31,43.36734
2020-09-01,35.71428
2020-09-02,35.71428
2020-09-03,35.71428
2020-09-04,21.42857
2020-09-05,18.36734
2020-09-06,21.42857
2020-09-07,32.65306
2020-09-08,36.22448
2020-09-09,35.20408
2020-09-10,47.95918
2020-09-11,24.48979
2020-09-12,10.20408
2020-09-13,12.24489
2020-09-14,37.24489
2020-09-15,36.22448
2020-09-16,33.16326
2020-09-17,30.61224
2020-09-18,28.57142
2020-09-19,15.81632
2020-09-20,17.34693
2020-09-21,35.20408
2020-09-22,37.24489
2020-09-23,29.08163
2020-09-24,26.0204
2020-09-25,25.5102
2020-09-26,15.81632
2020-09-27,10.71428
2020-09-28,35.20408
2020-09-29,16.83673
2020-09-30,14.79591
2020-10-01,13.77551
2020-10-02,11.73469
2020-10-03,15.81632
2020-10-04,14.79591
2020-10-05,41.83673
2020-10-06,34.69387
2020-10-07,39.79591
2020-10-08,26.53061
2020-10-09,15.30612
2020-10-10,11.22448
2020-10-11,17.34693
2020-10-12,66.83673
2020-10-13,71.42857
2020-10-14,33.16326
2020-10-15,30.61224
2020-10-16,21.93877
2020-10-17,15.81632
2020-10-18,17.85714
2020-10-19,46.42857
2020-10-20,29.08163
2020-10-21,35.20408
2020-10-22,33.67346
2020-10-23,39.28571
2020-10-24,18.87755
2020-10-25,28.06122
2020-10-26,50.0
2020-10-27,31.63265
2020-10-28,32.65306
2020-10-29,24.48979
2020-10-30,44.38775
2020-10-31,23.97959
2020-11-01,15.81632
2020-11-02,42.34693
2020-11-03,31.12244
2020-11-04,32.14285
2020-11-05,34.18367
2020-11-06,29.59183
2020-11-07,15.30612
2020-11-08,9.69387
2020-11-09,30.61224
2020-11-10,37.24489
2020-11-11,33.67346
2020-11-12,39.28571
2020-11-13,27.55102
2020-11-14,16.32653
2020-11-15,17.34693
2020-11-16,37.7551
2020-11-17,40.81632
2020-11-18,33.67346
2020-11-19,39.79591
2020-11-20,33.67346
2020-11-21,10.20408
2020-11-22,19.38775
2020-11-23,34.69387
2020-11-24,31.12244
2020-11-25,36.73469
2020-11-26,37.24489
2020-11-27,31.63265
2020-11-28,13.2653
2020-11-29,15.81632
2020-11-30,33.16326
2020-12-01,39.79591
2020-12-02,25.0
2020-12-03,35.20408
2020-12-04,32.65306
2020-12-05,17.85714
2020-12-06,19.89795
2020-12-07,35.71428
2020-12-08,43.36734
2020-12-09,35.71428
2020-12-10,39.79591
2020-12-11,35.20408
2020-12-12,20.91836
2020-12-13,18.87755
2020-12-14,45.40816
2020-12-15,50.5102
2020-12-16,32.14285
2020-12-17,37.7551
2020-12-18,29.59183
2020-12-19,11.73469
2020-12-20,20.40816
2020-12-21,28.57142
2020-12-22,34.69387
2020-12-23,38.2653
2020-12-24,28.06122
2020-12-25,15.30612
2020-12-26,22.95918
2020-12-27,22.95918
2020-12-28,35.20408
2020-12-29,40.30612
2020-12-30,42.85714
2020-12-31,27.04081
2021-01-01,18.87755
2021-01-02,24.48979
2021-01-03,19.89795
2021-01-04,44.38775
2021-01-05,27.04081
2021-01-06,33.67346
2021-01-07,26.0204
2021-01-08,32.14285
2021-01-09,19.38775
2021-01-10,14.28571
2021-01-11,34.69387
2021-01-12,46.42857
2021-01-13,27.04081
2021-01-14,40.81632
2021-01-15,39.28571
2021-01-16,22.95918
2021-01-17,17.85714
2021-01-18,38.2653
2021-01-19,36.22448
2021-01-20,46.42857
2021-01-21,42.85714
2021-01-22,36.73469
2021-01-23,25.0
2021-01-24,25.5102
2021-01-25,52.55102
2021-01-26,40.30612
2021-01-27,38.2653
2021-01-28,41.32653
2021-01-29,19.38775
2021-01-30,20.40816
2021-01-31,17.85714
2021-02-01,47.44897
2021-02-02,39.79591
2021-02-03,39.79591
2021-02-04,35.20408
2021-02-05,37.7551
2021-02-06,23.46938
2021-02-07,25.5102
2021-02-08,36.22448
2021-02-09,43.87755
2021-02-10,27.55102
2021-02-11,12.7551
2021-02-12,18.87755
2021-02-13,13.77551
2021-02-14,28.57142
2021-02-15,41.32653
2021-02-16,37.24489
2021-02-17,41.32653
2021-02-18,38.77551
2021-02-19,29.59183
2021-02-20,20.40816
2021-02-21,30.61224
2021-02-22,34.69387
2021-02-23,44.89795
2021-02-24,44.38775
2021-02-25,31.12244
2021-02-26,30.10204
2021-02-27,19.89795
2021-02-28,14.28571
2021-03-01,13.2653
2021-03-02,46.42857
2021-03-03,42.34693
2021-03-04,47.95918
2021-03-05,36.73469
2021-03-06,20.40816
2021-03-07,23.97959
2021-03-08,48.97959
2021-03-09,43.87755
2021-03-10,44.38775
2021-03-11,36.73469
2021-03-12,30.61224
2021-03-13,17.34693
2021-03-14,27.55102
2021-03-15,36.22448
2021-03-16,32.14285
2021-03-17,48.46938
2021-03-18,27.04081
2021-03-19,33.16326
2021-03-20,15.81632
2021-03-21,25.0
2021-03-22,49.48979
2021-03-23,36.22448
2021-03-24,46.42857
2021-03-25,40.30612
2021-03-26,29.08163
2021-03-27,19.38775
2021-03-28,24.48979
2021-03-29,45.91836
2021-03-30,32.14285
2021-03-31,40.81632
2021-04-01,35.20408
2021-04-02,30.61224
2021-04-03,23.97959
2021-04-04,28.06122
2021-04-05,53.06122
2021-04-06,40.30612
2021-04-07,47.95918
2021-04-08,33.67346
2021-04-09,35.20408
2021-04-10,26.0204
2021-04-11,19.38775
2021-04-12,38.77551
2021-04-13,41.32653
2021-04-14,36.73469
2021-04-15,38.77551
2021-04-16,37.24489
2021-04-17,16.83673
2021-04-18,24.48979
2021-04-19,46.93877
2021-04-20,30.10204
2021-04-21,35.71428
2021-04-22,25.5102
2021-04-23,37.7551
2021-04-24,15.30612
2021-04-25,15.81632
2021-04-26,34.18367
2021-04-27,38.77551
2021-04-28,43.87755
2021-04-29,32.65306
2021-04-30,35.71428
2021-05-01,19.89795
2021-05-02,15.30612
2021-05-03,42.34693
2021-05-04,31.63265
2021-05-05,16.32653
2021-05-06,33.16326
2021-05-07,32.65306
2021-05-08,15.30612
2021-05-09,20.91836
2021-05-10,36.73469
2021-05-11,36.22448
2021-05-12,31.12244
2021-05-13,33.16326
2021-05-14,31.63265
2021-05-15,13.77551
2021-05-16,18.36734
2021-05-17,38.77551
2021-05-18,34.18367
2021-05-19,17.85714
2021-05-20,38.77551
2021-05-21,32.14285
2021-05-22,16.83673
2021-05-23,21.42857
2021-05-24,25.5102
2021-05-25,67.85714
2021-05-26,63.2653
2021-05-27,48.97959
2021-05-28,37.24489
2021-05-29,15.30612
2021-05-30,14.79591
2021-05-31,52.04081
2021-06-01,36.73469
2021-06-02,34.18367
2021-06-03,29.59183
2021-06-04,34.69387
2021-06-05,21.93877
2021-06-06,17.34693
2021-06-07,45.40816
2021-06-08,40.30612
2021-06-09,28.06122
2021-06-10,30.61224
2021-06-11,24.48979
2021-06-12,25.5102
2021-06-13,19.89795
2021-06-14,45.91836
2021-06-15,38.77551
2021-06-16,42.34693
2021-06-17,37.24489
2021-06-18,27.55102
2021-06-19,20.91836
2021-06-20,23.97959
2021-06-21,42.85714
2021-06-22,33.67346
2021-06-23,36.22448
2021-06-24,36.22448
2021-06-25,34.69387
2021-06-26,17.34693
2021-06-27,18.36734
2021-06-28,52.55102
2021-06-29,32.14285
2021-06-30,31.12244
2021-07-01,27.55102
2021-07-02,31.63265
2021-07-03,13.77551
2021-07-04,21.42857
2021-07-05,39.28571
2021-07-06,34.18367
2021-07-07,24.48979
2021-07-08,35.71428
2021-07-09,25.5102
2021-07-10,14.79591
2021-07-11,21.93877
2021-07-12,35.71428
2021-07-13,43.87755
2021-07-14,43.36734
2021-07-15,28.06122
2021-07-16,38.77551
2021-07-17,16.32653
2021-07-18,14.79591
2021-07-19,38.2653
2021-07-20,42.34693
2021-07-21,34.69387
2021-07-22,41.32653
2021-07-23,33.67346
2021-07-24,14.28571
2021-07-25,26.53061
2021-07-26,45.91836
2021-07-27,28.57142
2021-07-28,34.18367
2021-07-29,26.53061
2021-07-30,27.55102
2021-07-31,21.93877
2021-08-01,18.87755
2021-08-02,34.69387
2021-08-03,35.71428
2021-08-04,44.89795
2021-08-05,42.85714
2021-08-06,42.85714
2021-08-07,15.30612
2021-08-08,22.95918
2021-08-09,46.93877
2021-08-10,40.30612
2021-08-11,47.44897
2021-08-12,38.77551
2021-08-13,29.08163
2021-08-14,17.85714
2021-08-15,13.77551
2021-08-16,26.0204
2021-08-17,52.04081
2021-08-18,29.59183
2021-08-19,34.18367
2021-08-20,29.59183
2021-08-21,27.04081
2021-08-22,18.36734
2021-08-23,36.73469
2021-08-24,42.34693
2021-08-25,30.61224
2021-08-26,35.20408
2021-08-27,31.12244
2021-08-28,29.59183
2021-08-29,32.14285
2021-08-30,40.81632
2021-08-31,39.79591
2021-09-01,31.63265
2021-09-02,41.83673
2021-09-03,34.18367
2021-09-04,15.30612
2021-09-05,16.32653
2021-09-06,36.73469
2021-09-07,33.16326
2021-09-08,46.42857
2021-09-09,33.16326
2021-09-10,34.69387
