date,배우자증여
2020-03-20,14.74358
2020-03-21,10.25641
2020-03-22,11.53846
2020-03-23,19.55128
2020-03-24,12.17948
2020-03-25,14.42307
2020-03-26,11.85897
2020-03-27,16.98717
2020-03-28,9.93589
2020-03-29,8.65384
2020-03-30,16.02564
2020-03-31,13.46153
2020-04-01,14.42307
2020-04-02,11.53846
2020-04-03,13.14102
2020-04-04,15.38461
2020-04-05,8.65384
2020-04-06,15.0641
2020-04-07,14.74358
2020-04-08,10.89743
2020-04-09,14.42307
2020-04-10,16.66666
2020-04-11,6.73076
2020-04-12,5.1282
2020-04-13,9.61538
2020-04-14,11.53846
2020-04-15,11.53846
2020-04-16,13.46153
2020-04-17,14.10256
2020-04-18,11.85897
2020-04-19,7.6923
2020-04-20,15.0641
2020-04-21,17.30769
2020-04-22,21.15384
2020-04-23,16.98717
2020-04-24,12.82051
2020-04-25,9.61538
2020-04-26,9.29487
2020-04-27,15.0641
2020-04-28,18.26923
2020-04-29,15.38461
2020-04-30,7.6923
2020-05-01,10.25641
2020-05-02,6.08974
2020-05-03,8.97435
2020-05-04,16.34615
2020-05-05,10.89743
2020-05-06,19.87179
2020-05-07,25.0
2020-05-08,17.30769
2020-05-09,8.65384
2020-05-10,10.89743
2020-05-11,17.6282
2020-05-12,15.0641
2020-05-13,12.5
2020-05-14,16.02564
2020-05-15,13.46153
2020-05-16,12.82051
2020-05-17,6.73076
2020-05-18,19.55128
2020-05-19,20.1923
2020-05-20,17.6282
2020-05-21,15.0641
2020-05-22,11.85897
2020-05-23,4.80769
2020-05-24,15.0641
2020-05-25,20.1923
2020-05-26,17.94871
2020-05-27,14.42307
2020-05-28,18.58974
2020-05-29,8.97435
2020-05-30,4.48717
2020-05-31,6.73076
2020-06-01,20.1923
2020-06-02,15.0641
2020-06-03,19.23076
2020-06-04,25.64102
2020-06-05,16.98717
2020-06-06,8.65384
2020-06-07,11.53846
2020-06-08,16.02564
2020-06-09,14.74358
2020-06-10,21.15384
2020-06-11,25.64102
2020-06-12,15.38461
2020-06-13,14.10256
2020-06-14,12.5
2020-06-15,9.93589
2020-06-16,19.55128
2020-06-17,21.15384
2020-06-18,19.23076
2020-06-19,13.78205
2020-06-20,12.17948
2020-06-21,14.42307
2020-06-22,12.5
2020-06-23,25.32051
2020-06-24,14.10256
2020-06-25,17.94871
2020-06-26,11.85897
2020-06-27,14.74358
2020-06-28,13.14102
2020-06-29,16.66666
2020-06-30,21.15384
2020-07-01,21.79487
2020-07-02,22.11538
2020-07-03,17.6282
2020-07-04,12.5
2020-07-05,18.26923
2020-07-06,25.96153
2020-07-07,25.64102
2020-07-08,31.73076
2020-07-09,40.0641
2020-07-10,51.60256
2020-07-11,52.88461
2020-07-12,56.73076
2020-07-13,100.0
2020-07-14,75.96153
2020-07-15,62.5
2020-07-16,44.23076
2020-07-17,35.89743
2020-07-18,26.60256
2020-07-19,34.61538
2020-07-20,51.92307
2020-07-21,40.38461
2020-07-22,49.35897
2020-07-23,39.10256
2020-07-24,31.73076
2020-07-25,21.47435
2020-07-26,36.21794
2020-07-27,50.32051
2020-07-28,41.02564
2020-07-29,56.08974
2020-07-30,35.25641
2020-07-31,34.93589
2020-08-01,18.91025
2020-08-02,18.26923
2020-08-03,26.60256
2020-08-04,23.39743
2020-08-05,34.61538
2020-08-06,21.79487
2020-08-07,24.03846
2020-08-08,17.94871
2020-08-09,16.66666
2020-08-10,17.30769
2020-08-11,22.75641
2020-08-12,22.43589
2020-08-13,20.1923
2020-08-14,19.55128
2020-08-15,11.21794
2020-08-16,13.14102
2020-08-17,11.85897
2020-08-18,17.6282
2020-08-19,19.55128
2020-08-20,16.66666
2020-08-21,15.38461
2020-08-22,15.0641
2020-08-23,16.66666
2020-08-24,19.55128
2020-08-25,15.70512
2020-08-26,13.14102
2020-08-27,16.34615
2020-08-28,21.79487
2020-08-29,10.25641
2020-08-30,8.33333
2020-08-31,16.34615
2020-09-01,24.03846
2020-09-02,24.03846
2020-09-03,18.26923
2020-09-04,13.46153
2020-09-05,6.41025
2020-09-06,11.53846
2020-09-07,19.23076
2020-09-08,20.83333
2020-09-09,17.6282
2020-09-10,19.87179
2020-09-11,14.42307
2020-09-12,10.89743
2020-09-13,9.61538
2020-09-14,16.34615
2020-09-15,18.91025
2020-09-16,17.30769
2020-09-17,19.23076
2020-09-18,17.6282
2020-09-19,8.65384
2020-09-20,10.89743
2020-09-21,19.23076
2020-09-22,23.07692
2020-09-23,13.46153
2020-09-24,11.21794
2020-09-25,10.89743
2020-09-26,7.6923
2020-09-27,11.53846
2020-09-28,13.14102
2020-09-29,12.5
2020-09-30,8.01282
2020-10-01,9.29487
2020-10-02,5.76923
2020-10-03,8.65384
2020-10-04,11.85897
2020-10-05,18.26923
2020-10-06,26.28205
2020-10-07,23.71794
2020-10-08,19.23076
2020-10-09,7.05128
2020-10-10,9.93589
2020-10-11,13.46153
2020-10-12,22.43589
2020-10-13,22.75641
2020-10-14,17.30769
2020-10-15,15.0641
2020-10-16,16.34615
2020-10-17,6.08974
2020-10-18,18.58974
2020-10-19,24.35897
2020-10-20,20.83333
2020-10-21,22.75641
2020-10-22,16.66666
2020-10-23,18.58974
2020-10-24,9.93589
2020-10-25,15.70512
2020-10-26,21.15384
2020-10-27,16.66666
2020-10-28,19.87179
2020-10-29,17.30769
2020-10-30,15.70512
2020-10-31,12.17948
2020-11-01,15.70512
2020-11-02,21.79487
2020-11-03,22.43589
2020-11-04,19.55128
2020-11-05,14.10256
2020-11-06,13.46153
2020-11-07,8.65384
2020-11-08,13.78205
2020-11-09,14.42307
2020-11-10,18.26923
2020-11-11,20.1923
2020-11-12,19.55128
2020-11-13,22.75641
2020-11-14,15.0641
2020-11-15,16.66666
2020-11-16,21.15384
2020-11-17,21.79487
2020-11-18,23.39743
2020-11-19,24.35897
2020-11-20,21.47435
2020-11-21,18.58974
2020-11-22,19.87179
2020-11-23,25.0
2020-11-24,25.0
2020-11-25,27.5641
2020-11-26,24.03846
2020-11-27,22.11538
2020-11-28,12.17948
2020-11-29,16.98717
2020-11-30,31.41025
2020-12-01,20.83333
2020-12-02,23.39743
2020-12-03,27.5641
2020-12-04,20.51282
2020-12-05,13.14102
2020-12-06,17.6282
2020-12-07,28.52564
2020-12-08,25.96153
2020-12-09,28.84615
2020-12-10,27.88461
2020-12-11,25.64102
2020-12-12,13.46153
2020-12-13,12.17948
2020-12-14,13.14102
2020-12-15,13.78205
2020-12-16,24.03846
2020-12-17,25.96153
2020-12-18,20.51282
2020-12-19,19.55128
2020-12-20,14.42307
2020-12-21,31.08974
2020-12-22,25.32051
2020-12-23,25.64102
2020-12-24,25.32051
2020-12-25,9.29487
2020-12-26,18.26923
2020-12-27,20.51282
2020-12-28,29.16666
2020-12-29,29.80769
2020-12-30,22.75641
2020-12-31,20.51282
2021-01-01,16.34615
2021-01-02,13.14102
2021-01-03,14.10256
2021-01-04,30.1282
2021-01-05,20.83333
2021-01-06,16.98717
2021-01-07,27.5641
2021-01-08,17.6282
2021-01-09,11.53846
2021-01-10,17.6282
2021-01-11,21.79487
2021-01-12,15.70512
2021-01-13,18.91025
2021-01-14,20.83333
2021-01-15,18.58974
2021-01-16,14.10256
2021-01-17,13.46153
2021-01-18,22.43589
2021-01-19,30.1282
2021-01-20,22.11538
2021-01-21,26.60256
2021-01-22,18.26923
2021-01-23,24.67948
2021-01-24,20.1923
2021-01-25,23.39743
2021-01-26,23.07692
2021-01-27,20.51282
2021-01-28,25.0
2021-01-29,22.11538
2021-01-30,15.70512
2021-01-31,20.83333
2021-02-01,29.48717
2021-02-02,25.0
2021-02-03,28.84615
2021-02-04,19.87179
2021-02-05,21.79487
2021-02-06,21.47435
2021-02-07,18.26923
2021-02-08,26.28205
2021-02-09,24.67948
2021-02-10,11.85897
2021-02-11,12.82051
2021-02-12,15.38461
2021-02-13,18.26923
2021-02-14,16.34615
2021-02-15,26.92307
2021-02-16,23.71794
2021-02-17,22.43589
2021-02-18,22.43589
2021-02-19,19.87179
2021-02-20,8.33333
2021-02-21,13.14102
2021-02-22,20.1923
2021-02-23,18.91025
2021-02-24,19.87179
2021-02-25,17.6282
2021-02-26,9.93589
2021-02-27,10.25641
2021-02-28,9.93589
2021-03-01,14.74358
2021-03-02,19.87179
2021-03-03,18.58974
2021-03-04,17.6282
2021-03-05,10.89743
2021-03-06,15.0641
2021-03-07,10.25641
2021-03-08,20.51282
2021-03-09,16.98717
2021-03-10,17.6282
2021-03-11,19.23076
2021-03-12,19.23076
2021-03-13,9.29487
