date,여행어플
2020-03-20,14.57627
2020-03-21,13.55932
2020-03-22,15.59322
2020-03-23,18.30508
2020-03-24,18.64406
2020-03-25,18.30508
2020-03-26,11.8644
2020-03-27,12.20338
2020-03-28,9.15254
2020-03-29,8.81355
2020-03-30,14.57627
2020-03-31,17.28813
2020-04-01,13.55932
2020-04-02,11.52542
2020-04-03,15.59322
2020-04-04,12.20338
2020-04-05,14.91525
2020-04-06,18.98305
2020-04-07,16.61016
2020-04-08,17.9661
2020-04-09,16.61016
2020-04-10,17.62711
2020-04-11,13.55932
2020-04-12,16.61016
2020-04-13,16.94915
2020-04-14,29.15254
2020-04-15,34.57627
2020-04-16,21.01694
2020-04-17,22.03389
2020-04-18,24.40677
2020-04-19,25.08474
2020-04-20,26.44067
2020-04-21,27.79661
2020-04-22,27.45762
2020-04-23,28.13559
2020-04-24,25.76271
2020-04-25,19.66101
2020-04-26,23.72881
2020-04-27,29.8305
2020-04-28,28.47457
2020-04-29,27.11864
2020-04-30,22.37288
2020-05-01,21.35593
2020-05-02,14.57627
2020-05-03,18.64406
2020-05-04,20.67796
2020-05-05,22.71186
2020-05-06,17.28813
2020-05-07,19.32203
2020-05-08,14.91525
2020-05-09,15.59322
2020-05-10,15.9322
2020-05-11,22.71186
2020-05-12,18.30508
2020-05-13,16.27118
2020-05-14,18.64406
2020-05-15,22.71186
2020-05-16,13.55932
2020-05-17,11.52542
2020-05-18,16.61016
2020-05-19,13.22033
2020-05-20,11.52542
2020-05-21,17.28813
2020-05-22,22.03389
2020-05-23,13.22033
2020-05-24,17.9661
2020-05-25,21.35593
2020-05-26,18.98305
2020-05-27,18.98305
2020-05-28,17.9661
2020-05-29,13.55932
2020-05-30,10.84745
2020-05-31,17.62711
2020-06-01,16.61016
2020-06-02,23.05084
2020-06-03,25.08474
2020-06-04,28.13559
2020-06-05,21.69491
2020-06-06,25.76271
2020-06-07,27.11864
2020-06-08,27.79661
2020-06-09,26.10169
2020-06-10,23.05084
2020-06-11,26.44067
2020-06-12,12.54237
2020-06-13,18.30508
2020-06-14,21.35593
2020-06-15,24.06779
2020-06-16,20.0
2020-06-17,24.74576
2020-06-18,19.66101
2020-06-19,19.66101
2020-06-20,14.57627
2020-06-21,21.69491
2020-06-22,26.10169
2020-06-23,19.66101
2020-06-24,20.67796
2020-06-25,21.35593
2020-06-26,23.38983
2020-06-27,18.30508
2020-06-28,21.01694
2020-06-29,23.72881
2020-06-30,21.69491
2020-07-01,27.79661
2020-07-02,23.72881
2020-07-03,24.40677
2020-07-04,17.9661
2020-07-05,20.67796
2020-07-06,23.38983
2020-07-07,25.76271
2020-07-08,34.57627
2020-07-09,31.52542
2020-07-10,24.06779
2020-07-11,23.05084
2020-07-12,26.44067
2020-07-13,32.54237
2020-07-14,24.74576
2020-07-15,27.79661
2020-07-16,25.42372
2020-07-17,25.42372
2020-07-18,17.62711
2020-07-19,31.18644
2020-07-20,32.20338
2020-07-21,36.61016
2020-07-22,39.66101
2020-07-23,28.81355
2020-07-24,22.37288
2020-07-25,22.03389
2020-07-26,27.11864
2020-07-27,34.57627
2020-07-28,33.55932
2020-07-29,33.55932
2020-07-30,29.8305
2020-07-31,29.15254
2020-08-01,28.47457
2020-08-02,31.18644
2020-08-03,27.79661
2020-08-04,27.11864
2020-08-05,29.8305
2020-08-06,26.44067
2020-08-07,21.35593
2020-08-08,23.05084
2020-08-09,17.28813
2020-08-10,33.8983
2020-08-11,32.54237
2020-08-12,28.13559
2020-08-13,25.08474
2020-08-14,27.11864
2020-08-15,19.66101
2020-08-16,18.30508
2020-08-17,25.76271
2020-08-18,22.71186
2020-08-19,17.62711
2020-08-20,16.27118
2020-08-21,13.55932
2020-08-22,13.55932
2020-08-23,15.59322
2020-08-24,15.25423
2020-08-25,14.91525
2020-08-26,12.20338
2020-08-27,17.28813
2020-08-28,11.18644
2020-08-29,12.88135
2020-08-30,11.52542
2020-08-31,19.66101
2020-09-01,17.62711
2020-09-02,17.9661
2020-09-03,13.22033
2020-09-04,16.94915
2020-09-05,10.16949
2020-09-06,15.59322
2020-09-07,21.35593
2020-09-08,23.38983
2020-09-09,16.94915
2020-09-10,12.88135
2020-09-11,14.23728
2020-09-12,12.20338
2020-09-13,16.94915
2020-09-14,24.40677
2020-09-15,15.9322
2020-09-16,19.32203
2020-09-17,15.25423
2020-09-18,16.27118
2020-09-19,18.64406
2020-09-20,13.22033
2020-09-21,14.23728
2020-09-22,14.91525
2020-09-23,22.37288
2020-09-24,18.64406
2020-09-25,18.98305
2020-09-26,13.55932
2020-09-27,15.59322
2020-09-28,13.8983
2020-09-29,16.27118
2020-09-30,13.22033
2020-10-01,10.50847
2020-10-02,13.22033
2020-10-03,11.52542
2020-10-04,11.8644
2020-10-05,18.98305
2020-10-06,17.62711
2020-10-07,17.28813
2020-10-08,18.30508
2020-10-09,18.98305
2020-10-10,13.55932
2020-10-11,21.01694
2020-10-12,20.0
2020-10-13,25.42372
2020-10-14,25.76271
2020-10-15,20.67796
2020-10-16,16.61016
2020-10-17,14.91525
2020-10-18,15.9322
2020-10-19,22.71186
2020-10-20,25.42372
2020-10-21,21.35593
2020-10-22,21.01694
2020-10-23,16.61016
2020-10-24,13.55932
2020-10-25,21.01694
2020-10-26,23.38983
2020-10-27,25.08474
2020-10-28,19.32203
2020-10-29,22.37288
2020-10-30,24.74576
2020-10-31,18.64406
2020-11-01,21.35593
2020-11-02,22.71186
2020-11-03,26.77966
2020-11-04,24.06779
2020-11-05,22.37288
2020-11-06,19.32203
2020-11-07,18.30508
2020-11-08,26.44067
2020-11-09,22.03389
2020-11-10,24.74576
2020-11-11,21.69491
2020-11-12,25.08474
2020-11-13,24.40677
2020-11-14,14.91525
2020-11-15,20.33898
2020-11-16,21.69491
2020-11-17,16.61016
2020-11-18,20.0
2020-11-19,17.28813
2020-11-20,18.30508
2020-11-21,16.27118
2020-11-22,15.25423
2020-11-23,19.66101
2020-11-24,14.23728
2020-11-25,15.9322
2020-11-26,17.28813
2020-11-27,9.8305
2020-11-28,12.54237
2020-11-29,14.91525
2020-11-30,13.55932
2020-12-01,12.20338
2020-12-02,17.62711
2020-12-03,16.61016
2020-12-04,10.50847
2020-12-05,11.8644
2020-12-06,10.84745
2020-12-07,12.88135
2020-12-08,11.8644
2020-12-09,15.59322
2020-12-10,11.52542
2020-12-11,9.8305
2020-12-12,10.50847
2020-12-13,9.15254
2020-12-14,13.8983
2020-12-15,18.30508
2020-12-16,11.18644
2020-12-17,13.55932
2020-12-18,12.54237
2020-12-19,5.42372
2020-12-20,12.88135
2020-12-21,12.20338
2020-12-22,10.50847
2020-12-23,9.8305
2020-12-24,10.50847
2020-12-25,9.15254
2020-12-26,10.84745
2020-12-27,11.18644
2020-12-28,10.50847
2020-12-29,9.49152
2020-12-30,15.25423
2020-12-31,8.47457
2021-01-01,8.47457
2021-01-02,10.50847
2021-01-03,9.15254
2021-01-04,14.57627
2021-01-05,10.16949
2021-01-06,8.81355
2021-01-07,8.81355
2021-01-08,9.15254
2021-01-09,9.15254
2021-01-10,12.20338
2021-01-11,17.28813
2021-01-12,17.62711
2021-01-13,13.22033
2021-01-14,14.91525
2021-01-15,15.9322
2021-01-16,11.8644
2021-01-17,8.47457
2021-01-18,13.55932
2021-01-19,16.94915
2021-01-20,15.25423
2021-01-21,16.94915
2021-01-22,17.62711
2021-01-23,16.27118
2021-01-24,18.64406
2021-01-25,19.66101
2021-01-26,17.28813
2021-01-27,18.30508
2021-01-28,17.28813
2021-01-29,18.64406
2021-01-30,13.22033
2021-01-31,17.9661
2021-02-01,21.69491
2021-02-02,19.66101
2021-02-03,16.94915
2021-02-04,18.98305
2021-02-05,13.55932
2021-02-06,18.30508
2021-02-07,20.33898
2021-02-08,16.27118
2021-02-09,15.59322
2021-02-10,17.28813
2021-02-11,18.98305
2021-02-12,21.35593
2021-02-13,17.9661
2021-02-14,18.98305
2021-02-15,22.37288
2021-02-16,21.01694
2021-02-17,13.22033
2021-02-18,22.71186
2021-02-19,24.06779
2021-02-20,18.98305
2021-02-21,20.33898
2021-02-22,27.45762
2021-02-23,24.74576
2021-02-24,28.13559
2021-02-25,27.45762
2021-02-26,23.38983
2021-02-27,25.42372
2021-02-28,25.08474
2021-03-01,24.06779
2021-03-02,24.74576
2021-03-03,23.72881
2021-03-04,27.79661
2021-03-05,25.42372
2021-03-06,15.9322
2021-03-07,25.08474
2021-03-08,24.74576
2021-03-09,28.13559
2021-03-10,26.44067
2021-03-11,22.71186
2021-03-12,25.08474
2021-03-13,24.06779
2021-03-14,30.16949
2021-03-15,27.11864
2021-03-16,32.88135
2021-03-17,27.11864
2021-03-18,33.22033
2021-03-19,25.76271
2021-03-20,22.71186
2021-03-21,28.13559
2021-03-22,36.94915
2021-03-23,26.10169
2021-03-24,29.8305
2021-03-25,25.08474
2021-03-26,25.42372
2021-03-27,24.74576
2021-03-28,29.49152
2021-03-29,26.10169
2021-03-30,34.91525
2021-03-31,29.49152
2021-04-01,25.42372
2021-04-02,23.38983
2021-04-03,29.49152
2021-04-04,22.37288
2021-04-05,29.49152
2021-04-06,28.47457
2021-04-07,25.76271
2021-04-08,24.40677
2021-04-09,27.11864
2021-04-10,19.32203
2021-04-11,21.69491
