date,진원생명과학주가
2020-03-20,8.15703
2020-03-21,1.245
2020-03-22,1.28345
2020-03-23,8.16944
2020-03-24,6.54869
2020-03-25,6.06011
2020-03-26,8.26368
2020-03-27,9.07715
2020-03-28,1.5947
2020-03-29,1.39877
2020-03-30,15.32204
2020-03-31,22.51184
2020-04-01,28.19994
2020-04-02,20.9779
2020-04-03,19.02978
2020-04-04,2.45033
2020-04-05,2.32633
2020-04-06,15.71265
2020-04-07,19.28399
2020-04-08,24.26279
2020-04-09,18.18779
2020-04-10,16.53976
2020-04-11,2.89427
2020-04-12,3.37665
2020-04-13,15.41132
2020-04-14,17.84181
2020-04-15,3.0964
2020-04-16,17.44872
2020-04-17,17.9063
2020-04-18,3.13856
2020-04-19,2.30649
2020-04-20,14.60281
2020-04-21,12.45752
2020-04-22,12.45008
2020-04-23,11.62793
2020-04-24,9.76042
2020-04-25,1.58106
2020-04-26,1.26236
2020-04-27,8.67165
2020-04-28,10.3978
2020-04-29,13.4012
2020-04-30,3.61474
2020-05-01,2.61278
2020-05-02,1.91587
2020-05-03,1.87123
2020-05-04,14.78261
2020-05-05,2.47141
2020-05-06,12.36328
2020-05-07,9.01391
2020-05-08,7.80362
2020-05-09,1.32933
2020-05-10,1.01683
2020-05-11,7.32496
2020-05-12,8.67662
2020-05-13,7.16376
2020-05-14,9.04615
2020-05-15,7.20716
2020-05-16,1.01931
2020-05-17,0.81223
2020-05-18,7.59033
2020-05-19,8.2736
2020-05-20,9.25572
2020-05-21,9.59797
2020-05-22,6.96039
2020-05-23,1.028
2020-05-24,0.98087
2020-05-25,6.66402
2020-05-26,6.02787
2020-05-27,5.36941
2020-05-28,4.94283
2020-05-29,5.90635
2020-05-30,1.30949
2020-05-31,0.94615
2020-06-01,5.89147
2020-06-02,5.14496
2020-06-03,6.55861
2020-06-04,5.47605
2020-06-05,5.54549
2020-06-06,1.40993
2020-06-07,0.88415
2020-06-08,5.68686
2020-06-09,5.17844
2020-06-10,4.82378
2020-06-11,8.60841
2020-06-12,7.31876
2020-06-13,0.80107
2020-06-14,0.67706
2020-06-15,6.07871
2020-06-16,5.63602
2020-06-17,5.02591
2020-06-18,4.49517
2020-06-19,4.3228
2020-06-20,0.6039
2020-06-21,0.58902
2020-06-22,4.41953
2020-06-23,4.63158
2020-06-24,5.94107
2020-06-25,4.49145
2020-06-26,6.02911
2020-06-27,0.57414
2020-06-28,0.62498
2020-06-29,4.93167
2020-06-30,4.48897
2020-07-01,4.15664
2020-07-02,3.7933
2020-07-03,3.94583
2020-07-04,0.47741
2020-07-05,0.42905
2020-07-06,3.27496
2020-07-07,2.7157
2020-07-08,2.57062
2020-07-09,2.62518
2020-07-10,2.72562
2020-07-11,0.43525
2020-07-12,0.34721
2020-07-13,2.91163
2020-07-14,3.01083
2020-07-15,4.80394
2020-07-16,4.21244
2020-07-17,3.58374
2020-07-18,0.59274
2020-07-19,0.49849
2020-07-20,4.11324
2020-07-21,4.52989
2020-07-22,4.20872
2020-07-23,5.37685
2020-07-24,5.09411
2020-07-25,0.6225
2020-07-26,1.05652
2020-07-27,8.53153
2020-07-28,5.65214
2020-07-29,4.69358
2020-07-30,4.67622
2020-07-31,4.58569
2020-08-01,0.67582
2020-08-02,0.53446
2020-08-03,4.36249
2020-08-04,6.6355
2020-08-05,5.60377
2020-08-06,5.39669
2020-08-07,4.30544
2020-08-08,0.63242
2020-08-09,0.53694
2020-08-10,4.52741
2020-08-11,4.36497
2020-08-12,4.17028
2020-08-13,9.53349
2020-08-14,25.73968
2020-08-15,2.37469
2020-08-16,1.66414
2020-08-17,2.57806
2020-08-18,11.2522
2020-08-19,10.08655
2020-08-20,25.33915
2020-08-21,32.69512
2020-08-22,4.94159
2020-08-23,4.90315
2020-08-24,43.9188
2020-08-25,61.10835
2020-08-26,76.45891
2020-08-27,100.0
2020-08-28,72.44984
2020-08-29,9.67857
2020-08-30,7.7441
2020-08-31,65.40512
2020-09-01,53.89375
2020-09-02,54.11076
2020-09-03,44.31313
2020-09-04,36.17469
2020-09-05,4.67498
2020-09-06,4.92423
2020-09-07,39.82168
2020-09-08,36.36318
2020-09-09,32.24746
2020-09-10,43.24669
2020-09-11,34.37042
2020-09-12,4.40713
2020-09-13,3.89375
2020-09-14,28.05113
2020-09-15,24.45127
2020-09-16,45.21217
2020-09-17,39.8006
2020-09-18,34.76848
2020-09-19,6.21636
2020-09-20,4.77046
2020-09-21,74.70052
2020-09-22,85.12189
2020-09-23,65.42124
2020-09-24,51.28221
2020-09-25,48.17092
2020-09-26,5.8555
2020-09-27,4.90687
2020-09-28,40.50246
2020-09-29,34.52667
2020-09-30,4.23228
2020-10-01,3.62466
2020-10-02,4.07479
2020-10-03,4.80394
2020-10-04,5.30988
2020-10-05,36.19205
2020-10-06,29.25398
2020-10-07,36.59011
2020-10-08,31.61875
2020-10-09,4.82502
2020-10-10,3.33449
2020-10-11,3.22536
2020-10-12,26.80489
2020-10-13,26.45023
2020-10-14,26.32747
2020-10-15,25.78185
2020-10-16,31.47615
2020-10-17,3.73626
2020-10-18,2.82731
2020-10-19,24.31735
2020-10-20,24.50956
2020-10-21,23.07606
2020-10-22,21.30651
2020-10-23,30.18278
2020-10-24,3.37417
2020-10-25,2.6475
2020-10-26,22.77721
2020-10-27,22.47712
2020-10-28,20.10986
2020-10-29,40.32018
2020-10-30,31.95233
2020-10-31,3.25388
2020-11-01,2.86327
2020-11-02,25.60328
2020-11-03,22.68792
2020-11-04,20.99402
2020-11-05,21.00766
2020-11-06,17.75005
2020-11-07,2.06716
2020-11-08,2.02375
2020-11-09,22.75985
2020-11-10,22.10262
2020-11-11,23.97509
2020-11-12,19.83209
2020-11-13,22.33327
2020-11-14,2.89923
2020-11-15,2.31641
2020-11-16,20.19915
2020-11-17,19.34227
2020-11-18,18.73465
2020-11-19,20.94318
2020-11-20,21.0709
2020-11-21,2.71446
2020-11-22,2.41065
2020-11-23,17.75129
2020-11-24,16.81257
2020-11-25,16.48892
2020-11-26,15.16703
2020-11-27,13.58969
2020-11-28,2.10188
2020-11-29,1.94439
2020-11-30,30.62796
2020-12-01,20.04538
2020-12-02,21.31767
2020-12-03,19.87797
2020-12-04,19.05954
2020-12-05,4.8461
2020-12-06,3.6755
2020-12-07,27.72252
2020-12-08,20.25991
2020-12-09,18.41472
2020-12-10,16.89194
2020-12-11,16.13303
2020-12-12,2.16388
2020-12-13,2.76034
2020-12-14,17.83313
2020-12-15,14.39076
2020-12-16,14.87314
2020-12-17,12.73529
2020-12-18,13.82902
2020-12-19,2.09568
2020-12-20,1.7125
2020-12-21,15.89122
2020-12-22,17.26519
2020-12-23,19.11286
2020-12-24,30.05505
2020-12-25,3.15592
2020-12-26,2.23828
2020-12-27,2.52101
2020-12-28,18.62429
2020-12-29,21.29659
2020-12-30,18.22499
2020-12-31,3.85779
2021-01-01,1.92331
2021-01-02,1.55378
2021-01-03,1.84271
2021-01-04,17.07794
2021-01-05,15.4448
2021-01-06,18.9591
2021-01-07,15.9061
2021-01-08,15.68165
2021-01-09,2.22216
2021-01-10,2.15272
2021-01-11,15.35056
2021-01-12,12.70677
2021-01-13,12.89526
2021-01-14,12.55301
2021-01-15,11.91934
2021-01-16,1.76954
2021-01-17,1.64306
2021-01-18,14.23451
2021-01-19,14.4726
2021-01-20,12.54557
2021-01-21,19.32243
2021-01-22,12.76754
2021-01-23,1.90099
2021-01-24,1.6939
2021-01-25,12.18099
2021-01-26,10.75618
2021-01-27,9.7257
2021-01-28,8.97423
2021-01-29,9.48513
2021-01-30,1.2202
2021-01-31,0.97219
2021-02-01,14.09687
2021-02-02,11.97266
2021-02-03,9.53597
2021-02-04,9.98239
2021-02-05,8.8961
2021-02-06,1.38885
2021-02-07,1.19664
2021-02-08,9.07343
2021-02-09,8.7969
2021-02-10,7.46757
2021-02-11,1.05404
2021-02-12,0.79239
