date,SK바이오팜주가
2020-03-20,0.06343
2020-03-21,0.04434
2020-03-22,0.04926
2020-03-23,0.09791
2020-03-24,0.11516
2020-03-25,0.10469
2020-03-26,0.10099
2020-03-27,0.26296
2020-03-28,0.2488
2020-03-29,0.18844
2020-03-30,0.21554
2020-03-31,0.11454
2020-04-01,0.09484
2020-04-02,0.07266
2020-04-03,0.06281
2020-04-04,0.04618
2020-04-05,0.04003
2020-04-06,0.0739
2020-04-07,0.08868
2020-04-08,0.13856
2020-04-09,0.12501
2020-04-10,0.18844
2020-04-11,0.07698
2020-04-12,0.06343
2020-04-13,0.08067
2020-04-14,0.08006
2020-04-15,0.04187
2020-04-16,0.08991
2020-04-17,0.13117
2020-04-18,0.08991
2020-04-19,0.07266
2020-04-20,0.23155
2020-04-21,0.14287
2020-04-22,0.10592
2020-04-23,0.07759
2020-04-24,0.0819
2020-04-25,0.04988
2020-04-26,0.04249
2020-04-27,0.10654
2020-04-28,0.10407
2020-04-29,0.0973
2020-04-30,0.08991
2020-05-01,0.08006
2020-05-02,0.07143
2020-05-03,0.09484
2020-05-04,0.18167
2020-05-05,0.12316
2020-05-06,0.39722
2020-05-07,0.17551
2020-05-08,0.11331
2020-05-09,0.09915
2020-05-10,0.09237
2020-05-11,0.45079
2020-05-12,0.74086
2020-05-13,0.72669
2020-05-14,0.3227
2020-05-15,0.13363
2020-05-16,0.11085
2020-05-17,0.08067
2020-05-18,0.50499
2020-05-19,0.59306
2020-05-20,0.7735
2020-05-21,0.8591
2020-05-22,0.40522
2020-05-23,0.17551
2020-05-24,0.18229
2020-05-25,0.41569
2020-05-26,0.35965
2020-05-27,0.50191
2020-05-28,0.62939
2020-05-29,0.5598
2020-05-30,0.23279
2020-05-31,0.28513
2020-06-01,0.4625
2020-06-02,0.46927
2020-06-03,0.63247
2020-06-04,0.50191
2020-06-05,0.37874
2020-06-06,0.17613
2020-06-07,0.18105
2020-06-08,0.43601
2020-06-09,0.44094
2020-06-10,0.49329
2020-06-11,0.40953
2020-06-12,0.55118
2020-06-13,0.36334
2020-06-14,0.36458
2020-06-15,1.28527
2020-06-16,1.55994
2020-06-17,1.67941
2020-06-18,1.40474
2020-06-19,1.66586
2020-06-20,0.45511
2020-06-21,0.29622
2020-06-22,0.87265
2020-06-23,1.18488
2020-06-24,1.89188
2020-06-25,1.54885
2020-06-26,1.13623
2020-06-27,0.53825
2020-06-28,0.57581
2020-06-29,1.34254
2020-06-30,1.29019
2020-07-01,2.50403
2020-07-02,100.0
2020-07-03,25.67589
2020-07-04,2.26939
2020-07-05,1.85985
2020-07-06,29.14372
2020-07-07,38.89874
2020-07-08,31.29672
2020-07-09,24.24897
2020-07-10,20.46336
2020-07-11,1.54084
2020-07-12,1.31113
2020-07-13,17.66187
2020-07-14,17.19013
2020-07-15,17.14333
2020-07-16,17.216
2020-07-17,14.43976
2020-07-18,1.25571
2020-07-19,0.97981
2020-07-20,12.81947
2020-07-21,12.64949
2020-07-22,14.76123
2020-07-23,12.25843
2020-07-24,10.86169
2020-07-25,1.00629
2020-07-26,1.65108
2020-07-27,13.18589
2020-07-28,11.22689
2020-07-29,9.88495
2020-07-30,8.97904
2020-07-31,7.83418
2020-08-01,0.79875
2020-08-02,0.81107
2020-08-03,9.13362
2020-08-04,8.47097
2020-08-05,9.44093
2020-08-06,8.64341
2020-08-07,7.4579
2020-08-08,0.7969
2020-08-09,0.62693
2020-08-10,11.14251
2020-08-11,10.28957
2020-08-12,8.96734
2020-08-13,8.64649
2020-08-14,8.79244
2020-08-15,0.78951
2020-08-16,0.50745
2020-08-17,1.20213
2020-08-18,7.74489
2020-08-19,6.90302
2020-08-20,7.31071
2020-08-21,7.35136
2020-08-22,0.62508
2020-08-23,0.4939
2020-08-24,7.22758
2020-08-25,7.14012
2020-08-26,6.86423
2020-08-27,6.28718
2020-08-28,5.8333
2020-08-29,0.62816
2020-08-30,0.64848
2020-08-31,6.15846
2020-09-01,7.1235
2020-09-02,7.88592
2020-09-03,7.47453
2020-09-04,8.39768
2020-09-05,0.84802
2020-09-06,0.68051
2020-09-07,7.49608
2020-09-08,7.20787
2020-09-09,7.21834
2020-09-10,7.08901
2020-09-11,7.20479
2020-09-12,0.71869
2020-09-13,0.55303
2020-09-14,6.62959
2020-09-15,6.20773
2020-09-16,5.96878
2020-09-17,5.18481
2020-09-18,5.08258
2020-09-19,0.50376
2020-09-20,0.42308
2020-09-21,4.82885
2020-09-22,4.89721
2020-09-23,4.65395
2020-09-24,4.76542
2020-09-25,4.10462
2020-09-26,0.49083
2020-09-27,0.34487
2020-09-28,4.21793
2020-09-29,3.77021
2020-09-30,0.39167
2020-10-01,0.26481
2020-10-02,0.30299
2020-10-03,0.40091
2020-10-04,0.41877
2020-10-05,6.15354
2020-10-06,5.53276
2020-10-07,4.83316
2020-10-08,5.0173
2020-10-09,0.6996
2020-10-10,0.41508
2020-10-11,0.42924
2020-10-12,4.71677
2020-10-13,4.88305
2020-10-14,7.05945
2020-10-15,5.64546
2020-10-16,5.90658
2020-10-17,0.60045
2020-10-18,0.42493
2020-10-19,4.79744
2020-10-20,4.46612
2020-10-21,4.78389
2020-10-22,4.4304
2020-10-23,4.0535
2020-10-24,0.38859
2020-10-25,0.27158
2020-10-26,4.12432
2020-10-27,3.83364
2020-10-28,3.61255
2020-10-29,3.80531
2020-10-30,4.37005
2020-10-31,0.49206
2020-11-01,0.36458
2020-11-02,3.801
2020-11-03,3.78561
2020-11-04,5.12199
2020-11-05,5.00067
2020-11-06,4.14157
2020-11-07,0.44033
2020-11-08,0.38428
2020-11-09,4.44887
2020-11-10,4.35896
2020-11-11,4.83932
2020-11-12,4.25119
2020-11-13,4.00054
2020-11-14,0.61215
2020-11-15,0.35842
2020-11-16,4.25858
2020-11-17,4.07752
2020-11-18,4.54679
2020-11-19,4.27952
2020-11-20,4.10277
2020-11-21,0.44217
2020-11-22,0.39598
2020-11-23,4.59483
2020-11-24,5.58942
2020-11-25,5.89242
2020-11-26,5.18789
2020-11-27,6.4319
2020-11-28,0.88558
2020-11-29,0.63616
2020-11-30,5.93553
2020-12-01,5.63068
2020-12-02,4.87196
2020-12-03,4.56157
2020-12-04,4.60037
2020-12-05,0.61338
2020-12-06,0.43109
2020-12-07,4.37744
2020-12-08,4.05966
2020-12-09,4.10831
2020-12-10,4.10831
2020-12-11,3.82625
2020-12-12,0.4434
2020-12-13,0.37628
2020-12-14,3.5873
2020-12-15,3.13096
2020-12-16,3.27261
2020-12-17,3.31264
2020-12-18,4.06397
2020-12-19,0.64479
2020-12-20,0.55857
2020-12-21,3.78437
2020-12-22,3.09647
2020-12-23,3.26029
2020-12-24,3.2178
2020-12-25,0.41076
2020-12-26,0.34672
2020-12-27,0.35719
2020-12-28,3.39331
2020-12-29,3.69569
2020-12-30,3.73572
2020-12-31,1.18796
2021-01-01,0.59121
2021-01-02,0.41631
2021-01-03,0.48836
2021-01-04,9.02954
2021-01-05,7.45113
2021-01-06,6.22251
2021-01-07,5.6701
2021-01-08,6.1911
2021-01-09,0.90714
2021-01-10,0.76672
2021-01-11,5.73291
2021-01-12,4.86334
2021-01-13,4.55418
2021-01-14,4.58805
2021-01-15,3.74989
2021-01-16,0.4471
2021-01-17,0.36704
2021-01-18,4.07998
2021-01-19,4.1274
2021-01-20,5.54385
2021-01-21,6.48363
2021-01-22,4.47043
2021-01-23,0.61584
2021-01-24,0.48713
2021-01-25,4.27151
2021-01-26,3.99992
2021-01-27,3.60886
2021-01-28,3.42287
2021-01-29,3.39762
2021-01-30,0.39167
2021-01-31,0.31408
2021-02-01,3.96974
2021-02-02,3.98083
2021-02-03,3.32557
2021-02-04,3.0546
2021-02-05,3.10633
2021-02-06,0.47543
2021-02-07,0.45695
2021-02-08,3.27569
2021-02-09,2.96468
2021-02-10,3.11187
2021-02-11,0.46188
2021-02-12,0.30915
2021-02-13,0.32085
2021-02-14,0.3578
2021-02-15,3.43642
2021-02-16,3.69261
2021-02-17,3.06876
2021-02-18,2.6118
2021-02-19,2.67523
2021-02-20,0.39291
2021-02-21,0.32393
2021-02-22,2.58347
2021-02-23,2.81257
2021-02-24,6.85252
2021-02-25,4.77158
2021-02-26,3.97837
2021-02-27,0.58135
2021-02-28,0.45757
2021-03-01,0.76549
2021-03-02,4.53448
2021-03-03,3.99438
2021-03-04,3.72402
2021-03-05,3.75605
2021-03-06,0.66388
2021-03-07,0.54317
2021-03-08,4.26104
2021-03-09,4.3565
2021-03-10,4.20315
2021-03-11,4.19761
2021-03-12,4.104
2021-03-13,0.64971
2021-03-14,0.50376
2021-03-15,3.70986
2021-03-16,3.71417
2021-03-17,3.73449
2021-03-18,4.93724
2021-03-19,4.10585
2021-03-20,0.48836
2021-03-21,0.37258
2021-03-22,3.71786
2021-03-23,3.47522
2021-03-24,3.10756
2021-03-25,3.06199
2021-03-26,3.03427
2021-03-27,0.4003
2021-03-28,0.32455
2021-03-29,3.37607
2021-03-30,3.32742
2021-03-31,3.85458
2021-04-01,3.59469
2021-04-02,3.4432
2021-04-03,0.48651
2021-04-04,0.37751
2021-04-05,3.24797
2021-04-06,3.15067
2021-04-07,3.03427
2021-04-08,3.63719
2021-04-09,3.96543
2021-04-10,0.48898
2021-04-11,0.40953
2021-04-12,4.24256
2021-04-13,5.25379
2021-04-14,4.11447
2021-04-15,3.77206
2021-04-16,3.59346
2021-04-17,0.47112
2021-04-18,0.35411
2021-04-19,4.17359
2021-04-20,4.96003
2021-04-21,4.51231
2021-04-22,4.09291
2021-04-23,3.79669
2021-04-24,0.50992
2021-04-25,0.42062
2021-04-26,4.06951
2021-04-27,3.55651
2021-04-28,3.49369
2021-04-29,3.25906
2021-04-30,3.04721
2021-05-01,0.4471
2021-05-02,0.40091
2021-05-03,3.71786
2021-05-04,3.55097
2021-05-05,0.521
2021-05-06,3.28677
2021-05-07,3.12172
2021-05-08,0.36027
2021-05-09,0.32516
2021-05-10,3.61563
2021-05-11,3.18084
2021-05-12,4.29183
2021-05-13,3.54789
2021-05-14,3.64642
2021-05-15,0.52346
2021-05-16,0.49267
2021-05-17,4.28691
2021-05-18,3.69692
2021-05-19,0.54132
2021-05-20,3.52941
2021-05-21,3.16237
2021-05-22,0.39229
2021-05-23,0.45018
2021-05-24,3.29047
2021-05-25,3.2917
2021-05-26,2.89817
2021-05-27,3.24428
2021-05-28,3.21225
2021-05-29,0.34856
2021-05-30,0.26419
2021-05-31,3.04659
2021-06-01,3.22395
2021-06-02,2.97146
2021-06-03,3.17222
2021-06-04,2.79779
2021-06-05,0.28513
2021-06-06,0.24202
2021-06-07,3.0626
2021-06-08,5.07457
2021-06-09,4.04303
2021-06-10,4.17913
2021-06-11,3.75605
2021-06-12,0.49329
2021-06-13,0.40584
2021-06-14,3.58607
2021-06-15,3.599
2021-06-16,4.63116
2021-06-17,5.44839
2021-06-18,4.78697
2021-06-19,0.53455
2021-06-20,0.50868
2021-06-21,4.35219
2021-06-22,3.83672
2021-06-23,3.74558
2021-06-24,3.6686
2021-06-25,3.46906
2021-06-26,0.46311
2021-06-27,0.33809
2021-06-28,3.50355
2021-06-29,3.48076
2021-06-30,3.32988
2021-07-01,4.05227
2021-07-02,6.0199
2021-07-03,1.01861
2021-07-04,0.7193
2021-07-05,5.15833
2021-07-06,4.3879
2021-07-07,3.91678
2021-07-08,4.43286
2021-07-09,3.82564
2021-07-10,0.42185
2021-07-11,0.25064
2021-07-12,3.57991
2021-07-13,4.26166
2021-07-14,3.67906
2021-07-15,3.49862
2021-07-16,3.25967
2021-07-17,0.34364
2021-07-18,0.30669
2021-07-19,3.35328
2021-07-20,2.99794
2021-07-21,3.10694
2021-07-22,3.03181
2021-07-23,2.97638
2021-07-24,0.27651
2021-07-25,0.21924
2021-07-26,2.68139
2021-07-27,2.81565
2021-07-28,2.71095
2021-07-29,2.74421
2021-07-30,2.4874
2021-07-31,0.25496
2021-08-01,0.17366
2021-08-02,3.28123
2021-08-03,3.25044
2021-08-04,3.07061
2021-08-05,4.06828
2021-08-06,3.57807
2021-08-07,0.33378
2021-08-08,0.26543
2021-08-09,2.94867
2021-08-10,4.13725
2021-08-11,5.62021
2021-08-12,4.54618
2021-08-13,3.69385
2021-08-14,0.31161
2021-08-15,0.22601
2021-08-16,0.49021
2021-08-17,3.61871
2021-08-18,3.35575
2021-08-19,3.14944
2021-08-20,2.84829
2021-08-21,0.26235
2021-08-22,0.21554
2021-08-23,3.02688
2021-08-24,3.26706
2021-08-25,2.97638
2021-08-26,2.78239
2021-08-27,3.69569
2021-08-28,0.38428
2021-08-29,0.29067
2021-08-30,3.288
2021-08-31,3.99561
2021-09-01,3.63041
2021-09-02,3.05952
2021-09-03,3.57499
2021-09-04,0.32824
2021-09-05,0.27405
2021-09-06,2.97392
2021-09-07,2.72943
2021-09-08,2.69802
2021-09-09,2.76145
2021-09-10,2.60195
2021-09-11,0.33686
2021-09-12,0.23586
2021-09-13,2.74051
2021-09-14,2.93019
2021-09-15,2.70664
2021-09-16,2.38887
2021-09-17,2.20781
2021-09-18,0.22663
2021-09-19,0.15396
2021-09-20,0.11577
2021-09-21,0.11639
2021-09-22,0.14718
2021-09-23,2.69617
2021-09-24,2.54406
2021-09-25,0.33132
2021-09-26,0.25311
2021-09-27,2.52312
2021-09-28,2.40241
2021-09-29,2.464
2021-09-30,2.39502
2021-10-01,2.26754
2021-10-02,0.23771
2021-10-03,0.15827
2021-10-04,0.32824
2021-10-05,2.71834
2021-10-06,2.71526
2021-10-07,3.02627
2021-10-08,2.95976
2021-10-09,0.22539
2021-10-10,0.1595
2021-10-11,0.26173
