date,달러투자
2020-10-18,3.34747
2020-10-19,7.35502
2020-10-20,9.80669
2020-10-21,19.28335
2020-10-22,13.15417
2020-10-23,13.01272
2020-10-24,8.76944
2020-10-25,7.16643
2020-10-26,13.29561
2020-10-27,12.82413
2020-10-28,7.68505
2020-10-29,6.88354
2020-10-30,6.31777
2020-10-31,2.97029
2020-11-01,3.7718
2020-11-02,4.90334
2020-11-03,4.95049
2020-11-04,5.51626
2020-11-05,7.07213
2020-11-06,11.504
2020-11-07,5.09193
2020-11-08,6.31777
2020-11-09,21.59358
2020-11-10,15.08722
2020-11-11,14.89863
2020-11-12,13.67279
2020-11-13,8.39226
2020-11-14,6.17633
2020-11-15,7.02498
2020-11-16,19.14191
2020-11-17,19.28335
2020-11-18,20.27345
2020-11-19,10.41961
2020-11-20,7.96793
2020-11-21,5.28052
2020-11-22,7.68505
2020-11-23,10.56105
2020-11-24,12.39981
2020-11-25,17.68033
2020-11-26,17.20886
2020-11-27,21.35785
2020-11-28,13.29561
2020-11-29,12.63554
2020-11-30,14.99292
2020-12-01,13.43705
2020-12-02,23.14945
2020-12-03,64.82791
2020-12-04,100.0
2020-12-05,60.77322
2020-12-06,57.42574
2020-12-07,65.48797
2020-12-08,44.22442
2020-12-09,38.84959
2020-12-10,26.82696
2020-12-11,28.9486
2020-12-12,21.45214
2020-12-13,22.25365
2020-12-14,27.95851
2020-12-15,23.80952
2020-12-16,22.15935
2020-12-17,20.13201
2020-12-18,22.39509
2020-12-19,11.88118
2020-12-20,14.14427
2020-12-21,18.48184
2020-12-22,15.84158
2020-12-23,14.14427
2020-12-24,13.86138
2020-12-25,9.28807
2020-12-26,8.48656
2020-12-27,13.10702
2020-12-28,16.92597
2020-12-29,21.78217
2020-12-30,22.72512
2020-12-31,22.58368
2021-01-01,19.14191
2021-01-02,18.29325
2021-01-03,20.46204
2021-01-04,33.38048
2021-01-05,28.85431
2021-01-06,29.32578
2021-01-07,25.27109
2021-01-08,27.01555
2021-01-09,18.10466
2021-01-10,20.3206
2021-01-11,25.83686
2021-01-12,23.62093
2021-01-13,21.40499
2021-01-14,17.96322
2021-01-15,17.06742
2021-01-16,10.74964
2021-01-17,8.76944
2021-01-18,16.3602
2021-01-19,16.17161
2021-01-20,12.96558
2021-01-21,14.99292
2021-01-22,11.22112
2021-01-23,7.30787
2021-01-24,8.628
2021-01-25,15.4644
2021-01-26,14.94578
2021-01-27,10.37246
2021-01-28,11.64545
2021-01-29,11.36256
2021-01-30,9.14662
2021-01-31,6.12918
2021-02-01,6.45921
2021-02-02,9.09948
2021-02-03,9.42951
2021-02-04,7.02498
2021-02-05,7.96793
2021-02-06,6.27062
2021-02-07,7.49646
2021-02-08,5.94059
2021-02-09,7.59075
2021-02-10,8.34512
2021-02-11,5.98774
2021-02-12,6.22347
2021-02-13,6.22347
2021-02-14,7.07213
2021-02-15,9.09948
2021-02-16,12.5884
2021-02-17,10.5139
2021-02-18,9.57095
2021-02-19,7.02498
2021-02-20,5.04479
2021-02-21,6.03488
2021-02-22,6.97784
2021-02-23,7.49646
2021-02-24,7.96793
2021-02-25,6.7421
2021-02-26,8.01508
2021-02-27,4.80905
2021-02-28,11.03253
2021-03-01,13.15417
2021-03-02,12.11692
2021-03-03,8.48656
2021-03-04,8.25082
2021-03-05,7.21357
2021-03-06,3.8661
2021-03-07,5.04479
2021-03-08,6.55351
2021-03-09,7.30787
2021-03-10,6.83639
2021-03-11,5.752
2021-03-12,6.7421
2021-03-13,3.72465
2021-03-14,5.09193
2021-03-15,4.95049
2021-03-16,5.04479
2021-03-17,4.7619
2021-03-18,6.17633
2021-03-19,5.09193
2021-03-20,3.53606
2021-03-21,3.15888
2021-03-22,4.19613
2021-03-23,5.37482
2021-03-24,3.53606
2021-03-25,4.90334
2021-03-26,4.57331
2021-03-27,2.97029
2021-03-28,3.30033
2021-03-29,3.72465
2021-03-30,3.8661
2021-03-31,4.19613
2021-04-01,3.53606
2021-04-02,4.43187
2021-04-03,3.96039
2021-04-04,3.39462
2021-04-05,5.09193
2021-04-06,5.70485
2021-04-07,5.37482
2021-04-08,4.71475
2021-04-09,5.09193
2021-04-10,3.58321
2021-04-11,3.30033
2021-04-12,4.7619
2021-04-13,4.7619
2021-04-14,6.78925
2021-04-15,8.95803
2021-04-16,7.6379
2021-04-17,6.88354
2021-04-18,9.6181
2021-04-19,8.25082
2021-04-20,7.82649
2021-04-21,5.89344
2021-04-22,6.55351
2021-04-23,6.12918
2021-04-24,4.80905
2021-04-25,4.7619
2021-04-26,5.94059
2021-04-27,7.92079
2021-04-28,5.70485
2021-04-29,9.00518
2021-04-30,5.94059
2021-05-01,4.57331
2021-05-02,3.96039
2021-05-03,3.8661
2021-05-04,4.38472
2021-05-05,3.63036
2021-05-06,4.10183
2021-05-07,4.80905
2021-05-08,3.8661
2021-05-09,4.43187
2021-05-10,6.31777
2021-05-11,5.98774
2021-05-12,6.12918
2021-05-13,5.89344
2021-05-14,3.81895
2021-05-15,3.58321
2021-05-16,3.15888
2021-05-17,8.95803
2021-05-18,5.6577
2021-05-19,6.12918
2021-05-20,7.96793
2021-05-21,8.06223
2021-05-22,3.72465
2021-05-23,4.24328
2021-05-24,6.78925
2021-05-25,23.99811
2021-05-26,17.86892
2021-05-27,13.76709
2021-05-28,10.37246
2021-05-29,7.26072
2021-05-30,5.84629
2021-05-31,11.5983
2021-06-01,14.75719
2021-06-02,9.00518
2021-06-03,11.73974
2021-06-04,9.75954
2021-06-05,6.60066
2021-06-06,7.59075
2021-06-07,12.82413
2021-06-08,14.85148
2021-06-09,12.91843
2021-06-10,9.14662
2021-06-11,10.84394
2021-06-12,5.09193
2021-06-13,6.6478
2021-06-14,7.07213
2021-06-15,11.07967
2021-06-16,14.14427
2021-06-17,14.52145
2021-06-18,9.94813
2021-06-19,7.21357
2021-06-20,8.53371
2021-06-21,10.6082
2021-06-22,11.83404
2021-06-23,9.28807
2021-06-24,7.40216
2021-06-25,11.55115
2021-06-26,10.46676
2021-06-27,9.00518
2021-06-28,8.76944
2021-06-29,9.99528
2021-06-30,12.63554
2021-07-01,6.93069
2021-07-02,8.20367
2021-07-03,6.50636
2021-07-04,9.38236
2021-07-05,9.94813
2021-07-06,7.11928
2021-07-07,10.32531
2021-07-08,10.79679
2021-07-09,9.57095
2021-07-10,9.57095
2021-07-11,10.04243
2021-07-12,12.25836
2021-07-13,13.15417
2021-07-14,15.51155
2021-07-15,15.13437
2021-07-16,10.46676
2021-07-17,9.00518
2021-07-18,11.31541
2021-07-19,13.5785
2021-07-20,11.83404
2021-07-21,12.21122
2021-07-22,10.27817
2021-07-23,9.94813
2021-07-24,7.16643
2021-07-25,6.41206
2021-07-26,8.01508
2021-07-27,8.48656
2021-07-28,10.5139
2021-07-29,16.17161
2021-07-30,11.22112
2021-07-31,7.30787
2021-08-01,7.59075
2021-08-02,8.10938
2021-08-03,9.57095
2021-08-04,10.56105
2021-08-05,14.89863
2021-08-06,19.2362
2021-08-07,20.50919
2021-08-08,29.65582
2021-08-09,32.53182
2021-08-10,39.93399
2021-08-11,50.3536
2021-08-12,37.71805
2021-08-13,30.59877
2021-08-14,24.51673
2021-08-15,21.68788
2021-08-16,37.7652
2021-08-17,34.18198
2021-08-18,26.73267
2021-08-19,29.46723
2021-08-20,23.57378
2021-08-21,17.16171
2021-08-22,20.13201
2021-08-23,21.73503
2021-08-24,18.29325
2021-08-25,19.80198
2021-08-26,21.45214
2021-08-27,19.18906
2021-08-28,18.38755
2021-08-29,17.20886
2021-08-30,19.14191
2021-08-31,22.15935
2021-09-01,16.78453
2021-09-02,15.60584
2021-09-03,18.95332
2021-09-04,18.10466
2021-09-05,23.24375
2021-09-06,24.13955
2021-09-07,24.94106
2021-09-08,21.82932
2021-09-09,17.4446
2021-09-10,16.83168
2021-09-11,16.87883
2021-09-12,15.65299
2021-09-13,21.64073
2021-09-14,19.04761
2021-09-15,21.82932
2021-09-16,19.99057
2021-09-17,17.3503
2021-09-18,14.94578
2021-09-19,14.33286
2021-09-20,15.08722
2021-09-21,15.70014
2021-09-22,18.05752
2021-09-23,22.48939
2021-09-24,20.60348
2021-09-25,13.38991
2021-09-26,16.03017
2021-09-27,21.07496
2021-09-28,20.3206
2021-09-29,23.90381
2021-09-30,23.10231
2021-10-01,17.63319
2021-10-02,15.74728
2021-10-03,20.03771
2021-10-04,20.27345
2021-10-05,25.78972
2021-10-06,25.50683
2021-10-07,20.3206
2021-10-08,14.71004
2021-10-09,8.7223
2021-10-10,13.20132
2021-10-11,16.59594
2021-10-12,30.55162
2021-10-13,21.82932
2021-10-14,21.02781
2021-10-15,21.78217
2021-10-16,16.54879
2021-10-17,16.26591
2021-10-18,19.00047
2021-10-19,20.69778
2021-10-20,17.20886
2021-10-21,13.62564
2021-10-22,10.93823
2021-10-23,10.74964
2021-10-24,9.47666
2021-10-25,15.88873
2021-10-26,19.66053
2021-10-27,16.03017
2021-10-28,11.12682
2021-10-29,12.16407
2021-10-30,7.96793
2021-10-31,7.59075
2021-11-01,11.504
2021-11-02,12.63554
2021-11-03,11.22112
2021-11-04,12.35266
2021-11-05,12.02263
2021-11-06,8.7223
2021-11-07,7.59075
2021-11-08,10.13672
2021-11-09,14.42715
2021-11-10,11.40971
2021-11-11,10.74964
2021-11-12,10.04243
2021-11-13,8.7223
2021-11-14,7.87364
2021-11-15,10.37246
2021-11-16,12.39981
2021-11-17,11.22112
2021-11-18,12.91843
2021-11-19,12.77699
2021-11-20,9.24092
2021-11-21,10.46676
2021-11-22,10.93823
2021-11-23,10.5139
2021-11-24,9.71239
2021-11-25,11.03253
2021-11-26,9.47666
2021-11-27,7.59075
2021-11-28,7.96793
2021-11-29,8.95803
2021-11-30,10.46676
2021-12-01,10.08958
2021-12-02,11.78689
2021-12-03,7.92079
2021-12-04,6.60066
2021-12-05,7.77934
2021-12-06,7.68505
2021-12-07,7.77934
2021-12-08,8.67515
2021-12-09,11.504
2021-12-10,9.94813
2021-12-11,6.36492
2021-12-12,7.07213
2021-12-13,9.47666
2021-12-14,8.86374
2021-12-15,9.00518
2021-12-16,9.47666
2021-12-17,9.66525
2021-12-18,6.50636
2021-12-19,9.80669
2021-12-20,11.22112
2021-12-21,10.37246
2021-12-22,9.28807
2021-12-23,9.6181
2021-12-24,9.33521
2021-12-25,5.752
2021-12-26,7.77934
2021-12-27,8.34512
2021-12-28,10.13672
2021-12-29,8.86374
2021-12-30,8.53371
2021-12-31,6.97784
2022-01-01,6.88354
2022-01-02,7.82649
2022-01-03,14.75719
2022-01-04,14.56859
2022-01-05,16.07732
2022-01-06,16.54879
2022-01-07,12.63554
2022-01-08,9.09948
2022-01-09,10.37246
2022-01-10,14.85148
2022-01-11,12.30551
2022-01-12,16.40735
2022-01-13,12.02263
2022-01-14,9.94813
2022-01-15,7.59075
2022-01-16,10.08958
2022-01-17,9.47666
2022-01-18,12.06977
2022-01-19,10.04243
2022-01-20,10.65535
2022-01-21,8.67515
2022-01-22,9.42951
2022-01-23,11.22112
2022-01-24,12.25836
2022-01-25,15.27581
2022-01-26,11.5983
2022-01-27,14.04997
2022-01-28,13.71994
2022-01-29,8.06223
2022-01-30,7.87364
2022-01-31,9.33521
2022-02-01,26.11975
2022-02-02,23.85667
2022-02-03,16.87883
2022-02-04,15.22866
2022-02-05,11.12682
2022-02-06,10.41961
2022-02-07,10.70249
2022-02-08,10.98538
2022-02-09,9.57095
2022-02-10,13.29561
2022-02-11,9.09948
2022-02-12,8.48656
2022-02-13,6.55351
2022-02-14,7.96793
2022-02-15,9.47666
2022-02-16,9.47666
2022-02-17,7.35502
2022-02-18,7.40216
2022-02-19,6.31777
2022-02-20,6.45921
2022-02-21,8.95803
2022-02-22,9.47666
2022-02-23,7.54361
2022-02-24,12.39981
2022-02-25,23.38519
2022-02-26,7.11928
2022-02-27,6.12918
2022-02-28,8.25082
2022-03-01,8.58085
2022-03-02,7.30787
2022-03-03,7.92079
2022-03-04,37.01084
2022-03-05,8.76944
2022-03-06,6.55351
2022-03-07,14.4743
2022-03-08,13.34276
2022-03-09,8.76944
2022-03-10,6.17633
2022-03-11,8.53371
2022-03-12,6.69495
2022-03-13,7.6379
2022-03-14,8.29797
2022-03-15,11.12682
2022-03-16,7.30787
2022-03-17,9.19377
2022-03-18,8.20367
2022-03-19,10.04243
2022-03-20,7.54361
2022-03-21,8.58085
2022-03-22,11.36256
2022-03-23,9.99528
2022-03-24,7.7322
2022-03-25,7.59075
2022-03-26,6.7421
2022-03-27,5.23338
2022-03-28,8.29797
2022-03-29,8.53371
2022-03-30,9.00518
2022-03-31,7.49646
2022-04-01,6.55351
2022-04-02,5.89344
2022-04-03,7.7322
2022-04-04,9.66525
2022-04-05,10.89108
2022-04-06,10.27817
2022-04-07,10.89108
2022-04-08,9.42951
2022-04-09,7.30787
2022-04-10,7.92079
2022-04-11,9.6181
2022-04-12,10.32531
2022-04-13,14.56859
2022-04-14,14.61574
2022-04-15,11.22112
2022-04-16,5.37482
2022-04-17,5.56341
2022-04-18,10.18387
2022-04-19,7.02498
2022-04-20,10.32531
2022-04-21,10.37246
2022-04-22,11.17397
2022-04-23,5.89344
2022-04-24,6.03488
2022-04-25,11.12682
2022-04-26,7.87364
2022-04-27,11.504
2022-04-28,12.35266
2022-04-29,14.00282
2022-04-30,9.14662
2022-05-01,9.09948
2022-05-02,9.05233
2022-05-03,8.06223
2022-05-04,11.12682
2022-05-05,7.82649
2022-05-06,10.84394
2022-05-07,5.94059
2022-05-08,7.07213
2022-05-09,9.94813
2022-05-10,8.29797
2022-05-11,9.05233
2022-05-12,14.80433
2022-05-13,10.23102
2022-05-14,6.27062
2022-05-15,5.84629
2022-05-16,7.11928
2022-05-17,5.46911
2022-05-18,6.08203
2022-05-19,7.26072
2022-05-20,4.7619
2022-05-21,2.876
2022-05-22,3.06459
2022-05-23,4.62046
2022-05-24,4.6676
2022-05-25,3.81895
2022-05-26,5.04479
2022-05-27,4.47901
2022-05-28,3.30033
2022-05-29,4.90334
2022-05-30,6.88354
2022-05-31,7.92079
2022-06-01,8.10938
2022-06-02,5.37482
2022-06-03,49.03347
2022-06-04,11.504
2022-06-05,7.68505
2022-06-06,8.10938
2022-06-07,14.38
2022-06-08,17.20886
2022-06-09,10.98538
2022-06-10,11.17397
2022-06-11,9.71239
2022-06-12,9.80669
2022-06-13,17.53889
2022-06-14,19.04761
2022-06-15,19.51909
2022-06-16,17.86892
2022-06-17,15.08722
2022-06-18,10.65535
2022-06-19,12.30551
2022-06-20,16.64309
2022-06-21,13.53135
2022-06-22,17.02027
2022-06-23,23.1966
2022-06-24,17.16171
2022-06-25,9.14662
2022-06-26,10.65535
2022-06-27,14.89863
2022-06-28,13.53135
2022-06-29,9.90099
2022-06-30,10.41961
2022-07-01,8.48656
2022-07-02,6.22347
2022-07-03,6.60066
2022-07-04,8.20367
2022-07-05,12.35266
2022-07-06,16.21876
2022-07-07,15.13437
2022-07-08,20.17916
2022-07-09,10.84394
2022-07-10,9.71239
2022-07-11,14.19141
2022-07-12,14.85148
2022-07-13,15.98302
2022-07-14,17.72748
2022-07-15,19.04761
2022-07-16,10.37246
2022-07-17,10.04243
2022-07-18,10.89108
2022-07-19,10.04243
2022-07-20,9.85384
2022-07-21,7.77934
2022-07-22,7.77934
2022-07-23,6.12918
2022-07-24,6.17633
2022-07-25,9.42951
2022-07-26,8.67515
2022-07-27,7.6379
2022-07-28,7.02498
2022-07-29,8.58085
2022-07-30,4.14898
2022-07-31,5.89344
2022-08-01,6.41206
2022-08-02,6.31777
2022-08-03,6.03488
2022-08-04,5.51626
2022-08-05,5.6577
2022-08-06,5.04479
2022-08-07,4.85619
2022-08-08,6.78925
2022-08-09,5.98774
2022-08-10,7.02498
2022-08-11,6.03488
2022-08-12,6.69495
2022-08-13,4.24328
2022-08-14,7.44931
2022-08-15,8.25082
2022-08-16,8.67515
2022-08-17,8.91089
2022-08-18,7.82649
2022-08-19,12.54125
2022-08-20,9.85384
2022-08-21,10.13672
2022-08-22,18.85902
2022-08-23,20.65063
2022-08-24,14.80433
2022-08-25,15.60584
2022-08-26,11.78689
2022-08-27,9.71239
2022-08-28,11.504
2022-08-29,17.39745
2022-08-30,13.01272
2022-08-31,11.64545
2022-09-01,12.72984
2022-09-02,14.04997
2022-09-03,9.66525
2022-09-04,8.86374
2022-09-05,18.01037
2022-09-06,12.87128
2022-09-07,24.37529
2022-09-08,16.26591
2022-09-09,9.38236
2022-09-10,8.43941
2022-09-11,8.53371
2022-09-12,12.21122
2022-09-13,12.11692
2022-09-14,26.02545
2022-09-15,19.00047
2022-09-16,14.38
2022-09-17,8.39226
2022-09-18,11.07967
2022-09-19,15.84158
2022-09-20,14.04997
2022-09-21,11.40971
2022-09-22,26.96841
2022-09-23,18.15181
2022-09-24,12.87128
2022-09-25,11.83404
2022-09-26,30.17444
2022-09-27,23.24375
2022-09-28,27.25129
2022-09-29,14.85148
2022-09-30,13.10702
2022-10-01,13.01272
2022-10-02,11.03253
2022-10-03,13.05987
2022-10-04,13.24846
2022-10-05,10.18387
2022-10-06,9.75954
2022-10-07,8.53371
2022-10-08,6.50636
2022-10-09,7.30787
2022-10-10,8.29797
2022-10-11,12.35266
2022-10-12,12.39981
2022-10-13,10.41961
2022-10-14,9.00518
2022-10-15,6.17633
2022-10-16,8.29797
2022-10-17,7.92079
2022-10-18,7.7322
2022-10-19,7.35502
2022-10-20,8.48656
2022-10-21,8.15652
2022-10-22,5.32767
2022-10-23,6.7421
2022-10-24,8.43941
2022-10-25,8.01508
2022-10-26,9.94813
2022-10-27,8.91089
2022-10-28,7.68505
2022-10-29,5.37482
2022-10-30,4.29042
2022-10-31,5.32767
2022-11-01,5.98774
2022-11-02,5.752
2022-11-03,8.81659
2022-11-04,5.79915
2022-11-05,5.70485
2022-11-06,5.42197
2022-11-07,7.11928
2022-11-08,6.17633
2022-11-09,7.82649
2022-11-10,6.69495
2022-11-11,11.92833
2022-11-12,5.42197
2022-11-13,6.88354
2022-11-14,8.39226
2022-11-15,8.628
2022-11-16,6.93069
2022-11-17,6.03488
2022-11-18,4.33757
2022-11-19,3.7718
2022-11-20,4.24328
2022-11-21,9.85384
2022-11-22,5.84629
2022-11-23,6.83639
2022-11-24,6.41206
2022-11-25,4.95049
2022-11-26,4.52616
2022-11-27,5.13908
2022-11-28,6.31777
2022-11-29,5.56341
2022-11-30,7.54361
2022-12-01,7.6379
2022-12-02,7.40216
2022-12-03,4.14898
2022-12-04,4.85619
2022-12-05,5.94059
2022-12-06,5.32767
2022-12-07,4.24328
2022-12-08,4.6676
2022-12-09,4.14898
2022-12-10,3.7718
2022-12-11,5.23338
2022-12-12,4.52616
2022-12-13,4.85619
2022-12-14,5.56341
2022-12-15,5.752
2022-12-16,5.56341
2022-12-17,3.72465
2022-12-18,9.24092
2022-12-19,6.97784
2022-12-20,8.39226
2022-12-21,7.77934
2022-12-22,8.58085
2022-12-23,6.41206
2022-12-24,4.19613
2022-12-25,5.09193
2022-12-26,6.69495
2022-12-27,6.41206
2022-12-28,8.06223
2022-12-29,7.96793
2022-12-30,5.752
2022-12-31,5.84629
2023-01-01,6.22347
2023-01-02,7.02498
2023-01-03,7.82649
2023-01-04,6.88354
2023-01-05,8.15652
2023-01-06,5.37482
2023-01-07,6.78925
2023-01-08,7.49646
2023-01-09,9.90099
2023-01-10,10.32531
2023-01-11,8.58085
2023-01-12,7.30787
2023-01-13,7.92079
2023-01-14,5.84629
2023-01-15,5.42197
2023-01-16,8.10938
2023-01-17,7.35502
2023-01-18,6.41206
2023-01-19,5.752
2023-01-20,5.752
2023-01-21,3.81895
2023-01-22,4.57331
2023-01-23,4.33757
2023-01-24,4.99764
2023-01-25,7.59075
2023-01-26,6.12918
2023-01-27,6.83639
2023-01-28,5.89344
2023-01-29,4.95049
2023-01-30,6.03488
2023-01-31,6.83639
2023-02-01,6.7421
2023-02-02,11.26826
2023-02-03,9.05233
2023-02-04,5.46911
2023-02-05,5.46911
2023-02-06,8.34512
2023-02-07,9.5238
2023-02-08,6.69495
2023-02-09,6.08203
2023-02-10,5.13908
2023-02-11,4.80905
2023-02-12,4.7619
2023-02-13,6.83639
2023-02-14,7.35502
2023-02-15,7.35502
2023-02-16,6.12918
2023-02-17,8.25082
2023-02-18,5.752
2023-02-19,7.11928
2023-02-20,6.55351
2023-02-21,7.35502
2023-02-22,6.50636
2023-02-23,11.03253
2023-02-24,7.6379
2023-02-25,5.6577
2023-02-26,6.60066
2023-02-27,7.6379
2023-02-28,6.55351
2023-03-01,5.37482
2023-03-02,5.56341
2023-03-03,5.46911
2023-03-04,3.63036
2023-03-05,3.30033
2023-03-06,5.752
2023-03-07,5.37482
2023-03-08,5.46911
2023-03-09,7.21357
2023-03-10,5.51626
2023-03-11,4.62046
2023-03-12,4.33757
2023-03-13,4.85619
2023-03-14,4.7619
2023-03-15,5.42197
2023-03-16,4.80905
2023-03-17,5.04479
2023-03-18,3.39462
2023-03-19,3.53606
2023-03-20,5.42197
2023-03-21,4.05469
2023-03-22,5.46911
2023-03-23,7.11928
2023-03-24,6.12918
2023-03-25,6.41206
2023-03-26,5.23338
2023-03-27,5.28052
2023-03-28,4.80905
2023-03-29,4.47901
2023-03-30,3.7718
2023-03-31,3.58321
2023-04-01,2.7817
2023-04-02,1.93305
2023-04-03,4.19613
2023-04-04,5.09193
2023-04-05,5.18623
2023-04-06,5.61056
2023-04-07,4.33757
2023-04-08,3.53606
2023-04-09,4.57331
2023-04-10,5.37482
2023-04-11,5.46911
2023-04-12,3.91324
2023-04-13,4.90334
2023-04-14,6.31777
2023-04-15,3.81895
2023-04-16,5.04479
2023-04-17,5.32767
2023-04-18,5.46911
2023-04-19,5.70485
2023-04-20,4.33757
2023-04-21,4.52616
2023-04-22,4.19613
2023-04-23,4.33757
2023-04-24,4.57331
2023-04-25,4.6676
2023-04-26,11.64545
2023-04-27,16.3602
2023-04-28,9.33521
2023-04-29,9.00518
2023-04-30,7.16643
2023-05-01,6.27062
2023-05-02,6.12918
2023-05-03,5.89344
2023-05-04,5.98774
2023-05-05,5.42197
2023-05-06,4.71475
2023-05-07,4.29042
2023-05-08,5.42197
2023-05-09,4.62046
2023-05-10,4.29042
2023-05-11,4.71475
2023-05-12,4.05469
2023-05-13,2.876
2023-05-14,4.10183
2023-05-15,4.43187
2023-05-16,5.18623
2023-05-17,4.95049
2023-05-18,4.47901
2023-05-19,5.13908
2023-05-20,3.7718
2023-05-21,3.48892
2023-05-22,4.43187
2023-05-23,6.27062
2023-05-24,4.6676
2023-05-25,5.18623
2023-05-26,3.72465
2023-05-27,3.15888
2023-05-28,3.58321
2023-05-29,3.91324
2023-05-30,4.33757
