date,삼천당제약주가
2020-03-20,23.80952
2020-03-21,2.42331
2020-03-22,1.56753
2020-03-23,22.69954
2020-03-24,25.31774
2020-03-25,23.83494
2020-03-26,24.33485
2020-03-27,22.69106
2020-03-28,1.89798
2020-03-29,1.4489
2020-03-30,20.97949
2020-03-31,22.3013
2020-04-01,18.68327
2020-04-02,18.44602
2020-04-03,14.92967
2020-04-04,1.45738
2020-04-05,1.1015
2020-04-06,17.21742
2020-04-07,22.41992
2020-04-08,19.54753
2020-04-09,15.76851
2020-04-10,16.73445
2020-04-11,1.576
2020-04-12,1.16929
2020-04-13,18.03931
2020-04-14,14.67547
2020-04-15,1.88103
2020-04-16,13.091
2020-04-17,13.01474
2020-04-18,1.55058
2020-04-19,0.91509
2020-04-20,12.7436
2020-04-21,16.31079
2020-04-22,14.54838
2020-04-23,14.58227
2020-04-24,13.01474
2020-04-25,1.19471
2020-04-26,0.93204
2020-04-27,14.63311
2020-04-28,20.02203
2020-04-29,16.54804
2020-04-30,1.34722
2020-05-01,1.55905
2020-05-02,0.72869
2020-05-03,0.63548
2020-05-04,14.35349
2020-05-05,1.62684
2020-05-06,14.84494
2020-05-07,14.94661
2020-05-08,29.35095
2020-05-09,4.13489
2020-05-10,2.59278
2020-05-11,24.45348
2020-05-12,22.50466
2020-05-13,31.66412
2020-05-14,27.92746
2020-05-15,20.87781
2020-05-16,1.85561
2020-05-17,1.27097
2020-05-18,16.45483
2020-05-19,17.0649
2020-05-20,18.25961
2020-05-21,15.05677
2020-05-22,20.4711
2020-05-23,1.76241
2020-05-24,1.06761
2020-05-25,16.81918
2020-05-26,27.85968
2020-05-27,24.86019
2020-05-28,25.33468
2020-05-29,20.55583
2020-05-30,2.21148
2020-05-31,1.12692
2020-06-01,19.04761
2020-06-02,16.29384
2020-06-03,18.74258
2020-06-04,16.91238
2020-06-05,23.35197
2020-06-06,2.10981
2020-06-07,1.53363
2020-06-08,18.68327
2020-06-09,19.2425
2020-06-10,20.66598
2020-06-11,18.94594
2020-06-12,16.68361
2020-06-13,1.3557
2020-06-14,0.84731
2020-06-15,14.84494
2020-06-16,14.81104
2020-06-17,13.94678
2020-06-18,14.75173
2020-06-19,16.83612
2020-06-20,1.38959
2020-06-21,0.87273
2020-06-22,12.84528
2020-06-23,12.65039
2020-06-24,11.6082
2020-06-25,10.30333
2020-06-26,10.9134
2020-06-27,0.83884
2020-06-28,0.49991
2020-06-29,10.86256
2020-06-30,10.98966
2020-07-01,9.46449
2020-07-02,10.85409
2020-07-03,10.71004
2020-07-04,1.09303
2020-07-05,0.76258
2020-07-06,10.85409
2020-07-07,11.09134
2020-07-08,9.70174
2020-07-09,9.37129
2020-07-10,7.84612
2020-07-11,0.76258
2020-07-12,0.51686
2020-07-13,8.94763
2020-07-14,9.21877
2020-07-15,12.75207
2020-07-16,11.26927
2020-07-17,15.88713
2020-07-18,1.38959
2020-07-19,0.85578
2020-07-20,13.27741
2020-07-21,15.74309
2020-07-22,16.40399
2020-07-23,27.24114
2020-07-24,19.01372
2020-07-25,1.86409
2020-07-26,1.2286
2020-07-27,15.14997
2020-07-28,16.14133
2020-07-29,15.20928
2020-07-30,19.97119
2020-07-31,19.04761
2020-08-01,1.93187
2020-08-02,1.25402
2020-08-03,18.75105
2020-08-04,17.93763
2020-08-05,19.92035
2020-08-06,26.11421
2020-08-07,25.68208
2020-08-08,2.89781
2020-08-09,1.84714
2020-08-10,24.73309
2020-08-11,26.54634
2020-08-12,23.28418
2020-08-13,21.34384
2020-08-14,19.42043
2020-08-15,1.49127
2020-08-16,1.09303
2020-08-17,2.64361
2020-08-18,17.12421
2020-08-19,19.51364
2020-08-20,19.53906
2020-08-21,18.45449
2020-08-22,1.54211
2020-08-23,0.99135
2020-08-24,19.84409
2020-08-25,23.17403
2020-08-26,20.81003
2020-08-27,21.20826
2020-08-28,23.02152
2020-08-29,2.55041
2020-08-30,1.95729
2020-08-31,21.46246
2020-09-01,20.25927
2020-09-02,24.94492
2020-09-03,22.2081
2020-09-04,18.6409
2020-09-05,1.76241
2020-09-06,1.3218
2020-09-07,20.03897
2020-09-08,22.33519
2020-09-09,18.17488
2020-09-10,18.39518
2020-09-11,16.37857
2020-09-12,1.7963
2020-09-13,1.33875
2020-09-14,16.57346
2020-09-15,26.38535
2020-09-16,21.72513
2020-09-17,18.74258
2020-09-18,16.45483
2020-09-19,1.49974
2020-09-20,1.11845
2020-09-21,17.20047
2020-09-22,15.99728
2020-09-23,16.78529
2020-09-24,17.00559
2020-09-25,17.08185
2020-09-26,1.49974
2020-09-27,0.92357
2020-09-28,15.20928
2020-09-29,13.37908
2020-09-30,1.14387
2020-10-01,0.80494
2020-10-02,0.79647
2020-10-03,0.77952
2020-10-04,1.12692
2020-10-05,16.18369
2020-10-06,15.6753
2020-10-07,17.52245
2020-10-08,24.51279
2020-10-09,4.83816
2020-10-10,3.6265
2020-10-11,2.88934
2020-10-12,21.75902
2020-10-13,18.38671
2020-10-14,15.69225
2020-10-15,15.42958
2020-10-16,14.70089
2020-10-17,1.26249
2020-10-18,0.6609
2020-10-19,13.46381
2020-10-20,16.20911
2020-10-21,15.5821
2020-10-22,14.40433
2020-10-23,18.33587
2020-10-24,2.21996
2020-10-25,1.576
2020-10-26,16.61582
2020-10-27,17.48008
2020-10-28,16.91238
2020-10-29,16.80223
2020-10-30,15.20081
2020-10-31,1.26249
2020-11-01,0.74563
2020-11-02,14.56532
2020-11-03,14.2264
2020-11-04,14.41281
2020-11-05,16.48873
2020-11-06,15.42958
2020-11-07,1.28791
2020-11-08,0.74563
2020-11-09,14.58227
2020-11-10,14.76021
2020-11-11,14.89578
2020-11-12,17.27673
2020-11-13,18.03084
2020-11-14,1.33028
2020-11-15,0.95746
2020-11-16,14.03999
2020-11-17,14.54838
2020-11-18,14.34502
2020-11-19,13.57397
2020-11-20,16.11591
2020-11-21,1.37264
2020-11-22,2.33011
2020-11-23,15.59905
2020-11-24,14.92967
2020-11-25,13.84511
2020-11-26,13.72648
2020-11-27,17.45466
2020-11-28,1.74546
2020-11-29,1.36417
2020-11-30,13.23504
2020-12-01,16.87849
2020-12-02,21.69123
2020-12-03,23.83494
2020-12-04,21.91154
2020-12-05,2.87239
2020-12-06,2.19454
2020-12-07,24.85172
2020-12-08,28.91035
2020-12-09,26.3091
2020-12-10,23.09778
2020-12-11,21.58956
2020-12-12,3.44856
2020-12-13,3.2791
2020-12-14,22.2081
2020-12-15,20.44568
2020-12-16,20.42026
2020-12-17,18.74258
2020-12-18,29.96102
2020-12-19,5.43975
2020-12-20,5.72784
2020-12-21,93.04355
2020-12-22,100.0
2020-12-23,68.70022
2020-12-24,47.86476
2020-12-25,8.20199
2020-12-26,6.47347
2020-12-27,5.71936
2020-12-28,51.30486
2020-12-29,46.95814
2020-12-30,50.22877
2020-12-31,8.43924
2021-01-01,5.09235
2021-01-02,5.49906
2021-01-03,7.16827
2021-01-04,45.39908
2021-01-05,47.61057
2021-01-06,48.45788
2021-01-07,44.45009
2021-01-08,43.89933
2021-01-09,7.67666
2021-01-10,6.63446
2021-01-11,43.80613
2021-01-12,39.28995
2021-01-13,43.26385
2021-01-14,36.13794
2021-01-15,34.08744
2021-01-16,4.4145
2021-01-17,4.40603
2021-01-18,33.60447
2021-01-19,32.00305
2021-01-20,31.61328
2021-01-21,30.26605
2021-01-22,28.30876
2021-01-23,4.21115
2021-01-24,3.64345
2021-01-25,32.76563
2021-01-26,30.54567
2021-01-27,30.54567
2021-01-28,26.42772
2021-01-29,26.66497
2021-01-30,3.7197
2021-01-31,3.0588
2021-02-01,32.07083
2021-02-02,27.12252
2021-02-03,24.12302
2021-02-04,20.44568
2021-02-05,23.33502
2021-02-06,2.45721
2021-02-07,2.27927
2021-02-08,23.18251
2021-02-09,27.81731
2021-02-10,21.5133
2021-02-11,2.68598
2021-02-12,1.82172
2021-02-13,6.25317
2021-02-14,4.93984
2021-02-15,26.63107
2021-02-16,23.75868
2021-02-17,22.23351
2021-02-18,22.24199
2021-02-19,19.74241
2021-02-20,2.30469
2021-02-21,1.93187
2021-02-22,25.88544
2021-02-23,21.69123
2021-02-24,29.42721
2021-02-25,32.26571
2021-02-26,31.48618
2021-02-27,4.32977
2021-02-28,3.92306
2021-03-01,4.31282
2021-03-02,29.63057
2021-03-03,24.41958
2021-03-04,25.38552
2021-03-05,29.06287
2021-03-06,3.16048
2021-03-07,2.44026
2021-03-08,28.21555
2021-03-09,25.86849
2021-03-10,28.36807
2021-03-11,23.91967
2021-03-12,25.44483
2021-03-13,2.75377
2021-03-14,2.56736
2021-03-15,21.50482
2021-03-16,22.60633
2021-03-17,26.08879
2021-03-18,23.81799
2021-03-19,24.50432
2021-03-20,3.29605
2021-03-21,2.56736
2021-03-22,21.14048
2021-03-23,18.86968
2021-03-24,20.48805
2021-03-25,17.78512
2021-03-26,18.97136
2021-03-27,1.98271
2021-03-28,1.59295
2021-03-29,18.6409
2021-03-30,17.95458
2021-03-31,20.17454
2021-04-01,19.01372
2021-04-02,17.27673
2021-04-03,2.28774
2021-04-04,3.24521
2021-04-05,24.83477
