date,코넥스상장
2020-06-28,15.87301
2020-06-29,25.39682
2020-06-30,29.10052
2020-07-01,19.57671
2020-07-02,26.98412
2020-07-03,31.21693
2020-07-04,15.87301
2020-07-05,7.9365
2020-07-06,24.86772
2020-07-07,30.68783
2020-07-08,24.33862
2020-07-09,31.74603
2020-07-10,37.56613
2020-07-11,17.46031
2020-07-12,20.10582
2020-07-13,54.49735
2020-07-14,44.44444
2020-07-15,36.50793
2020-07-16,38.09523
2020-07-17,38.62433
2020-07-18,16.40211
2020-07-19,18.51851
2020-07-20,28.57142
2020-07-21,47.08994
2020-07-22,33.33333
2020-07-23,41.26984
2020-07-24,44.44444
2020-07-25,17.46031
2020-07-26,10.58201
2020-07-27,29.10052
2020-07-28,26.45502
2020-07-29,36.50793
2020-07-30,27.51322
2020-07-31,16.93121
2020-08-01,9.5238
2020-08-02,7.9365
2020-08-03,18.51851
2020-08-04,22.75132
2020-08-05,27.51322
2020-08-06,40.74074
2020-08-07,42.32804
2020-08-08,26.45502
2020-08-09,19.57671
2020-08-10,26.45502
2020-08-11,33.33333
2020-08-12,41.79894
2020-08-13,24.33862
2020-08-14,15.87301
2020-08-15,15.34391
2020-08-16,8.9947
2020-08-17,12.16931
2020-08-18,23.80952
2020-08-19,28.57142
2020-08-20,14.81481
2020-08-21,18.51851
2020-08-22,8.4656
2020-08-23,9.5238
2020-08-24,15.34391
2020-08-25,24.33862
2020-08-26,29.62962
2020-08-27,23.80952
2020-08-28,26.98412
2020-08-29,13.75661
2020-08-30,10.05291
2020-08-31,20.10582
2020-09-01,17.98941
2020-09-02,33.86243
2020-09-03,27.51322
2020-09-04,27.51322
2020-09-05,21.16402
2020-09-06,28.57142
2020-09-07,38.62433
2020-09-08,30.68783
2020-09-09,37.03703
2020-09-10,31.21693
2020-09-11,34.39153
2020-09-12,29.10052
2020-09-13,16.40211
2020-09-14,38.62433
2020-09-15,41.79894
2020-09-16,36.50793
2020-09-17,39.68253
2020-09-18,28.04232
2020-09-19,11.11111
2020-09-20,16.93121
2020-09-21,21.16402
2020-09-22,31.74603
2020-09-23,44.44444
2020-09-24,20.10582
2020-09-25,20.63492
2020-09-26,6.8783
2020-09-27,8.4656
2020-09-28,23.80952
2020-09-29,22.75132
2020-09-30,10.05291
2020-10-01,9.5238
2020-10-02,12.16931
2020-10-03,15.34391
2020-10-04,11.64021
2020-10-05,28.04232
2020-10-06,40.21164
2020-10-07,29.62962
2020-10-08,32.80423
2020-10-09,37.56613
2020-10-10,23.28042
2020-10-11,20.10582
2020-10-12,30.15873
2020-10-13,28.04232
2020-10-14,25.39682
2020-10-15,27.51322
2020-10-16,23.80952
2020-10-17,15.34391
2020-10-18,9.5238
2020-10-19,30.68783
2020-10-20,20.10582
2020-10-21,23.28042
2020-10-22,24.86772
2020-10-23,25.39682
2020-10-24,10.58201
2020-10-25,9.5238
2020-10-26,25.92592
2020-10-27,20.63492
2020-10-28,15.34391
2020-10-29,21.16402
2020-10-30,20.63492
2020-10-31,8.9947
2020-11-01,9.5238
2020-11-02,23.28042
2020-11-03,19.04761
2020-11-04,13.75661
2020-11-05,21.16402
2020-11-06,21.16402
2020-11-07,21.69312
2020-11-08,6.8783
2020-11-09,19.04761
2020-11-10,15.87301
2020-11-11,28.04232
2020-11-12,19.57671
2020-11-13,25.39682
2020-11-14,5.8201
2020-11-15,5.8201
2020-11-16,24.33862
2020-11-17,23.80952
2020-11-18,26.45502
2020-11-19,28.04232
2020-11-20,32.27513
2020-11-21,22.75132
2020-11-22,12.69841
2020-11-23,32.80423
2020-11-24,26.45502
2020-11-25,22.22222
2020-11-26,31.74603
2020-11-27,27.51322
2020-11-28,15.34391
2020-11-29,13.75661
2020-11-30,34.39153
2020-12-01,31.21693
2020-12-02,38.62433
2020-12-03,36.50793
2020-12-04,49.20634
2020-12-05,16.40211
2020-12-06,15.87301
2020-12-07,38.09523
2020-12-08,43.38624
2020-12-09,42.85714
2020-12-10,50.79365
2020-12-11,53.43915
2020-12-12,24.33862
2020-12-13,16.40211
2020-12-14,39.68253
2020-12-15,47.61904
2020-12-16,46.03174
2020-12-17,44.97354
2020-12-18,53.43915
2020-12-19,24.33862
2020-12-20,15.87301
2020-12-21,40.21164
2020-12-22,73.54497
2020-12-23,59.25925
2020-12-24,62.96296
2020-12-25,24.86772
2020-12-26,20.63492
2020-12-27,15.87301
2020-12-28,43.91534
2020-12-29,44.44444
2020-12-30,55.55555
2020-12-31,26.98412
2021-01-01,17.46031
2021-01-02,13.22751
2021-01-03,12.69841
2021-01-04,44.44444
2021-01-05,70.37037
2021-01-06,49.73544
2021-01-07,39.68253
2021-01-08,50.79365
2021-01-09,34.39153
2021-01-10,25.39682
2021-01-11,40.74074
2021-01-12,56.08465
2021-01-13,32.27513
2021-01-14,31.21693
2021-01-15,28.04232
2021-01-16,11.64021
2021-01-17,22.75132
2021-01-18,29.10052
2021-01-19,38.09523
2021-01-20,43.38624
2021-01-21,37.56613
2021-01-22,19.04761
2021-01-23,12.69841
2021-01-24,21.16402
2021-01-25,32.27513
2021-01-26,31.74603
2021-01-27,46.03174
2021-01-28,29.10052
2021-01-29,26.98412
2021-01-30,4.2328
2021-01-31,11.11111
2021-02-01,21.69312
2021-02-02,28.04232
2021-02-03,29.62962
2021-02-04,26.98412
2021-02-05,17.46031
2021-02-06,10.05291
2021-02-07,17.98941
2021-02-08,21.69312
2021-02-09,32.80423
2021-02-10,29.62962
2021-02-11,18.51851
2021-02-12,18.51851
2021-02-13,23.80952
2021-02-14,16.93121
2021-02-15,35.44973
2021-02-16,51.32275
2021-02-17,40.74074
2021-02-18,24.86772
2021-02-19,17.46031
2021-02-20,11.64021
2021-02-21,14.81481
2021-02-22,24.33862
2021-02-23,21.16402
2021-02-24,25.92592
2021-02-25,20.10582
2021-02-26,15.87301
2021-02-27,7.4074
2021-02-28,18.51851
2021-03-01,8.4656
2021-03-02,14.81481
2021-03-03,19.04761
2021-03-04,19.57671
2021-03-05,24.86772
2021-03-06,11.64021
2021-03-07,8.4656
2021-03-08,16.40211
2021-03-09,24.86772
2021-03-10,20.10582
2021-03-11,28.04232
2021-03-12,28.57142
2021-03-13,21.69312
2021-03-14,20.10582
2021-03-15,27.51322
2021-03-16,24.33862
2021-03-17,25.39682
2021-03-18,34.92063
2021-03-19,25.92592
2021-03-20,13.75661
2021-03-21,15.34391
2021-03-22,24.86772
2021-03-23,29.10052
2021-03-24,30.68783
2021-03-25,22.22222
2021-03-26,25.92592
2021-03-27,10.05291
2021-03-28,8.9947
2021-03-29,11.64021
2021-03-30,14.81481
2021-03-31,15.34391
2021-04-01,16.40211
2021-04-02,23.28042
2021-04-03,11.11111
2021-04-04,12.16931
2021-04-05,21.16402
2021-04-06,22.75132
2021-04-07,20.10582
2021-04-08,19.04761
2021-04-09,13.75661
2021-04-10,14.28571
2021-04-11,8.9947
2021-04-12,12.69841
2021-04-13,22.75132
2021-04-14,17.98941
2021-04-15,35.97883
2021-04-16,19.57671
2021-04-17,19.04761
2021-04-18,21.16402
2021-04-19,32.27513
2021-04-20,27.51322
2021-04-21,25.39682
2021-04-22,22.22222
2021-04-23,31.74603
2021-04-24,7.4074
2021-04-25,8.9947
2021-04-26,28.57142
2021-04-27,30.68783
2021-04-28,17.98941
2021-04-29,27.51322
2021-04-30,23.28042
2021-05-01,16.93121
2021-05-02,13.75661
2021-05-03,19.57671
2021-05-04,18.51851
2021-05-05,11.64021
2021-05-06,27.51322
2021-05-07,17.46031
2021-05-08,8.9947
2021-05-09,10.58201
2021-05-10,21.69312
2021-05-11,19.57671
2021-05-12,15.87301
2021-05-13,16.93121
2021-05-14,25.92592
2021-05-15,3.7037
2021-05-16,8.4656
2021-05-17,24.33862
2021-05-18,16.93121
2021-05-19,13.22751
2021-05-20,13.75661
2021-05-21,17.98941
2021-05-22,7.9365
2021-05-23,9.5238
2021-05-24,14.81481
2021-05-25,22.22222
2021-05-26,25.39682
2021-05-27,21.16402
2021-05-28,22.75132
2021-05-29,8.4656
2021-05-30,21.16402
2021-05-31,26.45502
2021-06-01,21.16402
2021-06-02,25.92592
2021-06-03,31.74603
2021-06-04,35.44973
2021-06-05,11.64021
2021-06-06,12.69841
2021-06-07,58.73015
2021-06-08,32.27513
2021-06-09,29.10052
2021-06-10,17.46031
2021-06-11,16.40211
2021-06-12,4.2328
2021-06-13,3.1746
2021-06-14,11.64021
2021-06-15,11.11111
2021-06-16,17.46031
2021-06-17,14.81481
2021-06-18,17.98941
2021-06-19,5.291
2021-06-20,8.9947
2021-06-21,9.5238
2021-06-22,18.51851
2021-06-23,24.86772
2021-06-24,23.28042
2021-06-25,24.33862
2021-06-26,10.58201
2021-06-27,7.4074
2021-06-28,28.57142
2021-06-29,16.93121
2021-06-30,20.63492
2021-07-01,14.81481
2021-07-02,20.63492
2021-07-03,6.8783
2021-07-04,10.58201
2021-07-05,18.51851
2021-07-06,16.93121
2021-07-07,14.28571
2021-07-08,13.22751
2021-07-09,8.9947
2021-07-10,6.8783
2021-07-11,10.58201
2021-07-12,23.80952
2021-07-13,24.86772
2021-07-14,22.22222
2021-07-15,22.75132
2021-07-16,18.51851
2021-07-17,7.9365
2021-07-18,10.05291
2021-07-19,15.34391
2021-07-20,23.28042
2021-07-21,23.28042
2021-07-22,21.69312
2021-07-23,19.04761
2021-07-24,6.8783
2021-07-25,5.8201
2021-07-26,11.11111
2021-07-27,13.75661
2021-07-28,30.15873
2021-07-29,23.80952
2021-07-30,16.93121
2021-07-31,14.28571
2021-08-01,10.05291
2021-08-02,20.10582
2021-08-03,22.75132
2021-08-04,25.39682
2021-08-05,32.27513
2021-08-06,21.69312
2021-08-07,12.16931
2021-08-08,10.58201
2021-08-09,24.33862
2021-08-10,23.28042
2021-08-11,41.26984
2021-08-12,40.21164
2021-08-13,27.51322
2021-08-14,12.16931
2021-08-15,11.11111
2021-08-16,10.58201
2021-08-17,25.92592
2021-08-18,22.22222
2021-08-19,19.57671
2021-08-20,10.58201
2021-08-21,3.7037
2021-08-22,15.34391
2021-08-23,21.16402
2021-08-24,20.10582
2021-08-25,22.75132
2021-08-26,22.75132
2021-08-27,25.92592
2021-08-28,7.4074
2021-08-29,12.16931
2021-08-30,25.92592
2021-08-31,27.51322
2021-09-01,29.62962
2021-09-02,14.81481
2021-09-03,24.33862
2021-09-04,8.4656
2021-09-05,15.34391
2021-09-06,28.57142
2021-09-07,16.93121
2021-09-08,40.74074
2021-09-09,25.92592
2021-09-10,20.10582
2021-09-11,11.11111
2021-09-12,5.291
2021-09-13,28.57142
2021-09-14,21.16402
2021-09-15,16.93121
2021-09-16,26.45502
2021-09-17,24.33862
2021-09-18,10.05291
2021-09-19,5.291
2021-09-20,4.7619
2021-09-21,5.8201
2021-09-23,22.22222
2021-09-24,20.63492
2021-09-25,7.4074
2021-09-26,13.22751
2021-09-27,17.98941
2021-09-28,19.57671
2021-09-29,24.86772
2021-09-30,20.63492
2021-10-01,18.51851
2021-10-02,8.9947
2021-10-03,8.9947
2021-10-04,4.7619
2021-10-05,16.40211
2021-10-06,15.34391
2021-10-07,15.87301
2021-10-08,13.75661
2021-10-09,6.3492
2021-10-10,5.291
2021-10-11,9.5238
2021-10-12,15.87301
2021-10-13,21.69312
2021-10-14,32.80423
2021-10-15,29.62962
2021-10-16,7.9365
2021-10-17,45.50264
2021-10-18,27.51322
2021-10-19,32.27513
2021-10-20,30.15873
2021-10-21,34.92063
2021-10-22,24.86772
2021-10-23,15.87301
2021-10-24,6.8783
2021-10-25,19.57671
2021-10-26,40.21164
2021-10-27,34.39153
2021-10-28,39.15343
2021-10-29,32.80423
2021-10-30,12.16931
2021-10-31,6.3492
2021-11-01,26.98412
2021-11-02,37.56613
2021-11-03,32.80423
2021-11-04,39.15343
2021-11-05,43.38624
2021-11-06,17.46031
2021-11-07,16.93121
2021-11-08,34.39153
2021-11-09,55.02645
2021-11-10,63.49206
2021-11-11,34.39153
2021-11-12,39.15343
2021-11-13,20.63492
2021-11-14,13.22751
2021-11-15,42.85714
2021-11-16,43.91534
2021-11-17,49.20634
2021-11-18,47.61904
2021-11-19,36.50793
2021-11-20,20.63492
2021-11-21,29.62962
2021-11-22,50.79365
2021-11-23,45.50264
2021-11-24,54.49735
2021-11-25,58.20105
2021-11-26,36.50793
2021-11-27,19.04761
2021-11-28,22.75132
2021-11-29,44.97354
2021-11-30,57.14285
2021-12-01,52.91005
2021-12-02,51.32275
2021-12-03,73.01587
2021-12-04,28.04232
2021-12-05,20.63492
2021-12-06,50.79365
2021-12-07,54.49735
2021-12-08,51.32275
2021-12-09,58.20105
2021-12-10,55.55555
2021-12-11,23.28042
2021-12-12,29.10052
2021-12-13,52.38095
2021-12-14,49.73544
2021-12-15,44.44444
2021-12-16,68.25396
2021-12-17,42.85714
2021-12-18,28.04232
2021-12-19,30.15873
2021-12-20,47.61904
2021-12-21,53.96825
2021-12-22,47.61904
2021-12-23,44.97354
2021-12-24,32.27513
2021-12-25,22.75132
2021-12-26,16.40211
2021-12-27,39.68253
2021-12-28,42.85714
2021-12-29,59.78835
2021-12-30,50.79365
2021-12-31,28.57142
2022-01-01,10.58201
2022-01-02,15.87301
2022-01-03,31.74603
2022-01-04,46.56084
2022-01-05,44.97354
2022-01-06,41.79894
2022-01-07,40.21164
2022-01-08,26.45502
2022-01-09,59.78835
2022-01-10,66.66666
2022-01-11,49.20634
2022-01-12,48.67724
2022-01-13,40.21164
2022-01-14,35.97883
2022-01-15,19.57671
2022-01-16,21.16402
2022-01-17,32.27513
2022-01-18,55.02645
2022-01-19,47.08994
2022-01-20,42.32804
2022-01-21,42.85714
2022-01-22,18.51851
2022-01-23,11.64021
2022-01-24,34.92063
2022-01-25,35.97883
2022-01-26,35.97883
2022-01-27,28.04232
2022-01-28,33.86243
2022-01-29,8.4656
2022-01-30,10.05291
2022-01-31,8.9947
2022-02-01,13.22751
2022-02-02,13.22751
2022-02-03,41.26984
2022-02-04,43.38624
2022-02-05,19.04761
2022-02-06,17.98941
2022-02-07,47.61904
2022-02-08,39.68253
2022-02-09,25.92592
2022-02-10,39.15343
2022-02-11,27.51322
2022-02-12,10.58201
2022-02-13,12.69841
2022-02-14,26.45502
2022-02-15,22.22222
2022-02-16,36.50793
2022-02-17,30.15873
2022-02-18,28.04232
2022-02-19,12.69841
2022-02-20,7.4074
2022-02-21,42.85714
2022-02-22,31.74603
2022-02-23,27.51322
2022-02-24,26.98412
2022-02-25,22.75132
2022-02-26,12.16931
2022-02-27,10.05291
2022-02-28,23.80952
2022-03-01,11.64021
2022-03-02,20.63492
2022-03-03,28.57142
2022-03-04,29.10052
2022-03-05,15.87301
2022-03-06,6.3492
2022-03-07,28.04232
2022-03-08,27.51322
2022-03-09,12.16931
2022-03-10,15.87301
2022-03-11,24.33862
2022-03-12,4.2328
2022-03-13,9.5238
2022-03-14,20.63492
2022-03-15,15.87301
2022-03-16,26.98412
2022-03-17,23.80952
2022-03-18,28.04232
2022-03-19,13.75661
2022-03-20,7.4074
2022-03-21,25.39682
2022-03-22,29.62962
2022-03-23,35.97883
2022-03-24,40.21164
2022-03-25,30.68783
2022-03-26,15.34391
2022-03-27,14.81481
2022-03-28,31.74603
2022-03-29,34.92063
2022-03-30,31.74603
2022-03-31,30.15873
2022-04-01,23.28042
2022-04-02,8.4656
2022-04-03,5.8201
2022-04-04,20.63492
2022-04-05,38.62433
2022-04-06,30.68783
2022-04-07,24.86772
2022-04-08,24.86772
2022-04-09,16.93121
2022-04-10,7.9365
2022-04-11,25.39682
2022-04-12,22.75132
2022-04-13,26.98412
2022-04-14,34.39153
2022-04-15,30.15873
2022-04-16,16.93121
2022-04-17,17.46031
2022-04-18,27.51322
2022-04-19,26.45502
2022-04-20,30.15873
2022-04-21,32.80423
2022-04-22,67.72486
2022-04-23,14.28571
2022-04-24,13.75661
2022-04-25,19.57671
2022-04-26,26.45502
2022-04-27,36.50793
2022-04-28,26.98412
2022-04-29,21.16402
2022-04-30,7.4074
2022-05-01,6.8783
2022-05-02,22.22222
2022-05-03,38.09523
2022-05-04,26.98412
2022-05-05,10.05291
2022-05-06,11.64021
2022-05-07,4.2328
2022-05-08,5.291
2022-05-09,14.81481
2022-05-10,24.33862
2022-05-11,22.75132
2022-05-12,23.28042
2022-05-13,17.46031
2022-05-14,7.4074
2022-05-15,3.7037
2022-05-16,20.10582
2022-05-17,18.51851
2022-05-18,25.39682
2022-05-19,18.51851
2022-05-20,24.33862
2022-05-21,8.4656
2022-05-22,10.58201
2022-05-23,21.69312
2022-05-24,28.57142
2022-05-25,33.33333
2022-05-26,19.57671
2022-05-27,20.10582
2022-05-28,6.3492
2022-05-29,5.291
2022-05-30,17.98941
2022-05-31,31.74603
2022-06-01,16.40211
2022-06-02,27.51322
2022-06-03,17.46031
2022-06-04,5.8201
2022-06-05,6.8783
2022-06-06,6.3492
2022-06-07,25.92592
2022-06-08,17.98941
2022-06-09,16.93121
2022-06-10,14.28571
2022-06-11,12.16931
2022-06-12,6.3492
2022-06-13,22.22222
2022-06-14,24.33862
2022-06-15,30.15873
2022-06-16,25.39682
2022-06-17,22.75132
2022-06-18,7.9365
2022-06-19,16.40211
2022-06-20,26.98412
2022-06-21,23.80952
2022-06-22,16.93121
2022-06-23,15.87301
2022-06-24,20.63492
2022-06-25,6.8783
2022-06-26,5.8201
2022-06-27,15.34391
2022-06-28,17.98941
2022-06-29,20.63492
2022-06-30,19.57671
2022-07-01,12.16931
2022-07-02,5.291
2022-07-03,3.1746
2022-07-04,20.63492
2022-07-05,14.81481
2022-07-06,41.26984
2022-07-07,34.39153
2022-07-08,22.75132
2022-07-09,8.9947
2022-07-10,6.8783
2022-07-11,38.62433
2022-07-12,33.33333
2022-07-13,29.62962
2022-07-14,40.74074
2022-07-15,30.68783
2022-07-16,11.64021
2022-07-17,4.2328
2022-07-18,24.86772
2022-07-19,38.09523
2022-07-20,39.68253
2022-07-21,40.74074
2022-07-22,26.98412
2022-07-23,13.22751
2022-07-24,17.98941
2022-07-25,30.15873
2022-07-26,41.26984
2022-07-27,48.67724
2022-07-28,34.39153
2022-07-29,24.33862
2022-07-30,12.16931
2022-07-31,5.8201
2022-08-01,24.33862
2022-08-02,38.62433
2022-08-03,40.21164
2022-08-04,65.07936
2022-08-05,44.97354
2022-08-06,30.15873
2022-08-07,20.63492
2022-08-08,29.62962
2022-08-09,31.74603
2022-08-10,28.57142
2022-08-11,30.68783
2022-08-12,25.92592
2022-08-13,10.05291
2022-08-14,9.5238
2022-08-15,14.81481
2022-08-16,30.15873
2022-08-17,32.27513
2022-08-18,37.03703
2022-08-19,26.45502
2022-08-20,10.05291
2022-08-21,10.58201
2022-08-22,29.62962
2022-08-23,30.15873
2022-08-24,39.68253
2022-08-25,22.75132
2022-08-26,29.10052
2022-08-27,8.9947
2022-08-28,8.4656
2022-08-29,25.92592
2022-08-30,34.92063
2022-08-31,24.33862
2022-09-01,31.21693
2022-09-02,25.92592
2022-09-03,11.11111
2022-09-04,18.51851
2022-09-05,28.57142
2022-09-06,39.68253
2022-09-07,23.80952
2022-09-08,19.57671
2022-09-09,5.8201
2022-09-10,3.7037
2022-09-11,7.4074
2022-09-12,15.34391
2022-09-13,25.39682
2022-09-14,30.68783
2022-09-15,30.15873
2022-09-16,32.80423
2022-09-17,14.28571
2022-09-18,12.69841
2022-09-19,32.80423
2022-09-20,21.16402
2022-09-21,30.68783
2022-09-22,29.10052
2022-09-23,30.68783
2022-09-24,9.5238
2022-09-25,7.4074
2022-09-26,25.92592
2022-09-27,31.21693
2022-09-28,34.92063
2022-09-29,20.63492
2022-09-30,16.93121
2022-10-01,10.05291
2022-10-02,8.9947
2022-10-03,8.4656
2022-10-04,23.80952
2022-10-05,26.45502
2022-10-06,21.16402
2022-10-07,22.22222
2022-10-08,10.05291
2022-10-09,8.4656
2022-10-10,16.40211
2022-10-11,24.33862
2022-10-12,20.63492
2022-10-13,26.98412
2022-10-14,23.80952
2022-10-15,10.05291
2022-10-16,5.291
2022-10-17,26.98412
2022-10-18,38.62433
2022-10-19,39.68253
2022-10-20,41.26984
2022-10-21,22.75132
2022-10-22,14.28571
2022-10-23,10.05291
2022-10-24,35.97883
2022-10-25,31.21693
2022-10-26,30.68783
2022-10-27,35.44973
2022-10-28,26.45502
2022-10-29,7.9365
2022-10-30,11.11111
2022-10-31,23.28042
2022-11-01,23.80952
2022-11-02,22.22222
2022-11-03,24.33862
2022-11-04,27.51322
2022-11-05,6.8783
2022-11-06,7.4074
2022-11-07,26.45502
2022-11-08,29.62962
2022-11-09,37.03703
2022-11-10,100.0
2022-11-11,84.65608
2022-11-12,21.16402
2022-11-13,13.75661
2022-11-14,46.03174
2022-11-15,40.74074
2022-11-16,42.32804
2022-11-17,36.50793
2022-11-18,25.39682
2022-11-19,8.4656
2022-11-20,16.40211
2022-11-21,22.22222
2022-11-22,27.51322
2022-11-23,34.39153
2022-11-24,27.51322
2022-11-25,28.57142
2022-11-26,15.34391
2022-11-27,16.40211
2022-11-28,35.44973
2022-11-29,59.78835
2022-11-30,87.30158
2022-12-01,47.08994
2022-12-02,28.04232
2022-12-03,10.05291
2022-12-04,15.87301
2022-12-05,31.21693
2022-12-06,33.86243
2022-12-07,28.04232
2022-12-08,36.50793
2022-12-09,28.57142
2022-12-10,7.9365
2022-12-11,33.33333
2022-12-12,39.15343
2022-12-13,38.62433
2022-12-14,28.04232
2022-12-15,26.98412
2022-12-16,28.57142
2022-12-17,7.9365
2022-12-18,11.11111
2022-12-19,29.10052
2022-12-20,26.98412
2022-12-21,41.26984
2022-12-22,42.85714
2022-12-23,36.50793
2022-12-24,8.9947
2022-12-25,8.4656
2022-12-26,23.80952
2022-12-27,28.04232
2022-12-28,53.43915
2022-12-29,38.62433
2022-12-30,21.69312
2022-12-31,11.64021
2023-01-01,5.291
2023-01-02,23.80952
2023-01-03,25.39682
2023-01-04,21.69312
2023-01-05,30.15873
2023-01-06,19.57671
2023-01-07,14.28571
2023-01-08,8.4656
2023-01-09,21.69312
2023-01-10,22.22222
2023-01-11,21.69312
2023-01-12,34.92063
2023-01-13,24.86772
2023-01-14,11.64021
2023-01-15,12.16931
2023-01-16,23.28042
2023-01-17,28.04232
2023-01-18,30.15873
2023-01-19,28.57142
2023-01-20,24.33862
2023-01-21,10.05291
2023-01-22,10.05291
2023-01-23,12.69841
2023-01-24,7.9365
2023-01-25,28.04232
2023-01-26,48.14814
2023-01-27,44.97354
2023-01-28,8.9947
2023-01-29,6.3492
2023-01-30,25.92592
2023-01-31,28.04232
2023-02-01,22.22222
2023-02-02,29.62962
2023-02-03,29.62962
2023-02-04,10.05291
2023-02-05,9.5238
2023-02-06,34.92063
2023-02-07,24.86772
2023-02-08,48.14814
2023-02-09,38.62433
2023-02-10,38.62433
2023-02-11,11.11111
2023-02-12,17.46031
2023-02-13,30.68783
2023-02-14,28.57142
2023-02-15,21.16402
2023-02-16,23.28042
2023-02-17,42.32804
2023-02-18,19.04761
2023-02-19,15.34391
2023-02-20,48.14814
2023-02-21,38.62433
2023-02-22,27.51322
2023-02-23,24.86772
2023-02-24,26.45502
2023-02-25,14.28571
2023-02-26,9.5238
2023-02-27,29.10052
2023-02-28,26.98412
2023-03-01,18.51851
2023-03-02,23.28042
2023-03-03,21.69312
2023-03-04,10.05291
2023-03-05,15.34391
2023-03-06,31.21693
2023-03-07,32.80423
2023-03-08,25.39682
2023-03-09,31.21693
2023-03-10,22.75132
2023-03-11,8.9947
2023-03-12,8.4656
2023-03-13,38.09523
2023-03-14,34.39153
2023-03-15,32.80423
2023-03-16,29.62962
2023-03-17,31.21693
2023-03-18,13.22751
2023-03-19,13.22751
2023-03-20,34.39153
2023-03-21,34.39153
2023-03-22,34.92063
2023-03-23,34.39153
2023-03-24,26.98412
2023-03-25,5.291
2023-03-26,7.4074
2023-03-27,26.45502
2023-03-28,21.69312
2023-03-29,26.45502
2023-03-30,28.57142
2023-03-31,24.33862
2023-04-01,8.4656
2023-04-02,11.11111
2023-04-03,32.80423
2023-04-04,22.22222
2023-04-05,24.33862
2023-04-06,25.39682
2023-04-07,24.33862
2023-04-08,13.22751
2023-04-09,15.34391
2023-04-10,42.32804
2023-04-11,40.74074
2023-04-12,43.91534
2023-04-13,39.68253
2023-04-14,35.44973
2023-04-15,13.22751
2023-04-16,16.40211
2023-04-17,39.68253
2023-04-18,42.32804
2023-04-19,51.32275
2023-04-20,47.08994
2023-04-21,26.98412
2023-04-22,7.9365
2023-04-23,8.9947
2023-04-24,27.51322
2023-04-25,31.74603
2023-04-26,27.51322
2023-04-27,26.98412
2023-04-28,15.34391
2023-04-29,5.8201
2023-04-30,7.4074
2023-05-01,10.58201
2023-05-02,28.57142
2023-05-03,18.51851
2023-05-04,16.93121
2023-05-05,15.87301
2023-05-06,2.6455
2023-05-07,8.4656
2023-05-08,22.75132
2023-05-09,25.39682
2023-05-10,23.28042
2023-05-11,28.57142
2023-05-12,29.62962
2023-05-13,10.05291
2023-05-14,8.9947
2023-05-15,22.75132
2023-05-16,28.57142
2023-05-17,30.68783
2023-05-18,33.33333
2023-05-19,22.75132
2023-05-20,12.16931
2023-05-21,21.69312
2023-05-22,29.10052
2023-05-23,17.46031
2023-05-24,19.04761
2023-05-25,24.86772
2023-05-26,21.69312
2023-05-27,7.4074
2023-05-28,6.3492
2023-05-29,10.05291
2023-05-30,23.28042
