date,재무제표
2020-03-20,64.26395
2020-03-21,30.49069
2020-03-22,32.21658
2020-03-23,73.84094
2020-03-24,75.49915
2020-03-25,75.56683
2020-03-26,76.24365
2020-03-27,67.91878
2020-03-28,28.22335
2020-03-29,27.64805
2020-03-30,76.81895
2020-03-31,74.14551
2020-04-01,71.33671
2020-04-02,69.5093
2020-04-03,57.22504
2020-04-04,23.75634
2020-04-05,29.27241
2020-04-06,72.41962
2020-04-07,68.25719
2020-04-08,63.58714
2020-04-09,55.66835
2020-04-10,53.53637
2020-04-11,23.68866
2020-04-12,27.34348
2020-04-13,66.49746
2020-04-14,62.2335
2020-04-15,25.61759
2020-04-16,53.19796
2020-04-17,51.43824
2020-04-18,19.56006
2020-04-19,24.09475
2020-04-20,52.28426
2020-04-21,54.95769
2020-04-22,56.37901
2020-04-23,49.78003
2020-04-24,44.33164
2020-04-25,17.25888
2020-04-26,21.489
2020-04-27,53.50253
2020-04-28,50.2538
2020-04-29,42.60575
2020-04-30,20.94754
2020-05-01,18.78172
2020-05-02,16.20981
2020-05-03,17.29272
2020-05-04,31.23519
2020-05-05,25.2115
2020-05-06,50.05076
2020-05-07,47.47884
2020-05-08,40.77834
2020-05-09,22.91032
2020-05-10,24.23011
2020-05-11,51.43824
2020-05-12,52.4873
2020-05-13,52.04737
2020-05-14,48.49407
2020-05-15,42.13197
2020-05-16,23.58714
2020-05-17,20.94754
2020-05-18,52.69035
2020-05-19,55.09306
2020-05-20,49.54314
2020-05-21,48.32487
2020-05-22,45.0423
2020-05-23,20.60913
2020-05-24,23.58714
2020-05-25,54.78849
2020-05-26,54.34856
2020-05-27,49.06937
2020-05-28,46.93739
2020-05-29,37.96954
2020-05-30,18.78172
2020-05-31,22.57191
2020-06-01,47.41116
2020-06-02,46.93739
2020-06-03,46.36209
2020-06-04,45.75296
2020-06-05,38.8494
2020-06-06,18.61252
2020-06-07,20.87986
2020-06-08,48.25719
2020-06-09,48.7648
2020-06-10,49.5093
2020-06-11,43.48561
2020-06-12,38.37563
2020-06-13,21.6582
2020-06-14,24.16243
2020-06-15,44.70389
2020-06-16,48.32487
2020-06-17,45.41455
2020-06-18,43.21489
2020-06-19,43.41793
2020-06-20,21.31979
2020-06-21,22.09813
2020-06-22,46.80203
2020-06-23,48.66328
2020-06-24,47.34348
2020-06-25,46.46362
2020-06-26,37.15736
2020-06-27,17.86802
2020-06-28,19.83079
2020-06-29,41.15059
2020-06-30,39.72927
2020-07-01,38.61252
2020-07-02,38.71404
2020-07-03,34.34856
2020-07-04,15.36379
2020-07-05,18.20642
2020-07-06,39.35702
2020-07-07,42.4027
2020-07-08,39.4247
2020-07-09,41.25211
2020-07-10,35.83756
2020-07-11,17.69881
2020-07-12,18.1049
2020-07-13,42.978
2020-07-14,43.62098
2020-07-15,44.43316
2020-07-16,40.98138
2020-07-17,36.64974
2020-07-18,14.24703
2020-07-19,16.24365
2020-07-20,38.17258
2020-07-21,39.39086
2020-07-22,37.56345
2020-07-23,43.62098
2020-07-24,36.68358
2020-07-25,16.00676
2020-07-26,18.30795
2020-07-27,41.75972
2020-07-28,47.10659
2020-07-29,39.76311
2020-07-30,35.93908
2020-07-31,29.71235
2020-08-01,12.41962
2020-08-02,14.45008
2020-08-03,30.42301
2020-08-04,33.19796
2020-08-05,32.72419
2020-08-06,32.79187
2020-08-07,34.75465
2020-08-08,17.59729
2020-08-09,19.56006
2020-08-10,40.10152
2020-08-11,42.33502
2020-08-12,41.59052
2020-08-13,39.62774
2020-08-14,33.23181
2020-08-15,14.5516
2020-08-16,15.19458
2020-08-17,18.24027
2020-08-18,35.36379
2020-08-19,35.80372
2020-08-20,33.13028
2020-08-21,30.96446
2020-08-22,16.17597
2020-08-23,17.69881
2020-08-24,37.39424
2020-08-25,37.39424
2020-08-26,34.58544
2020-08-27,35.05922
2020-08-28,31.30287
2020-08-29,17.1912
2020-08-30,19.08629
2020-08-31,37.32656
2020-09-01,44.60236
2020-09-02,41.59052
2020-09-03,43.55329
2020-09-04,40.57529
2020-09-05,21.79357
2020-09-06,26.05752
2020-09-07,50.8291
2020-09-08,47.37732
2020-09-09,45.17766
2020-09-10,45.34686
2020-09-11,40.50761
2020-09-12,19.76311
2020-09-13,23.51945
2020-09-14,43.28257
2020-09-15,48.08798
2020-09-16,47.00507
2020-09-17,43.38409
2020-09-18,41.28595
2020-09-19,18.78172
2020-09-20,26.46362
2020-09-21,44.26395
2020-09-22,46.12521
2020-09-23,45.98984
2020-09-24,43.58714
2020-09-25,34.14551
2020-09-26,19.15397
2020-09-27,22.47038
2020-09-28,35.73604
2020-09-29,31.97969
2020-09-30,13.26565
2020-10-01,12.28426
2020-10-02,13.23181
2020-10-03,15.73604
2020-10-04,20.77834
2020-10-05,42.13197
2020-10-06,44.02707
2020-10-07,44.467
2020-10-08,41.55668
2020-10-09,18.1049
2020-10-10,16.88663
2020-10-11,23.85786
2020-10-12,45.07614
2020-10-13,48.22335
2020-10-14,44.6362
2020-10-15,40.37225
2020-10-16,39.18781
2020-10-17,20.67681
2020-10-18,23.18104
2020-10-19,46.76818
2020-10-20,48.46023
2020-10-21,47.2758
2020-10-22,43.68866
2020-10-23,35.49915
2020-10-24,17.96954
2020-10-25,21.11675
2020-10-26,36.71742
2020-10-27,42.09813
2020-10-28,40.43993
2020-10-29,37.9357
2020-10-30,27.88494
2020-10-31,15.22842
2020-11-01,16.95431
2020-11-02,37.39424
2020-11-03,36.51438
2020-11-04,38.61252
2020-11-05,41.01522
2020-11-06,34.11167
2020-11-07,17.08967
2020-11-08,19.35702
2020-11-09,41.38747
2020-11-10,41.59052
2020-11-11,41.96277
2020-11-12,43.21489
2020-11-13,40.98138
2020-11-14,19.32318
2020-11-15,22.09813
2020-11-16,47.30964
2020-11-17,48.90016
2020-11-18,44.70389
2020-11-19,44.12859
2020-11-20,36.75126
2020-11-21,18.78172
2020-11-22,20.98138
2020-11-23,41.38747
2020-11-24,44.16243
2020-11-25,41.52284
2020-11-26,39.79695
2020-11-27,36.31133
2020-11-28,19.62774
2020-11-29,22.70727
2020-11-30,38.27411
2020-12-01,39.79695
2020-12-02,39.4247
2020-12-03,41.55668
2020-12-04,38.34179
2020-12-05,24.06091
2020-12-06,23.04568
2020-12-07,44.56852
2020-12-08,49.27241
2020-12-09,48.22335
2020-12-10,48.86632
2020-12-11,46.22673
2020-12-12,22.57191
2020-12-13,21.89509
2020-12-14,42.84263
2020-12-15,44.70389
2020-12-16,46.63282
2020-12-17,42.2335
2020-12-18,37.59729
2020-12-19,21.01522
2020-12-20,20.47377
2020-12-21,39.39086
2020-12-22,41.01522
2020-12-23,37.32656
2020-12-24,31.03214
2020-12-25,14.34856
2020-12-26,17.22504
2020-12-27,22.2335
2020-12-28,41.75972
2020-12-29,42.4027
2020-12-30,39.52622
2020-12-31,27.74957
2021-01-01,18.88324
2021-01-02,21.86125
2021-01-03,26.73434
2021-01-04,47.37732
2021-01-05,52.35194
2021-01-06,52.52115
2021-01-07,50.05076
2021-01-08,50.79526
2021-01-09,30.15228
2021-01-10,34.89001
2021-01-11,60.84602
2021-01-12,57.52961
2021-01-13,56.10829
2021-01-14,58.07106
2021-01-15,46.15905
2021-01-16,24.19627
2021-01-17,27.51269
2021-01-18,53.70558
2021-01-19,59.22165
2021-01-20,52.79187
2021-01-21,55.26226
2021-01-22,48.1895
2021-01-23,25.68527
2021-01-24,26.02368
2021-01-25,54.34856
2021-01-26,67.14043
2021-01-27,64.56852
2021-01-28,53.73942
2021-01-29,44.67005
2021-01-30,21.82741
2021-01-31,24.56852
2021-02-01,51.40439
2021-02-02,52.52115
2021-02-03,52.28426
2021-02-04,51.40439
2021-02-05,40.60913
2021-02-06,20.98138
2021-02-07,21.79357
2021-02-08,47.61421
2021-02-09,46.26057
2021-02-10,36.92047
2021-02-11,16.17597
2021-02-12,17.69881
2021-02-13,17.90186
2021-02-14,22.80879
2021-02-15,54.68697
2021-02-16,62.19966
2021-02-17,54.99153
2021-02-18,45.98984
2021-02-19,43.75634
2021-02-20,20.1692
2021-02-21,22.91032
2021-02-22,52.92724
2021-02-23,49.71235
2021-02-24,51.70896
2021-02-25,48.90016
2021-02-26,38.98477
2021-02-27,17.83417
2021-02-28,18.37563
2021-03-01,21.42131
2021-03-02,55.93908
2021-03-03,61.6582
2021-03-04,53.8071
2021-03-05,46.22673
2021-03-06,19.83079
2021-03-07,25.2115
2021-03-08,59.79695
2021-03-09,58.17258
2021-03-10,55.8714
2021-03-11,53.16412
2021-03-12,50.52453
2021-03-13,21.04906
2021-03-14,23.82402
2021-03-15,58.1049
2021-03-16,59.05245
2021-03-17,60.87986
2021-03-18,57.69881
2021-03-19,52.4873
2021-03-20,21.15059
2021-03-21,24.09475
2021-03-22,63.07952
2021-03-23,60.57529
2021-03-24,61.69204
2021-03-25,54.17935
2021-03-26,56.75126
2021-03-27,20.57529
2021-03-28,22.70727
2021-03-29,66.7005
2021-03-30,64.56852
2021-03-31,63.38409
2021-04-01,56.71742
2021-04-02,48.46023
2021-04-03,17.59729
2021-04-04,17.25888
2021-04-05,56.71742
2021-04-06,58.91708
