date,아시아증시
2020-07-06,12.76598
2020-07-07,15.64275
2020-07-08,13.12063
2020-07-09,11.87583
2020-07-10,10.8034
2020-07-11,1.87356
2020-07-12,0.90428
2020-07-13,10.76949
2020-07-14,11.8292
2020-07-15,12.19656
2020-07-16,13.03303
2020-07-17,12.53708
2020-07-18,1.80716
2020-07-19,0.84353
2020-07-20,11.47455
2020-07-21,11.09446
2020-07-22,11.77551
2020-07-23,11.83768
2020-07-24,11.9818
2020-07-25,2.14626
2020-07-26,0.99471
2020-07-27,10.86557
2020-07-28,11.34456
2020-07-29,11.45477
2020-07-30,11.43216
2020-07-31,11.09446
2020-08-01,1.76335
2020-08-02,0.71071
2020-08-03,9.34947
2020-08-04,10.38516
2020-08-05,10.47701
2020-08-06,13.06553
2020-08-07,32.46389
2020-08-08,8.6981
2020-08-09,3.79941
2020-08-10,22.69477
2020-08-11,25.64783
2020-08-12,28.92163
2020-08-13,24.65029
2020-08-14,24.07239
2020-08-15,6.87681
2020-08-16,3.24412
2020-08-17,33.08559
2020-08-18,36.84545
2020-08-19,27.52423
2020-08-20,39.02139
2020-08-21,27.78421
2020-08-22,8.32085
2020-08-23,3.96473
2020-08-24,20.33656
2020-08-25,25.19286
2020-08-26,24.02718
2020-08-27,24.05544
2020-08-28,20.94978
2020-08-29,6.79204
2020-08-30,3.85452
2020-08-31,21.22389
2020-09-01,22.23839
2020-09-02,21.42312
2020-09-03,22.32034
2020-09-04,44.44852
2020-09-05,13.4668
2020-09-06,5.07389
2020-09-07,25.9276
2020-09-08,35.86627
2020-09-09,38.84759
2020-09-10,29.34552
2020-09-11,28.6122
2020-09-12,7.67654
2020-09-13,3.70192
2020-09-14,20.71523
2020-09-15,23.68242
2020-09-16,22.69336
2020-09-17,25.72554
2020-09-18,25.07841
2020-09-19,7.65676
2020-09-20,3.26814
2020-09-21,35.20077
2020-09-22,49.94348
2020-09-23,38.1171
2020-09-24,55.25051
2020-09-25,34.66527
2020-09-26,10.03617
2020-09-27,4.12298
2020-09-28,21.90634
2020-09-29,22.52804
2020-09-30,20.87207
2020-10-01,22.31045
2020-10-02,35.38728
2020-10-03,16.29835
2020-10-04,6.93616
2020-10-05,22.86291
2020-10-06,24.43552
2020-10-07,27.30381
2020-10-08,20.38319
2020-10-09,19.2712
2020-10-10,6.51369
2020-10-11,3.25401
2020-10-12,19.78692
2020-10-13,25.92194
2020-10-14,25.59131
2020-10-15,34.13541
2020-10-16,31.10605
2020-10-17,8.45084
2020-10-18,3.79941
2020-10-19,22.26947
2020-10-20,29.95309
2020-10-21,24.51041
2020-10-22,26.06465
2020-10-23,21.34117
2020-10-24,6.35685
2020-10-25,3.48009
2020-10-26,24.59801
2020-10-27,30.03362
2020-10-28,34.0252
2020-10-29,44.1956
2020-10-30,32.14457
2020-10-31,13.27606
2020-11-01,5.2166
2020-11-02,26.14095
2020-11-03,26.29214
2020-11-04,29.91776
2020-11-05,29.48964
2020-11-06,28.8849
2020-11-07,7.82349
2020-11-08,3.28793
2020-11-09,31.06084
2020-11-10,41.36971
2020-11-11,34.03509
2020-11-12,28.87218
2020-11-13,25.37089
2020-11-14,7.53666
2020-11-15,3.68496
2020-11-16,24.42987
2020-11-17,28.72947
2020-11-18,26.70613
2020-11-19,26.63266
2020-11-20,21.88374
2020-11-21,7.87153
2020-11-22,3.62703
2020-11-23,22.85867
2020-11-24,25.53762
2020-11-25,29.2777
2020-11-26,25.82445
2020-11-27,23.79546
2020-11-28,6.62248
2020-11-29,3.82343
2020-11-30,21.48529
2020-12-01,24.61214
2020-12-02,24.90038
2020-12-03,26.15225
2020-12-04,22.63684
2020-12-05,7.36993
2020-12-06,4.01277
2020-12-07,21.26063
2020-12-08,27.00991
2020-12-09,25.06994
2020-12-10,26.54929
2020-12-11,22.45033
2020-12-12,7.65817
2020-12-13,4.06222
2020-12-14,22.27795
2020-12-15,23.90849
2020-12-16,22.46305
2020-12-17,21.84418
2020-12-18,20.2532
2020-12-19,6.88529
2020-12-20,3.86158
2020-12-21,33.89804
2020-12-22,42.6781
2020-12-23,34.77548
2020-12-24,23.83219
2020-12-25,10.83024
2020-12-26,4.65001
2020-12-27,4.06646
2020-12-28,20.80425
2020-12-29,23.63297
2020-12-30,23.84915
2020-12-31,18.30615
2021-01-01,7.28798
2021-01-02,4.73196
2021-01-03,4.50589
2021-01-04,27.36174
2021-01-05,38.84053
2021-01-06,35.08774
2021-01-07,33.40916
2021-01-08,33.65501
2021-01-09,11.83061
2021-01-10,6.46989
2021-01-11,37.22412
2021-01-12,46.39415
2021-01-13,38.18351
2021-01-14,31.49744
2021-01-15,36.49221
2021-01-16,14.0334
2021-01-17,6.57727
2021-01-18,36.28168
2021-01-19,41.9476
2021-01-20,33.17319
2021-01-21,32.29858
2021-01-22,30.40523
2021-01-23,10.22409
2021-01-24,5.2166
2021-01-25,29.14912
2021-01-26,38.87727
2021-01-27,40.44846
2021-01-28,59.91041
2021-01-29,71.22389
2021-01-30,25.76935
2021-01-31,9.37773
2021-02-01,42.6781
2021-02-02,40.31847
2021-02-03,39.96665
2021-02-04,39.16551
2021-02-05,32.73801
2021-02-06,10.02345
2021-02-07,5.08237
2021-02-08,30.3035
2021-02-09,33.6536
2021-02-10,28.09506
2021-02-11,18.99708
2021-02-12,17.7226
2021-02-13,10.13931
2021-02-14,6.50803
2021-02-15,23.40548
2021-02-16,31.7885
2021-02-17,33.68892
2021-02-18,42.08607
2021-02-19,40.81159
2021-02-20,10.6833
2021-02-21,6.34131
2021-02-22,34.61016
2021-02-23,47.3493
2021-02-24,60.93763
2021-02-25,50.8732
2021-02-26,61.39966
2021-02-27,17.46262
2021-02-28,8.33215
2021-03-01,65.39407
2021-03-02,65.22027
2021-03-03,60.40495
2021-03-04,65.24005
2021-03-05,65.21321
2021-03-06,17.17579
2021-03-07,7.1481
2021-03-08,58.35617
2021-03-09,75.36666
2021-03-10,71.60963
2021-03-11,51.32251
2021-03-12,48.9092
2021-03-13,14.18034
2021-03-14,6.41337
2021-03-15,39.58374
2021-03-16,40.83279
2021-03-17,43.92008
2021-03-18,39.91013
2021-03-19,41.32732
2021-03-20,11.37705
2021-03-21,5.3367
2021-03-22,34.79102
2021-03-23,44.30581
2021-03-24,44.36798
2021-03-25,43.38457
2021-03-26,34.44909
2021-03-27,9.84401
2021-03-28,4.50871
2021-03-29,36.35939
2021-03-30,36.48938
2021-03-31,37.36117
2021-04-01,32.55432
2021-04-02,31.03399
2021-04-03,10.76101
2021-04-04,4.5398
2021-04-05,26.40093
2021-04-06,34.38268
2021-04-07,30.73021
2021-04-08,27.65139
2021-04-09,24.83963
2021-04-10,6.43739
2021-04-11,3.2413
2021-04-12,24.09076
2021-04-13,28.591
2021-04-14,26.50549
2021-04-15,26.5069
2021-04-16,25.47687
2021-04-17,6.40913
2021-04-18,3.34727
2021-04-19,22.49131
2021-04-20,29.5292
2021-04-21,38.09732
2021-04-22,29.82451
2021-04-23,28.5359
2021-04-24,7.00398
2021-04-25,3.11696
2021-04-26,21.78766
2021-04-27,26.79797
2021-04-28,31.00573
2021-04-29,28.58111
2021-04-30,25.62664
2021-05-01,7.50275
2021-05-02,3.44476
2021-05-03,21.11227
2021-05-04,22.98866
2021-05-05,24.22782
2021-05-06,27.66128
2021-05-07,22.64249
2021-05-08,6.89094
2021-05-09,3.02512
2021-05-10,22.55065
2021-05-11,36.75502
2021-05-12,47.30833
2021-05-13,59.08949
2021-05-14,35.68118
2021-05-15,9.33958
2021-05-16,4.08624
2021-05-17,35.71509
2021-05-18,33.89945
2021-05-19,37.75539
2021-05-20,39.3506
2021-05-21,33.32297
2021-05-22,8.11597
2021-05-23,3.66801
2021-05-24,28.96967
2021-05-25,30.54228
2021-05-26,32.3664
2021-05-27,31.18376
2021-05-28,26.47158
2021-05-29,7.09723
2021-05-30,3.25967
2021-05-31,24.96255
2021-06-01,30.78672
2021-06-02,28.55709
2021-06-03,29.81603
2021-06-04,28.0456
2021-06-05,7.08169
2021-06-06,3.13674
2021-06-07,23.58775
2021-06-08,26.90818
2021-06-09,27.2374
2021-06-10,25.04168
2021-06-11,23.50156
2021-06-12,6.01633
2021-06-13,2.83013
2021-06-14,17.59403
2021-06-15,23.37722
2021-06-16,25.82586
2021-06-17,26.35007
2021-06-18,23.37299
2021-06-19,8.578
2021-06-20,3.46313
2021-06-21,28.60655
2021-06-22,26.29638
2021-06-23,24.72518
2021-06-24,24.36911
2021-06-25,22.69336
2021-06-26,5.81286
2021-06-27,2.67612
2021-06-28,19.89713
2021-06-29,22.97595
2021-06-30,25.87108
2021-07-01,22.52239
2021-07-02,20.91304
2021-07-03,5.57408
2021-07-04,2.36951
2021-07-05,19.50575
2021-07-06,24.39313
2021-07-07,25.38078
2021-07-08,34.44767
2021-07-09,37.73702
2021-07-10,8.20922
2021-07-11,3.25401
2021-07-12,23.60471
2021-07-13,25.90499
2021-07-14,27.03111
2021-07-15,26.21725
2021-07-16,25.41611
2021-07-17,7.86447
2021-07-18,3.20174
2021-07-19,31.80687
2021-07-20,41.98717
2021-07-21,35.81965
2021-07-22,28.44688
2021-07-23,24.17271
2021-07-24,6.43456
2021-07-25,2.63373
2021-07-26,30.58609
2021-07-27,38.95639
2021-07-28,50.03956
2021-07-29,36.47808
2021-07-30,40.88648
2021-07-31,9.35371
2021-08-01,3.76126
2021-08-02,29.51083
2021-08-03,34.85178
2021-08-04,32.30282
2021-08-05,31.65993
2021-08-06,28.30276
2021-08-07,6.39076
2021-08-08,2.81176
2021-08-09,25.32427
2021-08-10,31.2205
2021-08-11,31.31799
2021-08-12,29.77223
2021-08-13,35.35337
2021-08-14,8.10891
2021-08-15,3.1212
2021-08-16,37.21423
2021-08-17,48.13773
2021-08-18,40.75225
2021-08-19,53.99299
2021-08-20,52.97566
2021-08-21,12.23895
2021-08-22,4.93401
2021-08-23,33.34699
2021-08-24,37.03054
2021-08-25,37.49399
2021-08-26,35.45087
2021-08-27,33.15624
2021-08-28,8.20357
2021-08-29,3.20597
2021-08-30,26.51256
2021-08-31,33.9701
2021-09-01,32.44694
2021-09-02,32.0386
2021-09-03,26.74004
2021-09-04,6.89942
2021-09-05,3.16924
2021-09-06,25.41893
2021-09-07,33.09831
2021-09-08,33.41905
2021-09-09,35.45511
2021-09-10,28.56557
2021-09-11,7.93511
2021-09-12,2.97425
2021-09-13,26.09291
2021-09-14,28.03713
2021-09-15,29.50235
2021-09-16,30.15372
2021-09-17,26.04346
2021-09-18,7.77828
2021-09-19,3.09718
2021-09-20,35.25729
2021-09-21,83.16896
2021-09-22,100.0
2021-09-23,62.91434
2021-09-24,47.85655
2021-09-25,11.73453
2021-09-26,4.53132
2021-09-27,33.42894
2021-09-28,49.49699
2021-09-29,64.50815
2021-09-30,43.41989
2021-10-01,43.49054
2021-10-02,11.36858
2021-10-03,4.42252
2021-10-04,73.3744
2021-10-05,77.10034
2021-10-06,79.72984
2021-10-07,54.9651
2021-10-08,52.21267
2021-10-09,11.4802
2021-10-10,4.68392
2021-10-11,60.88959
2021-10-12,59.61935
2021-10-13,49.24548
2021-10-14,40.19837
2021-10-15,35.11035
2021-10-16,9.52327
2021-10-17,4.21058
2021-10-18,35.00438
2021-10-19,36.17288
2021-10-20,37.76669
2021-10-21,34.59886
2021-10-22,30.29643
2021-10-23,7.5847
2021-10-24,3.29075
2021-10-25,26.05335
2021-10-26,29.89515
2021-10-27,33.85847
2021-10-28,32.8355
2021-10-29,35.72498
2021-10-30,7.92663
2021-10-31,3.00816
2021-11-01,25.62522
2021-11-02,30.62565
2021-11-03,33.56599
2021-11-04,31.1555
2021-11-05,27.61889
2021-11-06,6.95311
2021-11-07,2.67471
2021-11-08,28.13886
2021-11-09,28.41862
2021-11-10,34.50843
2021-11-11,33.98847
2021-11-12,26.19323
2021-11-13,6.70443
2021-11-14,2.83296
2021-11-15,23.43939
2021-11-16,28.03148
2021-11-17,27.99191
2021-11-18,29.08836
2021-11-19,22.2511
2021-11-20,5.98807
2021-11-21,2.38223
2021-11-22,21.10944
2021-11-23,26.69059
2021-11-24,26.39104
2021-11-25,24.48498
2021-11-26,35.21067
2021-11-27,17.53468
2021-11-28,7.19049
2021-11-29,42.88439
2021-11-30,59.17003
2021-12-01,44.35244
2021-12-02,40.38206
2021-12-03,29.64224
2021-12-04,11.68225
2021-12-05,4.42535
2021-12-06,32.57128
2021-12-07,33.58012
2021-12-08,34.46463
2021-12-09,30.21872
2021-12-10,28.56557
2021-12-11,7.76132
2021-12-12,2.96153
2021-12-13,25.80749
2021-12-14,32.31553
2021-12-15,31.39712
2021-12-16,29.46703
2021-12-17,28.62915
2021-12-18,8.0651
2021-12-19,2.79198
2021-12-20,32.84398
2021-12-21,37.70169
2021-12-22,30.81781
2021-12-23,26.85166
2021-12-24,23.95229
2021-12-25,6.70726
2021-12-26,2.74394
2021-12-27,21.09814
2021-12-28,24.62627
2021-12-29,24.50758
2021-12-30,21.62799
2021-12-31,14.53075
2022-01-01,3.94212
2022-01-02,2.34266
2022-01-03,20.49198
2022-01-04,26.57755
2022-01-05,30.9365
2022-01-06,38.17927
2022-01-07,30.1071
2022-01-08,8.37737
2022-01-09,3.23423
2022-01-10,29.76234
2022-01-11,35.42402
2022-01-12,28.65176
2022-01-13,29.04597
2022-01-14,28.31407
2022-01-15,7.24983
2022-01-16,2.61395
2022-01-17,27.83366
2022-01-18,37.07293
2022-01-19,38.22166
2022-01-20,34.13259
2022-01-21,36.01605
2022-01-22,13.29443
2022-01-23,4.19221
2022-01-24,47.20518
2022-01-25,73.93958
2022-01-26,59.49783
2022-01-27,72.19035
2022-01-28,50.83081
2022-01-29,12.90445
2022-01-30,4.36318
2022-01-31,24.1275
2022-02-01,33.82174
2022-02-02,40.21109
2022-02-03,40.67171
2022-02-04,38.86879
2022-02-05,10.84155
2022-02-06,4.01418
2022-02-07,31.17105
2022-02-08,35.09056
2022-02-09,31.54265
2022-02-10,35.07644
2022-02-11,33.53915
2022-02-12,11.03512
2022-02-13,4.51578
2022-02-14,40.18707
2022-02-15,47.49908
2022-02-16,39.87905
2022-02-17,46.70783
2022-02-18,41.4022
2022-02-19,11.79811
2022-02-20,4.53273
2022-02-21,37.0475
2022-02-22,57.70339
2022-02-23,47.93992
2022-02-24,81.39994
2022-02-25,60.84861
2022-02-26,15.69926
2022-02-27,6.23534
2022-02-28,38.69923
2022-03-01,50.78559
2022-03-02,52.52917
2022-03-03,40.60389
2022-03-04,42.31356
2022-03-05,14.14785
2022-03-06,5.1728
2022-03-07,45.21717
2022-03-08,51.73792
2022-03-09,57.22016
2022-03-10,47.49908
2022-03-11,44.55732
2022-03-12,13.48941
2022-03-13,5.38333
2022-03-14,44.17158
2022-03-15,58.38867
2022-03-16,58.33922
2022-03-17,54.61327
2022-03-18,46.01407
2022-03-19,11.72464
2022-03-20,4.3222
2022-03-21,39.52298
2022-03-22,40.75366
2022-03-23,40.03871
2022-03-24,39.67558
2022-03-25,34.57343
2022-03-26,8.35617
2022-03-27,3.30206
2022-03-28,30.88139
2022-03-29,34.59321
2022-03-30,37.09271
2022-03-31,35.08633
2022-04-01,32.78605
2022-04-02,8.11314
2022-04-03,3.11837
2022-04-04,26.09432
2022-04-05,29.08412
2022-04-06,36.46678
2022-04-07,39.79992
2022-04-08,32.06968
2022-04-09,7.88707
2022-04-10,2.93469
2022-04-11,31.12583
2022-04-12,42.22313
2022-04-13,40.38912
2022-04-14,34.78961
2022-04-15,30.86868
2022-04-16,8.71789
2022-04-17,3.26956
2022-04-18,28.0781
2022-04-19,31.85209
2022-04-20,32.20391
2022-04-21,31.28408
2022-04-22,32.03577
2022-04-23,10.84437
2022-04-24,3.46454
2022-04-25,40.42021
2022-04-26,43.99496
2022-04-27,52.39212
2022-04-28,39.33224
2022-04-29,34.21736
2022-04-30,13.77059
2022-05-01,4.6924
2022-05-02,30.17916
2022-05-03,32.12761
2022-05-04,28.7761
2022-05-05,38.58761
2022-05-06,46.57218
2022-05-07,11.76138
2022-05-08,4.14982
2022-05-09,40.05708
2022-05-10,52.54189
2022-05-11,42.86037
2022-05-12,54.28264
2022-05-13,40.05708
2022-05-14,10.33571
2022-05-15,3.76409
2022-05-16,35.88182
2022-05-17,36.92316
2022-05-18,37.74832
2022-05-19,46.02113
2022-05-20,34.84047
2022-05-21,10.86274
2022-05-22,3.43063
2022-05-23,29.89939
2022-05-24,40.6816
2022-05-25,35.78715
2022-05-26,34.26399
2022-05-27,29.68886
2022-05-28,7.42504
2022-05-29,2.75948
2022-05-30,27.30381
2022-05-31,35.55684
2022-06-01,35.91855
2022-06-02,34.38692
2022-06-03,26.05193
2022-06-04,7.76838
2022-06-05,3.0562
2022-06-06,37.45867
2022-06-07,43.6064
2022-06-08,37.52225
2022-06-09,36.93305
2022-06-10,37.37954
2022-06-11,11.88713
2022-06-12,4.55675
2022-06-13,56.36957
2022-06-14,64.26795
2022-06-15,60.20713
2022-06-16,54.60338
2022-06-17,50.55246
2022-06-18,11.08599
2022-06-19,4.19221
2022-06-20,54.0594
2022-06-21,47.92579
2022-06-22,59.65608
2022-06-23,57.24842
2022-06-24,41.06592
2022-06-25,10.68188
2022-06-26,3.85452
2022-06-27,36.70274
2022-06-28,41.87413
2022-06-29,42.40257
2022-06-30,43.91443
2022-07-01,41.27221
2022-07-02,9.25622
2022-07-03,3.28369
2022-07-04,37.28063
2022-07-05,43.7152
2022-07-06,44.10517
2022-07-07,39.27572
2022-07-08,38.45621
2022-07-09,8.81397
2022-07-10,3.24978
2022-07-11,32.93864
2022-07-12,39.71091
2022-07-13,38.914
2022-07-14,38.36013
2022-07-15,34.65538
2022-07-16,8.56953
2022-07-17,2.84002
2022-07-18,30.79803
2022-07-19,36.731
2022-07-20,36.92598
2022-07-21,34.23714
2022-07-22,31.38299
2022-07-23,7.43352
2022-07-24,2.7072
2022-07-25,26.21442
2022-07-26,30.28937
2022-07-27,31.07638
2022-07-28,31.7772
2022-07-29,29.05869
2022-07-30,6.96724
2022-07-31,2.5433
2022-08-01,26.04346
2022-08-02,36.04431
2022-08-03,33.56175
2022-08-04,31.77296
2022-08-05,28.18831
2022-08-06,7.01528
2022-08-07,2.47831
2022-08-08,24.86788
2022-08-09,28.99652
2022-08-10,29.89092
2022-08-11,29.97287
2022-08-12,26.31757
2022-08-13,6.35544
2022-08-14,2.24941
2022-08-15,31.09051
2022-08-16,31.83089
2022-08-17,32.4752
2022-08-18,31.03116
2022-08-19,28.2632
2022-08-20,7.3007
2022-08-21,2.52635
2022-08-22,29.35823
2022-08-23,34.21736
2022-08-24,30.8602
2022-08-25,29.64082
2022-08-26,28.11625
2022-08-27,9.64195
2022-08-28,2.98414
2022-08-29,35.38728
2022-08-30,35.10046
2022-08-31,34.86025
2022-09-01,35.48054
2022-09-02,29.57865
2022-09-03,8.2827
2022-09-04,2.62808
2022-09-05,28.02582
2022-09-06,31.13007
2022-09-07,33.71718
2022-09-08,26.17486
2022-09-09,22.28078
2022-09-10,8.59496
2022-09-11,3.7542
2022-09-12,29.2014
2022-09-13,38.05352
2022-09-14,45.69757
2022-09-15,35.41837
2022-09-16,32.90897
2022-09-17,7.91109
2022-09-18,2.92762
2022-09-19,30.13394
2022-09-20,31.4494
2022-09-21,33.00223
2022-09-22,36.66318
2022-09-23,37.89103
2022-09-24,10.31593
2022-09-25,2.95164
2022-09-26,47.71667
2022-09-27,47.54005
2022-09-28,56.4388
2022-09-29,48.49944
2022-09-30,42.56224
2022-10-01,9.74934
2022-10-02,3.2526
2022-10-03,49.03071
2022-10-04,38.87161
2022-10-05,47.54147
2022-10-06,36.98533
2022-10-07,30.49001
2022-10-08,9.0909
2022-10-09,3.43205
2022-10-10,54.61751
2022-10-11,49.02647
2022-10-12,42.79961
2022-10-13,46.54251
2022-10-14,38.71902
2022-10-15,13.18563
2022-10-16,4.61892
2022-10-17,41.60002
2022-10-18,46.12286
2022-10-19,42.67668
2022-10-20,38.15525
2022-10-21,32.9994
2022-10-22,7.58894
2022-10-23,2.71427
2022-10-24,39.60211
2022-10-25,44.99251
2022-10-26,40.04719
2022-10-27,37.33574
2022-10-28,34.95916
2022-10-29,8.29824
2022-10-30,2.55319
2022-10-31,31.61471
2022-11-01,36.80023
2022-11-02,36.69144
2022-11-03,38.92389
2022-11-04,36.2181
2022-11-05,8.33639
2022-11-06,3.03642
2022-11-07,39.21779
2022-11-08,38.29796
2022-11-09,38.04787
2022-11-10,38.1058
2022-11-11,46.37013
2022-11-12,11.32336
2022-11-13,3.58747
2022-11-14,37.28346
2022-11-15,40.24217
2022-11-16,40.68019
2022-11-17,39.50885
2022-11-18,32.91039
2022-11-19,7.39113
2022-11-20,2.56026
2022-11-21,31.12442
2022-11-22,33.55045
2022-11-23,30.14242
2022-11-24,28.82555
2022-11-25,27.58781
2022-11-26,6.03611
2022-11-27,2.21267
2022-11-28,27.51858
2022-11-29,34.30779
2022-11-30,35.15839
2022-12-01,35.2361
2022-12-02,31.74612
2022-12-03,6.61118
2022-12-04,2.49102
2022-12-05,29.52779
2022-12-06,34.32475
2022-12-07,34.99872
2022-12-08,33.23113
2022-12-09,29.73125
2022-12-10,7.24418
2022-12-11,2.53906
2022-12-12,25.84847
2022-12-13,32.68714
2022-12-14,31.74753
2022-12-15,32.93158
2022-12-16,32.15305
2022-12-17,7.95913
2022-12-18,2.42885
2022-12-19,25.47969
2022-12-20,35.72074
2022-12-21,31.7885
2022-12-22,30.16785
2022-12-23,33.39785
2022-12-24,7.19331
2022-12-25,2.27484
2022-12-26,24.67007
2022-12-27,27.86616
2022-12-28,31.73623
2022-12-29,30.48859
2022-12-30,25.79478
2022-12-31,6.49108
2023-01-01,2.77785
2023-01-02,25.60403
2023-01-03,40.53748
2023-01-04,37.7243
2023-01-05,35.70802
2023-01-06,33.86836
2023-01-07,8.40704
2023-01-08,2.89089
2023-01-09,30.93508
2023-01-10,36.48656
2023-01-11,33.56317
2023-01-12,34.24138
2023-01-13,32.11066
2023-01-14,8.17673
2023-01-15,2.63514
2023-01-16,27.71215
2023-01-17,34.41235
2023-01-18,31.56385
2023-01-19,32.31553
2023-01-20,29.5179
2023-01-21,7.7486
2023-01-22,2.88806
2023-01-23,17.94726
2023-01-24,31.26006
2023-01-25,30.80933
2023-01-26,33.65077
2023-01-27,31.68536
2023-01-28,8.27987
2023-01-29,3.09294
2023-01-30,33.10113
2023-01-31,34.0252
2023-02-01,33.55186
2023-02-02,35.38022
2023-02-03,33.4134
2023-02-04,7.86447
2023-02-05,2.81459
2023-02-06,29.45573
2023-02-07,33.19439
2023-02-08,31.94958
2023-02-09,33.25797
2023-02-10,30.47164
2023-02-11,7.26396
2023-02-12,2.51363
2023-02-13,26.47582
2023-02-14,29.86407
2023-02-15,33.48546
2023-02-16,32.61367
2023-02-17,30.72173
2023-02-18,7.17636
2023-02-19,2.26919
2023-02-20,26.20877
2023-02-21,32.80159
2023-02-22,34.59745
2023-02-23,31.08203
2023-02-24,27.87746
2023-02-25,7.19473
2023-02-26,2.53059
2023-02-27,24.90886
2023-02-28,27.36174
2023-03-01,33.1082
2023-03-02,33.96445
2023-03-03,28.35221
2023-03-04,7.13962
2023-03-05,2.51504
2023-03-06,26.51538
2023-03-07,30.10427
2023-03-08,30.44338
2023-03-09,30.07177
2023-03-10,29.5292
2023-03-11,8.39149
2023-03-12,3.21163
2023-03-13,35.30533
2023-03-14,48.04165
2023-03-15,41.04332
2023-03-16,41.77664
2023-03-17,32.21239
2023-03-18,8.7631
2023-03-19,3.03642
2023-03-20,30.84042
2023-03-21,33.09407
2023-03-22,31.30952
2023-03-23,35.02416
2023-03-24,30.50413
2023-03-25,7.45471
2023-03-26,2.58852
2023-03-27,27.57085
2023-03-28,31.14844
2023-03-29,30.21448
2023-03-30,30.66521
2023-03-31,27.84921
2023-04-01,6.52358
2023-04-02,2.17311
2023-04-03,25.72272
2023-04-04,29.05869
2023-04-05,27.35609
2023-04-06,31.08203
2023-04-07,24.58812
2023-04-08,6.20708
2023-04-09,2.36103
2023-04-10,22.72727
2023-04-11,27.13001
2023-04-12,26.91525
2023-04-13,26.83047
2023-04-14,24.40726
2023-04-15,6.26642
2023-04-16,2.21408
2023-04-17,23.81665
2023-04-18,27.65987
2023-04-19,26.5606
2023-04-20,27.48466
2023-04-21,25.50371
2023-04-22,5.84395
2023-04-23,2.06149
2023-04-24,23.67959
2023-04-25,31.14137
2023-04-26,31.18659
2023-04-27,30.13536
2023-04-28,23.75589
2023-04-29,5.59527
2023-04-30,1.78879
2023-05-01,21.31715
2023-05-02,24.38889
2023-05-03,25.02472
2023-05-04,23.78839
2023-05-05,21.08966
2023-05-06,6.66205
2023-05-07,2.31582
2023-05-08,22.55771
2023-05-09,26.66657
2023-05-10,25.72272
2023-05-11,25.16178
2023-05-12,22.21437
2023-05-13,5.44267
2023-05-14,1.88063
2023-05-15,22.05612
2023-05-16,25.13634
2023-05-17,24.23488
2023-05-18,24.4991
2023-05-19,22.97736
2023-05-20,5.52604
2023-05-21,1.90889
2023-05-22,21.8032
2023-05-23,25.1971
2023-05-24,26.33735
2023-05-25,26.90394
2023-05-26,21.06281
2023-05-27,5.41017
2023-05-28,1.96964
