date,실시간국제금시세
2020-10-19,16.83673
2020-10-20,18.06972
2020-10-21,20.40816
2020-10-22,20.83333
2020-10-23,16.58163
2020-10-24,8.97108
2020-10-25,2.72108
2020-10-26,13.94557
2020-10-27,15.60374
2020-10-28,16.28401
2020-10-29,17.72959
2020-10-30,17.94217
2020-10-31,7.73809
2020-11-01,3.18877
2020-11-02,17.43197
2020-11-03,18.19727
2020-11-04,25.2551
2020-11-05,22.78911
2020-11-06,27.80612
2020-11-07,14.28571
2020-11-08,5.78231
2020-11-09,23.38435
2020-11-10,32.86564
2020-11-11,25.42517
2020-11-12,20.32312
2020-11-13,18.02721
2020-11-14,10.37414
2020-11-15,3.78401
2020-11-16,16.49659
2020-11-17,18.36734
2020-11-18,15.68877
2020-11-19,15.7738
2020-11-20,14.92346
2020-11-21,7.22789
2020-11-22,3.61394
2020-11-23,11.5221
2020-11-24,18.28231
2020-11-25,20.32312
2020-11-26,17.94217
2020-11-27,15.2636
2020-11-28,8.67346
2020-11-29,3.78401
2020-11-30,17.30442
2020-12-01,19.21768
2020-12-02,22.95918
2020-12-03,21.04591
2020-12-04,18.57993
2020-12-05,8.29081
2020-12-06,3.23129
2020-12-07,13.73299
2020-12-08,20.53571
2020-12-09,20.19557
2020-12-10,17.89965
2020-12-11,14.88095
2020-12-12,8.88605
2020-12-13,3.2738
2020-12-14,11.98979
2020-12-15,15.5187
2020-12-16,18.66496
2020-12-17,18.92006
2020-12-18,20.40816
2020-12-19,9.77891
2020-12-20,3.14625
2020-12-21,21.38605
2020-12-22,20.45068
2020-12-23,17.81462
2020-12-24,16.11394
2020-12-25,8.29081
2020-12-26,5.65476
2020-12-27,3.06122
2020-12-28,15.17857
2020-12-29,15.39115
2020-12-30,15.43367
2020-12-31,15.43367
2021-01-01,8.7585
2021-01-02,5.017
2021-01-03,4.88945
2021-01-04,17.72959
2021-01-05,27.67857
2021-01-06,25.55272
2021-01-07,25.08503
2021-01-08,21.68367
2021-01-09,13.98809
2021-01-10,5.69727
2021-01-11,20.74829
2021-01-12,28.86904
2021-01-13,22.53401
2021-01-14,18.87755
2021-01-15,16.45408
2021-01-16,9.22619
2021-01-17,3.65646
2021-01-18,14.37074
2021-01-19,19.94047
2021-01-20,19.13265
2021-01-21,21.21598
2021-01-22,19.94047
2021-01-23,9.5238
2021-01-24,3.95408
2021-01-25,12.84013
2021-01-26,15.60374
2021-01-27,13.69047
2021-01-28,16.28401
2021-01-29,20.45068
2021-01-30,11.22448
2021-01-31,3.2738
2021-02-01,20.11054
2021-02-02,21.93877
2021-02-03,17.98469
2021-02-04,17.38945
2021-02-05,20.23809
2021-02-06,10.33163
2021-02-07,4.16666
2021-02-08,19.30272
2021-02-09,25.38265
2021-02-10,17.13435
2021-02-11,15.13605
2021-02-12,15.64625
2021-02-13,9.2687
2021-02-14,5.99489
2021-02-15,20.62074
2021-02-16,19.7704
2021-02-17,22.06632
2021-02-18,27.67857
2021-02-19,23.2568
2021-02-20,10.7568
2021-02-21,4.67687
2021-02-22,21.81122
2021-02-23,32.0153
2021-02-24,29.20918
2021-02-25,27.04081
2021-02-26,25.34013
2021-02-27,13.47789
2021-02-28,4.08163
2021-03-01,17.94217
2021-03-02,27.29591
2021-03-03,24.44727
2021-03-04,26.65816
2021-03-05,24.74489
2021-03-06,11.98979
2021-03-07,5.86734
2021-03-08,20.91836
2021-03-09,25.85034
2021-03-10,24.27721
2021-03-11,24.82993
2021-03-12,21.13095
2021-03-13,10.5017
2021-03-14,4.16666
2021-03-15,16.15646
2021-03-16,19.89795
2021-03-17,21.5136
2021-03-18,26.78571
2021-03-19,23.0017
2021-03-20,10.11904
2021-03-21,4.37925
2021-03-22,17.7721
2021-03-23,20.02551
2021-03-24,20.91836
2021-03-25,22.57653
2021-03-26,23.08673
2021-03-27,13.69047
2021-03-28,6.59013
2021-03-29,21.85374
2021-03-30,24.87244
2021-03-31,27.21088
2021-04-01,27.97619
2021-04-02,22.0238
2021-04-03,9.90646
2021-04-04,3.95408
2021-04-05,15.90136
2021-04-06,21.81122
2021-04-07,20.40816
2021-04-08,18.87755
2021-04-09,18.32482
2021-04-10,8.16326
2021-04-11,3.18877
2021-04-12,15.60374
2021-04-13,16.11394
2021-04-14,19.13265
2021-04-15,20.06802
2021-04-16,23.97959
2021-04-17,11.73469
2021-04-18,4.67687
2021-04-19,22.57653
2021-04-20,24.27721
2021-04-21,26.70068
2021-04-22,30.73979
2021-04-23,27.55102
2021-04-24,11.39455
2021-04-25,4.20918
2021-04-26,18.87755
2021-04-27,21.98129
2021-04-28,22.23639
2021-04-29,22.0238
2021-04-30,17.72959
2021-05-01,9.0136
2021-05-02,3.23129
2021-05-03,20.66326
2021-05-04,28.18877
2021-05-05,21.34353
2021-05-06,26.74319
2021-05-07,33.88605
2021-05-08,15.2636
2021-05-09,6.29251
2021-05-10,28.31632
2021-05-11,33.92857
2021-05-12,32.14285
2021-05-13,33.29081
2021-05-14,30.99489
2021-05-15,15.30612
2021-05-16,6.42006
2021-05-17,40.39115
2021-05-18,45.28061
2021-05-19,35.7568
2021-05-20,49.44727
2021-05-21,42.43197
2021-05-22,18.62244
2021-05-23,6.93027
2021-05-24,36.98979
2021-05-25,38.18027
2021-05-26,48.08673
2021-05-27,39.03061
2021-05-28,33.80102
2021-05-29,15.68877
2021-05-30,7.22789
2021-05-31,30.69727
2021-06-01,39.58333
2021-06-02,32.82312
2021-06-03,35.37414
2021-06-04,37.03231
2021-06-05,18.62244
2021-06-06,7.61054
2021-06-07,28.52891
2021-06-08,34.5238
2021-06-09,35.79931
2021-06-10,29.88945
2021-06-11,33.7585
2021-06-12,12.67006
2021-06-13,5.69727
2021-06-14,26.78571
2021-06-15,28.69897
2021-06-16,29.20918
2021-06-17,37.24489
2021-06-18,44.55782
2021-06-19,18.32482
2021-06-20,6.29251
2021-06-21,34.5238
2021-06-22,30.56972
2021-06-23,31.88775
2021-06-24,29.54931
2021-06-25,25.34013
2021-06-26,10.71428
2021-06-27,4.20918
2021-06-28,23.42687
2021-06-29,24.19217
2021-06-30,24.10714
2021-07-01,29.59183
2021-07-02,31.12244
2021-07-03,12.32993
2021-07-04,4.46428
2021-07-05,22.44897
2021-07-06,35.11904
2021-07-07,38.18027
2021-07-08,37.92517
2021-07-09,35.71428
2021-07-10,14.66836
2021-07-11,6.25
2021-07-12,28.95408
2021-07-13,32.95068
2021-07-14,34.94897
2021-07-15,37.62755
2021-07-16,30.99489
2021-07-17,13.09523
2021-07-18,4.33673
2021-07-19,29.97448
2021-07-20,33.58843
2021-07-21,28.99659
2021-07-22,27.21088
2021-07-23,27.38095
2021-07-24,11.30952
2021-07-25,4.42176
2021-07-26,26.06292
2021-07-27,30.44217
2021-07-28,33.7585
2021-07-29,31.5051
2021-07-30,33.37585
2021-07-31,12.58503
2021-08-01,3.99659
2021-08-02,19.94047
2021-08-03,23.2568
2021-08-04,23.63945
2021-08-05,23.97959
2021-08-06,22.57653
2021-08-07,12.88265
2021-08-08,4.71938
2021-08-09,33.37585
2021-08-10,33.46088
2021-08-11,33.84353
2021-08-12,35.79931
2021-08-13,33.67346
2021-08-14,13.64795
2021-08-15,5.69727
2021-08-16,24.61734
2021-08-17,37.54251
2021-08-18,34.0136
2021-08-19,33.20578
2021-08-20,32.56802
2021-08-21,14.32823
2021-08-22,5.14455
2021-08-23,28.86904
2021-08-24,31.67517
2021-08-25,29.59183
2021-08-26,29.46428
2021-08-27,30.56972
2021-08-28,14.58333
2021-08-29,5.44217
2021-08-30,25.7653
2021-08-31,29.33673
2021-09-01,29.12414
2021-09-02,26.23299
2021-09-03,25.34013
2021-09-04,11.86224
2021-09-05,4.16666
2021-09-06,24.44727
2021-09-07,27.29591
2021-09-08,27.08333
2021-09-09,24.19217
2021-09-10,23.29931
2021-09-11,9.05612
2021-09-12,3.78401
2021-09-13,19.21768
2021-09-14,22.10884
2021-09-15,21.5136
2021-09-16,21.38605
2021-09-17,23.72448
2021-09-18,10.88435
2021-09-19,4.29421
2021-09-20,12.32993
2021-09-21,18.15476
2021-09-22,21.81122
2021-09-23,29.42176
2021-09-24,28.18877
2021-09-25,11.22448
2021-09-26,4.37925
2021-09-27,23.2568
2021-09-28,29.97448
2021-09-29,32.2704
2021-09-30,29.84693
2021-10-01,33.24829
2021-10-02,12.79761
2021-10-03,3.69897
2021-10-04,21.17346
2021-10-05,33.67346
2021-10-06,32.69557
2021-10-07,34.56632
2021-10-08,26.40306
2021-10-09,10.67176
2021-10-10,4.08163
2021-10-11,20.96088
2021-10-12,30.18707
2021-10-13,32.65306
2021-10-14,39.83843
2021-10-15,35.20408
2021-10-16,12.67006
2021-10-17,4.88945
2021-10-18,26.95578
2021-10-19,33.20578
2021-10-20,32.44047
2021-10-21,33.29081
2021-10-22,37.03231
2021-10-23,14.66836
2021-10-24,5.39965
2021-10-25,33.84353
2021-10-26,33.12074
2021-10-27,30.52721
2021-10-28,35.03401
2021-10-29,29.42176
2021-10-30,11.0119
2021-10-31,3.82653
2021-11-01,26.27551
2021-11-02,28.2738
2021-11-03,24.65986
2021-11-04,28.48639
2021-11-05,33.41836
2021-11-06,14.83843
2021-11-07,5.44217
2021-11-08,34.5238
2021-11-09,34.43877
2021-11-10,37.79761
2021-11-11,48.42687
2021-11-12,37.67006
2021-11-13,17.7721
2021-11-14,5.99489
2021-11-15,30.99489
2021-11-16,41.92176
2021-11-17,37.37244
2021-11-18,41.66666
2021-11-19,36.69217
2021-11-20,16.07142
2021-11-21,6.07993
2021-11-22,33.07823
2021-11-23,43.49489
2021-11-24,41.83673
2021-11-25,35.41666
2021-11-26,35.84183
2021-11-27,18.57993
2021-11-28,7.22789
2021-11-29,32.31292
2021-11-30,34.22619
2021-12-01,39.45578
2021-12-02,37.58503
2021-12-03,35.03401
2021-12-04,17.55952
2021-12-05,7.0153
2021-12-06,34.14115
2021-12-07,35.07653
2021-12-08,35.24659
2021-12-09,33.97108
2021-12-10,31.63265
2021-12-11,14.15816
2021-12-12,5.95238
2021-12-13,23.55442
2021-12-14,31.37755
2021-12-15,29.59183
2021-12-16,34.69387
2021-12-17,42.98469
2021-12-18,14.45578
2021-12-19,4.71938
2021-12-20,28.82653
2021-12-21,32.90816
2021-12-22,33.41836
2021-12-23,37.24489
2021-12-24,31.63265
2021-12-25,10.11904
2021-12-26,5.2721
2021-12-27,26.70068
2021-12-28,32.95068
2021-12-29,28.99659
2021-12-30,28.35884
2021-12-31,32.0153
2022-01-01,15.22108
2022-01-02,6.88775
2022-01-03,34.14115
2022-01-04,39.7534
2022-01-05,39.28571
2022-01-06,39.45578
2022-01-07,34.65136
2022-01-08,15.98639
2022-01-09,6.37755
2022-01-10,28.35884
2022-01-11,34.2687
2022-01-12,35.20408
2022-01-13,34.48129
2022-01-14,33.24829
2022-01-15,14.66836
2022-01-16,4.54931
2022-01-17,27.04081
2022-01-18,28.86904
2022-01-19,31.63265
2022-01-20,38.64795
2022-01-21,35.16156
2022-01-22,17.60204
2022-01-23,6.16496
2022-01-24,32.05782
2022-01-25,42.30442
2022-01-26,40.56122
2022-01-27,42.43197
2022-01-28,40.43367
2022-01-29,18.15476
2022-01-30,5.73979
2022-01-31,17.64455
2022-02-01,21.59863
2022-02-02,27.63605
2022-02-03,31.59013
2022-02-04,31.67517
2022-02-05,16.58163
2022-02-06,5.017
2022-02-07,23.38435
2022-02-08,30.39965
2022-02-09,32.99319
2022-02-10,32.18537
2022-02-11,29.12414
2022-02-12,19.30272
2022-02-13,7.65306
2022-02-14,36.94727
2022-02-15,58.63095
2022-02-16,42.64455
2022-02-17,55.31462
2022-02-18,54.5068
2022-02-19,22.74659
2022-02-20,9.5238
2022-02-21,43.62244
2022-02-22,52.55102
2022-02-23,46.55612
2022-02-24,84.09863
2022-02-25,66.92176
2022-02-26,23.89455
2022-02-27,10.88435
2022-02-28,43.32482
2022-03-01,41.87925
2022-03-02,62.32993
2022-03-03,49.23469
2022-03-04,53.06122
2022-03-05,33.16326
2022-03-06,11.05442
2022-03-07,68.75
2022-03-08,80.73979
2022-03-09,80.48469
2022-03-10,69.68537
2022-03-11,55.39965
2022-03-12,25.29761
2022-03-13,11.09693
2022-03-14,38.94557
2022-03-15,46.64115
2022-03-16,44.55782
2022-03-17,48.38435
2022-03-18,40.68877
2022-03-19,16.19897
2022-03-20,7.82312
2022-03-21,31.59013
2022-03-22,36.69217
2022-03-23,35.28911
2022-03-24,38.81802
2022-03-25,36.94727
2022-03-26,16.49659
2022-03-27,5.78231
2022-03-28,28.48639
2022-03-29,28.48639
2022-03-30,34.94897
2022-03-31,29.63435
2022-04-01,31.16496
2022-04-02,13.18027
2022-04-03,5.35714
2022-04-04,26.14795
2022-04-05,30.52721
2022-04-06,29.42176
2022-04-07,28.82653
2022-04-08,28.74149
2022-04-09,13.0102
2022-04-10,4.42176
2022-04-11,34.35374
2022-04-12,38.81802
2022-04-13,41.11394
2022-04-14,33.46088
2022-04-15,27.59353
2022-04-16,10.67176
2022-04-17,4.42176
2022-04-18,36.90476
2022-04-19,34.05612
2022-04-20,32.44047
2022-04-21,30.05952
2022-04-22,32.44047
2022-04-23,12.5
2022-04-24,4.54931
2022-04-25,27.67857
2022-04-26,32.78061
2022-04-27,31.46258
2022-04-28,29.20918
2022-04-29,31.20748
2022-04-30,14.88095
2022-05-01,5.99489
2022-05-02,26.70068
2022-05-03,29.42176
2022-05-04,27.46598
2022-05-05,25.80782
2022-05-06,30.90986
2022-05-07,11.81972
2022-05-08,5.22959
2022-05-09,25.04251
2022-05-10,27.46598
2022-05-11,29.84693
2022-05-12,28.44387
2022-05-13,30.73979
2022-05-14,11.94727
2022-05-15,4.67687
2022-05-16,23.17176
2022-05-17,26.10544
2022-05-18,23.42687
2022-05-19,25.5102
2022-05-20,28.18877
2022-05-21,11.30952
2022-05-22,3.74149
2022-05-23,22.53401
2022-05-24,24.95748
2022-05-25,24.31972
2022-05-26,21.5136
2022-05-27,22.57653
2022-05-28,10.03401
2022-05-29,2.93367
2022-05-30,18.45238
2022-05-31,19.89795
2022-06-01,15.73129
2022-06-02,24.0221
2022-06-03,24.27721
2022-06-04,9.65136
2022-06-05,3.74149
2022-06-06,14.92346
2022-06-07,25.42517
2022-06-08,26.65816
2022-06-09,29.46428
2022-06-10,26.99829
2022-06-11,16.11394
2022-06-12,5.22959
2022-06-13,35.67176
2022-06-14,37.20238
2022-06-15,35.20408
2022-06-16,34.82142
2022-06-17,32.78061
2022-06-18,13.18027
2022-06-19,5.05952
2022-06-20,26.06292
2022-06-21,25.04251
2022-06-22,27.2534
2022-06-23,26.78571
2022-06-24,21.89625
2022-06-25,9.90646
2022-06-26,4.71938
2022-06-27,28.23129
2022-06-28,24.40476
2022-06-29,29.63435
2022-06-30,27.08333
2022-07-01,26.74319
2022-07-02,10.79931
2022-07-03,4.03911
2022-07-04,23.46938
2022-07-05,25.89285
2022-07-06,32.82312
2022-07-07,32.73809
2022-07-08,29.97448
2022-07-09,12.03231
2022-07-10,4.59183
2022-07-11,23.5119
2022-07-12,25.0
2022-07-13,25.80782
2022-07-14,28.61394
2022-07-15,24.0221
2022-07-16,10.03401
2022-07-17,4.67687
2022-07-18,22.74659
2022-07-19,25.04251
2022-07-20,24.91496
2022-07-21,25.5102
2022-07-22,26.40306
2022-07-23,11.22448
2022-07-24,3.99659
2022-07-25,21.55612
2022-07-26,26.23299
2022-07-27,26.91326
2022-07-28,28.23129
2022-07-29,32.52551
2022-07-30,12.37244
2022-07-31,5.05952
2022-08-01,25.63775
2022-08-02,30.99489
2022-08-03,30.22959
2022-08-04,32.90816
2022-08-05,33.92857
2022-08-06,10.84183
2022-08-07,4.67687
2022-08-08,19.64285
2022-08-09,26.99829
2022-08-10,25.63775
2022-08-11,26.19047
2022-08-12,21.89625
2022-08-13,11.267
2022-08-14,4.29421
2022-08-15,15.2636
2022-08-16,25.08503
2022-08-17,24.44727
2022-08-18,24.10714
2022-08-19,23.5119
2022-08-20,11.18197
2022-08-21,3.57142
2022-08-22,22.74659
2022-08-23,24.48979
2022-08-24,22.95918
2022-08-25,24.44727
2022-08-26,20.87585
2022-08-27,10.24659
2022-08-28,3.61394
2022-08-29,20.36564
2022-08-30,19.85544
2022-08-31,22.91666
2022-09-01,22.27891
2022-09-02,21.7687
2022-09-03,9.31122
2022-09-04,3.40136
2022-09-05,19.34523
2022-09-06,21.30102
2022-09-07,24.57482
2022-09-08,22.95918
2022-09-09,16.7517
2022-09-10,9.35374
2022-09-11,4.67687
2022-09-12,14.20068
2022-09-13,26.48809
2022-09-14,27.5085
2022-09-15,25.46768
2022-09-16,26.36054
2022-09-17,11.39455
2022-09-18,4.33673
2022-09-19,19.17517
2022-09-20,21.7687
2022-09-21,24.27721
2022-09-22,25.89285
2022-09-23,25.63775
2022-09-24,12.11734
2022-09-25,4.42176
2022-09-26,23.34183
2022-09-27,25.7653
2022-09-28,24.57482
2022-09-29,26.65816
2022-09-30,25.17006
2022-10-01,10.45918
2022-10-02,4.2517
2022-10-03,16.15646
2022-10-04,35.03401
2022-10-05,32.14285
2022-10-06,28.91156
2022-10-07,23.17176
2022-10-08,9.77891
2022-10-09,3.61394
2022-10-10,15.05102
2022-10-11,25.85034
2022-10-12,25.80782
2022-10-13,25.04251
2022-10-14,22.49149
2022-10-15,11.60714
2022-10-16,3.82653
2022-10-17,21.59863
2022-10-18,20.91836
2022-10-19,22.23639
2022-10-20,19.94047
2022-10-21,21.68367
2022-10-22,11.39455
2022-10-23,3.18877
2022-10-24,22.36394
2022-10-25,21.81122
2022-10-26,25.38265
2022-10-27,25.59523
2022-10-28,21.2585
2022-10-29,9.43877
2022-10-30,2.80612
2022-10-31,17.17687
2022-11-01,21.7687
2022-11-02,25.04251
2022-11-03,21.17346
2022-11-04,21.30102
2022-11-05,11.86224
2022-11-06,4.59183
2022-11-07,23.97959
2022-11-08,23.97959
2022-11-09,29.2517
2022-11-10,26.14795
2022-11-11,29.93197
2022-11-12,11.09693
2022-11-13,3.52891
2022-11-14,23.72448
2022-11-15,22.57653
2022-11-16,22.74659
2022-11-17,23.17176
2022-11-18,19.09013
2022-11-19,7.69557
2022-11-20,2.29591
2022-11-21,15.60374
2022-11-22,19.17517
2022-11-23,19.94047
2022-11-24,19.30272
2022-11-25,17.47448
2022-11-26,7.35544
2022-11-27,2.7636
2022-11-28,16.07142
2022-11-29,17.34693
2022-11-30,19.85544
2022-12-01,25.04251
2022-12-02,26.31802
2022-12-03,10.7568
2022-12-04,3.91156
2022-12-05,21.93877
2022-12-06,23.85204
2022-12-07,21.98129
2022-12-08,22.49149
2022-12-09,19.47278
2022-12-10,9.60884
2022-12-11,2.72108
2022-12-12,17.60204
2022-12-13,20.87585
2022-12-14,22.95918
2022-12-15,22.40646
2022-12-16,17.98469
2022-12-17,9.0136
2022-12-18,2.5085
2022-12-19,16.19897
2022-12-20,21.13095
2022-12-21,22.74659
2022-12-22,20.02551
2022-12-23,21.47108
2022-12-24,7.65306
2022-12-25,2.59353
2022-12-26,14.92346
2022-12-27,18.40986
2022-12-28,20.32312
2022-12-29,19.64285
2022-12-30,17.85714
2022-12-31,8.67346
2023-01-01,3.23129
2023-01-02,12.88265
2023-01-03,25.68027
2023-01-04,34.60884
2023-01-05,38.43537
2023-01-06,32.0153
2023-01-07,16.32653
2023-01-08,5.86734
2023-01-09,30.48469
2023-01-10,30.99489
2023-01-11,35.45918
2023-01-12,35.11904
2023-01-13,40.47619
2023-01-14,18.02721
2023-01-15,6.25
2023-01-16,28.35884
2023-01-17,28.57142
2023-01-18,31.84523
2023-01-19,27.59353
2023-01-20,34.18367
2023-01-21,13.0102
2023-01-22,4.29421
2023-01-23,14.66836
2023-01-24,27.16836
2023-01-25,31.54761
2023-01-26,30.69727
2023-01-27,29.03911
2023-01-28,13.13775
2023-01-29,4.97448
2023-01-30,21.72619
2023-01-31,26.06292
2023-02-01,27.72108
2023-02-02,34.18367
2023-02-03,29.33673
2023-02-04,14.79591
2023-02-05,5.90986
2023-02-06,25.12755
2023-02-07,27.21088
2023-02-08,25.89285
2023-02-09,22.27891
2023-02-10,22.66156
2023-02-11,10.7568
2023-02-12,4.16666
2023-02-13,20.02551
2023-02-14,20.45068
2023-02-15,21.2585
2023-02-16,24.19217
2023-02-17,20.70578
2023-02-18,9.94897
2023-02-19,3.57142
2023-02-20,17.30442
2023-02-21,16.58163
2023-02-22,21.04591
2023-02-23,19.64285
2023-02-24,18.45238
2023-02-25,8.84353
2023-02-26,3.35884
2023-02-27,16.41156
2023-02-28,19.43027
2023-03-01,15.43367
2023-03-02,19.72789
2023-03-03,18.02721
2023-03-04,8.46088
2023-03-05,3.2738
2023-03-06,16.36904
2023-03-07,18.92006
2023-03-08,18.53741
2023-03-09,20.96088
2023-03-10,22.10884
2023-03-11,13.39285
2023-03-12,5.65476
2023-03-13,28.69897
2023-03-14,39.41326
2023-03-15,34.43877
2023-03-16,39.28571
2023-03-17,35.45918
2023-03-18,26.99829
2023-03-19,10.24659
2023-03-20,59.48129
2023-03-21,61.05442
2023-03-22,51.14795
2023-03-23,63.60544
2023-03-24,69.43027
2023-03-25,25.68027
2023-03-26,8.24829
2023-03-27,41.41156
2023-03-28,50.5102
2023-03-29,46.47108
2023-03-30,41.58163
2023-03-31,48.80952
2023-04-01,19.94047
2023-04-02,6.97278
2023-04-03,45.57823
2023-04-04,63.77551
2023-04-05,79.12414
2023-04-06,72.36394
2023-04-07,50.63775
2023-04-08,14.96598
2023-04-09,8.7585
2023-04-10,42.517
2023-04-11,58.58843
2023-04-12,61.64965
2023-04-13,71.93877
2023-04-14,66.49659
2023-04-15,21.98129
2023-04-16,7.31292
2023-04-17,48.17176
2023-04-18,52.67857
2023-04-19,49.53231
2023-04-20,50.97789
2023-04-21,44.85544
2023-04-22,18.06972
2023-04-23,7.31292
2023-04-24,35.37414
2023-04-25,43.40986
2023-04-26,46.98129
2023-04-27,43.57993
2023-04-28,35.54421
2023-04-29,15.98639
2023-04-30,5.73979
2023-05-01,24.61734
2023-05-02,35.45918
2023-05-03,50.46768
2023-05-04,62.79761
2023-05-05,44.5153
2023-05-06,22.95918
2023-05-07,8.33333
2023-05-08,44.13265
2023-05-09,41.28401
2023-05-10,48.38435
2023-05-11,45.91836
2023-05-12,42.68707
2023-05-13,17.64455
2023-05-14,6.29251
2023-05-15,39.11564
2023-05-16,40.0085
2023-05-17,41.49659
2023-05-18,39.88095
2023-05-19,42.13435
2023-05-20,20.28061
2023-05-21,6.20748
2023-05-22,37.41496
2023-05-23,40.34863
2023-05-24,41.7517
2023-05-25,35.62925
2023-05-26,34.14115
2023-05-27,12.28741
2023-05-28,6.25
2023-05-29,18.49489
