date,유언장
2023-05-29,0.25881
2023-05-30,0.31485
2023-05-31,0.26682
2023-06-01,0.20011
2023-06-02,0.24014
2023-06-03,0.20278
2023-06-04,0.29884
2023-06-05,0.26682
2023-06-06,0.24814
2023-06-07,0.31751
2023-06-08,0.28016
2023-06-09,0.31751
2023-06-10,0.23213
2023-06-11,0.22146
2023-06-12,0.27749
2023-06-13,0.26949
2023-06-14,0.32819
2023-06-15,0.25081
2023-06-16,0.5283
2023-06-17,0.22146
2023-06-18,0.26949
2023-06-19,0.22946
2023-06-20,0.26148
2023-06-21,0.26148
2023-06-22,0.2348
2023-06-23,0.21879
2023-06-24,0.16276
2023-06-25,0.20812
2023-06-26,0.25881
2023-06-27,0.18677
2023-06-28,0.2855
2023-06-29,0.21879
2023-06-30,0.22146
2023-07-01,0.17877
2023-07-02,0.1841
2023-07-03,0.21612
2023-07-04,0.2428
2023-07-05,0.16276
2023-07-06,0.20011
2023-07-07,0.24814
2023-07-08,0.1254
2023-07-09,0.17076
2023-07-10,0.25615
2023-07-11,0.26148
2023-07-12,0.23747
2023-07-13,0.18143
2023-07-14,0.29083
2023-07-15,0.18143
2023-07-16,0.18143
2023-07-17,0.25081
2023-07-18,0.22679
2023-07-19,0.25081
2023-07-20,0.22413
2023-07-21,0.19744
2023-07-22,0.16543
2023-07-23,0.17343
2023-07-24,0.16543
2023-07-25,0.20278
2023-07-26,0.19478
2023-07-27,0.20545
2023-07-28,0.1761
2023-07-29,0.16276
2023-07-30,0.13341
2023-07-31,0.19744
2023-08-01,0.20011
2023-08-02,0.16276
2023-08-03,0.14408
2023-08-04,0.16543
2023-08-05,0.13074
2023-08-06,0.12007
2023-08-07,0.12807
2023-08-08,0.18944
2023-08-09,0.23213
2023-08-10,0.15742
2023-08-11,0.20545
2023-08-12,0.10406
2023-08-13,0.19211
2023-08-14,0.19211
2023-08-15,0.13074
2023-08-16,0.19744
2023-08-17,0.18677
2023-08-18,0.1841
2023-08-19,0.14942
2023-08-20,0.15475
2023-08-21,0.18677
2023-08-22,0.20278
2023-08-23,0.16543
2023-08-24,0.16809
2023-08-25,0.14942
2023-08-26,0.11206
2023-08-27,0.13074
2023-08-28,0.2348
2023-08-29,0.19211
2023-08-30,0.26415
2023-08-31,0.20278
2023-09-01,0.15475
2023-09-02,0.11206
2023-09-03,0.14408
2023-09-04,0.20011
2023-09-05,0.19211
2023-09-06,0.20545
2023-09-07,0.32552
2023-09-08,0.22679
2023-09-09,0.12007
2023-09-10,0.22679
2023-09-11,0.32018
2023-09-12,0.23747
2023-09-13,0.27749
2023-09-14,0.26682
2023-09-15,0.16276
2023-09-16,0.17343
2023-09-17,0.24814
2023-09-18,0.22946
2023-09-19,0.21879
2023-09-20,0.23747
2023-09-21,0.29884
2023-09-22,0.18143
2023-09-23,0.15208
2023-09-24,0.17877
2023-09-25,0.23213
2023-09-26,0.21079
2023-09-27,0.19478
2023-09-28,0.10939
2023-09-29,0.12807
2023-09-30,0.20812
2023-10-01,0.16276
2023-10-02,0.25348
2023-10-03,0.20278
2023-10-04,0.25881
2023-10-05,0.22679
2023-10-06,0.21345
2023-10-07,0.12007
2023-10-08,0.21612
2023-10-09,0.2935
2023-10-10,0.33619
2023-10-11,0.32552
2023-10-12,0.25615
2023-10-13,0.21079
2023-10-14,0.21079
2023-10-15,0.24547
2023-10-16,0.32018
2023-10-17,0.22146
2023-10-18,0.25348
2023-10-19,0.28016
2023-10-20,0.22146
2023-10-21,0.17076
2023-10-22,0.34953
2023-10-23,0.31485
2023-10-24,0.27749
2023-10-25,0.2428
2023-10-26,0.26949
2023-10-27,0.20545
2023-10-28,0.18677
2023-10-29,0.2348
2023-10-30,0.3522
2023-10-31,0.39489
2023-11-01,0.23213
2023-11-02,0.26949
2023-11-03,0.24814
2023-11-04,0.26148
2023-11-05,0.31751
2023-11-06,0.2855
2023-11-07,0.25615
2023-11-08,0.2428
2023-11-09,0.26148
2023-11-10,0.19211
2023-11-11,0.2428
2023-11-12,0.40557
2023-11-13,0.25615
2023-11-14,0.19211
2023-11-15,0.25881
2023-11-16,0.18944
2023-11-17,0.20278
2023-11-18,0.18143
2023-11-19,0.26682
2023-11-20,0.22413
2023-11-21,0.30684
2023-11-22,0.28816
2023-11-23,0.26415
2023-11-24,0.27215
2023-11-25,0.22413
2023-11-26,0.29884
2023-11-27,0.37088
2023-11-28,0.27215
2023-11-29,0.28816
2023-11-30,0.30151
2023-12-01,0.58967
2023-12-02,0.26682
2023-12-03,0.24814
2023-12-04,0.24014
2023-12-05,0.26148
2023-12-06,0.24547
2023-12-07,0.25348
2023-12-08,0.22946
2023-12-09,0.20812
2023-12-10,0.25081
2023-12-11,0.26949
2023-12-12,0.18944
2023-12-13,0.19478
2023-12-14,0.27482
2023-12-15,0.24014
2023-12-16,0.16809
2023-12-17,0.16276
2023-12-18,0.2348
2023-12-19,0.19211
2023-12-20,0.17877
2023-12-21,0.20545
2023-12-22,0.16543
2023-12-23,0.16276
2023-12-24,0.14675
2023-12-25,0.15742
2023-12-26,0.18944
2023-12-27,0.20545
2023-12-28,0.23747
2023-12-29,0.20011
2023-12-30,0.13874
2023-12-31,0.21079
2024-01-01,0.19211
2024-01-02,0.17343
2024-01-03,0.16809
2024-01-04,0.1761
2024-01-05,0.12273
2024-01-06,0.13874
2024-01-07,0.1761
2024-01-08,0.18143
2024-01-09,0.12007
2024-01-10,0.16809
2024-01-11,0.22146
2024-01-12,0.14141
2024-01-13,0.15475
2024-01-14,0.17076
2024-01-15,0.17343
2024-01-16,0.17343
2024-01-17,0.17076
2024-01-18,0.19478
2024-01-19,0.1761
2024-01-20,0.15742
2024-01-21,0.15475
2024-01-22,0.19211
2024-01-23,0.13341
2024-01-24,0.19211
2024-01-25,0.16009
2024-01-26,0.22413
2024-01-27,0.1841
2024-01-28,0.19211
2024-01-29,0.22679
2024-01-30,0.20545
2024-01-31,0.11473
2024-02-01,0.13341
2024-02-02,0.19744
2024-02-03,0.14408
2024-02-04,0.26148
2024-02-05,0.26148
2024-02-06,0.18944
2024-02-07,0.18677
2024-02-08,0.1761
2024-02-09,0.11206
2024-02-10,0.22413
2024-02-11,0.1841
2024-02-12,0.16543
2024-02-13,0.22946
2024-02-14,0.17343
2024-02-15,0.20278
2024-02-16,0.2348
2024-02-17,0.16543
2024-02-18,0.13607
2024-02-19,0.1841
2024-02-20,0.21079
2024-02-21,0.16009
2024-02-22,0.13607
2024-02-23,0.15742
2024-02-24,0.18944
2024-02-25,0.18944
2024-02-26,0.19744
2024-02-27,0.15208
2024-02-28,0.19211
2024-02-29,0.15475
2024-03-01,0.12273
2024-03-02,0.14942
2024-03-03,0.14408
2024-03-04,0.16543
2024-03-05,0.20011
2024-03-06,0.21612
2024-03-07,0.1254
2024-03-08,0.12807
2024-03-09,0.07204
2024-03-10,0.17343
2024-03-11,0.20278
2024-03-12,0.22146
2024-03-13,0.21345
2024-03-14,0.23747
2024-03-15,0.1254
2024-03-16,0.15208
2024-03-17,0.3522
2024-03-18,0.24014
2024-03-19,0.26682
2024-03-20,0.20011
