date,펄어비스주가
2020-06-30,2.3107
2020-07-01,1.92167
2020-07-02,1.96386
2020-07-03,1.64514
2020-07-04,0.26716
2020-07-05,0.35621
2020-07-06,2.14431
2020-07-07,2.32242
2020-07-08,2.03885
2020-07-09,2.29195
2020-07-10,2.05291
2020-07-11,0.34449
2020-07-12,0.32809
2020-07-13,2.20055
2020-07-14,1.82793
2020-07-15,1.83028
2020-07-16,1.6428
2020-07-17,1.46
2020-07-18,0.30465
2020-07-19,0.22029
2020-07-20,1.59124
2020-07-21,2.02479
2020-07-22,2.18884
2020-07-23,1.94745
2020-07-24,1.82559
2020-07-25,0.307
2020-07-26,0.25544
2020-07-27,1.67795
2020-07-28,1.72013
2020-07-29,1.7131
2020-07-30,1.62405
2020-07-31,1.52796
2020-08-01,0.24138
2020-08-02,0.232
2020-08-03,1.81387
2020-08-04,1.91699
2020-08-05,2.14665
2020-08-06,1.92402
2020-08-07,2.00838
2020-08-08,0.42886
2020-08-09,0.36324
2020-08-10,1.75997
2020-08-11,1.73654
2020-08-12,1.74122
2020-08-13,2.6716
2020-08-14,1.80216
2020-08-15,0.307
2020-08-16,0.30231
2020-08-17,0.45464
2020-08-18,1.59358
2020-08-19,1.61702
2020-08-20,1.62874
2020-08-21,1.69435
2020-08-22,0.29293
2020-08-23,0.27419
2020-08-24,1.46703
2020-08-25,1.37564
2020-08-26,1.54906
2020-08-27,1.4436
2020-08-28,1.44594
2020-08-29,0.33277
2020-08-30,0.39839
2020-08-31,1.73888
2020-09-01,1.74122
2020-09-02,1.77638
2020-09-03,2.08572
2020-09-04,6.59932
2020-09-05,2.37397
2020-09-06,2.48177
2020-09-07,8.33352
2020-09-08,5.86112
2020-09-09,4.04958
2020-09-10,4.4597
2020-09-11,3.7543
2020-09-12,0.86475
2020-09-13,0.5929
2020-09-14,3.49417
2020-09-15,3.16139
2020-09-16,3.47542
2020-09-17,2.74893
2020-09-18,2.55442
2020-09-19,0.69836
2020-09-20,0.62103
2020-09-21,2.40444
2020-09-22,2.16071
2020-09-23,2.44193
2020-09-24,2.00838
2020-09-25,1.72951
2020-09-26,0.25075
2020-09-27,0.24372
2020-09-28,1.67561
2020-09-29,1.73888
2020-09-30,0.29059
2020-10-01,0.25075
2020-10-02,0.21091
2020-10-03,0.30934
2020-10-04,0.39136
2020-10-05,1.84434
2020-10-06,2.02245
2020-10-07,2.43959
2020-10-08,2.21227
2020-10-09,0.50385
2020-10-10,0.36324
2020-10-11,0.37027
2020-10-12,2.17946
2020-10-13,1.68029
2020-10-14,1.52796
2020-10-15,1.49047
2020-10-16,1.23737
2020-10-17,0.18279
2020-10-18,0.16638
2020-10-19,1.43891
2020-10-20,1.23268
2020-10-21,1.44125
2020-10-22,1.2608
2020-10-23,1.0827
2020-10-24,0.16404
2020-10-25,0.15467
2020-10-26,1.02411
2020-10-27,1.13894
2020-10-28,1.19284
2020-10-29,1.60999
2020-10-30,1.23268
2020-10-31,0.21325
2020-11-01,0.15935
2020-11-02,1.27252
2020-11-03,1.21862
2020-11-04,1.45297
2020-11-05,1.38735
2020-11-06,1.25846
2020-11-07,0.232
2020-11-08,0.22732
2020-11-09,1.27955
2020-11-10,1.42485
2020-11-11,1.44125
2020-11-12,1.60061
2020-11-13,1.41079
2020-11-14,0.27419
2020-11-15,0.19919
2020-11-16,1.30299
2020-11-17,1.42016
2020-11-18,1.86543
2020-11-19,1.69435
2020-11-20,1.49281
2020-11-21,0.31168
2020-11-22,0.25309
2020-11-23,1.63342
2020-11-24,1.39907
2020-11-25,1.39204
2020-11-26,1.55609
2020-11-27,1.46235
2020-11-28,0.31403
2020-11-29,0.232
2020-11-30,1.38032
2020-12-01,1.37329
2020-12-02,1.31705
2020-12-03,4.22066
2020-12-04,3.84101
2020-12-05,0.59759
2020-12-06,0.539
2020-12-07,3.00906
2020-12-08,2.90595
2020-12-09,2.34116
2020-12-10,2.08103
2020-12-11,2.80752
2020-12-12,0.94912
2020-12-13,1.00067
2020-12-14,4.39642
2020-12-15,4.22535
2020-12-16,4.22066
2020-12-17,3.53635
2020-12-18,3.15202
2020-12-19,1.03583
2020-12-20,0.921
2020-12-21,2.43022
2020-12-22,2.37163
2020-12-23,2.49115
2020-12-24,2.12087
2020-12-25,0.71242
2020-12-26,0.66087
2020-12-27,0.64446
2020-12-28,2.49349
2020-12-29,2.39038
2020-12-30,2.72784
2020-12-31,0.94677
2021-01-01,0.86944
2021-01-02,0.78038
2021-01-03,0.70305
2021-01-04,3.07468
2021-01-05,2.72784
2021-01-06,2.65051
2021-01-07,2.44897
2021-01-08,2.56614
2021-01-09,0.76632
2021-01-10,0.73117
2021-01-11,2.75597
2021-01-12,2.76065
2021-01-13,2.38335
2021-01-14,2.37866
2021-01-15,2.32007
2021-01-16,0.59993
2021-01-17,0.7218
2021-01-18,2.24274
2021-01-19,2.01776
2021-01-20,2.14196
2021-01-21,2.20993
2021-01-22,2.88955
2021-01-23,0.88584
2021-01-24,0.68664
2021-01-25,2.72081
2021-01-26,2.81924
2021-01-27,5.82597
2021-01-28,6.63213
2021-01-29,5.02917
2021-01-30,1.65686
2021-01-31,1.04989
2021-02-01,4.38705
2021-02-02,3.61369
2021-02-03,3.44964
2021-02-04,3.91366
2021-02-05,8.35462
2021-02-06,2.92235
2021-02-07,2.08338
2021-02-08,6.09313
2021-02-09,5.04558
2021-02-10,4.49485
2021-02-11,1.57484
2021-02-12,0.97958
2021-02-13,0.88819
2021-02-14,1.09442
2021-02-15,4.88387
2021-02-16,7.13365
2021-02-17,6.99538
2021-02-18,4.52297
2021-02-19,5.10651
2021-02-20,1.48344
2021-02-21,1.24909
2021-02-22,4.45267
2021-02-23,3.64416
2021-02-24,4.00271
2021-02-25,4.8909
2021-02-26,3.77305
2021-02-27,1.15535
2021-02-28,1.13425
2021-03-01,1.02645
2021-03-02,4.4597
2021-03-03,3.79648
2021-03-04,3.17545
2021-03-05,2.86377
2021-03-06,0.95146
2021-03-07,0.87647
2021-03-08,3.29732
2021-03-09,2.93407
2021-03-10,2.95751
2021-03-11,3.29732
2021-03-12,3.3395
2021-03-13,0.78273
2021-03-14,0.74992
2021-03-15,2.71847
2021-03-16,2.84971
2021-03-17,2.9786
2021-03-18,2.86611
2021-03-19,2.65754
2021-03-20,0.75461
2021-03-21,0.56244
2021-03-22,2.39741
2021-03-23,2.59192
2021-03-24,3.05359
2021-03-25,3.45433
2021-03-26,3.15202
2021-03-27,0.74758
2021-03-28,0.62337
2021-03-29,2.688
2021-03-30,3.92069
2021-03-31,5.13463
2021-04-01,4.79482
2021-04-02,4.19254
2021-04-03,0.91396
2021-04-04,0.7757
2021-04-05,3.65587
2021-04-06,3.47777
2021-04-07,3.41449
2021-04-08,3.13093
2021-04-09,3.82695
2021-04-10,0.96787
2021-04-11,1.10379
2021-04-12,4.45501
2021-04-13,3.51761
2021-04-14,2.40678
2021-04-15,3.01844
2021-04-16,9.00611
2021-04-17,1.7506
2021-04-18,1.27721
2021-04-19,5.99236
2021-04-20,4.88153
2021-04-21,4.49016
2021-04-22,4.97527
2021-04-23,4.20426
2021-04-24,0.96787
2021-04-25,0.84835
2021-04-26,4.0449
2021-04-27,4.24175
2021-04-28,3.95584
2021-04-29,4.48548
2021-04-30,4.02615
2021-05-01,2.47474
2021-05-02,1.59124
2021-05-03,5.38773
2021-05-04,4.84403
2021-05-05,1.16472
2021-05-06,4.0613
2021-05-07,4.69639
2021-05-08,1.79981
2021-05-09,1.23503
2021-05-10,6.00642
2021-05-11,4.66358
2021-05-12,4.99871
2021-05-13,4.09411
2021-05-14,3.59026
2021-05-15,0.74289
2021-05-16,0.6679
2021-05-17,3.19186
2021-05-18,3.70509
2021-05-19,0.81788
2021-05-20,3.93006
2021-05-21,3.39574
2021-05-22,0.57884
2021-05-23,0.4687
2021-05-24,2.76534
2021-05-25,2.89423
2021-05-26,2.83096
2021-05-27,2.76768
2021-05-28,2.76065
2021-05-29,0.60696
2021-05-30,0.48276
2021-05-31,3.51058
2021-06-01,3.05828
2021-06-02,3.0864
2021-06-03,3.35825
2021-06-04,2.86845
2021-06-05,0.52729
2021-06-06,0.44526
2021-06-07,2.65754
2021-06-08,2.8872
2021-06-09,2.97157
2021-06-10,3.916
2021-06-11,3.61369
2021-06-12,0.614
2021-06-13,0.58587
2021-06-14,5.53771
2021-06-15,5.15103
2021-06-16,3.97225
2021-06-17,3.49417
2021-06-18,4.15504
2021-06-19,1.02177
2021-06-20,0.93271
2021-06-21,4.06364
2021-06-22,3.7004
2021-06-23,3.26685
2021-06-24,3.09343
2021-06-25,3.02078
2021-06-26,0.62571
2021-06-27,0.53666
2021-06-28,3.01375
2021-06-29,23.85226
2021-06-30,14.50868
2021-07-01,17.34433
2021-07-02,14.33526
2021-07-03,3.75664
2021-07-04,4.27456
2021-07-05,13.88296
2021-07-06,12.02221
2021-07-07,10.35597
2021-07-08,8.87722
2021-07-09,8.74833
2021-07-10,1.8748
2021-07-11,1.8584
2021-07-12,8.83972
2021-07-13,7.60469
2021-07-14,7.93981
2021-07-15,8.44367
2021-07-16,8.1062
2021-07-17,1.58655
2021-07-18,1.42016
2021-07-19,10.10522
2021-07-20,10.76609
2021-07-21,11.79958
2021-07-22,9.78181
2021-07-23,8.15073
2021-07-24,1.46235
2021-07-25,1.48109
2021-07-26,7.95387
2021-07-27,6.61339
2021-07-28,5.8119
2021-07-29,6.27826
2021-07-30,7.65625
2021-07-31,1.23268
2021-08-01,0.93271
2021-08-02,6.90632
2021-08-03,12.18157
2021-08-04,8.51163
2021-08-05,7.11724
2021-08-06,5.56818
2021-08-07,0.91396
2021-08-08,0.8835
2021-08-09,5.78847
2021-08-10,5.49553
2021-08-11,5.61505
2021-08-12,5.90565
2021-08-13,6.93679
2021-08-14,1.01942
2021-08-15,0.74289
2021-08-16,1.31939
2021-08-17,5.18853
2021-08-18,5.08542
2021-08-19,11.82067
2021-08-20,10.29036
2021-08-21,1.29361
2021-08-22,1.26549
2021-08-23,8.12026
2021-08-24,6.46574
2021-08-25,7.00475
2021-08-26,43.51198
2021-08-27,58.42141
2021-08-28,12.80729
2021-08-29,9.90133
2021-08-30,53.94998
2021-08-31,41.52234
2021-09-01,29.97586
2021-09-02,25.39663
2021-09-03,20.53853
2021-09-04,5.54006
2021-09-05,4.8581
2021-09-06,19.30819
2021-09-07,17.62789
2021-09-08,15.95697
2021-09-09,14.122
2021-09-10,14.8813
2021-09-11,2.66222
2021-09-12,2.29898
2021-09-13,12.07143
2021-09-14,12.17688
2021-09-15,11.66131
2021-09-16,10.18959
2021-09-17,9.52871
2021-09-18,2.34116
2021-09-19,1.88418
2021-09-20,1.79981
2021-09-21,1.78575
2021-09-22,1.86543
2021-09-23,9.29905
2021-09-24,11.5371
2021-09-25,2.71378
2021-09-26,2.20055
2021-09-27,10.63017
2021-09-28,8.59834
2021-09-29,8.75536
2021-09-30,8.58428
2021-10-01,13.35333
2021-10-02,2.23805
2021-10-03,1.82793
2021-10-04,2.40678
2021-10-05,11.39884
2021-10-06,10.75203
2021-10-07,13.69079
2021-10-08,10.95826
2021-10-09,1.86309
2021-10-10,1.42954
2021-10-11,1.842
2021-10-12,11.26057
2021-10-13,13.23146
2021-10-14,12.74167
2021-10-15,11.07543
2021-10-16,2.84268
2021-10-17,2.11384
2021-10-18,11.83239
2021-10-19,14.88598
2021-10-20,16.06946
2021-10-21,24.29284
2021-10-22,19.99484
2021-10-23,3.74961
2021-10-24,3.3559
2021-10-25,17.41463
2021-10-26,21.22987
2021-10-27,20.94162
2021-10-28,23.29685
2021-10-29,18.24424
2021-10-30,3.74024
2021-10-31,3.3395
2021-11-01,19.62691
2021-11-02,19.7933
2021-11-03,17.82006
2021-11-04,22.5024
2021-11-05,24.09364
2021-11-06,5.6338
2021-11-07,5.21665
2021-11-08,26.68088
2021-11-09,23.39293
2021-11-10,29.54231
2021-11-11,37.51962
2021-11-12,29.80947
2021-11-13,6.23842
2021-11-14,5.65489
2021-11-15,29.19078
2021-11-16,55.29985
2021-11-17,43.15577
2021-11-18,35.36828
2021-11-19,29.90555
2021-11-20,6.74931
2021-11-21,6.25014
2021-11-22,28.07527
2021-11-23,22.78831
2021-11-24,24.48501
2021-11-25,25.4271
2021-11-26,23.72337
2021-11-27,4.78779
2021-11-28,3.97928
2021-11-29,23.59916
2021-11-30,24.7217
2021-12-01,22.76253
2021-12-02,29.02439
2021-12-03,24.84591
2021-12-04,4.29565
2021-12-05,3.50589
2021-12-06,20.876
2021-12-07,22.26102
2021-12-08,21.03302
2021-12-09,26.67854
2021-12-10,23.51714
2021-12-11,5.13463
2021-12-12,4.27456
2021-12-13,22.23055
2021-12-14,18.53717
2021-12-15,17.84115
2021-12-16,20.02999
2021-12-17,16.50301
2021-12-18,3.40043
2021-12-19,3.15905
2021-12-20,18.2044
2021-12-21,16.63893
2021-12-22,16.40927
2021-12-23,15.70856
2021-12-24,15.26329
2021-12-25,2.86377
2021-12-26,4.1527
2021-12-27,19.95969
2021-12-28,27.73312
2021-12-29,25.29352
2021-12-30,22.43912
2021-12-31,6.28295
2022-01-01,3.96756
2022-01-02,3.67931
2022-01-03,21.51109
2022-01-04,19.1957
2022-01-05,17.81069
2022-01-06,24.55297
2022-01-07,21.7431
2022-01-08,3.57619
2022-01-09,3.32075
2022-01-10,19.53551
2022-01-11,18.14581
2022-01-12,16.77017
2022-01-13,15.2961
2022-01-14,13.31817
2022-01-15,2.8708
2022-01-16,2.53567
2022-01-17,11.39884
2022-01-18,12.61981
2022-01-19,13.78453
2022-01-20,14.95394
2022-01-21,14.0681
2022-01-22,3.21998
2022-01-23,2.51224
2022-01-24,16.9928
2022-01-25,15.27735
2022-01-26,17.5365
2022-01-27,15.64762
2022-01-28,14.83208
2022-01-29,2.75362
2022-01-30,2.04354
2022-01-31,2.34351
2022-02-01,2.24039
2022-02-02,2.40444
2022-02-03,14.97972
2022-02-04,16.03665
2022-02-05,3.45902
2022-02-06,3.16374
2022-02-07,18.3661
2022-02-08,16.94124
2022-02-09,16.06008
2022-02-10,15.38749
2022-02-11,14.63288
2022-02-12,3.12155
2022-02-13,2.37632
2022-02-14,15.07112
2022-02-15,23.95537
2022-02-16,22.99453
2022-02-17,18.9426
2022-02-18,14.51805
2022-02-19,2.62942
2022-02-20,2.1654
2022-02-21,13.45878
2022-02-22,11.48555
2022-02-23,11.73865
2022-02-24,11.53007
2022-02-25,11.48555
2022-02-26,2.05291
2022-02-27,1.6967
2022-02-28,10.26223
2022-03-01,2.66457
2022-03-02,14.52977
2022-03-03,14.0142
2022-03-04,10.93482
2022-03-05,1.89355
2022-03-06,1.67092
2022-03-07,13.33692
2022-03-08,15.41562
2022-03-09,2.59426
2022-03-10,14.42431
2022-03-11,14.03529
2022-03-12,2.59426
2022-03-13,2.35522
2022-03-14,11.56757
2022-03-15,11.27463
2022-03-16,11.98472
2022-03-17,13.64627
2022-03-18,14.72662
2022-03-19,3.27857
2022-03-20,2.70206
2022-03-21,15.41093
2022-03-22,13.12835
2022-03-23,12.55653
2022-03-24,12.20266
2022-03-25,11.06606
2022-03-26,2.40913
2022-03-27,1.88652
2022-03-28,12.24016
2022-03-29,12.58465
2022-03-30,12.06674
2022-03-31,12.69246
2022-04-01,11.44336
2022-04-02,2.14196
2022-04-03,1.82793
2022-04-04,12.27765
2022-04-05,12.68074
2022-04-06,13.53612
2022-04-07,12.94556
2022-04-08,14.09856
2022-04-09,3.10515
2022-04-10,2.24742
2022-04-11,11.95659
2022-04-12,18.23721
2022-04-13,14.71725
2022-04-14,15.58201
2022-04-15,16.38114
2022-04-16,4.00506
2022-04-17,3.09577
2022-04-18,15.4953
2022-04-19,13.7072
2022-04-20,18.79262
2022-04-21,19.66909
2022-04-22,17.82943
2022-04-23,3.25982
2022-04-24,3.62072
2022-04-25,18.56998
2022-04-26,32.47638
2022-04-27,100.0
2022-04-28,71.67397
2022-04-29,37.78444
2022-04-30,10.00445
2022-05-01,7.8906
2022-05-02,33.156
2022-05-03,31.4054
2022-05-04,22.06885
2022-05-05,5.24477
2022-05-06,21.71029
2022-05-07,4.54172
2022-05-08,4.43861
2022-05-09,20.24794
2022-05-10,20.81741
2022-05-11,17.60446
2022-05-12,19.94094
2022-05-13,18.87698
2022-05-14,4.08005
2022-05-15,3.35825
2022-05-16,16.02493
2022-05-17,15.48592
2022-05-18,15.42968
2022-05-19,13.5619
2022-05-20,15.44374
2022-05-21,3.13327
2022-05-22,2.71613
2022-05-23,16.21944
2022-05-24,15.42265
2022-05-25,20.60415
2022-05-26,18.64029
2022-05-27,13.96733
2022-05-28,2.37866
2022-05-29,2.04119
2022-05-30,15.45311
2022-05-31,14.44306
2022-06-01,3.09343
2022-06-02,11.5582
2022-06-03,10.91373
2022-06-04,2.06932
2022-06-05,1.64045
2022-06-06,1.98495
2022-06-07,10.18021
2022-06-08,10.88092
2022-06-09,10.82233
2022-06-10,10.13803
2022-06-11,1.99667
2022-06-12,1.73185
2022-06-13,11.69178
2022-06-14,11.58866
2022-06-15,11.57226
2022-06-16,10.98872
2022-06-17,9.81931
2022-06-18,1.81622
2022-06-19,1.48813
2022-06-20,11.63553
2022-06-21,11.35197
2022-06-22,10.86217
2022-06-23,11.92378
2022-06-24,11.7902
2022-06-25,2.04588
2022-06-26,1.73888
2022-06-27,11.18089
2022-06-28,9.46778
2022-06-29,9.32014
2022-06-30,9.22875
2022-07-01,10.26458
2022-07-02,2.02479
2022-07-03,1.50922
2022-07-04,10.47549
2022-07-05,9.56387
2022-07-06,9.23578
2022-07-07,8.43429
2022-07-08,8.00543
2022-07-09,1.52796
2022-07-10,1.30064
2022-07-11,9.19594
2022-07-12,8.32181
2022-07-13,9.33889
2022-07-14,8.8116
2022-07-15,8.20697
2022-07-16,1.40845
2022-07-17,1.27721
2022-07-18,8.51163
2022-07-19,7.71718
2022-07-20,8.69442
2022-07-21,8.64521
2022-07-22,7.44299
2022-07-23,1.2608
2022-07-24,1.13191
2022-07-25,7.70312
2022-07-26,7.48517
2022-07-27,7.47814
2022-07-28,7.92575
2022-07-29,8.57256
2022-07-30,1.38267
2022-07-31,1.19753
2022-08-01,7.92575
2022-08-02,6.77978
2022-08-03,19.58238
2022-08-04,17.15216
2022-08-05,13.02055
2022-08-06,2.24274
2022-08-07,1.9662
2022-08-08,13.56893
2022-08-09,12.83541
2022-08-10,10.75203
2022-08-11,13.88062
2022-08-12,13.87359
2022-08-13,2.32476
2022-08-14,1.67795
2022-08-15,1.90058
2022-08-16,11.94253
2022-08-17,9.92711
2022-08-18,8.82566
2022-08-19,8.42726
2022-08-20,1.27721
2022-08-21,1.15535
2022-08-22,7.78514
2022-08-23,7.39378
2022-08-24,8.58662
2022-08-25,8.69442
2022-08-26,7.82967
2022-08-27,1.19284
2022-08-28,1.08973
2022-08-29,7.74296
2022-08-30,7.76639
2022-08-31,7.66328
2022-09-01,7.20161
2022-09-02,6.49621
2022-09-03,1.0288
2022-09-04,0.8999
2022-09-05,6.64619
2022-09-06,6.39778
2022-09-07,6.5009
2022-09-08,6.4634
2022-09-09,1.12957
2022-09-10,0.76398
2022-09-11,0.85303
2022-09-12,1.14832
2022-09-13,8.49288
2022-09-14,6.84071
2022-09-15,6.05329
2022-09-16,5.78144
2022-09-17,1.10145
2022-09-18,0.84835
2022-09-19,6.52199
2022-09-20,6.16343
2022-09-21,6.92507
2022-09-22,6.32045
2022-09-23,5.50725
2022-09-24,0.96787
2022-09-25,0.88116
2022-09-26,6.05797
2022-09-27,7.59766
2022-09-28,7.87185
2022-09-29,6.9532
2022-09-30,6.26186
2022-10-01,0.92334
2022-10-02,0.78742
2022-10-03,1.01005
2022-10-04,6.22436
2022-10-05,8.19291
2022-10-06,6.35091
2022-10-07,6.02048
2022-10-08,1.02645
2022-10-09,0.73117
2022-10-10,1.02177
2022-10-11,7.22036
2022-10-12,7.41487
2022-10-13,13.17756
2022-10-14,8.90768
2022-10-15,1.60061
2022-10-16,1.2608
2022-10-17,8.10152
2022-10-18,7.93044
2022-10-19,7.90232
2022-10-20,5.80722
2022-10-21,5.26352
2022-10-22,0.9913
2022-10-23,0.83897
2022-10-24,6.09078
2022-10-25,5.51194
2022-10-26,5.73926
2022-10-27,6.10016
2022-10-28,5.61739
2022-10-29,1.07332
2022-10-30,0.62806
2022-10-31,5.24946
2022-11-01,5.31274
2022-11-02,8.58897
2022-11-03,6.47043
2022-11-04,6.18921
2022-11-05,0.96787
2022-11-06,0.81788
2022-11-07,6.59464
2022-11-08,7.22973
2022-11-09,10.63485
2022-11-10,12.25422
2022-11-11,11.359
2022-11-12,1.66623
2022-11-13,1.19519
2022-11-14,8.69208
2022-11-15,8.49523
2022-11-16,8.08277
2022-11-17,7.86716
2022-11-18,7.24379
2022-11-19,1.14363
2022-11-20,1.03114
2022-11-21,6.2642
2022-11-22,5.67832
2022-11-23,7.36565
2022-11-24,7.4922
2022-11-25,7.51095
2022-11-26,1.34986
2022-11-27,0.92334
2022-11-28,5.80487
2022-11-29,5.66895
2022-11-30,5.33383
2022-12-01,6.36966
2022-12-02,6.04391
2022-12-03,0.7921
2022-12-04,0.74054
2022-12-05,5.87049
2022-12-06,4.89559
2022-12-07,5.4885
2022-12-08,6.28529
2022-12-09,6.32279
2022-12-10,0.92568
2022-12-11,0.9749
2022-12-12,7.60469
2022-12-13,6.372
2022-12-14,6.74462
2022-12-15,5.44866
2022-12-16,4.98464
2022-12-17,0.92568
2022-12-18,0.78038
2022-12-19,5.46741
2022-12-20,4.912
2022-12-21,5.05964
2022-12-22,4.94012
2022-12-23,4.92606
2022-12-24,0.86006
2022-12-25,0.71477
2022-12-26,5.37601
2022-12-27,4.88153
2022-12-28,5.02683
2022-12-29,8.54913
2022-12-30,2.24039
2022-12-31,0.92334
2023-01-01,0.71711
2023-01-02,6.69072
2023-01-03,5.33852
2023-01-04,6.21733
2023-01-05,7.30707
2023-01-06,6.25483
2023-01-07,0.95615
2023-01-08,0.84366
2023-01-09,6.19624
2023-01-10,5.96189
2023-01-11,5.8869
2023-01-12,5.61974
2023-01-13,5.67129
2023-01-14,0.86709
2023-01-15,0.69602
2023-01-16,6.80321
2023-01-17,5.55177
2023-01-18,5.54709
2023-01-19,4.837
2023-01-20,4.61437
2023-01-21,0.75461
2023-01-22,0.54135
2023-01-23,0.65618
2023-01-24,0.88116
2023-01-25,6.69072
2023-01-26,6.56183
2023-01-27,6.05563
2023-01-28,0.99364
2023-01-29,0.86241
2023-01-30,5.48616
2023-01-31,4.88622
2023-02-01,5.06667
2023-02-02,7.40549
2023-02-03,8.76707
2023-02-04,1.28893
2023-02-05,1.10379
2023-02-06,6.58995
2023-02-07,6.14703
2023-02-08,7.71015
2023-02-09,7.05865
2023-02-10,5.91268
2023-02-11,0.93037
2023-02-12,0.70774
2023-02-13,5.35492
2023-02-14,7.84842
2023-02-15,7.26254
2023-02-16,8.54913
2023-02-17,6.36966
2023-02-18,0.95849
2023-02-19,0.78976
2023-02-20,7.69609
2023-02-21,6.48918
2023-02-22,6.00642
2023-02-23,6.03923
2023-02-24,5.28461
2023-02-25,0.76867
2023-02-26,0.67258
2023-02-27,4.75498
2023-02-28,5.71582
2023-03-01,1.05223
2023-03-02,5.83768
2023-03-03,5.35492
2023-03-04,0.87647
2023-03-05,0.64915
2023-03-06,5.45335
2023-03-07,5.3807
2023-03-08,5.29633
2023-03-09,4.96121
2023-03-10,4.93309
2023-03-11,0.78273
2023-03-12,0.69836
2023-03-13,6.4095
2023-03-14,4.97293
2023-03-15,5.73926
2023-03-16,5.06901
2023-03-17,6.16343
2023-03-18,0.92803
2023-03-19,0.74992
2023-03-20,5.40882
2023-03-21,5.74629
2023-03-22,6.89226
2023-03-23,6.73056
2023-03-24,8.29134
2023-03-25,1.50922
2023-03-26,1.13894
2023-03-27,6.9321
2023-03-28,6.84774
2023-03-29,6.98835
2023-03-30,6.36497
2023-03-31,5.93142
2023-04-01,0.96318
2023-04-02,0.81085
2023-04-03,6.10016
2023-04-04,5.97595
2023-04-05,7.12193
2023-04-06,6.50324
2023-04-07,6.98366
2023-04-08,1.06161
2023-04-09,0.88819
2023-04-10,6.14234
2023-04-11,6.2478
2023-04-12,6.54542
2023-04-13,7.46174
2023-04-14,9.39513
2023-04-15,1.35689
2023-04-16,0.98427
2023-04-17,7.48517
2023-04-18,7.29066
2023-04-19,6.83836
2023-04-20,6.47981
2023-04-21,5.67129
2023-04-22,0.85069
2023-04-23,0.73586
2023-04-24,5.42757
2023-04-25,5.76035
2023-04-26,6.20327
2023-04-27,5.78847
2023-04-28,6.02985
2023-04-29,1.23737
2023-04-30,0.92568
2023-05-01,1.47641
2023-05-02,6.68369
2023-05-03,5.51428
2023-05-04,6.09078
2023-05-05,1.08738
2023-05-06,0.82257
2023-05-07,0.86241
2023-05-08,5.833
2023-05-09,5.23071
2023-05-10,6.16109
2023-05-11,6.48684
2023-05-12,5.80019
2023-05-13,0.94912
2023-05-14,0.84366
2023-05-15,7.70781
2023-05-16,6.53371
2023-05-17,6.02751
2023-05-18,5.71582
2023-05-19,5.67598
2023-05-20,0.89287
2023-05-21,0.82491
2023-05-22,5.80487
2023-05-23,5.37836
2023-05-24,5.2893
2023-05-25,8.828
2023-05-26,6.41653
2023-05-27,0.8296
2023-05-28,0.91865
2023-05-29,1.14129
2023-05-30,5.88924
