date,에이다코인
2020-12-28,6.97404
2020-12-29,15.2385
2020-12-30,10.35232
2020-12-31,6.71306
2021-01-01,5.27765
2021-01-02,5.43714
2021-01-03,11.33826
2021-01-04,21.4296
2021-01-05,13.51312
2021-01-06,36.59562
2021-01-07,32.2169
2021-01-08,21.4441
2021-01-09,13.64361
2021-01-10,14.12208
2021-01-11,13.7016
2021-01-12,12.88966
2021-01-13,9.0909
2021-01-14,9.94635
2021-01-15,8.98941
2021-01-16,11.26576
2021-01-17,22.63302
2021-01-18,18.73278
2021-01-19,11.46875
2021-01-20,8.52544
2021-01-21,8.07597
2021-01-22,8.75743
2021-01-23,6.90155
2021-01-24,5.17616
2021-01-25,6.0171
2021-01-26,5.10366
2021-01-27,5.27765
2021-01-28,5.13266
2021-01-29,5.20516
2021-01-30,3.66826
2021-01-31,6.0606
2021-02-01,9.30839
2021-02-02,23.44497
2021-02-03,14.35406
2021-02-04,9.1634
2021-02-05,18.74728
2021-02-06,18.15282
2021-02-07,52.50108
2021-02-08,24.79338
2021-02-09,22.12556
2021-02-10,46.74496
2021-02-11,59.37364
2021-02-12,34.98622
2021-02-13,30.54951
2021-02-14,31.46295
2021-02-15,27.05524
2021-02-16,21.85007
2021-02-17,22.15455
2021-02-18,28.27316
2021-02-19,25.54733
2021-02-20,51.10917
2021-02-21,47.84688
2021-02-22,34.75424
2021-02-23,27.27272
2021-02-24,19.83471
2021-02-25,18.99376
2021-02-26,29.37509
2021-02-27,85.67493
2021-02-28,31.30346
2021-03-01,22.64752
2021-03-02,22.63302
2021-03-03,18.80527
2021-03-04,19.02276
2021-03-05,18.18181
2021-03-06,10.7148
2021-03-07,12.42569
2021-03-08,13.15064
2021-03-09,14.86153
2021-03-10,10.00434
2021-03-11,13.17964
2021-03-12,17.50036
2021-03-13,21.54559
2021-03-14,15.3255
2021-03-15,16.25344
2021-03-16,14.35406
2021-03-17,31.46295
2021-03-18,31.85442
2021-03-19,33.02885
2021-03-20,16.94939
2021-03-21,13.02015
2021-03-22,15.51399
2021-03-23,13.09264
2021-03-24,9.54037
2021-03-25,7.6555
2021-03-26,10.20733
2021-03-27,8.00347
2021-03-28,8.72843
2021-03-29,10.84529
2021-03-30,13.86109
2021-03-31,15.45599
2021-04-01,18.19631
2021-04-02,16.97839
2021-04-03,17.10888
2021-04-04,14.78903
2021-04-05,17.77584
2021-04-06,24.24242
2021-04-07,20.89314
2021-04-08,14.70204
2021-04-09,14.96302
2021-04-10,13.64361
2021-04-11,17.42786
2021-04-12,19.53023
2021-04-13,21.02363
2021-04-14,32.75337
2021-04-15,21.61809
2021-04-16,23.53197
2021-04-17,23.54646
2021-04-18,16.36943
2021-04-19,17.96433
2021-04-20,13.8321
2021-04-21,15.81847
2021-04-22,11.03378
2021-04-23,10.97578
2021-04-24,8.69943
2021-04-25,7.30752
2021-04-26,7.85848
2021-04-27,8.81542
2021-04-28,10.19283
2021-04-29,14.10758
2021-04-30,13.32463
2021-05-01,12.96215
2021-05-02,12.12121
2021-05-03,11.52675
2021-05-04,12.2952
2021-05-05,13.54211
2021-05-06,29.52008
2021-05-07,27.46121
2021-05-08,17.93533
2021-05-09,46.36798
2021-05-10,43.19269
2021-05-11,19.8492
2021-05-12,19.34174
2021-05-13,43.97564
2021-05-14,54.06698
2021-05-15,97.44816
2021-05-16,100.0
2021-05-17,47.12193
2021-05-18,29.91155
2021-05-19,29.88255
2021-05-20,23.82195
2021-05-21,17.38437
2021-05-22,15.51399
2021-05-23,16.02145
2021-05-24,16.26794
2021-05-25,14.26707
2021-05-26,16.45643
2021-05-27,12.78816
2021-05-28,10.85979
2021-05-29,8.94591
2021-05-30,14.39756
2021-05-31,19.34174
2021-06-01,16.47092
2021-06-02,15.19501
2021-06-03,13.7161
2021-06-04,10.87429
2021-06-05,6.97404
2021-06-06,7.22053
2021-06-07,9.39538
2021-06-08,9.32289
2021-06-09,10.41032
2021-06-10,8.06147
2021-06-11,7.26402
2021-06-12,12.33869
2021-06-13,10.48281
2021-06-14,9.59837
2021-06-15,8.58344
2021-06-16,6.20559
2021-06-17,6.0026
2021-06-18,6.87255
2021-06-19,6.80005
2021-06-20,5.59663
2021-06-21,8.11947
2021-06-22,10.14934
2021-06-23,9.40988
2021-06-24,7.49601
2021-06-25,6.51007
2021-06-26,4.45121
2021-06-27,4.16122
2021-06-28,4.23372
2021-06-29,5.16166
2021-06-30,4.30622
2021-07-01,4.75569
2021-07-02,3.98724
2021-07-03,5.10366
2021-07-04,5.29215
2021-07-05,5.00217
2021-07-06,4.32071
2021-07-07,3.76975
2021-07-08,4.26272
2021-07-09,3.49427
2021-07-10,2.9868
2021-07-11,2.60983
2021-07-12,2.85631
2021-07-13,3.10279
2021-07-14,3.56676
2021-07-15,3.72625
2021-07-16,3.42177
2021-07-17,2.60983
2021-07-18,2.62432
2021-07-19,3.32028
2021-07-20,4.40771
2021-07-21,3.74075
2021-07-22,3.32028
2021-07-23,3.47977
2021-07-24,3.16079
2021-07-25,3.39277
2021-07-26,5.72712
2021-07-27,4.4947
2021-07-28,4.6107
2021-07-29,3.65376
2021-07-30,3.61026
2021-07-31,4.03073
2021-08-01,5.11816
2021-08-02,5.55313
2021-08-03,7.67
2021-08-04,7.38002
2021-08-05,6.42308
2021-08-06,5.07467
2021-08-07,6.0316
2021-08-08,7.01754
2021-08-09,6.1186
2021-08-10,10.10584
2021-08-11,20.92214
2021-08-12,16.7899
2021-08-13,28.09917
2021-08-14,22.50253
2021-08-15,14.61505
2021-08-16,12.97665
2021-08-17,11.55574
2021-08-18,9.48238
2021-08-19,13.57111
2021-08-20,33.8118
2021-08-21,16.20994
2021-08-22,21.4441
2021-08-23,35.53719
2021-08-24,26.69276
2021-08-25,17.70334
2021-08-26,14.70204
2021-08-27,15.16601
2021-08-28,17.45686
2021-08-29,13.19414
2021-08-30,11.26576
2021-08-31,9.74336
2021-09-01,11.68624
2021-09-02,17.99333
2021-09-03,13.36813
2021-09-04,12.74467
2021-09-05,12.84616
2021-09-06,13.42612
2021-09-07,21.99507
2021-09-08,14.25257
2021-09-09,11.83123
2021-09-10,13.17964
2021-09-11,21.27011
2021-09-12,21.22662
2021-09-13,20.25518
2021-09-14,11.43975
2021-09-15,12.38219
2021-09-16,6.46657
2021-09-17,6.24909
2021-09-18,5.30665
2021-09-19,4.87168
2021-09-20,6.0896
2021-09-21,5.35015
2021-09-22,6.0461
2021-09-23,8.17746
2021-09-24,9.04741
2021-09-25,11.36726
2021-09-26,9.67087
2021-09-27,5.58213
2021-09-28,4.92967
2021-09-29,3.88574
2021-09-30,4.4947
2021-10-01,4.13223
2021-10-02,4.39321
2021-10-03,4.13223
2021-10-04,5.03117
2021-10-05,5.72712
2021-10-06,6.58257
2021-10-07,6.97404
2021-10-08,5.10366
2021-10-09,3.50877
2021-10-10,4.5092
2021-10-11,4.5672
2021-10-12,5.84312
2021-10-13,5.29215
2021-10-14,5.01667
2021-10-15,4.71219
2021-10-16,5.36465
2021-10-17,3.81325
2021-10-18,4.5382
2021-10-19,5.17616
2021-10-20,6.20559
2021-10-21,6.95954
2021-10-22,5.90111
2021-10-23,3.61026
2021-10-24,3.78425
2021-10-25,4.39321
2021-10-26,4.78468
2021-10-27,5.30665
2021-10-28,6.64056
2021-10-29,5.93011
2021-10-30,6.82905
2021-10-31,8.69943
2021-11-01,7.67
2021-11-02,8.75743
2021-11-03,11.17877
2021-11-04,6.97404
2021-11-05,5.78512
2021-11-06,4.43671
2021-11-07,4.37871
2021-11-08,6.81455
2021-11-09,14.00608
2021-11-10,8.46744
2021-11-11,5.84312
2021-11-12,6.0896
2021-11-13,4.5092
2021-11-14,4.32071
2021-11-15,5.79962
2021-11-16,7.01754
2021-11-17,8.69943
2021-11-18,7.30752
2021-11-19,7.67
2021-11-20,6.46657
2021-11-21,6.97404
2021-11-22,6.90155
2021-11-23,6.69856
2021-11-24,37.85703
2021-11-25,21.29911
2021-11-26,12.75917
2021-11-27,7.39451
2021-11-28,7.554
2021-11-29,8.07597
2021-11-30,8.33695
2021-12-01,7.93098
2021-12-02,15.93446
2021-12-03,10.35232
2021-12-04,6.90155
2021-12-05,6.26359
2021-12-06,6.27809
2021-12-07,5.23415
2021-12-08,5.85761
2021-12-09,4.5817
2021-12-10,4.03073
2021-12-11,6.0461
2021-12-12,5.45164
2021-12-13,3.56676
2021-12-14,4.20472
2021-12-15,3.65376
2021-12-16,4.32071
2021-12-17,3.76975
2021-12-18,2.88531
2021-12-19,3.34928
2021-12-20,4.16122
2021-12-21,3.82775
2021-12-22,4.5962
2021-12-23,4.4802
2021-12-24,5.06017
2021-12-25,4.00173
2021-12-26,4.5962
2021-12-27,11.12077
2021-12-28,6.30709
2021-12-29,3.79875
2021-12-30,3.08829
2021-12-31,3.29128
2022-01-01,3.47977
2022-01-02,3.59576
2022-01-03,4.69769
2022-01-04,3.81325
2022-01-05,3.17529
2022-01-06,3.59576
2022-01-07,3.0158
2022-01-08,2.23285
2022-01-09,3.72625
2022-01-10,3.98724
2022-01-11,3.72625
2022-01-12,3.56676
2022-01-13,4.00173
2022-01-14,2.78381
2022-01-15,2.45034
2022-01-16,10.17833
2022-01-17,26.0258
2022-01-18,16.49992
2022-01-19,8.03247
2022-01-20,6.24909
2022-01-21,4.65419
2022-01-22,4.85718
2022-01-23,3.92924
2022-01-24,3.98724
2022-01-25,3.81325
2022-01-26,3.43627
2022-01-27,3.0593
2022-01-28,2.59533
2022-01-29,3.0448
2022-01-30,2.49383
2022-01-31,2.29085
2022-02-01,2.91431
2022-02-02,3.36378
2022-02-03,3.24778
2022-02-04,3.18979
2022-02-05,4.5237
2022-02-06,4.24822
2022-02-07,5.48064
2022-02-08,7.32202
2022-02-09,5.35015
2022-02-10,4.37871
2022-02-11,3.36378
2022-02-12,2.65332
2022-02-13,3.50877
2022-02-14,3.26228
2022-02-15,2.9433
2022-02-16,2.89981
2022-02-17,2.88531
2022-02-18,2.76931
2022-02-19,3.66826
2022-02-20,4.40771
2022-02-21,3.39277
2022-02-22,4.84268
2022-02-23,3.43627
2022-02-24,5.48064
2022-02-25,3.40727
2022-02-26,3.08829
2022-02-27,3.0593
2022-02-28,2.84181
2022-03-01,4.37871
2022-03-02,3.78425
2022-03-03,3.18979
2022-03-04,2.30535
2022-03-05,2.20385
2022-03-06,1.73988
2022-03-07,2.45034
2022-03-08,2.89981
2022-03-09,2.26185
2022-03-10,2.68232
2022-03-11,2.53733
2022-03-12,3.26228
2022-03-13,3.95824
2022-03-14,5.78512
2022-03-15,4.69769
2022-03-16,3.18979
2022-03-17,2.9868
2022-03-18,2.87081
2022-03-19,2.45034
2022-03-20,3.37828
2022-03-21,3.34928
2022-03-22,5.26315
2022-03-23,7.06104
2022-03-24,10.78729
2022-03-25,5.50964
2022-03-26,3.24778
2022-03-27,2.43584
2022-03-28,4.88618
2022-03-29,4.39321
2022-03-30,3.88574
2022-03-31,4.11773
2022-04-01,3.33478
2022-04-02,3.84225
2022-04-03,2.79831
2022-04-04,6.51007
2022-04-05,4.68319
2022-04-06,3.18979
2022-04-07,2.62432
2022-04-08,2.10236
2022-04-09,1.55139
2022-04-10,1.71088
2022-04-11,2.08786
2022-04-12,2.23285
2022-04-13,1.79788
2022-04-14,1.88487
2022-04-15,2.10236
2022-04-16,1.91387
2022-04-17,1.4064
2022-04-18,1.79788
2022-04-19,1.75438
2022-04-20,1.73988
2022-04-21,1.79788
2022-04-22,1.75438
2022-04-23,1.26141
2022-04-24,1.73988
2022-04-25,2.01536
2022-04-26,2.20385
2022-04-27,2.01536
2022-04-28,1.73988
2022-04-29,1.59489
2022-04-30,1.59489
2022-05-01,2.21835
2022-05-02,1.78338
2022-05-03,1.71088
2022-05-04,2.00086
2022-05-05,1.89937
2022-05-06,1.75438
2022-05-07,1.60939
2022-05-08,2.17485
2022-05-09,5.55313
2022-05-10,3.27678
2022-05-11,3.37828
2022-05-12,6.78555
2022-05-13,5.87211
2022-05-14,4.5527
2022-05-15,4.00173
2022-05-16,4.20472
2022-05-17,3.50877
2022-05-18,3.71175
2022-05-19,3.14629
2022-05-20,2.49383
2022-05-21,2.26185
2022-05-22,2.60983
2022-05-23,2.87081
2022-05-24,2.89981
2022-05-25,2.72582
2022-05-26,2.79831
2022-05-27,3.37828
2022-05-28,2.84181
2022-05-29,2.29085
2022-05-30,3.45077
2022-05-31,18.77627
2022-06-01,5.42264
2022-06-02,4.04523
2022-06-03,3.10279
2022-06-04,3.0448
2022-06-05,1.98637
2022-06-06,3.84225
2022-06-07,2.65332
2022-06-08,7.42351
2022-06-09,6.61157
2022-06-10,3.08829
2022-06-11,3.0158
2022-06-12,4.24822
2022-06-13,5.58213
2022-06-14,5.26315
2022-06-15,4.74119
2022-06-16,4.33521
2022-06-17,2.9578
2022-06-18,2.59533
2022-06-19,4.07423
2022-06-20,3.92924
2022-06-21,4.19022
2022-06-22,5.29215
2022-06-23,3.11729
2022-06-24,3.42177
2022-06-25,2.05886
2022-06-26,2.68232
2022-06-27,2.78381
2022-06-28,3.42177
2022-06-29,2.78381
2022-06-30,3.17529
2022-07-01,2.66782
2022-07-02,2.79831
2022-07-03,2.07336
2022-07-04,2.74032
2022-07-05,2.78381
2022-07-06,2.76931
2022-07-07,2.87081
2022-07-08,2.46483
2022-07-09,3.68276
2022-07-10,2.9723
2022-07-11,3.68276
2022-07-12,3.84225
2022-07-13,4.01623
2022-07-14,2.89981
2022-07-15,3.21879
2022-07-16,2.49383
2022-07-17,3.0013
2022-07-18,3.94374
2022-07-19,3.55226
2022-07-20,4.4657
2022-07-21,2.17485
2022-07-22,2.18935
2022-07-23,1.97187
2022-07-24,3.0158
2022-07-25,2.05886
2022-07-26,1.92837
2022-07-27,1.60939
2022-07-28,2.37784
2022-07-29,5.10366
2022-07-30,3.49427
2022-07-31,2.58083
2022-08-01,2.55183
2022-08-02,2.42134
2022-08-03,1.87037
2022-08-04,2.37784
2022-08-05,2.52283
2022-08-06,2.26185
2022-08-07,1.85587
2022-08-08,2.87081
2022-08-09,2.04436
2022-08-10,1.69638
2022-08-11,2.43584
2022-08-12,2.13136
2022-08-13,2.66782
2022-08-14,6.66956
2022-08-15,2.58083
2022-08-16,2.39234
2022-08-17,2.56633
2022-08-18,1.95737
2022-08-19,2.9288
2022-08-20,1.85587
2022-08-21,1.62389
2022-08-22,1.60939
2022-08-23,1.36291
2022-08-24,1.34841
2022-08-25,1.59489
2022-08-26,2.60983
2022-08-27,1.88487
2022-08-28,1.31941
2022-08-29,1.4934
2022-08-30,1.4789
2022-08-31,1.14542
2022-09-01,1.23241
2022-09-02,0.98593
2022-09-03,2.66782
2022-09-04,7.16253
2022-09-05,3.47977
2022-09-06,2.02986
2022-09-07,1.4064
2022-09-08,1.21792
2022-09-09,1.26141
2022-09-10,1.68189
2022-09-11,1.56589
2022-09-12,1.34841
2022-09-13,2.58083
2022-09-14,2.26185
2022-09-15,1.98637
2022-09-16,1.62389
2022-09-17,1.4354
2022-09-18,1.63839
2022-09-19,1.82688
2022-09-20,2.17485
2022-09-21,2.65332
2022-09-22,3.34928
2022-09-23,3.88574
2022-09-24,2.10236
2022-09-25,1.78338
2022-09-26,2.36334
2022-09-27,2.9578
2022-09-28,1.92837
2022-09-29,1.4209
2022-09-30,1.92837
2022-10-01,1.60939
2022-10-02,1.4789
2022-10-03,1.85587
2022-10-04,1.4934
2022-10-05,1.4934
2022-10-06,1.72538
2022-10-07,1.5369
2022-10-08,1.31941
2022-10-09,1.3919
2022-10-10,2.20385
2022-10-11,3.16079
2022-10-12,2.43584
2022-10-13,6.30709
2022-10-14,2.18935
2022-10-15,3.45077
2022-10-16,2.36334
2022-10-17,2.26185
2022-10-18,2.89981
2022-10-19,3.11729
2022-10-20,2.74032
2022-10-21,5.32115
2022-10-22,1.17442
2022-10-23,1.4644
2022-10-24,1.4354
2022-10-25,1.65289
2022-10-26,3.40727
2022-10-27,1.3919
2022-10-28,1.4354
2022-10-29,2.26185
2022-10-30,3.94374
2022-10-31,2.23285
2022-11-01,1.91387
2022-11-02,1.55139
2022-11-03,1.30491
2022-11-04,1.98637
2022-11-05,2.23285
2022-11-06,1.3919
2022-11-07,1.72538
2022-11-08,1.55139
2022-11-09,1.72538
2022-11-10,1.72538
2022-11-11,1.4934
2022-11-12,1.4064
2022-11-13,1.4934
2022-11-14,2.05886
2022-11-15,1.76888
2022-11-16,1.31941
2022-11-17,1.4209
2022-11-18,1.4209
2022-11-19,1.5224
2022-11-20,1.08742
2022-11-21,1.5079
2022-11-22,1.36291
2022-11-23,1.82688
2022-11-24,1.69638
2022-11-25,2.43584
2022-11-26,1.58039
2022-11-27,1.4644
2022-11-28,1.81238
2022-11-29,1.85587
2022-11-30,2.01536
2022-12-01,1.62389
2022-12-02,1.63839
2022-12-03,1.4644
2022-12-04,0.98593
2022-12-05,1.17442
2022-12-06,1.21792
2022-12-07,1.36291
2022-12-08,2.33434
2022-12-09,1.63839
2022-12-10,1.15992
2022-12-11,1.37741
2022-12-12,2.45034
2022-12-13,2.37784
2022-12-14,1.72538
2022-12-15,2.02986
2022-12-16,2.72582
2022-12-17,2.87081
2022-12-18,1.5369
2022-12-19,1.4209
2022-12-20,1.84138
2022-12-21,2.72582
2022-12-22,2.23285
2022-12-23,1.68189
2022-12-24,0.88444
2022-12-25,0.98593
2022-12-26,1.18892
2022-12-27,1.65289
2022-12-28,1.34841
2022-12-29,1.65289
2022-12-30,1.15992
2022-12-31,0.68145
2023-01-01,0.81194
2023-01-02,1.00043
2023-01-03,1.11642
2023-01-04,1.00043
2023-01-05,1.17442
2023-01-06,1.4789
2023-01-07,1.29041
2023-01-08,2.01536
2023-01-09,5.00217
2023-01-10,1.5369
2023-01-11,1.4354
2023-01-12,1.26141
2023-01-13,1.34841
2023-01-14,1.97187
2023-01-15,1.3919
2023-01-16,1.3919
2023-01-17,1.4789
2023-01-18,1.5224
2023-01-19,1.08742
2023-01-20,0.94243
2023-01-21,1.34841
2023-01-22,1.66739
2023-01-23,1.68189
2023-01-24,1.4644
2023-01-25,1.37741
2023-01-26,1.68189
2023-01-27,1.66739
2023-01-28,1.21792
2023-01-29,1.20342
2023-01-30,1.58039
2023-01-31,0.94243
2023-02-01,1.81238
2023-02-02,1.97187
2023-02-03,1.29041
2023-02-04,0.85544
2023-02-05,0.69595
2023-02-06,1.02943
2023-02-07,1.37741
2023-02-08,1.59489
2023-02-09,0.98593
2023-02-10,1.27591
2023-02-11,1.11642
2023-02-12,0.89894
2023-02-13,0.92793
2023-02-14,0.98593
2023-02-15,2.27635
2023-02-16,2.52283
2023-02-17,1.3919
2023-02-18,1.33391
2023-02-19,1.72538
2023-02-20,1.68189
2023-02-21,2.01536
2023-02-22,1.4934
2023-02-23,1.4209
2023-02-24,1.34841
2023-02-25,1.00043
2023-02-26,0.98593
2023-02-27,1.00043
2023-02-28,1.10192
2023-03-01,1.05843
2023-03-02,1.14542
2023-03-03,1.00043
2023-03-04,0.60896
2023-03-05,0.86994
2023-03-06,0.81194
2023-03-07,1.21792
2023-03-08,1.07293
2023-03-09,0.89894
2023-03-10,0.69595
2023-03-11,0.46396
2023-03-12,0.82644
2023-03-13,1.01493
2023-03-14,1.20342
2023-03-15,1.27591
2023-03-16,1.05843
2023-03-17,1.37741
2023-03-18,1.17442
2023-03-19,0.92793
2023-03-20,1.23241
2023-03-21,1.4789
2023-03-22,3.90024
2023-03-23,2.36334
2023-03-24,1.21792
2023-03-25,0.53646
2023-03-26,1.07293
2023-03-27,1.05843
2023-03-28,1.20342
2023-03-29,2.43584
2023-03-30,1.82688
2023-03-31,2.56633
2023-04-01,3.13179
2023-04-02,1.10192
2023-04-03,2.34884
2023-04-04,2.02986
2023-04-05,1.69638
2023-04-06,1.69638
2023-04-07,1.3919
2023-04-08,1.00043
2023-04-09,0.98593
2023-04-10,1.33391
2023-04-11,2.23285
2023-04-12,2.08786
2023-04-13,2.20385
2023-04-14,3.0013
2023-04-15,3.72625
2023-04-16,2.42134
2023-04-17,1.91387
2023-04-18,1.4209
2023-04-19,1.05843
2023-04-20,1.07293
2023-04-21,1.13092
2023-04-22,1.04393
2023-04-23,0.94243
2023-04-24,1.37741
2023-04-25,1.10192
2023-04-26,1.33391
2023-04-27,1.31941
2023-04-28,0.75395
2023-04-29,0.68145
2023-04-30,0.92793
2023-05-01,0.88444
2023-05-02,1.08742
2023-05-03,1.4934
2023-05-04,0.65245
2023-05-05,0.82644
2023-05-06,0.72495
2023-05-07,1.00043
2023-05-08,1.34841
2023-05-09,1.01493
2023-05-10,1.10192
2023-05-11,1.08742
2023-05-12,1.04393
2023-05-13,1.30491
2023-05-14,1.04393
2023-05-15,1.07293
2023-05-16,1.05843
2023-05-17,0.84094
2023-05-18,0.91344
2023-05-19,0.71045
2023-05-20,0.81194
2023-05-21,0.69595
2023-05-22,0.78294
2023-05-23,0.81194
2023-05-24,0.66695
2023-05-25,0.53646
2023-05-26,0.89894
2023-05-27,0.50746
2023-05-28,0.47846
