date,엔달러환율
2021-05-27,4.29175
2021-05-28,4.95667
2021-05-29,1.67237
2021-05-30,1.20894
2021-05-31,5.25891
2021-06-01,5.23876
2021-06-02,4.79548
2021-06-03,3.70743
2021-06-04,4.81563
2021-06-05,1.08805
2021-06-06,0.58432
2021-06-07,4.37235
2021-06-08,4.59399
2021-06-09,3.90892
2021-06-10,3.72758
2021-06-11,3.78803
2021-06-12,1.22909
2021-06-13,0.66492
2021-06-14,3.04251
2021-06-15,3.56639
2021-06-16,3.62683
2021-06-17,3.64698
2021-06-18,4.91638
2021-06-19,1.20894
2021-06-20,0.48357
2021-06-21,4.23131
2021-06-22,4.65444
2021-06-23,4.3522
2021-06-24,4.67459
2021-06-25,4.3522
2021-06-26,1.34998
2021-06-27,0.9067
2021-06-28,3.78803
2021-06-29,3.98952
2021-06-30,4.04996
2021-07-01,4.3925
2021-07-02,4.3522
2021-07-03,1.41043
2021-07-04,1.28954
2021-07-05,3.50594
2021-07-06,3.80818
2021-07-07,4.19101
2021-07-08,5.25891
2021-07-09,4.89623
2021-07-10,1.22909
2021-07-11,1.18879
2021-07-12,4.21116
2021-07-13,4.09026
2021-07-14,3.94922
2021-07-15,4.71489
2021-07-16,4.15071
2021-07-17,1.30969
2021-07-18,0.86641
2021-07-19,6.66935
2021-07-20,7.05218
2021-07-21,6.02458
2021-07-22,4.17086
2021-07-23,3.56639
2021-07-24,1.18879
2021-07-25,0.92685
2021-07-26,4.63429
2021-07-27,3.2037
2021-07-28,3.94922
2021-07-29,3.42534
2021-07-30,3.62683
2021-07-31,0.9873
2021-08-01,0.54402
2021-08-02,3.90892
2021-08-03,4.83578
2021-08-04,3.98952
2021-08-05,3.10296
2021-08-06,2.82087
2021-08-07,0.82611
2021-08-08,0.72536
2021-08-09,2.61938
2021-08-10,2.69997
2021-08-11,2.82087
2021-08-12,3.244
2021-08-13,3.64698
2021-08-14,1.51118
2021-08-15,0.88656
2021-08-16,1.59177
2021-08-17,5.90368
2021-08-18,4.63429
2021-08-19,5.70219
2021-08-20,5.27906
2021-08-21,1.39028
2021-08-22,0.82611
2021-08-23,4.75518
2021-08-24,4.17086
2021-08-25,3.66713
2021-08-26,4.21116
2021-08-27,3.62683
2021-08-28,1.16864
2021-08-29,0.78581
2021-08-30,3.98952
2021-08-31,3.88877
2021-09-01,3.56639
2021-09-02,3.58654
2021-09-03,3.38504
2021-09-04,0.96715
2021-09-05,0.58432
2021-09-06,2.59923
2021-09-07,3.00221
2021-09-08,3.80818
2021-09-09,4.25146
2021-09-10,3.2037
2021-09-11,0.80596
2021-09-12,0.76566
2021-09-13,3.46564
2021-09-14,3.1634
2021-09-15,3.98952
2021-09-16,3.88877
2021-09-17,3.68728
2021-09-18,0.74551
2021-09-19,0.54402
2021-09-20,1.1082
2021-09-21,1.53133
2021-09-22,1.20894
2021-09-23,3.88877
2021-09-24,4.04996
2021-09-25,0.74551
2021-09-26,0.66492
2021-09-27,2.59923
2021-09-28,2.94176
2021-09-29,3.48579
2021-09-30,3.48579
2021-10-01,3.22385
2021-10-02,0.74551
2021-10-03,0.60447
2021-10-04,1.34998
2021-10-05,3.64698
2021-10-06,3.68728
2021-10-07,3.78803
2021-10-08,3.54624
2021-10-09,0.9067
2021-10-10,0.38283
2021-10-11,1.28954
2021-10-12,4.3119
2021-10-13,3.3246
2021-10-14,3.80818
2021-10-15,3.70743
2021-10-16,1.14849
2021-10-17,0.76566
2021-10-18,3.58654
2021-10-19,3.26415
2021-10-20,3.74773
2021-10-21,3.88877
2021-10-22,3.1634
2021-10-23,1.1082
2021-10-24,0.62462
2021-10-25,3.80818
2021-10-26,3.64698
2021-10-27,3.44549
2021-10-28,3.72758
2021-10-29,3.68728
2021-10-30,1.14849
2021-10-31,0.54402
2021-11-01,3.96937
2021-11-02,3.46564
2021-11-03,3.56639
2021-11-04,3.72758
2021-11-05,3.80818
2021-11-06,0.66492
2021-11-07,0.34253
2021-11-08,3.40519
2021-11-09,3.96937
2021-11-10,3.64698
2021-11-11,3.94922
2021-11-12,3.12311
2021-11-13,1.04775
2021-11-14,0.68506
2021-11-15,3.10296
2021-11-16,3.78803
2021-11-17,3.86862
2021-11-18,3.70743
2021-11-19,3.2843
2021-11-20,0.9873
2021-11-21,1.08805
2021-11-22,3.2843
2021-11-23,4.61414
2021-11-24,4.23131
2021-11-25,4.73503
2021-11-26,5.13802
2021-11-27,1.30969
2021-11-28,1.1082
2021-11-29,4.69474
2021-11-30,5.07757
2021-12-01,5.03727
2021-12-02,5.19846
2021-12-03,4.3522
2021-12-04,1.18879
2021-12-05,0.80596
2021-12-06,3.84847
2021-12-07,3.68728
2021-12-08,3.22385
2021-12-09,3.82832
2021-12-10,3.60668
2021-12-11,1.1082
2021-12-12,0.72536
2021-12-13,3.1634
2021-12-14,3.3649
2021-12-15,4.29175
2021-12-16,3.44549
2021-12-17,3.54624
2021-12-18,1.20894
2021-12-19,0.52387
2021-12-20,4.29175
2021-12-21,3.82832
2021-12-22,3.80818
2021-12-23,3.22385
2021-12-24,2.74027
2021-12-25,0.80596
2021-12-26,0.34253
2021-12-27,2.67983
2021-12-28,3.04251
2021-12-29,2.59923
2021-12-30,3.06266
2021-12-31,2.07535
2022-01-01,0.82611
2022-01-02,0.48357
2022-01-03,2.74027
2022-01-04,2.88132
2022-01-05,4.51339
2022-01-06,5.03727
2022-01-07,4.83578
2022-01-08,1.53133
2022-01-09,1.18879
2022-01-10,3.3649
2022-01-11,3.30445
2022-01-12,4.29175
2022-01-13,3.48579
2022-01-14,3.34475
2022-01-15,1.08805
2022-01-16,0.947
2022-01-17,2.55893
2022-01-18,2.90147
2022-01-19,3.54624
2022-01-20,3.06266
2022-01-21,3.96937
2022-01-22,1.34998
2022-01-23,0.82611
2022-01-24,3.92907
2022-01-25,4.37235
2022-01-26,4.33205
2022-01-27,5.48055
2022-01-28,4.65444
2022-01-29,1.65222
2022-01-30,1.04775
2022-01-31,1.75297
2022-02-01,1.32984
2022-02-02,1.85371
2022-02-03,4.85593
2022-02-04,3.76788
2022-02-05,1.0679
2022-02-06,1.00745
2022-02-07,4.3925
2022-02-08,3.68728
2022-02-09,3.70743
2022-02-10,3.74773
2022-02-11,2.96191
2022-02-12,1.34998
2022-02-13,1.14849
2022-02-14,4.13056
2022-02-15,4.2716
2022-02-16,3.98952
2022-02-17,3.86862
2022-02-18,3.64698
2022-02-19,1.75297
2022-02-20,0.86641
2022-02-21,3.3246
2022-02-22,4.53354
2022-02-23,3.58654
2022-02-24,5.62159
2022-02-25,4.81563
2022-02-26,1.49103
2022-02-27,0.82611
2022-02-28,4.3119
2022-03-01,2.11565
2022-03-02,4.02982
2022-03-03,3.76788
2022-03-04,4.19101
2022-03-05,2.07535
2022-03-06,1.16864
2022-03-07,6.26637
2022-03-08,6.40741
2022-03-09,2.67983
2022-03-10,4.87608
2022-03-11,4.85593
2022-03-12,1.95446
2022-03-13,1.0276
2022-03-14,5.72234
2022-03-15,6.24622
2022-03-16,5.5813
2022-03-17,6.38726
2022-03-18,5.15817
2022-03-19,2.98206
2022-03-20,2.0955
2022-03-21,6.42756
2022-03-22,8.40217
2022-03-23,9.42978
2022-03-24,8.62381
2022-03-25,8.26113
2022-03-26,3.08281
2022-03-27,1.97461
2022-03-28,12.67378
2022-03-29,15.5954
2022-03-30,12.75438
2022-03-31,10.61857
2022-04-01,9.63127
2022-04-02,3.3649
2022-04-03,3.40519
2022-04-04,9.14769
2022-04-05,8.9059
2022-04-06,10.41708
2022-04-07,9.83276
2022-04-08,8.46262
2022-04-09,3.46564
2022-04-10,2.49848
2022-04-11,9.79246
2022-04-12,10.21559
2022-04-13,11.40439
2022-04-14,12.04916
2022-04-15,10.69917
2022-04-16,4.69474
2022-04-17,3.14326
2022-04-18,11.36409
2022-04-19,17.95285
2022-04-20,20.77372
2022-04-21,17.59016
2022-04-22,15.676
2022-04-23,6.22607
2022-04-24,5.15817
2022-04-25,17.7715
2022-04-26,15.65585
2022-04-27,18.8797
2022-04-28,27.06024
2022-04-29,27.34233
2022-04-30,9.34918
2022-05-01,7.17308
2022-05-02,18.59762
2022-05-03,18.43642
2022-05-04,17.48942
2022-05-05,11.36409
2022-05-06,21.41849
2022-05-07,6.99173
2022-05-08,8.05964
2022-05-09,23.53415
2022-05-10,22.12371
2022-05-11,18.33568
2022-05-12,25.6901
2022-05-13,20.65283
2022-05-14,6.46786
2022-05-15,4.11041
2022-05-16,17.06629
2022-05-17,14.68869
2022-05-18,14.36631
2022-05-19,17.46927
2022-05-20,14.28571
2022-05-21,5.64174
2022-05-22,3.62683
2022-05-23,12.10961
2022-05-24,13.3387
2022-05-25,12.65363
2022-05-26,12.73423
2022-05-27,12.41184
2022-05-28,4.55369
2022-05-29,3.2843
2022-05-30,15.75659
2022-05-31,14.5678
2022-06-01,7.11263
2022-06-02,16.01853
2022-06-03,15.13197
2022-06-04,4.73503
2022-06-05,3.98952
2022-06-06,6.66935
2022-06-07,23.95728
2022-06-08,29.33709
2022-06-09,28.14829
2022-06-10,24.07817
2022-06-11,10.31634
2022-06-12,5.27906
2022-06-13,30.2841
2022-06-14,29.23634
2022-06-15,25.7304
2022-06-16,23.69534
2022-06-17,23.23191
2022-06-18,9.40963
2022-06-19,6.30666
2022-06-20,21.39834
2022-06-21,20.35059
2022-06-22,29.94156
2022-06-23,29.43784
2022-06-24,21.53939
2022-06-25,9.14769
2022-06-26,6.50816
2022-06-27,21.72073
2022-06-28,20.08865
2022-06-29,20.41104
2022-06-30,22.24461
2022-07-01,20.99536
2022-07-02,5.86338
2022-07-03,3.86862
2022-07-04,17.71106
2022-07-05,20.71327
2022-07-06,21.53939
2022-07-07,18.8797
2022-07-08,21.27745
2022-07-09,7.27382
2022-07-10,5.19846
2022-07-11,21.31775
2022-07-12,27.68486
2022-07-13,23.09087
2022-07-14,31.61394
2022-07-15,34.61615
2022-07-16,9.9335
2022-07-17,8.40217
2022-07-18,23.23191
2022-07-19,20.63268
2022-07-20,22.04311
2022-07-21,20.37074
2022-07-22,19.42373
2022-07-23,6.6089
2022-07-24,6.36711
2022-07-25,19.10134
2022-07-26,18.33568
2022-07-27,14.5678
2022-07-28,20.22969
2022-07-29,19.82671
2022-07-30,6.97158
2022-07-31,4.91638
2022-08-01,19.16179
2022-08-02,24.96473
2022-08-03,20.29014
2022-08-04,19.76627
2022-08-05,16.09913
2022-08-06,5.96413
2022-08-07,3.94922
2022-08-08,16.42151
2022-08-09,14.22526
2022-08-10,14.12452
2022-08-11,15.43421
2022-08-12,12.81482
2022-08-13,4.04996
2022-08-14,3.06266
2022-08-15,5.64174
2022-08-16,12.83497
2022-08-17,12.69393
2022-08-18,13.43945
2022-08-19,18.8797
2022-08-20,7.7574
2022-08-21,4.15071
2022-08-22,25.14608
2022-08-23,24.34011
2022-08-24,20.59238
2022-08-25,16.88494
2022-08-26,14.36631
2022-08-27,6.04473
2022-08-28,4.69474
2022-08-29,25.50876
2022-08-30,20.67298
2022-08-31,19.32299
2022-09-01,22.82893
2022-09-02,30.62663
2022-09-03,8.96635
2022-09-04,6.02458
2022-09-05,27.8662
2022-09-06,26.05279
2022-09-07,41.14446
2022-09-08,30.2438
2022-09-09,13.82228
2022-09-10,8.84545
2022-09-11,6.89099
2022-09-12,10.71932
2022-09-13,23.5543
2022-09-14,37.92061
2022-09-15,30.74753
2022-09-16,27.20128
2022-09-17,10.47753
2022-09-18,7.19322
2022-09-19,23.5543
2022-09-20,20.83417
2022-09-21,21.41849
2022-09-22,51.21902
2022-09-23,42.13177
2022-09-24,15.81704
2022-09-25,8.62381
2022-09-26,47.35039
2022-09-27,44.75115
2022-09-28,50.53395
2022-09-29,34.77735
2022-09-30,28.61172
2022-10-01,11.78722
2022-10-02,7.95889
2022-10-03,14.28571
2022-10-04,26.61696
2022-10-05,24.5013
2022-10-06,27.01994
2022-10-07,25.6498
2022-10-08,11.44469
2022-10-09,6.91114
2022-10-10,12.83497
2022-10-11,29.69977
2022-10-12,32.98408
2022-10-13,30.96917
2022-10-14,32.90348
2022-10-15,21.1364
2022-10-16,11.0417
2022-10-17,37.39673
2022-10-18,55.04735
2022-10-19,62.68386
2022-10-20,100.0
2022-10-21,94.98287
2022-10-22,41.76909
2022-10-23,18.15434
2022-10-24,71.7711
2022-10-25,54.28168
2022-10-26,45.01309
2022-10-27,40.58029
2022-10-28,37.19524
2022-10-29,18.27523
2022-10-30,9.75216
2022-10-31,34.59601
2022-11-01,41.46685
2022-11-02,36.87285
2022-11-03,45.75861
2022-11-04,34.29377
2022-11-05,13.11706
2022-11-06,7.6768
2022-11-07,34.73705
2022-11-08,46.12129
2022-11-09,52.58915
2022-11-10,43.64295
2022-11-11,68.14426
2022-11-12,19.86701
2022-11-13,13.58049
2022-11-14,44.79145
2022-11-15,37.33628
2022-11-16,31.87588
2022-11-17,30.60648
2022-11-18,28.85351
2022-11-19,9.42978
2022-11-20,6.12532
2022-11-21,25.22667
2022-11-22,25.42816
2022-11-23,21.23715
2022-11-24,25.22667
2022-11-25,20.26999
2022-11-26,8.42232
2022-11-27,5.31936
2022-11-28,22.12371
2022-11-29,19.94761
2022-11-30,20.97521
2022-12-01,31.21096
2022-12-02,23.514
2022-12-03,7.27382
2022-12-04,5.94398
2022-12-05,23.4334
2022-12-06,22.18416
2022-12-07,20.45133
2022-12-08,17.22748
2022-12-09,17.9327
2022-12-10,6.00443
2022-12-11,3.64698
2022-12-12,16.46181
2022-12-13,17.8521
2022-12-14,19.72597
2022-12-15,20.33044
2022-12-16,17.73121
2022-12-17,6.06488
2022-12-18,5.05742
2022-12-19,17.02599
2022-12-20,37.27584
2022-12-21,32.13781
2022-12-22,26.27443
2022-12-23,23.19161
2022-12-24,6.12532
2022-12-25,6.00443
2022-12-26,19.52448
2022-12-27,20.1894
2022-12-28,21.80132
2022-12-29,19.24239
2022-12-30,15.45436
2022-12-31,7.49546
2023-01-01,5.56115
2023-01-02,20.73342
2023-01-03,24.03788
2023-01-04,20.47148
2023-01-05,21.70058
2023-01-06,23.15131
2023-01-07,8.80515
2023-01-08,4.59399
2023-01-09,26.45577
2023-01-10,25.7304
2023-01-11,21.98267
2023-01-12,21.1364
2023-01-13,22.99012
2023-01-14,8.9865
2023-01-15,5.5007
2023-01-16,22.06326
2023-01-17,20.43119
2023-01-18,30.72738
2023-01-19,20.57223
2023-01-20,16.62301
2023-01-21,7.11263
2023-01-22,4.3522
2023-01-23,7.7171
2023-01-24,11.70662
2023-01-25,21.05581
2023-01-26,19.90731
2023-01-27,18.53717
2023-01-28,6.34696
2023-01-29,4.4328
2023-01-30,19.60507
2023-01-31,17.57001
2023-02-01,17.04614
2023-02-02,19.52448
2023-02-03,17.61031
2023-02-04,7.6768
2023-02-05,4.3522
2023-02-06,23.33266
2023-02-07,20.08865
2023-02-08,19.86701
2023-02-09,17.87225
2023-02-10,18.61777
2023-02-11,7.13278
2023-02-12,4.3522
2023-02-13,18.53717
2023-02-14,15.85734
2023-02-15,18.77896
2023-02-16,17.30807
2023-02-17,19.46403
2023-02-18,8.01934
2023-02-19,3.94922
2023-02-20,17.28793
2023-02-21,17.14688
2023-02-22,20.1491
2023-02-23,16.7842
2023-02-24,18.21478
2023-02-25,8.09993
2023-02-26,4.57384
2023-02-27,21.47894
2023-02-28,17.75136
2023-03-01,10.17529
2023-03-02,16.80435
2023-03-03,14.50735
2023-03-04,5.52085
2023-03-05,3.72758
2023-03-06,13.98347
2023-03-07,14.68869
2023-03-08,17.42897
2023-03-09,16.22002
2023-03-10,16.11928
2023-03-11,6.93129
2023-03-12,3.90892
2023-03-13,19.24239
2023-03-14,19.10134
2023-03-15,19.26254
2023-03-16,19.12149
2023-03-17,15.73644
2023-03-18,5.64174
2023-03-19,3.98952
2023-03-20,21.59983
2023-03-21,17.54986
2023-03-22,15.15212
2023-03-23,18.45657
2023-03-24,17.48942
2023-03-25,5.68204
2023-03-26,3.34475
2023-03-27,14.76929
2023-03-28,14.02377
2023-03-29,14.80959
2023-03-30,14.66854
2023-03-31,14.99093
2023-04-01,5.35966
2023-04-02,2.84102
2023-04-03,14.58795
2023-04-04,15.33346
2023-04-05,15.45436
2023-04-06,17.00584
2023-04-07,14.50735
2023-04-08,3.98952
2023-04-09,3.30445
2023-04-10,13.90288
2023-04-11,14.76929
2023-04-12,13.96332
2023-04-13,14.50735
2023-04-14,13.86258
2023-04-15,4.85593
2023-04-16,2.90147
2023-04-17,13.47975
2023-04-18,13.78198
2023-04-19,15.11182
2023-04-20,14.62824
2023-04-21,13.07676
2023-04-22,4.69474
2023-04-23,2.59923
2023-04-24,13.2984
2023-04-25,13.31855
2023-04-26,15.65585
2023-04-27,14.06407
2023-04-28,14.68869
2023-04-29,5.33951
2023-04-30,3.38504
2023-05-01,7.91859
2023-05-02,15.5148
2023-05-03,14.00362
2023-05-04,13.62079
2023-05-05,5.76264
2023-05-06,5.07757
2023-05-07,2.76042
2023-05-08,12.49244
2023-05-09,12.43199
2023-05-10,12.3111
2023-05-11,12.21035
2023-05-12,11.18275
2023-05-13,4.87608
2023-05-14,2.74027
2023-05-15,12.3514
2023-05-16,12.00886
2023-05-17,12.47229
2023-05-18,13.03646
2023-05-19,14.02377
2023-05-20,5.01712
2023-05-21,3.2037
2023-05-22,14.5678
2023-05-23,18.11404
2023-05-24,14.18496
2023-05-25,16.68345
2023-05-26,18.29538
2023-05-27,6.00443
2023-05-28,4.13056
2023-05-29,7.838
