date,미국증시
2020-03-20,62.69297
2020-03-21,45.79249
2020-03-22,9.65505
2020-03-23,38.60727
2020-03-24,74.64234
2020-03-25,69.70719
2020-03-26,73.49985
2020-03-27,59.62615
2020-03-28,41.12768
2020-03-29,9.33804
2020-03-30,27.22357
2020-03-31,50.49763
2020-04-01,56.637
2020-04-02,58.70402
2020-04-03,44.63133
2020-04-04,27.29341
2020-04-05,7.04492
2020-04-06,21.32384
2020-04-07,45.05701
2020-04-08,45.68802
2020-04-09,43.8239
2020-04-10,37.94104
2020-04-11,17.66786
2020-04-12,6.17278
2020-04-13,18.54964
2020-04-14,33.71607
2020-04-15,28.38172
2020-04-16,30.74498
2020-04-17,30.01433
2020-04-18,18.0794
2020-04-19,5.03299
2020-04-20,14.13892
2020-04-21,35.05003
2020-04-22,40.53069
2020-04-23,31.19295
2020-04-24,28.55332
2020-04-25,16.87158
2020-04-26,4.08407
2020-04-27,10.927
2020-04-28,24.47857
2020-04-29,24.16217
2020-04-30,18.71312
2020-05-01,18.83233
2020-05-02,15.97986
2020-05-03,4.46942
2020-05-04,10.29298
2020-05-05,22.6
2020-05-06,26.4604
2020-05-07,28.27816
2020-05-08,21.95906
2020-05-09,13.40917
2020-05-10,3.57951
2020-05-11,10.2138
2020-05-12,23.69975
2020-05-13,27.90425
2020-05-14,29.94087
2020-05-15,26.17862
2020-05-16,13.97214
2020-05-17,3.48167
2020-05-18,10.37938
2020-05-19,27.60831
2020-05-20,31.25436
2020-05-21,26.32011
2020-05-22,23.66934
2020-05-23,13.94776
2020-05-24,3.75021
2020-05-25,11.71906
2020-05-26,22.83001
2020-05-27,23.40111
2020-05-28,24.91269
2020-05-29,22.46754
2020-05-30,13.09578
2020-05-31,3.31278
2020-06-01,9.63548
2020-06-02,20.50107
2020-06-03,21.04748
2020-06-04,22.42509
2020-06-05,22.1406
2020-06-06,13.86436
2020-06-07,3.15232
2020-06-08,8.9825
2020-06-09,22.68942
2020-06-10,22.77672
2020-06-11,25.82909
2020-06-12,57.69429
2020-06-13,24.3723
2020-06-14,5.08567
2020-06-15,22.49765
2020-06-16,46.79379
2020-06-17,34.22214
2020-06-18,30.03721
2020-06-19,25.3459
2020-06-20,15.79381
2020-06-21,3.93806
2020-06-22,10.74185
2020-06-23,23.96588
2020-06-24,24.9738
2020-06-25,40.14173
2020-06-26,32.81983
2020-06-27,23.99478
2020-06-28,5.68477
2020-06-29,19.14151
2020-06-30,36.62273
2020-07-01,32.37879
2020-07-02,30.76545
2020-07-03,27.65799
2020-07-04,12.4166
2020-07-05,3.96365
2020-07-06,12.23507
2020-07-07,25.99016
2020-07-08,26.60882
2020-07-09,25.36638
2020-07-10,24.22328
2020-07-11,13.82192
2020-07-12,3.38382
2020-07-13,10.08525
2020-07-14,33.67693
2020-07-15,29.82165
2020-07-16,28.81553
2020-07-17,25.55453
2020-07-18,12.92508
2020-07-19,3.3766
2020-07-20,9.52168
2020-07-21,23.5137
2020-07-22,24.43131
2020-07-23,24.44395
2020-07-24,31.44673
2020-07-25,16.30981
2020-07-26,3.57439
2020-07-27,9.68064
2020-07-28,22.21526
2020-07-29,23.55524
2020-07-30,25.76587
2020-07-31,26.01846
2020-08-01,13.17465
2020-08-02,2.84012
2020-08-03,7.94989
2020-08-04,19.29896
2020-08-05,20.5402
2020-08-06,22.02048
2020-08-07,25.71469
2020-08-08,16.11865
2020-08-09,4.0064
2020-08-10,11.78319
2020-08-11,27.03541
2020-08-12,32.98722
2020-08-13,28.88357
2020-08-14,25.35795
2020-08-15,14.41409
2020-08-16,3.57168
2020-08-17,13.30682
2020-08-18,28.77941
2020-08-19,29.2912
2020-08-20,33.97347
2020-08-21,33.89098
2020-08-22,16.9926
2020-08-23,4.05487
2020-08-24,12.52619
2020-08-25,30.50113
2020-08-26,31.29109
2020-08-27,30.10013
2020-08-28,24.79137
2020-08-29,13.34926
2020-08-30,3.60058
2020-08-31,11.20547
2020-09-01,24.9729
2020-09-02,23.81174
2020-09-03,29.4628
2020-09-04,100.0
2020-09-05,40.01589
2020-09-06,6.89079
2020-09-07,21.45962
2020-09-08,45.69976
2020-09-09,61.07632
2020-09-10,46.77934
2020-09-11,46.14442
2020-09-12,24.5996
2020-09-13,5.86239
2020-09-14,17.27228
2020-09-15,33.87352
2020-09-16,33.48125
2020-09-17,40.19201
2020-09-18,38.05754
2020-09-19,21.98706
2020-09-20,4.77981
2020-09-21,28.72522
2020-09-22,62.28354
2020-09-23,56.55481
2020-09-24,74.39879
2020-09-25,60.03889
2020-09-26,29.49501
2020-09-27,6.24774
2020-09-28,19.48682
2020-09-29,34.87933
2020-09-30,26.46462
2020-10-01,26.74098
2020-10-02,42.89034
2020-10-03,37.77546
2020-10-04,11.16242
2020-10-05,19.28481
2020-10-06,41.41458
2020-10-07,54.26079
2020-10-08,35.299
2020-10-09,24.29764
2020-10-10,17.05883
2020-10-11,5.12873
2020-10-12,14.74103
2020-10-13,35.13342
2020-10-14,35.83487
2020-10-15,45.35897
2020-10-16,47.84958
2020-10-17,23.30236
2020-10-18,6.00268
2020-10-19,17.54955
2020-10-20,43.99008
2020-10-21,39.74886
2020-10-22,42.05402
2020-10-23,36.34486
2020-10-24,20.23584
2020-10-25,4.8063
2020-10-26,18.45692
2020-10-27,46.15616
2020-10-28,49.34159
2020-10-29,64.50741
2020-10-30,45.94783
2020-10-31,30.73806
2020-11-01,7.21683
2020-11-02,26.29241
2020-11-03,42.83796
2020-11-04,43.2495
2020-11-05,44.20624
2020-11-06,36.25153
2020-11-07,22.93809
2020-11-08,4.88216
2020-11-09,24.48489
2020-11-10,50.71108
2020-11-11,43.67067
2020-11-12,38.14605
2020-11-13,33.80036
2020-11-14,20.25902
2020-11-15,4.66209
2020-11-16,14.75819
2020-11-17,34.42685
2020-11-18,34.08757
2020-11-19,35.59704
2020-11-20,30.81633
2020-11-21,19.57955
2020-11-22,4.66902
2020-11-23,11.51074
2020-11-24,30.04383
2020-11-25,30.34247
2020-11-26,33.75279
2020-11-27,26.63531
2020-11-28,14.78017
2020-11-29,3.93806
2020-11-30,10.52931
2020-12-01,28.82728
2020-12-02,26.75603
2020-12-03,27.99185
2020-12-04,24.30637
2020-12-05,15.46867
2020-12-06,3.86641
2020-12-07,9.74868
2020-12-08,26.90596
2020-12-09,28.16225
2020-12-10,35.94957
2020-12-11,27.85608
2020-12-12,17.82411
2020-12-13,4.28397
2020-12-14,10.21561
2020-12-15,27.56406
2020-12-16,26.46191
2020-12-17,26.43451
2020-12-18,23.96558
2020-12-19,16.35166
2020-12-20,3.82878
2020-12-21,20.3096
2020-12-22,44.64307
2020-12-23,39.08474
2020-12-24,28.33144
2020-12-25,15.74474
2020-12-26,4.25206
2020-12-27,3.15954
2020-12-28,9.15801
2020-12-29,23.36377
2020-12-30,25.11199
2020-12-31,15.9043
2021-01-01,8.82655
2021-01-02,3.24263
2021-01-03,3.07284
2021-01-04,10.64611
