date,IPO일정
2020-08-11,17.64979
2020-08-12,15.79191
2020-08-13,12.72642
2020-08-14,14.30562
2020-08-15,9.75383
2020-08-16,6.87412
2020-08-17,9.10357
2020-08-18,11.56525
2020-08-19,12.02972
2020-08-20,9.70738
2020-08-21,10.03251
2020-08-22,6.59544
2020-08-23,6.22387
2020-08-24,14.72364
2020-08-25,12.95866
2020-08-26,16.07059
2020-08-27,15.04876
2020-08-28,18.90385
2020-08-29,8.40687
2020-08-30,10.07895
2020-08-31,20.01857
2020-09-01,27.26428
2020-09-02,26.33534
2020-09-03,23.82721
2020-09-04,17.55689
2020-09-05,8.31398
2020-09-06,12.21551
2020-09-07,16.58151
2020-09-08,11.98327
2020-09-09,13.0051
2020-09-10,22.66604
2020-09-11,19.69345
2020-09-12,10.54342
2020-09-13,10.35764
2020-09-14,18.81096
2020-09-15,21.08685
2020-09-16,20.29725
2020-09-17,16.62796
2020-09-18,8.17464
2020-09-19,4.41244
2020-09-20,5.7594
2020-09-21,6.40966
2020-09-22,7.2457
2020-09-23,9.52159
2020-09-24,7.66372
2020-09-25,6.68834
2020-09-26,3.94797
2020-09-27,3.90153
2020-09-28,5.0627
2020-09-29,3.85508
2020-09-30,1.95076
2020-10-01,1.81142
2020-10-02,1.90431
2020-10-03,3.11193
2020-10-04,2.64746
2020-10-05,5.7594
2020-10-06,7.57083
2020-10-07,7.98885
2020-10-08,6.78123
2020-10-09,2.69391
2020-10-10,2.50812
2020-10-11,2.22944
2020-10-12,4.18021
2020-10-13,3.62285
2020-10-14,4.22666
2020-10-15,11.14723
2020-10-16,6.4561
2020-10-17,3.15838
2020-10-18,2.92614
2020-10-19,5.43427
2020-10-20,5.94519
2020-10-21,5.89874
2020-10-22,5.15559
2020-10-23,3.62285
2020-10-24,1.16117
2020-10-25,1.71853
2020-10-26,2.8797
2020-10-27,3.01904
2020-10-28,3.80863
2020-10-29,3.71574
2020-10-30,3.85508
2020-10-31,1.34695
2020-11-01,1.90431
2020-11-02,3.80863
2020-11-03,3.99442
2020-11-04,4.04087
2020-11-05,5.80585
2020-11-06,6.68834
2020-11-07,2.60102
2020-11-08,2.32234
2020-11-09,5.29493
2020-11-10,5.66651
2020-11-11,5.66651
2020-11-12,18.43938
2020-11-13,15.69902
2020-11-14,5.80585
2020-11-15,6.40966
2020-11-16,12.95866
2020-11-17,12.91221
2020-11-18,16.58151
2020-11-19,12.72642
2020-11-20,10.35764
2020-11-21,4.18021
2020-11-22,7.98885
2020-11-23,11.33302
2020-11-24,12.54064
2020-11-25,13.7947
2020-11-26,14.53785
2020-11-27,13.0051
2020-11-28,8.68555
2020-11-29,8.87134
2020-11-30,19.55411
2020-12-01,14.4914
2020-12-02,13.28379
2020-12-03,14.25917
2020-12-04,10.68276
2020-12-05,5.99163
2020-12-06,7.89595
2020-12-07,15.09521
2020-12-08,15.42034
2020-12-09,15.14166
2020-12-10,15.00232
2020-12-11,13.23734
2020-12-12,6.64189
2020-12-13,6.87412
2020-12-14,13.098
2020-12-15,14.07338
2020-12-16,11.51881
2020-12-17,12.35485
2020-12-18,10.49698
2020-12-19,7.71017
2020-12-20,7.57083
2020-12-21,14.53785
2020-12-22,19.08964
2020-12-23,12.35485
2020-12-24,8.49976
2020-12-25,8.12819
2020-12-26,6.08453
2020-12-27,7.47793
2020-12-28,9.15002
2020-12-29,13.19089
2020-12-30,15.37389
2020-12-31,13.33023
2021-01-01,14.30562
2021-01-02,11.05434
2021-01-03,14.5843
2021-01-04,28.19321
2021-01-05,29.44728
2021-01-06,23.82721
2021-01-07,22.5267
2021-01-08,18.06781
2021-01-09,18.39294
2021-01-10,18.8574
2021-01-11,23.64143
2021-01-12,20.48304
2021-01-13,23.50209
2021-01-14,21.0404
2021-01-15,17.32466
2021-01-16,9.98606
2021-01-17,9.84672
2021-01-18,16.34928
2021-01-19,19.08964
2021-01-20,22.75894
2021-01-21,26.70692
2021-01-22,22.57315
2021-01-23,15.74547
2021-01-24,17.69623
2021-01-25,30.562
2021-01-26,31.21226
2021-01-27,27.6823
2021-01-28,23.59498
2021-01-29,13.98049
2021-01-30,8.26753
2021-01-31,12.95866
2021-02-01,17.60334
2021-02-02,37.9006
2021-02-03,28.79702
2021-02-04,20.15791
2021-02-05,20.62238
2021-02-06,8.87134
2021-02-07,12.4013
2021-02-08,22.89828
2021-02-09,21.1333
2021-02-10,17.27821
2021-02-11,11.70459
2021-02-12,10.96144
2021-02-13,15.1881
2021-02-14,15.88481
2021-02-15,34.83511
2021-02-16,30.19043
2021-02-17,23.73432
2021-02-18,25.4993
2021-02-19,19.60055
2021-02-20,15.04876
2021-02-21,14.35206
2021-02-22,16.53506
2021-02-23,21.41198
2021-02-24,28.75058
2021-02-25,25.17417
2021-02-26,26.05666
2021-02-27,12.44774
2021-02-28,12.54064
2021-03-01,18.25359
2021-03-02,28.56479
2021-03-03,31.02647
2021-03-04,23.3163
2021-03-05,22.15513
2021-03-06,14.11983
2021-03-07,17.83557
2021-03-08,34.32419
2021-03-09,35.11379
2021-03-10,42.22015
2021-03-11,59.68416
2021-03-12,60.5202
2021-03-13,27.21783
2021-03-14,29.44728
2021-03-15,48.21179
2021-03-16,47.46864
2021-03-17,37.66836
2021-03-18,94.70506
2021-03-19,68.74129
2021-03-20,37.29679
2021-03-21,47.3293
2021-03-22,56.47933
2021-03-23,53.08871
2021-03-24,57.6405
2021-03-25,44.86762
2021-03-26,49.09428
2021-03-27,23.64143
2021-03-28,24.33813
2021-03-29,39.85137
2021-03-30,36.60009
2021-03-31,36.55364
2021-04-01,45.47143
2021-04-02,35.34602
2021-04-03,23.78077
2021-04-04,22.66604
2021-04-05,37.76126
2021-04-06,35.90339
2021-04-07,38.96888
2021-04-08,39.94426
2021-04-09,39.61913
2021-04-10,21.59777
2021-04-11,25.26706
2021-04-12,45.19275
2021-04-13,47.56154
2021-04-14,40.36228
2021-04-15,36.92522
2021-04-16,40.26939
2021-04-17,21.22619
2021-04-18,23.36274
2021-04-19,42.87041
2021-04-20,41.89503
2021-04-21,48.90849
2021-04-22,46.58615
2021-04-23,38.5973
2021-04-24,20.94751
2021-04-25,23.87366
2021-04-26,53.59962
2021-04-27,54.20343
2021-04-28,51.04505
2021-04-29,43.47422
2021-04-30,51.27728
2021-05-01,35.67115
2021-05-02,27.07849
2021-05-03,55.82907
2021-05-04,39.94426
2021-05-05,29.12215
2021-05-06,46.16813
2021-05-07,39.89781
2021-05-08,23.78077
2021-05-09,26.93915
2021-05-10,73.57176
2021-05-11,62.47097
2021-05-12,38.17928
2021-05-13,36.04273
2021-05-14,29.0757
2021-05-15,16.34928
2021-05-16,16.7673
2021-05-17,24.8026
2021-05-18,22.5267
2021-05-19,13.51602
2021-05-20,26.05666
2021-05-21,28.88992
2021-05-22,12.07617
2021-05-23,12.02972
2021-05-24,25.96377
2021-05-25,26.14955
2021-05-26,30.42266
2021-05-27,22.38736
2021-05-28,19.83279
2021-05-29,9.66093
2021-05-30,9.47515
2021-05-31,24.47747
2021-06-01,24.43102
2021-06-02,25.73153
2021-06-03,27.58941
2021-06-04,19.647
2021-06-05,12.3084
2021-06-06,12.63353
2021-06-07,29.21504
2021-06-08,27.03204
2021-06-09,26.70692
2021-06-10,23.96655
2021-06-11,25.73153
2021-06-12,10.54342
2021-06-13,15.04876
2021-06-14,26.84626
2021-06-15,33.11658
2021-06-16,25.77798
2021-06-17,24.84904
2021-06-18,21.31908
2021-06-19,11.37947
2021-06-20,10.63632
2021-06-21,21.92289
2021-06-22,20.06502
2021-06-23,21.87645
2021-06-24,22.71249
2021-06-25,19.04319
2021-06-26,10.915
2021-06-27,8.22108
2021-06-28,26.33534
2021-06-29,26.42823
2021-06-30,27.17138
2021-07-01,24.75615
2021-07-02,26.33534
2021-07-03,16.6744
2021-07-04,20.66883
2021-07-05,44.12447
2021-07-06,36.83232
2021-07-07,40.7803
2021-07-08,39.01532
2021-07-09,34.09196
2021-07-10,17.83557
2021-07-11,16.86019
2021-07-12,41.98792
2021-07-13,46.86483
2021-07-14,44.58894
2021-07-15,41.477
2021-07-16,38.96888
2021-07-17,17.37111
2021-07-18,20.90106
2021-07-19,47.70088
2021-07-20,44.54249
2021-07-21,37.99349
2021-07-22,43.14909
2021-07-23,35.43892
2021-07-24,19.08964
2021-07-25,24.29168
2021-07-26,50.48769
2021-07-27,45.37854
2021-07-28,56.89735
2021-07-29,57.5476
2021-07-30,43.93869
2021-07-31,24.19879
2021-08-01,24.66326
2021-08-02,52.53135
2021-08-03,58.43009
2021-08-04,56.57222
2021-08-05,59.8235
2021-08-06,91.36089
2021-08-07,38.17928
2021-08-08,39.3869
2021-08-09,100.0
2021-08-10,79.4705
2021-08-11,81.6535
2021-08-12,70.97073
2021-08-13,44.86762
2021-08-14,24.33813
2021-08-15,21.50487
2021-08-16,29.12215
2021-08-17,45.09986
2021-08-18,42.73107
2021-08-19,43.00975
2021-08-20,41.43056
2021-08-21,19.41477
2021-08-22,19.87923
2021-08-23,53.78541
2021-08-24,47.84022
2021-08-25,51.13794
2021-08-26,40.91964
2021-08-27,32.00185
2021-08-28,17.41755
2021-08-29,21.27264
2021-08-30,53.22805
2021-08-31,46.95773
2021-09-01,70.27403
2021-09-02,49.69809
2021-09-03,39.43334
2021-09-04,17.64979
2021-09-05,21.31908
2021-09-06,49.04784
2021-09-07,42.03437
2021-09-08,41.66279
2021-09-09,35.16024
2021-09-10,33.30236
2021-09-11,19.27542
2021-09-12,18.71806
2021-09-13,45.65722
2021-09-14,49.18718
2021-09-15,34.78866
2021-09-16,27.21783
2021-09-17,39.57268
2021-09-18,17.78913
2021-09-19,11.75104
2021-09-20,11.75104
2021-09-21,13.37668
2021-09-22,21.50487
2021-09-23,41.38411
2021-09-24,40.91964
2021-09-25,17.27821
2021-09-26,22.24802
2021-09-27,52.02043
2021-09-28,47.28286
2021-09-29,37.25034
2021-09-30,31.58383
2021-10-01,18.39294
2021-10-02,9.28936
2021-10-03,9.10357
2021-10-04,12.44774
2021-10-05,21.96934
2021-10-06,20.15791
2021-10-07,23.68787
2021-10-08,21.0404
2021-10-09,7.33859
2021-10-10,7.29215
2021-10-11,13.28379
2021-10-12,26.14955
2021-10-13,26.42823
2021-10-14,19.08964
2021-10-15,19.78634
2021-10-16,10.31119
2021-10-17,11.24013
2021-10-18,27.54296
2021-10-19,29.58662
2021-10-20,30.60845
2021-10-21,34.78866
2021-10-22,32.23409
2021-10-23,16.72085
2021-10-24,17.37111
2021-10-25,39.20111
2021-10-26,38.87598
2021-10-27,31.30515
2021-10-28,30.32977
2021-10-29,25.77798
2021-10-30,12.35485
2021-10-31,15.04876
2021-11-01,42.22015
2021-11-02,44.86762
2021-11-03,76.03344
2021-11-04,45.843
2021-11-05,32.00185
2021-11-06,15.83836
2021-11-07,18.25359
2021-11-08,41.98792
2021-11-09,37.9006
2021-11-10,51.97398
2021-11-11,42.31305
2021-11-12,32.14119
2021-11-13,15.00232
2021-11-14,17.27821
2021-11-15,36.92522
2021-11-16,29.40083
2021-11-17,29.81885
2021-11-18,24.89549
2021-11-19,18.90385
2021-11-20,10.40408
2021-11-21,12.91221
2021-11-22,25.4993
2021-11-23,24.19879
2021-11-24,23.26985
2021-11-25,17.09242
2021-11-26,16.72085
2021-11-27,8.26753
2021-11-28,8.54621
2021-11-29,19.32187
2021-11-30,21.50487
2021-12-01,18.06781
2021-12-02,16.99953
2021-12-03,15.65257
2021-12-04,5.7594
2021-12-05,8.59266
2021-12-06,17.18532
2021-12-07,19.08964
2021-12-08,20.71528
2021-12-09,18.57872
2021-12-10,16.95308
2021-12-11,9.15002
2021-12-12,13.28379
2021-12-13,18.34649
2021-12-14,16.7673
2021-12-15,14.35206
2021-12-16,15.83836
2021-12-17,11.79749
2021-12-18,6.22387
2021-12-19,8.03529
2021-12-20,15.55968
2021-12-21,14.21272
2021-12-22,13.28379
2021-12-23,13.14444
2021-12-24,8.45332
2021-12-25,5.43427
2021-12-26,7.33859
2021-12-27,15.69902
2021-12-28,15.14166
2021-12-29,12.16906
2021-12-30,13.14444
2021-12-31,8.732
2022-01-01,9.33581
2022-01-02,15.09521
2022-01-03,33.85973
2022-01-04,32.37343
2022-01-05,28.84347
2022-01-06,22.48026
2022-01-07,24.66326
2022-01-08,13.98049
2022-01-09,19.69345
2022-01-10,38.45796
2022-01-11,39.71202
2022-01-12,36.22851
2022-01-13,35.7176
2022-01-14,27.07849
2022-01-15,19.55411
2022-01-16,23.03762
2022-01-17,45.2392
2022-01-18,51.6953
2022-01-19,59.12679
2022-01-20,88.24895
2022-01-21,67.16209
2022-01-22,25.4064
2022-01-23,28.33255
2022-01-24,56.29354
2022-01-25,43.93869
2022-01-26,31.90896
2022-01-27,67.11565
2022-01-28,47.18996
2022-01-29,21.31908
2022-01-30,20.3437
2022-01-31,15.93125
2022-02-01,16.90664
2022-02-02,25.31351
2022-02-03,43.93869
2022-02-04,46.91128
2022-02-05,21.59777
2022-02-06,21.1333
2022-02-07,48.76915
2022-02-08,36.22851
2022-02-09,32.8379
2022-02-10,28.61124
2022-02-11,25.87087
2022-02-12,14.5843
2022-02-13,17.60334
2022-02-14,32.8379
2022-02-15,32.28053
2022-02-16,30.00464
2022-02-17,28.23966
2022-02-18,22.94472
2022-02-19,14.21272
2022-02-20,15.93125
2022-02-21,32.14119
2022-02-22,26.79981
2022-02-23,28.56479
2022-02-24,21.83
2022-02-25,18.02136
2022-02-26,7.75661
2022-02-27,9.84672
2022-02-28,21.92289
2022-03-01,14.21272
2022-03-02,24.10589
2022-03-03,26.9856
2022-03-04,17.88202
2022-03-05,7.84951
2022-03-06,10.72921
2022-03-07,20.90106
2022-03-08,16.6744
2022-03-09,6.17742
2022-03-10,15.74547
2022-03-11,14.81653
2022-03-12,7.47793
2022-03-13,9.93961
2022-03-14,19.87923
2022-03-15,17.78913
2022-03-16,19.60055
2022-03-17,19.69345
2022-03-18,23.13051
2022-03-19,12.91221
2022-03-20,10.86855
2022-03-21,25.82443
2022-03-22,23.54853
2022-03-23,22.34091
2022-03-24,19.41477
2022-03-25,14.86298
2022-03-26,8.12819
2022-03-27,7.01346
2022-03-28,19.08964
2022-03-29,19.73989
2022-03-30,14.11983
2022-03-31,14.63074
2022-04-01,14.67719
2022-04-02,6.40966
2022-04-03,6.64189
2022-04-04,15.93125
2022-04-05,17.64979
2022-04-06,14.16627
2022-04-07,12.35485
2022-04-08,12.44774
2022-04-09,5.62006
2022-04-10,5.52717
2022-04-11,13.70181
2022-04-12,16.95308
2022-04-13,12.67998
2022-04-14,13.33023
2022-04-15,11.37947
2022-04-16,5.48072
2022-04-17,8.03529
2022-04-18,21.0404
2022-04-19,20.25081
2022-04-20,15.09521
2022-04-21,14.30562
2022-04-22,12.21551
2022-04-23,6.59544
2022-04-24,6.549
2022-04-25,14.30562
2022-04-26,13.23734
2022-04-27,10.8221
2022-04-28,15.42034
2022-04-29,12.3084
2022-04-30,6.27032
2022-05-01,7.29215
2022-05-02,20.94751
2022-05-03,17.97491
2022-05-04,13.74825
2022-05-05,7.29215
2022-05-06,14.90942
2022-05-07,7.29215
2022-05-08,6.87412
2022-05-09,19.27542
2022-05-10,17.13887
2022-05-11,21.96934
2022-05-12,15.51323
2022-05-13,9.70738
2022-05-14,4.78402
2022-05-15,4.18021
2022-05-16,11.79749
2022-05-17,9.4287
2022-05-18,8.96423
2022-05-19,9.15002
2022-05-20,10.35764
2022-05-21,3.52995
2022-05-22,5.01625
2022-05-23,9.75383
2022-05-24,10.07895
2022-05-25,8.77844
2022-05-26,7.47793
2022-05-27,7.33859
2022-05-28,3.52995
2022-05-29,4.59823
2022-05-30,10.45053
2022-05-31,9.89317
2022-06-01,4.366
2022-06-02,9.15002
2022-06-03,8.31398
2022-06-04,4.13376
2022-06-05,5.38783
2022-06-06,5.99163
2022-06-07,16.11704
2022-06-08,14.30562
2022-06-09,15.74547
2022-06-10,9.61449
2022-06-11,3.25127
2022-06-12,5.71295
2022-06-13,15.00232
2022-06-14,14.07338
2022-06-15,14.90942
2022-06-16,8.59266
2022-06-17,9.10357
2022-06-18,4.50534
2022-06-19,4.78402
2022-06-20,12.54064
2022-06-21,11.89038
2022-06-22,11.00789
2022-06-23,7.89595
2022-06-24,9.47515
2022-06-25,3.94797
2022-06-26,3.80863
2022-06-27,13.46957
2022-06-28,10.49698
2022-06-29,9.66093
2022-06-30,8.77844
2022-07-01,8.82489
2022-07-02,3.99442
2022-07-03,3.20483
2022-07-04,12.67998
2022-07-05,14.86298
2022-07-06,14.81653
2022-07-07,13.46957
2022-07-08,9.84672
2022-07-09,4.18021
2022-07-10,4.50534
2022-07-11,14.16627
2022-07-12,12.49419
2022-07-13,11.10078
2022-07-14,11.56525
2022-07-15,13.28379
2022-07-16,4.78402
2022-07-17,6.68834
2022-07-18,21.45843
2022-07-19,19.647
2022-07-20,18.06781
2022-07-21,15.37389
2022-07-22,10.26474
2022-07-23,4.9698
2022-07-24,5.89874
2022-07-25,19.13608
2022-07-26,15.83836
2022-07-27,15.09521
2022-07-28,18.1607
2022-07-29,11.98327
2022-07-30,5.01625
2022-07-31,5.43427
2022-08-01,12.16906
2022-08-02,11.84393
2022-08-03,13.98049
2022-08-04,14.11983
2022-08-05,10.35764
2022-08-06,4.64468
2022-08-07,5.48072
2022-08-08,16.99953
2022-08-09,16.72085
2022-08-10,12.72642
2022-08-11,9.33581
2022-08-12,6.13098
2022-08-13,2.74036
2022-08-14,2.60102
2022-08-15,3.39061
2022-08-16,8.08174
2022-08-17,8.08174
2022-08-18,6.64189
2022-08-19,6.27032
2022-08-20,3.15838
2022-08-21,2.83325
2022-08-22,11.6117
2022-08-23,7.52438
2022-08-24,6.96702
2022-08-25,6.82768
2022-08-26,5.52717
2022-08-27,2.60102
2022-08-28,2.50812
2022-08-29,6.50255
2022-08-30,7.57083
2022-08-31,5.94519
2022-09-01,6.92057
2022-09-02,5.20204
2022-09-03,1.99721
2022-09-04,3.43706
2022-09-05,6.40966
2022-09-06,6.08453
2022-09-07,5.24849
2022-09-08,4.45889
2022-09-09,1.95076
2022-09-10,1.30051
2022-09-11,3.01904
2022-09-12,4.92336
2022-09-13,14.02693
2022-09-14,12.21551
2022-09-15,11.42591
2022-09-16,7.43149
2022-09-17,2.36878
2022-09-18,3.39061
2022-09-19,12.54064
2022-09-20,13.7947
2022-09-21,10.45053
2022-09-22,7.89595
2022-09-23,6.64189
2022-09-24,1.3934
2022-09-25,3.5764
2022-09-26,9.70738
2022-09-27,10.54342
2022-09-28,7.43149
2022-09-29,8.17464
2022-09-30,7.01346
2022-10-01,2.50812
2022-10-02,2.7868
2022-10-03,3.94797
2022-10-04,10.77566
2022-10-05,13.46957
2022-10-06,8.12819
2022-10-07,7.84951
2022-10-08,1.90431
2022-10-09,2.183
2022-10-10,2.69391
2022-10-11,7.9424
2022-10-12,6.03808
2022-10-13,5.48072
2022-10-14,5.80585
2022-10-15,2.04366
2022-10-16,2.8797
2022-10-17,9.24291
2022-10-18,9.19647
2022-10-19,8.82489
2022-10-20,6.64189
2022-10-21,4.2731
2022-10-22,1.71853
2022-10-23,2.46168
2022-10-24,6.87412
2022-10-25,6.59544
2022-10-26,6.40966
2022-10-27,5.99163
2022-10-28,4.55178
2022-10-29,2.0901
2022-10-30,3.20483
2022-10-31,6.78123
2022-11-01,5.66651
2022-11-02,5.7594
2022-11-03,6.13098
2022-11-04,4.92336
2022-11-05,1.43985
2022-11-06,2.27589
2022-11-07,7.52438
2022-11-08,8.91778
2022-11-09,6.68834
2022-11-10,5.01625
2022-11-11,4.366
2022-11-12,1.53274
2022-11-13,1.85787
2022-11-14,4.92336
2022-11-15,3.20483
2022-11-16,4.2731
2022-11-17,4.13376
2022-11-18,3.25127
2022-11-19,1.16117
2022-11-20,1.3934
2022-11-21,3.94797
2022-11-22,3.71574
2022-11-23,2.83325
2022-11-24,3.52995
2022-11-25,2.55457
2022-11-26,0.92893
2022-11-27,1.06827
2022-11-28,3.71574
2022-11-29,2.74036
2022-11-30,3.39061
2022-12-01,2.60102
2022-12-02,2.04366
2022-12-03,0.51091
2022-12-04,1.34695
2022-12-05,2.32234
2022-12-06,2.92614
2022-12-07,1.95076
2022-12-08,2.04366
2022-12-09,1.81142
2022-12-10,0.6038
2022-12-11,1.30051
2022-12-12,2.7868
2022-12-13,2.97259
2022-12-14,1.99721
2022-12-15,1.71853
2022-12-16,1.3934
2022-12-17,0.51091
2022-12-18,1.43985
2022-12-19,2.60102
2022-12-20,1.48629
2022-12-21,1.85787
2022-12-22,2.60102
2022-12-23,1.76497
2022-12-24,0.55736
2022-12-25,1.53274
2022-12-26,2.32234
2022-12-27,1.62563
2022-12-28,1.48629
2022-12-29,1.48629
2022-12-30,0.92893
2022-12-31,0.92893
2023-01-01,1.53274
2023-01-02,3.34417
2023-01-03,3.15838
2023-01-04,3.5764
2023-01-05,2.7868
2023-01-06,2.0901
2023-01-07,0.92893
2023-01-08,1.48629
2023-01-09,4.18021
2023-01-10,3.99442
2023-01-11,3.39061
2023-01-12,1.99721
2023-01-13,2.50812
2023-01-14,1.71853
2023-01-15,2.0901
2023-01-16,4.87691
2023-01-17,4.22666
2023-01-18,2.55457
2023-01-19,4.366
2023-01-20,3.99442
2023-01-21,1.62563
2023-01-22,1.62563
2023-01-23,1.25406
2023-01-24,2.32234
2023-01-25,5.38783
2023-01-26,6.50255
2023-01-27,7.52438
2023-01-28,4.83046
2023-01-29,4.13376
2023-01-30,12.58708
2023-01-31,9.84672
2023-02-01,8.49976
2023-02-02,7.57083
2023-02-03,10.49698
2023-02-04,3.90153
2023-02-05,5.52717
2023-02-06,11.51881
2023-02-07,16.20993
2023-02-08,15.51323
2023-02-09,14.90942
2023-02-10,9.38225
2023-02-11,5.66651
2023-02-12,4.13376
2023-02-13,14.07338
2023-02-14,12.54064
2023-02-15,12.21551
2023-02-16,12.21551
2023-02-17,10.17185
2023-02-18,5.15559
2023-02-19,7.10636
2023-02-20,17.74268
2023-02-21,14.35206
2023-02-22,11.05434
2023-02-23,10.915
2023-02-24,7.89595
2023-02-25,3.43706
2023-02-26,3.90153
2023-02-27,9.01068
2023-02-28,10.72921
2023-03-01,5.52717
2023-03-02,11.42591
2023-03-03,12.3084
2023-03-04,4.83046
2023-03-05,4.2731
2023-03-06,9.89317
2023-03-07,9.24291
2023-03-08,6.08453
2023-03-09,6.78123
2023-03-10,5.43427
2023-03-11,1.95076
2023-03-12,3.34417
2023-03-13,10.07895
2023-03-14,7.98885
2023-03-15,5.7594
2023-03-16,6.13098
2023-03-17,5.89874
2023-03-18,2.41523
2023-03-19,2.92614
2023-03-20,7.43149
2023-03-21,8.82489
2023-03-22,7.19925
2023-03-23,6.96702
2023-03-24,5.62006
2023-03-25,2.13655
2023-03-26,3.06549
2023-03-27,6.92057
2023-03-28,6.22387
2023-03-29,6.27032
2023-03-30,7.80306
2023-03-31,5.66651
2023-04-01,2.92614
2023-04-02,3.15838
2023-04-03,6.36321
2023-04-04,5.29493
2023-04-05,6.36321
2023-04-06,5.10915
2023-04-07,5.34138
2023-04-08,3.29772
2023-04-09,2.7868
2023-04-10,6.13098
2023-04-11,5.99163
2023-04-12,6.03808
2023-04-13,7.01346
2023-04-14,6.22387
2023-04-15,4.08732
2023-04-16,3.94797
2023-04-17,8.31398
2023-04-18,8.54621
2023-04-19,6.36321
2023-04-20,5.24849
2023-04-21,3.5764
2023-04-22,2.83325
2023-04-23,4.13376
2023-04-24,7.43149
2023-04-25,5.71295
2023-04-26,5.48072
2023-04-27,5.52717
2023-04-28,3.66929
2023-04-29,1.95076
2023-04-30,1.81142
2023-05-01,2.83325
2023-05-02,4.73757
2023-05-03,6.13098
2023-05-04,5.15559
2023-05-05,2.50812
2023-05-06,2.27589
2023-05-07,2.22944
2023-05-08,6.87412
2023-05-09,8.54621
2023-05-10,7.38504
2023-05-11,5.80585
2023-05-12,4.2731
2023-05-13,2.92614
2023-05-14,3.15838
2023-05-15,7.9424
2023-05-16,6.4561
2023-05-17,7.89595
2023-05-18,6.36321
2023-05-19,5.15559
2023-05-20,2.97259
2023-05-21,3.15838
2023-05-22,8.59266
2023-05-23,7.61727
2023-05-24,10.35764
2023-05-25,8.68555
2023-05-26,6.31676
2023-05-27,3.01904
2023-05-28,3.5764
2023-05-29,4.04087
2023-05-30,7.9424
2023-05-31,5.99163
2023-06-01,7.19925
2023-06-02,5.71295
2023-06-03,2.46168
2023-06-04,2.55457
2023-06-05,5.20204
2023-06-06,3.52995
2023-06-07,10.1254
2023-06-08,14.02693
2023-06-09,9.98606
2023-06-10,4.13376
2023-06-11,4.55178
2023-06-12,9.80027
2023-06-13,13.70181
2023-06-14,8.45332
2023-06-15,8.26753
2023-06-16,7.89595
2023-06-17,3.25127
2023-06-18,4.45889
2023-06-19,13.70181
2023-06-20,14.72364
2023-06-21,12.63353
2023-06-22,10.72921
2023-06-23,9.61449
2023-06-24,2.92614
2023-06-25,6.03808
2023-06-26,15.281
2023-06-27,11.84393
2023-06-28,10.8221
2023-06-29,16.48862
2023-06-30,20.94751
2023-07-01,7.01346
2023-07-02,7.29215
2023-07-03,14.90942
2023-07-04,18.43938
2023-07-05,17.51045
2023-07-06,23.36274
2023-07-07,14.44496
2023-07-08,7.10636
2023-07-09,6.22387
2023-07-10,21.96934
2023-07-11,18.99674
2023-07-12,24.29168
2023-07-13,21.83
2023-07-14,29.49372
2023-07-15,11.28657
2023-07-16,12.86576
2023-07-17,27.12494
2023-07-18,27.45006
2023-07-19,23.03762
