date,비트코인가격
2020-06-15,2.3403
2020-06-16,2.45539
2020-06-17,2.8966
2020-06-18,2.39785
2020-06-19,2.2252
2020-06-20,1.70727
2020-06-21,1.64972
2020-06-22,2.09092
2020-06-23,2.09092
2020-06-24,1.89909
2020-06-25,2.45539
2020-06-26,3.0117
2020-06-27,2.05256
2020-06-28,2.28275
2020-06-29,2.72395
2020-06-30,2.39785
2020-07-01,1.93746
2020-07-02,1.64972
2020-07-03,2.16765
2020-07-04,1.89909
2020-07-05,1.6689
2020-07-06,2.41703
2020-07-07,2.47458
2020-07-08,2.51294
2020-07-09,1.86073
2020-07-10,1.87991
2020-07-11,1.36197
2020-07-12,1.82236
2020-07-13,2.16765
2020-07-14,2.05256
2020-07-15,2.09092
2020-07-16,1.74563
2020-07-17,1.86073
2020-07-18,1.49625
2020-07-19,1.34279
2020-07-20,1.74563
2020-07-21,1.99501
2020-07-22,1.89909
2020-07-23,2.1101
2020-07-24,1.89909
2020-07-25,1.45789
2020-07-26,1.70727
2020-07-27,3.70228
2020-07-28,4.37368
2020-07-29,3.568
2020-07-30,3.12679
2020-07-31,2.39785
2020-08-01,3.74064
2020-08-02,6.21523
2020-08-03,3.52963
2020-08-04,3.43372
2020-08-05,3.12679
2020-08-06,3.41454
2020-08-07,3.37617
2020-08-08,1.82236
2020-08-09,1.97582
2020-08-10,3.74064
2020-08-11,3.06924
2020-08-12,2.87742
2020-08-13,2.09092
2020-08-14,1.93746
2020-08-15,1.70727
2020-08-16,1.5538
2020-08-17,1.95664
2020-08-18,2.81987
2020-08-19,2.12929
2020-08-20,1.86073
2020-08-21,2.12929
2020-08-22,1.63053
2020-08-23,1.63053
2020-08-24,2.37866
2020-08-25,2.28275
2020-08-26,2.60886
2020-08-27,3.10761
2020-08-28,2.41703
2020-08-29,2.03337
2020-08-30,1.59217
2020-08-31,1.76481
2020-09-01,1.87991
2020-09-02,2.53213
2020-09-03,2.24438
2020-09-04,3.35699
2020-09-05,2.3403
2020-09-06,2.14847
2020-09-07,2.32112
2020-09-08,2.64722
2020-09-09,2.76232
2020-09-10,2.62804
2020-09-11,2.03337
2020-09-12,2.05256
2020-09-13,1.86073
2020-09-14,1.76481
2020-09-15,1.64972
2020-09-16,1.87991
2020-09-17,1.89909
2020-09-18,1.47707
2020-09-19,1.03587
2020-09-20,1.86073
2020-09-21,1.784
2020-09-22,1.53462
2020-09-23,1.89909
2020-09-24,1.84154
2020-09-25,1.32361
2020-09-26,0.8824
2020-09-27,1.15096
2020-09-28,1.22769
2020-09-29,0.93995
2020-09-30,0.69058
2020-10-01,0.84404
2020-10-02,0.95914
2020-10-03,1.13178
2020-10-04,0.92077
2020-10-05,1.24688
2020-10-06,1.6689
2020-10-07,1.63053
2020-10-08,1.18933
2020-10-09,1.09342
2020-10-10,1.24688
2020-10-11,1.18933
2020-10-12,1.53462
2020-10-13,1.53462
2020-10-14,0.9975
2020-10-15,1.38116
2020-10-16,2.12929
2020-10-17,1.03587
2020-10-18,1.40034
2020-10-19,1.89909
2020-10-20,2.07174
2020-10-21,2.35948
2020-10-22,6.29196
2020-10-23,3.06924
2020-10-24,1.97582
2020-10-25,2.20602
2020-10-26,2.60886
2020-10-27,2.58967
2020-10-28,3.74064
2020-10-29,2.53213
2020-10-30,3.06924
2020-10-31,3.29944
2020-11-01,2.68559
2020-11-02,3.77901
2020-11-03,3.28026
2020-11-04,3.54882
2020-11-05,4.52714
2020-11-06,8.76654
2020-11-07,4.62305
2020-11-08,4.29694
2020-11-09,5.37118
2020-11-10,4.31613
2020-11-11,4.29694
2020-11-12,4.66142
2020-11-13,5.9083
2020-11-14,4.14348
2020-11-15,2.91578
2020-11-16,3.87492
2020-11-17,5.54383
2020-11-18,19.58565
2020-11-19,17.55227
2020-11-20,12.7182
2020-11-21,10.8191
2020-11-22,10.39708
2020-11-23,11.31785
2020-11-24,14.65566
2020-11-25,14.52138
2020-11-26,16.47803
2020-11-27,14.94341
2020-11-28,9.99424
2020-11-29,9.49549
2020-11-30,11.62478
2020-12-01,15.26951
2020-12-02,10.10934
2020-12-03,9.36121
2020-12-04,8.17187
2020-12-05,6.04258
2020-12-06,6.50297
2020-12-07,8.63226
2020-12-08,7.15518
2020-12-09,7.0209
2020-12-10,6.56052
2020-12-11,5.81239
2020-12-12,3.99002
2020-12-13,4.66142
2020-12-14,5.42873
2020-12-15,6.63725
2020-12-16,6.79071
2020-12-17,25.51314
2020-12-18,13.33205
2020-12-19,7.32783
2020-12-20,8.22942
2020-12-21,9.80241
2020-12-22,9.91751
2020-12-23,8.59389
2020-12-24,7.6923
2020-12-25,4.66142
2020-12-26,6.13849
2020-12-27,16.24784
2020-12-28,12.91003
2020-12-29,10.39708
2020-12-30,11.04929
2020-12-31,9.26529
2021-01-01,7.76903
2021-01-02,8.80491
2021-01-03,37.86687
2021-01-04,36.06368
2021-01-05,23.2112
2021-01-06,24.22789
2021-01-07,28.62075
2021-01-08,40.80184
2021-01-09,27.16286
2021-01-10,27.02858
2021-01-11,60.27239
2021-01-12,49.47247
2021-01-13,26.99021
2021-01-14,26.74084
2021-01-15,23.80586
2021-01-16,18.05102
2021-01-17,16.11356
2021-01-18,19.04853
2021-01-19,16.17111
2021-01-20,15.69154
2021-01-21,16.24784
2021-01-22,32.82179
2021-01-23,14.55975
2021-01-24,12.73738
2021-01-25,13.23614
2021-01-26,12.6031
2021-01-27,11.98925
2021-01-28,13.58143
2021-01-29,13.23614
2021-01-30,12.8333
2021-01-31,7.9225
2021-02-01,11.33704
2021-02-02,12.33454
2021-02-03,10.47381
2021-02-04,10.83828
2021-02-05,8.44043
2021-02-06,7.99923
2021-02-07,8.3637
2021-02-08,26.49146
2021-02-09,81.87224
2021-02-10,29.52234
2021-02-11,16.59313
2021-02-12,20.58315
2021-02-13,17.85919
2021-02-14,17.36044
2021-02-15,21.46556
2021-02-16,23.2112
2021-02-17,32.22712
2021-02-18,33.26299
2021-02-19,32.53404
2021-02-20,51.58258
2021-02-21,46.9787
2021-02-22,58.37329
2021-02-23,75.8872
2021-02-24,55.34241
2021-02-25,31.49817
2021-02-26,26.60656
2021-02-27,18.68405
2021-02-28,16.63149
2021-03-01,17.41799
2021-03-02,18.91425
2021-03-03,19.79666
2021-03-04,18.35795
2021-03-05,17.18779
2021-03-06,11.22194
2021-03-07,11.81661
2021-03-08,14.44465
2021-03-09,18.24285
2021-03-10,17.64818
2021-03-11,15.25033
2021-03-12,15.32706
2021-03-13,16.07519
2021-03-14,24.82255
2021-03-15,26.31881
2021-03-16,24.34298
2021-03-17,18.35795
2021-03-18,21.79167
2021-03-19,18.26203
2021-03-20,16.34375
2021-03-21,15.67235
2021-03-22,20.69825
2021-03-23,25.53232
2021-03-24,23.34548
2021-03-25,24.03606
2021-03-26,18.62651
2021-03-27,12.8333
2021-03-28,12.75657
2021-03-29,17.0727
2021-03-30,17.59063
2021-03-31,19.56646
2021-04-01,22.21369
2021-04-02,26.01189
2021-04-03,20.65988
2021-04-04,19.98849
2021-04-05,27.14367
2021-04-06,29.25378
2021-04-07,50.39324
2021-04-08,42.60502
2021-04-09,29.65662
2021-04-10,22.78918
2021-04-11,20.14195
2021-04-12,20.83253
2021-04-13,27.87262
2021-04-14,27.48896
2021-04-15,28.39056
2021-04-16,22.6549
2021-04-17,21.3121
2021-04-18,28.54402
2021-04-19,42.20218
2021-04-20,48.41741
2021-04-21,36.33224
2021-04-22,42.72012
2021-04-23,84.73048
2021-04-24,54.84366
2021-04-25,34.85516
2021-04-26,44.33147
2021-04-27,38.3848
2021-04-28,33.09035
2021-04-29,22.61653
2021-04-30,16.99597
2021-05-01,13.77325
2021-05-02,13.25532
2021-05-03,16.19029
2021-05-04,15.2887
2021-05-05,13.79244
2021-05-06,16.11356
2021-05-07,15.6148
2021-05-08,13.35123
2021-05-09,12.29618
2021-05-10,13.35123
2021-05-11,15.2887
2021-05-12,13.42796
2021-05-13,50.81526
2021-05-14,23.90178
2021-05-15,13.86917
2021-05-16,14.94341
2021-05-17,49.51083
2021-05-18,27.75752
2021-05-19,46.15384
2021-05-20,62.65106
2021-05-21,35.69921
2021-05-22,35.60329
2021-05-23,30.73086
2021-05-24,50.27815
2021-05-25,32.64914
2021-05-26,26.62574
2021-05-27,20.42969
2021-05-28,18.66487
2021-05-29,21.44638
2021-05-30,17.64818
2021-05-31,19.75829
2021-06-01,18.03184
2021-06-02,14.02263
2021-06-03,15.02014
2021-06-04,14.63648
2021-06-05,12.00844
2021-06-06,12.85248
2021-06-07,13.31287
2021-06-08,17.97429
2021-06-09,19.81584
2021-06-10,15.63399
2021-06-11,13.37042
2021-06-12,11.14521
2021-06-13,10.51218
2021-06-14,14.6173
2021-06-15,11.79742
2021-06-16,10.30117
2021-06-17,10.05179
2021-06-18,9.74486
2021-06-19,10.53136
2021-06-20,7.86495
2021-06-21,13.92672
2021-06-22,24.93765
2021-06-23,23.07692
2021-06-24,14.71321
2021-06-25,12.46882
2021-06-26,11.22194
2021-06-27,9.62977
2021-06-28,13.06349
2021-06-29,13.73489
2021-06-30,12.46882
2021-07-01,13.23614
2021-07-02,8.3637
2021-07-03,7.78822
2021-07-04,7.76903
2021-07-05,9.84078
2021-07-06,9.28448
2021-07-07,9.53385
2021-07-08,8.51716
2021-07-09,9.34202
2021-07-10,5.56301
2021-07-11,5.48628
2021-07-12,8.82409
2021-07-13,7.46211
2021-07-14,8.99673
2021-07-15,7.61557
2021-07-16,9.11183
2021-07-17,6.44542
2021-07-18,6.54133
2021-07-19,8.05678
2021-07-20,12.79493
2021-07-21,11.22194
2021-07-22,11.03011
2021-07-23,7.07845
2021-07-24,6.04258
2021-07-25,5.29445
2021-07-26,11.50968
2021-07-27,9.28448
2021-07-28,8.38288
2021-07-29,7.76903
2021-07-30,5.96585
2021-07-31,5.65892
2021-08-01,7.6923
2021-08-02,6.94417
2021-08-03,6.40705
2021-08-04,6.15768
2021-08-05,6.98254
2021-08-06,6.19604
2021-08-07,6.59888
2021-08-08,7.07845
2021-08-09,8.03759
2021-08-10,8.63226
2021-08-11,8.28697
2021-08-12,9.85996
2021-08-13,9.26529
2021-08-14,8.72817
2021-08-15,6.96336
2021-08-16,7.6923
2021-08-17,8.78572
2021-08-18,7.78822
2021-08-19,7.38538
2021-08-20,7.09764
2021-08-21,6.90581
2021-08-22,9.95587
2021-08-23,19.31709
2021-08-24,17.49472
2021-08-25,21.12027
2021-08-26,18.99098
2021-08-27,17.28371
2021-08-28,13.98427
2021-08-29,9.64895
2021-08-30,8.32534
2021-08-31,7.73067
2021-09-01,6.61807
2021-09-02,7.27028
2021-09-03,8.2486
2021-09-04,8.3637
2021-09-05,5.62056
2021-09-06,10.1477
2021-09-07,9.4763
2021-09-08,18.68405
2021-09-09,11.81661
2021-09-10,8.49798
2021-09-11,5.71647
2021-09-12,5.44791
2021-09-13,7.30865
2021-09-14,7.55802
2021-09-15,7.38538
2021-09-16,8.59389
2021-09-17,7.27028
2021-09-18,5.71647
2021-09-19,4.45041
2021-09-20,6.67561
2021-09-21,9.43794
2021-09-22,9.53385
2021-09-23,8.84327
2021-09-24,10.53136
2021-09-25,14.3871
2021-09-26,9.11183
2021-09-27,10.09015
2021-09-28,9.53385
2021-09-29,10.1477
2021-09-30,7.50047
2021-10-01,8.80491
2021-10-02,7.04009
2021-10-03,5.98503
2021-10-04,6.90581
2021-10-05,10.60809
2021-10-06,11.31785
2021-10-07,13.02512
2021-10-08,20.02685
2021-10-09,15.11605
2021-10-10,15.86418
2021-10-11,21.54229
2021-10-12,35.73757
2021-10-13,25.64741
2021-10-14,19.39382
2021-10-15,30.75004
2021-10-16,16.66986
2021-10-17,12.58392
2021-10-18,15.845
2021-10-19,15.26951
2021-10-20,18.26203
2021-10-21,29.00441
2021-10-22,19.68156
2021-10-23,11.27949
2021-10-24,10.66564
2021-10-25,12.79493
2021-10-26,12.77575
2021-10-27,13.46633
2021-10-28,12.87166
2021-10-29,11.50968
2021-10-30,7.00172
2021-10-31,7.0209
2021-11-01,8.84327
2021-11-02,11.04929
2021-11-03,11.45213
2021-11-04,10.22443
2021-11-05,8.51716
2021-11-06,6.00422
2021-11-07,6.04258
2021-11-08,10.55054
2021-11-09,14.75158
2021-11-10,13.2745
2021-11-11,12.56474
2021-11-12,9.57222
2021-11-13,7.42374
2021-11-14,8.61308
2021-11-15,11.31785
2021-11-16,13.37042
2021-11-17,13.04431
2021-11-18,10.28198
2021-11-19,12.64147
2021-11-20,8.63226
2021-11-21,6.82908
2021-11-22,10.01342
2021-11-23,9.95587
2021-11-24,8.88164
2021-11-25,9.51467
2021-11-26,10.53136
2021-11-27,9.55304
2021-11-28,8.63226
2021-11-29,9.95587
2021-11-30,10.68482
2021-12-01,9.87914
2021-12-02,8.72817
2021-12-03,7.11682
2021-12-04,24.97602
2021-12-05,23.7675
2021-12-06,26.31881
2021-12-07,18.01266
2021-12-08,14.67485
2021-12-09,14.11854
2021-12-10,13.50469
2021-12-11,11.03011
2021-12-12,11.97007
2021-12-13,14.67485
2021-12-14,17.99347
2021-12-15,16.11356
2021-12-16,14.46384
2021-12-17,10.9342
2021-12-18,9.01592
2021-12-19,9.05428
2021-12-20,12.25781
2021-12-21,13.60061
2021-12-22,11.72069
2021-12-23,9.93669
2021-12-24,9.7065
2021-12-25,6.96336
2021-12-26,7.28946
2021-12-27,8.49798
2021-12-28,9.99424
2021-12-29,10.91502
2021-12-30,10.05179
2021-12-31,8.34452
2022-01-01,7.55802
2022-01-02,7.53884
2022-01-03,10.79992
2022-01-04,9.57222
2022-01-05,9.76405
2022-01-06,13.33205
2022-01-07,15.34624
2022-01-08,10.45463
2022-01-09,11.03011
2022-01-10,13.46633
2022-01-11,15.23115
2022-01-12,13.73489
2022-01-13,11.54805
2022-01-14,10.58891
2022-01-15,8.59389
2022-01-16,14.59812
2022-01-17,10.01342
2022-01-18,9.91751
2022-01-19,10.704
2022-01-20,9.20774
2022-01-21,10.9342
2022-01-22,27.93017
2022-01-23,24.34298
2022-01-24,28.44811
2022-01-25,25.30212
2022-01-26,20.56397
2022-01-27,19.01016
2022-01-28,13.35123
2022-01-29,9.80241
2022-01-30,11.58641
2022-01-31,9.24611
2022-02-01,10.12852
2022-02-02,10.60809
2022-02-03,12.20026
2022-02-04,11.29867
2022-02-05,12.54555
2022-02-06,10.79992
2022-02-07,12.66065
2022-02-08,15.92173
2022-02-09,13.67734
2022-02-10,11.12603
2022-02-11,10.01342
2022-02-12,7.74985
2022-02-13,9.22693
2022-02-14,11.01093
2022-02-15,10.58891
2022-02-16,11.24112
2022-02-17,9.74486
2022-02-18,11.54805
2022-02-19,10.01342
2022-02-20,14.3871
2022-02-21,15.6148
2022-02-22,16.70822
2022-02-23,12.69902
2022-02-24,25.07193
2022-02-25,16.59313
2022-02-26,10.28198
2022-02-27,10.24362
2022-02-28,11.47132
2022-03-01,15.03932
2022-03-02,17.0727
2022-03-03,11.83579
2022-03-04,11.01093
2022-03-05,9.82159
2022-03-06,9.05428
2022-03-07,12.14272
2022-03-08,10.68482
2022-03-09,8.59389
2022-03-10,12.10435
2022-03-11,10.33953
2022-03-12,9.72568
2022-03-13,8.15269
2022-03-14,10.47381
2022-03-15,9.62977
2022-03-16,9.57222
2022-03-17,9.51467
2022-03-18,9.26529
2022-03-19,7.38538
2022-03-20,6.4646
2022-03-21,7.136
2022-03-22,8.2486
2022-03-23,7.94168
2022-03-24,7.98004
2022-03-25,8.49798
2022-03-26,6.80989
2022-03-27,7.40456
2022-03-28,9.84078
2022-03-29,10.64646
2022-03-30,11.20276
2022-03-31,10.01342
2022-04-01,8.05678
2022-04-02,7.67312
2022-04-03,5.50546
2022-04-04,9.76405
2022-04-05,9.32284
2022-04-06,7.59639
2022-04-07,9.45712
2022-04-08,6.82908
2022-04-09,5.54383
2022-04-10,6.17686
2022-04-11,7.88413
2022-04-12,9.62977
2022-04-13,7.38538
2022-04-14,7.99923
2022-04-15,7.76903
2022-04-16,5.94667
2022-04-17,6.82908
2022-04-18,8.05678
2022-04-19,9.61058
2022-04-20,9.49549
2022-04-21,9.36121
2022-04-22,8.51716
2022-04-23,7.34701
2022-04-24,6.42624
2022-04-25,8.76654
2022-04-26,8.09514
2022-04-27,9.22693
2022-04-28,9.01592
2022-04-29,8.11432
2022-04-30,6.23441
2022-05-01,7.19355
2022-05-02,8.07596
2022-05-03,7.09764
2022-05-04,7.21273
2022-05-05,7.59639
2022-05-06,10.1477
2022-05-07,6.48379
2022-05-08,8.13351
2022-05-09,13.04431
2022-05-10,20.35296
2022-05-11,17.05352
2022-05-12,34.1454
2022-05-13,35.60329
2022-05-14,19.04853
2022-05-15,14.34874
2022-05-16,16.55476
2022-05-17,16.43967
2022-05-18,13.31287
2022-05-19,15.40379
2022-05-20,9.28448
2022-05-21,7.15518
2022-05-22,7.27028
2022-05-23,8.95837
2022-05-24,12.58392
2022-05-25,9.41876
2022-05-26,8.82409
2022-05-27,9.09265
2022-05-28,8.51716
2022-05-29,7.96086
2022-05-30,9.7065
2022-05-31,9.30366
2022-06-01,7.6923
2022-06-02,7.34701
2022-06-03,6.73316
2022-06-04,5.86994
2022-06-05,5.19854
2022-06-06,6.92499
2022-06-07,7.51966
2022-06-08,8.44043
2022-06-09,6.5797
2022-06-10,6.63725
2022-06-11,5.85075
2022-06-12,8.09514
2022-06-13,18.81833
2022-06-14,26.05025
2022-06-15,24.2087
2022-06-16,18.3004
2022-06-17,18.77997
2022-06-18,17.03433
2022-06-19,36.83099
2022-06-20,24.28544
2022-06-21,14.40629
2022-06-22,15.88336
2022-06-23,13.96508
2022-06-24,10.28198
2022-06-25,8.53635
2022-06-26,8.2486
2022-06-27,9.78323
2022-06-28,10.68482
2022-06-29,11.29867
2022-06-30,12.7182
2022-07-01,14.29119
2022-07-02,7.65394
2022-07-03,7.99923
2022-07-04,12.92921
2022-07-05,12.14272
2022-07-06,11.04929
2022-07-07,8.97755
2022-07-08,9.68732
2022-07-09,8.28697
2022-07-10,7.27028
2022-07-11,9.72568
2022-07-12,10.16689
2022-07-13,10.56972
2022-07-14,8.70899
2022-07-15,8.84327
2022-07-16,6.61807
2022-07-17,6.36869
2022-07-18,9.78323
2022-07-19,9.97506
2022-07-20,11.18357
2022-07-21,14.46384
2022-07-22,11.43295
2022-07-23,7.23192
2022-07-24,7.136
2022-07-25,9.24611
2022-07-26,8.2486
2022-07-27,8.86245
2022-07-28,9.05428
2022-07-29,8.2486
2022-07-30,6.82908
2022-07-31,6.86744
2022-08-01,8.11432
2022-08-02,6.90581
2022-08-03,7.50047
2022-08-04,8.72817
2022-08-05,7.19355
2022-08-06,5.73566
2022-08-07,5.88912
2022-08-08,8.3637
2022-08-09,6.65643
2022-08-10,6.40705
2022-08-11,8.63226
2022-08-12,6.73316
2022-08-13,7.34701
2022-08-14,6.40705
2022-08-15,7.11682
2022-08-16,8.05678
2022-08-17,7.44293
2022-08-18,7.32783
2022-08-19,8.61308
2022-08-20,9.07347
2022-08-21,6.96336
2022-08-22,8.21024
2022-08-23,7.63475
2022-08-24,6.56052
2022-08-25,6.88662
2022-08-26,6.59888
2022-08-27,6.75234
2022-08-28,5.96585
2022-08-29,8.90082
2022-08-30,8.78572
2022-08-31,6.42624
2022-09-01,6.21523
2022-09-02,5.7932
2022-09-03,5.25609
2022-09-04,4.64224
2022-09-05,6.38787
2022-09-06,5.08344
2022-09-07,7.51966
2022-09-08,7.27028
2022-09-09,5.56301
2022-09-10,5.17935
2022-09-11,5.86994
2022-09-12,6.86744
2022-09-13,8.15269
2022-09-14,9.74486
2022-09-15,7.05927
2022-09-16,6.79071
2022-09-17,4.96834
2022-09-18,4.75733
2022-09-19,8.19106
2022-09-20,7.86495
2022-09-21,7.46211
2022-09-22,8.19106
2022-09-23,6.73316
2022-09-24,4.75733
2022-09-25,5.39037
2022-09-26,9.1502
2022-09-27,8.67063
2022-09-28,9.28448
2022-09-29,7.09764
2022-09-30,5.96585
2022-10-01,5.06426
2022-10-02,5.67811
2022-10-03,6.15768
2022-10-04,7.50047
2022-10-05,6.67561
2022-10-06,6.52215
2022-10-07,5.9083
2022-10-08,5.60138
2022-10-09,4.89161
2022-10-10,5.29445
2022-10-11,7.67312
2022-10-12,6.96336
2022-10-13,8.59389
2022-10-14,7.76903
2022-10-15,7.32783
2022-10-16,6.11931
2022-10-17,7.50047
2022-10-18,6.67561
2022-10-19,7.11682
2022-10-20,6.19604
2022-10-21,5.44791
2022-10-22,5.56301
2022-10-23,5.16017
2022-10-24,6.0234
2022-10-25,7.23192
2022-10-26,7.84577
2022-10-27,7.136
2022-10-28,6.36869
2022-10-29,5.69729
2022-10-30,4.08593
2022-10-31,5.75484
2022-11-01,5.60138
2022-11-02,5.85075
2022-11-03,6.29196
2022-11-04,5.75484
2022-11-05,5.10262
2022-11-06,5.12181
2022-11-07,6.08095
2022-11-08,7.38538
2022-11-09,14.98177
2022-11-10,28.29464
2022-11-11,16.17111
2022-11-12,22.34797
2022-11-13,14.29119
2022-11-14,29.10032
2022-11-15,19.25954
2022-11-16,12.94839
2022-11-17,11.75906
2022-11-18,10.53136
2022-11-19,8.2486
2022-11-20,8.32534
2022-11-21,12.20026
2022-11-22,13.50469
2022-11-23,10.85747
2022-11-24,9.74486
2022-11-25,11.41377
2022-11-26,8.78572
2022-11-27,7.78822
2022-11-28,10.35871
2022-11-29,10.10934
2022-11-30,8.92
2022-12-01,10.58891
2022-12-02,7.98004
2022-12-03,4.77652
2022-12-04,6.0234
2022-12-05,7.8074
2022-12-06,8.70899
2022-12-07,8.40207
2022-12-08,11.43295
2022-12-09,8.19106
2022-12-10,5.17935
2022-12-11,6.29196
2022-12-12,8.03759
2022-12-13,8.2486
2022-12-14,7.51966
2022-12-15,8.40207
2022-12-16,8.15269
2022-12-17,6.19604
2022-12-18,6.15768
2022-12-19,6.84826
2022-12-20,7.53884
2022-12-21,5.86994
2022-12-22,6.5797
2022-12-23,6.44542
2022-12-24,4.43122
2022-12-25,6.84826
2022-12-26,6.25359
2022-12-27,6.29196
2022-12-28,7.27028
2022-12-29,7.6923
2022-12-30,6.65643
2022-12-31,5.14099
2023-01-01,5.33282
2023-01-02,5.75484
2023-01-03,6.00422
2023-01-04,6.27277
2023-01-05,6.65643
2023-01-06,6.00422
2023-01-07,4.58469
2023-01-08,4.64224
2023-01-09,6.0234
2023-01-10,5.85075
2023-01-11,5.81239
2023-01-12,6.82908
2023-01-13,6.92499
2023-01-14,10.99175
2023-01-15,9.20774
2023-01-16,9.28448
2023-01-17,10.76155
2023-01-18,9.26529
2023-01-19,8.45962
2023-01-20,6.6948
2023-01-21,7.82658
2023-01-22,8.26779
2023-01-23,6.42624
2023-01-24,7.59639
2023-01-25,8.13351
2023-01-26,7.40456
2023-01-27,7.2511
2023-01-28,5.69729
2023-01-29,5.62056
2023-01-30,7.99923
2023-01-31,6.84826
2023-02-01,7.63475
2023-02-02,8.42125
2023-02-03,8.32534
2023-02-04,5.17935
2023-02-05,5.58219
2023-02-06,7.11682
2023-02-07,6.36869
2023-02-08,5.54383
2023-02-09,5.86994
2023-02-10,6.73316
2023-02-11,4.91079
2023-02-12,4.35449
2023-02-13,6.13849
2023-02-14,6.4646
2023-02-15,6.63725
2023-02-16,10.45463
2023-02-17,8.32534
2023-02-18,8.40207
2023-02-19,6.86744
2023-02-20,8.38288
2023-02-21,9.41876
2023-02-22,7.78822
2023-02-23,7.15518
2023-02-24,6.59888
2023-02-25,6.59888
2023-02-26,5.96585
2023-02-27,6.08095
2023-02-28,5.77402
2023-03-01,4.94916
2023-03-02,5.85075
2023-03-03,6.96336
2023-03-04,6.34951
2023-03-05,4.66142
2023-03-06,5.7932
2023-03-07,5.29445
2023-03-08,5.08344
2023-03-09,6.17686
2023-03-10,8.74736
2023-03-11,7.30865
2023-03-12,7.65394
2023-03-13,9.84078
2023-03-14,12.98676
2023-03-15,11.70151
2023-03-16,10.01342
2023-03-17,10.79992
2023-03-18,9.87914
2023-03-19,9.78323
2023-03-20,12.92921
2023-03-21,10.95338
2023-03-22,10.76155
2023-03-23,10.2628
2023-03-24,9.51467
2023-03-25,7.55802
2023-03-26,7.2511
2023-03-27,8.22942
2023-03-28,8.72817
2023-03-29,8.88164
2023-03-30,9.7065
2023-03-31,8.21024
2023-04-01,7.96086
2023-04-02,8.01841
2023-04-03,7.71149
2023-04-04,7.82658
2023-04-05,8.49798
2023-04-06,6.90581
2023-04-07,6.31114
2023-04-08,4.02839
2023-04-09,5.71647
2023-04-10,6.80989
2023-04-11,9.91751
2023-04-12,9.7065
2023-04-13,7.50047
2023-04-14,8.26779
2023-04-15,4.92998
2023-04-16,4.69978
2023-04-17,7.04009
2023-04-18,6.08095
2023-04-19,7.0209
2023-04-20,5.9083
2023-04-21,6.11931
2023-04-22,5.19854
2023-04-23,5.12181
2023-04-24,7.67312
2023-04-25,8.22942
2023-04-26,7.82658
2023-04-27,7.27028
2023-04-28,6.65643
2023-04-29,5.77402
2023-04-30,5.27527
2023-05-01,8.32534
2023-05-02,6.77153
2023-05-03,8.15269
2023-05-04,7.04009
2023-05-05,8.03759
2023-05-06,8.55553
2023-05-07,11.52887
2023-05-08,10.35871
2023-05-09,11.6056
2023-05-10,10.72319
2023-05-11,10.2628
2023-05-12,10.39708
2023-05-13,9.30366
2023-05-14,9.1502
2023-05-15,8.68981
2023-05-16,8.72817
2023-05-17,9.30366
2023-05-18,9.43794
2023-05-19,8.17187
2023-05-20,6.27277
2023-05-21,6.61807
2023-05-22,8.38288
2023-05-23,8.19106
2023-05-24,7.05927
2023-05-25,7.00172
2023-05-26,5.67811
2023-05-27,5.16017
2023-05-28,5.56301
