date,네이처셀주가
2021-03-30,6.27601
2021-03-31,6.09762
2021-04-01,5.47056
2021-04-02,5.62733
2021-04-03,0.79463
2021-04-04,0.78382
2021-04-05,5.8868
2021-04-06,5.37326
2021-04-07,5.93545
2021-04-08,5.80031
2021-04-09,6.43278
2021-04-10,0.69733
2021-04-11,0.71895
2021-04-12,8.24368
2021-04-13,7.80582
2021-04-14,11.14114
2021-04-15,6.93551
2021-04-16,6.02194
2021-04-17,0.77301
2021-04-18,0.75139
2021-04-19,6.22736
2021-04-20,6.37872
2021-04-21,5.67598
2021-04-22,5.58408
2021-04-23,5.38407
2021-04-24,0.65408
2021-04-25,0.6649
2021-04-26,4.95702
2021-04-27,4.95161
2021-04-28,5.09216
2021-04-29,5.2219
2021-04-30,4.06508
2021-05-01,0.58381
2021-05-02,0.54597
2021-05-03,6.38953
2021-05-04,5.83815
2021-05-05,0.70814
2021-05-06,5.18946
2021-05-07,7.36796
2021-05-08,1.04329
2021-05-09,0.98924
2021-05-10,8.81128
2021-05-11,15.06027
2021-05-12,13.01151
2021-05-13,8.88156
2021-05-14,8.72479
2021-05-15,1.48656
2021-05-16,1.59468
2021-05-17,23.66614
2021-05-18,34.47213
2021-05-19,4.57862
2021-05-20,20.64976
2021-05-21,16.35764
2021-05-22,2.51905
2021-05-23,2.3785
2021-05-24,14.18455
2021-05-25,13.73047
2021-05-26,16.94145
2021-05-27,17.80636
2021-05-28,14.36293
2021-05-29,1.66495
2021-05-30,1.48656
2021-05-31,12.41688
2021-06-01,10.84382
2021-06-02,10.68165
2021-06-03,13.71966
2021-06-04,12.46013
2021-06-05,1.27574
2021-06-06,1.01086
2021-06-07,10.13027
2021-06-08,12.46553
2021-06-09,9.85999
2021-06-10,9.32482
2021-06-11,13.64938
2021-06-12,1.83793
2021-06-13,1.62711
2021-06-14,12.17363
2021-06-15,20.4984
2021-06-16,20.17406
2021-06-17,25.15271
2021-06-18,39.60754
2021-06-19,6.02194
2021-06-20,4.45429
2021-06-21,34.78566
2021-06-22,53.94345
2021-06-23,51.58116
2021-06-24,44.22941
2021-06-25,33.4937
2021-06-26,4.58943
2021-06-27,3.53532
2021-06-28,44.32131
2021-06-29,32.80177
2021-06-30,49.9108
2021-07-01,40.72652
2021-07-02,35.17487
2021-07-03,4.03805
2021-07-04,4.21644
2021-07-05,32.10984
2021-07-06,29.6016
2021-07-07,25.45543
2021-07-08,25.25541
2021-07-09,23.73101
2021-07-10,3.10827
2021-07-11,2.57311
2021-07-12,34.98026
2021-07-13,26.23925
2021-07-14,25.25541
2021-07-15,24.62835
2021-07-16,20.5903
2021-07-17,2.665
2021-07-18,2.32444
2021-07-19,22.60662
2021-07-20,21.88226
2021-07-21,54.73809
2021-07-22,49.36483
2021-07-23,95.24298
2021-07-24,10.39515
2021-07-25,6.94632
2021-07-26,49.68376
2021-07-27,51.13789
2021-07-28,40.85085
2021-07-29,48.12152
2021-07-30,37.002
2021-07-31,3.92453
2021-08-01,3.34612
2021-08-02,36.48305
2021-08-03,36.60197
2021-08-04,32.41256
2021-08-05,30.25568
2021-08-06,26.05546
2021-08-07,3.19476
2021-08-08,2.6596
2021-08-09,25.9095
2021-08-10,26.88793
2021-08-11,32.8342
2021-08-12,25.79598
2021-08-13,24.00129
2021-08-14,2.65419
2021-08-15,1.87037
2021-08-16,3.95697
2021-08-17,24.34726
2021-08-18,23.12557
2021-08-19,21.08222
2021-08-20,22.89312
2021-08-21,2.83799
2021-08-22,2.27579
2021-08-23,32.79096
2021-08-24,36.85064
2021-08-25,29.80701
2021-08-26,24.68782
2021-08-27,23.09314
2021-08-28,2.93529
2021-08-29,2.42175
2021-08-30,23.88777
2021-08-31,21.06059
2021-09-01,25.48786
2021-09-02,20.07676
2021-09-03,19.47672
2021-09-04,2.79474
2021-09-05,2.28661
2021-09-06,19.61727
2021-09-07,18.51991
2021-09-08,16.36304
2021-09-09,25.85545
2021-09-10,20.51462
2021-09-11,2.58392
2021-09-12,2.11362
2021-09-13,17.45499
2021-09-14,18.64965
2021-09-15,16.91983
2021-09-16,16.85496
2021-09-17,19.0767
2021-09-18,2.58392
2021-09-19,1.89199
2021-09-20,1.6163
2021-09-21,1.39466
2021-09-22,1.81631
2021-09-23,17.2766
2021-09-24,16.54143
2021-09-25,1.74604
2021-09-26,1.57305
2021-09-27,14.47105
2021-09-28,12.75744
2021-09-29,14.18995
2021-09-30,14.75755
2021-10-01,12.70879
2021-10-02,1.64333
2021-10-03,1.24331
2021-10-04,1.95145
2021-10-05,15.02783
2021-10-06,17.5577
2021-10-07,18.61722
2021-10-08,25.42299
2021-10-09,2.85961
2021-10-10,1.81631
2021-10-11,2.48121
2021-10-12,15.68192
2021-10-13,16.96848
2021-10-14,17.89285
2021-10-15,15.92518
2021-10-16,1.92983
2021-10-17,1.27033
2021-10-18,13.60614
2021-10-19,19.44969
2021-10-20,15.97924
2021-10-21,13.15746
2021-10-22,14.95215
2021-10-23,1.54602
2021-10-24,1.21087
2021-10-25,13.96832
2021-10-26,16.49278
2021-10-27,13.43315
2021-10-28,12.47094
2021-10-29,10.86545
2021-10-30,1.40548
2021-10-31,1.01627
2021-11-01,13.07097
2021-11-02,13.21693
2021-11-03,10.90329
2021-11-04,11.75739
2021-11-05,10.93572
2021-11-06,1.59468
2021-11-07,1.32439
2021-11-08,14.03859
2021-11-09,11.90875
2021-11-10,11.44926
2021-11-11,11.21682
2021-11-12,11.47089
2021-11-13,1.50818
2021-11-14,1.32439
2021-11-15,11.02221
2021-11-16,10.42759
2021-11-17,10.97897
2021-11-18,10.38975
2021-11-19,11.19519
2021-11-20,1.34601
2021-11-21,1.09195
2021-11-22,11.00059
2021-11-23,9.57349
2021-11-24,10.37353
2021-11-25,11.70333
2021-11-26,10.41137
2021-11-27,1.64873
2021-11-28,1.18384
2021-11-29,10.67084
2021-11-30,10.83301
2021-12-01,10.35191
2021-12-02,11.24925
2021-12-03,11.52494
2021-12-04,1.41088
2021-12-05,1.18925
2021-12-06,10.01135
2021-12-07,11.74658
2021-12-08,11.94118
2021-12-09,14.07643
2021-12-10,12.02767
2021-12-11,1.52981
2021-12-12,1.38385
2021-12-13,11.55738
2021-12-14,15.13054
2021-12-15,11.75739
2021-12-16,11.95199
2021-12-17,11.26547
2021-12-18,1.58386
2021-12-19,1.61089
2021-12-20,11.55738
2021-12-21,11.49791
2021-12-22,10.19514
2021-12-23,11.41142
2021-12-24,10.76814
2021-12-25,1.4271
2021-12-26,1.66495
2021-12-27,11.24925
2021-12-28,11.26006
2021-12-29,17.33607
2021-12-30,12.77366
2021-12-31,3.63803
2022-01-01,1.15141
2022-01-02,1.58927
2022-01-03,13.32504
2022-01-04,13.92507
2022-01-05,14.59538
2022-01-06,13.78993
2022-01-07,12.46553
2022-01-08,1.40548
2022-01-09,1.25952
2022-01-10,12.83312
2022-01-11,11.24925
2022-01-12,11.49791
2022-01-13,8.88156
2022-01-14,7.595
2022-01-15,1.47575
2022-01-16,0.88653
2022-01-17,7.68149
2022-01-18,7.82204
2022-01-19,7.64906
2022-01-20,8.4491
2022-01-21,8.08692
2022-01-22,1.32439
2022-01-23,1.2379
2022-01-24,7.95718
2022-01-25,8.41126
2022-01-26,8.09773
2022-01-27,9.8708
2022-01-28,10.29244
2022-01-29,1.48656
2022-01-30,0.72976
2022-01-31,0.71895
2022-02-01,0.84869
2022-02-02,1.03248
2022-02-03,21.83361
2022-02-04,16.20087
2022-02-05,1.76225
2022-02-06,1.31358
2022-02-07,12.11416
2022-02-08,11.40602
2022-02-09,10.29785
2022-02-10,10.28163
2022-02-11,9.07076
2022-02-12,1.35142
2022-02-13,1.10816
2022-02-14,9.00589
2022-02-15,8.11395
2022-02-16,9.75187
2022-02-17,9.33563
2022-02-18,8.78966
2022-02-19,1.35142
2022-02-20,0.89194
2022-02-21,8.33558
2022-02-22,6.92469
2022-02-23,7.70852
2022-02-24,7.57878
2022-02-25,9.17346
2022-02-26,1.35683
2022-02-27,0.81626
2022-02-28,9.82755
2022-03-01,1.64873
2022-03-02,8.8329
2022-03-03,9.36807
2022-03-04,8.27612
2022-03-05,1.04329
2022-03-06,0.8541
2022-03-07,8.19503
2022-03-08,9.24914
2022-03-09,1.22168
2022-03-10,9.47078
2022-03-11,8.29234
2022-03-12,1.40548
2022-03-13,1.15681
2022-03-14,8.30315
2022-03-15,8.37883
2022-03-16,9.13562
2022-03-17,10.93032
2022-03-18,9.64917
2022-03-19,1.55684
2022-03-20,1.22709
2022-03-21,9.54105
2022-03-22,8.80047
2022-03-23,9.3951
2022-03-24,8.541
2022-03-25,8.71939
2022-03-26,1.35683
2022-03-27,0.88653
2022-03-28,8.0653
2022-03-29,18.47126
2022-03-30,15.87653
2022-03-31,12.89258
2022-04-01,9.69241
2022-04-02,1.24331
2022-04-03,1.15141
2022-04-04,11.89794
2022-04-05,12.3358
2022-04-06,10.00054
2022-04-07,9.97891
2022-04-08,9.44915
2022-04-09,1.45413
2022-04-10,0.90815
2022-04-11,8.43829
2022-04-12,9.61133
2022-04-13,11.26006
2022-04-14,9.84918
2022-04-15,9.04913
2022-04-16,1.46494
2022-04-17,1.10816
2022-04-18,8.80047
2022-04-19,8.51397
2022-04-20,9.60051
2022-04-21,8.23828
2022-04-22,8.2545
2022-04-23,1.27574
2022-04-24,1.02167
2022-04-25,7.50851
2022-04-26,8.50856
2022-04-27,7.78961
2022-04-28,8.03286
2022-04-29,13.07097
2022-04-30,1.61089
2022-05-01,1.29736
2022-05-02,8.78966
2022-05-03,8.93561
2022-05-04,8.80588
2022-05-05,1.28655
2022-05-06,7.98962
2022-05-07,0.84328
2022-05-08,0.8595
2022-05-09,7.48148
2022-05-10,7.73014
2022-05-11,10.13027
2022-05-12,9.54646
2022-05-13,10.49786
2022-05-14,1.3298
2022-05-15,0.97843
2022-05-16,9.89242
2022-05-17,10.29785
2022-05-18,9.41131
2022-05-19,8.28152
2022-05-20,11.04924
2022-05-21,1.30277
2022-05-22,1.17844
2022-05-23,9.43294
2022-05-24,7.61122
2022-05-25,9.22752
2022-05-26,9.05994
2022-05-27,7.98421
2022-05-28,1.12979
2022-05-29,0.94599
2022-05-30,9.36266
2022-05-31,7.91394
2022-06-01,1.27574
2022-06-02,9.114
2022-06-03,9.33023
2022-06-04,1.28115
2022-06-05,1.03248
2022-06-06,1.16763
2022-06-07,7.37337
2022-06-08,14.88729
2022-06-09,12.67636
2022-06-10,12.75744
2022-06-11,1.71901
2022-06-12,1.45413
2022-06-13,12.44932
2022-06-14,11.09249
2022-06-15,11.57359
2022-06-16,10.47624
2022-06-17,11.28169
2022-06-18,1.91361
2022-06-19,1.49737
2022-06-20,18.14692
2022-06-21,14.21157
2022-06-22,13.01691
2022-06-23,12.60608
2022-06-24,14.40618
2022-06-25,2.57851
2022-06-26,2.02173
2022-06-27,13.10341
2022-06-28,11.97902
2022-06-29,10.05459
2022-06-30,10.18433
2022-07-01,10.74112
2022-07-02,1.46494
2022-07-03,1.22709
2022-07-04,9.74647
2022-07-05,11.83847
2022-07-06,10.29785
2022-07-07,17.84961
2022-07-08,13.46559
2022-07-09,1.69198
2022-07-10,1.57846
2022-07-11,13.11422
2022-07-12,14.02237
2022-07-13,14.68187
2022-07-14,33.16936
2022-07-15,26.12573
2022-07-16,3.76777
2022-07-17,3.05962
2022-07-18,24.7635
2022-07-19,35.07216
2022-07-20,36.31547
2022-07-21,31.85037
2022-07-22,26.93659
2022-07-23,4.16238
2022-07-24,3.16773
2022-07-25,57.52202
2022-07-26,28.60154
2022-07-27,36.63981
2022-07-28,27.43391
2022-07-29,22.25525
2022-07-30,3.05962
2022-07-31,2.55148
2022-08-01,22.98502
2022-08-02,21.59576
2022-08-03,19.43888
2022-08-04,20.82274
2022-08-05,19.31455
2022-08-06,2.51905
2022-08-07,2.73528
2022-08-08,18.39558
2022-08-09,18.13611
2022-08-10,15.80085
2022-08-11,16.8928
2022-08-12,17.39012
2022-08-13,2.3731
2022-08-14,1.43791
2022-08-15,1.91361
2022-08-16,16.57927
2022-08-17,16.37385
2022-08-18,13.91426
2022-08-19,15.39542
2022-08-20,2.21093
2022-08-21,1.72441
2022-08-22,14.34672
2022-08-23,15.08189
2022-08-24,16.17384
2022-08-25,28.12584
2022-08-26,35.32623
2022-08-27,4.6543
2022-08-28,3.16773
2022-08-29,20.23893
2022-08-30,53.59749
2022-08-31,28.13125
2022-09-01,21.02816
2022-09-02,24.96351
2022-09-03,4.85431
2022-09-04,4.03805
2022-09-05,50.12703
2022-09-06,23.23909
2022-09-07,23.98508
2022-09-08,18.66587
2022-09-09,2.2812
2022-09-10,1.72441
2022-09-11,1.87037
2022-09-12,2.29201
2022-09-13,19.65511
2022-09-14,17.99016
2022-09-15,15.35218
2022-09-16,16.0387
2022-09-17,2.40553
2022-09-18,1.85955
2022-09-19,13.46559
2022-09-20,12.83853
2022-09-21,11.46007
2022-09-22,11.11411
2022-09-23,11.41683
2022-09-24,1.91902
2022-09-25,1.22168
2022-09-26,11.06546
2022-09-27,12.09795
2022-09-28,12.5304
2022-09-29,19.02805
2022-09-30,63.9548
2022-10-01,16.40629
2022-10-02,13.10881
2022-10-03,16.08195
2022-10-04,76.16087
2022-10-05,25.38515
2022-10-06,15.71436
2022-10-07,12.11957
2022-10-08,1.40007
2022-10-09,1.22709
2022-10-10,1.50818
2022-10-11,11.19519
2022-10-12,11.23844
2022-10-13,11.81685
2022-10-14,14.34131
2022-10-15,3.85426
2022-10-16,3.24882
2022-10-17,27.95286
2022-10-18,15.34136
2022-10-19,12.88718
2022-10-20,12.53581
2022-10-21,10.29244
2022-10-22,1.4271
2022-10-23,1.21087
2022-10-24,11.84928
2022-10-25,11.28709
2022-10-26,13.3791
2022-10-27,11.57359
2022-10-28,14.16292
2022-10-29,1.8055
2022-10-30,1.25412
2022-10-31,12.29796
2022-11-01,13.0007
2022-11-02,15.12514
2022-11-03,12.03308
2022-11-04,11.59522
2022-11-05,1.82172
2022-11-06,1.42169
2022-11-07,12.21147
2022-11-08,12.66554
2022-11-09,14.75214
2022-11-10,13.07638
2022-11-11,15.76841
2022-11-12,2.89745
2022-11-13,2.35147
2022-11-14,22.47148
2022-11-15,18.66046
2022-11-16,20.90923
2022-11-17,16.14141
2022-11-18,24.23914
2022-11-19,3.30288
2022-11-20,2.7569
2022-11-21,16.46575
2022-11-22,13.47099
2022-11-23,11.92496
2022-11-24,10.8222
2022-11-25,9.98972
2022-11-26,1.37845
2022-11-27,1.29196
2022-11-28,9.24374
2022-11-29,10.09243
2022-11-30,9.17887
2022-12-01,9.78431
2022-12-02,8.05989
2022-12-03,1.146
2022-12-04,0.92437
2022-12-05,10.50867
2022-12-06,8.63289
2022-12-07,9.50862
2022-12-08,8.81128
2022-12-09,10.18433
2022-12-10,4.41645
2022-12-11,5.01108
2022-12-12,17.75231
2022-12-13,10.5357
2022-12-14,9.73025
2022-12-15,8.4491
2022-12-16,7.70311
2022-12-17,1.13519
2022-12-18,0.81085
2022-12-19,7.65987
2022-12-20,6.93551
2022-12-21,7.34093
2022-12-22,7.04902
2022-12-23,7.24904
2022-12-24,0.96761
2022-12-25,0.78382
2022-12-26,6.96253
2022-12-27,7.595
2022-12-28,7.39499
2022-12-29,6.69765
2022-12-30,2.95691
2022-12-31,0.73517
2023-01-01,0.6649
2023-01-02,7.06524
2023-01-03,6.37872
2023-01-04,6.76793
2023-01-05,6.71928
2023-01-06,7.45986
2023-01-07,1.11897
2023-01-08,0.78382
2023-01-09,7.72474
2023-01-10,7.34634
2023-01-11,8.13557
2023-01-12,7.1193
2023-01-13,6.98956
2023-01-14,1.10816
2023-01-15,0.75139
2023-01-16,8.36261
2023-01-17,12.19525
2023-01-18,8.94102
2023-01-19,7.77879
2023-01-20,6.23276
2023-01-21,0.92977
2023-01-22,0.51354
2023-01-23,0.64327
2023-01-24,0.72436
2023-01-25,7.70311
2023-01-26,7.32472
2023-01-27,6.93551
2023-01-28,0.9568
2023-01-29,0.89734
2023-01-30,6.7409
2023-01-31,6.54089
2023-02-01,8.23287
2023-02-02,7.62203
2023-02-03,7.24363
2023-02-04,1.02708
2023-02-05,0.65949
2023-02-06,6.6436
2023-02-07,7.64365
2023-02-08,6.90848
2023-02-09,6.98416
2023-02-10,5.96248
2023-02-11,0.75679
2023-02-12,0.573
2023-02-13,5.62192
2023-02-14,5.67598
2023-02-15,5.67598
2023-02-16,6.6436
2023-02-17,5.38407
2023-02-18,0.83247
2023-02-19,0.64327
2023-02-20,7.3139
2023-02-21,6.42196
2023-02-22,5.21649
2023-02-23,5.34623
2023-02-24,5.16784
2023-02-25,0.87031
2023-02-26,0.82166
2023-02-27,10.88166
2023-02-28,12.03308
2023-03-01,4.56781
2023-03-02,10.17352
2023-03-03,8.20584
2023-03-04,1.21628
2023-03-05,0.8595
2023-03-06,7.77339
2023-03-07,7.31931
2023-03-08,8.45991
2023-03-09,11.38439
2023-03-10,9.85999
2023-03-11,1.65414
2023-03-12,1.23249
2023-03-13,7.47607
2023-03-14,6.85983
2023-03-15,7.60581
2023-03-16,6.87604
2023-03-17,9.04373
2023-03-18,1.66495
2023-03-19,1.05951
2023-03-20,7.27066
2023-03-21,7.64906
2023-03-22,7.63825
2023-03-23,8.55181
2023-03-24,8.62749
2023-03-25,1.41088
2023-03-26,1.08654
2023-03-27,8.03286
2023-03-28,7.61122
2023-03-29,7.36796
2023-03-30,8.17882
2023-03-31,18.06043
2023-04-01,3.04881
2023-04-02,2.54067
2023-04-03,17.06038
2023-04-04,21.46602
2023-04-05,17.94691
2023-04-06,42.47256
2023-04-07,89.5724
2023-04-08,24.88242
2023-04-09,22.60122
2023-04-10,82.46391
2023-04-11,100.0
2023-04-12,53.18665
2023-04-13,32.69365
2023-04-14,70.91734
2023-04-15,11.35737
2023-04-16,9.74647
2023-04-17,29.76377
2023-04-18,23.59587
2023-04-19,23.33639
2023-04-20,19.33618
2023-04-21,16.30358
2023-04-22,2.25417
2023-04-23,1.88658
2023-04-24,16.16844
2023-04-25,14.70349
2023-04-26,14.73593
2023-04-27,13.71425
2023-04-28,11.64927
2023-04-29,1.40548
2023-04-30,1.25412
2023-05-01,2.94069
2023-05-02,14.31969
2023-05-03,12.72501
2023-05-04,10.88166
2023-05-05,1.87037
2023-05-06,1.37304
2023-05-07,1.31899
2023-05-08,11.42223
2023-05-09,11.21682
2023-05-10,12.74663
2023-05-11,10.7303
2023-05-12,8.49235
2023-05-13,1.10276
2023-05-14,0.94059
2023-05-15,9.00589
2023-05-16,9.14103
2023-05-17,9.50321
2023-05-18,8.68695
2023-05-19,8.67614
2023-05-20,1.28655
2023-05-21,1.07032
2023-05-22,10.21676
2023-05-23,10.86004
2023-05-24,10.22757
2023-05-25,8.70317
2023-05-26,8.14638
2023-05-27,1.40007
2023-05-28,1.08113
2023-05-29,1.56224
