date,창업부업지원센터
2020-03-20,27.87878
2020-03-21,26.0606
2020-03-22,16.36363
2020-03-23,30.90909
2020-03-24,42.42424
2020-03-25,35.75757
2020-03-26,39.39393
2020-03-27,21.81818
2020-03-28,26.66666
2020-03-29,18.18181
2020-03-30,36.36363
2020-03-31,32.12121
2020-04-01,35.15151
2020-04-02,26.0606
2020-04-03,32.72727
2020-04-04,13.33333
2020-04-05,18.18181
2020-04-06,15.75757
2020-04-07,19.39393
2020-04-08,31.51515
2020-04-09,15.75757
2020-04-10,27.27272
2020-04-11,9.69696
2020-04-12,21.21212
2020-04-13,21.81818
2020-04-14,20.0
2020-04-15,20.60606
2020-04-16,14.54545
2020-04-17,15.15151
2020-04-18,21.21212
2020-04-19,20.60606
2020-04-20,23.63636
2020-04-21,23.63636
2020-04-22,30.90909
2020-04-23,30.90909
2020-04-24,41.21212
2020-04-25,25.45454
2020-04-26,13.33333
2020-04-27,35.75757
2020-04-28,23.0303
2020-04-29,26.0606
2020-04-30,26.0606
2020-05-01,20.60606
2020-05-02,9.0909
2020-05-03,8.48484
2020-05-04,17.57575
2020-05-05,25.45454
2020-05-06,30.30303
2020-05-07,19.39393
2020-05-08,12.72727
2020-05-09,5.45454
2020-05-10,13.33333
2020-05-11,14.54545
2020-05-12,17.57575
2020-05-13,18.78787
2020-05-14,8.48484
2020-05-15,12.72727
2020-05-16,9.0909
2020-05-17,12.12121
2020-05-18,13.93939
2020-05-19,20.0
2020-05-20,18.18181
2020-05-21,10.30303
2020-05-22,14.54545
2020-05-23,13.33333
2020-05-24,4.84848
2020-05-25,16.36363
2020-05-26,18.78787
2020-05-27,11.51515
2020-05-28,15.15151
2020-05-29,10.30303
2020-05-30,7.87878
2020-05-31,6.0606
2020-06-01,10.30303
2020-06-02,14.54545
2020-06-03,10.90909
2020-06-04,19.39393
2020-06-05,9.0909
2020-06-06,10.30303
2020-06-07,8.48484
2020-06-08,21.81818
2020-06-09,12.12121
2020-06-10,16.96969
2020-06-11,10.90909
2020-06-12,13.93939
2020-06-13,9.0909
2020-06-14,7.87878
2020-06-15,10.90909
2020-06-16,15.15151
2020-06-17,8.48484
2020-06-18,17.57575
2020-06-19,13.93939
2020-06-20,12.72727
2020-06-21,13.33333
2020-06-22,24.24242
2020-06-23,20.0
2020-06-24,16.36363
2020-06-25,21.81818
2020-06-26,15.75757
2020-06-27,10.30303
2020-06-28,14.54545
2020-06-29,21.21212
2020-06-30,28.48484
2020-07-01,20.60606
2020-07-02,29.69696
2020-07-03,12.72727
2020-07-04,12.12121
2020-07-05,15.75757
2020-07-06,26.0606
2020-07-07,28.48484
2020-07-08,36.96969
2020-07-09,21.81818
2020-07-10,12.72727
2020-07-11,7.27272
2020-07-12,16.96969
2020-07-13,33.33333
2020-07-14,26.66666
2020-07-15,30.30303
2020-07-16,12.12121
2020-07-17,23.63636
2020-07-18,17.57575
2020-07-19,23.63636
2020-07-20,28.48484
2020-07-21,20.60606
2020-07-22,28.48484
2020-07-23,17.57575
2020-07-24,16.36363
2020-07-25,21.21212
2020-07-26,9.69696
2020-07-27,25.45454
2020-07-28,23.63636
2020-07-29,18.18181
2020-07-30,9.69696
2020-07-31,11.51515
2020-08-01,6.66666
2020-08-02,8.48484
2020-08-03,19.39393
2020-08-04,13.33333
2020-08-05,13.93939
2020-08-06,11.51515
2020-08-07,20.60606
2020-08-08,15.15151
2020-08-09,9.0909
2020-08-10,14.54545
2020-08-11,16.96969
2020-08-12,27.87878
2020-08-13,9.0909
2020-08-14,10.90909
2020-08-15,9.0909
2020-08-16,6.66666
2020-08-17,11.51515
2020-08-18,26.66666
2020-08-19,21.21212
2020-08-20,17.57575
2020-08-21,27.87878
2020-08-22,15.15151
2020-08-23,26.0606
2020-08-24,44.24242
2020-08-25,24.84848
2020-08-26,31.51515
2020-08-27,40.60606
2020-08-28,34.54545
2020-08-29,24.84848
2020-08-30,19.39393
2020-08-31,24.84848
2020-09-01,36.96969
2020-09-02,29.69696
2020-09-03,30.90909
2020-09-04,32.12121
2020-09-05,15.75757
2020-09-06,20.60606
2020-09-07,28.48484
2020-09-08,30.30303
2020-09-09,29.69696
2020-09-10,40.60606
2020-09-11,24.84848
2020-09-12,15.75757
2020-09-13,23.63636
2020-09-14,40.60606
2020-09-15,32.12121
2020-09-16,22.42424
2020-09-17,16.96969
2020-09-18,18.78787
2020-09-19,24.24242
2020-09-20,13.93939
2020-09-21,27.27272
2020-09-22,33.33333
2020-09-23,36.96969
2020-09-24,23.0303
2020-09-25,27.27272
2020-09-26,16.36363
2020-09-27,28.48484
2020-09-28,23.0303
2020-09-29,16.36363
2020-09-30,10.30303
2020-10-01,16.36363
2020-10-02,24.84848
2020-10-03,7.27272
2020-10-04,15.15151
2020-10-05,35.75757
2020-10-06,40.60606
2020-10-07,40.60606
2020-10-08,29.0909
2020-10-09,15.15151
2020-10-10,18.18181
2020-10-11,22.42424
2020-10-12,20.0
2020-10-13,28.48484
2020-10-14,23.63636
2020-10-15,27.27272
2020-10-16,22.42424
2020-10-17,13.93939
2020-10-18,14.54545
2020-10-19,35.75757
2020-10-20,29.0909
2020-10-21,21.21212
2020-10-22,29.69696
2020-10-23,27.87878
2020-10-24,25.45454
2020-10-25,27.27272
2020-10-26,42.42424
2020-10-27,49.0909
2020-10-28,47.87878
2020-10-29,49.69696
2020-10-30,40.0
2020-10-31,11.51515
2020-11-01,10.90909
2020-11-02,25.45454
2020-11-03,19.39393
2020-11-04,14.54545
2020-11-05,24.84848
2020-11-06,16.96969
2020-11-07,16.36363
2020-11-08,10.90909
2020-11-09,25.45454
2020-11-10,26.66666
2020-11-11,22.42424
2020-11-12,35.75757
2020-11-13,27.27272
2020-11-14,7.27272
2020-11-15,14.54545
2020-11-16,22.42424
2020-11-17,29.69696
2020-11-18,21.21212
2020-11-19,16.36363
2020-11-20,20.0
2020-11-21,6.66666
2020-11-22,10.30303
2020-11-23,11.51515
2020-11-24,23.63636
2020-11-25,17.57575
2020-11-26,13.93939
2020-11-27,22.42424
2020-11-28,9.0909
2020-11-29,17.57575
2020-11-30,23.0303
2020-12-01,16.96969
2020-12-02,24.24242
2020-12-03,22.42424
2020-12-04,15.15151
2020-12-05,24.24242
2020-12-06,14.54545
2020-12-07,23.63636
2020-12-08,22.42424
2020-12-09,30.30303
2020-12-10,29.69696
2020-12-11,16.36363
2020-12-12,12.12121
2020-12-13,9.69696
2020-12-14,45.45454
2020-12-15,33.33333
2020-12-16,28.48484
2020-12-17,32.72727
2020-12-18,36.36363
2020-12-19,40.60606
2020-12-20,36.36363
2020-12-21,40.0
2020-12-22,42.42424
2020-12-23,52.12121
2020-12-24,37.57575
2020-12-25,28.48484
2020-12-26,24.84848
2020-12-27,21.81818
2020-12-28,35.15151
2020-12-29,33.33333
2020-12-30,37.57575
2020-12-31,39.39393
2021-01-01,29.69696
2021-01-02,33.33333
2021-01-03,57.57575
2021-01-04,44.24242
2021-01-05,31.51515
2021-01-06,55.75757
2021-01-07,40.60606
2021-01-08,33.33333
2021-01-09,33.93939
2021-01-10,32.12121
2021-01-11,55.75757
2021-01-12,35.75757
2021-01-13,38.18181
2021-01-14,19.39393
2021-01-15,26.66666
2021-01-16,18.78787
2021-01-17,16.36363
2021-01-18,32.12121
2021-01-19,24.24242
2021-01-20,21.81818
2021-01-21,34.54545
2021-01-22,21.21212
2021-01-23,39.39393
2021-01-24,29.69696
2021-01-25,47.27272
2021-01-26,46.0606
2021-01-27,35.15151
2021-01-28,32.12121
2021-01-29,21.81818
2021-01-30,18.78787
2021-01-31,15.75757
2021-02-01,31.51515
2021-02-02,34.54545
2021-02-03,27.87878
2021-02-04,27.27272
2021-02-05,15.15151
2021-02-06,20.60606
2021-02-07,25.45454
2021-02-08,22.42424
2021-02-09,22.42424
2021-02-10,21.21212
2021-02-11,10.90909
2021-02-12,13.93939
2021-02-13,7.27272
2021-02-14,26.66666
2021-02-15,24.24242
2021-02-16,37.57575
2021-02-17,24.24242
2021-02-18,20.60606
2021-02-19,20.0
2021-02-20,19.39393
2021-02-21,21.21212
2021-02-22,30.30303
2021-02-23,27.27272
2021-02-24,22.42424
2021-02-25,28.48484
2021-02-26,23.0303
2021-02-27,6.0606
2021-02-28,16.96969
2021-03-01,24.24242
2021-03-02,15.75757
2021-03-03,18.78787
2021-03-04,18.18181
2021-03-05,15.75757
2021-03-06,12.12121
2021-03-07,11.51515
2021-03-08,25.45454
2021-03-09,27.87878
2021-03-10,28.48484
2021-03-11,23.0303
2021-03-12,22.42424
2021-03-13,12.72727
2021-03-14,10.90909
2021-03-15,12.72727
2021-03-16,24.84848
2021-03-17,27.87878
2021-03-18,25.45454
2021-03-19,16.36363
2021-03-20,7.27272
2021-03-21,17.57575
2021-03-22,20.0
2021-03-23,23.0303
2021-03-24,15.75757
2021-03-25,22.42424
2021-03-26,20.0
2021-03-27,13.33333
2021-03-28,10.30303
2021-03-29,28.48484
2021-03-30,16.36363
2021-03-31,21.81818
2021-04-01,11.51515
2021-04-02,19.39393
2021-04-03,10.30303
2021-04-04,8.48484
2021-04-05,27.87878
2021-04-06,19.39393
2021-04-07,27.27272
2021-04-08,26.66666
2021-04-09,24.84848
2021-04-10,16.96969
2021-04-11,16.96969
2021-04-12,34.54545
2021-04-13,26.0606
2021-04-14,30.90909
2021-04-15,27.87878
2021-04-16,15.75757
2021-04-17,13.33333
2021-04-18,21.81818
2021-04-19,35.15151
2021-04-20,29.69696
2021-04-21,12.72727
2021-04-22,18.18181
2021-04-23,38.18181
2021-04-24,23.63636
2021-04-25,13.93939
2021-04-26,26.66666
2021-04-27,22.42424
2021-04-28,22.42424
2021-04-29,27.87878
2021-04-30,12.72727
2021-05-01,16.96969
2021-05-02,5.45454
2021-05-03,16.96969
2021-05-04,20.0
2021-05-05,16.96969
2021-05-06,27.87878
2021-05-07,18.78787
2021-05-08,25.45454
2021-05-09,14.54545
2021-05-10,19.39393
2021-05-11,19.39393
2021-05-12,19.39393
2021-05-13,24.84848
2021-05-14,15.75757
2021-05-15,13.33333
2021-05-16,13.33333
2021-05-17,32.72727
2021-05-18,24.24242
2021-05-19,22.42424
2021-05-20,29.0909
2021-05-21,26.0606
2021-05-22,15.15151
2021-05-23,12.12121
2021-05-24,31.51515
2021-05-25,21.81818
2021-05-26,30.30303
2021-05-27,27.87878
2021-05-28,26.66666
2021-05-29,10.30303
2021-05-30,23.63636
2021-05-31,27.87878
2021-06-01,23.63636
2021-06-02,19.39393
2021-06-03,18.18181
2021-06-04,16.36363
2021-06-05,14.54545
2021-06-06,20.60606
2021-06-07,20.60606
2021-06-08,27.27272
2021-06-09,21.21212
2021-06-10,36.96969
2021-06-11,23.63636
2021-06-12,20.60606
2021-06-13,16.96969
2021-06-14,25.45454
2021-06-15,18.78787
2021-06-16,23.63636
2021-06-17,32.72727
2021-06-18,21.81818
2021-06-19,5.45454
2021-06-20,23.63636
2021-06-21,16.96969
2021-06-22,27.27272
2021-06-23,26.66666
2021-06-24,23.63636
2021-06-25,10.90909
2021-06-26,7.87878
2021-06-27,12.72727
2021-06-28,24.24242
2021-06-29,40.0
2021-06-30,36.96969
2021-07-01,27.87878
2021-07-02,16.36363
2021-07-03,13.93939
2021-07-04,23.0303
2021-07-05,29.0909
2021-07-06,21.81818
2021-07-07,27.87878
2021-07-08,16.96969
2021-07-09,18.18181
2021-07-10,24.24242
2021-07-11,9.0909
2021-07-12,26.66666
2021-07-13,33.93939
2021-07-14,17.57575
2021-07-15,30.90909
2021-07-16,32.72727
2021-07-17,7.87878
2021-07-18,16.36363
2021-07-19,30.30303
2021-07-20,15.75757
2021-07-21,30.90909
2021-07-22,30.90909
