date,비트코인선물거래
2021-02-03,19.57247
2021-02-04,17.96927
2021-02-05,14.69605
2021-02-06,12.75885
2021-02-07,15.89846
2021-02-08,20.90848
2021-02-09,29.05811
2021-02-10,18.37007
2021-02-11,18.50367
2021-02-12,23.64729
2021-02-13,22.84569
2021-02-14,25.9853
2021-02-15,68.67067
2021-02-16,36.80694
2021-02-17,34.86973
2021-02-18,36.47294
2021-02-19,32.79893
2021-02-20,52.4382
2021-02-21,37.27454
2021-02-22,43.75417
2021-02-23,58.51703
2021-02-24,36.47294
2021-02-25,30.79492
2021-02-26,31.32932
2021-02-27,21.10888
2021-02-28,24.44889
2021-03-01,29.59251
2021-03-02,24.78289
2021-03-03,20.90848
2021-03-04,21.17568
2021-03-05,18.30327
2021-03-06,18.50367
2021-03-07,17.30126
2021-03-08,17.90247
2021-03-09,19.57247
2021-03-10,23.84769
2021-03-11,23.51369
2021-03-12,17.63527
2021-03-13,17.76887
2021-03-14,22.44488
2021-03-15,26.2525
2021-03-16,22.57849
2021-03-17,24.38209
2021-03-18,23.11289
2021-03-19,22.51169
2021-03-20,18.70407
2021-03-21,24.51569
2021-03-22,24.31529
2021-03-23,24.71609
2021-03-24,19.70607
2021-03-25,28.85771
2021-03-26,30.32732
2021-03-27,17.70207
2021-03-28,13.56045
2021-03-29,18.70407
2021-03-30,22.71209
2021-03-31,27.1877
2021-04-01,24.38209
2021-04-02,24.91649
2021-04-03,27.58851
2021-04-04,27.92251
2021-04-05,33.40013
2021-04-06,34.60253
2021-04-07,42.61857
2021-04-08,34.06813
2021-04-09,27.92251
2021-04-10,27.0541
2021-04-11,32.33132
2021-04-12,30.32732
2021-04-13,37.27454
2021-04-14,40.68136
2021-04-15,43.55377
2021-04-16,50.9018
2021-04-17,42.41816
2021-04-18,60.92184
2021-04-19,55.84502
2021-04-20,56.31262
2021-04-21,51.3026
2021-04-22,61.38944
2021-04-23,100.0
2021-04-24,55.91182
2021-04-25,54.84301
2021-04-26,56.91382
2021-04-27,46.76018
2021-04-28,44.15497
2021-04-29,42.48496
2021-04-30,35.93854
2021-05-01,35.80494
2021-05-02,27.0541
2021-05-03,33.80093
2021-05-04,33.93453
2021-05-05,38.87775
2021-05-06,38.20975
2021-05-07,36.74014
2021-05-08,34.13493
2021-05-09,38.81095
2021-05-10,38.74415
2021-05-11,33.40013
2021-05-12,30.39412
2021-05-13,34.53573
2021-05-14,25.3173
2021-05-15,24.11489
2021-05-16,24.98329
2021-05-17,41.68336
2021-05-18,31.59652
2021-05-19,52.70541
2021-05-20,68.60387
2021-05-21,48.89779
2021-05-22,46.96058
2021-05-23,61.58984
2021-05-24,68.93787
2021-05-25,42.48496
2021-05-26,41.81696
2021-05-27,38.61055
2021-05-28,60.85504
2021-05-29,37.47494
2021-05-30,31.86372
2021-05-31,44.62257
2021-06-01,43.82097
2021-06-02,34.60253
2021-06-03,30.06012
2021-06-04,24.71609
2021-06-05,24.44889
2021-06-06,27.58851
2021-06-07,25.5177
2021-06-08,44.08817
2021-06-09,37.27454
2021-06-10,40.81496
2021-06-11,29.59251
2021-06-12,25.9853
2021-06-13,22.17768
2021-06-14,28.72411
2021-06-15,31.93052
2021-06-16,22.71209
2021-06-17,20.37408
2021-06-18,21.64328
2021-06-19,25.7181
2021-06-20,22.04408
2021-06-21,37.47494
2021-06-22,54.84301
2021-06-23,37.60855
2021-06-24,26.3193
2021-06-25,22.77889
2021-06-26,22.64529
2021-06-27,17.90247
2021-06-28,19.50567
2021-06-29,16.76686
2021-06-30,18.83767
2021-07-01,16.83366
2021-07-02,15.83166
2021-07-03,13.96125
2021-07-04,15.09686
2021-07-05,18.16967
2021-07-06,17.30126
2021-07-07,13.76085
2021-07-08,13.09285
2021-07-09,11.48964
2021-07-10,11.62324
2021-07-11,11.89044
2021-07-12,11.08884
2021-07-13,12.35804
2021-07-14,12.22444
2021-07-15,12.02404
2021-07-16,13.09285
2021-07-17,11.22244
2021-07-18,10.15364
2021-07-19,15.43086
2021-07-20,19.97327
2021-07-21,13.62725
2021-07-22,17.10086
2021-07-23,16.43286
2021-07-24,12.35804
2021-07-25,11.82364
2021-07-26,21.37608
2021-07-27,13.36005
2021-07-28,11.75684
2021-07-29,11.69004
2021-07-30,9.48563
2021-07-31,11.48964
2021-08-01,11.22244
2021-08-02,11.69004
2021-08-03,14.02805
2021-08-04,13.36005
2021-08-05,16.63326
2021-08-06,12.22444
2021-08-07,20.04008
2021-08-08,16.43286
2021-08-09,21.10888
2021-08-10,27.4549
2021-08-11,25.3841
2021-08-12,24.78289
2021-08-13,23.78089
2021-08-14,23.51369
2021-08-15,27.92251
2021-08-16,30.59452
2021-08-17,31.86372
2021-08-18,32.33132
2021-08-19,28.92451
2021-08-20,25.5177
2021-08-21,25.8517
2021-08-22,20.97528
2021-08-23,26.2525
2021-08-24,24.78289
2021-08-25,27.78891
2021-08-26,30.32732
2021-08-27,24.44889
2021-08-28,20.97528
2021-08-29,20.04008
2021-08-30,18.90447
2021-08-31,23.17969
2021-09-01,24.31529
2021-09-02,26.2525
2021-09-03,24.91649
2021-09-04,18.97127
2021-09-05,22.17768
2021-09-06,28.92451
2021-09-07,29.45891
2021-09-08,51.3026
2021-09-09,30.79492
2021-09-10,23.71409
2021-09-11,20.10688
2021-09-12,20.04008
2021-09-13,24.38209
2021-09-14,22.31128
2021-09-15,20.57448
2021-09-16,20.10688
2021-09-17,19.50567
2021-09-18,18.90447
2021-09-19,13.96125
2021-09-20,18.97127
2021-09-21,26.7201
2021-09-22,28.32331
2021-09-23,28.39011
2021-09-24,32.13092
2021-09-25,26.9205
2021-09-26,22.64529
2021-09-27,26.6533
2021-09-28,28.05611
2021-09-29,26.7201
2021-09-30,24.31529
2021-10-01,24.24849
2021-10-02,22.37808
2021-10-03,18.30327
2021-10-04,22.57849
2021-10-05,23.38009
2021-10-06,24.71609
2021-10-07,23.78089
2021-10-08,20.50768
2021-10-09,19.37207
2021-10-10,22.71209
2021-10-11,22.37808
2021-10-12,25.2505
2021-10-13,19.77287
2021-10-14,22.11088
2021-10-15,28.12291
2021-10-16,26.8537
2021-10-17,23.98129
2021-10-18,35.07014
2021-10-19,37.34134
2021-10-20,35.07014
2021-10-21,36.40614
2021-10-22,23.31329
2021-10-23,18.50367
2021-10-24,23.11289
2021-10-25,22.91249
2021-10-26,25.9185
2021-10-27,28.25651
2021-10-28,25.1837
2021-10-29,23.78089
2021-10-30,19.57247
2021-10-31,19.77287
2021-11-01,22.11088
2021-11-02,20.30728
2021-11-03,25.6513
2021-11-04,23.11289
2021-11-05,17.63527
2021-11-06,17.50167
2021-11-07,17.43486
2021-11-08,23.11289
2021-11-09,25.9853
2021-11-10,30.12692
2021-11-11,24.84969
2021-11-12,22.44488
2021-11-13,19.30527
2021-11-14,19.43887
2021-11-15,23.91449
2021-11-16,28.18971
2021-11-17,27.85571
2021-11-18,33.40013
2021-11-19,32.19772
2021-11-20,24.31529
2021-11-21,23.84769
2021-11-22,32.13092
2021-11-23,29.39211
2021-11-24,26.5197
2021-11-25,30.06012
2021-11-26,26.7869
2021-11-27,20.30728
2021-11-28,20.50768
2021-11-29,24.98329
2021-11-30,26.5197
2021-12-01,26.2525
2021-12-02,23.04609
2021-12-03,21.91048
2021-12-04,46.42618
2021-12-05,38.34335
2021-12-06,49.09819
2021-12-07,29.25851
2021-12-08,30.72812
2021-12-09,29.92651
2021-12-10,32.59853
2021-12-11,25.7849
2021-12-12,28.32331
2021-12-13,31.39612
2021-12-14,32.06412
2021-12-15,25.7849
2021-12-16,25.5845
2021-12-17,22.24448
2021-12-18,18.63727
2021-12-19,18.70407
2021-12-20,23.31329
2021-12-21,23.17969
2021-12-22,25.7849
2021-12-23,23.04609
2021-12-24,22.51169
2021-12-25,17.23446
2021-12-26,16.36606
2021-12-27,22.64529
2021-12-28,27.58851
2021-12-29,34.66933
2021-12-30,29.52571
2021-12-31,23.24649
2022-01-01,22.57849
2022-01-02,25.3841
2022-01-03,28.25651
2022-01-04,29.32531
2022-01-05,27.65531
2022-01-06,35.33734
2022-01-07,34.60253
2022-01-08,27.52171
2022-01-09,27.1877
2022-01-10,38.14295
2022-01-11,40.01336
2022-01-12,29.39211
2022-01-13,30.39412
2022-01-14,30.06012
2022-01-15,22.77889
2022-01-16,20.97528
2022-01-17,20.90848
2022-01-18,27.85571
2022-01-19,26.5197
2022-01-20,23.64729
2022-01-21,33.26653
2022-01-22,52.3046
2022-01-23,35.27054
2022-01-24,51.2358
2022-01-25,35.07014
2022-01-26,32.33132
2022-01-27,28.99131
2022-01-28,26.5865
2022-01-29,21.04208
2022-01-30,18.43687
2022-01-31,17.96927
2022-02-01,18.43687
2022-02-02,18.70407
2022-02-03,28.85771
2022-02-04,26.7869
2022-02-05,28.79091
2022-02-06,27.65531
2022-02-07,35.80494
2022-02-08,37.87575
2022-02-09,28.39011
2022-02-10,34.46893
2022-02-11,29.59251
2022-02-12,26.6533
2022-02-13,22.91249
2022-02-14,30.52772
2022-02-15,27.65531
2022-02-16,24.91649
2022-02-17,22.91249
2022-02-18,30.72812
2022-02-19,26.3861
2022-02-20,29.72611
2022-02-21,32.33132
2022-02-22,34.20173
2022-02-23,24.98329
2022-02-24,43.01937
2022-02-25,26.5865
2022-02-26,25.1837
2022-02-27,26.6533
2022-02-28,24.78289
2022-03-01,30.79492
2022-03-02,27.1209
2022-03-03,26.6533
2022-03-04,29.59251
2022-03-05,24.24849
2022-03-06,22.64529
2022-03-07,24.84969
2022-03-08,23.84769
2022-03-09,19.70607
2022-03-10,28.59051
2022-03-11,26.7201
2022-03-12,18.10287
2022-03-13,18.16967
2022-03-14,25.3173
2022-03-15,26.4529
2022-03-16,27.98931
2022-03-17,29.99331
2022-03-18,28.25651
2022-03-19,24.18169
2022-03-20,21.57648
2022-03-21,25.3173
2022-03-22,27.78891
2022-03-23,28.12291
2022-03-24,26.2525
2022-03-25,23.11289
2022-03-26,18.97127
2022-03-27,20.90848
2022-03-28,32.06412
2022-03-29,27.52171
2022-03-30,30.52772
2022-03-31,36.74014
2022-04-01,27.4549
2022-04-02,23.17969
2022-04-03,19.83967
2022-04-04,29.79291
2022-04-05,27.1877
2022-04-06,30.92852
2022-04-07,25.7849
2022-04-08,21.97728
2022-04-09,17.63527
2022-04-10,16.63326
2022-04-11,24.11489
2022-04-12,26.7201
2022-04-13,21.37608
2022-04-14,23.98129
2022-04-15,22.97929
2022-04-16,16.83366
2022-04-17,15.23046
2022-04-18,25.9853
2022-04-19,24.71609
2022-04-20,24.64929
2022-04-21,22.44488
2022-04-22,21.97728
2022-04-23,17.10086
2022-04-24,15.23046
2022-04-25,24.98329
2022-04-26,19.37207
2022-04-27,20.97528
2022-04-28,21.91048
2022-04-29,18.83767
2022-04-30,15.36406
2022-05-01,17.36806
2022-05-02,21.84368
2022-05-03,20.84168
2022-05-04,19.97327
2022-05-05,14.96325
2022-05-06,24.64929
2022-05-07,15.43086
2022-05-08,20.90848
2022-05-09,29.99331
2022-05-10,40.74816
2022-05-11,57.51503
2022-05-12,78.49031
2022-05-13,43.82097
2022-05-14,30.79492
2022-05-15,24.98329
2022-05-16,32.46492
2022-05-17,29.52571
2022-05-18,27.98931
2022-05-19,31.99732
2022-05-20,24.38209
2022-05-21,16.03206
2022-05-22,15.43086
2022-05-23,19.17167
2022-05-24,24.51569
2022-05-25,19.43887
2022-05-26,20.30728
2022-05-27,23.31329
2022-05-28,14.69605
2022-05-29,12.55845
2022-05-30,20.44088
2022-05-31,19.57247
2022-06-01,14.36205
2022-06-02,22.91249
2022-06-03,18.63727
2022-06-04,13.49365
2022-06-05,10.28724
2022-06-06,12.55845
2022-06-07,20.97528
2022-06-08,19.37207
2022-06-09,20.44088
2022-06-10,17.23446
2022-06-11,17.10086
2022-06-12,26.1189
2022-06-13,42.61857
2022-06-14,44.35537
2022-06-15,39.74615
2022-06-16,35.73814
2022-06-17,27.3881
2022-06-18,20.57448
2022-06-19,28.92451
2022-06-20,24.24849
2022-06-21,23.58049
2022-06-22,22.57849
2022-06-23,22.24448
2022-06-24,16.76686
2022-06-25,14.42885
2022-06-26,12.02404
2022-06-27,19.10487
2022-06-28,22.11088
2022-06-29,23.11289
2022-06-30,21.17568
2022-07-01,16.96726
2022-07-02,13.15965
2022-07-03,11.35604
2022-07-04,18.43687
2022-07-05,18.10287
2022-07-06,18.30327
2022-07-07,17.96927
2022-07-08,15.29726
2022-07-09,9.08483
2022-07-10,9.41883
2022-07-11,21.30928
2022-07-12,17.90247
2022-07-13,18.43687
2022-07-14,17.90247
2022-07-15,15.56446
2022-07-16,9.15163
2022-07-17,11.15564
2022-07-18,16.70006
2022-07-19,20.64128
2022-07-20,17.76887
2022-07-21,15.83166
2022-07-22,13.36005
2022-07-23,10.28724
2022-07-24,10.88844
2022-07-25,14.22845
2022-07-26,16.43286
2022-07-27,13.22645
2022-07-28,15.96526
2022-07-29,15.96526
2022-07-30,11.75684
2022-07-31,13.22645
2022-08-01,12.35804
2022-08-02,13.96125
2022-08-03,12.75885
2022-08-04,15.23046
2022-08-05,14.69605
2022-08-06,10.02004
2022-08-07,9.21843
2022-08-08,12.15764
2022-08-09,16.83366
2022-08-10,14.62925
2022-08-11,16.09886
2022-08-12,12.15764
2022-08-13,12.22444
2022-08-14,11.69004
2022-08-15,15.29726
2022-08-16,13.36005
2022-08-17,20.04008
2022-08-18,16.49966
2022-08-19,15.89846
2022-08-20,14.89645
2022-08-21,11.48964
2022-08-22,14.89645
2022-08-23,14.22845
2022-08-24,12.49164
2022-08-25,11.15564
2022-08-26,11.69004
2022-08-27,11.15564
2022-08-28,8.21643
2022-08-29,12.09084
2022-08-30,11.48964
2022-08-31,11.35604
2022-09-01,10.75484
2022-09-02,10.08684
2022-09-03,9.95323
2022-09-04,8.35003
2022-09-05,10.35404
2022-09-06,11.28924
2022-09-07,15.36406
2022-09-08,9.75283
2022-09-09,9.75283
2022-09-10,7.21442
2022-09-11,7.28122
2022-09-12,8.88443
2022-09-13,10.88844
2022-09-14,13.36005
2022-09-15,12.02404
2022-09-16,12.22444
2022-09-17,9.81963
2022-09-18,7.88243
2022-09-19,11.08884
2022-09-20,12.62525
2022-09-21,10.35404
2022-09-22,13.09285
2022-09-23,8.75083
2022-09-24,6.61322
2022-09-25,6.68002
2022-09-26,11.69004
2022-09-27,10.08684
2022-09-28,15.76486
2022-09-29,10.22044
2022-09-30,8.88443
2022-10-01,8.01603
2022-10-02,7.74883
2022-10-03,10.28724
2022-10-04,10.15364
2022-10-05,9.95323
2022-10-06,8.75083
2022-10-07,7.28122
2022-10-08,6.34602
2022-10-09,5.14362
2022-10-10,7.28122
2022-10-11,7.94923
2022-10-12,6.81362
2022-10-13,7.28122
2022-10-14,6.68002
2022-10-15,5.81162
2022-10-16,5.94522
2022-10-17,7.21442
2022-10-18,7.94923
2022-10-19,7.08082
2022-10-20,6.68002
2022-10-21,5.74482
2022-10-22,5.34402
2022-10-23,4.54241
2022-10-24,5.47762
2022-10-25,6.21242
2022-10-26,8.08283
2022-10-27,8.08283
2022-10-28,8.01603
2022-10-29,5.61122
2022-10-30,6.41282
2022-10-31,6.81362
2022-11-01,8.55043
2022-11-02,7.48162
2022-11-03,7.74883
2022-11-04,6.61322
2022-11-05,5.07682
2022-11-06,6.07882
2022-11-07,7.54843
2022-11-08,8.61723
2022-11-09,15.09686
2022-11-10,17.70207
2022-11-11,11.75684
2022-11-12,10.08684
2022-11-13,7.88243
2022-11-14,12.82565
2022-11-15,11.22244
2022-11-16,9.08483
2022-11-17,9.21843
2022-11-18,7.34802
2022-11-19,5.01002
2022-11-20,5.47762
2022-11-21,7.01402
2022-11-22,8.68403
2022-11-23,8.55043
2022-11-24,7.48162
2022-11-25,6.47962
2022-11-26,3.94121
2022-11-27,3.47361
2022-11-28,5.01002
2022-11-29,6.07882
2022-11-30,7.74883
2022-12-01,5.47762
2022-12-02,4.34201
2022-12-03,2.87241
2022-12-04,3.54041
2022-12-05,5.07682
2022-12-06,4.94321
2022-12-07,7.01402
2022-12-08,6.47962
2022-12-09,5.07682
2022-12-10,3.47361
2022-12-11,3.54041
2022-12-12,8.08283
2022-12-13,6.54642
2022-12-14,6.21242
2022-12-15,7.81563
2022-12-16,6.94722
2022-12-17,6.07882
2022-12-18,4.67601
2022-12-19,8.01603
2022-12-20,7.41482
2022-12-21,7.54843
2022-12-22,7.08082
2022-12-23,4.74281
2022-12-24,4.47561
2022-12-25,4.40881
2022-12-26,6.01202
2022-12-27,5.81162
2022-12-28,5.14362
2022-12-29,7.14762
2022-12-30,5.14362
2022-12-31,3.67401
2023-01-01,3.13961
2023-01-02,5.34402
2023-01-03,5.67802
2023-01-04,4.40881
2023-01-05,3.67401
2023-01-06,4.20841
2023-01-07,3.00601
2023-01-08,3.94121
2023-01-09,6.88042
2023-01-10,4.47561
2023-01-11,4.34201
2023-01-12,5.21042
2023-01-13,6.68002
2023-01-14,10.35404
2023-01-15,7.81563
2023-01-16,11.48964
2023-01-17,9.15163
2023-01-18,6.81362
2023-01-19,8.68403
2023-01-20,5.87842
2023-01-21,7.41482
2023-01-22,7.14762
2023-01-23,7.21442
2023-01-24,5.74482
2023-01-25,6.47962
2023-01-26,8.21643
2023-01-27,5.74482
2023-01-28,6.34602
2023-01-29,6.41282
2023-01-30,9.61923
2023-01-31,10.08684
2023-02-01,7.94923
2023-02-02,9.21843
2023-02-03,9.48563
2023-02-04,8.48363
2023-02-05,7.01402
2023-02-06,7.21442
2023-02-07,10.68804
2023-02-08,8.61723
2023-02-09,10.55444
2023-02-10,7.81563
2023-02-11,8.75083
2023-02-12,7.34802
2023-02-13,7.28122
2023-02-14,7.88243
2023-02-15,6.74682
2023-02-16,11.69004
2023-02-17,10.75484
2023-02-18,8.88443
2023-02-19,6.54642
2023-02-20,8.55043
2023-02-21,11.08884
2023-02-22,8.14963
2023-02-23,9.55243
2023-02-24,6.81362
2023-02-25,7.74883
2023-02-26,7.88243
2023-02-27,7.01402
2023-02-28,7.14762
2023-03-01,5.27722
2023-03-02,7.21442
2023-03-03,7.94923
2023-03-04,6.41282
2023-03-05,5.74482
2023-03-06,6.54642
2023-03-07,5.74482
2023-03-08,8.28323
2023-03-09,5.67802
2023-03-10,11.55644
2023-03-11,6.74682
2023-03-12,6.54642
2023-03-13,10.02004
2023-03-14,10.28724
2023-03-15,10.75484
2023-03-16,10.28724
2023-03-17,9.81963
2023-03-18,10.88844
2023-03-19,9.15163
2023-03-20,12.75885
2023-03-21,12.22444
2023-03-22,10.02004
2023-03-23,12.09084
2023-03-24,11.55644
2023-03-25,9.28523
2023-03-26,9.68603
2023-03-27,8.14963
2023-03-28,8.01603
2023-03-29,6.54642
2023-03-30,9.88643
2023-03-31,7.01402
2023-04-01,4.34201
2023-04-02,4.74281
2023-04-03,8.68403
2023-04-04,8.01603
2023-04-05,9.01803
2023-04-06,8.48363
2023-04-07,7.28122
2023-04-08,7.21442
2023-04-09,4.54241
2023-04-10,9.35203
2023-04-11,11.82364
2023-04-12,9.41883
2023-04-13,9.41883
2023-04-14,12.62525
2023-04-15,9.61923
2023-04-16,7.68203
2023-04-17,13.29325
2023-04-18,10.88844
2023-04-19,10.42084
2023-04-20,10.95524
2023-04-21,9.61923
2023-04-22,9.21843
2023-04-23,7.81563
2023-04-24,11.28924
2023-04-25,10.35404
2023-04-26,11.69004
2023-04-27,10.15364
2023-04-28,9.61923
2023-04-29,8.21643
2023-04-30,6.81362
2023-05-01,9.68603
2023-05-02,9.01803
2023-05-03,10.08684
2023-05-04,8.55043
2023-05-05,7.21442
2023-05-06,8.21643
2023-05-07,9.35203
2023-05-08,9.75283
2023-05-09,8.14963
2023-05-10,11.15564
2023-05-11,9.41883
2023-05-12,7.68203
2023-05-13,5.61122
2023-05-14,5.47762
2023-05-15,8.14963
2023-05-16,9.41883
2023-05-17,8.68403
2023-05-18,8.08283
2023-05-19,6.54642
2023-05-20,5.74482
2023-05-21,6.01202
2023-05-22,8.14963
2023-05-23,8.61723
2023-05-24,8.28323
2023-05-25,7.08082
2023-05-26,6.27922
2023-05-27,4.34201
2023-05-28,5.47762
2023-05-29,6.54642
2023-05-30,7.81563
2023-05-31,6.94722
2023-06-01,6.68002
2023-06-02,7.48162
2023-06-03,4.07481
2023-06-04,5.61122
2023-06-05,6.01202
2023-06-06,7.94923
2023-06-07,7.34802
2023-06-08,6.88042
2023-06-09,6.34602
2023-06-10,7.41482
2023-06-11,7.74883
2023-06-12,7.88243
2023-06-13,6.34602
2023-06-14,6.68002
2023-06-15,6.07882
2023-06-16,6.88042
2023-06-17,5.61122
2023-06-18,3.87441
2023-06-19,8.75083
2023-06-20,6.47962
2023-06-21,8.95123
2023-06-22,9.81963
2023-06-23,7.41482
2023-06-24,7.14762
2023-06-25,5.81162
2023-06-26,7.54843
2023-06-27,7.28122
2023-06-28,8.01603
2023-06-29,6.41282
2023-06-30,7.41482
2023-07-01,5.67802
2023-07-02,4.20841
2023-07-03,5.74482
2023-07-04,6.47962
2023-07-05,5.87842
2023-07-06,7.48162
2023-07-07,6.61322
2023-07-08,4.20841
2023-07-09,3.87441
2023-07-10,6.88042
2023-07-11,6.14562
2023-07-12,6.68002
2023-07-13,6.68002
2023-07-14,9.68603
2023-07-15,5.54442
2023-07-16,5.47762
2023-07-17,6.88042
2023-07-18,6.88042
2023-07-19,8.01603
2023-07-20,5.74482
2023-07-21,5.94522
2023-07-22,4.34201
2023-07-23,4.14161
2023-07-24,8.95123
2023-07-25,8.28323
2023-07-26,7.61523
2023-07-27,6.07882
2023-07-28,5.34402
2023-07-29,3.60721
2023-07-30,3.20641
2023-07-31,5.27722
2023-08-01,6.34602
2023-08-02,6.14562
2023-08-03,6.88042
2023-08-04,6.21242
2023-08-05,5.14362
2023-08-06,4.47561
2023-08-07,8.35003
2023-08-08,7.88243
2023-08-09,6.34602
2023-08-10,10.28724
2023-08-11,6.94722
2023-08-12,5.34402
2023-08-13,4.54241
2023-08-14,6.88042
2023-08-15,6.81362
2023-08-16,7.34802
2023-08-17,7.21442
2023-08-18,10.42084
2023-08-19,5.14362
2023-08-20,5.67802
2023-08-21,6.47962
2023-08-22,6.01202
2023-08-23,7.01402
2023-08-24,5.74482
2023-08-25,5.27722
2023-08-26,4.34201
2023-08-27,2.87241
2023-08-28,5.01002
2023-08-29,6.27922
2023-08-30,4.87641
2023-08-31,4.67601
2023-09-01,5.94522
2023-09-02,5.94522
2023-09-03,4.60921
2023-09-04,5.54442
2023-09-05,7.21442
2023-09-06,4.14161
2023-09-07,5.21042
2023-09-08,6.07882
2023-09-09,4.34201
2023-09-10,3.00601
2023-09-11,4.94321
2023-09-12,5.07682
2023-09-13,6.07882
2023-09-14,3.67401
2023-09-15,4.40881
2023-09-16,3.67401
2023-09-17,4.54241
2023-09-18,5.01002
2023-09-19,3.27321
2023-09-20,3.13961
2023-09-21,2.80561
2023-09-22,4.94321
2023-09-23,3.00601
2023-09-24,2.4716
2023-09-25,1.9372
2023-09-26,2.67201
2023-09-27,3.80761
2023-09-28,2.80561
2023-09-29,3.54041
2023-09-30,3.00601
2023-10-01,2.004
2023-10-02,1.2692
2023-10-03,1.67
2023-10-04,2.1376
2023-10-05,2.80561
2023-10-06,2.60521
2023-10-07,0.668
2023-10-08,1.2692
2023-10-09,1.4696
2023-10-10,3.13961
2023-10-11,2.338
2023-10-12,2.0708
2023-10-13,2.53841
2023-10-14,1.1356
2023-10-15,2.338
2023-10-16,3.40681
2023-10-17,3.40681
2023-10-18,3.07281
2023-10-19,1.7368
2023-10-20,2.87241
2023-10-21,1.002
2023-10-22,2.4048
2023-10-23,3.60721
2023-10-24,5.47762
2023-10-25,3.13961
2023-10-26,9.68603
2023-10-27,8.68403
2023-10-28,9.01803
2023-10-29,7.88243
2023-10-30,7.08082
2023-10-31,6.01202
2023-11-01,4.74281
2023-11-02,4.47561
2023-11-03,4.00801
2023-11-04,5.54442
2023-11-05,4.54241
2023-11-06,5.47762
2023-11-07,5.94522
2023-11-08,5.21042
2023-11-09,7.68203
2023-11-10,6.74682
2023-11-11,5.54442
2023-11-12,6.61322
2023-11-13,8.48363
2023-11-14,6.14562
2023-11-15,7.54843
2023-11-16,7.81563
2023-11-17,7.41482
2023-11-18,6.61322
2023-11-19,5.61122
2023-11-20,6.94722
2023-11-21,7.54843
2023-11-22,7.34802
2023-11-23,7.34802
2023-11-24,5.74482
2023-11-25,6.01202
2023-11-26,4.67601
2023-11-27,6.54642
2023-11-28,6.34602
2023-11-29,5.87842
2023-11-30,5.67802
2023-12-01,6.07882
2023-12-02,5.67802
2023-12-03,4.14161
2023-12-04,9.21843
2023-12-05,10.15364
2023-12-06,13.69405
2023-12-07,11.28924
2023-12-08,8.08283
2023-12-09,8.95123
2023-12-10,9.35203
2023-12-11,12.69205
2023-12-12,10.02004
2023-12-13,9.01803
2023-12-14,10.02004
2023-12-15,9.08483
2023-12-16,5.61122
2023-12-17,6.27922
2023-12-18,8.35003
2023-12-19,7.88243
2023-12-20,7.74883
2023-12-21,7.81563
2023-12-22,7.88243
2023-12-23,7.01402
2023-12-24,5.74482
