date,세금계산서발행
2020-03-20,11.65162
2020-03-21,2.98156
2020-03-22,1.92232
2020-03-23,13.22087
2020-03-24,14.20164
2020-03-25,14.04472
2020-03-26,14.04472
2020-03-27,11.65162
2020-03-28,3.09925
2020-03-29,3.09925
2020-03-30,13.22087
2020-03-31,13.80933
2020-04-01,12.86779
2020-04-02,11.25931
2020-04-03,11.25931
2020-04-04,2.58925
2020-04-05,2.47155
2020-04-06,12.04393
2020-04-07,11.37701
2020-04-08,11.96547
2020-04-09,12.94625
2020-04-10,11.53393
2020-04-11,2.51078
2020-04-12,2.35386
2020-04-13,11.4947
2020-04-14,10.357
2020-04-15,2.51078
2020-04-16,9.80776
2020-04-17,8.55237
2020-04-18,2.23617
2020-04-19,1.72616
2020-04-20,10.90623
2020-04-21,10.20007
2020-04-22,11.29854
2020-04-23,9.80776
2020-04-24,9.02314
2020-04-25,1.49078
2020-04-26,1.84386
2020-04-27,10.39623
2020-04-28,10.90623
2020-04-29,10.98469
2020-04-30,3.84464
2020-05-01,3.72695
2020-05-02,2.04001
2020-05-03,1.68693
2020-05-04,9.7293
2020-05-05,3.21694
2020-05-06,12.6324
2020-05-07,12.71086
2020-05-08,14.63318
2020-05-09,4.0408
2020-05-10,3.72695
2020-05-11,14.67242
2020-05-12,8.90545
2020-05-13,8.0816
2020-05-14,7.72852
2020-05-15,7.68928
2020-05-16,2.1577
2020-05-17,1.56924
2020-05-18,9.1016
2020-05-19,8.67006
2020-05-20,8.98391
2020-05-21,9.02314
2020-05-22,8.43468
2020-05-23,1.56924
2020-05-24,1.60847
2020-05-25,10.16084
2020-05-26,9.02314
2020-05-27,8.27775
2020-05-28,8.90545
2020-05-29,10.39623
2020-05-30,2.31463
2020-05-31,2.74617
2020-06-01,11.61239
2020-06-02,11.84778
2020-06-03,10.98469
2020-06-04,10.867
2020-06-05,9.18007
2020-06-06,2.00078
2020-06-07,2.51078
2020-06-08,11.69085
2020-06-09,12.67163
2020-06-10,14.20164
2020-06-11,10.63162
2020-06-12,9.1016
2020-06-13,2.07924
2020-06-14,1.76539
2020-06-15,9.41545
2020-06-16,10.78854
2020-06-17,10.2393
2020-06-18,9.18007
2020-06-19,9.06237
2020-06-20,1.84386
2020-06-21,1.80462
2020-06-22,12.39701
2020-06-23,11.88701
2020-06-24,13.69164
2020-06-25,14.98626
2020-06-26,11.76932
2020-06-27,3.45233
2020-06-28,2.70694
2020-06-29,16.00627
2020-06-30,22.87171
2020-07-01,23.77402
2020-07-02,22.51863
2020-07-03,20.94939
2020-07-04,5.53158
2020-07-05,5.61004
2020-07-06,25.30404
2020-07-07,23.81326
2020-07-08,24.99019
2020-07-09,24.83326
2020-07-10,25.30404
2020-07-11,7.10082
2020-07-12,4.82542
2020-07-13,21.45939
2020-07-14,20.714
2020-07-15,20.47861
2020-07-16,20.28246
2020-07-17,18.59552
2020-07-18,5.33542
2020-07-19,5.57081
2020-07-20,21.73401
2020-07-21,20.87092
2020-07-22,19.89015
2020-07-23,17.77167
2020-07-24,17.37936
2020-07-25,5.13927
2020-07-26,4.00156
2020-07-27,17.77167
2020-07-28,15.18242
2020-07-29,14.12318
2020-07-30,15.0255
2020-07-31,17.53628
2020-08-01,5.6885
2020-08-02,4.08003
2020-08-03,18.24244
2020-08-04,16.71243
2020-08-05,17.65398
2020-08-06,17.22244
2020-08-07,18.08552
2020-08-08,5.25696
2020-08-09,5.45311
2020-08-10,25.22557
2020-08-11,19.41938
2020-08-12,15.5355
2020-08-13,15.14319
2020-08-14,14.31934
2020-08-15,3.72695
2020-08-16,2.43232
2020-08-17,5.0608
2020-08-18,15.92781
2020-08-19,16.20243
2020-08-20,16.20243
2020-08-21,13.22087
2020-08-22,4.86465
2020-08-23,3.2954
2020-08-24,14.3978
2020-08-25,18.67398
2020-08-26,19.49784
2020-08-27,17.69321
2020-08-28,15.88858
2020-08-29,5.49234
2020-08-30,4.11926
2020-08-31,24.1271
2020-09-01,19.53707
2020-09-02,19.5763
2020-09-03,17.65398
2020-09-04,17.14397
2020-09-05,5.57081
2020-09-06,4.39387
2020-09-07,20.59631
2020-09-08,20.63554
2020-09-09,20.51785
2020-09-10,21.57708
2020-09-11,16.24166
2020-09-12,4.35464
2020-09-13,4.23695
2020-09-14,17.53628
2020-09-15,17.53628
2020-09-16,17.41859
2020-09-17,17.61475
2020-09-18,15.06473
2020-09-19,4.31541
2020-09-20,3.33464
2020-09-21,18.36014
2020-09-22,19.81169
2020-09-23,18.9486
2020-09-24,19.18399
2020-09-25,16.71243
2020-09-26,4.82542
2020-09-27,4.19772
2020-09-28,22.75402
2020-09-29,20.32169
2020-09-30,4.31541
2020-10-01,2.58925
2020-10-02,2.35386
2020-10-03,1.68693
2020-10-04,3.84464
2020-10-05,22.87171
2020-10-06,24.79403
2020-10-07,22.36171
2020-10-08,27.1479
2020-10-09,11.10239
2020-10-10,8.82699
2020-10-11,5.72773
2020-10-12,23.97018
2020-10-13,17.85013
2020-10-14,15.92781
2020-10-15,17.37936
2020-10-16,15.30011
2020-10-17,3.84464
2020-10-18,4.23695
2020-10-19,16.1632
2020-10-20,17.14397
2020-10-21,16.24166
2020-10-22,16.94782
2020-10-23,14.43703
2020-10-24,4.39387
2020-10-25,4.19772
2020-10-26,17.85013
2020-10-27,18.39937
2020-10-28,16.55551
2020-10-29,18.9486
2020-10-30,19.14476
2020-10-31,5.53158
2020-11-01,4.74695
2020-11-02,21.77324
2020-11-03,19.38014
2020-11-04,19.49784
2020-11-05,18.59552
2020-11-06,15.77089
2020-11-07,4.98234
2020-11-08,6.43389
2020-11-09,23.6171
2020-11-10,25.3825
2020-11-11,18.67398
2020-11-12,17.45782
2020-11-13,16.6732
2020-11-14,4.62926
2020-11-15,4.00156
2020-11-16,17.73244
2020-11-17,17.92859
2020-11-18,18.12475
2020-11-19,18.08552
2020-11-20,16.79089
2020-11-21,3.96233
2020-11-22,3.53079
2020-11-23,18.90937
2020-11-24,19.65476
2020-11-25,19.89015
2020-11-26,18.00706
2020-11-27,18.12475
2020-11-28,5.61004
2020-11-29,4.5508
2020-11-30,28.05021
2020-12-01,23.85249
2020-12-02,21.8517
2020-12-03,20.63554
2020-12-04,19.77245
2020-12-05,6.3162
2020-12-06,5.33542
2020-12-07,25.10788
2020-12-08,22.55786
2020-12-09,23.81326
2020-12-10,27.69713
2020-12-11,18.71322
2020-12-12,6.51235
2020-12-13,5.49234
2020-12-14,19.89015
2020-12-15,21.81247
2020-12-16,18.9486
2020-12-17,19.18399
2020-12-18,18.12475
2020-12-19,5.6885
2020-12-20,5.37465
2020-12-21,24.51941
2020-12-22,22.87171
2020-12-23,21.42016
2020-12-24,18.16398
2020-12-25,5.02157
2020-12-26,6.08081
2020-12-27,6.3162
2020-12-28,23.85249
2020-12-29,26.36327
2020-12-30,23.97018
2020-12-31,20.79246
2021-01-01,6.08081
2021-01-02,7.29697
2021-01-03,5.76696
2021-01-04,27.85406
2021-01-05,30.95331
2021-01-06,28.75637
2021-01-07,30.91408
2021-01-08,33.58179
2021-01-09,14.51549
2021-01-10,17.22244
2021-01-11,40.36877
2021-01-12,23.49941
2021-01-13,25.10788
2021-01-14,24.71557
2021-01-15,24.48018
2021-01-16,10.63162
2021-01-17,8.04236
2021-01-18,26.32404
2021-01-19,27.85406
2021-01-20,28.36406
2021-01-21,26.59866
2021-01-22,22.44017
2021-01-23,10.47469
2021-01-24,9.06237
2021-01-25,29.69792
2021-01-26,29.26637
2021-01-27,27.93252
2021-01-28,26.36327
2021-01-29,27.73636
2021-01-30,9.2193
2021-01-31,9.14083
2021-02-01,32.87563
2021-02-02,31.42408
2021-02-03,27.06943
2021-02-04,26.28481
2021-02-05,22.71479
2021-02-06,7.53236
2021-02-07,6.04158
2021-02-08,25.61788
2021-02-09,28.24637
2021-02-10,24.51941
2021-02-11,5.80619
2021-02-12,3.60925
2021-02-13,2.94233
2021-02-14,4.94311
2021-02-15,21.224
2021-02-16,22.08709
2021-02-17,19.77245
2021-02-18,22.00863
2021-02-19,18.87014
2021-02-20,7.29697
2021-02-21,5.84542
2021-02-22,22.91094
2021-02-23,21.96939
2021-02-24,24.51941
2021-02-25,23.34248
2021-02-26,20.55708
2021-02-27,7.76775
2021-02-28,7.14005
2021-03-01,7.80698
2021-03-02,26.24558
2021-03-03,24.28403
2021-03-04,22.95017
2021-03-05,20.12553
2021-03-06,6.66928
2021-03-07,7.61082
2021-03-08,22.28324
2021-03-09,23.30325
2021-03-10,28.1679
2021-03-11,21.73401
2021-03-12,18.79168
2021-03-13,6.55158
2021-03-14,5.25696
2021-03-15,19.92938
2021-03-16,23.30325
2021-03-17,24.28403
2021-03-18,21.10631
2021-03-19,18.12475
2021-03-20,6.90466
2021-03-21,5.1785
2021-03-22,20.204
2021-03-23,20.98862
2021-03-24,20.83169
2021-03-25,24.00941
2021-03-26,21.18477
2021-03-27,6.35543
2021-03-28,6.90466
2021-03-29,28.24637
2021-03-30,29.9333
2021-03-31,33.30717
2021-04-01,29.73715
2021-04-02,23.38171
2021-04-03,8.90545
2021-04-04,7.14005
2021-04-05,31.50255
2021-04-06,30.44331
2021-04-07,26.12789
2021-04-08,30.95331
2021-04-09,40.13338
2021-04-10,19.02706
2021-04-11,12.31855
2021-04-12,38.32875
2021-04-13,25.50019
2021-04-14,24.51941
2021-04-15,27.6579
2021-04-16,23.53864
2021-04-17,8.35621
2021-04-18,7.88544
2021-04-19,30.40408
2021-04-20,30.20792
2021-04-21,30.99254
2021-04-22,29.77638
2021-04-23,26.71635
2021-04-24,7.53236
2021-04-25,7.14005
2021-04-26,30.79639
2021-04-27,30.91408
2021-04-28,30.60023
2021-04-29,28.87406
2021-04-30,38.76029
2021-05-01,11.45547
2021-05-02,9.45468
2021-05-03,38.56414
2021-05-04,36.05335
2021-05-05,11.69085
2021-05-06,36.3672
2021-05-07,37.23028
2021-05-08,9.37622
2021-05-09,10.12161
2021-05-10,56.10043
2021-05-11,31.73793
2021-05-12,28.95253
2021-05-13,27.85406
2021-05-14,23.53864
2021-05-15,8.19929
2021-05-16,8.67006
2021-05-17,29.85484
2021-05-18,25.22557
2021-05-19,9.06237
2021-05-20,27.73636
2021-05-21,26.04943
2021-05-22,8.67006
2021-05-23,7.4539
2021-05-24,30.12946
2021-05-25,29.73715
2021-05-26,27.10867
2021-05-27,28.67791
2021-05-28,28.24637
2021-05-29,10.51392
2021-05-30,7.92467
2021-05-31,42.99725
2021-06-01,37.54413
2021-06-02,35.1118
2021-06-03,33.42487
2021-06-04,26.16712
2021-06-05,11.65162
2021-06-06,9.57238
2021-06-07,33.81718
2021-06-08,35.1118
2021-06-09,37.23028
2021-06-10,39.62338
2021-06-11,31.11023
2021-06-12,8.90545
2021-06-13,7.92467
2021-06-14,30.24715
2021-06-15,32.87563
2021-06-16,33.03256
2021-06-17,31.30639
2021-06-18,28.24637
2021-06-19,9.80776
2021-06-20,8.74852
2021-06-21,34.6018
2021-06-22,39.74107
2021-06-23,39.38799
2021-06-24,39.70184
2021-06-25,37.5049
2021-06-26,10.20007
