date,거실그림액자
2020-03-20,67.46575
2020-03-21,66.09589
2020-03-22,61.9863
2020-03-23,51.02739
2020-03-24,56.16438
2020-03-25,61.30136
2020-03-26,51.36986
2020-03-27,63.69863
2020-03-28,59.9315
2020-03-29,70.89041
2020-03-30,43.83561
2020-03-31,43.83561
2020-04-01,46.23287
2020-04-02,45.54794
2020-04-03,41.78082
2020-04-04,48.28767
2020-04-05,63.69863
2020-04-06,71.9178
2020-04-07,58.9041
2020-04-08,61.30136
2020-04-09,46.9178
2020-04-10,41.78082
2020-04-11,55.13698
2020-04-12,72.9452
2020-04-13,57.19178
2020-04-14,51.71232
2020-04-15,58.56164
2020-04-16,40.41095
2020-04-17,52.05479
2020-04-18,66.09589
2020-04-19,83.21917
2020-04-20,50.68493
2020-04-21,51.02739
2020-04-22,66.78082
2020-04-23,58.21917
2020-04-24,51.36986
2020-04-25,43.49315
2020-04-26,78.08219
2020-04-27,48.28767
2020-04-28,46.57534
2020-04-29,48.28767
2020-04-30,50.68493
2020-05-01,44.52054
2020-05-02,55.82191
2020-05-03,59.24657
2020-05-04,48.28767
2020-05-05,54.10958
2020-05-06,53.76712
2020-05-07,40.41095
2020-05-08,37.32876
2020-05-09,50.34246
2020-05-10,66.78082
2020-05-11,56.16438
2020-05-12,59.24657
2020-05-13,76.36986
2020-05-14,48.28767
2020-05-15,47.26027
2020-05-16,59.58904
2020-05-17,67.80821
2020-05-18,69.52054
2020-05-19,71.9178
2020-05-20,51.02739
2020-05-21,48.63013
2020-05-22,40.41095
2020-05-23,35.9589
2020-05-24,58.56164
2020-05-25,44.86301
2020-05-26,39.72602
2020-05-27,30.13698
2020-05-28,32.87671
2020-05-29,30.13698
2020-05-30,38.35616
2020-05-31,46.9178
2020-06-01,41.78082
2020-06-02,40.41095
2020-06-03,48.28767
2020-06-04,37.32876
2020-06-05,30.13698
2020-06-06,30.47945
2020-06-07,49.31506
2020-06-08,40.06849
2020-06-09,35.61643
2020-06-10,28.08219
2020-06-11,42.12328
2020-06-12,30.82191
2020-06-13,52.73972
2020-06-14,66.09589
2020-06-15,36.30136
2020-06-16,41.09589
2020-06-17,32.53424
2020-06-18,31.50684
2020-06-19,55.13698
2020-06-20,46.23287
2020-06-21,45.89041
2020-06-22,48.63013
2020-06-23,45.54794
2020-06-24,34.24657
2020-06-25,41.43835
2020-06-26,40.75342
2020-06-27,50.34246
2020-06-28,59.24657
2020-06-29,53.42465
2020-06-30,43.15068
2020-07-01,42.12328
2020-07-02,36.64383
2020-07-03,31.84931
2020-07-04,25.0
2020-07-05,43.83561
2020-07-06,42.12328
2020-07-07,35.61643
2020-07-08,43.15068
2020-07-09,25.68493
2020-07-10,34.9315
2020-07-11,36.30136
2020-07-12,43.15068
2020-07-13,38.69863
2020-07-14,28.42465
2020-07-15,45.20547
2020-07-16,40.75342
2020-07-17,32.53424
2020-07-18,38.69863
2020-07-19,53.76712
2020-07-20,31.16438
2020-07-21,27.05479
2020-07-22,41.43835
2020-07-23,40.41095
2020-07-24,32.87671
2020-07-25,42.12328
2020-07-26,35.27397
2020-07-27,38.69863
2020-07-28,38.01369
2020-07-29,36.9863
2020-07-30,27.73972
2020-07-31,30.13698
2020-08-01,41.78082
2020-08-02,37.32876
2020-08-03,26.71232
2020-08-04,26.71232
2020-08-05,37.67123
2020-08-06,26.36986
2020-08-07,51.36986
2020-08-08,40.75342
2020-08-09,44.17808
2020-08-10,43.15068
2020-08-11,56.16438
2020-08-12,35.27397
2020-08-13,25.34246
2020-08-14,22.9452
2020-08-15,21.23287
2020-08-16,39.38356
2020-08-17,35.9589
2020-08-18,29.10958
2020-08-19,28.08219
2020-08-20,35.61643
2020-08-21,35.9589
2020-08-22,50.68493
2020-08-23,40.75342
2020-08-24,34.58904
2020-08-25,32.53424
2020-08-26,29.79452
2020-08-27,38.35616
2020-08-28,32.53424
2020-08-29,61.9863
2020-08-30,52.73972
2020-08-31,38.35616
2020-09-01,41.43835
2020-09-02,45.89041
2020-09-03,33.21917
2020-09-04,44.86301
2020-09-05,58.21917
2020-09-06,70.20547
2020-09-07,52.39726
2020-09-08,52.73972
2020-09-09,73.9726
2020-09-10,50.34246
2020-09-11,32.19178
2020-09-12,53.08219
2020-09-13,46.23287
2020-09-14,46.57534
2020-09-15,39.38356
2020-09-16,37.67123
2020-09-17,22.26027
2020-09-18,38.35616
2020-09-19,50.68493
2020-09-20,67.80821
2020-09-21,42.80821
2020-09-22,37.32876
2020-09-23,38.69863
2020-09-24,44.86301
2020-09-25,29.79452
2020-09-26,44.17808
2020-09-27,62.32876
2020-09-28,35.9589
2020-09-29,41.78082
2020-09-30,35.27397
2020-10-01,42.12328
2020-10-02,41.09589
2020-10-03,53.76712
2020-10-04,46.57534
2020-10-05,42.80821
2020-10-06,28.08219
2020-10-07,41.09589
2020-10-08,36.64383
2020-10-09,47.60273
2020-10-10,50.68493
2020-10-11,60.27397
2020-10-12,32.19178
2020-10-13,39.04109
2020-10-14,33.9041
2020-10-15,29.79452
2020-10-16,28.42465
2020-10-17,33.56164
2020-10-18,38.69863
2020-10-19,30.82191
2020-10-20,31.50684
2020-10-21,35.27397
2020-10-22,32.87671
2020-10-23,36.30136
2020-10-24,35.9589
2020-10-25,45.54794
2020-10-26,53.08219
2020-10-27,55.13698
2020-10-28,64.04109
2020-10-29,43.49315
2020-10-30,35.27397
2020-10-31,38.01369
2020-11-01,53.76712
2020-11-02,46.9178
2020-11-03,33.9041
2020-11-04,34.9315
2020-11-05,37.67123
2020-11-06,40.75342
2020-11-07,45.54794
2020-11-08,59.24657
2020-11-09,53.08219
2020-11-10,56.50684
2020-11-11,44.52054
2020-11-12,31.16438
2020-11-13,27.39726
2020-11-14,42.12328
2020-11-15,43.83561
2020-11-16,46.9178
2020-11-17,55.47945
2020-11-18,47.60273
2020-11-19,58.21917
2020-11-20,37.32876
2020-11-21,55.13698
2020-11-22,70.20547
2020-11-23,43.15068
2020-11-24,52.39726
2020-11-25,59.24657
2020-11-26,53.42465
2020-11-27,50.34246
2020-11-28,59.58904
2020-11-29,62.67123
2020-11-30,51.02739
2020-12-01,39.72602
2020-12-02,52.73972
2020-12-03,50.68493
2020-12-04,41.09589
2020-12-05,55.82191
2020-12-06,69.86301
2020-12-07,60.27397
2020-12-08,75.68493
2020-12-09,60.27397
2020-12-10,59.58904
2020-12-11,63.01369
2020-12-12,58.21917
2020-12-13,85.9589
2020-12-14,39.38356
2020-12-15,41.78082
2020-12-16,43.15068
2020-12-17,42.46575
2020-12-18,48.28767
2020-12-19,58.21917
2020-12-20,76.02739
2020-12-21,56.16438
2020-12-22,60.9589
2020-12-23,56.50684
2020-12-24,50.34246
2020-12-25,70.54794
2020-12-26,74.65753
2020-12-27,100.0
2020-12-28,56.50684
2020-12-29,53.76712
2020-12-30,56.50684
2020-12-31,52.73972
2021-01-01,69.86301
2021-01-02,82.87671
2021-01-03,73.63013
2021-01-04,58.21917
2021-01-05,59.9315
2021-01-06,67.12328
2021-01-07,43.49315
2021-01-08,69.17808
2021-01-09,71.23287
2021-01-10,85.9589
2021-01-11,63.35616
2021-01-12,59.9315
2021-01-13,75.34246
2021-01-14,65.06849
2021-01-15,48.63013
2021-01-16,70.89041
2021-01-17,83.56164
2021-01-18,64.38356
2021-01-19,54.45205
2021-01-20,57.53424
2021-01-21,57.19178
2021-01-22,45.20547
2021-01-23,59.58904
2021-01-24,76.71232
2021-01-25,56.50684
2021-01-26,61.9863
2021-01-27,57.19178
2021-01-28,59.9315
2021-01-29,65.41095
2021-01-30,73.9726
2021-01-31,73.63013
2021-02-01,67.80821
2021-02-02,80.47945
2021-02-03,57.53424
2021-02-04,62.67123
2021-02-05,52.73972
2021-02-06,72.60273
2021-02-07,87.32876
2021-02-08,52.39726
2021-02-09,40.41095
2021-02-10,41.78082
2021-02-11,42.46575
2021-02-12,54.10958
2021-02-13,74.65753
2021-02-14,77.05479
2021-02-15,57.53424
2021-02-16,54.79452
2021-02-17,61.64383
2021-02-18,51.36986
2021-02-19,44.86301
2021-02-20,18.83561
2021-02-21,47.26027
2021-02-22,54.10958
2021-02-23,71.57534
2021-02-24,53.08219
2021-02-25,53.42465
2021-02-26,48.28767
2021-02-27,55.47945
2021-02-28,95.20547
2021-03-01,70.20547
2021-03-02,61.30136
2021-03-03,55.13698
2021-03-04,48.63013
2021-03-05,45.89041
2021-03-06,69.52054
2021-03-07,69.17808
2021-03-08,55.82191
2021-03-09,55.13698
2021-03-10,50.68493
2021-03-11,54.45205
2021-03-12,50.34246
2021-03-13,69.52054
2021-03-14,80.82191
2021-03-15,61.30136
2021-03-16,56.84931
2021-03-17,51.36986
2021-03-18,55.82191
2021-03-19,39.38356
2021-03-20,62.67123
2021-03-21,72.9452
2021-03-22,60.27397
2021-03-23,61.64383
2021-03-24,42.80821
2021-03-25,61.9863
2021-03-26,43.83561
2021-03-27,55.47945
2021-03-28,91.78082
2021-03-29,74.65753
2021-03-30,47.60273
2021-03-31,43.15068
2021-04-01,37.67123
2021-04-02,39.04109
2021-04-03,47.26027
2021-04-04,63.69863
2021-04-05,31.50684
2021-04-06,46.23287
2021-04-07,37.32876
2021-04-08,42.80821
2021-04-09,34.24657
2021-04-10,50.0
2021-04-11,49.65753
2021-04-12,47.9452
2021-04-13,45.20547
2021-04-14,38.35616
2021-04-15,36.30136
2021-04-16,36.64383
2021-04-17,47.26027
