date,록히드마틴
2023-05-30,7.27344
2023-05-31,8.07941
2023-06-01,7.09652
2023-06-02,6.91959
2023-06-03,4.46235
2023-06-04,2.988
2023-06-05,4.32474
2023-06-06,4.63927
2023-06-07,7.11617
2023-06-08,6.46746
2023-06-09,6.34951
2023-06-10,3.49911
2023-06-11,2.53587
2023-06-12,3.87261
2023-06-13,6.72301
2023-06-14,6.4478
2023-06-15,6.11362
2023-06-16,5.87772
2023-06-17,3.99056
2023-06-18,2.8504
2023-06-19,4.59996
2023-06-20,6.09396
2023-06-21,6.46746
2023-06-22,7.96147
2023-06-23,5.30764
2023-06-24,3.89227
2023-06-25,2.75211
2023-06-26,3.89227
2023-06-27,6.3102
2023-06-28,5.44525
2023-06-29,5.28798
2023-06-30,5.66149
2023-07-01,3.79398
2023-07-02,2.45724
2023-07-03,3.9709
2023-07-04,5.03243
2023-07-05,4.61961
2023-07-06,5.50422
2023-07-07,5.91704
2023-07-08,5.74012
2023-07-09,2.77177
2023-07-10,4.28543
2023-07-11,6.46746
2023-07-12,7.0572
2023-07-13,5.85806
2023-07-14,6.27088
2023-07-15,3.45979
2023-07-16,4.14782
2023-07-17,4.91448
2023-07-18,11.10674
2023-07-19,16.76823
2023-07-20,10.6546
2023-07-21,7.4307
2023-07-22,5.18969
2023-07-23,5.13072
2023-07-24,6.0743
2023-07-25,8.64949
2023-07-26,7.52899
2023-07-27,7.48967
2023-07-28,6.66404
2023-07-29,3.65637
2023-07-30,3.32219
2023-07-31,4.77688
2023-08-01,5.34696
2023-08-02,5.7008
2023-08-03,5.7008
2023-08-04,4.83585
2023-08-05,3.44014
2023-08-06,2.988
2023-08-07,6.70336
2023-08-08,5.97601
2023-08-09,5.89738
2023-08-10,6.3102
2023-08-11,5.46491
2023-08-12,2.90937
2023-08-13,3.24356
2023-08-14,3.00766
2023-08-15,4.56064
2023-08-16,5.91704
2023-08-17,5.11106
2023-08-18,6.21191
2023-08-19,4.52132
2023-08-20,4.67859
2023-08-21,4.87517
2023-08-22,5.95635
2023-08-23,5.5632
2023-08-24,6.21191
2023-08-25,4.89482
2023-08-26,3.20424
2023-08-27,4.7179
2023-08-28,5.36662
2023-08-29,7.33241
2023-08-30,6.42815
2023-08-31,4.9538
2023-09-01,5.03243
2023-09-02,2.94869
2023-09-03,2.77177
2023-09-04,3.67603
2023-09-05,4.50167
2023-09-06,4.81619
2023-09-07,11.65716
2023-09-08,6.93925
2023-09-09,4.3444
2023-09-10,2.59484
2023-09-11,4.56064
2023-09-12,7.56831
2023-09-13,6.56575
2023-09-14,6.80165
2023-09-15,11.42126
2023-09-16,6.17259
2023-09-17,3.26321
2023-09-18,5.05209
2023-09-19,8.76744
2023-09-20,5.9367
2023-09-21,5.48456
2023-09-22,6.19225
2023-09-23,4.14782
2023-09-24,2.65382
2023-09-25,5.54354
2023-09-26,5.74012
2023-09-27,4.73756
2023-09-28,3.44014
2023-09-29,3.57774
2023-09-30,2.87006
2023-10-01,2.90937
2023-10-02,2.87006
2023-10-03,3.91193
2023-10-04,5.26833
2023-10-05,7.07686
2023-10-06,7.4307
2023-10-07,5.44525
2023-10-08,8.00078
2023-10-09,34.16551
2023-10-10,62.35502
2023-10-11,34.93218
2023-10-12,23.60919
2023-10-13,19.77589
2023-10-14,17.08275
2023-10-15,7.98112
2023-10-16,14.50756
2023-10-17,21.95793
2023-10-18,21.85964
2023-10-19,20.03145
2023-10-20,16.39473
2023-10-21,10.00589
2023-10-22,5.60251
2023-10-23,9.92726
2023-10-24,12.97424
2023-10-25,10.85118
2023-10-26,15.54943
2023-10-27,12.12895
2023-10-28,6.89994
2023-10-29,4.06919
2023-10-30,7.60762
2023-10-31,11.97169
2023-11-01,10.6546
2023-11-02,8.64949
2023-11-03,9.10163
2023-11-04,6.19225
2023-11-05,4.2068
2023-11-06,4.9538
2023-11-07,6.8213
2023-11-08,7.07686
2023-11-09,7.48967
2023-11-10,8.4136
2023-11-11,6.64438
2023-11-12,5.60251
2023-11-13,7.78454
2023-11-14,7.98112
2023-11-15,8.19736
2023-11-16,8.09907
2023-11-17,9.29821
2023-11-18,6.11362
2023-11-19,4.97346
2023-11-20,6.25122
2023-11-21,8.72813
2023-11-22,9.75034
2023-11-23,10.57597
2023-11-24,7.45036
2023-11-25,6.93925
2023-11-26,7.09652
2023-11-27,7.82386
2023-11-28,8.25633
2023-11-29,7.54865
2023-11-30,8.27599
2023-12-01,8.62984
2023-12-02,6.86062
2023-12-03,5.3273
2023-12-04,7.23412
2023-12-05,7.35207
2023-12-06,6.15293
2023-12-07,5.79909
2023-12-08,5.26833
2023-12-09,4.26577
2023-12-10,2.8504
2023-12-11,4.65893
2023-12-12,5.3273
2023-12-13,4.85551
2023-12-14,5.74012
2023-12-15,5.64183
2023-12-16,3.9709
2023-12-17,3.26321
2023-12-18,4.01022
2023-12-19,5.46491
2023-12-20,4.93414
2023-12-21,4.75722
2023-12-22,4.99311
2023-12-23,2.90937
2023-12-24,5.20935
2023-12-25,3.61706
2023-12-26,4.44269
2023-12-27,4.89482
2023-12-28,4.75722
2023-12-29,6.21191
2023-12-30,5.0914
2023-12-31,2.96835
2024-01-01,3.57774
2024-01-02,4.61961
2024-01-03,7.58796
2024-01-04,7.52899
2024-01-05,6.0743
2024-01-06,4.01022
2024-01-07,3.87261
2024-01-08,4.18714
2024-01-09,6.15293
2024-01-10,5.42559
2024-01-11,4.79654
2024-01-12,6.40849
2024-01-13,5.58285
2024-01-14,5.05209
2024-01-15,7.35207
2024-01-16,8.82642
2024-01-17,9.82897
2024-01-18,7.27344
2024-01-19,6.91959
2024-01-20,4.93414
2024-01-21,3.79398
2024-01-22,4.81619
2024-01-23,5.97601
2024-01-24,13.50501
2024-01-25,8.84607
2024-01-26,7.27344
2024-01-27,4.01022
2024-01-28,3.69569
2024-01-29,5.54354
2024-01-30,7.52899
2024-01-31,6.91959
2024-02-01,6.50678
2024-02-02,5.64183
2024-02-03,5.38627
2024-02-04,4.54098
2024-02-05,4.79654
2024-02-06,5.89738
2024-02-07,5.20935
2024-02-08,5.36662
2024-02-09,4.38372
2024-02-10,3.2239
2024-02-11,3.75466
2024-02-12,4.01022
2024-02-13,6.8213
2024-02-14,6.3102
2024-02-15,6.89994
2024-02-16,6.80165
2024-02-17,4.10851
2024-02-18,3.30253
2024-02-19,4.65893
2024-02-20,4.79654
2024-02-21,5.22901
2024-02-22,5.54354
2024-02-23,7.2931
2024-02-24,4.18714
2024-02-25,3.65637
2024-02-26,4.59996
2024-02-27,5.17004
2024-02-28,5.52388
2024-02-29,5.24867
2024-03-01,4.16748
2024-03-02,4.38372
2024-03-03,3.02732
2024-03-04,7.11617
2024-03-05,6.99823
2024-03-06,9.80931
2024-03-07,6.97857
2024-03-08,6.60507
2024-03-09,5.54354
2024-03-10,6.3102
2024-03-11,7.37173
2024-03-12,8.39394
2024-03-13,6.93925
2024-03-14,8.09907
2024-03-15,7.31275
2024-03-16,5.5632
2024-03-17,5.95635
2024-03-18,7.25378
2024-03-19,8.98368
2024-03-20,13.2298
