date,LS주가
2020-10-17,0.30232
2020-10-18,0.21594
2020-10-19,2.67235
2020-10-20,2.25125
2020-10-21,2.76413
2020-10-22,2.27284
2020-10-23,2.35922
2020-10-24,0.35091
2020-10-25,0.28073
2020-10-26,2.48879
2020-10-27,2.01371
2020-10-28,2.29444
2020-10-29,2.58597
2020-10-30,2.35922
2020-10-31,0.21054
2020-11-01,0.31312
2020-11-02,2.37002
2020-11-03,2.84511
2020-11-04,3.12584
2020-11-05,3.67111
2020-11-06,3.62792
2020-11-07,0.93397
2020-11-08,0.68563
2020-11-09,4.9236
2020-11-10,4.40533
2020-11-11,3.57933
2020-11-12,3.22302
2020-11-13,2.57517
2020-11-14,0.34551
2020-11-15,0.30232
2020-11-16,3.2932
2020-11-17,4.58349
2020-11-18,4.21098
2020-11-19,3.62252
2020-11-20,4.02202
2020-11-21,0.70722
2020-11-22,0.60465
2020-11-23,4.46471
2020-11-24,5.61464
2020-11-25,4.61048
2020-11-26,4.14619
2020-11-27,3.32559
2020-11-28,0.58845
2020-11-29,0.61005
2020-11-30,4.39453
2020-12-01,7.39621
2020-12-02,5.00998
2020-12-03,4.59428
2020-12-04,5.37709
2020-12-05,0.75041
2020-12-06,0.68563
2020-12-07,4.50251
2020-12-08,3.83847
2020-12-09,5.58764
2020-12-10,6.23549
2020-12-11,6.04653
2020-12-12,1.04194
2020-12-13,0.95556
2020-12-14,4.56189
2020-12-15,5.67402
2020-12-16,8.34098
2020-12-17,10.27911
2020-12-18,8.15202
2020-12-19,1.39826
2020-12-20,6.33806
2020-12-21,15.35928
2020-12-22,11.1537
2020-12-23,10.85677
2020-12-24,9.9066
2020-12-25,3.35798
2020-12-26,3.36878
2020-12-27,3.74669
2020-12-28,10.18193
2020-12-29,9.41532
2020-12-30,10.17113
2020-12-31,3.7035
2021-01-01,3.88705
2021-01-02,4.97219
2021-01-03,4.69146
2021-01-04,12.57355
2021-01-05,14.36052
2021-01-06,11.34265
2021-01-07,14.32813
2021-01-08,13.64249
2021-01-09,4.5403
2021-01-10,4.25956
2021-01-11,12.92987
2021-01-12,11.5694
2021-01-13,13.29158
2021-01-14,11.67737
2021-01-15,9.23176
2021-01-16,2.22426
2021-01-17,2.52658
2021-01-18,9.0536
2021-01-19,11.49381
2021-01-20,11.34805
2021-01-21,14.24175
2021-01-22,12.53036
2021-01-23,4.5133
2021-01-24,7.59596
2021-01-25,12.55196
2021-01-26,11.70436
2021-01-27,10.27911
2021-01-28,10.62462
2021-01-29,10.81358
2021-01-30,2.66155
2021-01-31,2.0353
2021-02-01,10.09015
2021-02-02,11.16989
2021-02-03,10.78658
2021-02-04,8.30858
2021-02-05,9.82562
2021-02-06,3.03406
2021-02-07,2.79112
2021-02-08,9.0698
2021-02-09,10.92155
2021-02-10,9.01581
2021-02-11,2.78032
2021-02-12,2.48879
2021-02-13,2.02451
2021-02-14,2.71014
2021-02-15,10.06316
2021-02-16,15.08934
2021-02-17,13.89623
2021-02-18,10.92695
2021-02-19,10.87836
2021-02-20,2.81811
2021-02-21,2.34843
2021-02-22,18.01004
2021-02-23,20.84975
2021-02-24,16.84392
2021-02-25,15.05695
2021-02-26,13.03244
2021-02-27,3.66571
2021-02-28,3.97343
2021-03-01,4.14079
2021-03-02,12.00129
2021-03-03,10.21972
2021-03-04,9.31814
2021-03-05,9.09139
2021-03-06,2.8721
2021-03-07,2.76952
2021-03-08,9.62587
2021-03-09,8.35177
2021-03-10,9.03201
2021-03-11,8.62171
2021-03-12,9.4801
2021-03-13,1.70058
2021-03-14,1.70058
2021-03-15,8.35717
2021-03-16,8.89704
2021-03-17,7.52577
2021-03-18,8.52993
2021-03-19,7.13167
2021-03-20,2.10549
2021-03-21,1.6412
2021-03-22,8.47055
2021-03-23,7.18026
2021-03-24,7.62295
2021-03-25,7.09928
2021-03-26,7.61755
2021-03-27,1.70598
2021-03-28,1.77077
2021-03-29,15.21891
2021-03-30,13.35636
2021-03-31,11.1213
2021-04-01,9.71224
2021-04-02,9.03741
2021-04-03,2.11088
2021-04-04,1.78696
2021-04-05,8.2384
2021-04-06,8.6703
2021-04-07,7.91448
2021-04-08,7.58516
2021-04-09,6.86173
2021-04-10,1.82475
2021-04-11,1.57101
2021-04-12,6.87253
2021-04-13,7.28823
2021-04-14,7.27743
2021-04-15,11.19149
2021-04-16,9.53409
2021-04-17,6.76996
2021-04-18,5.10716
2021-04-19,15.06235
2021-04-20,13.53992
2021-04-21,12.06068
2021-04-22,10.99713
2021-04-23,9.58807
2021-04-24,2.22966
2021-04-25,2.51579
2021-04-26,14.46849
2021-04-27,17.78329
2021-04-28,14.74923
2021-04-29,13.38875
2021-04-30,14.05279
2021-05-01,2.11628
2021-05-02,1.90573
2021-05-03,12.49797
2021-05-04,10.48966
2021-05-05,2.35922
2021-05-06,12.57895
2021-05-07,13.37796
2021-05-08,2.22966
2021-05-09,2.451
2021-05-10,15.94774
2021-05-11,18.79285
2021-05-12,16.63337
2021-05-13,12.76251
2021-05-14,11.25087
2021-05-15,2.01371
2021-05-16,1.97592
2021-05-17,9.50709
2021-05-18,19.44069
2021-05-19,11.66657
2021-05-20,17.55655
2021-05-21,13.73967
2021-05-22,2.37002
2021-05-23,1.88954
2021-05-24,11.62338
2021-05-25,11.11051
2021-05-26,11.1483
2021-05-27,11.06192
2021-05-28,11.19149
2021-05-29,2.0407
2021-05-30,2.06769
2021-05-31,10.66241
2021-06-01,12.69232
2021-06-02,18.52831
2021-06-03,18.36095
2021-06-04,11.91491
2021-06-05,3.00707
2021-06-06,2.54818
2021-06-07,15.42406
2021-06-08,12.8057
2021-06-09,9.52869
2021-06-10,12.97845
2021-06-11,11.04572
2021-06-12,2.4564
2021-06-13,2.36462
2021-06-14,8.45975
2021-06-15,8.34638
2021-06-16,8.52993
2021-06-17,7.29903
2021-06-18,7.77411
2021-06-19,1.45224
2021-06-20,1.07973
2021-06-21,7.93068
2021-06-22,7.63375
2021-06-23,7.56896
2021-06-24,6.92112
2021-06-25,7.0021
2021-06-26,1.40366
2021-06-27,1.14452
2021-06-28,6.55941
2021-06-29,8.41656
2021-06-30,7.44479
2021-07-01,8.96722
2021-07-02,8.51373
2021-07-03,2.93149
2021-07-04,2.49419
2021-07-05,7.32602
2021-07-06,6.83474
2021-07-07,7.77411
2021-07-08,6.35966
2021-07-09,5.7766
2021-07-10,1.26329
2021-07-11,1.13372
2021-07-12,6.5756
2021-07-13,8.6433
2021-07-14,11.92031
2021-07-15,7.46639
2021-07-16,5.61464
2021-07-17,1.29568
2021-07-18,3.61172
2021-07-19,6.04653
2021-07-20,5.10176
2021-07-21,6.15451
2021-07-22,5.49047
2021-07-23,4.77784
2021-07-24,1.33347
2021-07-25,2.48879
2021-07-26,5.51206
2021-07-27,7.33142
2021-07-28,5.66862
2021-07-29,5.31231
2021-07-30,4.5241
2021-07-31,0.98256
2021-08-01,0.8098
2021-08-02,4.03822
2021-08-03,4.74545
2021-08-04,4.88581
2021-08-05,4.85342
2021-08-06,4.16779
2021-08-07,0.76661
2021-08-08,0.72342
2021-08-09,4.5079
2021-08-10,4.27576
2021-08-11,4.32435
2021-08-12,4.5349
2021-08-13,4.05441
2021-08-14,1.05814
2021-08-15,0.86379
2021-08-16,1.10673
2021-08-17,4.16779
2021-08-18,4.30275
2021-08-19,4.78864
2021-08-20,4.61048
2021-08-21,1.12832
2021-08-22,1.03654
2021-08-23,4.39993
2021-08-24,4.23797
2021-08-25,4.13539
2021-08-26,3.73049
2021-08-27,3.97343
2021-08-28,0.62084
2021-08-29,0.72882
2021-08-30,4.1246
2021-08-31,4.02202
2021-09-01,4.06521
2021-09-02,3.77368
2021-09-03,3.93024
2021-09-04,0.69103
2021-09-05,0.70722
2021-09-06,4.1084
2021-09-07,4.24877
2021-09-08,3.36338
2021-09-09,3.16363
2021-09-10,3.85466
2021-09-11,0.91237
2021-09-12,0.60465
2021-09-13,3.80068
2021-09-14,4.72385
2021-09-15,3.96264
2021-09-16,3.31479
2021-09-17,3.10964
2021-09-18,0.4049
2021-09-19,0.30772
2021-09-20,0.28613
2021-09-21,0.32932
2021-09-22,0.34011
2021-09-23,2.98007
2021-09-24,2.62916
2021-09-25,0.3941
2021-09-26,0.49667
2021-09-27,2.8613
2021-09-28,2.62376
2021-09-29,2.8883
2021-09-30,2.84511
2021-10-01,2.4456
2021-10-02,0.47508
2021-10-03,1.17151
2021-10-04,0.76661
2021-10-05,3.57393
2021-10-06,3.08265
2021-10-07,3.40117
2021-10-08,2.92069
2021-10-09,0.44269
2021-10-10,0.30772
2021-10-11,0.85299
2021-10-12,2.53198
2021-10-13,2.41321
2021-10-14,2.83431
2021-10-15,2.53738
2021-10-16,0.46428
2021-10-17,0.29692
2021-10-18,2.71014
2021-10-19,2.39701
2021-10-20,2.11628
2021-10-21,2.4672
2021-10-22,2.13248
2021-10-23,0.34011
2021-10-24,0.42649
2021-10-25,1.98671
2021-10-26,2.12708
2021-10-27,2.00831
2021-10-28,2.43481
2021-10-29,2.18107
2021-10-30,0.34551
2021-10-31,0.44809
2021-11-01,1.94352
2021-11-02,2.25665
2021-11-03,2.0623
2021-11-04,2.10009
2021-11-05,2.72634
2021-11-06,0.52907
2021-11-07,0.3833
2021-11-08,2.56437
2021-11-09,3.37958
2021-11-10,2.80192
2021-11-11,3.02866
2021-11-12,2.4402
2021-11-13,0.46428
2021-11-14,0.62084
2021-11-15,2.60756
2021-11-16,3.10964
2021-11-17,4.85882
2021-11-18,3.15283
2021-11-19,3.03406
2021-11-20,0.76661
2021-11-21,0.64784
2021-11-22,3.10964
2021-11-23,3.09885
2021-11-24,3.06105
2021-11-25,3.01247
2021-11-26,2.79652
2021-11-27,0.63704
2021-11-28,0.44809
2021-11-29,3.37418
2021-11-30,3.91945
2021-12-01,4.07601
2021-12-02,3.54694
2021-12-03,3.53614
2021-12-04,0.66943
2021-12-05,0.55606
2021-12-06,3.54154
2021-12-07,3.58473
2021-12-08,3.42277
2021-12-09,3.41737
2021-12-10,3.21762
2021-12-11,0.51827
2021-12-12,0.65864
2021-12-13,3.43896
2021-12-14,3.57933
2021-12-15,2.76952
2021-12-16,2.94768
2021-12-17,2.56437
2021-12-18,0.46968
2021-12-19,0.57226
2021-12-20,2.51039
2021-12-21,2.66155
2021-12-22,2.80192
2021-12-23,3.23921
2021-12-24,3.05026
2021-12-25,0.52367
2021-12-26,0.62624
2021-12-27,3.63871
2021-12-28,3.20142
2021-12-29,2.8829
2021-12-30,2.71014
2021-12-31,0.95017
2022-01-01,0.3995
2022-01-02,0.58305
2022-01-03,2.96928
2022-01-04,3.42277
2022-01-05,2.82351
2022-01-06,2.451
2022-01-07,2.65615
2022-01-08,0.58845
2022-01-09,0.69103
2022-01-10,2.85051
2022-01-11,2.84511
2022-01-12,3.61712
2022-01-13,4.62668
2022-01-14,4.5133
2022-01-15,0.8152
2022-01-16,0.66403
2022-01-17,3.59013
2022-01-18,2.8721
2022-01-19,2.89369
2022-01-20,3.01786
2022-01-21,2.71554
2022-01-22,0.49128
2022-01-23,0.58305
2022-01-24,2.66695
2022-01-25,3.00167
2022-01-26,2.95848
2022-01-27,2.8667
2022-01-28,3.32019
2022-01-29,0.70722
2022-01-30,0.46968
2022-01-31,0.46428
2022-02-01,0.56146
2022-02-02,0.61545
2022-02-03,3.26081
2022-02-04,2.98007
2022-02-05,0.63164
2022-02-06,0.8098
2022-02-07,3.56853
2022-02-08,3.15283
2022-02-09,4.24337
2022-02-10,3.75749
2022-02-11,4.74005
2022-02-12,1.09053
2022-02-13,0.7882
2022-02-14,3.75749
2022-02-15,3.98963
2022-02-16,3.67111
2022-02-17,3.19062
2022-02-18,2.85051
2022-02-19,0.64244
2022-02-20,0.46428
2022-02-21,2.8667
2022-02-22,2.58057
2022-02-23,2.82891
2022-02-24,2.75333
2022-02-25,2.82891
2022-02-26,0.48048
2022-02-27,0.42649
2022-02-28,2.79112
2022-03-01,0.69103
2022-03-02,3.26081
2022-03-03,3.03946
2022-03-04,3.37958
2022-03-05,0.55066
2022-03-06,0.53447
2022-03-07,3.20142
2022-03-08,4.24877
2022-03-09,0.75041
2022-03-10,3.12044
2022-03-11,3.11504
2022-03-12,0.75041
2022-03-13,0.73962
2022-03-14,3.33639
2022-03-15,2.78572
2022-03-16,2.82891
2022-03-17,2.89369
2022-03-18,2.4402
2022-03-19,0.49667
2022-03-20,0.4049
2022-03-21,2.35383
2022-03-22,2.38622
2022-03-23,2.76413
2022-03-24,2.35383
2022-03-25,2.19186
2022-03-26,0.36171
2022-03-27,0.23214
2022-03-28,2.00831
2022-03-29,2.17567
2022-03-30,2.0353
2022-03-31,2.85051
2022-04-01,2.48339
2022-04-02,0.35091
2022-04-03,0.4103
2022-04-04,2.34303
2022-04-05,2.24045
2022-04-06,2.13248
2022-04-07,1.97592
2022-04-08,2.67235
2022-04-09,0.3995
2022-04-10,0.25373
2022-04-11,3.54154
2022-04-12,3.21222
2022-04-13,3.46056
2022-04-14,5.89537
2022-04-15,4.91281
2022-04-16,0.77741
2022-04-17,0.70722
2022-04-18,3.21762
2022-04-19,3.17443
2022-04-20,2.8883
2022-04-21,2.69394
2022-04-22,2.61296
2022-04-23,0.52367
2022-04-24,0.44269
2022-04-25,2.15407
2022-04-26,2.34303
2022-04-27,1.95972
2022-04-28,2.0461
2022-04-29,2.24045
2022-04-30,0.45888
2022-05-01,0.45888
2022-05-02,1.94352
2022-05-03,1.96512
2022-05-04,1.74377
2022-05-05,0.48048
2022-05-06,1.82475
2022-05-07,0.4049
2022-05-08,0.23754
2022-05-09,1.83555
2022-05-10,1.81396
2022-05-11,2.22426
2022-05-12,2.19726
2022-05-13,2.13248
2022-05-14,0.36171
2022-05-15,0.17275
2022-05-16,1.83555
2022-05-17,2.19726
2022-05-18,2.12168
2022-05-19,2.0515
2022-05-20,3.73049
2022-05-21,0.54526
2022-05-22,0.50207
2022-05-23,2.63456
2022-05-24,2.58597
2022-05-25,2.52658
2022-05-26,2.20266
2022-05-27,2.21346
2022-05-28,0.32392
2022-05-29,0.30772
2022-05-30,3.56853
2022-05-31,5.7496
2022-06-01,1.08513
2022-06-02,4.73465
2022-06-03,4.74005
2022-06-04,0.92857
2022-06-05,0.72342
2022-06-06,1.10673
2022-06-07,4.55649
2022-06-08,3.83307
2022-06-09,3.49295
2022-06-10,3.01786
2022-06-11,0.57226
2022-06-12,0.50207
2022-06-13,2.82891
2022-06-14,3.06105
2022-06-15,2.8775
2022-06-16,3.49835
2022-06-17,2.81271
2022-06-18,0.47508
2022-06-19,0.26453
2022-06-20,2.29444
2022-06-21,2.65615
2022-06-22,2.53198
2022-06-23,2.56977
2022-06-24,2.25125
2022-06-25,0.4103
2022-06-26,0.24294
2022-06-27,2.49959
2022-06-28,2.478
2022-06-29,3.34179
2022-06-30,2.83971
2022-07-01,2.31603
2022-07-02,0.4049
2022-07-03,0.28073
2022-07-04,2.4618
2022-07-05,2.55898
2022-07-06,6.39745
2022-07-07,3.2662
2022-07-08,2.71014
2022-07-09,0.28613
2022-07-10,0.30232
2022-07-11,2.55898
2022-07-12,1.91113
2022-07-13,2.41321
2022-07-14,2.8775
2022-07-15,2.52118
2022-07-16,0.4049
2022-07-17,0.42649
2022-07-18,2.4726
2022-07-19,2.29444
2022-07-20,2.60217
2022-07-21,2.28904
2022-07-22,1.96512
2022-07-23,0.25913
2022-07-24,0.16735
2022-07-25,2.09469
2022-07-26,1.74377
2022-07-27,1.79776
2022-07-28,2.72094
2022-07-29,2.68854
2022-07-30,0.34551
2022-07-31,0.36171
2022-08-01,2.81811
2022-08-02,2.08929
2022-08-03,2.15407
2022-08-04,2.19726
2022-08-05,2.18647
2022-08-06,0.25373
2022-08-07,0.21594
2022-08-08,2.80732
2022-08-09,2.4726
2022-08-10,2.62916
2022-08-11,3.10964
2022-08-12,2.83431
2022-08-13,0.32392
2022-08-14,0.26453
2022-08-15,0.30772
2022-08-16,2.60217
2022-08-17,3.2878
2022-08-18,2.54818
2022-08-19,2.4456
2022-08-20,0.23214
2022-08-21,0.21594
2022-08-22,2.32683
2022-08-23,3.52534
2022-08-24,3.78988
2022-08-25,2.98007
2022-08-26,2.75333
2022-08-27,0.45888
2022-08-28,0.49128
2022-08-29,2.89909
2022-08-30,3.19062
2022-08-31,2.4564
2022-09-01,2.14328
2022-09-02,2.31603
2022-09-03,0.23754
2022-09-04,0.19435
2022-09-05,2.15947
2022-09-06,2.24585
2022-09-07,1.77617
2022-09-08,1.66819
2022-09-09,0.19435
2022-09-10,0.08637
2022-09-11,0.15116
2022-09-12,0.16735
2022-09-13,2.13788
2022-09-14,1.66279
2022-09-15,2.0299
2022-09-16,1.50083
2022-09-17,0.22134
2022-09-18,0.27533
2022-09-19,1.46844
2022-09-20,1.81935
2022-09-21,1.652
2022-09-22,1.52243
2022-09-23,1.24169
2022-09-24,0.17815
2022-09-25,0.21054
2022-09-26,1.45764
2022-09-27,1.52243
2022-09-28,1.55482
2022-09-29,1.65739
2022-09-30,1.2147
2022-10-01,0.21054
2022-10-02,0.18895
2022-10-03,0.15116
2022-10-04,1.75457
2022-10-05,1.36586
2022-10-06,1.68439
2022-10-07,2.0623
2022-10-08,0.26993
2022-10-09,0.29692
2022-10-10,0.42649
2022-10-11,1.51163
2022-10-12,1.51703
2022-10-13,1.45224
2022-10-14,1.51703
2022-10-15,0.29152
2022-10-16,0.17815
2022-10-17,1.6304
2022-10-18,1.95972
2022-10-19,1.88954
2022-10-20,2.38082
2022-10-21,2.13248
2022-10-22,0.26993
2022-10-23,0.18355
2022-10-24,1.94352
2022-10-25,1.78696
2022-10-26,1.73298
2022-10-27,2.0299
2022-10-28,1.88954
2022-10-29,0.50207
2022-10-30,0.26993
2022-10-31,2.34843
2022-11-01,3.25001
2022-11-02,2.8721
2022-11-03,2.68315
2022-11-04,1.98671
2022-11-05,0.31312
2022-11-06,0.14576
2022-11-07,2.59677
2022-11-08,2.4618
2022-11-09,2.38622
2022-11-10,2.10009
2022-11-11,2.4618
2022-11-12,0.30772
2022-11-13,0.26993
2022-11-14,2.13788
2022-11-15,2.55898
2022-11-16,2.26205
2022-11-17,1.83015
2022-11-18,1.70598
2022-11-19,0.21594
2022-11-20,0.17815
2022-11-21,1.60881
2022-11-22,2.67235
2022-11-23,3.16903
2022-11-24,2.75873
2022-11-25,3.23381
2022-11-26,0.3833
2022-11-27,0.44809
2022-11-28,2.23505
2022-11-29,2.66155
2022-11-30,2.79652
2022-12-01,2.4672
2022-12-02,1.84095
2022-12-03,0.43729
2022-12-04,0.26993
2022-12-05,1.92733
2022-12-06,1.65739
2022-12-07,1.52783
2022-12-08,1.68439
2022-12-09,1.66819
2022-12-10,0.34551
2022-12-11,0.26993
2022-12-12,2.10009
2022-12-13,2.61296
2022-12-14,1.89494
2022-12-15,1.87874
2022-12-16,1.83015
2022-12-17,0.3833
2022-12-18,0.36171
2022-12-19,1.66819
2022-12-20,1.80856
2022-12-21,1.94892
2022-12-22,1.74917
2022-12-23,1.58181
2022-12-24,0.22674
2022-12-25,0.25913
2022-12-26,2.0461
2022-12-27,1.70058
2022-12-28,1.44145
2022-12-29,1.37666
2022-12-30,0.71802
2022-12-31,0.34011
2023-01-01,0.22674
2023-01-02,1.57641
2023-01-03,1.46844
2023-01-04,1.75997
2023-01-05,1.85715
2023-01-06,1.71138
2023-01-07,0.35631
2023-01-08,0.34011
2023-01-09,1.84095
2023-01-10,1.79236
2023-01-11,1.75457
2023-01-12,1.92733
2023-01-13,1.78156
2023-01-14,0.33471
2023-01-15,0.30232
2023-01-16,1.80316
2023-01-17,1.56022
2023-01-18,1.79776
2023-01-19,1.74917
2023-01-20,1.50083
2023-01-21,0.23214
2023-01-22,0.16735
2023-01-23,0.18355
2023-01-24,0.32392
2023-01-25,1.91113
2023-01-26,1.73837
2023-01-27,1.73837
2023-01-28,0.3995
2023-01-29,0.28613
2023-01-30,1.57641
2023-01-31,1.67359
2023-02-01,2.01371
2023-02-02,1.70598
2023-02-03,1.51163
2023-02-04,0.32392
2023-02-05,0.20515
2023-02-06,1.44145
2023-02-07,1.6412
2023-02-08,1.51703
2023-02-09,1.6358
2023-02-10,1.59261
2023-02-11,0.3833
2023-02-12,0.23214
2023-02-13,1.58721
2023-02-14,1.79776
2023-02-15,1.83555
2023-02-16,1.81396
2023-02-17,1.78696
2023-02-18,0.29692
2023-02-19,0.23754
2023-02-20,1.56562
2023-02-21,1.47924
2023-02-22,1.30108
2023-02-23,1.50083
2023-02-24,1.2201
2023-02-25,0.36171
2023-02-26,0.28073
2023-02-27,1.19311
2023-02-28,1.38746
2023-03-01,0.34551
2023-03-02,2.27824
2023-03-03,1.86794
2023-03-04,0.28073
2023-03-05,0.32932
2023-03-06,1.73298
2023-03-07,2.32683
2023-03-08,1.73837
2023-03-09,1.78696
2023-03-10,1.30108
2023-03-11,0.16735
2023-03-12,0.17275
2023-03-13,1.58721
2023-03-14,1.33347
2023-03-15,2.451
2023-03-16,1.93273
2023-03-17,1.43065
2023-03-18,0.33471
2023-03-19,0.21594
2023-03-20,1.91113
2023-03-21,1.80856
2023-03-22,1.77617
2023-03-23,1.95972
2023-03-24,1.68979
2023-03-25,0.33471
2023-03-26,0.26993
2023-03-27,2.95848
2023-03-28,5.70641
2023-03-29,2.91529
2023-03-30,2.63456
2023-03-31,3.05026
2023-04-01,0.72882
2023-04-02,0.3887
2023-04-03,2.55898
2023-04-04,3.21762
2023-04-05,2.61836
2023-04-06,2.48879
2023-04-07,2.29444
2023-04-08,0.45349
2023-04-09,0.4103
2023-04-10,2.39701
2023-04-11,8.13583
2023-04-12,8.27079
2023-04-13,7.25584
2023-04-14,6.71057
2023-04-15,1.68439
2023-04-16,1.43605
2023-04-17,6.45143
2023-04-18,4.98839
2023-04-19,7.45559
2023-04-20,5.30151
2023-04-21,4.39453
2023-04-22,0.70722
2023-04-23,0.73422
2023-04-24,4.30815
2023-04-25,4.66447
2023-04-26,3.83307
2023-04-27,3.58473
2023-04-28,3.03946
2023-04-29,0.63164
2023-04-30,0.3833
2023-05-01,0.87458
2023-05-02,3.54154
2023-05-03,3.24461
2023-05-04,2.61836
2023-05-05,0.61545
2023-05-06,0.44809
2023-05-07,0.51287
2023-05-08,3.75749
2023-05-09,2.68854
2023-05-10,2.28364
2023-05-11,3.87086
2023-05-12,3.16903
2023-05-13,0.43729
2023-05-14,0.3725
2023-05-15,2.74793
2023-05-16,5.06397
2023-05-17,4.24877
2023-05-18,3.67111
2023-05-19,3.7035
2023-05-20,0.45888
2023-05-21,0.46428
2023-05-22,3.01786
2023-05-23,2.79112
2023-05-24,3.277
2023-05-25,2.80192
2023-05-26,2.62916
2023-05-27,0.57766
2023-05-28,0.45349
2023-05-29,0.63704
