date,신용카드당일발급
2020-07-30,34.17721
2020-07-31,44.30379
2020-08-01,13.92405
2020-08-02,11.3924
2020-08-03,21.51898
2020-08-04,43.03797
2020-08-05,32.91139
2020-08-06,22.78481
2020-08-07,25.31645
2020-08-08,13.92405
2020-08-09,11.3924
2020-08-10,39.2405
2020-08-11,46.83544
2020-08-12,46.83544
2020-08-13,35.44303
2020-08-14,34.17721
2020-08-16,13.92405
2020-08-17,44.30379
2020-08-18,40.50632
2020-08-19,26.58227
2020-08-20,36.70886
2020-08-21,13.92405
2020-08-22,10.12658
2020-08-23,6.32911
2020-08-24,26.58227
2020-08-25,17.72151
2020-08-26,27.8481
2020-08-27,43.03797
2020-08-28,29.11392
2020-08-29,15.18987
2020-08-30,30.37974
2020-08-31,44.30379
2020-09-01,24.05063
2020-09-02,21.51898
2020-09-03,40.50632
2020-09-04,17.72151
2020-09-05,10.12658
2020-09-06,10.12658
2020-09-07,18.98734
2020-09-08,22.78481
2020-09-09,18.98734
2020-09-10,36.70886
2020-09-11,46.83544
2020-09-12,15.18987
2020-09-13,26.58227
2020-09-14,25.31645
2020-09-15,32.91139
2020-09-16,34.17721
2020-09-17,24.05063
2020-09-18,36.70886
2020-09-19,13.92405
2020-09-20,24.05063
2020-09-21,35.44303
2020-09-22,25.31645
2020-09-23,25.31645
2020-09-24,21.51898
2020-09-25,46.83544
2020-09-26,8.86075
2020-09-27,21.51898
2020-09-28,59.49367
2020-09-29,41.77215
2020-09-30,15.18987
2020-10-02,13.92405
2020-10-03,16.45569
2020-10-04,17.72151
2020-10-05,31.64556
2020-10-06,39.2405
2020-10-07,26.58227
2020-10-08,32.91139
2020-10-09,18.98734
2020-10-10,8.86075
2020-10-11,10.12658
2020-10-12,32.91139
2020-10-13,30.37974
2020-10-14,26.58227
2020-10-15,21.51898
2020-10-16,25.31645
2020-10-17,12.65822
2020-10-18,11.3924
2020-10-19,34.17721
2020-10-20,34.17721
2020-10-21,51.89873
2020-10-22,63.29113
2020-10-23,48.10126
2020-10-24,10.12658
2020-10-25,18.98734
2020-10-26,49.36708
2020-10-27,25.31645
2020-10-28,49.36708
2020-10-29,39.2405
2020-10-30,41.77215
2020-10-31,16.45569
2020-11-01,7.59493
2020-11-02,35.44303
2020-11-03,11.3924
2020-11-04,16.45569
2020-11-05,29.11392
2020-11-06,40.50632
2020-11-07,12.65822
2020-11-08,15.18987
2020-11-09,58.22784
2020-11-10,18.98734
2020-11-11,35.44303
2020-11-12,64.55696
2020-11-13,39.2405
2020-11-14,15.18987
2020-11-15,7.59493
2020-11-16,34.17721
2020-11-17,37.97468
2020-11-18,25.31645
2020-11-19,36.70886
2020-11-20,40.50632
2020-11-21,11.3924
2020-11-22,13.92405
2020-11-23,34.17721
2020-11-24,34.17721
2020-11-25,39.2405
2020-11-26,27.8481
2020-11-27,37.97468
2020-11-28,12.65822
2020-11-30,50.63291
2020-12-01,30.37974
2020-12-02,16.45569
2020-12-03,29.11392
2020-12-04,25.31645
2020-12-05,17.72151
2020-12-06,10.12658
2020-12-07,26.58227
2020-12-08,20.25316
2020-12-09,8.86075
2020-12-10,25.31645
2020-12-11,34.17721
2020-12-12,13.92405
2020-12-13,10.12658
2020-12-14,29.11392
2020-12-15,6.32911
2020-12-16,17.72151
2020-12-17,16.45569
2020-12-18,26.58227
2020-12-19,16.45569
2020-12-20,13.92405
2020-12-21,51.89873
2020-12-22,30.37974
2020-12-23,40.50632
2020-12-24,24.05063
2020-12-25,11.3924
2020-12-26,17.72151
2020-12-27,13.92405
2020-12-28,39.2405
2020-12-29,25.31645
2020-12-30,37.97468
2020-12-31,25.31645
2021-01-01,8.86075
2021-01-02,11.3924
2021-01-03,10.12658
2021-01-04,35.44303
2021-01-05,31.64556
2021-01-06,22.78481
2021-01-07,26.58227
2021-01-08,36.70886
2021-01-09,15.18987
2021-01-11,18.98734
2021-01-12,30.37974
2021-01-13,35.44303
2021-01-14,15.18987
2021-01-15,40.50632
2021-01-16,17.72151
2021-01-17,16.45569
2021-01-18,31.64556
2021-01-19,29.11392
2021-01-20,22.78481
2021-01-21,46.83544
2021-01-22,17.72151
2021-01-23,10.12658
2021-01-24,15.18987
2021-01-25,37.97468
2021-01-26,30.37974
2021-01-27,37.97468
2021-01-28,21.51898
2021-01-29,40.50632
2021-01-30,16.45569
2021-01-31,8.86075
2021-02-01,35.44303
2021-02-02,27.8481
2021-02-03,40.50632
2021-02-04,17.72151
2021-02-05,29.11392
2021-02-06,10.12658
2021-02-07,10.12658
2021-02-08,36.70886
2021-02-09,43.03797
2021-02-10,49.36708
2021-02-11,17.72151
2021-02-12,8.86075
2021-02-13,22.78481
2021-02-14,13.92405
2021-02-15,40.50632
2021-02-16,31.64556
2021-02-17,34.17721
2021-02-18,30.37974
2021-02-19,41.77215
2021-02-20,8.86075
2021-02-21,10.12658
2021-02-22,30.37974
2021-02-23,30.37974
2021-02-24,32.91139
2021-02-25,29.11392
2021-02-26,35.44303
2021-02-27,18.98734
2021-02-28,8.86075
2021-03-01,11.3924
2021-03-02,22.78481
2021-03-03,34.17721
2021-03-04,31.64556
2021-03-05,25.31645
2021-03-06,17.72151
2021-03-07,8.86075
2021-03-08,31.64556
2021-03-09,16.45569
2021-03-10,24.05063
2021-03-11,31.64556
2021-03-12,22.78481
2021-03-13,13.92405
2021-03-14,13.92405
2021-03-15,20.25316
2021-03-16,40.50632
2021-03-17,29.11392
2021-03-18,40.50632
2021-03-19,29.11392
2021-03-20,11.3924
2021-03-21,11.3924
2021-03-22,43.03797
2021-03-23,27.8481
2021-03-24,20.25316
2021-03-25,50.63291
2021-03-26,31.64556
2021-03-27,10.12658
2021-03-28,16.45569
2021-03-29,45.56962
2021-03-30,46.83544
2021-03-31,49.36708
2021-04-01,31.64556
2021-04-02,16.45569
2021-04-03,18.98734
2021-04-04,27.8481
2021-04-05,46.83544
2021-04-06,34.17721
2021-04-07,24.05063
2021-04-08,31.64556
2021-04-09,40.50632
2021-04-10,16.45569
2021-04-11,15.18987
2021-04-12,30.37974
2021-04-13,35.44303
2021-04-14,20.25316
2021-04-15,18.98734
2021-04-16,31.64556
2021-04-17,12.65822
2021-04-18,8.86075
2021-04-19,34.17721
2021-04-20,13.92405
2021-04-21,29.11392
2021-04-22,24.05063
2021-04-23,35.44303
2021-04-24,15.18987
2021-04-25,26.58227
2021-04-26,26.58227
2021-04-27,25.31645
2021-04-28,30.37974
2021-04-29,30.37974
2021-04-30,32.91139
2021-05-01,16.45569
2021-05-02,11.3924
2021-05-03,53.16455
2021-05-04,31.64556
2021-05-05,16.45569
2021-05-06,30.37974
2021-05-07,44.30379
2021-05-08,8.86075
2021-05-09,16.45569
2021-05-10,13.92405
2021-05-11,27.8481
2021-05-12,37.97468
2021-05-13,16.45569
2021-05-14,29.11392
2021-05-16,17.72151
2021-05-17,37.97468
2021-05-18,50.63291
2021-05-19,11.3924
2021-05-20,30.37974
2021-05-21,31.64556
2021-05-22,12.65822
2021-05-23,11.3924
2021-05-24,40.50632
2021-05-25,29.11392
2021-05-26,44.30379
2021-05-27,25.31645
2021-05-28,30.37974
2021-05-29,18.98734
2021-05-30,12.65822
2021-05-31,31.64556
2021-06-01,32.91139
2021-06-02,27.8481
2021-06-03,34.17721
2021-06-04,24.05063
2021-06-06,12.65822
2021-06-07,22.78481
2021-06-08,26.58227
2021-06-09,16.45569
2021-06-10,15.18987
2021-06-11,44.30379
2021-06-12,16.45569
2021-06-13,13.92405
2021-06-14,31.64556
2021-06-15,22.78481
2021-06-16,31.64556
2021-06-17,21.51898
2021-06-18,27.8481
2021-06-19,11.3924
2021-06-20,10.12658
2021-06-21,25.31645
2021-06-22,18.98734
2021-06-23,21.51898
2021-06-24,39.2405
2021-06-25,51.89873
2021-06-26,18.98734
2021-06-27,11.3924
2021-06-28,36.70886
2021-06-29,31.64556
2021-06-30,27.8481
2021-07-01,40.50632
2021-07-02,17.72151
2021-07-03,10.12658
2021-07-04,18.98734
2021-07-05,22.78481
2021-07-06,21.51898
2021-07-07,29.11392
2021-07-08,15.18987
2021-07-09,35.44303
2021-07-10,16.45569
2021-07-11,7.59493
2021-07-12,17.72151
2021-07-13,31.64556
2021-07-14,37.97468
2021-07-15,49.36708
2021-07-16,16.45569
2021-07-17,22.78481
2021-07-19,37.97468
2021-07-20,24.05063
2021-07-21,11.3924
2021-07-22,37.97468
2021-07-23,32.91139
2021-07-24,11.3924
2021-07-25,10.12658
2021-07-26,35.44303
2021-07-27,22.78481
2021-07-28,39.2405
2021-07-29,32.91139
2021-07-30,35.44303
2021-07-31,24.05063
2021-08-01,25.31645
2021-08-02,46.83544
2021-08-03,26.58227
2021-08-04,26.58227
2021-08-05,29.11392
2021-08-06,41.77215
2021-08-07,13.92405
2021-08-08,7.59493
2021-08-09,32.91139
2021-08-10,24.05063
2021-08-11,26.58227
2021-08-12,67.0886
2021-08-13,32.91139
2021-08-14,13.92405
2021-08-15,11.3924
2021-08-16,17.72151
2021-08-17,43.03797
2021-08-18,41.77215
2021-08-19,48.10126
2021-08-20,32.91139
2021-08-21,22.78481
2021-08-22,11.3924
2021-08-23,40.50632
2021-08-24,27.8481
2021-08-25,40.50632
2021-08-26,34.17721
2021-08-27,39.2405
2021-08-28,6.32911
2021-08-29,16.45569
2021-08-30,18.98734
2021-08-31,21.51898
2021-09-01,18.98734
2021-09-02,31.64556
2021-09-03,40.50632
2021-09-04,10.12658
2021-09-05,10.12658
2021-09-06,37.97468
2021-09-07,16.45569
2021-09-08,41.77215
2021-09-09,26.58227
2021-09-10,34.17721
2021-09-11,13.92405
2021-09-13,35.44303
2021-09-14,24.05063
2021-09-15,27.8481
2021-09-16,31.64556
2021-09-17,31.64556
2021-09-18,17.72151
2021-09-19,6.32911
2021-09-21,11.3924
2021-09-22,13.92405
2021-09-23,58.22784
2021-09-24,49.36708
2021-09-25,8.86075
2021-09-26,15.18987
2021-09-27,37.97468
2021-09-28,26.58227
2021-09-29,46.83544
2021-09-30,87.34177
2021-10-01,55.6962
2021-10-02,13.92405
2021-10-03,16.45569
2021-10-04,29.11392
2021-10-05,40.50632
2021-10-06,39.2405
2021-10-07,54.43037
2021-10-08,25.31645
2021-10-10,7.59493
2021-10-11,22.78481
2021-10-12,39.2405
2021-10-13,32.91139
2021-10-14,16.45569
2021-10-15,29.11392
2021-10-17,16.45569
2021-10-18,22.78481
2021-10-19,32.91139
2021-10-20,20.25316
2021-10-21,44.30379
2021-10-22,22.78481
2021-10-23,15.18987
2021-10-24,8.86075
2021-10-25,31.64556
2021-10-26,29.11392
2021-10-27,34.17721
2021-10-28,48.10126
2021-10-29,22.78481
2021-10-30,22.78481
2021-10-31,21.51898
2021-11-01,59.49367
2021-11-02,44.30379
2021-11-03,21.51898
2021-11-04,26.58227
2021-11-05,44.30379
2021-11-06,11.3924
2021-11-07,8.86075
2021-11-08,34.17721
2021-11-09,32.91139
2021-11-10,22.78481
2021-11-11,31.64556
2021-11-12,36.70886
2021-11-13,10.12658
2021-11-14,6.32911
2021-11-15,30.37974
2021-11-16,17.72151
2021-11-17,26.58227
2021-11-18,36.70886
2021-11-19,16.45569
2021-11-20,11.3924
2021-11-21,20.25316
2021-11-22,36.70886
2021-11-23,30.37974
2021-11-24,25.31645
2021-11-25,36.70886
2021-11-26,22.78481
2021-11-27,21.51898
2021-11-28,10.12658
2021-11-29,25.31645
2021-11-30,22.78481
2021-12-01,22.78481
2021-12-02,25.31645
2021-12-03,27.8481
2021-12-04,12.65822
2021-12-05,10.12658
2021-12-06,18.98734
2021-12-07,20.25316
2021-12-08,24.05063
2021-12-09,27.8481
2021-12-10,29.11392
2021-12-11,7.59493
2021-12-12,16.45569
2021-12-13,40.50632
2021-12-14,30.37974
2021-12-15,43.03797
2021-12-16,39.2405
2021-12-17,27.8481
2021-12-18,11.3924
2021-12-19,17.72151
2021-12-20,60.75949
2021-12-21,43.03797
2021-12-22,37.97468
2021-12-23,54.43037
2021-12-24,34.17721
2021-12-25,25.31645
2021-12-26,7.59493
2021-12-27,39.2405
2021-12-28,21.51898
2021-12-29,36.70886
2021-12-30,30.37974
2021-12-31,30.37974
2022-01-02,15.18987
2022-01-03,41.77215
2022-01-04,22.78481
2022-01-05,25.31645
2022-01-06,39.2405
2022-01-07,18.98734
2022-01-08,10.12658
2022-01-09,11.3924
2022-01-10,22.78481
2022-01-11,26.58227
2022-01-12,35.44303
2022-01-13,29.11392
2022-01-14,24.05063
2022-01-17,27.8481
2022-01-18,17.72151
2022-01-19,30.37974
2022-01-20,20.25316
2022-01-21,24.05063
2022-01-22,20.25316
2022-01-23,15.18987
2022-01-24,27.8481
2022-01-25,27.8481
2022-01-26,41.77215
2022-01-27,31.64556
2022-01-28,40.50632
2022-01-29,8.86075
2022-01-30,10.12658
2022-01-31,10.12658
2022-02-01,11.3924
2022-02-02,10.12658
2022-02-03,51.89873
2022-02-04,40.50632
2022-02-05,17.72151
2022-02-06,7.59493
2022-02-07,32.91139
2022-02-08,32.91139
2022-02-09,24.05063
2022-02-10,17.72151
2022-02-11,32.91139
2022-02-12,20.25316
2022-02-13,29.11392
2022-02-14,73.41772
2022-02-15,27.8481
2022-02-16,26.58227
2022-02-17,15.18987
2022-02-18,44.30379
2022-02-19,17.72151
2022-02-20,22.78481
2022-02-21,43.03797
2022-02-22,21.51898
2022-02-23,15.18987
2022-02-24,40.50632
2022-02-25,46.83544
2022-02-26,24.05063
2022-02-27,11.3924
2022-02-28,31.64556
2022-03-01,17.72151
2022-03-02,45.56962
2022-03-03,39.2405
2022-03-04,32.91139
2022-03-05,16.45569
2022-03-06,10.12658
2022-03-07,39.2405
2022-03-08,16.45569
2022-03-09,11.3924
2022-03-10,18.98734
2022-03-11,29.11392
2022-03-12,11.3924
2022-03-13,13.92405
2022-03-14,12.65822
2022-03-15,17.72151
2022-03-16,22.78481
2022-03-17,27.8481
2022-03-18,34.17721
2022-03-19,8.86075
2022-03-20,12.65822
2022-03-21,26.58227
2022-03-22,29.11392
2022-03-23,32.91139
2022-03-24,21.51898
2022-03-25,39.2405
2022-03-26,13.92405
2022-03-27,11.3924
2022-03-28,32.91139
2022-03-29,31.64556
2022-03-30,29.11392
2022-03-31,26.58227
2022-04-01,31.64556
2022-04-02,6.32911
2022-04-03,17.72151
2022-04-04,20.25316
2022-04-05,20.25316
2022-04-06,25.31645
2022-04-07,22.78481
2022-04-08,32.91139
2022-04-09,6.32911
2022-04-10,27.8481
2022-04-11,29.11392
2022-04-12,21.51898
2022-04-13,17.72151
2022-04-14,29.11392
2022-04-15,16.45569
2022-04-16,16.45569
2022-04-17,16.45569
2022-04-18,39.2405
2022-04-19,34.17721
2022-04-20,24.05063
2022-04-21,13.92405
2022-04-22,40.50632
2022-04-23,10.12658
2022-04-24,20.25316
2022-04-25,10.12658
2022-04-26,40.50632
2022-04-27,25.31645
2022-04-28,35.44303
2022-04-29,25.31645
2022-04-30,7.59493
2022-05-01,26.58227
2022-05-02,40.50632
2022-05-03,45.56962
2022-05-04,36.70886
2022-05-05,15.18987
2022-05-06,55.6962
2022-05-07,11.3924
2022-05-08,12.65822
2022-05-09,21.51898
2022-05-10,39.2405
2022-05-11,26.58227
2022-05-12,34.17721
2022-05-13,26.58227
2022-05-14,10.12658
2022-05-15,17.72151
2022-05-16,39.2405
2022-05-17,20.25316
2022-05-18,25.31645
2022-05-19,34.17721
2022-05-20,34.17721
2022-05-21,10.12658
2022-05-22,21.51898
2022-05-23,39.2405
2022-05-24,26.58227
2022-05-25,46.83544
2022-05-26,46.83544
2022-05-27,36.70886
2022-05-28,10.12658
2022-05-29,16.45569
2022-05-30,44.30379
2022-05-31,51.89873
2022-06-01,21.51898
2022-06-02,56.96202
2022-06-03,31.64556
2022-06-04,12.65822
2022-06-05,16.45569
2022-06-06,25.31645
2022-06-07,36.70886
2022-06-08,41.77215
2022-06-09,46.83544
2022-06-10,30.37974
2022-06-11,10.12658
2022-06-12,13.92405
2022-06-13,44.30379
2022-06-14,39.2405
2022-06-15,30.37974
2022-06-16,45.56962
2022-06-17,50.63291
2022-06-18,29.11392
2022-06-19,12.65822
2022-06-20,39.2405
2022-06-21,24.05063
2022-06-22,43.03797
2022-06-23,27.8481
2022-06-24,12.65822
2022-06-25,17.72151
2022-06-26,17.72151
2022-06-27,37.97468
2022-06-28,39.2405
2022-06-29,25.31645
2022-06-30,31.64556
2022-07-01,36.70886
2022-07-02,8.86075
2022-07-03,8.86075
2022-07-04,32.91139
2022-07-05,46.83544
2022-07-06,27.8481
2022-07-07,44.30379
2022-07-08,37.97468
2022-07-10,7.59493
2022-07-11,36.70886
2022-07-12,18.98734
2022-07-13,15.18987
2022-07-14,39.2405
2022-07-15,30.37974
2022-07-16,20.25316
2022-07-17,13.92405
2022-07-18,37.97468
2022-07-19,46.83544
2022-07-20,31.64556
2022-07-21,48.10126
2022-07-22,32.91139
2022-07-23,17.72151
2022-07-24,6.32911
2022-07-25,41.77215
2022-07-26,34.17721
2022-07-27,31.64556
2022-07-28,40.50632
2022-07-29,39.2405
2022-07-30,17.72151
2022-07-31,32.91139
2022-08-01,44.30379
2022-08-02,36.70886
2022-08-03,40.50632
2022-08-04,35.44303
2022-08-05,26.58227
2022-08-06,17.72151
2022-08-07,11.3924
2022-08-08,32.91139
2022-08-09,41.77215
2022-08-10,22.78481
2022-08-11,39.2405
2022-08-12,24.05063
2022-08-13,11.3924
2022-08-14,12.65822
2022-08-15,27.8481
2022-08-16,44.30379
2022-08-17,56.96202
2022-08-18,45.56962
2022-08-19,48.10126
2022-08-20,12.65822
2022-08-21,29.11392
2022-08-22,35.44303
2022-08-23,40.50632
2022-08-24,31.64556
2022-08-25,30.37974
2022-08-26,26.58227
2022-08-27,11.3924
2022-08-28,6.32911
2022-08-29,46.83544
2022-08-30,37.97468
2022-08-31,35.44303
2022-09-01,30.37974
2022-09-02,49.36708
2022-09-03,17.72151
2022-09-04,17.72151
2022-09-05,37.97468
2022-09-06,36.70886
2022-09-07,59.49367
2022-09-08,41.77215
2022-09-09,16.45569
2022-09-10,7.59493
2022-09-11,21.51898
2022-09-12,12.65822
2022-09-13,22.78481
2022-09-14,30.37974
2022-09-15,49.36708
2022-09-16,36.70886
2022-09-17,10.12658
2022-09-18,17.72151
2022-09-19,39.2405
2022-09-20,44.30379
2022-09-21,35.44303
2022-09-22,48.10126
2022-09-23,40.50632
2022-09-24,17.72151
2022-09-25,20.25316
2022-09-26,37.97468
2022-09-27,62.02531
2022-09-28,79.74683
2022-09-29,92.40506
2022-09-30,82.27848
2022-10-01,26.58227
2022-10-02,11.3924
2022-10-03,15.18987
2022-10-04,37.97468
2022-10-05,32.91139
2022-10-06,39.2405
2022-10-07,32.91139
2022-10-08,16.45569
2022-10-09,13.92405
2022-10-10,29.11392
2022-10-11,50.63291
2022-10-12,34.17721
2022-10-13,31.64556
2022-10-14,24.05063
2022-10-15,12.65822
2022-10-16,6.32911
2022-10-17,50.63291
2022-10-18,40.50632
2022-10-19,29.11392
2022-10-20,46.83544
2022-10-21,45.56962
2022-10-22,20.25316
2022-10-23,10.12658
2022-10-24,25.31645
2022-10-25,49.36708
2022-10-26,44.30379
2022-10-27,39.2405
2022-10-28,35.44303
2022-10-29,29.11392
2022-10-30,26.58227
2022-10-31,30.37974
2022-11-01,32.91139
2022-11-02,43.03797
2022-11-03,35.44303
2022-11-04,27.8481
2022-11-05,15.18987
2022-11-06,17.72151
2022-11-07,22.78481
2022-11-08,20.25316
2022-11-09,41.77215
2022-11-10,50.63291
2022-11-11,36.70886
2022-11-12,15.18987
2022-11-13,15.18987
2022-11-14,43.03797
2022-11-15,36.70886
2022-11-16,49.36708
2022-11-17,39.2405
2022-11-18,29.11392
2022-11-19,17.72151
2022-11-20,11.3924
2022-11-21,31.64556
2022-11-22,32.91139
2022-11-23,22.78481
2022-11-24,35.44303
2022-11-25,35.44303
2022-11-26,11.3924
2022-11-27,21.51898
2022-11-28,48.10126
2022-11-29,49.36708
2022-11-30,43.03797
2022-12-01,30.37974
2022-12-02,50.63291
2022-12-03,7.59493
2022-12-04,6.32911
2022-12-05,39.2405
2022-12-06,17.72151
2022-12-07,58.22784
2022-12-08,24.05063
2022-12-09,44.30379
2022-12-11,26.58227
2022-12-12,18.98734
2022-12-13,17.72151
2022-12-14,43.03797
2022-12-15,43.03797
2022-12-16,34.17721
2022-12-17,20.25316
2022-12-18,29.11392
2022-12-19,41.77215
2022-12-20,36.70886
2022-12-21,37.97468
2022-12-22,44.30379
2022-12-23,39.2405
2022-12-24,24.05063
2022-12-25,18.98734
2022-12-26,46.83544
2022-12-27,67.0886
2022-12-28,31.64556
2022-12-29,58.22784
2022-12-30,27.8481
2022-12-31,12.65822
2023-01-01,25.31645
2023-01-02,34.17721
2023-01-03,32.91139
2023-01-04,30.37974
2023-01-05,35.44303
2023-01-06,26.58227
2023-01-07,12.65822
2023-01-08,27.8481
2023-01-09,34.17721
2023-01-10,37.97468
2023-01-11,41.77215
2023-01-12,55.6962
2023-01-13,37.97468
2023-01-14,8.86075
2023-01-15,15.18987
2023-01-16,45.56962
2023-01-17,34.17721
2023-01-18,51.89873
2023-01-19,62.02531
2023-01-20,54.43037
2023-01-21,25.31645
2023-01-22,6.32911
2023-01-23,11.3924
2023-01-24,13.92405
2023-01-25,46.83544
2023-01-26,48.10126
2023-01-27,46.83544
2023-01-28,15.18987
2023-01-29,25.31645
2023-01-30,55.6962
2023-01-31,46.83544
2023-02-01,45.56962
2023-02-02,32.91139
2023-02-03,49.36708
2023-02-04,16.45569
2023-02-05,25.31645
2023-02-06,51.89873
2023-02-07,35.44303
2023-02-08,37.97468
2023-02-09,49.36708
2023-02-10,43.03797
2023-02-11,13.92405
2023-02-12,27.8481
2023-02-13,59.49367
2023-02-14,40.50632
2023-02-15,34.17721
2023-02-16,31.64556
2023-02-17,41.77215
2023-02-18,13.92405
2023-02-19,16.45569
2023-02-20,41.77215
2023-02-21,31.64556
2023-02-22,45.56962
2023-02-23,40.50632
2023-02-24,37.97468
2023-02-25,26.58227
2023-02-26,25.31645
2023-02-27,58.22784
2023-02-28,48.10126
2023-03-01,32.91139
2023-03-02,39.2405
2023-03-03,27.8481
2023-03-04,11.3924
2023-03-05,11.3924
2023-03-06,34.17721
2023-03-07,39.2405
2023-03-08,46.83544
2023-03-09,45.56962
2023-03-10,34.17721
2023-03-11,15.18987
2023-03-12,18.98734
2023-03-13,36.70886
2023-03-14,22.78481
2023-03-15,26.58227
2023-03-16,48.10126
2023-03-17,37.97468
2023-03-18,21.51898
2023-03-19,22.78481
2023-03-20,36.70886
2023-03-21,32.91139
2023-03-22,44.30379
2023-03-23,37.97468
2023-03-24,29.11392
2023-03-25,29.11392
2023-03-26,18.98734
2023-03-27,18.98734
2023-03-28,26.58227
2023-03-29,40.50632
2023-03-30,51.89873
2023-03-31,39.2405
2023-04-01,17.72151
2023-04-02,26.58227
2023-04-03,26.58227
2023-04-04,36.70886
2023-04-05,18.98734
2023-04-06,32.91139
2023-04-07,26.58227
2023-04-08,12.65822
2023-04-09,6.32911
2023-04-10,31.64556
2023-04-11,37.97468
2023-04-12,20.25316
2023-04-13,36.70886
2023-04-14,50.63291
2023-04-15,12.65822
2023-04-16,15.18987
2023-04-17,31.64556
2023-04-18,20.25316
2023-04-19,32.91139
2023-04-20,24.05063
2023-04-21,36.70886
2023-04-22,8.86075
2023-04-23,16.45569
2023-04-24,34.17721
2023-04-25,32.91139
2023-04-26,34.17721
2023-04-27,50.63291
2023-04-28,44.30379
2023-04-29,22.78481
2023-04-30,13.92405
2023-05-01,24.05063
2023-05-02,50.63291
2023-05-03,36.70886
2023-05-04,37.97468
2023-05-05,12.65822
2023-05-06,27.8481
2023-05-07,20.25316
2023-05-08,59.49367
2023-05-09,31.64556
2023-05-10,40.50632
2023-05-11,43.03797
2023-05-12,36.70886
2023-05-13,16.45569
2023-05-14,18.98734
2023-05-15,41.77215
2023-05-16,29.11392
2023-05-17,39.2405
2023-05-18,45.56962
2023-05-19,31.64556
2023-05-20,24.05063
2023-05-21,11.3924
2023-05-22,39.2405
2023-05-23,35.44303
2023-05-24,49.36708
2023-05-25,54.43037
2023-05-26,37.97468
2023-05-27,18.98734
2023-05-28,11.3924
2023-05-29,21.51898
2023-05-30,62.02531
2023-05-31,48.10126
2023-06-01,54.43037
2023-06-02,48.10126
2023-06-03,12.65822
2023-06-04,18.98734
2023-06-05,41.77215
2023-06-06,18.98734
2023-06-07,49.36708
2023-06-08,31.64556
2023-06-09,53.16455
2023-06-10,15.18987
2023-06-11,11.3924
2023-06-12,21.51898
2023-06-13,48.10126
2023-06-14,36.70886
2023-06-15,32.91139
