date,복비계산기
2021-01-26,9.97931
2021-01-27,9.30713
2021-01-28,8.37642
2021-01-29,8.01447
2021-01-30,7.70423
2021-01-31,6.15305
2021-02-01,10.7032
2021-02-02,9.46225
2021-02-03,9.77249
2021-02-04,8.32471
2021-02-05,7.03205
2021-02-06,7.91106
2021-02-07,6.15305
2021-02-08,9.8759
2021-02-09,9.46225
2021-02-10,8.2213
2021-02-11,2.63702
2021-02-12,2.68872
2021-02-13,2.94725
2021-02-14,4.29162
2021-02-15,10.54808
2021-02-16,10.7032
2021-02-17,9.15201
2021-02-18,10.03102
2021-02-19,8.99689
2021-02-20,8.273
2021-02-21,5.58428
2021-02-22,9.77249
2021-02-23,8.37642
2021-02-24,8.42812
2021-02-25,8.42812
2021-02-26,11.06514
2021-02-27,8.94519
2021-02-28,5.53257
2021-03-01,7.13547
2021-03-02,11.94415
2021-03-03,8.58324
2021-03-04,8.73836
2021-03-05,8.84177
2021-03-06,8.273
2021-03-07,4.75698
2021-03-08,9.92761
2021-03-09,9.56566
2021-03-10,9.72078
2021-03-11,8.32471
2021-03-12,8.01447
2021-03-13,7.60082
2021-03-14,5.11892
2021-03-15,8.47983
2021-03-16,9.0486
2021-03-17,8.37642
2021-03-18,7.34229
2021-03-19,7.96277
2021-03-20,7.394
2021-03-21,4.34332
2021-03-22,8.89348
2021-03-23,7.394
2021-03-24,7.49741
2021-03-25,6.92864
2021-03-26,7.75594
2021-03-27,7.75594
2021-03-28,4.1365
2021-03-29,8.16959
2021-03-30,7.85935
2021-03-31,8.273
2021-04-01,8.16959
2021-04-02,7.80765
2021-04-03,6.10134
2021-04-04,4.34332
2021-04-05,8.06618
2021-04-06,7.23888
2021-04-07,6.41158
2021-04-08,7.4457
2021-04-09,7.96277
2021-04-10,6.35987
2021-04-11,3.87797
2021-04-12,6.72182
2021-04-13,6.25646
2021-04-14,7.03205
2021-04-15,7.34229
2021-04-16,6.77352
2021-04-17,6.51499
2021-04-18,3.36091
2021-04-19,8.06618
2021-04-20,7.91106
2021-04-21,7.394
2021-04-22,7.18717
2021-04-23,5.68769
2021-04-24,5.63598
2021-04-25,3.41261
2021-04-26,7.75594
2021-04-27,8.89348
2021-04-28,7.65253
2021-04-29,6.35987
2021-04-30,6.87693
2021-05-01,5.27404
2021-05-02,4.34332
2021-05-03,5.68769
2021-05-04,6.35987
2021-05-05,5.32574
2021-05-06,4.9638
2021-05-07,6.10134
2021-05-08,4.39503
2021-05-09,4.18821
2021-05-10,8.06618
2021-05-11,8.89348
2021-05-12,7.34229
2021-05-13,7.91106
2021-05-14,7.65253
2021-05-15,5.7394
2021-05-16,3.25749
2021-05-17,7.85935
2021-05-18,10.65149
2021-05-19,8.01447
2021-05-20,11.42709
2021-05-21,12.20268
2021-05-22,7.96277
2021-05-23,9.82419
2021-05-24,13.44364
2021-05-25,14.21923
2021-05-26,14.63288
2021-05-27,13.49534
2021-05-28,11.58221
2021-05-29,9.56566
2021-05-30,8.63495
2021-05-31,16.64943
2021-06-01,14.0124
2021-06-02,11.11685
2021-06-03,10.28955
2021-06-04,11.37538
2021-06-05,9.66907
2021-06-06,7.08376
2021-06-07,13.49534
2021-06-08,13.1334
2021-06-09,13.08169
2021-06-10,12.97828
2021-06-11,9.66907
2021-06-12,9.30713
2021-06-13,5.99793
2021-06-14,12.51292
2021-06-15,11.06514
2021-06-16,11.89245
2021-06-17,11.06514
2021-06-18,12.04756
2021-06-19,9.15201
2021-06-20,6.20475
2021-06-21,12.71975
2021-06-22,10.7032
2021-06-23,10.59979
2021-06-24,10.85832
2021-06-25,10.39296
2021-06-26,10.65149
2021-06-27,7.4457
2021-06-28,15.35677
2021-06-29,12.71975
2021-06-30,15.56359
2021-07-01,10.96173
2021-07-02,10.28955
2021-07-03,9.56566
2021-07-04,6.82523
2021-07-05,14.32264
2021-07-06,11.78903
2021-07-07,12.61633
2021-07-08,10.75491
2021-07-09,12.61633
2021-07-10,11.37538
2021-07-11,6.77352
2021-07-12,13.85729
2021-07-13,14.32264
2021-07-14,14.788
2021-07-15,13.85729
2021-07-16,12.77145
2021-07-17,10.34126
2021-07-18,9.15201
2021-07-19,13.59875
2021-07-20,12.25439
2021-07-21,12.25439
2021-07-22,11.58221
2021-07-23,12.04756
2021-07-24,8.89348
2021-07-25,6.92864
2021-07-26,11.11685
2021-07-27,12.3061
2021-07-28,11.5305
2021-07-29,12.92657
2021-07-30,11.27197
2021-07-31,10.13443
2021-08-01,7.34229
2021-08-02,11.89245
2021-08-03,10.91003
2021-08-04,9.82419
2021-08-05,11.4788
2021-08-06,12.66804
2021-08-07,11.32368
2021-08-08,7.18717
2021-08-09,15.82213
2021-08-10,14.68459
2021-08-11,15.71871
2021-08-12,11.4788
2021-08-13,12.09927
2021-08-14,9.8759
2021-08-15,6.72182
2021-08-16,15.66701
2021-08-17,14.68459
2021-08-18,15.56359
2021-08-19,14.32264
2021-08-20,20.57911
2021-08-21,12.87487
2021-08-22,9.15201
2021-08-23,11.32368
2021-08-24,11.32368
2021-08-25,11.58221
2021-08-26,11.73733
2021-08-27,10.54808
2021-08-28,9.51396
2021-08-29,7.96277
2021-08-30,13.1334
2021-08-31,12.56463
2021-09-01,9.92761
2021-09-02,12.51292
2021-09-03,11.84074
2021-09-04,10.03102
2021-09-05,6.5667
2021-09-06,11.99586
2021-09-07,9.97931
2021-09-08,9.25542
2021-09-09,8.32471
2021-09-10,9.92761
2021-09-11,7.75594
2021-09-12,5.89451
2021-09-13,11.78903
2021-09-14,9.10031
2021-09-15,10.08273
2021-09-16,9.0486
2021-09-17,9.25542
2021-09-18,5.7911
2021-09-19,3.46432
2021-09-20,2.58531
2021-09-21,3.36091
2021-09-22,3.67114
2021-09-23,9.41054
2021-09-24,10.96173
2021-09-25,9.56566
2021-09-26,7.96277
2021-09-27,12.25439
2021-09-28,11.37538
2021-09-29,10.75491
2021-09-30,12.56463
2021-10-01,11.22026
2021-10-02,9.56566
2021-10-03,4.70527
2021-10-04,10.39296
2021-10-05,11.16856
2021-10-06,11.63391
2021-10-07,11.11685
2021-10-08,10.03102
2021-10-09,8.68665
2021-10-10,5.48086
2021-10-11,8.42812
2021-10-12,12.04756
2021-10-13,11.5305
2021-10-14,9.51396
2021-10-15,13.65046
2021-10-16,10.18614
2021-10-17,6.5667
2021-10-18,9.82419
2021-10-19,16.70113
2021-10-20,12.66804
2021-10-21,11.37538
2021-10-22,10.75491
2021-10-23,9.30713
2021-10-24,5.53257
2021-10-25,12.40951
2021-10-26,11.06514
2021-10-27,9.10031
2021-10-28,8.16959
2021-10-29,9.20372
2021-10-30,7.13547
2021-10-31,5.58428
2021-11-01,9.61737
2021-11-02,10.03102
2021-11-03,8.11789
2021-11-04,9.25542
2021-11-05,7.4457
2021-11-06,5.89451
2021-11-07,4.86039
2021-11-08,8.47983
2021-11-09,8.11789
2021-11-10,9.0486
2021-11-11,7.13547
2021-11-12,7.65253
2021-11-13,6.92864
2021-11-14,4.34332
2021-11-15,11.01344
2021-11-16,8.32471
2021-11-17,8.2213
2021-11-18,7.29058
2021-11-19,11.42709
2021-11-20,6.82523
2021-11-21,5.48086
2021-11-22,9.72078
2021-11-23,10.28955
2021-11-24,9.51396
2021-11-25,9.51396
2021-11-26,8.01447
2021-11-27,6.98035
2021-11-28,4.39503
2021-11-29,10.18614
2021-11-30,10.08273
2021-12-01,7.49741
2021-12-02,7.75594
2021-12-03,7.91106
2021-12-04,7.80765
2021-12-05,5.01551
2021-12-06,9.0486
2021-12-07,8.37642
2021-12-08,7.4457
2021-12-09,9.66907
2021-12-10,10.03102
2021-12-11,7.60082
2021-12-12,4.75698
2021-12-13,10.49638
2021-12-14,8.99689
2021-12-15,7.91106
2021-12-16,10.49638
2021-12-17,8.94519
2021-12-18,7.4457
2021-12-19,6.35987
2021-12-20,10.23784
2021-12-21,10.85832
2021-12-22,10.49638
2021-12-23,9.20372
2021-12-24,6.87693
2021-12-25,4.75698
2021-12-26,3.87797
2021-12-27,10.18614
2021-12-28,10.28955
2021-12-29,9.77249
2021-12-30,9.8759
2021-12-31,8.11789
2022-01-01,4.03309
2022-01-02,4.86039
2022-01-03,10.08273
2022-01-04,10.03102
2022-01-05,10.49638
2022-01-06,11.37538
2022-01-07,10.18614
2022-01-08,9.66907
2022-01-09,6.67011
2022-01-10,11.94415
2022-01-11,11.5305
2022-01-12,10.91003
2022-01-13,10.39296
2022-01-14,11.42709
2022-01-15,8.89348
2022-01-16,5.99793
2022-01-17,10.39296
2022-01-18,9.77249
2022-01-19,9.61737
2022-01-20,10.03102
2022-01-21,11.42709
2022-01-22,8.53154
2022-01-23,6.77352
2022-01-24,12.61633
2022-01-25,12.40951
2022-01-26,11.4788
2022-01-27,10.49638
2022-01-28,10.34126
2022-01-29,6.10134
2022-01-30,2.74043
2022-01-31,2.43019
2022-02-01,3.67114
2022-02-02,3.87797
2022-02-03,9.61737
2022-02-04,10.03102
2022-02-05,9.82419
2022-02-06,6.25646
2022-02-07,11.99586
2022-02-08,10.91003
2022-02-09,11.58221
2022-02-10,10.85832
2022-02-11,10.75491
2022-02-12,10.13443
2022-02-13,7.23888
2022-02-14,10.49638
2022-02-15,13.54705
2022-02-16,14.11582
2022-02-17,11.22026
2022-02-18,10.91003
2022-02-19,10.13443
2022-02-20,6.87693
2022-02-21,13.44364
2022-02-22,11.01344
2022-02-23,11.68562
2022-02-24,10.44467
2022-02-25,12.09927
2022-02-26,10.28955
2022-02-27,7.13547
2022-02-28,11.01344
2022-03-01,8.47983
2022-03-02,11.37538
2022-03-03,10.44467
2022-03-04,8.94519
2022-03-05,9.41054
2022-03-06,5.48086
2022-03-07,9.92761
2022-03-08,8.11789
2022-03-09,7.29058
2022-03-10,10.13443
2022-03-11,9.25542
2022-03-12,7.85935
2022-03-13,4.1365
2022-03-14,9.66907
2022-03-15,10.7032
2022-03-16,8.273
2022-03-17,10.34126
2022-03-18,10.39296
2022-03-19,7.29058
2022-03-20,6.82523
2022-03-21,10.44467
2022-03-22,10.18614
2022-03-23,9.10031
2022-03-24,10.44467
2022-03-25,10.49638
2022-03-26,8.58324
2022-03-27,6.67011
2022-03-28,10.39296
2022-03-29,10.13443
2022-03-30,11.06514
2022-03-31,10.18614
2022-04-01,10.54808
2022-04-02,6.92864
2022-04-03,6.04963
2022-04-04,9.97931
2022-04-05,10.54808
2022-04-06,10.59979
2022-04-07,9.56566
2022-04-08,10.18614
2022-04-09,7.91106
2022-04-10,5.01551
2022-04-11,10.28955
2022-04-12,9.51396
2022-04-13,10.44467
2022-04-14,10.59979
2022-04-15,8.01447
2022-04-16,8.37642
2022-04-17,5.53257
2022-04-18,11.06514
2022-04-19,9.10031
2022-04-20,8.58324
2022-04-21,9.8759
2022-04-22,9.35884
2022-04-23,6.72182
2022-04-24,4.70527
2022-04-25,9.66907
2022-04-26,10.03102
2022-04-27,9.41054
2022-04-28,8.99689
2022-04-29,11.01344
2022-04-30,8.06618
2022-05-01,5.42916
2022-05-02,9.10031
2022-05-03,9.51396
2022-05-04,8.16959
2022-05-05,5.99793
2022-05-06,7.85935
2022-05-07,6.92864
2022-05-08,4.49844
2022-05-09,9.72078
2022-05-10,9.35884
2022-05-11,10.65149
2022-05-12,9.92761
2022-05-13,7.49741
2022-05-14,5.99793
2022-05-15,3.77456
2022-05-16,10.54808
2022-05-17,8.37642
2022-05-18,10.03102
2022-05-19,9.46225
2022-05-20,8.273
2022-05-21,6.5667
2022-05-22,3.56773
2022-05-23,9.61737
2022-05-24,8.89348
2022-05-25,8.89348
2022-05-26,8.63495
2022-05-27,9.25542
2022-05-28,5.11892
2022-05-29,4.29162
2022-05-30,9.82419
2022-05-31,9.77249
2022-06-01,7.75594
2022-06-02,8.68665
2022-06-03,8.2213
2022-06-04,6.5667
2022-06-05,3.82626
2022-06-06,6.20475
2022-06-07,8.79007
2022-06-08,7.70423
2022-06-09,8.94519
2022-06-10,8.68665
2022-06-11,6.20475
2022-06-12,4.9638
2022-06-13,8.47983
2022-06-14,8.37642
2022-06-15,10.85832
2022-06-16,8.94519
2022-06-17,8.73836
2022-06-18,6.04963
2022-06-19,3.77456
2022-06-20,10.03102
2022-06-21,9.56566
2022-06-22,8.63495
2022-06-23,6.98035
2022-06-24,7.29058
2022-06-25,6.46328
2022-06-26,4.39503
2022-06-27,9.25542
2022-06-28,7.70423
2022-06-29,8.06618
2022-06-30,10.08273
2022-07-01,7.96277
2022-07-02,8.53154
2022-07-03,4.91209
2022-07-04,9.20372
2022-07-05,8.53154
2022-07-06,8.47983
2022-07-07,7.96277
2022-07-08,8.47983
2022-07-09,6.5667
2022-07-10,4.60186
2022-07-11,9.25542
2022-07-12,9.46225
2022-07-13,7.13547
2022-07-14,9.56566
2022-07-15,10.49638
2022-07-16,8.32471
2022-07-17,5.63598
2022-07-18,11.06514
2022-07-19,9.66907
2022-07-20,9.66907
2022-07-21,9.15201
2022-07-22,8.94519
2022-07-23,6.5667
2022-07-24,4.03309
2022-07-25,11.11685
2022-07-26,9.66907
2022-07-27,10.80661
2022-07-28,10.03102
2022-07-29,8.84177
2022-07-30,7.08376
2022-07-31,5.7911
2022-08-01,9.77249
2022-08-02,7.394
2022-08-03,8.47983
2022-08-04,8.73836
2022-08-05,8.273
2022-08-06,8.06618
2022-08-07,3.67114
2022-08-08,8.73836
2022-08-09,9.41054
2022-08-10,9.72078
2022-08-11,10.23784
2022-08-12,10.23784
2022-08-13,6.77352
2022-08-14,4.80868
2022-08-15,6.20475
2022-08-16,11.5305
2022-08-17,12.87487
2022-08-18,9.56566
2022-08-19,11.4788
2022-08-20,7.4457
2022-08-21,5.01551
2022-08-22,11.73733
2022-08-23,10.03102
2022-08-24,10.91003
2022-08-25,11.5305
2022-08-26,10.23784
2022-08-27,7.70423
2022-08-28,4.55015
2022-08-29,10.44467
2022-08-30,11.42709
2022-08-31,11.5305
2022-09-01,9.35884
2022-09-02,9.51396
2022-09-03,6.30816
2022-09-04,4.80868
2022-09-05,10.23784
2022-09-06,9.30713
2022-09-07,9.20372
2022-09-08,6.87693
2022-09-09,3.15408
2022-09-10,2.5336
2022-09-11,3.15408
2022-09-12,4.55015
2022-09-13,10.85832
2022-09-14,12.09927
2022-09-15,12.97828
2022-09-16,12.71975
2022-09-17,9.72078
2022-09-18,5.01551
2022-09-19,11.63391
2022-09-20,11.37538
2022-09-21,9.20372
2022-09-22,10.44467
2022-09-23,11.58221
2022-09-24,9.25542
2022-09-25,5.48086
2022-09-26,12.25439
2022-09-27,10.08273
2022-09-28,10.49638
2022-09-29,9.61737
2022-09-30,29.67942
2022-10-01,39.81385
2022-10-02,30.3516
2022-10-03,45.60496
2022-10-04,62.15098
2022-10-05,60.91003
2022-10-06,60.85832
2022-10-07,53.36091
2022-10-08,45.81178
2022-10-09,31.95449
2022-10-10,46.94932
2022-10-11,60.65149
2022-10-12,62.82316
2022-10-13,59.20372
2022-10-14,60.08273
2022-10-15,49.27611
2022-10-16,35.21199
2022-10-17,60.13443
2022-10-18,55.7911
2022-10-19,57.4457
2022-10-20,59.97931
2022-10-21,52.68872
2022-10-22,46.27714
2022-10-23,35.41882
2022-10-24,62.56463
2022-10-25,60.80661
2022-10-26,61.16856
2022-10-27,57.34229
2022-10-28,57.29058
2022-10-29,46.69079
2022-10-30,32.67838
2022-10-31,59.97931
2022-11-01,52.4819
2022-11-02,56.25646
2022-11-03,57.03205
2022-11-04,57.96277
2022-11-05,50.8273
2022-11-06,34.85005
2022-11-07,59.82419
2022-11-08,58.32471
2022-11-09,56.41158
2022-11-10,58.79007
2022-11-11,55.7394
2022-11-12,49.2244
2022-11-13,35.16028
2022-11-14,61.58221
2022-11-15,57.80765
2022-11-16,57.4457
2022-11-17,54.23991
2022-11-18,57.03205
2022-11-19,48.75904
2022-11-20,35.36711
2022-11-21,60.44467
2022-11-22,59.15201
2022-11-23,56.30816
2022-11-24,48.60392
2022-11-25,50.8273
2022-11-26,47.05274
2022-11-27,34.4364
2022-11-28,59.20372
2022-11-29,57.03205
2022-11-30,60.65149
2022-12-01,53.92967
2022-12-02,52.94725
2022-12-03,44.10548
2022-12-04,35.67735
2022-12-05,62.20268
2022-12-06,58.42812
2022-12-07,58.32471
2022-12-08,61.11685
2022-12-09,61.42709
2022-12-10,55.68769
2022-12-11,42.50258
2022-12-12,65.66701
2022-12-13,61.37538
2022-12-14,60.59979
2022-12-15,53.67114
2022-12-16,58.89348
2022-12-17,50.36194
2022-12-18,37.07342
2022-12-19,68.35573
2022-12-20,60.85832
2022-12-21,56.82523
2022-12-22,56.5667
2022-12-23,53.41261
2022-12-24,41.0031
2022-12-25,32.10961
2022-12-26,59.15201
2022-12-27,61.94415
2022-12-28,60.85832
2022-12-29,62.46122
2022-12-30,54.55015
2022-12-31,43.69183
2023-01-01,31.02378
2023-01-02,62.82316
2023-01-03,63.39193
2023-01-04,62.82316
2023-01-05,69.7518
2023-01-06,67.52843
2023-01-07,62.87487
2023-01-08,50.56876
2023-01-09,74.04343
2023-01-10,79.11065
2023-01-11,73.88831
2023-01-12,71.3547
2023-01-13,72.90589
2023-01-14,65.25336
2023-01-15,50.62047
2023-01-16,78.17993
2023-01-17,74.19855
2023-01-18,69.59669
2023-01-19,64.11582
2023-01-20,58.37642
2023-01-21,30.09307
2023-01-22,24.87073
2023-01-23,28.64529
2023-01-24,37.38366
2023-01-25,81.28231
2023-01-26,76.68045
2023-01-27,77.76628
2023-01-28,80.66184
2023-01-29,54.39503
2023-01-30,94.26059
2023-01-31,90.12409
2023-02-01,82.36814
2023-02-02,74.92244
2023-02-03,80.14477
2023-02-04,82.05791
2023-02-05,57.91106
2023-02-06,86.97001
2023-02-07,87.07342
2023-02-08,82.16132
2023-02-09,83.19544
2023-02-10,80.66184
2023-02-11,81.90279
2023-02-12,56.92864
2023-02-13,85.98759
2023-02-14,82.41985
2023-02-15,83.6608
2023-02-16,80.92037
2023-02-17,82.10961
2023-02-18,77.19751
2023-02-19,56.25646
2023-02-20,85.2637
2023-02-21,83.86763
2023-02-22,78.28335
2023-02-23,73.99172
2023-02-24,77.30093
2023-02-25,72.69906
2023-02-26,48.70734
2023-02-27,84.95346
2023-02-28,83.19544
2023-03-01,73.21613
2023-03-02,71.14788
2023-03-03,64.63288
2023-03-04,66.49431
2023-03-05,47.98345
2023-03-06,71.71664
2023-03-07,71.87176
2023-03-08,67.52843
2023-03-09,66.64943
2023-03-10,63.59875
2023-03-11,58.2213
2023-03-12,40.27921
2023-03-13,68.14891
2023-03-14,63.02998
2023-03-15,67.68355
2023-03-16,63.39193
2023-03-17,64.11582
2023-03-18,58.79007
2023-03-19,44.10548
2023-03-20,72.54395
2023-03-21,75.18097
2023-03-22,66.08066
2023-03-23,64.52947
2023-03-24,64.16752
2023-03-25,58.99689
2023-03-26,41.46845
2023-03-27,67.73526
2023-03-28,66.39089
2023-03-29,64.32264
2023-03-30,71.25129
2023-03-31,65.09824
2023-04-01,55.27404
2023-04-02,38.05584
2023-04-03,71.71664
2023-04-04,67.16649
2023-04-05,60.85832
2023-04-06,58.73836
2023-04-07,62.40951
2023-04-08,57.65253
2023-04-09,41.0548
2023-04-10,70.68252
2023-04-11,63.28852
2023-04-12,63.39193
2023-04-13,62.25439
2023-04-14,62.92657
2023-04-15,59.46225
2023-04-16,42.81282
2023-04-17,69.28645
2023-04-18,65.92554
2023-04-19,62.66804
2023-04-20,60.18614
2023-04-21,62.09927
2023-04-22,51.24095
2023-04-23,40.53774
2023-04-24,68.30403
2023-04-25,63.9607
2023-04-26,58.58324
2023-04-27,61.42709
2023-04-28,64.73629
2023-04-29,50.67218
2023-04-30,34.4881
2023-05-01,59.61737
2023-05-02,62.15098
2023-05-03,62.77145
2023-05-04,58.79007
2023-05-05,43.89865
2023-05-06,40.89968
2023-05-07,35.3154
2023-05-08,63.23681
2023-05-09,63.80558
2023-05-10,63.1334
2023-05-11,63.1334
2023-05-12,60.18614
2023-05-13,56.35987
2023-05-14,38.83143
2023-05-15,73.26783
2023-05-16,61.68562
2023-05-17,67.52843
2023-05-18,58.32471
2023-05-19,60.49638
2023-05-20,53.77456
2023-05-21,38.83143
2023-05-22,67.06308
2023-05-23,64.0124
2023-05-24,61.89245
2023-05-25,63.34022
2023-05-26,61.11685
2023-05-27,49.17269
2023-05-28,34.64322
2023-05-29,57.80765
