date,위메이드주가
2020-03-20,0.77046
2020-03-21,0.06014
2020-03-22,0.04713
2020-03-23,0.66318
2020-03-24,0.83223
2020-03-25,0.81273
2020-03-26,0.84686
2020-03-27,0.87612
2020-03-28,0.0894
2020-03-29,0.05364
2020-03-30,0.74283
2020-03-31,0.77859
2020-04-01,0.88912
2020-04-02,1.06955
2020-04-03,0.83061
2020-04-04,0.06826
2020-04-05,0.05689
2020-04-06,0.76071
2020-04-07,0.87287
2020-04-08,0.71682
2020-04-09,0.82735
2020-04-10,0.78184
2020-04-11,0.05526
2020-04-12,0.05526
2020-04-13,0.72333
2020-04-14,0.78834
2020-04-15,0.14466
2020-04-16,0.85986
2020-04-17,0.97365
2020-04-18,0.07152
2020-04-19,0.05689
2020-04-20,0.89075
2020-04-21,0.69732
2020-04-22,0.69407
2020-04-23,0.75909
2020-04-24,0.84523
2020-04-25,0.05038
2020-04-26,0.0325
2020-04-27,0.75583
2020-04-28,0.62417
2020-04-29,0.83223
2020-04-30,0.06339
2020-05-01,0.1024
2020-05-02,0.0195
2020-05-03,0.03576
2020-05-04,0.66643
2020-05-05,0.06826
2020-05-06,0.86311
2020-05-07,0.84686
2020-05-08,0.88587
2020-05-09,0.07802
2020-05-10,0.08452
2020-05-11,1.46454
2020-05-12,1.45803
2020-05-13,1.72786
2020-05-14,1.25973
2020-05-15,0.95902
2020-05-16,0.07314
2020-05-17,0.05526
2020-05-18,0.92163
2020-05-19,0.90863
2020-05-20,0.90863
2020-05-21,1.03379
2020-05-22,1.18333
2020-05-23,0.32671
2020-05-24,0.22593
2020-05-25,2.23988
2020-05-26,1.36701
2020-05-27,1.05492
2020-05-28,0.91676
2020-05-29,0.78509
2020-05-30,0.09427
2020-05-31,0.05851
2020-06-01,0.81435
2020-06-02,0.75909
2020-06-03,0.8176
2020-06-04,0.65993
2020-06-05,0.68757
2020-06-06,0.05851
2020-06-07,0.04876
2020-06-08,0.63718
2020-06-09,0.82573
2020-06-10,0.87124
2020-06-11,0.70382
2020-06-12,0.76884
2020-06-13,0.04388
2020-06-14,0.01462
2020-06-15,0.81598
2020-06-16,0.83223
2020-06-17,0.70219
2020-06-18,0.62905
2020-06-19,0.57703
2020-06-20,0.04063
2020-06-21,0.02925
2020-06-22,0.59816
2020-06-23,0.61117
2020-06-24,0.71195
2020-06-25,0.87937
2020-06-26,3.18102
2020-06-27,0.36572
2020-06-28,0.30233
2020-06-29,2.02857
2020-06-30,1.91804
2020-07-01,1.31987
2020-07-02,1.78638
2020-07-03,1.59945
2020-07-04,0.12841
2020-07-05,0.1219
2020-07-06,1.39952
2020-07-07,1.18983
2020-07-08,1.39464
2020-07-09,1.35238
2020-07-10,0.98502
2020-07-11,0.11703
2020-07-12,0.10077
2020-07-13,1.20934
2020-07-14,1.13457
2020-07-15,1.43528
2020-07-16,0.9964
2020-07-17,0.94601
2020-07-18,0.0959
2020-07-19,0.03088
2020-07-20,1.07117
2020-07-21,1.16545
2020-07-22,0.92163
2020-07-23,0.93138
2020-07-24,0.96714
2020-07-25,0.13003
2020-07-26,0.05851
2020-07-27,1.13944
2020-07-28,1.0598
2020-07-29,1.13619
2020-07-30,0.92488
2020-07-31,0.78184
2020-08-01,0.10077
2020-08-02,0.06339
2020-08-03,0.90538
2020-08-04,1.13294
2020-08-05,1.24997
2020-08-06,1.15245
2020-08-07,1.07442
2020-08-08,0.09752
2020-08-09,0.08289
2020-08-10,0.9769
2020-08-11,1.21584
2020-08-12,1.26135
2020-08-13,1.22559
2020-08-14,0.93138
2020-08-15,0.05851
2020-08-16,0.05689
2020-08-17,0.09752
2020-08-18,0.99803
2020-08-19,1.00941
2020-08-20,0.97365
2020-08-21,0.78997
2020-08-22,0.04713
2020-08-23,0.05526
2020-08-24,0.91188
2020-08-25,0.95739
2020-08-26,0.81598
2020-08-27,0.72333
2020-08-28,0.87449
2020-08-29,0.04713
2020-08-30,0.04388
2020-08-31,1.15732
2020-09-01,1.08743
2020-09-02,0.87937
2020-09-03,0.88099
2020-09-04,1.17683
2020-09-05,0.31046
2020-09-06,0.29908
2020-09-07,1.25323
2020-09-08,1.06305
2020-09-09,0.88912
2020-09-10,1.02404
2020-09-11,1.52468
2020-09-12,0.34459
2020-09-13,0.30396
2020-09-14,2.1261
2020-09-15,1.30849
2020-09-16,1.21909
2020-09-17,1.21909
2020-09-18,1.5328
2020-09-19,0.23244
2020-09-20,0.18205
2020-09-21,1.03054
2020-09-22,1.0728
2020-09-23,1.30687
2020-09-24,1.10531
2020-09-25,0.93789
2020-09-26,0.1089
2020-09-27,0.13166
2020-09-28,0.98502
2020-09-29,0.88262
2020-09-30,0.0959
2020-10-01,0.05526
2020-10-02,0.07314
2020-10-03,0.06501
2020-10-04,0.05689
2020-10-05,0.87287
2020-10-06,1.20121
2020-10-07,1.05654
2020-10-08,0.94601
2020-10-09,0.16254
2020-10-10,0.08289
2020-10-11,0.07477
2020-10-12,0.92163
2020-10-13,0.95089
2020-10-14,0.73308
2020-10-15,0.83223
2020-10-16,0.82735
2020-10-17,0.08127
2020-10-18,0.10728
2020-10-19,0.84198
2020-10-20,0.907
2020-10-21,1.05167
2020-10-22,0.83548
2020-10-23,0.79647
2020-10-24,0.09265
2020-10-25,0.08452
2020-10-26,0.81435
2020-10-27,1.16383
2020-10-28,1.81401
2020-10-29,1.54743
2020-10-30,1.17195
2020-10-31,0.18042
2020-11-01,0.11215
2020-11-02,1.20609
2020-11-03,1.50842
2020-11-04,1.18171
2020-11-05,1.16545
2020-11-06,0.9834
2020-11-07,0.1024
2020-11-08,0.0894
2020-11-09,1.15407
2020-11-10,1.11181
2020-11-11,1.26298
2020-11-12,1.05004
2020-11-13,0.96552
2020-11-14,0.15116
2020-11-15,0.13166
2020-11-16,1.2386
2020-11-17,1.16545
2020-11-18,1.10368
2020-11-19,1.84489
2020-11-20,2.33253
2020-11-21,0.30558
2020-11-22,0.35272
2020-11-23,2.03182
2020-11-24,2.3878
2020-11-25,3.04448
2020-11-26,2.51458
2020-11-27,1.79776
2020-11-28,0.30721
2020-11-29,0.26657
2020-11-30,1.69698
2020-12-01,1.45803
2020-12-02,1.79613
2020-12-03,2.31303
2020-12-04,2.3244
2020-12-05,0.48601
2020-12-06,0.45512
2020-12-07,1.8579
2020-12-08,1.5897
2020-12-09,1.64821
2020-12-10,1.33287
2020-12-11,1.38976
2020-12-12,0.20318
2020-12-13,0.1918
2020-12-14,1.16057
2020-12-15,1.23047
2020-12-16,1.34588
2020-12-17,1.26785
2020-12-18,1.23535
2020-12-19,0.1788
2020-12-20,0.14629
2020-12-21,1.1492
2020-12-22,1.12481
2020-12-23,1.47916
2020-12-24,1.66609
2020-12-25,0.23244
2020-12-26,0.20155
2020-12-27,0.15604
2020-12-28,1.44666
2020-12-29,1.58157
2020-12-30,1.57019
2020-12-31,0.32834
2021-01-01,0.12678
2021-01-02,0.24219
2021-01-03,0.27795
2021-01-04,1.56044
2021-01-05,1.26135
2021-01-06,1.27436
2021-01-07,2.32766
2021-01-08,1.70998
2021-01-09,0.24869
2021-01-10,0.34784
2021-01-11,1.78638
2021-01-12,1.82214
2021-01-13,1.84814
2021-01-14,2.06921
2021-01-15,1.77825
2021-01-16,0.24056
2021-01-17,0.23406
2021-01-18,1.98468
2021-01-19,1.7815
2021-01-20,1.86765
2021-01-21,1.65797
2021-01-22,1.85465
2021-01-23,0.31208
2021-01-24,0.24544
2021-01-25,1.82701
2021-01-26,1.74574
2021-01-27,1.38814
2021-01-28,1.19471
2021-01-29,1.20771
2021-01-30,0.19342
2021-01-31,0.16579
2021-02-01,1.49217
2021-02-02,1.40439
2021-02-03,1.22884
2021-02-04,0.92651
2021-02-05,0.86474
2021-02-06,0.16742
2021-02-07,0.14466
2021-02-08,1.16545
2021-02-09,1.19471
2021-02-10,1.86602
2021-02-11,0.36897
2021-02-12,0.40473
2021-02-13,0.46975
2021-02-14,0.36735
2021-02-15,2.47395
2021-02-16,1.72298
2021-02-17,1.46941
2021-02-18,1.31662
2021-02-19,1.13457
2021-02-20,0.1918
2021-02-21,0.12028
2021-02-22,1.00128
2021-02-23,1.05817
2021-02-24,1.19471
2021-02-25,0.98502
2021-02-26,0.95902
2021-02-27,0.24544
2021-02-28,0.21456
2021-03-01,0.21456
2021-03-02,1.22722
2021-03-03,1.19146
2021-03-04,1.13294
2021-03-05,1.0858
2021-03-06,0.20643
2021-03-07,0.2048
2021-03-08,1.33775
2021-03-09,1.68885
2021-03-10,1.82214
2021-03-11,1.28899
2021-03-12,1.10368
2021-03-13,0.21293
2021-03-14,0.21943
2021-03-15,1.24022
2021-03-16,1.47104
2021-03-17,1.13782
2021-03-18,1.0029
2021-03-19,1.25485
2021-03-20,0.2877
2021-03-21,0.23731
2021-03-22,2.34879
2021-03-23,2.06921
2021-03-24,2.00256
2021-03-25,1.9473
2021-03-26,3.08512
2021-03-27,0.84198
2021-03-28,0.93301
2021-03-29,3.35007
2021-03-30,3.22654
2021-03-31,2.88681
2021-04-01,2.78929
2021-04-02,3.69629
2021-04-03,0.98828
2021-04-04,0.85824
2021-04-05,5.05518
2021-04-06,3.79057
2021-04-07,3.83446
2021-04-08,3.15339
2021-04-09,3.20053
2021-04-10,0.69894
2021-04-11,1.45153
2021-04-12,4.5903
2021-04-13,3.537
2021-04-14,3.11113
2021-04-15,4.20019
2021-04-16,4.89426
2021-04-17,0.78509
2021-04-18,0.59979
2021-04-19,3.89297
2021-04-20,2.59423
2021-04-21,2.656
2021-04-22,2.70964
2021-04-23,2.12285
2021-04-24,0.42424
2021-04-25,0.4535
2021-04-26,2.16673
2021-04-27,1.79776
2021-04-28,1.78313
2021-04-29,1.73111
2021-04-30,1.6092
2021-05-01,0.29745
2021-05-02,0.26495
2021-05-03,1.56206
2021-05-04,1.33938
2021-05-05,0.30721
2021-05-06,1.42065
2021-05-07,1.6791
2021-05-08,0.27632
2021-05-09,0.28933
2021-05-10,1.88716
2021-05-11,1.51655
2021-05-12,2.42518
2021-05-13,2.12122
2021-05-14,1.93917
2021-05-15,0.33321
2021-05-16,0.23406
2021-05-17,1.55231
2021-05-18,1.29549
2021-05-19,0.24381
2021-05-20,1.18983
2021-05-21,1.17195
2021-05-22,0.14629
2021-05-23,0.16579
2021-05-24,1.00778
2021-05-25,1.51655
2021-05-26,1.34263
2021-05-27,1.50355
2021-05-28,1.5068
2021-05-29,0.26332
2021-05-30,0.21618
2021-05-31,1.4434
2021-06-01,1.34425
2021-06-02,1.20284
2021-06-03,1.47916
2021-06-04,1.19796
2021-06-05,0.23569
2021-06-06,0.16742
2021-06-07,1.21259
2021-06-08,1.20771
2021-06-09,0.93951
2021-06-10,0.93951
2021-06-11,1.15245
2021-06-12,0.2113
2021-06-13,0.15766
2021-06-14,1.22397
2021-06-15,1.22234
2021-06-16,1.18171
2021-06-17,0.95252
2021-06-18,0.94926
2021-06-19,0.17229
2021-06-20,0.12516
2021-06-21,1.19146
2021-06-22,1.29386
2021-06-23,1.19959
2021-06-24,1.328
2021-06-25,1.14107
2021-06-26,0.18855
2021-06-27,0.13003
2021-06-28,0.99803
2021-06-29,2.09196
2021-06-30,1.64334
2021-07-01,1.69698
2021-07-02,2.07408
2021-07-03,0.54615
2021-07-04,0.5429
2021-07-05,2.72752
2021-07-06,2.26101
2021-07-07,2.0562
2021-07-08,1.6027
2021-07-09,1.69698
2021-07-10,0.30071
2021-07-11,0.21943
2021-07-12,1.5003
2021-07-13,1.81564
2021-07-14,1.53931
2021-07-15,2.45444
2021-07-16,3.77432
2021-07-17,0.39011
2021-07-18,0.29908
2021-07-19,3.31268
2021-07-20,2.85918
2021-07-21,3.1989
2021-07-22,2.96159
2021-07-23,2.55522
2021-07-24,0.2877
2021-07-25,0.96064
2021-07-26,2.69013
2021-07-27,2.03507
2021-07-28,2.02369
2021-07-29,2.25288
2021-07-30,1.90829
2021-07-31,0.27307
2021-08-01,0.21781
2021-08-02,1.74411
2021-08-03,3.86372
2021-08-04,2.79091
2021-08-05,2.50321
2021-08-06,2.16348
2021-08-07,0.25844
2021-08-08,0.26982
2021-08-09,1.9473
2021-08-10,1.88228
2021-08-11,3.13388
2021-08-12,4.70245
2021-08-13,3.94987
2021-08-14,0.47951
2021-08-15,0.32996
2021-08-16,0.54615
2021-08-17,6.57011
2021-08-18,4.70571
2021-08-19,3.95962
2021-08-20,3.31268
2021-08-21,0.60304
2021-08-22,0.48276
2021-08-23,3.33382
