date,두산중공업주가
2020-03-20,4.68422
2020-03-21,0.86206
2020-03-22,0.67154
2020-03-23,4.17228
2020-03-24,4.12975
2020-03-25,4.51081
2020-03-26,5.66889
2020-03-27,10.19627
2020-03-28,1.77052
2020-03-29,1.12328
2020-03-30,6.06043
2020-03-31,5.21051
2020-04-01,6.02564
2020-04-02,4.77202
2020-04-03,4.87419
2020-04-04,0.77757
2020-04-05,0.63785
2020-04-06,4.31365
2020-04-07,4.09827
2020-04-08,3.80392
2020-04-09,3.82988
2020-04-10,4.28825
2020-04-11,0.78364
2020-04-12,0.60582
2020-04-13,4.48872
2020-04-14,4.54505
2020-04-15,0.84605
2020-04-16,4.32801
2020-04-17,4.10987
2020-04-18,0.61576
2020-04-19,0.60582
2020-04-20,4.94543
2020-04-21,5.16744
2020-04-22,4.77865
2020-04-23,3.97623
2020-04-24,3.27983
2020-04-25,0.44843
2020-04-26,0.36227
2020-04-27,3.64487
2020-04-28,4.53014
2020-04-29,3.69568
2020-04-30,0.56882
2020-05-01,0.70246
2020-05-02,0.3192
2020-05-03,0.35068
2020-05-04,2.94241
2020-05-05,0.52464
2020-05-06,2.91258
2020-05-07,2.51386
2020-05-08,2.5122
2020-05-09,0.43904
2020-05-10,0.3076
2020-05-11,2.75133
2020-05-12,2.51165
2020-05-13,2.49618
2020-05-14,2.56301
2020-05-15,2.77783
2020-05-16,0.53844
2020-05-17,0.40922
2020-05-18,2.53208
2020-05-19,3.49411
2020-05-20,2.87393
2020-05-21,3.44993
2020-05-22,2.83472
2020-05-23,0.3932
2020-05-24,0.32362
2020-05-25,2.62652
2020-05-26,2.74691
2020-05-27,5.38006
2020-05-28,4.18222
2020-05-29,3.40243
2020-05-30,0.6743
2020-05-31,0.42965
2020-06-01,4.28549
2020-06-02,5.83567
2020-06-03,5.42148
2020-06-04,4.9366
2020-06-05,4.13748
2020-06-06,0.55667
2020-06-07,0.5147
2020-06-08,4.4473
2020-06-09,4.5202
2020-06-10,3.91272
2020-06-11,3.73931
2020-06-12,3.345
2020-06-13,0.44953
2020-06-14,0.3921
2020-06-15,3.4074
2020-06-16,4.29432
2020-06-17,3.89228
2020-06-18,3.2108
2020-06-19,2.8176
2020-06-20,0.36227
2020-06-21,0.28551
2020-06-22,2.82091
2020-06-23,2.76734
2020-06-24,2.67732
2020-06-25,2.41887
2020-06-26,2.38463
2020-06-27,0.30484
2020-06-28,0.2579
2020-06-29,2.37358
2020-06-30,2.93136
2020-07-01,2.52048
2020-07-02,2.50447
2020-07-03,2.23607
2020-07-04,0.29324
2020-07-05,0.25679
2020-07-06,2.34763
2020-07-07,2.1582
2020-07-08,2.0969
2020-07-09,2.07371
2020-07-10,1.85336
2020-07-11,0.29269
2020-07-12,0.24078
2020-07-13,2.47299
2020-07-14,2.36143
2020-07-15,2.70383
2020-07-16,2.90872
2020-07-17,2.89602
2020-07-18,0.6014
2020-07-19,0.88195
2020-07-20,6.47297
2020-07-21,11.63213
2020-07-22,19.44045
2020-07-23,13.75941
2020-07-24,10.27303
2020-07-25,1.35136
2020-07-26,1.48004
2020-07-27,10.60052
2020-07-28,12.65987
2020-07-29,16.42901
2020-07-30,13.16795
2020-07-31,10.1913
2020-08-01,1.40714
2020-08-02,1.34639
2020-08-03,10.48289
2020-08-04,10.36305
2020-08-05,8.64001
2020-08-06,8.5257
2020-08-07,8.12421
2020-08-08,1.10561
2020-08-09,0.93607
2020-08-10,7.97234
2020-08-11,7.33669
2020-08-12,7.24115
2020-08-13,6.41774
2020-08-14,8.87914
2020-08-15,1.05977
2020-08-16,0.78641
2020-08-17,1.66615
2020-08-18,7.87735
2020-08-19,7.48525
2020-08-20,8.01541
2020-08-21,6.78499
2020-08-22,0.88581
2020-08-23,0.72179
2020-08-24,6.12836
2020-08-25,6.65245
2020-08-26,6.06264
2020-08-27,6.66957
2020-08-28,14.59331
2020-08-29,2.07426
2020-08-30,2.48348
2020-08-31,23.78724
2020-09-01,18.48616
2020-09-02,19.41505
2020-09-03,17.82897
2020-09-04,17.70582
2020-09-05,3.82601
2020-09-06,2.25098
2020-09-07,18.58998
2020-09-08,14.90755
2020-09-09,13.96154
2020-09-10,14.69383
2020-09-11,12.75928
2020-09-12,1.59656
2020-09-13,1.30332
2020-09-14,11.26377
2020-09-15,10.12834
2020-09-16,11.74037
2020-09-17,13.30601
2020-09-18,11.89224
2020-09-19,1.41708
2020-09-20,1.21606
2020-09-21,10.43263
2020-09-22,10.31776
2020-09-23,9.34082
2020-09-24,9.26185
2020-09-25,8.10488
2020-09-26,1.00013
2020-09-27,0.835
2020-09-28,8.87859
2020-09-29,6.99374
2020-09-30,0.81844
2020-10-01,0.60637
2020-10-02,0.63951
2020-10-03,0.60582
2020-10-04,0.62791
2020-10-05,8.25564
2020-10-06,7.49574
2020-10-07,6.61103
2020-10-08,6.84187
2020-10-09,1.07579
2020-10-10,0.70412
2020-10-11,0.69694
2020-10-12,6.62815
2020-10-13,6.18635
2020-10-14,6.19739
2020-10-15,6.90373
2020-10-16,6.10241
2020-10-17,0.77426
2020-10-18,0.61245
2020-10-19,7.77242
2020-10-20,7.87845
2020-10-21,7.02136
2020-10-22,6.43044
2020-10-23,6.54863
2020-10-24,0.82948
2020-10-25,0.63619
2020-10-26,6.07921
2020-10-27,5.6468
2020-10-28,6.13664
2020-10-29,6.45474
2020-10-30,6.21396
2020-10-31,0.68866
2020-11-01,0.56219
2020-11-02,5.78596
2020-11-03,6.20292
2020-11-04,6.4553
2020-11-05,7.21906
2020-11-06,6.80819
2020-11-07,1.05093
2020-11-08,0.98466
2020-11-09,10.99814
2020-11-10,9.47281
2020-11-11,10.71373
2020-11-12,8.73997
2020-11-13,8.34511
2020-11-14,1.14813
2020-11-15,0.91453
2020-11-16,8.63339
2020-11-17,7.88729
2020-11-18,8.16618
2020-11-19,7.2025
2020-11-20,6.40283
2020-11-21,0.88581
2020-11-22,0.75106
2020-11-23,7.98062
2020-11-24,7.53992
2020-11-25,7.24336
2020-11-26,7.66694
2020-11-27,9.56614
2020-11-28,1.47562
2020-11-29,1.1901
2020-11-30,9.3955
2020-12-01,9.4811
2020-12-02,8.98738
2020-12-03,8.73721
2020-12-04,7.98394
2020-12-05,1.1531
2020-12-06,0.90293
2020-12-07,7.88011
2020-12-08,8.07671
2020-12-09,7.51231
2020-12-10,7.39855
2020-12-11,7.84808
2020-12-12,1.0675
2020-12-13,0.92833
2020-12-14,6.88826
2020-12-15,6.7756
2020-12-16,7.61945
2020-12-17,7.63215
2020-12-18,6.81592
2020-12-19,0.94822
2020-12-20,0.8107
2020-12-21,7.33062
2020-12-22,6.65411
2020-12-23,7.36872
2020-12-24,7.89226
2020-12-25,1.21495
2020-12-26,0.87587
2020-12-27,0.93607
2020-12-28,7.76138
2020-12-29,7.18648
2020-12-30,7.84422
2020-12-31,1.91466
2021-01-01,0.82009
2021-01-02,0.85875
2021-01-03,0.88747
2021-01-04,8.82115
2021-01-05,11.01636
2021-01-06,10.0212
2021-01-07,9.89639
2021-01-08,10.19627
2021-01-09,1.6805
2021-01-10,1.35302
2021-01-11,10.27855
2021-01-12,8.67978
2021-01-13,9.16355
2021-01-14,11.15332
2021-01-15,9.052
2021-01-16,1.13322
2021-01-17,0.90183
2021-01-18,7.94417
2021-01-19,8.51244
2021-01-20,7.8028
2021-01-21,8.76924
2021-01-22,8.20594
2021-01-23,1.27184
2021-01-24,1.05756
2021-01-25,8.4782
2021-01-26,8.36168
2021-01-27,6.89986
2021-01-28,6.64306
2021-01-29,7.95743
2021-01-30,1.12604
2021-01-31,0.87145
2021-02-01,8.233
2021-02-02,7.34166
2021-02-03,6.65908
2021-02-04,6.19021
2021-02-05,7.84311
2021-02-06,1.8263
2021-02-07,1.28454
2021-02-08,9.35187
2021-02-09,8.1093
2021-02-10,6.08639
2021-02-11,0.77094
2021-02-12,0.67264
2021-02-13,0.6257
2021-02-14,0.69584
2021-02-15,6.8126
2021-02-16,6.38516
2021-02-17,6.16757
2021-02-18,6.43873
2021-02-19,5.84782
2021-02-20,0.8096
2021-02-21,0.64503
2021-02-22,5.7821
2021-02-23,5.81965
2021-02-24,6.39731
2021-02-25,7.02191
2021-02-26,5.96655
2021-02-27,0.79414
