date,골드바100G
2021-03-14,27.32484
2021-03-15,22.48407
2021-03-16,21.21019
2021-03-17,20.44585
2021-03-18,24.64968
2021-03-19,22.99363
2021-03-20,21.46496
2021-03-21,18.34394
2021-03-22,17.707
2021-03-23,18.47133
2021-03-24,17.83439
2021-03-25,19.55414
2021-03-26,21.71974
2021-03-27,21.78343
2021-03-28,22.80254
2021-03-29,19.17197
2021-03-30,19.17197
2021-03-31,18.53503
2021-04-01,20.06369
2021-04-02,17.7707
2021-04-03,21.59235
2021-04-04,19.61783
2021-04-05,18.8535
2021-04-06,16.5605
2021-04-07,17.57961
2021-04-08,15.41401
2021-04-09,14.77707
2021-04-10,16.36942
2021-04-11,17.13375
2021-04-12,14.96815
2021-04-13,16.5605
2021-04-14,16.24203
2021-04-15,20.12738
2021-04-16,16.75159
2021-04-17,21.46496
2021-04-18,14.96815
2021-04-19,15.28662
2021-04-20,17.32484
2021-04-21,18.21656
2021-04-22,19.36305
2021-04-23,19.23566
2021-04-24,15.03184
2021-04-25,15.35031
2021-04-26,18.91719
2021-04-27,16.81528
2021-04-28,19.9363
2021-04-29,17.96178
2021-04-30,14.52229
2021-05-01,20.82802
2021-05-02,33.2484
2021-05-03,24.64968
2021-05-04,22.03821
2021-05-05,21.46496
2021-05-06,17.96178
2021-05-07,17.38853
2021-05-08,18.21656
2021-05-09,16.36942
2021-05-10,17.38853
2021-05-11,17.7707
2021-05-12,22.48407
2021-05-13,18.66242
2021-05-14,15.92356
2021-05-15,15.60509
2021-05-16,15.92356
2021-05-17,19.74522
2021-05-18,14.77707
2021-05-19,31.97452
2021-05-20,27.45222
2021-05-21,25.73248
2021-05-22,20.12738
2021-05-23,20.70063
2021-05-24,25.98726
2021-05-25,21.27388
2021-05-26,22.22929
2021-05-27,20.95541
2021-05-28,20.31847
2021-05-29,17.64331
2021-05-30,16.49681
2021-05-31,17.19745
2021-06-01,15.41401
2021-06-02,17.32484
2021-06-03,19.29936
2021-06-04,18.15286
2021-06-05,15.41401
2021-06-06,13.56687
2021-06-07,14.52229
2021-06-08,14.45859
2021-06-09,13.82165
2021-06-10,16.75159
2021-06-11,16.36942
2021-06-12,12.99363
2021-06-13,11.97452
2021-06-14,15.09554
2021-06-15,14.45859
2021-06-16,14.33121
2021-06-17,13.69426
2021-06-18,16.11464
2021-06-19,15.22292
2021-06-20,12.1656
2021-06-21,15.73248
2021-06-22,15.41401
2021-06-23,14.84076
2021-06-24,15.15923
2021-06-25,13.18471
2021-06-26,10.82802
2021-06-27,11.71974
2021-06-28,14.20382
2021-06-29,19.87261
2021-06-30,25.09554
2021-07-01,18.15286
2021-07-02,47.19745
2021-07-03,41.27388
2021-07-04,20.57324
2021-07-05,20.06369
2021-07-06,17.32484
2021-07-07,18.66242
2021-07-08,14.90445
2021-07-09,14.52229
2021-07-10,12.73885
2021-07-11,24.26751
2021-07-12,13.69426
2021-07-13,12.61146
2021-07-14,14.20382
2021-07-15,16.81528
2021-07-16,23.05732
2021-07-17,19.74522
2021-07-18,18.34394
2021-07-19,16.05095
2021-07-20,18.08917
2021-07-21,15.79617
2021-07-22,15.41401
2021-07-23,13.50318
2021-07-24,15.4777
2021-07-25,14.58598
2021-07-26,17.26114
2021-07-27,24.84076
2021-07-28,13.2484
2021-07-29,13.18471
2021-07-30,11.84713
2021-07-31,13.43949
2021-08-01,12.86624
2021-08-02,13.88535
2021-08-03,13.2484
2021-08-04,21.59235
2021-08-05,16.24203
2021-08-06,24.07643
2021-08-07,20.95541
2021-08-08,18.02547
2021-08-09,18.7898
2021-08-10,18.21656
2021-08-11,23.88535
2021-08-12,28.53503
2021-08-13,16.05095
2021-08-14,16.05095
2021-08-15,19.23566
2021-08-16,14.77707
2021-08-17,21.33757
2021-08-18,15.73248
2021-08-19,14.90445
2021-08-20,15.35031
2021-08-21,21.0191
2021-08-22,17.707
2021-08-23,18.8535
2021-08-24,17.38853
2021-08-25,14.64968
2021-08-26,16.24203
2021-08-27,15.60509
2021-08-28,15.60509
2021-08-29,14.64968
2021-08-30,15.60509
2021-08-31,13.94904
2021-09-01,13.05732
2021-09-02,15.66878
2021-09-03,13.75796
2021-09-04,15.92356
2021-09-05,12.61146
2021-09-06,14.20382
2021-09-07,13.63057
2021-09-08,12.73885
2021-09-09,12.92993
2021-09-10,11.52866
2021-09-11,11.0191
2021-09-12,11.84713
2021-09-13,11.71974
2021-09-14,10.63694
2021-09-15,13.50318
2021-09-16,12.03821
2021-09-17,13.88535
2021-09-18,16.87898
2021-09-19,15.09554
2021-09-20,10.44585
2021-09-21,18.28025
2021-09-22,17.07006
2021-09-23,15.35031
2021-09-24,14.07643
2021-09-25,15.5414
2021-09-26,17.51592
2021-09-27,11.71974
2021-09-28,14.3949
2021-09-29,12.22929
2021-09-30,12.1656
2021-10-01,12.10191
2021-10-02,11.91082
2021-10-03,10.82802
2021-10-04,18.15286
2021-10-05,18.91719
2021-10-06,14.07643
2021-10-07,13.75796
2021-10-08,15.92356
2021-10-09,16.05095
2021-10-10,13.69426
2021-10-11,12.99363
2021-10-12,12.92993
2021-10-13,11.33757
2021-10-14,14.26751
2021-10-15,10.70063
2021-10-16,14.26751
2021-10-17,14.52229
2021-10-18,11.0191
2021-10-19,14.07643
2021-10-20,13.3121
2021-10-21,12.42038
2021-10-22,10.25477
2021-10-23,31.46496
2021-10-24,29.04458
2021-10-25,26.75159
2021-10-26,18.8535
2021-10-27,14.77707
2021-10-28,15.4777
2021-10-29,12.61146
2021-10-30,13.82165
2021-10-31,12.29299
2021-11-01,16.6242
2021-11-02,14.20382
2021-11-03,13.50318
2021-11-04,15.85987
2021-11-05,12.1656
2021-11-06,13.3121
2021-11-07,15.22292
2021-11-08,20.38216
2021-11-09,16.24203
2021-11-10,14.58598
2021-11-11,20.0
2021-11-12,15.66878
2021-11-13,100.0
2021-11-14,42.54777
2021-11-15,19.87261
2021-11-16,27.13375
2021-11-17,21.33757
2021-11-18,16.49681
2021-11-19,15.73248
2021-11-20,81.84713
2021-11-21,33.69426
2021-11-22,16.6242
2021-11-23,18.34394
2021-11-24,15.66878
2021-11-25,15.98726
2021-11-26,16.24203
2021-11-27,22.99363
2021-11-28,28.21656
2021-11-29,24.33121
2021-11-30,22.80254
2021-12-01,20.50955
2021-12-02,17.26114
2021-12-03,17.96178
2021-12-04,16.24203
2021-12-05,16.05095
2021-12-06,18.08917
2021-12-07,17.7707
2021-12-08,16.36942
2021-12-09,18.08917
2021-12-10,21.65605
2021-12-11,21.0828
2021-12-12,20.44585
2021-12-13,15.60509
2021-12-14,16.30573
2021-12-15,22.61146
2021-12-16,22.86624
2021-12-17,15.60509
2021-12-18,17.89808
2021-12-19,17.26114
2021-12-20,25.85987
2021-12-21,21.59235
2021-12-22,23.12101
2021-12-23,19.80891
2021-12-24,19.17197
2021-12-25,24.07643
2021-12-26,22.10191
2021-12-27,25.98726
2021-12-28,20.63694
2021-12-29,22.29299
2021-12-30,21.33757
2021-12-31,22.48407
2022-01-01,25.03184
2022-01-02,27.707
2022-01-03,19.68152
2022-01-04,23.37579
2022-01-05,21.91082
2022-01-06,31.91082
2022-01-07,29.36305
2022-01-08,26.43312
2022-01-09,29.9363
2022-01-10,24.58598
2022-01-11,38.40764
2022-01-12,33.37579
2022-01-13,26.24203
2022-01-14,19.55414
2022-01-15,24.45859
2022-01-16,23.18471
2022-01-17,22.86624
2022-01-18,20.19108
2022-01-19,19.87261
2022-01-20,20.57324
2022-01-21,20.19108
2022-01-22,23.12101
2022-01-23,20.06369
2022-01-24,21.52866
2022-01-25,18.28025
2022-01-26,17.57961
2022-01-27,19.9363
2022-01-28,22.61146
2022-01-29,20.82802
2022-01-30,20.63694
2022-01-31,17.19745
2022-02-01,27.83439
2022-02-02,25.28662
2022-02-03,20.70063
2022-02-04,22.22929
2022-02-05,21.78343
2022-02-06,20.95541
2022-02-07,18.28025
2022-02-08,17.00636
2022-02-09,17.00636
2022-02-10,18.98089
2022-02-11,16.36942
2022-02-12,20.76433
2022-02-13,19.04458
2022-02-14,22.99363
2022-02-15,24.26751
2022-02-16,19.42675
2022-02-17,19.9363
2022-02-18,21.27388
2022-02-19,23.2484
2022-02-20,22.03821
2022-02-21,17.96178
2022-02-22,22.35668
2022-02-23,23.05732
2022-02-24,33.56687
2022-02-25,22.92993
2022-02-26,19.9363
2022-02-27,22.03821
2022-02-28,18.8535
2022-03-01,20.82802
2022-03-02,22.35668
2022-03-03,19.80891
2022-03-04,21.91082
2022-03-05,20.95541
2022-03-06,26.6242
2022-03-07,31.71974
2022-03-08,27.32484
2022-03-09,22.99363
2022-03-10,18.34394
2022-03-11,18.40764
2022-03-12,15.5414
2022-03-13,21.84713
2022-03-14,19.61783
2022-03-15,19.29936
2022-03-16,17.707
2022-03-17,16.11464
2022-03-18,16.43312
2022-03-19,15.28662
2022-03-20,25.4777
2022-03-21,15.66878
2022-03-22,13.18471
2022-03-23,14.26751
2022-03-24,14.96815
2022-03-25,16.43312
2022-03-26,16.17834
2022-03-27,13.94904
2022-03-28,12.54777
2022-03-29,15.15923
2022-03-30,14.71337
2022-03-31,15.35031
2022-04-01,12.99363
2022-04-02,11.97452
2022-04-03,10.06369
2022-04-04,11.40127
2022-04-05,11.46496
2022-04-06,9.68152
2022-04-07,12.35668
2022-04-08,12.99363
2022-04-09,11.59235
2022-04-10,10.06369
2022-04-11,10.44585
2022-04-12,13.82165
2022-04-13,11.71974
2022-04-14,10.63694
2022-04-15,12.29299
2022-04-16,13.50318
2022-04-17,12.10191
2022-04-18,11.40127
2022-04-19,16.43312
2022-04-20,14.3949
2022-04-21,11.33757
2022-04-22,13.75796
2022-04-23,13.3121
2022-04-24,15.03184
2022-04-25,17.51592
2022-04-26,19.04458
2022-04-27,18.98089
2022-04-28,17.07006
2022-04-29,15.15923
2022-04-30,15.41401
2022-05-01,14.90445
2022-05-02,17.64331
2022-05-03,17.19745
2022-05-04,32.1656
2022-05-05,23.3121
2022-05-06,20.82802
2022-05-07,20.25477
2022-05-08,21.78343
2022-05-09,20.25477
2022-05-10,27.19745
2022-05-11,29.9363
2022-05-12,40.63694
2022-05-13,27.89808
2022-05-14,21.78343
2022-05-15,19.55414
2022-05-16,22.29299
2022-05-17,19.80891
2022-05-18,17.26114
2022-05-19,17.00636
2022-05-20,17.83439
2022-05-21,16.43312
2022-05-22,15.35031
2022-05-23,15.35031
2022-05-24,14.96815
2022-05-25,16.75159
2022-05-26,15.85987
2022-05-27,15.73248
2022-05-28,12.1656
2022-05-29,13.12101
2022-05-30,14.96815
2022-05-31,15.73248
2022-06-01,17.38853
2022-06-02,13.94904
2022-06-03,13.2484
2022-06-04,13.50318
2022-06-05,12.73885
2022-06-06,37.38853
2022-06-07,15.09554
2022-06-08,14.71337
2022-06-09,14.01273
2022-06-10,14.33121
2022-06-11,13.75796
2022-06-12,14.96815
2022-06-13,16.87898
2022-06-14,19.23566
2022-06-15,19.74522
2022-06-16,15.73248
2022-06-17,16.17834
2022-06-18,14.84076
2022-06-19,14.14012
2022-06-20,18.21656
2022-06-21,16.49681
2022-06-22,15.92356
2022-06-23,16.17834
2022-06-24,14.26751
2022-06-25,13.18471
2022-06-26,16.11464
2022-06-27,15.4777
2022-06-28,14.45859
2022-06-29,15.28662
2022-06-30,18.98089
2022-07-01,14.07643
2022-07-02,16.6242
2022-07-03,18.40764
2022-07-04,16.36942
2022-07-05,21.33757
2022-07-06,24.26751
2022-07-07,20.25477
2022-07-08,15.22292
2022-07-09,13.3121
2022-07-10,19.17197
2022-07-11,17.51592
2022-07-12,15.15923
2022-07-13,14.01273
2022-07-14,14.33121
2022-07-15,14.20382
2022-07-16,12.99363
2022-07-17,14.33121
2022-07-18,12.22929
2022-07-19,12.42038
2022-07-20,15.41401
2022-07-21,14.14012
2022-07-22,14.33121
2022-07-23,13.2484
2022-07-24,11.14649
2022-07-25,16.6242
2022-07-26,17.13375
2022-07-27,12.73885
2022-07-28,10.82802
2022-07-29,12.48407
2022-07-30,11.78343
2022-07-31,14.01273
2022-08-01,13.56687
2022-08-02,13.05732
2022-08-03,10.50955
2022-08-04,12.10191
2022-08-05,12.48407
2022-08-06,11.91082
2022-08-07,10.82802
2022-08-08,12.67515
2022-08-09,11.14649
2022-08-10,12.92993
2022-08-11,11.0191
2022-08-12,12.61146
2022-08-13,11.14649
2022-08-14,13.82165
2022-08-15,14.96815
2022-08-16,12.1656
2022-08-17,13.12101
2022-08-18,12.80254
2022-08-19,11.91082
2022-08-20,12.86624
2022-08-21,14.52229
2022-08-22,14.45859
2022-08-23,17.26114
2022-08-24,16.75159
2022-08-25,13.18471
2022-08-26,13.69426
2022-08-27,12.92993
2022-08-28,12.42038
2022-08-29,13.56687
2022-08-30,12.03821
2022-08-31,13.05732
2022-09-01,16.36942
2022-09-02,14.07643
2022-09-03,12.54777
2022-09-04,10.70063
2022-09-05,13.63057
2022-09-06,12.48407
2022-09-07,20.82802
2022-09-08,15.79617
2022-09-09,12.61146
2022-09-10,12.67515
2022-09-11,28.7898
2022-09-12,25.60509
2022-09-13,17.83439
2022-09-14,17.32484
2022-09-15,17.32484
2022-09-16,15.60509
2022-09-17,13.56687
2022-09-18,13.05732
2022-09-19,12.03821
2022-09-20,16.36942
2022-09-21,19.61783
2022-09-22,15.79617
2022-09-23,17.96178
2022-09-24,15.09554
2022-09-25,13.50318
2022-09-26,14.52229
2022-09-27,15.66878
2022-09-28,15.41401
2022-09-29,14.14012
2022-09-30,12.35668
2022-10-01,12.61146
2022-10-02,17.19745
2022-10-03,16.5605
2022-10-04,19.9363
2022-10-05,15.60509
2022-10-06,17.45222
2022-10-07,15.66878
2022-10-08,11.27388
2022-10-09,11.33757
2022-10-10,16.5605
2022-10-11,19.49044
2022-10-12,22.48407
2022-10-13,15.41401
2022-10-14,16.24203
2022-10-15,14.14012
2022-10-16,12.73885
2022-10-17,15.28662
2022-10-18,15.09554
2022-10-19,13.56687
2022-10-20,15.92356
2022-10-21,12.48407
2022-10-22,12.22929
2022-10-23,11.0828
2022-10-24,12.92993
2022-10-25,13.12101
2022-10-26,11.78343
2022-10-27,11.27388
2022-10-28,13.37579
2022-10-29,13.69426
2022-10-30,11.27388
2022-10-31,14.90445
2022-11-01,14.14012
2022-11-02,16.30573
2022-11-03,16.49681
2022-11-04,15.03184
2022-11-05,14.26751
2022-11-06,12.35668
2022-11-07,13.56687
2022-11-08,14.77707
2022-11-09,13.75796
2022-11-10,15.03184
2022-11-11,16.6242
2022-11-12,13.05732
2022-11-13,12.1656
2022-11-14,13.50318
2022-11-15,15.98726
2022-11-16,16.6242
2022-11-17,11.97452
2022-11-18,12.73885
2022-11-19,11.46496
2022-11-20,20.25477
2022-11-21,15.41401
2022-11-22,14.33121
2022-11-23,13.82165
2022-11-24,15.85987
2022-11-25,14.33121
2022-11-26,13.50318
2022-11-27,13.69426
2022-11-28,13.56687
2022-11-29,11.27388
2022-11-30,16.11464
2022-12-01,14.45859
2022-12-02,19.49044
2022-12-03,16.36942
2022-12-04,13.05732
2022-12-05,17.00636
2022-12-06,17.64331
2022-12-07,15.66878
2022-12-08,15.98726
2022-12-09,14.90445
2022-12-10,13.82165
2022-12-11,14.77707
2022-12-12,14.64968
2022-12-13,16.05095
2022-12-14,14.77707
2022-12-15,17.96178
2022-12-16,17.00636
2022-12-17,13.3121
2022-12-18,13.56687
2022-12-19,18.28025
2022-12-20,15.41401
2022-12-21,21.21019
2022-12-22,18.21656
2022-12-23,20.70063
2022-12-24,21.46496
2022-12-25,17.51592
2022-12-26,20.95541
2022-12-27,22.61146
2022-12-28,18.91719
2022-12-29,20.57324
2022-12-30,17.51592
2022-12-31,19.29936
2023-01-01,22.86624
2023-01-02,21.46496
2023-01-03,20.82802
2023-01-04,26.6242
2023-01-05,23.12101
2023-01-06,23.3121
2023-01-07,29.36305
2023-01-08,22.80254
2023-01-09,21.14649
2023-01-10,24.14012
2023-01-11,25.22292
2023-01-12,19.61783
2023-01-13,21.97452
2023-01-14,17.26114
2023-01-15,19.36305
2023-01-16,20.06369
2023-01-17,21.21019
2023-01-18,23.3121
2023-01-19,17.89808
2023-01-20,21.84713
2023-01-21,21.65605
2023-01-22,21.52866
2023-01-23,23.37579
2023-01-24,24.14012
2023-01-25,18.91719
2023-01-26,21.52866
2023-01-27,26.11464
2023-01-28,20.44585
2023-01-29,18.02547
2023-01-30,20.57324
2023-01-31,18.21656
2023-02-01,17.89808
2023-02-02,18.98089
2023-02-03,22.92993
2023-02-04,19.68152
2023-02-05,16.49681
2023-02-06,18.7898
2023-02-07,18.28025
2023-02-08,17.26114
2023-02-09,15.85987
2023-02-10,17.64331
2023-02-11,20.0
2023-02-12,20.44585
2023-02-13,17.83439
2023-02-14,15.5414
2023-02-15,19.04458
2023-02-16,17.707
2023-02-17,18.8535
2023-02-18,18.08917
2023-02-19,21.27388
2023-02-20,19.49044
2023-02-21,18.02547
2023-02-22,21.78343
2023-02-23,16.75159
2023-02-24,15.5414
2023-02-25,19.87261
2023-02-26,21.46496
2023-02-27,18.21656
2023-02-28,19.29936
2023-03-01,23.94904
2023-03-02,20.31847
2023-03-03,20.63694
2023-03-04,16.49681
2023-03-05,21.65605
2023-03-06,18.91719
2023-03-07,20.06369
2023-03-08,21.0828
2023-03-09,14.45859
2023-03-10,14.96815
2023-03-11,21.46496
2023-03-12,20.57324
2023-03-13,22.86624
2023-03-14,27.26114
2023-03-15,22.54777
2023-03-16,22.10191
2023-03-17,21.27388
2023-03-18,24.84076
2023-03-19,23.88535
2023-03-20,27.19745
2023-03-21,25.5414
2023-03-22,24.58598
2023-03-23,23.3121
2023-03-24,20.44585
2023-03-25,19.23566
2023-03-26,19.80891
2023-03-27,20.82802
2023-03-28,31.59235
2023-03-29,32.80254
2023-03-30,24.77707
2023-03-31,20.19108
2023-04-01,18.98089
2023-04-02,21.52866
2023-04-03,21.40127
2023-04-04,21.91082
2023-04-05,30.19108
2023-04-06,33.18471
2023-04-07,26.43312
2023-04-08,18.8535
2023-04-09,50.44585
2023-04-10,40.12738
2023-04-11,25.73248
2023-04-12,22.42038
2023-04-13,18.47133
2023-04-14,23.69426
2023-04-15,20.06369
2023-04-16,18.15286
2023-04-17,24.96815
2023-04-18,21.59235
2023-04-19,19.10828
2023-04-20,18.15286
2023-04-21,16.75159
2023-04-22,14.01273
2023-04-23,13.18471
2023-04-24,16.68789
2023-04-25,17.26114
2023-04-26,21.14649
2023-04-27,20.0
2023-04-28,16.81528
2023-04-29,19.10828
2023-04-30,17.51592
2023-05-01,16.11464
2023-05-02,18.15286
2023-05-03,20.63694
2023-05-04,24.45859
2023-05-05,27.19745
2023-05-06,22.10191
2023-05-07,25.22292
2023-05-08,27.707
2023-05-09,25.09554
2023-05-10,20.57324
2023-05-11,20.76433
2023-05-12,18.72611
2023-05-13,17.32484
2023-05-14,18.02547
2023-05-15,21.0828
2023-05-16,17.51592
2023-05-17,17.19745
2023-05-18,18.34394
2023-05-19,17.38853
2023-05-20,16.5605
2023-05-21,17.57961
2023-05-22,17.07006
2023-05-23,17.7707
2023-05-24,13.2484
2023-05-25,14.58598
2023-05-26,16.94267
2023-05-27,13.56687
2023-05-28,17.07006
2023-05-29,13.82165
