date,테슬라주식
2022-08-24,2.50964
2022-08-25,5.17304
2022-08-26,3.67455
2022-08-27,1.95715
2022-08-28,1.05545
2022-08-29,2.16303
2022-08-30,2.40279
2022-08-31,2.18388
2022-09-01,1.8477
2022-09-02,1.91024
2022-09-03,1.78515
2022-09-04,0.98248
2022-09-05,1.39424
2022-09-06,1.53236
2022-09-07,1.88158
2022-09-08,1.92588
2022-09-09,1.48285
2022-09-10,1.44115
2022-09-11,0.93036
2022-09-12,1.42551
2022-09-13,2.41843
2022-09-14,2.75721
2022-09-15,2.46794
2022-09-16,2.21515
2022-09-17,1.40727
2022-09-18,0.92254
2022-09-19,1.68873
2022-09-20,2.13958
2022-09-21,2.17085
2022-09-22,2.38715
2022-09-23,2.16564
2022-09-24,1.49327
2022-09-25,0.90691
2022-09-26,1.98842
2022-09-27,2.39497
2022-09-28,2.50703
2022-09-29,2.17867
2022-09-30,2.48618
2022-10-01,1.90764
2022-10-02,1.2926
2022-10-03,2.25946
2022-10-04,3.63806
2022-10-05,2.81976
2022-10-06,2.61649
2022-10-07,2.35067
2022-10-08,1.99885
2022-10-09,1.43333
2022-10-10,1.79297
2022-10-11,2.55133
2022-10-12,2.52788
2022-10-13,2.60606
2022-10-14,2.36891
2022-10-15,2.50182
2022-10-16,1.50109
2022-10-17,2.49661
2022-10-18,2.68946
2022-10-19,2.47315
2022-10-20,3.06734
2022-10-21,2.23079
2022-10-22,1.55582
2022-10-23,0.95642
2022-10-24,2.05358
2022-10-25,2.38455
2022-10-26,2.48097
2022-10-27,2.62952
2022-10-28,2.35067
2022-10-29,1.59751
2022-10-30,0.88606
2022-10-31,1.62357
2022-11-01,2.21515
2022-11-02,2.12655
2022-11-03,2.22297
2022-11-04,2.04055
2022-11-05,1.46721
2022-11-06,0.95903
2022-11-07,1.83206
2022-11-08,3.72146
2022-11-09,3.68237
2022-11-10,4.32867
2022-11-11,3.30709
2022-11-12,1.95715
2022-11-13,1.14927
2022-11-14,2.00406
2022-11-15,2.24382
2022-11-16,2.34285
2022-11-17,2.14218
2022-11-18,2.02752
2022-11-19,1.64703
2022-11-20,0.90951
2022-11-21,1.70176
2022-11-22,3.41655
2022-11-23,2.22558
2022-11-24,2.25164
2022-11-25,1.73303
2022-11-26,1.19618
2022-11-27,0.74012
2022-11-28,1.54018
2022-11-29,1.81642
2022-11-30,1.69654
2022-12-01,2.19691
2022-12-02,1.89721
2022-12-03,1.18836
2022-12-04,0.87824
2022-12-05,1.38382
2022-12-06,2.064
2022-12-07,1.95194
2022-12-08,2.13697
2022-12-09,2.00927
2022-12-10,1.41509
2022-12-11,0.97727
2022-12-12,1.68091
2022-12-13,3.15855
2022-12-14,3.73188
2022-12-15,4.12019
2022-12-16,2.98655
2022-12-17,2.43927
2022-12-18,1.34994
2022-12-19,2.35588
2022-12-20,3.28625
2022-12-21,5.64213
2022-12-22,3.67455
2022-12-23,6.07213
2022-12-24,3.38788
2022-12-25,2.80673
2022-12-26,3.2654
2022-12-27,4.77952
2022-12-28,12.31627
2022-12-29,7.57583
2022-12-30,5.34764
2022-12-31,3.38267
2023-01-01,3.23934
2023-01-02,3.59376
2023-01-03,6.98165
2023-01-04,11.03408
2023-01-05,6.21286
2023-01-06,6.12425
2023-01-07,4.11497
2023-01-08,3.08818
2023-01-09,4.62316
2023-01-10,5.27467
2023-01-11,4.62576
2023-01-12,4.2531
2023-01-13,4.33128
2023-01-14,3.31752
2023-01-15,2.17606
2023-01-16,2.7077
2023-01-17,3.21849
2023-01-18,4.5554
2023-01-19,3.75534
2023-01-20,3.03346
2023-01-21,2.84321
2023-01-22,2.25424
2023-01-23,2.26988
2023-01-24,4.27394
2023-01-25,4.33388
2023-01-26,5.69686
2023-01-27,6.17637
2023-01-28,6.37704
2023-01-29,2.63994
2023-01-30,5.27207
2023-01-31,6.05649
2023-02-01,5.00886
2023-02-02,5.42843
2023-02-03,5.93401
2023-02-04,4.18013
2023-02-05,2.07442
2023-02-06,3.37746
2023-02-07,4.22704
2023-02-08,4.03679
2023-02-09,5.08443
2023-02-10,5.33201
2023-02-11,3.0074
2023-02-12,1.65224
2023-02-13,2.79891
2023-02-14,3.76576
2023-02-15,5.00364
2023-02-16,4.35994
2023-02-17,4.02116
2023-02-18,2.34806
2023-02-19,1.50109
2023-02-20,2.13436
2023-02-21,2.9214
2023-02-22,3.23412
2023-02-23,2.71291
2023-02-24,2.62952
2023-02-25,1.70436
2023-02-26,1.09454
2023-02-27,1.88679
2023-02-28,3.30449
2023-03-01,2.61127
2023-03-02,3.61722
2023-03-03,3.16376
2023-03-04,2.236
2023-03-05,1.34212
2023-03-06,2.20994
2023-03-07,2.55133
2023-03-08,2.7494
2023-03-09,3.04909
2023-03-10,3.01782
2023-03-11,1.75648
2023-03-12,1.2483
2023-03-13,2.36109
2023-03-14,2.88752
2023-03-15,2.74679
2023-03-16,2.31158
2023-03-17,2.41321
2023-03-18,1.53497
2023-03-19,0.92775
2023-03-20,1.85291
2023-03-21,2.41061
2023-03-22,2.96049
2023-03-23,2.76503
2023-03-24,2.37412
2023-03-25,1.44376
2023-03-26,0.86
2023-03-27,1.68351
2023-03-28,2.13436
2023-03-29,2.18127
2023-03-30,2.14479
2023-03-31,2.24642
2023-04-01,2.00406
2023-04-02,1.18836
2023-04-03,2.14479
2023-04-04,2.81455
2023-04-05,2.56697
2023-04-06,2.56176
2023-04-07,2.38715
2023-04-08,1.31345
2023-04-09,1.03721
2023-04-10,2.28291
2023-04-11,2.37933
2023-04-12,2.65818
2023-04-13,2.48879
2023-04-14,2.47315
2023-04-15,1.43594
2023-04-16,0.93557
2023-04-17,1.80861
2023-04-18,2.25164
2023-04-19,2.24903
2023-04-20,4.21922
2023-04-21,4.89158
2023-04-22,1.86594
2023-04-23,1.204
2023-04-24,2.1057
2023-04-25,2.70509
2023-04-26,2.82758
2023-04-27,3.16637
2023-04-28,2.51224
2023-04-29,1.47763
2023-04-30,1.01897
2023-05-01,1.34994
2023-05-02,2.43667
2023-05-03,2.07964
2023-05-04,2.03794
2023-05-05,1.75909
2023-05-06,1.63139
2023-05-07,0.94079
2023-05-08,1.92588
2023-05-09,2.13436
2023-05-10,2.17867
2023-05-11,2.09527
2023-05-12,2.02752
2023-05-13,1.35776
2023-05-14,0.7766
2023-05-15,1.58448
2023-05-16,1.91024
2023-05-17,2.13176
2023-05-18,2.43146
2023-05-19,2.33242
2023-05-20,1.60794
2023-05-21,0.91733
2023-05-22,1.95715
2023-05-23,2.96049
2023-05-24,2.44449
2023-05-25,2.52267
2023-05-26,2.25946
2023-05-27,1.81121
2023-05-28,1.2926
2023-05-29,1.60012
2023-05-30,2.90576
