date,테슬라주식
2020-03-20,8.20129
2020-03-21,4.88116
2020-03-22,3.36703
2020-03-23,6.29625
2020-03-24,6.30928
2020-03-25,7.27874
2020-03-26,6.03304
2020-03-27,5.41801
2020-03-28,3.13509
2020-03-29,2.86146
2020-03-30,3.40091
2020-03-31,3.3514
2020-04-01,2.78588
2020-04-02,2.6243
2020-04-03,3.37225
2020-04-04,2.18649
2020-04-05,2.13176
2020-04-06,2.9657
2020-04-07,5.21213
2020-04-08,4.41207
2020-04-09,4.07588
2020-04-10,2.68685
2020-04-11,1.63921
2020-04-12,1.85551
2020-04-13,2.73376
2020-04-14,5.82195
2020-04-15,4.4694
2020-04-16,4.27394
2020-04-17,4.6414
2020-04-18,3.06473
2020-04-19,2.40539
2020-04-20,3.41394
2020-04-21,4.5554
2020-04-22,4.96195
2020-04-23,3.79964
2020-04-24,2.85624
2020-04-25,2.18909
2020-04-26,1.9363
2020-04-27,2.85885
2020-04-28,4.10976
2020-04-29,2.89534
2020-04-30,3.07515
2020-05-01,2.59824
2020-05-02,3.59376
2020-05-03,2.03533
2020-05-04,2.43667
2020-05-05,2.69727
2020-05-06,2.50964
2020-05-07,2.07964
2020-05-08,1.95976
2020-05-09,1.77212
2020-05-10,1.85551
2020-05-11,2.42624
2020-05-12,2.41321
2020-05-13,2.2803
2020-05-14,2.24121
2020-05-15,2.01709
2020-05-16,1.52976
2020-05-17,1.49067
2020-05-18,2.7963
2020-05-19,3.15073
2020-05-20,2.83279
2020-05-21,2.59824
2020-05-22,2.41321
2020-05-23,1.55321
2020-05-24,2.064
2020-05-25,3.43219
2020-05-26,5.14698
2020-05-27,5.48837
2020-05-28,5.57958
2020-05-29,5.48577
2020-05-30,4.63098
2020-05-31,18.49525
2020-06-01,11.96966
2020-06-02,7.80777
2020-06-03,6.10862
2020-06-04,4.57625
2020-06-05,4.22182
2020-06-06,3.19503
2020-06-07,2.80673
2020-06-08,3.78661
2020-06-09,5.61346
2020-06-10,5.3268
2020-06-11,8.58959
2020-06-12,6.18419
2020-06-13,3.73188
2020-06-14,3.23152
2020-06-15,6.48389
2020-06-16,5.89231
2020-06-17,4.65704
2020-06-18,4.02897
2020-06-19,3.74752
2020-06-20,5.04795
2020-06-21,5.38413
2020-06-22,6.37704
2020-06-23,5.78025
2020-06-24,5.23558
2020-06-25,5.00625
2020-06-26,4.41728
2020-06-27,3.88043
2020-06-28,3.33837
2020-06-29,3.83613
2020-06-30,4.84989
2020-07-01,6.46304
2020-07-02,11.43542
2020-07-03,12.22245
2020-07-04,5.12092
2020-07-05,6.41092
2020-07-06,11.98008
2020-07-07,25.07557
2020-07-08,15.46961
2020-07-09,13.1033
2020-07-10,9.20462
2020-07-11,15.8944
2020-07-12,10.88293
2020-07-13,26.376
2020-07-14,100.0
2020-07-15,20.12665
2020-07-16,13.0173
2020-07-17,9.5382
2020-07-18,7.28395
2020-07-19,5.60043
2020-07-20,9.29062
2020-07-21,14.48191
2020-07-22,11.83414
2020-07-23,23.30605
2020-07-24,12.6316
2020-07-25,6.91128
2020-07-26,6.59856
2020-07-27,9.13165
2020-07-28,10.04117
2020-07-29,9.03523
2020-07-30,8.11529
2020-07-31,6.90086
2020-08-01,6.47607
2020-08-02,4.5137
2020-08-03,7.17971
2020-08-04,6.37443
2020-08-05,7.79214
2020-08-06,8.34462
2020-08-07,6.55165
2020-08-08,4.7274
2020-08-09,3.96122
2020-08-10,6.46304
2020-08-11,7.87814
2020-08-12,15.38882
2020-08-13,12.08693
2020-08-14,7.79214
2020-08-15,4.20097
2020-08-16,3.33055
2020-08-17,5.01407
2020-08-18,12.40487
2020-08-19,7.96153
2020-08-20,6.22849
2020-08-21,10.9559
2020-08-22,6.17116
2020-08-23,4.23225
2020-08-24,8.83196
2020-08-25,8.27165
2020-08-26,6.72104
2020-08-27,8.88147
2020-08-28,10.36432
2020-08-29,5.60825
2020-08-30,4.94892
2020-08-31,12.6316
2020-09-01,28.75794
2020-09-02,19.26144
2020-09-03,18.31283
2020-09-04,18.43792
2020-09-05,11.23214
2020-09-06,5.00104
2020-09-07,7.37256
2020-09-08,12.68633
2020-09-09,27.91358
2020-09-10,15.76409
2020-09-11,10.77608
2020-09-12,6.12165
2020-09-13,3.57812
2020-09-14,6.30928
2020-09-15,9.60335
2020-09-16,8.79808
2020-09-17,7.03116
2020-09-18,5.64995
2020-09-19,4.10194
2020-09-20,2.47576
2020-09-21,5.44928
2020-09-22,8.00844
2020-09-23,11.15917
2020-09-24,10.69008
2020-09-25,6.17637
2020-09-26,3.46346
2020-09-27,2.064
2020-09-28,3.32273
2020-09-29,4.13843
2020-09-30,3.41915
2020-10-01,3.9091
2020-10-02,4.25049
2020-10-03,3.83613
2020-10-04,2.12133
2020-10-05,3.23673
2020-10-06,3.50516
2020-10-07,3.27582
2020-10-08,3.20285
2020-10-09,2.45491
2020-10-10,2.05879
2020-10-11,1.90242
2020-10-12,2.99176
2020-10-13,3.71103
2020-10-14,3.73188
2020-10-15,4.16449
2020-10-16,3.29146
2020-10-17,2.15261
2020-10-18,1.82945
2020-10-19,3.09079
2020-10-20,4.21922
2020-10-21,4.93589
2020-10-22,6.1034
2020-10-23,3.54425
2020-10-24,2.43667
2020-10-25,2.69467
2020-10-26,3.86219
2020-10-27,3.83091
2020-10-28,3.57552
2020-10-29,3.84394
2020-10-30,3.64849
2020-10-31,3.42176
2020-11-01,2.10048
2020-11-02,2.99697
2020-11-03,3.54685
2020-11-04,4.01594
2020-11-05,4.33388
2020-11-06,3.70061
2020-11-07,2.03012
2020-11-08,1.89721
2020-11-09,3.52079
2020-11-10,4.25049
2020-11-11,3.76576
2020-11-12,2.93964
2020-11-13,3.11946
2020-11-14,2.29855
2020-11-15,1.60794
2020-11-16,3.66934
2020-11-17,6.95559
2020-11-18,5.19649
2020-11-19,5.45971
2020-11-20,5.17564
2020-11-21,3.08818
2020-11-22,1.98582
2020-11-23,3.37485
2020-11-24,7.5602
2020-11-25,8.87365
2020-11-26,7.45074
2020-11-27,5.96268
2020-11-28,5.55874
2020-11-29,3.50255
2020-11-30,5.58219
2020-12-01,7.64359
2020-12-02,6.88522
2020-12-03,6.49431
2020-12-04,5.90013
2020-12-05,4.35734
2020-12-06,2.99437
2020-12-07,4.75607
2020-12-08,11.54487
2020-12-09,10.24966
2020-12-10,11.18002
2020-12-11,8.54008
2020-12-12,5.02449
2020-12-13,3.04649
2020-12-14,4.78995
2020-12-15,5.90534
2020-12-16,5.44407
2020-12-17,5.08183
2020-12-18,6.51516
2020-12-19,8.82935
2020-12-20,3.59116
2020-12-21,6.89825
2020-12-22,8.49838
2020-12-23,7.51589
2020-12-24,5.61346
2020-12-25,3.51819
2020-12-26,2.51224
2020-12-27,2.5774
2020-12-28,3.98467
2020-12-29,4.69092
2020-12-30,4.57885
2020-12-31,5.47274
2021-01-01,4.52673
2021-01-02,3.62503
2021-01-03,3.98467
2021-01-04,6.4474
2021-01-05,8.9388
2021-01-06,8.09444
2021-01-07,8.86062
2021-01-08,21.51829
2021-01-09,16.05337
2021-01-10,8.92056
2021-01-11,14.21348
2021-01-12,12.92348
2021-01-13,10.65099
2021-01-14,12.69154
2021-01-15,9.90566
2021-01-16,5.96789
2021-01-17,4.02116
2021-01-18,5.27467
2021-01-19,5.98613
2021-01-20,5.86365
2021-01-21,5.6734
2021-01-22,5.01667
2021-01-23,3.58594
2021-01-24,2.37152
2021-01-25,4.76649
2021-01-26,6.57771
2021-01-27,5.12352
2021-01-28,6.15292
2021-01-29,4.75346
2021-01-30,3.50255
2021-01-31,2.11091
2021-02-01,3.23934
2021-02-02,4.10716
2021-02-03,4.53976
2021-02-04,3.85697
2021-02-05,3.33055
2021-02-06,2.59564
2021-02-07,2.07442
2021-02-08,3.17679
2021-02-09,5.25383
2021-02-10,3.76055
2021-02-11,4.08891
2021-02-12,4.35213
2021-02-13,4.41728
2021-02-14,4.23225
2021-02-15,5.94965
2021-02-16,5.77765
2021-02-17,7.98238
2021-02-18,6.02001
2021-02-19,4.83946
2021-02-20,4.01334
2021-02-21,3.18461
2021-02-22,4.96976
2021-02-23,12.56384
2021-02-24,10.54414
2021-02-25,6.23631
2021-02-26,6.36401
2021-02-27,3.72928
2021-02-28,3.18461
2021-03-01,2.91879
2021-03-02,4.02637
2021-03-03,3.9091
2021-03-04,4.65964
2021-03-05,6.3171
2021-03-06,7.82601
2021-03-07,3.95079
2021-03-08,5.12092
2021-03-09,7.71656
2021-03-10,8.27426
2021-03-11,5.6291
2021-03-12,5.22516
2021-03-13,3.63806
2021-03-14,2.34806
2021-03-15,4.30001
2021-03-16,4.65182
2021-03-17,4.3391
2021-03-18,3.88825
2021-03-19,3.94297
2021-03-20,2.84582
2021-03-21,2.05879
2021-03-22,2.72073
2021-03-23,3.71103
2021-03-24,3.46346
2021-03-25,3.6954
2021-03-26,3.10903
2021-03-27,2.41843
2021-03-28,1.53757
2021-03-29,2.752
2021-03-30,3.45043
2021-03-31,3.07515
2021-04-01,3.25237
2021-04-02,2.82497
2021-04-03,2.04836
2021-04-04,1.48806
2021-04-05,2.84321
2021-04-06,3.51819
2021-04-07,3.04909
2021-04-08,2.82237
2021-04-09,2.67382
2021-04-10,2.04055
2021-04-11,1.64182
2021-04-12,2.52527
2021-04-13,3.19764
2021-04-14,4.59188
2021-04-15,3.64067
2021-04-16,3.16897
2021-04-17,2.50443
2021-04-18,1.61315
2021-04-19,3.268
2021-04-20,3.43479
2021-04-21,2.86667
2021-04-22,2.57218
2021-04-23,3.26018
2021-04-24,1.94933
2021-04-25,1.376
2021-04-26,2.38715
2021-04-27,3.26018
2021-04-28,2.96049
2021-04-29,2.63473
2021-04-30,2.58261
2021-05-01,1.59491
2021-05-02,1.32909
2021-05-03,1.88679
2021-05-04,2.33764
2021-05-05,2.16824
2021-05-06,2.44449
2021-05-07,2.38455
2021-05-08,1.75388
2021-05-09,1.50109
2021-05-10,2.39758
2021-05-11,3.98988
2021-05-12,2.86667
2021-05-13,4.81079
2021-05-14,4.30522
2021-05-15,3.63806
2021-05-16,2.00927
2021-05-17,4.1671
2021-05-18,3.59897
2021-05-19,3.16897
2021-05-20,3.67716
2021-05-21,2.62691
2021-05-22,1.75127
2021-05-23,1.36297
2021-05-24,2.18388
2021-05-25,2.40539
2021-05-26,2.07964
2021-05-27,2.20473
2021-05-28,2.02752
2021-05-29,1.4177
2021-05-30,0.99551
2021-05-31,1.54539
2021-06-01,1.70436
2021-06-02,1.91545
2021-06-03,2.41321
2021-06-04,2.68424
2021-06-05,1.46721
2021-06-06,1.07369
2021-06-07,1.87897
2021-06-08,2.11873
2021-06-09,1.74345
2021-06-10,1.8503
2021-06-11,1.80079
2021-06-12,1.21963
2021-06-13,1.00594
2021-06-14,1.65224
2021-06-15,1.93891
2021-06-16,1.84509
2021-06-17,2.06921
2021-06-18,2.06921
2021-06-19,1.33951
2021-06-20,1.24569
2021-06-21,1.6783
2021-06-22,2.08485
2021-06-23,2.14739
2021-06-24,2.34806
2021-06-25,2.42624
2021-06-26,1.28218
2021-06-27,0.99812
2021-06-28,1.75909
2021-06-29,2.06139
2021-06-30,1.71479
2021-07-01,1.51673
2021-07-02,1.42551
2021-07-03,1.09715
2021-07-04,0.85218
2021-07-05,1.23527
2021-07-06,1.54018
2021-07-07,1.62879
2021-07-08,1.69394
2021-07-09,1.45679
2021-07-10,1.09454
2021-07-11,0.89127
2021-07-12,1.58709
2021-07-13,2.1917
2021-07-14,1.86073
2021-07-15,1.73303
2021-07-16,1.44115
2021-07-17,1.04763
2021-07-18,0.80527
2021-07-19,1.39685
2021-07-20,1.5897
2021-07-21,1.6757
2021-07-22,1.5923
2021-07-23,1.3317
2021-07-24,1.13885
2021-07-25,0.75836
2021-07-26,1.18054
2021-07-27,2.08485
2021-07-28,1.5506
2021-07-29,1.47503
2021-07-30,1.83467
2021-07-31,1.28479
2021-08-01,0.85478
2021-08-02,1.73564
2021-08-03,2.34285
2021-08-04,1.79818
2021-08-05,1.74085
2021-08-06,1.74085
2021-08-07,1.25091
2021-08-08,0.98509
2021-08-09,1.59491
2021-08-10,1.81121
2021-08-11,1.69915
2021-08-12,1.82164
2021-08-13,2.06661
2021-08-14,1.39685
2021-08-15,1.18315
2021-08-16,1.43854
2021-08-17,2.43927
2021-08-18,2.04315
2021-08-19,2.07964
2021-08-20,2.46012
2021-08-21,1.62879
2021-08-22,1.09976
2021-08-23,1.806
2021-08-24,2.26727
2021-08-25,2.06661
2021-08-26,2.07182
2021-08-27,1.92067
2021-08-28,1.75909
2021-08-29,1.21703
2021-08-30,1.73042
2021-08-31,2.31939
2021-09-01,2.12655
2021-09-02,1.92067
2021-09-03,1.69915
2021-09-04,1.31606
2021-09-05,1.14666
2021-09-06,1.53236
2021-09-07,1.75388
2021-09-08,2.26727
2021-09-09,2.05097
2021-09-10,1.97018
2021-09-11,1.2926
2021-09-12,1.01376
2021-09-13,1.47242
2021-09-14,2.05358
2021-09-15,1.92067
2021-09-16,2.60606
2021-09-17,2.11612
2021-09-18,1.48545
2021-09-19,1.18576
2021-09-20,1.51933
2021-09-21,1.77212
2021-09-22,1.65745
2021-09-23,2.06139
2021-09-24,2.05358
2021-09-25,1.87636
2021-09-26,1.20921
2021-09-27,1.86594
2021-09-28,2.80673
2021-09-29,2.26467
2021-09-30,2.08745
2021-10-01,1.73303
2021-10-02,1.11018
2021-10-03,1.0346
2021-10-04,1.5506
2021-10-05,2.35588
2021-10-06,2.12133
2021-10-07,1.85291
2021-10-08,2.20473
2021-10-09,1.37079
2021-10-10,0.83654
2021-10-11,1.06588
2021-10-12,3.09079
2021-10-13,3.02564
2021-10-14,2.47055
2021-10-15,2.55394
2021-10-16,2.33764
2021-10-17,1.40727
2021-10-18,2.10309
2021-10-19,3.73449
2021-10-20,2.65297
2021-10-21,3.47909
2021-10-22,3.88303
2021-10-23,4.18013
2021-10-24,2.02752
2021-10-25,4.82382
2021-10-26,17.62743
2021-10-27,8.49838
2021-10-28,5.94704
2021-10-29,5.08704
2021-10-30,4.36516
2021-10-31,2.47055
2021-11-01,4.19055
2021-11-02,9.77014
2021-11-03,5.26164
2021-11-04,5.47013
2021-11-05,4.38601
2021-11-06,2.76503
2021-11-07,2.44188
2021-11-08,4.86813
2021-11-09,4.58146
2021-11-10,6.60898
2021-11-11,6.42916
2021-11-12,4.15146
2021-11-13,3.68237
2021-11-14,2.28552
2021-11-15,3.4817
2021-11-16,4.49807
2021-11-17,3.99249
2021-11-18,3.50255
2021-11-19,2.95006
2021-11-20,2.13176
2021-11-21,1.74085
2021-11-22,2.56958
2021-11-23,3.31491
2021-11-24,3.08037
2021-11-25,2.51485
2021-11-26,2.17606
2021-11-27,1.88418
2021-11-28,1.52976
2021-11-29,2.494
2021-11-30,3.20285
2021-12-01,2.666
2021-12-02,2.77806
2021-12-03,2.58782
2021-12-04,2.10309
2021-12-05,1.32388
2021-12-06,2.23339
2021-12-07,2.68164
2021-12-08,2.32982
2021-12-09,2.37933
2021-12-10,2.69727
2021-12-11,1.62097
2021-12-12,1.04763
2021-12-13,1.56885
2021-12-14,3.0934
2021-12-15,2.51746
2021-12-16,2.3663
2021-12-17,2.59043
2021-12-18,1.68091
2021-12-19,1.07369
2021-12-20,1.71739
2021-12-21,2.47055
2021-12-22,2.22297
2021-12-23,2.77806
2021-12-24,2.15261
2021-12-25,1.18576
2021-12-26,1.05024
2021-12-27,1.63921
2021-12-28,2.41843
2021-12-29,2.32461
2021-12-30,2.10309
2021-12-31,1.73303
2022-01-01,1.10497
2022-01-02,0.92515
2022-01-03,2.09006
2022-01-04,4.13843
2022-01-05,2.62691
2022-01-06,2.53309
2022-01-07,2.2803
2022-01-08,1.61576
2022-01-09,1.22485
2022-01-10,1.79036
2022-01-11,2.35327
2022-01-12,2.09788
2022-01-13,1.98321
2022-01-14,2.15521
2022-01-15,1.34733
2022-01-16,1.07891
2022-01-17,1.2926
2022-01-18,1.77733
2022-01-19,1.94151
2022-01-20,2.13436
2022-01-21,2.00145
2022-01-22,2.00145
2022-01-23,1.13885
2022-01-24,2.20473
2022-01-25,3.38267
2022-01-26,2.6217
2022-01-27,3.03085
2022-01-28,4.3391
2022-01-29,2.29333
2022-01-30,1.14406
2022-01-31,1.4177
2022-02-01,2.84843
2022-02-02,2.23339
2022-02-03,2.66079
2022-02-04,2.61127
2022-02-05,1.66006
2022-02-06,1.13624
2022-02-07,1.67309
2022-02-08,1.95455
2022-02-09,1.85551
2022-02-10,1.83467
2022-02-11,1.83206
2022-02-12,1.75388
2022-02-13,0.97206
2022-02-14,1.56364
2022-02-15,1.94933
2022-02-16,2.05097
2022-02-17,1.69394
2022-02-18,1.74345
2022-02-19,1.28739
2022-02-20,0.80266
2022-02-21,1.22745
2022-02-22,1.74606
2022-02-23,2.17867
2022-02-24,4.56843
2022-02-25,3.29406
2022-02-26,1.69915
2022-02-27,1.11018
2022-02-28,1.79036
2022-03-01,2.24903
2022-03-02,1.90503
2022-03-03,1.81121
2022-03-04,1.71218
2022-03-05,1.33951
2022-03-06,0.83654
2022-03-07,1.32127
2022-03-08,1.78776
2022-03-09,1.47242
2022-03-10,1.49067
2022-03-11,1.51933
2022-03-12,1.28218
2022-03-13,0.81048
2022-03-14,1.32648
2022-03-15,2.18127
2022-03-16,1.93891
2022-03-17,2.02491
2022-03-18,1.82424
2022-03-19,1.52715
2022-03-20,0.92254
2022-03-21,1.42291
2022-03-22,1.99103
2022-03-23,2.67643
2022-03-24,2.52267
2022-03-25,2.03012
2022-03-26,1.37079
2022-03-27,0.91994
2022-03-28,2.20212
2022-03-29,4.08891
2022-03-30,2.99697
2022-03-31,2.37152
2022-04-01,2.03794
2022-04-02,1.37339
2022-04-03,1.40206
2022-04-04,1.7617
2022-04-05,2.86927
2022-04-06,2.41582
2022-04-07,2.20994
2022-04-08,1.94151
2022-04-09,1.25612
2022-04-10,0.91472
2022-04-11,1.5923
2022-04-12,2.29855
2022-04-13,2.04315
2022-04-14,2.1083
2022-04-15,1.79818
2022-04-16,1.08672
2022-04-17,0.95121
2022-04-18,1.60012
2022-04-19,2.41061
2022-04-20,2.15261
2022-04-21,2.89273
2022-04-22,2.3663
2022-04-23,1.39163
2022-04-24,1.08933
2022-04-25,2.63994
2022-04-26,2.93182
2022-04-27,4.27394
2022-04-28,3.23152
2022-04-29,2.98394
2022-04-30,1.79558
2022-05-01,1.18315
2022-05-02,1.86333
2022-05-03,2.37933
2022-05-04,2.05879
2022-05-05,1.94412
2022-05-06,2.60867
2022-05-07,1.34212
2022-05-08,0.97988
2022-05-09,1.92067
2022-05-10,3.57031
2022-05-11,2.59303
2022-05-12,4.14364
2022-05-13,3.02043
2022-05-14,1.87376
2022-05-15,1.05024
2022-05-16,1.92327
2022-05-17,2.40279
2022-05-18,2.49139
2022-05-19,3.21849
2022-05-20,2.65558
2022-05-21,3.25758
2022-05-22,1.51933
2022-05-23,2.54612
2022-05-24,2.91618
2022-05-25,3.65109
2022-05-26,3.13249
2022-05-27,2.78327
2022-05-28,2.06661
2022-05-29,1.2066
2022-05-30,1.77733
2022-05-31,2.03794
2022-06-01,1.73564
2022-06-02,1.90764
2022-06-03,2.24121
2022-06-04,1.93891
2022-06-05,1.06588
2022-06-06,1.41509
2022-06-07,2.23339
2022-06-08,1.8503
2022-06-09,1.99624
2022-06-10,2.01448
2022-06-11,2.0223
2022-06-12,2.62952
2022-06-13,3.12988
2022-06-14,3.88303
2022-06-15,3.11424
2022-06-16,2.8797
2022-06-17,3.16376
2022-06-18,1.88939
2022-06-19,1.29
2022-06-20,1.88939
2022-06-21,2.35327
2022-06-22,2.77024
2022-06-23,2.35588
2022-06-24,2.01448
2022-06-25,1.38903
2022-06-26,0.81048
2022-06-27,1.61576
2022-06-28,1.93109
2022-06-29,2.09788
2022-06-30,1.89461
2022-07-01,1.65224
2022-07-02,1.20921
2022-07-03,0.75315
2022-07-04,1.28218
2022-07-05,1.82945
2022-07-06,1.84248
2022-07-07,1.60273
2022-07-08,1.72
2022-07-09,1.49327
2022-07-10,0.70363
2022-07-11,1.31606
2022-07-12,1.85291
2022-07-13,1.65485
2022-07-14,1.71739
2022-07-15,1.52976
2022-07-16,0.946
2022-07-17,0.64369
2022-07-18,1.23266
2022-07-19,1.44897
2022-07-20,1.56885
2022-07-21,2.0223
2022-07-22,2.69206
2022-07-23,1.38903
2022-07-24,0.75054
2022-07-25,1.45679
2022-07-26,1.60273
2022-07-27,1.53236
2022-07-28,1.806
2022-07-29,1.83206
2022-07-30,1.49067
2022-07-31,0.80266
2022-08-01,1.65745
2022-08-02,2.0223
2022-08-03,2.34806
2022-08-04,2.43406
2022-08-05,2.74418
2022-08-06,1.7617
2022-08-07,0.89388
2022-08-08,1.97018
2022-08-09,2.22818
2022-08-10,2.58
2022-08-11,2.23861
2022-08-12,1.85291
2022-08-13,1.44636
2022-08-14,0.86
2022-08-15,1.30824
2022-08-16,2.69467
2022-08-17,2.48358
2022-08-18,2.236
2022-08-19,1.892
2022-08-20,1.3317
2022-08-21,0.83654
2022-08-22,1.63139
2022-08-23,2.09006
