date,건축모형
2020-03-20,36.56716
2020-03-21,23.88059
2020-03-22,26.86567
2020-03-23,41.79104
2020-03-24,51.49253
2020-03-25,44.02985
2020-03-26,53.73134
2020-03-27,62.68656
2020-03-28,35.07462
2020-03-29,49.25373
2020-03-30,44.02985
2020-03-31,51.49253
2020-04-01,56.71641
2020-04-02,40.2985
2020-04-03,37.31343
2020-04-04,32.08955
2020-04-05,27.61194
2020-04-06,38.0597
2020-04-07,56.71641
2020-04-08,35.82089
2020-04-09,38.80597
2020-04-10,45.52238
2020-04-11,29.85074
2020-04-12,32.08955
2020-04-13,41.79104
2020-04-14,32.83582
2020-04-15,40.2985
2020-04-16,38.0597
2020-04-17,52.2388
2020-04-18,30.59701
2020-04-19,35.82089
2020-04-20,58.95522
2020-04-21,51.49253
2020-04-22,50.74626
2020-04-23,51.49253
2020-04-24,38.0597
2020-04-25,20.14925
2020-04-26,32.08955
2020-04-27,50.74626
2020-04-28,41.04477
2020-04-29,55.22388
2020-04-30,26.86567
2020-05-01,18.65671
2020-05-02,28.3582
2020-05-03,24.62686
2020-05-04,38.0597
2020-05-05,29.85074
2020-05-06,36.56716
2020-05-07,52.98507
2020-05-08,29.85074
2020-05-09,32.83582
2020-05-10,30.59701
2020-05-11,44.02985
2020-05-12,52.2388
2020-05-13,64.1791
2020-05-14,51.49253
2020-05-15,54.47761
2020-05-16,32.83582
2020-05-17,28.3582
2020-05-18,52.2388
2020-05-19,51.49253
2020-05-20,41.79104
2020-05-21,46.26865
2020-05-22,31.34328
2020-05-23,31.34328
2020-05-24,28.3582
2020-05-25,49.25373
2020-05-26,44.02985
2020-05-27,57.46268
2020-05-28,39.55223
2020-05-29,48.50746
2020-05-30,35.07462
2020-05-31,32.83582
2020-06-01,61.94029
2020-06-02,55.22388
2020-06-03,51.49253
2020-06-04,52.98507
2020-06-05,44.02985
2020-06-06,26.86567
2020-06-07,37.31343
2020-06-08,52.2388
2020-06-09,66.41791
2020-06-10,60.44776
2020-06-11,68.65671
2020-06-12,55.97014
2020-06-13,32.08955
2020-06-14,43.28358
2020-06-15,53.73134
2020-06-16,52.98507
2020-06-17,65.67164
2020-06-18,59.70149
2020-06-19,61.19402
2020-06-20,27.61194
2020-06-21,48.50746
2020-06-22,64.92537
2020-06-23,76.86567
2020-06-24,64.92537
2020-06-25,60.44776
2020-06-26,49.25373
2020-06-27,41.04477
2020-06-28,30.59701
2020-06-29,52.98507
2020-06-30,55.97014
2020-07-01,60.44776
2020-07-02,51.49253
2020-07-03,51.49253
2020-07-04,23.13432
2020-07-05,21.64179
2020-07-06,53.73134
2020-07-07,44.77611
2020-07-08,41.04477
2020-07-09,50.0
2020-07-10,45.52238
2020-07-11,23.13432
2020-07-12,17.16417
2020-07-13,34.32835
2020-07-14,47.01492
2020-07-15,57.46268
2020-07-16,38.80597
2020-07-17,25.37313
2020-07-18,27.61194
2020-07-19,30.59701
2020-07-20,38.0597
2020-07-21,27.61194
2020-07-22,49.25373
2020-07-23,45.52238
2020-07-24,32.08955
2020-07-25,25.37313
2020-07-26,19.40298
2020-07-27,40.2985
2020-07-28,37.31343
2020-07-29,38.0597
2020-07-30,38.0597
2020-07-31,32.08955
2020-08-01,17.16417
2020-08-02,36.56716
2020-08-03,58.20895
2020-08-04,44.77611
2020-08-05,55.22388
2020-08-06,44.02985
2020-08-07,40.2985
2020-08-08,28.3582
2020-08-09,35.82089
2020-08-10,38.80597
2020-08-11,38.80597
2020-08-12,27.61194
2020-08-13,41.04477
2020-08-14,35.82089
2020-08-15,14.92537
2020-08-16,24.62686
2020-08-17,26.1194
2020-08-18,41.04477
2020-08-19,32.83582
2020-08-20,49.25373
2020-08-21,51.49253
2020-08-22,31.34328
2020-08-23,27.61194
2020-08-24,48.50746
2020-08-25,61.19402
2020-08-26,48.50746
2020-08-27,44.02985
2020-08-28,48.50746
2020-08-29,41.79104
2020-08-30,29.85074
2020-08-31,38.80597
2020-09-01,52.98507
2020-09-02,52.2388
2020-09-03,57.46268
2020-09-04,50.0
2020-09-05,29.85074
2020-09-06,36.56716
2020-09-07,59.70149
2020-09-08,44.77611
2020-09-09,52.2388
2020-09-10,46.26865
2020-09-11,41.04477
2020-09-12,29.85074
2020-09-13,27.61194
2020-09-14,51.49253
2020-09-15,47.76119
2020-09-16,46.26865
2020-09-17,51.49253
2020-09-18,45.52238
2020-09-19,23.13432
2020-09-20,44.02985
2020-09-21,53.73134
2020-09-22,64.92537
2020-09-23,56.71641
2020-09-24,58.20895
2020-09-25,37.31343
2020-09-26,20.89552
2020-09-27,20.89552
2020-09-28,61.19402
2020-09-29,41.04477
2020-09-30,17.91044
2020-10-01,20.89552
2020-10-02,23.88059
2020-10-03,14.1791
2020-10-04,32.08955
2020-10-05,52.2388
2020-10-06,56.71641
2020-10-07,45.52238
2020-10-08,44.77611
2020-10-09,25.37313
2020-10-10,14.92537
2020-10-11,29.10447
2020-10-12,62.68656
2020-10-13,64.92537
2020-10-14,55.97014
2020-10-15,53.73134
2020-10-16,55.97014
2020-10-17,31.34328
2020-10-18,44.77611
2020-10-19,67.16417
2020-10-20,50.0
2020-10-21,65.67164
2020-10-22,58.20895
2020-10-23,47.01492
2020-10-24,34.32835
2020-10-25,29.10447
2020-10-26,56.71641
2020-10-27,55.22388
2020-10-28,52.2388
2020-10-29,69.40298
2020-10-30,64.92537
2020-10-31,39.55223
2020-11-01,37.31343
2020-11-02,52.2388
2020-11-03,43.28358
2020-11-04,67.16417
2020-11-05,46.26865
2020-11-06,50.74626
2020-11-07,38.0597
2020-11-08,35.07462
2020-11-09,44.77611
2020-11-10,50.0
2020-11-11,52.2388
2020-11-12,54.47761
2020-11-13,50.0
2020-11-14,35.82089
2020-11-15,35.82089
2020-11-16,55.22388
2020-11-17,52.2388
2020-11-18,52.98507
2020-11-19,51.49253
2020-11-20,56.71641
2020-11-21,29.10447
2020-11-22,30.59701
2020-11-23,57.46268
2020-11-24,56.71641
2020-11-25,51.49253
2020-11-26,68.65671
2020-11-27,47.76119
2020-11-28,29.10447
2020-11-29,38.80597
2020-11-30,38.0597
2020-12-01,51.49253
2020-12-02,55.22388
2020-12-03,49.25373
2020-12-04,56.71641
2020-12-05,46.26865
2020-12-06,45.52238
2020-12-07,55.22388
2020-12-08,51.49253
2020-12-09,68.65671
2020-12-10,59.70149
2020-12-11,42.53731
2020-12-12,29.85074
2020-12-13,29.10447
2020-12-14,54.47761
2020-12-15,37.31343
2020-12-16,42.53731
2020-12-17,37.31343
2020-12-18,46.26865
2020-12-19,29.85074
2020-12-20,55.22388
2020-12-21,44.02985
2020-12-22,43.28358
2020-12-23,41.04477
2020-12-24,35.07462
2020-12-25,11.19402
2020-12-26,25.37313
2020-12-27,25.37313
2020-12-28,52.2388
2020-12-29,41.04477
2020-12-30,38.0597
2020-12-31,23.13432
2021-01-01,21.64179
2021-01-02,14.1791
2021-01-03,31.34328
2021-01-04,49.25373
2021-01-05,41.79104
2021-01-06,36.56716
2021-01-07,34.32835
2021-01-08,29.85074
2021-01-09,19.40298
2021-01-10,23.88059
2021-01-11,32.83582
2021-01-12,34.32835
2021-01-13,26.86567
2021-01-14,39.55223
2021-01-15,29.10447
2021-01-16,23.13432
2021-01-17,29.85074
2021-01-18,41.79104
2021-01-19,45.52238
2021-01-20,22.38805
2021-01-21,34.32835
2021-01-22,29.85074
2021-01-23,23.13432
2021-01-24,26.86567
2021-01-25,38.80597
2021-01-26,32.08955
2021-01-27,41.04477
2021-01-28,31.34328
2021-01-29,32.83582
2021-01-30,28.3582
2021-01-31,30.59701
2021-02-01,41.79104
2021-02-02,31.34328
2021-02-03,31.34328
2021-02-04,34.32835
2021-02-05,29.10447
2021-02-06,20.14925
2021-02-07,22.38805
2021-02-08,34.32835
2021-02-09,41.04477
2021-02-10,38.80597
2021-02-11,13.43283
2021-02-12,7.46268
2021-02-13,26.86567
2021-02-14,13.43283
2021-02-15,32.83582
2021-02-16,31.34328
2021-02-17,39.55223
2021-02-18,38.80597
2021-02-19,34.32835
2021-02-20,16.41791
2021-02-21,14.1791
2021-02-22,33.58208
2021-02-23,41.79104
2021-02-24,24.62686
2021-02-25,36.56716
2021-02-26,36.56716
2021-02-27,15.67164
2021-02-28,23.13432
2021-03-01,16.41791
2021-03-02,30.59701
2021-03-03,50.0
2021-03-04,48.50746
2021-03-05,29.10447
2021-03-06,15.67164
2021-03-07,22.38805
2021-03-08,43.28358
2021-03-09,40.2985
2021-03-10,35.07462
2021-03-11,35.07462
2021-03-12,41.79104
2021-03-13,18.65671
2021-03-14,27.61194
2021-03-15,38.80597
2021-03-16,40.2985
2021-03-17,51.49253
2021-03-18,34.32835
2021-03-19,42.53731
2021-03-20,36.56716
2021-03-21,20.89552
2021-03-22,39.55223
2021-03-23,43.28358
2021-03-24,33.58208
2021-03-25,42.53731
2021-03-26,40.2985
2021-03-27,26.86567
2021-03-28,28.3582
2021-03-29,53.73134
2021-03-30,47.01492
2021-03-31,61.94029
2021-04-01,45.52238
2021-04-02,64.92537
2021-04-03,26.1194
2021-04-04,35.07462
2021-04-05,52.2388
2021-04-06,58.95522
2021-04-07,49.25373
