date,비갱신암보험
2020-11-29,12.68382
2020-11-30,25.91911
2020-12-01,33.82352
2020-12-02,34.00735
2020-12-03,32.53676
2020-12-04,21.69117
2020-12-05,10.47794
2020-12-06,6.98529
2020-12-07,18.75
2020-12-08,34.55882
2020-12-09,30.5147
2020-12-10,37.13235
2020-12-11,33.6397
2020-12-12,13.05147
2020-12-13,14.15441
2020-12-14,23.89705
2020-12-15,28.49264
2020-12-16,30.5147
2020-12-17,38.23529
2020-12-18,32.16911
2020-12-19,21.32352
2020-12-20,9.92647
2020-12-21,29.04411
2020-12-22,36.21323
2020-12-23,38.05147
2020-12-24,39.70588
2020-12-25,16.72794
2020-12-26,21.69117
2020-12-27,26.10294
2020-12-28,61.94852
2020-12-29,56.06617
2020-12-30,69.85294
2020-12-31,51.65441
2021-01-01,18.19852
2021-01-02,22.42647
2021-01-03,22.24264
2021-01-04,47.79411
2021-01-05,53.49264
2021-01-06,47.79411
2021-01-07,52.94117
2021-01-08,42.83088
2021-01-09,24.44852
2021-01-10,25.73529
2021-01-11,45.22058
2021-01-12,56.25
2021-01-13,58.08823
2021-01-14,60.84558
2021-01-15,50.73529
2021-01-16,29.22794
2021-01-17,29.59558
2021-01-18,69.85294
2021-01-19,68.56617
2021-01-20,77.57352
2021-01-21,80.69852
2021-01-22,56.25
2021-01-23,43.19852
2021-01-24,33.27205
2021-01-25,78.30882
2021-01-26,80.5147
2021-01-27,75.18382
2021-01-28,76.10294
2021-01-29,60.47794
2021-01-30,30.88235
2021-01-31,45.77205
2021-02-01,72.05882
2021-02-02,79.22794
2021-02-03,77.75735
2021-02-04,64.33823
2021-02-05,76.83823
2021-02-06,45.95588
2021-02-07,51.10294
2021-02-08,72.05882
2021-02-09,74.44852
2021-02-10,58.27205
2021-02-11,35.11029
2021-02-12,31.25
2021-02-13,35.47794
2021-02-14,38.97058
2021-02-15,89.52205
2021-02-16,88.97058
2021-02-17,71.69117
2021-02-18,75.18382
2021-02-19,74.2647
2021-02-20,42.27941
2021-02-21,34.19117
2021-02-22,74.81617
2021-02-23,74.81617
2021-02-24,77.20588
2021-02-25,62.5
2021-02-26,55.14705
2021-02-27,32.35294
2021-02-28,34.74264
2021-03-01,51.47058
2021-03-02,65.625
2021-03-03,51.65441
2021-03-04,63.97058
2021-03-05,58.82352
2021-03-06,38.41911
2021-03-07,39.8897
2021-03-08,58.27205
2021-03-09,72.79411
2021-03-10,85.84558
2021-03-11,74.08088
2021-03-12,70.77205
2021-03-13,42.27941
2021-03-14,36.94852
2021-03-15,70.22058
2021-03-16,72.05882
2021-03-17,76.83823
2021-03-18,72.61029
2021-03-19,72.24264
2021-03-20,39.15441
2021-03-21,39.52205
2021-03-22,75.0
2021-03-23,72.24264
2021-03-24,70.77205
2021-03-25,79.41176
2021-03-26,51.83823
2021-03-27,41.72794
2021-03-28,39.8897
2021-03-29,68.75
2021-03-30,69.66911
2021-03-31,66.72794
2021-04-01,53.49264
2021-04-02,39.8897
2021-04-03,24.2647
2021-04-04,22.97794
2021-04-05,51.10294
2021-04-06,56.98529
2021-04-07,51.47058
2021-04-08,61.94852
2021-04-09,46.69117
2021-04-10,29.22794
2021-04-11,36.39705
2021-04-12,59.00735
2021-04-13,59.00735
2021-04-14,57.90441
2021-04-15,70.22058
2021-04-16,63.97058
2021-04-17,40.44117
2021-04-18,36.58088
2021-04-19,62.31617
2021-04-20,63.97058
2021-04-21,59.00735
2021-04-22,57.16911
2021-04-23,50.91911
2021-04-24,34.00735
2021-04-25,42.09558
2021-04-26,49.2647
2021-04-27,55.14705
2021-04-28,59.74264
2021-04-29,54.04411
2021-04-30,38.05147
2021-05-01,35.84558
2021-05-02,32.90441
2021-05-03,46.32352
2021-05-04,49.08088
2021-05-05,36.39705
2021-05-06,55.5147
2021-05-07,49.44852
2021-05-08,28.125
2021-05-09,32.35294
2021-05-10,58.08823
2021-05-11,59.19117
2021-05-12,50.0
2021-05-13,61.7647
2021-05-14,50.36764
2021-05-15,24.81617
2021-05-16,25.55147
2021-05-17,63.60294
2021-05-18,48.71323
2021-05-19,34.00735
2021-05-20,50.0
2021-05-21,48.16176
2021-05-22,31.06617
2021-05-23,34.55882
2021-05-24,51.10294
2021-05-25,59.19117
2021-05-26,60.66176
2021-05-27,56.25
2021-05-28,42.46323
2021-05-29,28.49264
2021-05-30,32.53676
2021-05-31,48.52941
2021-06-01,56.98529
2021-06-02,61.94852
2021-06-03,58.45588
2021-06-04,53.67647
2021-06-05,44.85294
2021-06-06,39.52205
2021-06-07,59.00735
2021-06-08,70.58823
2021-06-09,73.16176
2021-06-10,63.41911
2021-06-11,60.29411
2021-06-12,33.45588
2021-06-13,40.25735
2021-06-14,62.31617
2021-06-15,64.52205
2021-06-16,68.19852
2021-06-17,55.69852
2021-06-18,57.16911
2021-06-19,32.90441
2021-06-20,31.98529
2021-06-21,64.52205
2021-06-22,58.27205
2021-06-23,65.44117
2021-06-24,71.32352
2021-06-25,65.07352
2021-06-26,45.22058
2021-06-27,41.17647
2021-06-28,84.92647
2021-06-29,85.84558
2021-06-30,80.88235
2021-07-01,53.67647
2021-07-02,52.20588
2021-07-03,29.22794
2021-07-04,29.77941
2021-07-05,52.3897
2021-07-06,56.80147
2021-07-07,55.14705
2021-07-08,45.03676
2021-07-09,48.89705
2021-07-10,29.96323
2021-07-11,24.08088
2021-07-12,48.34558
2021-07-13,53.67647
2021-07-14,54.59558
2021-07-15,59.375
2021-07-16,45.95588
2021-07-17,30.5147
2021-07-18,26.10294
2021-07-19,51.65441
2021-07-20,55.5147
2021-07-21,54.77941
2021-07-22,38.78676
2021-07-23,33.82352
2021-07-24,25.0
2021-07-25,24.08088
2021-07-26,36.21323
2021-07-27,44.11764
2021-07-28,55.69852
2021-07-29,49.44852
2021-07-30,41.91176
2021-07-31,28.86029
2021-08-01,26.65441
2021-08-02,46.69117
2021-08-03,43.0147
2021-08-04,45.40441
2021-08-05,50.18382
2021-08-06,43.19852
2021-08-07,25.36764
2021-08-08,30.33088
2021-08-09,49.44852
2021-08-10,53.49264
2021-08-11,53.86029
2021-08-12,50.0
2021-08-13,41.72794
2021-08-14,29.77941
2021-08-15,27.02205
2021-08-16,33.45588
2021-08-17,53.86029
2021-08-18,49.63235
2021-08-19,48.52941
2021-08-20,44.48529
2021-08-21,35.47794
2021-08-22,25.36764
2021-08-23,56.61764
2021-08-24,60.29411
2021-08-25,61.21323
2021-08-26,57.16911
2021-08-27,44.85294
2021-08-28,34.19117
2021-08-29,31.98529
2021-08-30,48.34558
2021-08-31,50.73529
2021-09-01,54.59558
2021-09-02,51.83823
2021-09-03,48.34558
2021-09-04,25.91911
2021-09-05,21.32352
2021-09-06,58.6397
2021-09-07,52.3897
2021-09-08,48.34558
2021-09-09,56.06617
2021-09-10,45.58823
2021-09-11,30.5147
2021-09-12,30.88235
2021-09-13,50.0
2021-09-14,43.0147
2021-09-15,46.1397
2021-09-16,43.93382
2021-09-17,39.33823
2021-09-18,18.19852
2021-09-19,14.70588
2021-09-20,20.03676
2021-09-21,21.32352
2021-09-22,23.34558
2021-09-23,41.91176
2021-09-24,54.41176
2021-09-25,29.04411
2021-09-26,30.5147
2021-09-27,51.28676
2021-09-28,52.75735
2021-09-29,49.44852
2021-09-30,51.47058
2021-10-01,35.84558
2021-10-02,16.72794
2021-10-03,19.85294
2021-10-04,27.02205
2021-10-05,43.75
2021-10-06,45.03676
2021-10-07,55.88235
2021-10-08,37.68382
2021-10-09,18.93382
2021-10-10,15.80882
2021-10-11,25.55147
2021-10-12,37.86764
2021-10-13,44.11764
2021-10-14,42.27941
2021-10-15,31.80147
2021-10-16,21.1397
2021-10-17,15.99264
2021-10-18,41.54411
2021-10-19,36.94852
2021-10-20,39.70588
2021-10-21,48.89705
2021-10-22,34.74264
2021-10-23,21.875
2021-10-24,20.95588
2021-10-25,35.66176
2021-10-26,48.71323
2021-10-27,36.7647
2021-10-28,41.36029
2021-10-29,42.46323
2021-10-30,20.77205
2021-10-31,22.97794
2021-11-01,37.68382
2021-11-02,40.625
2021-11-03,41.54411
2021-11-04,34.92647
2021-11-05,37.5
2021-11-06,19.11764
2021-11-07,20.58823
2021-11-08,33.82352
2021-11-09,42.09558
2021-11-10,41.17647
2021-11-11,33.6397
2021-11-12,30.5147
2021-11-13,21.50735
2021-11-14,19.48529
2021-11-15,45.95588
2021-11-16,56.06617
2021-11-17,41.72794
2021-11-18,31.06617
2021-11-19,35.11029
2021-11-20,18.75
2021-11-21,18.93382
2021-11-22,40.625
2021-11-23,45.22058
2021-11-24,44.85294
2021-11-25,43.75
2021-11-26,34.00735
2021-11-27,23.52941
2021-11-28,21.875
2021-11-29,41.54411
2021-11-30,35.84558
2021-12-01,36.21323
2021-12-02,38.23529
2021-12-03,32.72058
2021-12-04,15.99264
2021-12-05,20.95588
2021-12-06,41.17647
2021-12-07,48.71323
2021-12-08,52.02205
2021-12-09,41.54411
2021-12-10,41.72794
2021-12-11,25.91911
2021-12-12,22.24264
2021-12-13,46.50735
2021-12-14,48.52941
2021-12-15,56.61764
2021-12-16,46.50735
2021-12-17,39.15441
2021-12-18,27.94117
2021-12-19,27.57352
2021-12-20,55.14705
2021-12-21,54.41176
2021-12-22,56.25
2021-12-23,50.55147
2021-12-24,48.16176
2021-12-25,35.11029
2021-12-26,36.21323
2021-12-27,66.17647
2021-12-28,69.66911
2021-12-29,69.85294
2021-12-30,67.09558
2021-12-31,51.47058
2022-01-01,36.39705
2022-01-02,31.80147
2022-01-03,56.80147
2022-01-04,56.98529
2022-01-05,57.35294
2022-01-06,55.33088
2022-01-07,52.3897
2022-01-08,34.74264
2022-01-09,31.43382
2022-01-10,47.79411
2022-01-11,52.02205
2022-01-12,56.43382
2022-01-13,49.81617
2022-01-14,40.07352
2022-01-15,23.34558
2022-01-16,31.06617
2022-01-17,57.90441
2022-01-18,57.35294
2022-01-19,52.94117
2022-01-20,58.08823
2022-01-21,50.0
2022-01-22,27.57352
2022-01-23,31.25
2022-01-24,56.25
2022-01-25,54.96323
2022-01-26,50.55147
2022-01-27,49.08088
2022-01-28,37.13235
2022-01-29,23.71323
2022-01-30,19.11764
2022-01-31,19.30147
2022-02-01,22.05882
2022-02-02,29.04411
2022-02-03,55.33088
2022-02-04,44.48529
2022-02-05,27.75735
2022-02-06,32.35294
2022-02-07,58.82352
2022-02-08,51.83823
2022-02-09,60.84558
2022-02-10,54.59558
2022-02-11,41.91176
2022-02-12,22.97794
2022-02-13,28.67647
2022-02-14,51.83823
2022-02-15,47.24264
2022-02-16,44.85294
2022-02-17,38.05147
2022-02-18,40.99264
2022-02-19,27.75735
2022-02-20,23.52941
2022-02-21,59.00735
2022-02-22,53.49264
2022-02-23,53.67647
2022-02-24,54.77941
2022-02-25,58.82352
2022-02-26,46.875
2022-02-27,52.94117
2022-02-28,57.90441
2022-03-01,48.34558
2022-03-02,58.27205
2022-03-03,37.86764
2022-03-04,34.55882
2022-03-05,22.97794
2022-03-06,26.83823
2022-03-07,45.58823
2022-03-08,41.17647
2022-03-09,22.24264
2022-03-10,42.27941
2022-03-11,52.3897
2022-03-12,24.2647
2022-03-13,28.86029
2022-03-14,48.52941
2022-03-15,47.97794
2022-03-16,46.32352
2022-03-17,40.625
2022-03-18,39.52205
2022-03-19,27.20588
2022-03-20,25.91911
2022-03-21,54.04411
2022-03-22,49.44852
2022-03-23,50.36764
2022-03-24,48.16176
2022-03-25,38.41911
2022-03-26,33.08823
2022-03-27,29.04411
2022-03-28,49.2647
2022-03-29,51.83823
2022-03-30,47.97794
2022-03-31,51.28676
2022-04-01,30.5147
2022-04-02,15.625
2022-04-03,21.32352
2022-04-04,33.27205
2022-04-05,33.45588
2022-04-06,31.80147
2022-04-07,28.86029
2022-04-08,23.16176
2022-04-09,14.33823
2022-04-10,20.22058
2022-04-11,33.6397
2022-04-12,31.43382
2022-04-13,37.5
2022-04-14,34.19117
2022-04-15,36.02941
2022-04-16,18.75
2022-04-17,21.32352
2022-04-18,36.58088
2022-04-19,39.33823
2022-04-20,39.15441
2022-04-21,37.31617
2022-04-22,32.72058
2022-04-23,22.42647
2022-04-24,24.44852
2022-04-25,41.72794
2022-04-26,39.33823
2022-04-27,34.19117
2022-04-28,30.33088
2022-04-29,36.7647
2022-04-30,14.52205
2022-05-01,15.625
2022-05-02,31.43382
2022-05-03,27.57352
2022-05-04,26.65441
2022-05-05,19.48529
2022-05-06,27.20588
2022-05-07,13.05147
2022-05-08,14.8897
2022-05-09,37.68382
2022-05-10,25.0
2022-05-11,39.33823
2022-05-12,35.84558
2022-05-13,35.66176
2022-05-14,15.625
2022-05-15,16.72794
2022-05-16,29.04411
2022-05-17,31.06617
2022-05-18,30.5147
2022-05-19,32.90441
2022-05-20,35.84558
2022-05-21,16.72794
2022-05-22,23.71323
2022-05-23,30.88235
2022-05-24,32.16911
2022-05-25,39.33823
2022-05-26,28.86029
2022-05-27,33.82352
2022-05-28,17.27941
2022-05-29,12.13235
2022-05-30,44.30147
2022-05-31,38.97058
2022-06-01,27.3897
2022-06-02,28.49264
2022-06-03,26.83823
2022-06-04,16.72794
2022-06-05,16.17647
2022-06-06,23.16176
2022-06-07,32.90441
2022-06-08,39.33823
2022-06-09,40.80882
2022-06-10,34.92647
2022-06-11,14.8897
2022-06-12,22.79411
2022-06-13,35.47794
2022-06-14,39.8897
2022-06-15,41.36029
2022-06-16,36.94852
2022-06-17,29.77941
2022-06-18,18.19852
2022-06-19,19.66911
2022-06-20,38.05147
2022-06-21,26.83823
2022-06-22,31.06617
2022-06-23,31.25
2022-06-24,30.33088
2022-06-25,15.07352
2022-06-26,11.39705
2022-06-27,28.30882
2022-06-28,45.77205
2022-06-29,37.13235
2022-06-30,40.80882
2022-07-01,31.80147
2022-07-02,14.8897
2022-07-03,17.09558
2022-07-04,26.47058
2022-07-05,34.74264
2022-07-06,28.86029
2022-07-07,40.44117
2022-07-08,30.33088
2022-07-09,18.56617
2022-07-10,18.56617
2022-07-11,38.05147
2022-07-12,41.36029
2022-07-13,46.69117
2022-07-14,51.83823
2022-07-15,39.15441
2022-07-16,20.03676
2022-07-17,20.77205
2022-07-18,32.90441
2022-07-19,36.58088
2022-07-20,39.15441
2022-07-21,43.75
2022-07-22,38.97058
2022-07-23,18.93382
2022-07-24,19.30147
2022-07-25,41.17647
2022-07-26,42.27941
2022-07-27,52.3897
2022-07-28,44.85294
2022-07-29,40.80882
2022-07-30,20.03676
2022-07-31,18.56617
2022-08-01,28.49264
2022-08-02,34.00735
2022-08-03,33.08823
2022-08-04,39.52205
2022-08-05,31.80147
2022-08-06,21.875
2022-08-07,20.77205
2022-08-08,37.13235
2022-08-09,37.13235
2022-08-10,36.94852
2022-08-11,40.80882
2022-08-12,37.13235
2022-08-13,21.32352
2022-08-14,14.70588
2022-08-15,18.93382
2022-08-16,38.78676
2022-08-17,31.80147
2022-08-18,36.39705
2022-08-19,31.43382
2022-08-20,19.85294
2022-08-21,16.72794
2022-08-22,43.0147
2022-08-23,42.64705
2022-08-24,43.93382
2022-08-25,35.84558
2022-08-26,35.66176
2022-08-27,19.66911
2022-08-28,13.23529
2022-08-29,46.50735
2022-08-30,38.78676
2022-08-31,37.68382
2022-09-01,36.39705
2022-09-02,28.125
2022-09-03,18.93382
2022-09-04,18.93382
2022-09-05,29.22794
2022-09-06,29.59558
2022-09-07,34.74264
2022-09-08,22.79411
2022-09-09,16.17647
2022-09-10,13.97058
2022-09-11,15.99264
2022-09-12,26.65441
2022-09-13,44.66911
2022-09-14,49.81617
2022-09-15,51.65441
2022-09-16,39.33823
2022-09-17,24.63235
2022-09-18,26.83823
2022-09-19,39.52205
2022-09-20,35.29411
2022-09-21,44.11764
2022-09-22,48.16176
2022-09-23,35.11029
2022-09-24,23.16176
2022-09-25,27.02205
2022-09-26,45.58823
2022-09-27,46.875
2022-09-28,48.71323
2022-09-29,48.34558
2022-09-30,33.08823
2022-10-01,13.60294
2022-10-02,10.84558
2022-10-03,20.77205
2022-10-04,25.0
2022-10-05,24.81617
2022-10-06,34.19117
2022-10-07,25.18382
2022-10-08,11.58088
2022-10-09,12.13235
2022-10-10,15.99264
2022-10-11,21.875
2022-10-12,26.47058
2022-10-13,29.22794
2022-10-14,19.30147
2022-10-15,10.84558
2022-10-16,13.97058
2022-10-17,21.50735
2022-10-18,23.89705
2022-10-19,28.49264
2022-10-20,27.94117
2022-10-21,20.40441
2022-10-22,11.02941
2022-10-23,10.47794
2022-10-24,27.94117
2022-10-25,27.20588
2022-10-26,30.88235
2022-10-27,28.30882
2022-10-28,24.2647
2022-10-29,15.07352
2022-10-30,12.86764
2022-10-31,22.97794
2022-11-01,28.49264
2022-11-02,22.79411
2022-11-03,24.81617
2022-11-04,26.10294
2022-11-05,7.90441
2022-11-06,9.92647
2022-11-07,30.69852
2022-11-08,30.69852
2022-11-09,33.08823
2022-11-10,25.91911
2022-11-11,29.04411
2022-11-12,18.75
2022-11-13,19.11764
2022-11-14,25.18382
2022-11-15,28.30882
2022-11-16,29.04411
2022-11-17,26.83823
2022-11-18,24.44852
2022-11-19,13.05147
2022-11-20,20.40441
2022-11-21,28.67647
2022-11-22,27.02205
2022-11-23,40.80882
2022-11-24,31.61764
2022-11-25,32.16911
2022-11-26,13.97058
2022-11-27,11.39705
2022-11-28,25.55147
2022-11-29,28.125
2022-11-30,29.41176
2022-12-01,25.73529
2022-12-02,24.2647
2022-12-03,9.19117
2022-12-04,16.72794
2022-12-05,23.71323
2022-12-06,27.57352
2022-12-07,32.72058
2022-12-08,32.16911
2022-12-09,27.94117
2022-12-10,15.44117
2022-12-11,15.80882
2022-12-12,23.71323
2022-12-13,25.18382
2022-12-14,25.91911
2022-12-15,25.36764
2022-12-16,21.32352
2022-12-17,11.39705
2022-12-18,12.68382
2022-12-19,32.53676
2022-12-20,31.25
2022-12-21,33.6397
2022-12-22,31.80147
2022-12-23,22.42647
2022-12-24,9.92647
2022-12-25,14.8897
2022-12-26,28.30882
2022-12-27,30.69852
2022-12-28,27.94117
2022-12-29,34.74264
2022-12-30,27.02205
2022-12-31,13.97058
2023-01-01,11.94852
2023-01-02,19.66911
2023-01-03,27.94117
2023-01-04,25.0
2023-01-05,22.42647
2023-01-06,22.24264
2023-01-07,19.30147
2023-01-08,14.52205
2023-01-09,26.28676
2023-01-10,27.94117
2023-01-11,24.63235
2023-01-12,22.24264
2023-01-13,22.24264
2023-01-14,11.7647
2023-01-15,17.83088
2023-01-16,22.79411
2023-01-17,23.89705
2023-01-18,25.18382
2023-01-19,29.22794
2023-01-20,21.50735
2023-01-21,9.00735
2023-01-22,11.39705
2023-01-23,14.15441
2023-01-24,16.72794
2023-01-25,32.16911
2023-01-26,38.23529
2023-01-27,35.29411
2023-01-28,19.48529
2023-01-29,13.78676
2023-01-30,33.82352
2023-01-31,28.86029
2023-02-01,30.5147
2023-02-02,32.53676
2023-02-03,30.14705
2023-02-04,16.36029
2023-02-05,17.27941
2023-02-06,32.53676
2023-02-07,31.61764
2023-02-08,31.06617
2023-02-09,34.00735
2023-02-10,25.55147
2023-02-11,20.22058
2023-02-12,13.05147
2023-02-13,38.23529
2023-02-14,34.55882
2023-02-15,33.27205
2023-02-16,42.27941
2023-02-17,33.6397
2023-02-18,19.11764
2023-02-19,17.46323
2023-02-20,31.43382
2023-02-21,36.94852
2023-02-22,39.33823
2023-02-23,34.375
2023-02-24,27.20588
2023-02-25,13.78676
2023-02-26,15.07352
2023-02-27,38.41911
2023-02-28,25.55147
2023-03-01,18.56617
2023-03-02,32.35294
2023-03-03,31.98529
2023-03-04,17.83088
2023-03-05,15.07352
2023-03-06,27.20588
2023-03-07,33.6397
2023-03-08,26.65441
2023-03-09,25.73529
2023-03-10,22.79411
2023-03-11,11.7647
2023-03-12,9.92647
2023-03-13,21.69117
2023-03-14,52.94117
2023-03-15,28.67647
2023-03-16,22.05882
2023-03-17,35.29411
2023-03-18,18.93382
2023-03-19,15.99264
2023-03-20,30.14705
2023-03-21,35.29411
2023-03-22,34.55882
2023-03-23,32.35294
2023-03-24,27.20588
2023-03-25,19.30147
2023-03-26,15.80882
2023-03-27,37.13235
2023-03-28,31.06617
2023-03-29,32.35294
2023-03-30,30.33088
2023-03-31,22.24264
2023-04-01,11.02941
2023-04-02,13.60294
2023-04-03,21.69117
2023-04-04,26.28676
2023-04-05,39.15441
2023-04-06,28.49264
2023-04-07,24.81617
2023-04-08,16.17647
2023-04-09,19.85294
2023-04-10,23.16176
2023-04-11,32.35294
2023-04-12,35.29411
2023-04-13,23.89705
2023-04-14,19.48529
2023-04-15,14.52205
2023-04-16,14.8897
2023-04-17,33.45588
2023-04-18,25.73529
2023-04-19,27.20588
2023-04-20,31.06617
2023-04-21,29.04411
2023-04-22,8.82352
2023-04-23,17.27941
2023-04-24,30.69852
2023-04-25,37.31617
2023-04-26,31.80147
2023-04-27,31.25
2023-04-28,20.77205
2023-04-29,11.7647
2023-04-30,10.66176
2023-05-01,17.83088
2023-05-02,28.67647
2023-05-03,31.80147
2023-05-04,27.20588
2023-05-05,20.77205
2023-05-06,11.7647
2023-05-07,12.31617
2023-05-08,30.14705
2023-05-09,34.19117
2023-05-10,29.77941
2023-05-11,27.75735
2023-05-12,28.30882
2023-05-13,15.625
2023-05-14,10.66176
2023-05-15,29.41176
2023-05-16,32.72058
2023-05-17,22.42647
2023-05-18,21.69117
2023-05-19,25.36764
2023-05-20,12.68382
2023-05-21,13.05147
2023-05-22,29.59558
2023-05-23,34.74264
2023-05-24,36.39705
2023-05-25,24.2647
2023-05-26,29.59558
2023-05-27,9.19117
2023-05-28,10.11029
2023-05-29,15.625
2023-05-30,23.52941
2023-05-31,23.89705
2023-06-01,20.40441
2023-06-02,19.85294
