date,금팔때시세
2020-03-20,17.3796
2020-03-21,10.35781
2020-03-22,7.9096
2020-03-23,15.28114
2020-03-24,18.1867
2020-03-25,19.82781
2020-03-26,17.46031
2020-03-27,14.25881
2020-03-28,10.73446
2020-03-29,7.99031
2020-03-30,13.04815
2020-03-31,13.58622
2020-04-01,13.18267
2020-04-02,11.43395
2020-04-03,12.18724
2020-04-04,9.81974
2020-04-05,7.07559
2020-04-06,14.12429
2020-04-07,15.44256
2020-04-08,16.33037
2020-04-09,14.01668
2020-04-10,21.14608
2020-04-11,13.96287
2020-04-12,28.00645
2020-04-13,38.06833
2020-04-14,44.65967
2020-04-15,29.45924
2020-04-16,32.84907
2020-04-17,33.73688
2020-04-18,24.40139
2020-04-19,19.07452
2020-04-20,23.54048
2020-04-21,28.43691
2020-04-22,27.73742
2020-04-23,29.9435
2020-04-24,34.00591
2020-04-25,23.54048
2020-04-26,23.54048
2020-04-27,45.33225
2020-04-28,32.63384
2020-04-29,27.33387
2020-04-30,21.95318
2020-05-01,18.75168
2020-05-02,16.97605
2020-05-03,16.5456
2020-05-04,23.59429
2020-05-05,24.23997
2020-05-06,36.10438
2020-05-07,25.18159
2020-05-08,22.81409
2020-05-09,18.32122
2020-05-10,14.01668
2020-05-11,23.05622
2020-05-12,18.83239
2020-05-13,20.74253
2020-05-14,21.2806
2020-05-15,20.98466
2020-05-16,14.42023
2020-05-17,12.37557
2020-05-18,31.28867
2020-05-19,31.79983
2020-05-20,26.8227
2020-05-21,25.12779
2020-05-22,24.80495
2020-05-23,17.62173
2020-05-24,16.38418
2020-05-25,23.89023
2020-05-26,20.5004
2020-05-27,20.17756
2020-05-28,20.33898
2020-05-29,20.25827
2020-05-30,12.6715
2020-05-31,14.33952
2020-06-01,17.59483
2020-06-02,18.32122
2020-06-03,18.10599
2020-06-04,16.84153
2020-06-05,13.88216
2020-06-06,11.54156
2020-06-07,11.11111
2020-06-08,15.84611
2020-06-09,14.85068
2020-06-10,14.74307
2020-06-11,16.22276
2020-06-12,16.16895
2020-06-13,10.304
2020-06-14,8.63599
2020-06-15,17.59483
2020-06-16,16.16895
2020-06-17,15.46946
2020-06-18,12.75221
2020-06-19,12.51008
2020-06-20,10.16949
2020-06-21,9.44309
2020-06-22,17.83696
2020-06-23,19.66639
2020-06-24,16.24966
2020-06-25,16.81463
2020-06-26,13.82835
2020-06-27,10.14258
2020-06-28,9.81974
2020-06-29,17.3258
2020-06-30,15.8192
2020-07-01,21.52273
2020-07-02,19.12832
2020-07-03,15.73849
2020-07-04,10.51923
2020-07-05,13.66693
2020-07-06,20.74253
2020-07-07,17.64864
2020-07-08,19.42426
2020-07-09,20.90395
2020-07-10,17.62173
2020-07-11,11.48775
2020-07-12,11.27253
2020-07-13,24.26688
2020-07-14,40.30131
2020-07-15,32.39171
2020-07-16,26.33844
2020-07-17,23.99784
2020-07-18,18.75168
2020-07-19,15.65778
2020-07-20,22.841
2020-07-21,23.29835
2020-07-22,31.63841
2020-07-23,35.24347
2020-07-24,43.71805
2020-07-25,60.20984
2020-07-26,27.81813
2020-07-27,68.20016
2020-07-28,98.11676
2020-07-29,100.0
2020-07-30,52.56927
2020-07-31,50.79365
2020-08-01,33.79069
2020-08-02,25.39682
2020-08-03,45.09012
2020-08-04,41.53887
2020-08-05,87.03255
2020-08-06,58.94538
2020-08-07,56.09362
2020-08-08,34.62469
2020-08-09,26.98412
2020-08-10,44.36373
2020-08-11,39.35969
2020-08-12,52.8114
2020-08-13,36.07748
2020-08-14,29.78208
2020-08-15,19.96233
2020-08-16,16.78773
2020-08-17,21.03847
2020-08-18,35.37799
2020-08-19,28.11407
2020-08-20,24.50901
2020-08-21,22.92171
2020-08-22,14.74307
2020-08-23,13.34409
2020-08-24,21.68415
2020-08-25,20.58111
2020-08-26,20.5004
2020-08-27,21.98009
2020-08-28,18.1598
2020-08-29,13.15577
2020-08-30,14.01668
2020-08-31,21.03847
2020-09-01,20.41969
2020-09-02,17.86386
2020-09-03,16.84153
2020-09-04,16.51869
2020-09-05,12.10653
2020-09-06,12.56389
2020-09-07,17.3796
2020-09-08,16.03443
2020-09-09,15.55017
2020-09-10,16.38418
2020-09-11,16.38418
2020-09-12,10.2502
2020-09-13,10.16949
2020-09-14,16.94915
2020-09-15,17.00295
2020-09-16,14.63545
2020-09-17,12.94054
2020-09-18,12.56389
2020-09-19,10.70755
2020-09-20,8.42076
2020-09-21,15.0121
2020-09-22,14.63545
2020-09-23,12.96744
2020-09-24,14.66236
2020-09-25,13.26338
2020-09-26,7.72128
2020-09-27,7.99031
2020-09-28,12.48318
2020-09-29,11.48775
2020-09-30,7.31772
2020-10-01,7.47914
2020-10-02,6.18778
2020-10-03,7.50605
2020-10-04,7.9365
2020-10-05,14.85068
2020-10-06,13.07506
2020-10-07,11.29943
2020-10-08,11.0842
2020-10-09,8.07102
2020-10-10,7.9096
2020-10-11,7.82889
2020-10-12,14.58165
2020-10-13,11.56846
2020-10-14,11.19182
2020-10-15,12.42937
2020-10-16,10.68065
2020-10-17,8.58218
2020-10-18,6.69895
2020-10-19,13.58622
2020-10-20,12.6177
2020-10-21,13.50551
2020-10-22,12.59079
2020-10-23,10.94969
2020-10-24,7.53295
2020-10-25,6.75275
2020-10-26,12.05273
2020-10-27,12.24105
2020-10-28,11.51466
2020-10-29,11.99892
2020-10-30,11.51466
2020-10-31,8.07102
2020-11-01,7.47914
2020-11-02,11.21872
2020-11-03,11.11111
2020-11-04,11.48775
2020-11-05,13.07506
2020-11-06,13.93596
2020-11-07,8.58218
2020-11-08,7.9096
2020-11-09,13.93596
2020-11-10,13.98977
2020-11-11,12.96744
2020-11-12,11.54156
2020-11-13,10.62684
2020-11-14,9.55071
2020-11-15,6.53753
2020-11-16,11.72988
2020-11-17,12.99435
2020-11-18,11.0842
2020-11-19,9.95426
2020-11-20,11.0842
2020-11-21,6.86037
2020-11-22,7.96341
2020-11-23,12.51008
2020-11-24,11.67608
2020-11-25,11.13801
2020-11-26,10.97659
2020-11-27,9.73903
2020-11-28,7.23701
2020-11-29,6.91417
2020-11-30,10.76136
2020-12-01,9.09335
2020-12-02,11.8375
2020-12-03,9.81974
2020-12-04,9.57761
2020-12-05,6.21468
2020-12-06,6.21468
2020-12-07,9.65832
2020-12-08,9.84665
2020-12-09,8.79741
2020-12-10,9.4969
2020-12-11,8.6898
2020-12-12,6.42991
2020-12-13,5.91875
2020-12-14,9.36238
2020-12-15,10.51923
2020-12-16,9.44309
2020-12-17,8.87812
2020-12-18,9.81974
2020-12-19,7.42534
2020-12-20,6.56443
2020-12-21,11.48775
2020-12-22,9.55071
2020-12-23,8.20554
2020-12-24,10.06187
2020-12-25,6.80656
2020-12-26,6.48372
2020-12-27,7.42534
2020-12-28,12.80602
2020-12-29,11.29943
2020-12-30,10.73446
2020-12-31,9.36238
2021-01-01,8.93193
2021-01-02,7.99031
2021-01-03,9.60451
2021-01-04,15.33494
2021-01-05,16.03443
2021-01-06,13.53241
2021-01-07,11.21872
2021-01-08,10.78827
2021-01-09,9.55071
2021-01-10,9.30858
2021-01-11,12.32176
2021-01-12,12.21415
2021-01-13,11.81059
2021-01-14,11.13801
2021-01-15,11.67608
2021-01-16,8.90503
2021-01-17,8.44767
2021-01-18,10.65375
2021-01-19,11.21872
2021-01-20,10.94969
2021-01-21,10.62684
2021-01-22,10.54613
2021-01-23,7.72128
2021-01-24,7.58676
2021-01-25,10.92278
2021-01-26,11.27253
2021-01-27,8.28625
2021-01-28,8.63599
2021-01-29,9.44309
2021-01-30,7.45224
2021-01-31,7.72128
2021-02-01,12.07963
2021-02-02,12.16034
2021-02-03,10.08878
2021-02-04,9.90045
2021-02-05,9.30858
2021-02-06,6.94108
2021-02-07,6.45682
2021-02-08,9.98116
2021-02-09,9.09335
2021-02-10,8.55528
2021-02-11,5.11164
2021-02-12,6.45682
2021-02-13,6.40301
2021-02-14,7.9096
2021-02-15,11.32633
2021-02-16,9.95426
2021-02-17,10.33091
2021-02-18,9.28167
2021-02-19,9.30858
2021-02-20,7.72128
2021-02-21,7.53295
2021-02-22,10.46542
2021-02-23,11.38014
2021-02-24,9.06645
2021-02-25,9.60451
2021-02-26,8.55528
2021-02-27,7.61366
2021-02-28,6.45682
2021-03-01,6.83346
2021-03-02,9.17406
2021-03-03,8.17863
2021-03-04,8.42076
2021-03-05,8.12483
2021-03-06,7.04869
2021-03-07,6.29539
2021-03-08,9.14716
2021-03-09,7.8827
2021-03-10,7.02179
2021-03-11,8.31315
2021-03-12,7.1563
2021-03-13,5.97255
2021-03-14,6.16088
2021-03-15,8.36696
2021-03-16,7.77508
2021-03-17,7.9096
2021-03-18,6.88727
2021-03-19,6.99488
2021-03-20,4.95022
2021-03-21,5.46139
2021-03-22,8.23244
2021-03-23,7.50605
2021-03-24,7.9096
2021-03-25,8.63599
2021-03-26,6.59133
2021-03-27,5.89184
2021-03-28,5.81113
2021-03-29,8.09792
2021-03-30,8.17863
2021-03-31,9.30858
2021-04-01,7.37153
2021-04-02,8.63599
2021-04-03,7.1025
2021-04-04,5.11164
2021-04-05,8.77051
2021-04-06,7.26392
2021-04-07,7.39843
2021-04-08,7.29082
2021-04-09,7.9365
2021-04-10,5.99946
2021-04-11,5.67662
2021-04-12,8.09792
2021-04-13,8.07102
2021-04-14,7.9096
2021-04-15,8.04412
2021-04-16,8.36696
2021-04-17,7.55986
2021-04-18,5.35377
2021-04-19,6.91417
2021-04-20,8.12483
2021-04-21,8.93193
2021-04-22,7.85579
2021-04-23,7.61366
2021-04-24,5.97255
2021-04-25,6.10707
2021-04-26,8.34005
2021-04-27,8.01721
2021-04-28,7.85579
2021-04-29,7.9365
2021-04-30,6.86037
2021-05-01,5.5421
2021-05-02,4.95022
2021-05-03,8.12483
2021-05-04,6.99488
2021-05-05,6.96798
2021-05-06,7.26392
2021-05-07,8.52838
2021-05-08,6.72585
2021-05-09,6.42991
2021-05-10,8.50147
2021-05-11,9.65832
2021-05-12,8.7167
2021-05-13,8.77051
2021-05-14,8.85122
2021-05-15,6.83346
2021-05-16,5.48829
2021-05-17,10.54613
2021-05-18,10.57304
2021-05-19,12.42937
2021-05-20,13.34409
2021-05-21,11.38014
2021-05-22,7.99031
2021-05-23,7.45224
2021-05-24,13.3979
2021-05-25,10.22329
2021-05-26,11.24562
2021-05-27,11.24562
2021-05-28,7.77508
2021-05-29,6.72585
2021-05-30,6.72585
2021-05-31,12.99435
2021-06-01,11.13801
2021-06-02,11.91821
2021-06-03,10.46542
2021-06-04,9.68523
2021-06-05,7.8827
2021-06-06,6.51062
2021-06-07,9.36238
2021-06-08,9.95426
2021-06-09,10.19639
2021-06-10,8.6629
2021-06-11,8.85122
2021-06-12,7.02179
2021-06-13,7.1563
2021-06-14,9.87355
2021-06-15,9.65832
2021-06-16,10.51923
2021-06-17,8.60909
2021-06-18,7.31772
2021-06-19,5.91875
2021-06-20,5.94565
2021-06-21,9.44309
2021-06-22,9.17406
2021-06-23,8.98574
2021-06-24,8.79741
2021-06-25,7.66747
2021-06-26,5.91875
2021-06-27,5.43449
2021-06-28,9.65832
2021-06-29,9.47
2021-06-30,9.30858
2021-07-01,6.94108
2021-07-02,7.1025
2021-07-03,6.42991
2021-07-04,5.43449
2021-07-05,6.88727
2021-07-06,6.67204
2021-07-07,7.58676
2021-07-08,7.50605
2021-07-09,7.72128
2021-07-10,6.13397
2021-07-11,5.75733
2021-07-12,8.42076
2021-07-13,7.23701
2021-07-14,8.60909
2021-07-15,8.25934
2021-07-16,7.34463
