date,금한돈가격
2020-09-04,10.06586
2020-09-05,8.04696
2020-09-06,8.16151
2020-09-07,9.65063
2020-09-08,8.3906
2020-09-09,8.17583
2020-09-10,8.14719
2020-09-11,7.63172
2020-09-12,6.09965
2020-09-13,6.41466
2020-09-14,7.05899
2020-09-15,7.35967
2020-09-16,7.67468
2020-09-17,7.4599
2020-09-18,7.83218
2020-09-19,6.31443
2020-09-20,5.26918
2020-09-21,7.11626
2020-09-22,6.17124
2020-09-23,7.8465
2020-09-24,8.49083
2020-09-25,8.33333
2020-09-26,5.56987
2020-09-27,5.06872
2020-09-28,6.78694
2020-09-29,6.45761
2020-09-30,6.22852
2020-10-01,7.90378
2020-10-02,6.11397
2020-10-03,6.58648
2020-10-04,6.15693
2020-10-05,7.48854
2020-10-06,7.40263
2020-10-07,6.3717
2020-10-08,6.67239
2020-10-09,5.55555
2020-10-10,4.98281
2020-10-11,4.95418
2020-10-12,6.09965
2020-10-13,5.59851
2020-10-14,6.57216
2020-10-15,6.28579
2020-10-16,6.34306
2020-10-17,6.17124
2020-10-18,5.26918
2020-10-19,6.3717
2020-10-20,6.64375
2020-10-21,6.07101
2020-10-22,6.87285
2020-10-23,6.44329
2020-10-24,5.72737
2020-10-25,4.88258
2020-10-26,6.25715
2020-10-27,6.22852
2020-10-28,6.58648
2020-10-29,6.88717
2020-10-30,9.26403
2020-10-31,6.45761
2020-11-01,5.126
2020-11-02,6.81557
2020-11-03,6.32875
2020-11-04,7.27376
2020-11-05,7.67468
2020-11-06,9.57903
2020-11-07,6.88717
2020-11-08,6.09965
2020-11-09,7.4599
2020-11-10,9.59335
2020-11-11,8.06128
2020-11-12,8.04696
2020-11-13,8.73424
2020-11-14,6.19988
2020-11-15,6.32875
2020-11-16,8.44788
2020-11-17,7.87514
2020-11-18,7.76059
2020-11-19,7.23081
2020-11-20,7.07331
2020-11-21,6.18556
2020-11-22,6.15693
2020-11-23,7.48854
2020-11-24,6.94444
2020-11-25,7.98969
2020-11-26,8.49083
2020-11-27,8.14719
2020-11-28,10.7961
2020-11-29,7.61741
2020-11-30,10.43814
2020-12-01,8.80584
2020-12-02,14.46162
2020-12-03,10.15177
2020-12-04,10.7961
2020-12-05,6.3717
2020-12-06,7.83218
2020-12-07,15.16323
2020-12-08,11.62657
2020-12-09,9.06357
2020-12-10,9.1638
2020-12-11,9.27835
2020-12-12,7.37399
2020-12-13,5.9851
2020-12-14,8.59106
2020-12-15,7.5315
2020-12-16,7.88946
2020-12-17,7.77491
2020-12-18,8.97766
2020-12-19,8.03264
2020-12-20,7.00171
2020-12-21,8.64833
2020-12-22,8.29037
2020-12-23,8.2331
2020-12-24,8.47651
2020-12-25,6.5292
2020-12-26,6.68671
2020-12-27,6.40034
2020-12-28,8.06128
2020-12-29,7.90378
2020-12-30,8.27605
2020-12-31,6.71534
2021-01-01,11.42611
2021-01-02,7.54581
2021-01-03,9.12084
2021-01-04,8.59106
2021-01-05,8.6197
2021-01-06,8.60538
2021-01-07,7.21649
2021-01-08,6.27147
2021-01-09,6.67239
2021-01-10,6.95876
2021-01-11,6.82989
2021-01-12,6.80126
2021-01-13,6.72966
2021-01-14,6.97308
2021-01-15,5.68442
2021-01-16,6.08533
2021-01-17,10.42382
2021-01-18,8.3906
2021-01-19,6.97308
2021-01-20,7.74627
2021-01-21,7.43127
2021-01-22,7.78923
2021-01-23,6.42898
2021-01-24,8.16151
2021-01-25,8.13287
2021-01-26,8.11855
2021-01-27,7.18785
2021-01-28,7.51718
2021-01-29,8.16151
2021-01-30,6.67239
2021-01-31,7.00171
2021-02-01,7.60309
2021-02-02,7.01603
2021-02-03,6.47193
2021-02-04,6.0567
2021-02-05,7.43127
2021-02-06,5.41237
2021-02-07,6.85853
2021-02-08,6.97308
2021-02-09,7.48854
2021-02-10,8.10423
2021-02-11,5.6701
2021-02-12,7.54581
2021-02-13,7.8465
2021-02-14,8.43356
2021-02-15,9.13516
2021-02-16,8.27605
2021-02-17,8.66265
2021-02-18,8.84879
2021-02-19,21.80698
2021-02-20,12.4284
2021-02-21,10.252
2021-02-22,10.32359
2021-02-23,9.95131
2021-02-24,8.79152
2021-02-25,8.14719
2021-02-26,8.57674
2021-02-27,7.40263
2021-02-28,7.91809
2021-03-01,6.54352
2021-03-02,8.14719
2021-03-03,10.50973
2021-03-04,11.91294
2021-03-05,9.1638
2021-03-06,9.13516
2021-03-07,8.40492
2021-03-08,8.80584
2021-03-09,7.70332
2021-03-10,7.33104
2021-03-11,10.81042
2021-03-12,8.27605
2021-03-13,7.33104
2021-03-14,8.40492
2021-03-15,7.88946
2021-03-16,7.43127
2021-03-17,7.11626
2021-03-18,7.91809
2021-03-19,7.25945
2021-03-20,6.78694
2021-03-21,4.82531
2021-03-22,6.90148
2021-03-23,5.58419
2021-03-24,5.34077
2021-03-25,5.95647
2021-03-26,5.15463
2021-03-27,4.7394
2021-03-28,5.441
2021-03-29,5.87056
2021-03-30,5.24054
2021-03-31,5.42668
2021-04-01,5.02577
2021-04-02,6.61512
2021-04-03,5.06872
2021-04-04,4.65349
2021-04-05,5.26918
2021-04-06,5.38373
2021-04-07,4.41008
2021-04-08,4.8969
2021-04-09,4.92554
2021-04-10,4.63917
2021-04-11,5.39805
2021-04-12,4.92554
2021-04-13,5.441
2021-04-14,4.82531
2021-04-15,5.29782
2021-04-16,4.99713
2021-04-17,4.56758
2021-04-18,3.70847
2021-04-19,4.32416
2021-04-20,4.71076
2021-04-21,4.69644
2021-04-22,5.22623
2021-04-23,5.441
2021-04-24,4.16666
2021-04-25,4.83963
2021-04-26,5.05441
2021-04-27,5.16895
2021-04-28,4.93986
2021-04-29,4.3528
2021-04-30,5.35509
2021-05-01,4.7394
2021-05-02,4.71076
2021-05-03,5.19759
2021-05-04,5.34077
2021-05-05,4.75372
2021-05-06,4.81099
2021-05-07,4.78235
2021-05-08,5.25486
2021-05-09,4.16666
2021-05-10,4.62485
2021-05-11,4.49599
2021-05-12,4.59621
2021-05-13,4.95418
2021-05-14,4.0378
2021-05-15,4.0378
2021-05-16,3.73711
2021-05-17,4.83963
2021-05-18,4.99713
2021-05-19,7.38831
2021-05-20,6.98739
2021-05-21,5.75601
2021-05-22,5.05441
2021-05-23,4.91122
2021-05-24,6.88717
2021-05-25,6.11397
2021-05-26,6.0567
2021-05-27,6.58648
2021-05-28,5.441
2021-05-29,5.05441
2021-05-30,4.38144
2021-05-31,5.5126
2021-06-01,5.34077
2021-06-02,5.05441
2021-06-03,5.99942
2021-06-04,4.1953
2021-06-05,4.25257
2021-06-06,4.30985
2021-06-07,4.62485
2021-06-08,5.15463
2021-06-09,4.63917
2021-06-10,4.8969
2021-06-11,4.65349
2021-06-12,4.02348
2021-06-13,3.9662
2021-06-14,4.08075
2021-06-15,4.83963
2021-06-16,4.05211
2021-06-17,4.5103
2021-06-18,5.19759
2021-06-19,4.00916
2021-06-20,3.60824
2021-06-21,4.83963
2021-06-22,4.26689
2021-06-23,4.26689
2021-06-24,4.08075
2021-06-25,4.33848
2021-06-26,3.60824
2021-06-27,3.66552
2021-06-28,4.09507
2021-06-29,4.72508
2021-06-30,4.86827
2021-07-01,4.43871
2021-07-02,5.42668
2021-07-03,5.06872
2021-07-04,3.95189
2021-07-05,4.91122
2021-07-06,4.41008
2021-07-07,4.05211
2021-07-08,4.32416
2021-07-09,4.7394
2021-07-10,4.08075
2021-07-11,6.22852
2021-07-12,4.66781
2021-07-13,4.79667
2021-07-14,4.78235
2021-07-15,4.46735
2021-07-16,4.61053
2021-07-17,4.92554
2021-07-18,6.35738
2021-07-19,5.01145
2021-07-20,4.7394
2021-07-21,4.39576
2021-07-22,4.32416
2021-07-23,3.99484
2021-07-24,4.32416
2021-07-25,3.50801
2021-07-26,3.69415
2021-07-27,4.48167
2021-07-28,4.36712
2021-07-29,5.15463
2021-07-30,5.64146
2021-07-31,4.26689
2021-08-01,4.10939
2021-08-02,4.8969
2021-08-03,4.5103
2021-08-04,5.24054
2021-08-05,5.26918
2021-08-06,4.75372
2021-08-07,5.48396
2021-08-08,4.52462
2021-08-09,5.5126
2021-08-10,5.49828
2021-08-11,7.87514
2021-08-12,8.40492
2021-08-13,5.69873
2021-08-14,5.71305
2021-08-15,4.88258
2021-08-16,4.49599
2021-08-17,4.99713
2021-08-18,5.05441
2021-08-19,5.6701
2021-08-20,5.24054
2021-08-21,4.98281
2021-08-22,4.09507
2021-08-23,5.9851
2021-08-24,4.71076
2021-08-25,4.85395
2021-08-26,5.39805
2021-08-27,4.91122
2021-08-28,4.1953
2021-08-29,6.07101
2021-08-30,5.11168
2021-08-31,5.2835
2021-09-01,4.56758
2021-09-02,4.63917
2021-09-03,4.53894
2021-09-04,4.25257
2021-09-05,4.18098
2021-09-06,5.126
2021-09-07,4.66781
2021-09-08,4.7394
2021-09-09,5.39805
2021-09-10,4.5819
2021-09-11,4.63917
2021-09-12,4.05211
2021-09-13,3.86597
2021-09-14,4.43871
2021-09-15,4.69644
2021-09-16,5.15463
2021-09-17,5.14032
2021-09-18,5.21191
2021-09-19,3.43642
2021-09-20,3.39347
2021-09-21,3.90893
2021-09-22,5.14032
2021-09-23,4.55326
2021-09-24,4.8969
2021-09-25,5.42668
2021-09-26,4.1953
2021-09-27,4.16666
2021-09-28,4.3528
2021-09-29,4.43871
2021-09-30,3.90893
2021-10-01,4.29553
2021-10-02,4.09507
2021-10-03,3.98052
2021-10-04,4.39576
2021-10-05,4.83963
2021-10-06,4.33848
2021-10-07,3.90893
2021-10-08,3.92325
2021-10-09,3.90893
2021-10-10,3.73711
2021-10-11,4.05211
2021-10-12,4.05211
2021-10-13,4.29553
2021-10-14,4.53894
2021-10-15,4.61053
2021-10-16,3.93757
2021-10-17,3.43642
2021-10-18,4.06643
2021-10-19,4.06643
2021-10-20,3.78006
2021-10-21,4.20962
2021-10-22,4.20962
2021-10-23,4.00916
2021-10-24,3.49369
2021-10-25,4.88258
2021-10-26,4.26689
2021-10-27,3.55097
2021-10-28,4.43871
2021-10-29,3.90893
2021-10-30,3.93757
2021-10-31,2.93528
2021-11-01,3.86597
2021-11-02,3.59392
2021-11-03,3.98052
2021-11-04,3.99484
2021-11-05,4.26689
2021-11-06,3.55097
2021-11-07,3.47938
2021-11-08,4.09507
2021-11-09,4.39576
2021-11-10,4.29553
2021-11-11,4.66781
2021-11-12,4.49599
2021-11-13,4.23825
2021-11-14,3.63688
2021-11-15,4.52462
2021-11-16,6.11397
2021-11-17,6.02806
2021-11-18,5.58419
2021-11-19,5.21191
2021-11-20,4.62485
2021-11-21,4.1953
2021-11-22,4.99713
2021-11-23,4.93986
2021-11-24,4.41008
2021-11-25,4.61053
2021-11-26,4.72508
2021-11-27,4.61053
2021-11-28,4.95418
2021-11-29,5.81328
2021-11-30,5.87056
2021-12-01,5.26918
2021-12-02,5.09736
2021-12-03,4.91122
2021-12-04,4.45303
2021-12-05,3.57961
2021-12-06,4.78235
2021-12-07,4.49599
2021-12-08,4.55326
2021-12-09,5.2835
2021-12-10,5.14032
2021-12-11,4.8969
2021-12-12,4.46735
2021-12-13,4.49599
2021-12-14,3.8087
2021-12-15,5.25486
2021-12-16,5.32646
2021-12-17,4.00916
2021-12-18,4.38144
2021-12-19,4.25257
2021-12-20,4.61053
2021-12-21,4.92554
2021-12-22,4.63917
2021-12-23,5.11168
2021-12-24,5.18327
2021-12-25,3.89461
2021-12-26,3.9662
2021-12-27,4.93986
2021-12-28,5.14032
2021-12-29,5.64146
2021-12-30,4.76804
2021-12-31,7.67468
2022-01-01,7.70332
2022-01-02,6.32875
2022-01-03,7.07331
2022-01-04,5.74169
2022-01-05,6.31443
2022-01-06,6.0567
2022-01-07,5.87056
2022-01-08,5.78465
2022-01-09,5.15463
2022-01-10,6.14261
2022-01-11,8.14719
2022-01-12,6.28579
2022-01-13,5.72737
2022-01-14,5.54123
2022-01-15,5.97079
2022-01-16,5.85624
2022-01-17,5.441
2022-01-18,5.5126
2022-01-19,4.8969
2022-01-20,5.81328
2022-01-21,5.48396
2022-01-22,6.17124
2022-01-23,8.36197
2022-01-24,6.14261
2022-01-25,6.31443
2022-01-26,5.5126
2022-01-27,5.79896
2022-01-28,5.84192
2022-01-29,5.41237
2022-01-30,5.41237
2022-01-31,4.25257
2022-02-01,6.94444
2022-02-02,5.59851
2022-02-03,6.02806
2022-02-04,5.97079
2022-02-05,6.22852
2022-02-06,6.55784
2022-02-07,6.12829
2022-02-08,6.61512
2022-02-09,7.23081
2022-02-10,6.01374
2022-02-11,5.95647
2022-02-12,6.65807
2022-02-13,5.25486
2022-02-14,6.77262
2022-02-15,10.39518
2022-02-16,7.4599
2022-02-17,6.12829
2022-02-18,7.10194
2022-02-19,6.07101
2022-02-20,5.45532
2022-02-21,6.38602
2022-02-22,7.50286
2022-02-23,7.97537
2022-02-24,13.83161
2022-02-25,10.43814
2022-02-26,6.57216
2022-02-27,7.31672
2022-02-28,7.76059
2022-03-01,6.68671
2022-03-02,7.88946
2022-03-03,7.07331
2022-03-04,7.10194
2022-03-05,7.17353
2022-03-06,10.13745
2022-03-07,10.12313
2022-03-08,11.38316
2022-03-09,7.43127
2022-03-10,6.84421
2022-03-11,7.21649
2022-03-12,6.50057
2022-03-13,5.64146
2022-03-14,7.40263
2022-03-15,6.95876
2022-03-16,7.25945
2022-03-17,6.54352
2022-03-18,6.17124
2022-03-19,5.72737
2022-03-20,4.69644
2022-03-21,5.16895
2022-03-22,5.05441
2022-03-23,5.29782
2022-03-24,5.49828
2022-03-25,6.2142
2022-03-26,5.56987
2022-03-27,4.65349
2022-03-28,5.441
2022-03-29,5.02577
2022-03-30,5.32646
2022-03-31,4.95418
2022-04-01,5.54123
2022-04-02,3.92325
2022-04-03,3.90893
2022-04-04,4.79667
2022-04-05,5.69873
2022-04-06,5.18327
2022-04-07,4.56758
2022-04-08,4.92554
2022-04-09,4.72508
2022-04-10,3.72279
2022-04-11,4.7394
2022-04-12,4.49599
2022-04-13,5.31214
2022-04-14,5.18327
2022-04-15,5.62714
2022-04-16,4.20962
2022-04-17,4.13802
2022-04-18,5.22623
2022-04-19,5.19759
2022-04-20,6.50057
2022-04-21,5.21191
2022-04-22,4.99713
2022-04-23,4.61053
2022-04-24,4.78235
2022-04-25,6.0567
2022-04-26,5.5126
2022-04-27,5.56987
2022-04-28,6.01374
2022-04-29,5.49828
2022-04-30,5.38373
2022-05-01,4.5819
2022-05-02,5.61282
2022-05-03,5.79896
2022-05-04,5.78465
2022-05-05,5.54123
2022-05-06,5.5126
2022-05-07,4.8969
2022-05-08,4.83963
2022-05-09,5.6701
2022-05-10,4.81099
2022-05-11,5.77033
2022-05-12,6.3717
2022-05-13,5.55555
2022-05-14,5.18327
2022-05-15,4.88258
2022-05-16,5.55555
2022-05-17,6.2142
2022-05-18,5.45532
2022-05-19,5.71305
2022-05-20,4.95418
2022-05-21,4.79667
2022-05-22,3.99484
2022-05-23,4.88258
2022-05-24,5.19759
2022-05-25,5.8276
2022-05-26,4.8969
2022-05-27,5.19759
2022-05-28,4.41008
2022-05-29,4.10939
2022-05-30,4.7394
2022-05-31,4.68213
2022-06-01,4.39576
2022-06-02,5.41237
2022-06-03,4.7394
2022-06-04,4.86827
2022-06-05,3.88029
2022-06-06,5.11168
2022-06-07,5.5126
2022-06-08,5.61282
2022-06-09,5.05441
2022-06-10,4.55326
2022-06-11,4.23825
2022-06-12,4.20962
2022-06-13,5.71305
2022-06-14,5.94215
2022-06-15,6.47193
2022-06-16,5.31214
2022-06-17,5.74169
2022-06-18,4.36712
2022-06-19,3.79438
2022-06-20,4.88258
2022-06-21,3.40778
2022-06-22,4.79667
2022-06-23,5.15463
2022-06-24,4.76804
2022-06-25,3.99484
2022-06-26,4.43871
2022-06-27,5.45532
2022-06-28,5.02577
2022-06-29,5.08304
2022-06-30,4.30985
2022-07-01,4.85395
2022-07-02,4.92554
2022-07-03,3.98052
2022-07-04,4.59621
2022-07-05,4.7394
2022-07-06,6.54352
2022-07-07,5.39805
2022-07-08,5.56987
2022-07-09,5.24054
2022-07-10,4.62485
2022-07-11,5.5126
2022-07-12,5.75601
2022-07-13,5.59851
2022-07-14,5.97079
2022-07-15,5.94215
2022-07-16,5.15463
2022-07-17,5.02577
2022-07-18,5.61282
2022-07-19,4.46735
2022-07-20,5.18327
2022-07-21,5.68442
2022-07-22,5.441
2022-07-23,5.14032
2022-07-24,4.81099
2022-07-25,8.06128
2022-07-26,10.13745
2022-07-27,5.18327
2022-07-28,6.42898
2022-07-29,5.48396
2022-07-30,5.08304
2022-07-31,4.95418
2022-08-01,5.26918
2022-08-02,5.8276
2022-08-03,5.18327
2022-08-04,4.99713
2022-08-05,4.88258
2022-08-06,5.39805
2022-08-07,5.18327
2022-08-08,4.95418
2022-08-09,4.78235
2022-08-10,4.98281
2022-08-11,5.89919
2022-08-12,5.11168
2022-08-13,4.93986
2022-08-14,4.46735
2022-08-15,4.45303
2022-08-16,5.61282
2022-08-17,5.72737
2022-08-18,4.63917
2022-08-19,4.61053
2022-08-20,4.30985
2022-08-21,4.10939
2022-08-22,5.48396
2022-08-23,4.96849
2022-08-24,5.39805
2022-08-25,4.68213
2022-08-26,4.61053
2022-08-27,4.5819
2022-08-28,4.00916
2022-08-29,4.61053
2022-08-30,5.25486
2022-08-31,5.11168
2022-09-01,4.78235
2022-09-02,4.68213
2022-09-03,3.90893
2022-09-04,4.12371
2022-09-05,4.36712
2022-09-06,4.15234
2022-09-07,4.88258
2022-09-08,4.22394
2022-09-09,4.16666
2022-09-10,4.92554
2022-09-11,5.58419
2022-09-12,5.58419
2022-09-13,6.25715
2022-09-14,6.0567
2022-09-15,6.19988
2022-09-16,5.79896
2022-09-17,4.63917
2022-09-18,4.41008
2022-09-19,5.22623
2022-09-20,5.9851
2022-09-21,8.90607
2022-09-22,6.27147
2022-09-23,6.17124
2022-09-24,6.02806
2022-09-25,5.29782
2022-09-26,5.95647
2022-09-27,6.27147
2022-09-28,6.35738
2022-09-29,5.71305
2022-09-30,18.91466
2022-10-01,28.62256
2022-10-02,29.8969
2022-10-03,31.64375
2022-10-04,34.99427
2022-10-05,31.94444
2022-10-06,28.52233
2022-10-07,29.79667
2022-10-08,27.03321
2022-10-09,24.29839
2022-10-10,28.95189
2022-10-11,75.57273
2022-10-12,63.67411
2022-10-13,39.93413
2022-10-14,37.90091
2022-10-15,31.72966
2022-10-16,28.47938
2022-10-17,33.004
2022-10-18,31.81557
2022-10-19,34.57903
2022-10-20,31.71534
2022-10-21,28.6512
2022-10-22,28.76575
2022-10-23,23.02405
2022-10-24,32.17353
2022-10-25,31.95876
2022-10-26,27.00458
2022-10-27,28.25028
2022-10-28,25.5441
2022-10-29,25.74455
2022-10-30,19.34421
2022-10-31,25.63001
2022-11-01,31.85853
2022-11-02,32.86082
2022-11-03,30.68442
2022-11-04,31.30011
2022-11-05,27.76345
2022-11-06,24.08361
2022-11-07,29.36712
2022-11-08,29.12371
2022-11-09,28.78006
2022-11-10,29.42439
2022-11-11,32.80355
2022-11-12,27.66323
2022-11-13,24.05498
2022-11-14,29.8969
2022-11-15,27.1764
2022-11-16,26.74684
2022-11-17,27.31958
2022-11-18,26.97594
2022-11-19,25.24341
2022-11-20,24.72794
2022-11-21,29.39576
2022-11-22,26.43184
2022-11-23,17.19644
2022-11-24,24.71363
2022-11-25,27.878
2022-11-26,25.90206
2022-11-27,23.88316
2022-11-28,27.30526
2022-11-29,26.44616
2022-11-30,25.61569
2022-12-01,27.67754
2022-12-02,31.17124
2022-12-03,22.39404
2022-12-04,22.25085
2022-12-05,27.07617
2022-12-06,29.78235
2022-12-07,28.47938
2022-12-08,28.53665
2022-12-09,26.41752
2022-12-10,24.95704
2022-12-11,25.75887
2022-12-12,27.80641
2022-12-13,28.27892
2022-12-14,27.44845
2022-12-15,27.3339
2022-12-16,29.10939
2022-12-17,27.11912
2022-12-18,25.25773
2022-12-19,27.47709
2022-12-20,28.33619
2022-12-21,27.878
2022-12-22,28.63688
2022-12-23,31.85853
2022-12-24,27.10481
2022-12-25,26.48911
2022-12-26,29.20962
2022-12-27,30.11168
2022-12-28,32.88946
2022-12-29,33.30469
2022-12-30,33.16151
2022-12-31,32.66036
2023-01-01,35.85337
2023-01-02,36.89862
2023-01-03,38.53092
2023-01-04,60.50973
2023-01-05,49.14089
2023-01-06,39.64776
2023-01-07,56.9158
2023-01-08,52.30526
2023-01-09,40.97938
2023-01-10,58.57674
2023-01-11,51.41752
2023-01-12,39.74799
2023-01-13,34.52176
2023-01-14,32.38831
2023-01-15,28.45074
2023-01-16,32.35967
2023-01-17,29.02348
2023-01-18,33.59106
2023-01-19,29.38144
2023-01-20,32.58877
2023-01-21,31.68671
2023-01-22,32.93241
2023-01-23,30.34077
2023-01-24,31.08533
2023-01-25,29.96849
2023-01-26,30.21191
2023-01-27,52.66323
2023-01-28,35.20904
2023-01-29,29.95418
2023-01-30,30.24054
2023-01-31,28.76575
2023-02-01,29.3528
2023-02-02,28.79438
2023-02-03,30.09736
2023-02-04,30.32646
2023-02-05,25.25773
2023-02-06,28.2646
2023-02-07,28.12142
2023-02-08,26.15979
2023-02-09,26.26002
2023-02-10,29.63917
2023-02-11,25.68728
2023-02-12,13.81729
2023-02-13,26.0166
2023-02-14,26.60366
2023-02-15,25.20045
2023-02-16,27.19072
2023-02-17,28.09278
2023-02-18,26.66093
2023-02-19,23.59679
2023-02-20,26.97594
2023-02-21,25.14318
2023-02-22,27.20504
2023-02-23,27.52004
2023-02-24,24.62772
2023-02-25,22.16494
2023-02-26,20.21764
2023-02-27,23.00973
2023-02-28,24.6134
2023-03-01,23.58247
2023-03-02,24.48453
2023-03-03,22.80927
2023-03-04,22.88087
2023-03-05,21.44902
2023-03-06,23.46792
2023-03-07,23.19587
2023-03-08,23.95475
2023-03-09,23.43928
2023-03-10,23.48224
2023-03-11,20.76174
2023-03-12,19.58762
2023-03-13,25.73024
2023-03-14,28.00687
2023-03-15,25.05727
2023-03-16,28.13573
2023-03-17,30.441
2023-03-18,29.15234
2023-03-19,24.28407
2023-03-20,35.50973
2023-03-21,48.26746
2023-03-22,27.80641
2023-03-23,43.92898
2023-03-24,42.38258
2023-03-25,35.85337
2023-03-26,44.71649
2023-03-27,35.52405
2023-03-28,41.80985
2023-03-29,42.15349
2023-03-30,35.22336
2023-03-31,40.42096
2023-04-01,31.35738
2023-04-02,27.90664
2023-04-03,37.95819
2023-04-04,34.5504
2023-04-05,59.39289
2023-04-06,76.76116
2023-04-07,48.92611
2023-04-08,33.99198
2023-04-09,59.96563
2023-04-10,57.33104
2023-04-11,41.89576
2023-04-12,45.30355
2023-04-13,41.49484
2023-04-14,48.15292
2023-04-15,43.4851
2023-04-16,35.60996
2023-04-17,47.79495
2023-04-18,37.09908
2023-04-19,36.51202
2023-04-20,40.97938
2023-04-21,33.63402
2023-04-22,30.11168
2023-04-23,25.8591
2023-04-24,32.33104
2023-04-25,32.20217
2023-04-26,32.86082
2023-04-27,34.30698
2023-04-28,32.74627
2023-04-29,30.29782
2023-04-30,23.72565
2023-05-01,27.86368
2023-05-02,32.41695
2023-05-03,33.66265
2023-05-04,35.28064
2023-05-05,34.29266
2023-05-06,32.4599
2023-05-07,27.19072
2023-05-08,38.94616
2023-05-09,34.75085
2023-05-10,34.96563
2023-05-11,34.76517
2023-05-12,31.18556
2023-05-13,31.68671
2023-05-14,26.37457
2023-05-15,34.79381
2023-05-16,31.0567
2023-05-17,29.8969
2023-05-18,28.06414
2023-05-19,31.90148
2023-05-20,27.27663
2023-05-21,21.30584
2023-05-22,28.50801
2023-05-23,27.3339
2023-05-24,27.94959
2023-05-25,27.83505
2023-05-26,26.26002
2023-05-27,22.22222
2023-05-28,19.75945
2023-05-29,23.92611
