date,채권투자방법
2020-08-20,2.73003
2020-08-21,1.66835
2020-08-22,1.11223
2020-08-23,0.80889
2020-08-24,1.61779
2020-08-25,1.92113
2020-08-26,2.42669
2020-08-27,2.27502
2020-08-28,2.17391
2020-08-29,1.16279
2020-08-30,1.97168
2020-08-31,1.7189
2020-09-01,1.7189
2020-09-02,2.22446
2020-09-03,1.46612
2020-09-04,2.22446
2020-09-05,1.31445
2020-09-06,1.97168
2020-09-07,2.12335
2020-09-08,2.27502
2020-09-09,2.62891
2020-09-10,2.88169
2020-09-11,1.46612
2020-09-12,1.66835
2020-09-13,2.12335
2020-09-14,1.7189
2020-09-15,2.0728
2020-09-16,1.87057
2020-09-17,1.31445
2020-09-18,1.01112
2020-09-19,1.51668
2020-09-20,0.55611
2020-09-21,0.91001
2020-09-22,1.21334
2020-09-23,1.61779
2020-09-24,1.41557
2020-09-25,1.11223
2020-09-26,0.80889
2020-09-27,1.51668
2020-09-28,1.92113
2020-09-29,1.51668
2020-09-30,0.70778
2020-10-01,0.60667
2020-10-02,1.56723
2020-10-03,2.02224
2020-10-04,2.17391
2020-10-05,2.12335
2020-10-06,1.56723
2020-10-07,1.01112
2020-10-08,0.91001
2020-10-09,0.85945
2020-10-10,0.85945
2020-10-11,0.65722
2020-10-12,1.61779
2020-10-13,1.61779
2020-10-14,1.31445
2020-10-15,1.76946
2020-10-16,1.31445
2020-10-17,1.01112
2020-10-18,0.96056
2020-10-19,1.76946
2020-10-20,1.66835
2020-10-21,1.76946
2020-10-22,1.11223
2020-10-23,1.56723
2020-10-24,1.66835
2020-10-25,0.80889
2020-10-26,1.2639
2020-10-27,1.82002
2020-10-28,1.01112
2020-10-29,1.21334
2020-10-30,1.21334
2020-10-31,0.455
2020-11-01,0.85945
2020-11-02,1.36501
2020-11-03,0.80889
2020-11-04,0.91001
2020-11-05,0.25278
2020-11-06,0.55611
2020-11-07,0.75834
2020-11-08,0.30333
2020-11-09,0.60667
2020-11-10,0.55611
2020-11-11,1.21334
2020-11-12,0.55611
2020-11-13,1.01112
2020-11-14,1.11223
2020-11-15,3.58948
2020-11-16,4.34782
2020-11-17,3.13447
2020-11-18,2.93225
2020-11-19,1.82002
2020-11-20,2.57836
2020-11-21,1.06167
2020-11-22,1.92113
2020-11-23,1.76946
2020-11-24,2.17391
2020-11-25,2.32558
2020-11-26,1.16279
2020-11-27,2.37613
2020-11-28,2.27502
2020-11-29,3.89282
2020-11-30,3.08392
2020-12-01,2.47724
2020-12-02,1.76946
2020-12-03,2.22446
2020-12-04,1.97168
2020-12-05,2.27502
2020-12-06,2.42669
2020-12-07,1.87057
2020-12-08,3.13447
2020-12-09,1.87057
2020-12-10,2.27502
2020-12-11,2.17391
2020-12-12,0.30333
2020-12-13,1.7189
2020-12-14,1.01112
2020-12-15,1.56723
2020-12-16,1.2639
2020-12-17,1.66835
2020-12-18,0.91001
2020-12-19,0.455
2020-12-20,0.55611
2020-12-21,1.7189
2020-12-22,0.75834
2020-12-23,0.91001
2020-12-24,1.46612
2020-12-25,0.85945
2020-12-26,1.36501
2020-12-27,2.0728
2020-12-28,1.97168
2020-12-29,2.47724
2020-12-30,3.64004
2020-12-31,3.38725
2021-01-01,2.73003
2021-01-02,0.70778
2021-01-03,4.1456
2021-01-04,3.53892
2021-01-05,3.38725
2021-01-06,4.95449
2021-01-07,4.80283
2021-01-08,3.58948
2021-01-09,3.53892
2021-01-10,4.80283
2021-01-11,6.2184
2021-01-12,6.26895
2021-01-13,5.35894
2021-01-14,3.64004
2021-01-15,3.84226
2021-01-16,4.29726
2021-01-17,4.39838
2021-01-18,3.84226
2021-01-19,3.99393
2021-01-20,3.94337
2021-01-21,3.84226
2021-01-22,3.13447
2021-01-23,4.1456
2021-01-24,3.23559
2021-01-25,4.55005
2021-01-26,4.44893
2021-01-27,2.83114
2021-01-28,2.62891
2021-01-29,2.78058
2021-01-30,2.67947
2021-01-31,3.7917
2021-02-01,2.62891
2021-02-02,3.84226
2021-02-03,3.43781
2021-02-04,3.69059
2021-02-05,2.83114
2021-02-06,2.02224
2021-02-07,3.23559
2021-02-08,4.19615
2021-02-09,3.13447
2021-02-10,3.13447
2021-02-11,2.02224
2021-02-12,2.62891
2021-02-13,3.28614
2021-02-14,3.53892
2021-02-15,3.64004
2021-02-16,3.18503
2021-02-17,4.1456
2021-02-18,4.6006
2021-02-19,3.38725
2021-02-20,3.3367
2021-02-21,3.69059
2021-02-22,5.25783
2021-02-23,5.00505
2021-02-24,5.91506
2021-02-25,6.47118
2021-02-26,8.7462
2021-02-27,5.71284
2021-02-28,7.88675
2021-03-01,8.39231
2021-03-02,6.11729
2021-03-03,7.83619
2021-03-04,4.70171
2021-03-05,5.8645
2021-03-06,3.84226
2021-03-07,4.95449
2021-03-08,10.01011
2021-03-09,8.03842
2021-03-10,8.24064
2021-03-11,6.01617
2021-03-12,5.46006
2021-03-13,5.4095
2021-03-14,4.49949
2021-03-15,4.65116
2021-03-16,4.04448
2021-03-17,4.6006
2021-03-18,3.53892
2021-03-19,4.1456
2021-03-20,4.1456
2021-03-21,3.13447
2021-03-22,3.23559
2021-03-23,3.38725
2021-03-24,4.09504
2021-03-25,3.69059
2021-03-26,4.1456
2021-03-27,2.37613
2021-03-28,3.74115
2021-03-29,3.28614
2021-03-30,4.24671
2021-03-31,2.88169
2021-04-01,3.38725
2021-04-02,2.47724
2021-04-03,2.17391
2021-04-04,2.73003
2021-04-05,4.19615
2021-04-06,3.43781
2021-04-07,2.73003
2021-04-08,3.7917
2021-04-09,4.49949
2021-04-10,2.67947
2021-04-11,5.00505
2021-04-12,9.1001
2021-04-13,7.83619
2021-04-14,5.61172
2021-04-15,3.64004
2021-04-16,4.24671
2021-04-17,11.88068
2021-04-18,9.60566
2021-04-19,7.73508
2021-04-20,12.84125
2021-04-21,9.75733
2021-04-22,8.7462
2021-04-23,6.57229
2021-04-24,4.85338
2021-04-25,5.20728
2021-04-26,10.41456
2021-04-27,11.1729
2021-04-28,11.72901
2021-04-29,10.61678
2021-04-30,8.34175
2021-05-01,7.17896
2021-05-02,8.34175
2021-05-03,13.04347
2021-05-04,12.08291
2021-05-05,11.77957
2021-05-06,11.1729
2021-05-07,11.6279
2021-05-08,8.99898
2021-05-09,14.20626
2021-05-10,16.88574
2021-05-11,18.85743
2021-05-12,21.18301
2021-05-13,21.68857
2021-05-14,34.63094
2021-05-15,15.36905
2021-05-16,16.22851
2021-05-17,16.53185
2021-05-18,17.8463
2021-05-19,17.54297
2021-05-20,16.83518
2021-05-21,17.99797
2021-05-22,17.29019
2021-05-23,13.95348
2021-05-24,17.18907
2021-05-25,20.07077
2021-05-26,18.60465
2021-05-27,19.96966
2021-05-28,19.16076
2021-05-29,13.85237
2021-05-30,12.74014
2021-05-31,17.03741
2021-06-01,16.83518
2021-06-02,17.94742
2021-06-03,19.76744
2021-06-04,20.82912
2021-06-05,12.03235
2021-06-06,20.273
2021-06-07,18.25075
2021-06-08,17.59352
2021-06-09,16.27906
2021-06-10,14.15571
2021-06-11,21.28412
2021-06-12,14.56016
2021-06-13,15.11627
2021-06-14,17.49241
2021-06-15,17.69464
2021-06-16,15.16683
2021-06-17,15.92517
2021-06-18,12.18402
2021-06-19,22.95247
2021-06-20,12.08291
2021-06-21,14.71183
2021-06-22,13.7007
2021-06-23,14.35793
2021-06-24,12.28513
2021-06-25,16.1274
2021-06-26,15.21739
2021-06-27,15.52072
2021-06-28,15.41961
2021-06-29,13.80182
2021-06-30,15.16683
2021-07-01,15.01516
2021-07-02,10.71789
2021-07-03,9.75733
2021-07-04,13.04347
2021-07-05,11.98179
2021-07-06,10.46511
2021-07-07,10.21233
2021-07-08,11.77957
2021-07-09,9.85844
2021-07-10,12.08291
2021-07-11,12.79069
2021-07-12,18.35187
2021-07-13,13.7007
2021-07-14,15.67239
2021-07-15,13.65015
2021-07-16,14.45904
2021-07-17,10.16177
2021-07-18,12.68958
2021-07-19,11.72901
2021-07-20,16.17795
2021-07-21,14.35793
2021-07-22,14.96461
2021-07-23,11.77957
2021-07-24,10.16177
2021-07-25,9.5551
2021-07-26,10.71789
2021-07-27,11.22345
2021-07-28,12.28513
2021-07-29,12.63902
2021-07-30,9.50455
2021-07-31,7.17896
2021-08-01,10.21233
2021-08-02,9.60566
2021-08-03,13.04347
2021-08-04,10.819
2021-08-05,10.61678
2021-08-06,10.819
2021-08-07,9.65621
2021-08-08,11.37512
2021-08-09,10.86956
2021-08-10,11.57735
2021-08-11,25.53083
2021-08-12,14.96461
2021-08-13,19.26188
2021-08-14,14.81294
2021-08-15,10.76845
2021-08-16,13.80182
2021-08-17,16.53185
2021-08-18,14.91405
2021-08-19,15.41961
2021-08-20,15.52072
2021-08-21,13.65015
2021-08-22,12.63902
2021-08-23,14.45904
2021-08-24,17.08796
2021-08-25,17.89686
2021-08-26,17.18907
2021-08-27,15.62184
2021-08-28,11.88068
2021-08-29,11.42568
2021-08-30,12.18402
2021-08-31,14.56016
2021-09-01,12.13346
2021-09-02,14.40849
2021-09-03,12.08291
2021-09-04,9.5551
2021-09-05,9.50455
2021-09-06,9.5551
2021-09-07,10.41456
2021-09-08,13.44792
2021-09-09,12.74014
2021-09-10,11.77957
2021-09-11,9.1001
2021-09-12,10.71789
2021-09-13,10.61678
2021-09-14,10.61678
2021-09-15,11.98179
2021-09-16,11.77957
2021-09-17,9.35288
2021-09-18,8.54398
2021-09-19,6.92618
2021-09-20,8.39231
2021-09-21,8.44287
2021-09-22,12.23458
2021-09-23,14.45904
2021-09-24,16.78463
2021-09-25,15.92517
2021-09-26,13.49848
2021-09-27,14.0546
2021-09-28,17.18907
2021-09-29,19.21132
2021-09-30,14.0546
2021-10-01,12.28513
2021-10-02,10.61678
2021-10-03,10.06066
2021-10-04,12.03235
2021-10-05,14.81294
2021-10-06,16.17795
2021-10-07,13.65015
2021-10-08,12.38624
2021-10-09,9.65621
2021-10-10,10.61678
2021-10-11,10.51567
2021-10-12,13.90293
2021-10-13,12.74014
2021-10-14,12.63902
2021-10-15,12.63902
2021-10-16,9.45399
2021-10-17,11.47623
2021-10-18,11.1729
2021-10-19,12.28513
2021-10-20,11.98179
2021-10-21,11.93124
2021-10-22,11.12234
2021-10-23,7.68452
2021-10-24,13.80182
2021-10-25,16.02628
2021-10-26,17.18907
2021-10-27,17.03741
2021-10-28,15.3185
2021-10-29,16.78463
2021-10-30,9.95955
2021-10-31,11.47623
2021-11-01,14.15571
2021-11-02,15.7735
2021-11-03,19.86855
2021-11-04,17.44186
2021-11-05,11.72901
2021-11-06,8.79676
2021-11-07,10.66734
2021-11-08,11.83013
2021-11-09,12.18402
2021-11-10,12.99292
2021-11-11,17.29019
2021-11-12,11.77957
2021-11-13,11.42568
2021-11-14,11.27401
2021-11-15,10.61678
2021-11-16,15.3185
2021-11-17,11.83013
2021-11-18,13.90293
2021-11-19,11.93124
2021-11-20,7.53286
2021-11-21,9.35288
2021-11-22,11.27401
2021-11-23,11.07178
2021-11-24,10.86956
2021-11-25,12.58847
2021-11-26,11.52679
2021-11-27,7.98786
2021-11-28,8.99898
2021-11-29,9.75733
2021-11-30,10.819
2021-12-01,10.06066
2021-12-02,8.84732
2021-12-03,10.819
2021-12-04,8.64509
2021-12-05,10.06066
2021-12-06,11.12234
2021-12-07,11.57735
2021-12-08,10.92012
2021-12-09,8.84732
2021-12-10,9.04954
2021-12-11,8.59453
2021-12-12,8.89787
2021-12-13,10.364
2021-12-14,11.32457
2021-12-15,9.15065
2021-12-16,10.61678
2021-12-17,9.50455
2021-12-18,8.19009
2021-12-19,9.75733
2021-12-20,10.21233
2021-12-21,9.60566
2021-12-22,8.64509
2021-12-23,9.60566
2021-12-24,7.58341
2021-12-25,6.6734
2021-12-26,8.89787
2021-12-27,10.46511
2021-12-28,9.80788
2021-12-29,8.99898
2021-12-30,8.54398
2021-12-31,9.60566
2022-01-01,7.53286
2022-01-02,8.94843
2022-01-03,15.26794
2022-01-04,18.25075
2022-01-05,12.63902
2022-01-06,14.81294
2022-01-07,15.06572
2022-01-08,10.71789
2022-01-09,15.11627
2022-01-10,23.81193
2022-01-11,17.74519
2022-01-12,17.34074
2022-01-13,17.8463
2022-01-14,15.47017
2022-01-15,12.4368
2022-01-16,12.53791
2022-01-17,16.22851
2022-01-18,16.63296
2022-01-19,19.05965
2022-01-20,18.80687
2022-01-21,19.11021
2022-01-22,15.7735
2022-01-23,18.35187
2022-01-24,26.99696
2022-01-25,21.99191
2022-01-26,21.03134
2022-01-27,23.1547
2022-01-28,17.64408
2022-01-29,10.819
2022-01-30,12.13346
2022-01-31,12.28513
2022-02-01,14.25682
2022-02-02,14.5096
2022-02-03,15.52072
2022-02-04,16.73407
2022-02-05,16.53185
2022-02-06,17.49241
2022-02-07,17.99797
2022-02-08,17.08796
2022-02-09,18.85743
2022-02-10,23.25581
2022-02-11,30.88978
2022-02-12,21.03134
2022-02-13,16.73407
2022-02-14,20.82912
2022-02-15,18.30131
2022-02-16,16.93629
2022-02-17,14.81294
2022-02-18,14.15571
2022-02-19,12.74014
2022-02-20,13.09403
2022-02-21,15.01516
2022-02-22,15.87462
2022-02-23,12.48736
2022-02-24,17.23963
2022-02-25,16.48129
2022-02-26,10.16177
2022-02-27,14.91405
2022-02-28,14.40849
2022-03-01,13.39737
2022-03-02,12.08291
2022-03-03,12.28513
2022-03-04,10.66734
2022-03-05,2.37613
2022-03-06,2.27502
2022-03-07,2.78058
2022-03-08,2.93225
2022-03-09,2.62891
2022-03-10,1.41557
2022-03-11,2.22446
2022-03-12,2.22446
2022-03-13,2.62891
2022-03-14,3.03336
2022-03-15,2.73003
2022-03-16,3.03336
2022-03-17,4.1456
2022-03-18,3.7917
2022-03-19,7.0273
2022-03-20,7.28008
2022-03-21,6.6734
2022-03-22,8.54398
2022-03-23,8.2912
2022-03-24,8.49342
2022-03-25,8.54398
2022-03-26,6.77451
2022-03-27,4.80283
2022-03-28,7.17896
2022-03-29,10.01011
2022-03-30,10.92012
2022-03-31,9.75733
2022-04-01,6.92618
2022-04-02,6.11729
2022-04-03,7.0273
2022-04-04,7.58341
2022-04-05,13.19514
2022-04-06,33.72093
2022-04-07,23.86248
2022-04-08,17.59352
2022-04-09,12.08291
2022-04-10,10.11122
2022-04-11,12.63902
2022-04-12,20.93023
2022-04-13,17.49241
2022-04-14,19.91911
2022-04-15,20.42467
2022-04-16,19.41354
2022-04-17,21.33468
2022-04-18,21.63801
2022-04-19,21.28412
2022-04-20,21.13245
2022-04-21,14.96461
2022-04-22,20.98078
2022-04-23,21.23356
2022-04-24,21.89079
2022-04-25,24.16582
2022-04-26,34.83316
2022-04-27,38.42264
2022-04-28,27.50252
2022-04-29,25.37917
2022-04-30,55.76339
2022-05-01,54.85338
2022-05-02,42.66936
2022-05-03,48.33164
2022-05-04,37.71486
2022-05-05,32.15369
2022-05-06,44.48938
2022-05-07,20.42467
2022-05-08,28.66531
2022-05-09,29.62588
2022-05-10,35.69261
2022-05-11,35.1365
2022-05-12,46.41051
2022-05-13,35.03538
2022-05-14,25.53083
2022-05-15,27.24974
2022-05-16,27.40141
2022-05-17,60.92012
2022-05-18,41.25379
2022-05-19,41.91102
2022-05-20,31.79979
2022-05-21,23.35692
2022-05-22,48.93832
2022-05-23,31.04145
2022-05-24,33.31648
2022-05-25,32.91203
2022-05-26,28.15975
2022-05-27,22.69969
2022-05-28,19.21132
2022-05-29,21.43579
2022-05-30,25.73306
2022-05-31,47.77553
2022-06-01,51.01112
2022-06-02,59.15065
2022-06-03,61.77957
2022-06-04,34.88372
2022-06-05,33.61981
2022-06-06,48.8372
2022-06-07,64.35793
2022-06-08,54.04448
2022-06-09,47.26996
2022-06-10,41.05156
2022-06-11,54.65116
2022-06-12,45.55106
2022-06-13,74.11526
2022-06-14,66.5824
2022-06-15,63.14459
2022-06-16,56.37007
2022-06-17,44.33771
2022-06-18,31.19312
2022-06-19,29.3731
2022-06-20,42.56825
2022-06-21,39.18099
2022-06-22,54.85338
2022-06-23,45.24772
2022-06-24,41.96157
2022-06-25,30.33367
2022-06-26,32.76036
2022-06-27,34.83316
2022-06-28,50.80889
2022-06-29,32.35591
2022-06-30,28.00808
2022-07-01,30.13144
2022-07-02,22.3458
2022-07-03,21.63801
2022-07-04,48.17997
2022-07-05,65.52072
2022-07-06,43.32659
2022-07-07,31.69868
2022-07-08,42.01213
2022-07-09,34.17593
2022-07-10,36.29929
2022-07-11,54.1456
2022-07-12,37.86653
2022-07-13,42.1638
2022-07-14,38.97876
2022-07-15,42.46713
2022-07-16,23.05358
2022-07-17,28.21031
2022-07-18,38.57431
2022-07-19,34.58038
2022-07-20,43.17492
2022-07-21,38.06875
2022-07-22,44.89383
2022-07-23,32.40647
2022-07-24,30.58645
2022-07-25,41.96157
2022-07-26,37.56319
2022-07-27,32.30535
2022-07-28,30.78867
2022-07-29,27.40141
2022-07-30,23.91304
2022-07-31,24.62082
2022-08-01,31.69868
2022-08-02,36.04651
2022-08-03,36.24873
2022-08-04,38.52376
2022-08-05,33.21536
2022-08-06,39.23154
2022-08-07,63.34681
2022-08-08,50.40444
2022-08-09,34.47927
2022-08-10,51.46612
2022-08-11,42.77047
2022-08-12,37.00707
2022-08-13,32.30535
2022-08-14,32.15369
2022-08-15,39.13043
2022-08-16,49.89888
2022-08-17,54.90394
2022-08-18,51.61779
2022-08-19,35.18705
2022-08-20,24.06471
2022-08-21,30.23255
2022-08-22,31.29423
2022-08-23,34.73205
2022-08-24,39.83822
2022-08-25,63.85237
2022-08-26,49.6461
2022-08-27,29.62588
2022-08-28,29.52477
2022-08-29,34.7826
2022-08-30,38.57431
2022-08-31,34.37815
2022-09-01,30.03033
2022-09-02,29.8281
2022-09-03,23.91304
2022-09-04,44.33771
2022-09-05,41.30434
2022-09-06,35.08594
2022-09-07,36.80485
2022-09-08,26.4914
2022-09-09,20.42467
2022-09-10,18.50353
2022-09-11,25.58139
2022-09-12,36.14762
2022-09-13,41.75935
2022-09-14,46.20829
2022-09-15,37.00707
2022-09-16,41.60768
2022-09-17,31.14256
2022-09-18,29.32254
2022-09-19,49.29221
2022-09-20,51.2639
2022-09-21,49.74721
2022-09-22,58.89787
2022-09-23,59.04954
2022-09-24,35.74317
2022-09-25,40.14155
2022-09-26,58.64509
2022-09-27,75.42972
2022-09-28,58.44287
2022-09-29,57.63397
2022-09-30,45.65217
2022-10-01,27.3003
2022-10-02,24.97472
2022-10-03,31.14256
2022-10-04,42.41658
2022-10-05,37.96764
2022-10-06,41.10212
2022-10-07,46.96663
2022-10-08,26.64307
2022-10-09,27.14863
2022-10-10,40.24266
2022-10-11,51.41557
2022-10-12,51.56723
2022-10-13,51.21334
2022-10-14,45.39939
2022-10-15,35.23761
2022-10-16,42.56825
2022-10-17,50.15166
2022-10-18,44.94438
2022-10-19,48.3822
2022-10-20,100.0
2022-10-21,86.70374
2022-10-22,43.98382
2022-10-23,49.24165
2022-10-24,59.75733
2022-10-25,80.73811
2022-10-26,78.86754
2022-10-27,85.89484
2022-10-28,70.62689
2022-10-29,43.57937
2022-10-30,31.39534
2022-10-31,43.27603
2022-11-01,45.95551
2022-11-02,55.76339
2022-11-03,61.07178
2022-11-04,50.85945
2022-11-05,29.06976
2022-11-06,42.56825
2022-11-07,61.88068
2022-11-08,64.76238
2022-11-09,49.49443
2022-11-10,43.68048
2022-11-11,41.55712
2022-11-12,33.5187
2022-11-13,31.54701
2022-11-14,36.19817
2022-11-15,40.04044
2022-11-16,44.53993
2022-11-17,35.28816
2022-11-18,35.18705
2022-11-19,27.95753
2022-11-20,32.55813
2022-11-21,37.2093
2022-11-22,41.91102
2022-11-23,42.6188
2022-11-24,33.41759
2022-11-25,50.35389
2022-11-26,34.68149
2022-11-27,31.69868
2022-11-28,39.43377
2022-11-29,39.02932
2022-11-30,33.31648
2022-12-01,30.23255
2022-12-02,24.97472
2022-12-03,15.57128
2022-12-04,23.20525
2022-12-05,25.6825
2022-12-06,31.64812
2022-12-07,35.94539
2022-12-08,30.48533
2022-12-09,41.45601
2022-12-10,22.69969
2022-12-11,25.37917
2022-12-12,44.08493
2022-12-13,76.99696
2022-12-14,48.93832
2022-12-15,47.1183
2022-12-16,35.99595
2022-12-17,26.64307
2022-12-18,35.38928
2022-12-19,40.64711
2022-12-20,37.05763
2022-12-21,49.69666
2022-12-22,44.18604
2022-12-23,46.81496
2022-12-24,34.17593
2022-12-25,31.49646
2022-12-26,40.546
2022-12-27,48.63498
2022-12-28,40.04044
2022-12-29,32.81092
2022-12-30,31.4459
2022-12-31,29.97977
2023-01-01,30.83923
2023-01-02,40.49544
2023-01-03,43.47826
2023-01-04,35.84428
2023-01-05,48.3822
2023-01-06,38.87765
2023-01-07,34.58038
2023-01-08,46.15773
2023-01-09,48.28109
2023-01-10,45.80384
2023-01-11,50.25278
2023-01-12,44.28715
2023-01-13,55.51061
2023-01-14,37.56319
2023-01-15,34.58038
2023-01-16,40.29322
2023-01-17,41.50657
2023-01-18,37.91708
2023-01-19,32.50758
2023-01-20,28.96865
2023-01-21,24.72194
2023-01-22,22.69969
2023-01-23,28.1092
2023-01-24,32.20424
2023-01-25,37.51263
2023-01-26,38.92821
2023-01-27,38.32153
2023-01-28,33.61981
2023-01-29,51.87057
2023-01-30,43.73104
2023-01-31,37.86653
2023-02-01,56.92618
2023-02-02,55.56117
2023-02-03,44.18604
2023-02-04,32.96258
2023-02-05,32.96258
2023-02-06,39.13043
2023-02-07,37.2093
2023-02-08,44.13549
2023-02-09,38.11931
2023-02-10,32.86147
2023-02-11,26.23862
2023-02-12,25.6825
2023-02-13,35.23761
2023-02-14,36.55207
2023-02-15,40.95045
2023-02-16,36.75429
2023-02-17,37.86653
2023-02-18,30.68756
2023-02-19,30.23255
2023-02-20,39.58543
2023-02-21,40.29322
2023-02-22,36.70374
2023-02-23,34.63094
2023-02-24,33.36703
2023-02-25,26.18806
2023-02-26,26.89585
2023-02-27,31.34479
2023-02-28,48.33164
2023-03-01,83.61981
2023-03-02,60.16177
2023-03-03,42.06268
2023-03-04,36.8554
2023-03-05,38.11931
2023-03-06,35.43983
2023-03-07,37.10819
2023-03-08,38.06875
2023-03-09,47.26996
2023-03-10,44.94438
2023-03-11,33.72093
2023-03-12,32.05257
2023-03-13,40.74823
2023-03-14,53.43781
2023-03-15,57.28008
2023-03-16,50.65722
2023-03-17,45.29828
2023-03-18,36.4004
2023-03-19,39.43377
2023-03-20,48.17997
2023-03-21,43.47826
2023-03-22,44.94438
2023-03-23,45.5005
2023-03-24,48.58442
2023-03-25,34.47927
2023-03-26,49.79777
2023-03-27,60.01011
2023-03-28,60.11122
2023-03-29,45.95551
2023-03-30,44.64105
2023-03-31,43.98382
2023-04-01,27.60364
2023-04-02,28.61476
2023-04-03,39.63599
2023-04-04,43.4277
2023-04-05,37.96764
2023-04-06,37.2093
2023-04-07,34.93427
2023-04-08,21.48634
2023-04-09,28.31142
2023-04-10,34.88372
2023-04-11,36.24873
2023-04-12,38.06875
2023-04-13,35.5915
2023-04-14,38.87765
2023-04-15,32.05257
2023-04-16,37.46208
2023-04-17,55.35894
2023-04-18,40.546
2023-04-19,42.01213
2023-04-20,40.24266
2023-04-21,52.0728
2023-04-22,23.45803
2023-04-23,22.54802
2023-04-24,30.73811
2023-04-25,30.99089
2023-04-26,31.95146
2023-04-27,24.26693
2023-04-28,23.30637
2023-04-29,17.44186
2023-04-30,17.08796
2023-05-01,19.86855
2023-05-02,23.76137
2023-05-03,26.39029
2023-05-04,30.94034
2023-05-05,19.16076
2023-05-06,30.48533
2023-05-07,21.28412
2023-05-08,33.82204
2023-05-09,30.88978
2023-05-10,24.01415
2023-05-11,22.29524
2023-05-12,22.95247
2023-05-13,17.18907
2023-05-14,14.35793
2023-05-15,26.99696
2023-05-16,25.58139
2023-05-17,23.10414
2023-05-18,22.29524
2023-05-19,24.51971
2023-05-20,16.27906
2023-05-21,46.00606
2023-05-22,39.48432
2023-05-23,32.60869
2023-05-24,34.42871
2023-05-25,25.53083
2023-05-26,23.81193
2023-05-27,17.99797
2023-05-28,21.03134
2023-05-29,29.42366
