date,금리높은적금
2021-03-06,5.50221
2021-03-07,5.31757
2021-03-08,9.49039
2021-03-09,7.57016
2021-03-10,8.49335
2021-03-11,6.79468
2021-03-12,6.20384
2021-03-13,3.58197
2021-03-14,5.09601
2021-03-15,7.38552
2021-03-16,7.45937
2021-03-17,6.72082
2021-03-18,5.64992
2021-03-19,4.6898
2021-03-20,3.43426
2021-03-21,3.58197
2021-03-22,7.42245
2021-03-23,5.94534
2021-03-24,6.05612
2021-03-25,9.74889
2021-03-26,6.09305
2021-03-27,2.76957
2021-03-28,5.05908
2021-03-29,6.05612
2021-03-30,6.57311
2021-03-31,6.79468
2021-04-01,7.16395
2021-04-02,4.09896
2021-04-03,4.24667
2021-04-04,3.84047
2021-04-05,5.83456
2021-04-06,5.57607
2021-04-07,5.53914
2021-04-08,4.91137
2021-04-09,6.61004
2021-04-10,3.98818
2021-04-11,4.06203
2021-04-12,7.4963
2021-04-13,8.27178
2021-04-14,7.45937
2021-04-15,6.05612
2021-04-16,6.61004
2021-04-17,5.39143
2021-04-18,5.68685
2021-04-19,7.71787
2021-04-20,8.93648
2021-04-21,8.01329
2021-04-22,6.79468
2021-04-23,8.161
2021-04-24,5.20679
2021-04-25,5.87149
2021-04-26,11.70605
2021-04-27,9.41654
2021-04-28,6.35155
2021-04-29,6.46233
2021-04-30,6.38847
2021-05-01,5.16986
2021-05-02,4.98522
2021-05-03,7.64401
2021-05-04,7.42245
2021-05-05,5.16986
2021-05-06,5.90841
2021-05-07,5.24372
2021-05-08,3.06499
2021-05-09,3.69276
2021-05-10,6.68389
2021-05-11,5.57607
2021-05-12,4.46824
2021-05-13,4.46824
2021-05-14,3.13884
2021-05-15,2.99113
2021-05-16,3.39734
2021-05-17,5.39143
2021-05-18,4.57902
2021-05-19,3.43426
2021-05-20,4.2836
2021-05-21,4.98522
2021-05-22,2.88035
2021-05-23,4.09896
2021-05-24,6.12998
2021-05-25,8.60413
2021-05-26,7.05317
2021-05-27,6.46233
2021-05-28,5.05908
2021-05-29,3.02806
2021-05-30,3.24963
2021-05-31,7.31166
2021-06-01,5.68685
2021-06-02,5.28064
2021-06-03,5.72378
2021-06-04,4.6898
2021-06-05,2.76957
2021-06-06,2.9542
2021-06-07,4.83751
2021-06-08,5.50221
2021-06-09,4.02511
2021-06-10,4.87444
2021-06-11,5.24372
2021-06-12,2.43722
2021-06-13,4.02511
2021-06-14,5.72378
2021-06-15,5.7607
2021-06-16,6.49926
2021-06-17,5.20679
2021-06-18,4.2836
2021-06-19,2.62186
2021-06-20,2.28951
2021-06-21,4.13589
2021-06-22,4.57902
2021-06-23,4.43131
2021-06-24,7.90251
2021-06-25,5.7607
2021-06-26,4.39438
2021-06-27,4.32053
2021-06-28,7.20088
2021-06-29,8.8257
2021-06-30,7.57016
2021-07-01,7.01624
2021-07-02,4.39438
2021-07-03,3.84047
2021-07-04,3.36041
2021-07-05,5.79763
2021-07-06,4.72673
2021-07-07,4.76366
2021-07-08,4.20974
2021-07-09,4.2836
2021-07-10,2.47415
2021-07-11,3.28655
2021-07-12,4.76366
2021-07-13,4.76366
2021-07-14,5.24372
2021-07-15,4.9483
2021-07-16,3.76661
2021-07-17,2.36336
2021-07-18,4.2836
2021-07-19,5.05908
2021-07-20,6.68389
2021-07-21,5.50221
2021-07-22,4.72673
2021-07-23,5.42836
2021-07-24,3.2127
2021-07-25,3.65583
2021-07-26,6.05612
2021-07-27,5.61299
2021-07-28,4.46824
2021-07-29,4.54209
2021-07-30,4.17282
2021-07-31,3.39734
2021-08-01,4.02511
2021-08-02,5.53914
2021-08-03,5.02215
2021-08-04,4.76366
2021-08-05,4.83751
2021-08-06,4.39438
2021-08-07,3.06499
2021-08-08,3.2127
2021-08-09,5.57607
2021-08-10,6.4254
2021-08-11,6.20384
2021-08-12,7.45937
2021-08-13,5.28064
2021-08-14,2.43722
2021-08-15,3.06499
2021-08-16,7.64401
2021-08-17,8.5672
2021-08-18,8.30871
2021-08-19,6.97932
2021-08-20,5.13293
2021-08-21,4.17282
2021-08-22,2.91728
2021-08-23,7.42245
2021-08-24,6.31462
2021-08-25,8.161
2021-08-26,11.00443
2021-08-27,8.60413
2021-08-28,5.24372
2021-08-29,5.24372
2021-08-30,7.90251
2021-08-31,9.12112
2021-09-01,10.19202
2021-09-02,9.15805
2021-09-03,7.97636
2021-09-04,5.3545
2021-09-05,5.98227
2021-09-06,7.05317
2021-09-07,8.161
2021-09-08,5.79763
2021-09-09,7.4963
2021-09-10,7.23781
2021-09-11,5.31757
2021-09-12,6.46233
2021-09-13,7.60709
2021-09-14,5.79763
2021-09-15,7.31166
2021-09-16,6.46233
2021-09-17,6.27769
2021-09-18,4.24667
2021-09-19,4.09896
2021-09-20,4.02511
2021-09-21,5.50221
2021-09-22,8.27178
2021-09-23,10.89364
2021-09-24,10.85672
2021-09-25,6.75775
2021-09-26,5.90841
2021-09-27,10.85672
2021-09-28,10.52437
2021-09-29,8.05022
2021-09-30,8.97341
2021-10-01,9.08419
2021-10-02,5.53914
2021-10-03,4.83751
2021-10-04,6.53618
2021-10-05,9.97045
2021-10-06,8.161
2021-10-07,7.79172
2021-10-08,6.49926
2021-10-09,4.98522
2021-10-10,4.09896
2021-10-11,5.94534
2021-10-12,8.89955
2021-10-13,8.19793
2021-10-14,7.7548
2021-10-15,7.93943
2021-10-16,4.32053
2021-10-17,5.31757
2021-10-18,6.94239
2021-10-19,5.79763
2021-10-20,7.31166
2021-10-21,7.23781
2021-10-22,7.4963
2021-10-23,3.91432
2021-10-24,4.20974
2021-10-25,6.53618
2021-10-26,8.01329
2021-10-27,7.7548
2021-10-28,6.27769
2021-10-29,6.46233
2021-10-30,5.02215
2021-10-31,5.42836
2021-11-01,9.6381
2021-11-02,8.71491
2021-11-03,8.5672
2021-11-04,8.75184
2021-11-05,6.97932
2021-11-06,3.8774
2021-11-07,4.83751
2021-11-08,6.72082
2021-11-09,7.68094
2021-11-10,8.05022
2021-11-11,7.7548
2021-11-12,8.75184
2021-11-13,5.46528
2021-11-14,4.76366
2021-11-15,6.46233
2021-11-16,8.38257
2021-11-17,6.97932
2021-11-18,7.23781
2021-11-19,6.12998
2021-11-20,4.09896
2021-11-21,5.64992
2021-11-22,7.34859
2021-11-23,6.46233
2021-11-24,7.4963
2021-11-25,11.22599
2021-11-26,9.6381
2021-11-27,5.87149
2021-11-28,6.68389
2021-11-29,8.64106
2021-11-30,11.92762
2021-12-01,9.74889
2021-12-02,8.78877
2021-12-03,9.26883
2021-12-04,8.78877
2021-12-05,8.75184
2021-12-06,11.81683
2021-12-07,11.22599
2021-12-08,9.82274
2021-12-09,8.53028
2021-12-10,9.74889
2021-12-11,6.53618
2021-12-12,8.97341
2021-12-13,10.3028
2021-12-14,8.41949
2021-12-15,8.97341
2021-12-16,8.27178
2021-12-17,7.57016
2021-12-18,5.57607
2021-12-19,5.64992
2021-12-20,9.41654
2021-12-21,10.63515
2021-12-22,7.4963
2021-12-23,8.30871
2021-12-24,7.4963
2021-12-25,6.27769
2021-12-26,8.49335
2021-12-27,9.34268
2021-12-28,8.8257
2021-12-29,9.78581
2021-12-30,10.59822
2021-12-31,9.78581
2022-01-01,8.19793
2022-01-02,10.41358
2022-01-03,15.73116
2022-01-04,14.40177
2022-01-05,13.92171
2022-01-06,14.58641
2022-01-07,11.3737
2022-01-08,9.08419
2022-01-09,10.26587
2022-01-10,14.77104
2022-01-11,13.62629
2022-01-12,12.40768
2022-01-13,13.774
2022-01-14,16.87592
2022-01-15,13.84785
2022-01-16,10.74593
2022-01-17,21.19645
2022-01-18,19.46085
2022-01-19,23.0059
2022-01-20,21.01181
2022-01-21,18.98079
2022-01-22,12.37075
2022-01-23,16.02658
2022-01-24,17.24519
2022-01-25,23.15361
2022-01-26,19.64549
2022-01-27,16.91285
2022-01-28,15.65731
2022-01-29,12.4446
2022-01-30,8.49335
2022-01-31,8.93648
2022-02-01,20.34711
2022-02-02,20.4579
2022-02-03,29.09896
2022-02-04,18.94387
2022-02-05,13.33087
2022-02-06,13.88478
2022-02-07,23.33825
2022-02-08,20.75332
2022-02-09,20.27326
2022-02-10,19.23929
2022-02-11,16.54357
2022-02-12,8.75184
2022-02-13,14.58641
2022-02-14,16.76514
2022-02-15,18.0576
2022-02-16,15.87887
2022-02-17,16.322
2022-02-18,14.99261
2022-02-19,11.96454
2022-02-20,15.87887
2022-02-21,25.62776
2022-02-22,25.33234
2022-02-23,22.82127
2022-02-24,20.8641
2022-02-25,22.1935
2022-02-26,11.22599
2022-02-27,12.33382
2022-02-28,20.4579
2022-03-01,16.06351
2022-03-02,18.75923
2022-03-03,17.06056
2022-03-04,15.98966
2022-03-05,11.66912
2022-03-06,11.89069
2022-03-07,12.85081
2022-03-08,12.18611
2022-03-09,7.45937
2022-03-10,14.95568
2022-03-11,13.62629
2022-03-12,10.22895
2022-03-13,10.93057
2022-03-14,13.81093
2022-03-15,14.36484
2022-03-16,13.84785
2022-03-17,16.06351
2022-03-18,11.33677
2022-03-19,7.57016
2022-03-20,8.67799
2022-03-21,12.07533
2022-03-22,13.774
2022-03-23,11.41063
2022-03-24,12.07533
2022-03-25,12.62924
2022-03-26,7.57016
2022-03-27,8.86262
2022-03-28,11.26292
2022-03-29,12.0384
2022-03-30,14.32791
2022-03-31,12.4446
2022-04-01,10.67208
2022-04-02,6.35155
2022-04-03,8.30871
2022-04-04,10.3028
2022-04-05,11.85376
2022-04-06,11.6322
2022-04-07,11.15214
2022-04-08,10.08124
2022-04-09,7.42245
2022-04-10,7.53323
2022-04-11,11.26292
2022-04-12,10.41358
2022-04-13,10.81979
2022-04-14,12.29689
2022-04-15,11.11521
2022-04-16,7.90251
2022-04-17,7.86558
2022-04-18,13.29394
2022-04-19,17.02363
2022-04-20,12.99852
2022-04-21,13.14623
2022-04-22,13.774
2022-04-23,8.75184
2022-04-24,8.93648
2022-04-25,15.14032
2022-04-26,14.40177
2022-04-27,13.07237
2022-04-28,11.74298
2022-04-29,9.30576
2022-04-30,6.31462
2022-05-01,6.86853
2022-05-02,11.11521
2022-05-03,11.15214
2022-05-04,10.00738
2022-05-05,8.27178
2022-05-06,10.63515
2022-05-07,6.97932
2022-05-08,7.53323
2022-05-09,11.81683
2022-05-10,14.99261
2022-05-11,11.66912
2022-05-12,12.33382
2022-05-13,10.37666
2022-05-14,6.38847
2022-05-15,6.79468
2022-05-16,11.55834
2022-05-17,10.48744
2022-05-18,10.9675
2022-05-19,10.15509
2022-05-20,9.74889
2022-05-21,5.87149
2022-05-22,8.30871
2022-05-23,11.74298
2022-05-24,11.3737
2022-05-25,14.03249
2022-05-26,15.28803
2022-05-27,14.32791
2022-05-28,8.05022
2022-05-29,7.53323
2022-05-30,14.80797
2022-05-31,13.33087
2022-06-01,13.18316
2022-06-02,14.36484
2022-06-03,17.3929
2022-06-04,9.41654
2022-06-05,9.85967
2022-06-06,11.33677
2022-06-07,15.2511
2022-06-08,15.54652
2022-06-09,14.91875
2022-06-10,15.80502
2022-06-11,8.49335
2022-06-12,9.78581
2022-06-13,17.94682
2022-06-14,20.01477
2022-06-15,19.97784
2022-06-16,21.12259
2022-06-17,18.0576
2022-06-18,12.55539
2022-06-19,12.99852
2022-06-20,20.71639
2022-06-21,18.46381
2022-06-22,18.02067
2022-06-23,18.0576
2022-06-24,17.35598
2022-06-25,11.85376
2022-06-26,11.3737
2022-06-27,19.01772
2022-06-28,19.75627
2022-06-29,18.20531
2022-06-30,17.02363
2022-07-01,16.28508
2022-07-02,9.19497
2022-07-03,13.70014
2022-07-04,16.43279
2022-07-05,18.87001
2022-07-06,16.54357
2022-07-07,14.03249
2022-07-08,13.07237
2022-07-09,9.52732
2022-07-10,10.08124
2022-07-11,15.80502
2022-07-12,15.5096
2022-07-13,27.9542
2022-07-14,33.23485
2022-07-15,24.40915
2022-07-16,19.31314
2022-07-17,16.50664
2022-07-18,29.35745
2022-07-19,24.44608
2022-07-20,21.56573
2022-07-21,21.49187
2022-07-22,18.13146
2022-07-23,9.97045
2022-07-24,13.25701
2022-07-25,22.11964
2022-07-26,23.48596
2022-07-27,18.13146
2022-07-28,19.94091
2022-07-29,18.0576
2022-07-30,11.41063
2022-07-31,14.73412
2022-08-01,19.64549
2022-08-02,17.94682
2022-08-03,18.0576
2022-08-04,16.69128
2022-08-05,17.28212
2022-08-06,11.18906
2022-08-07,11.00443
2022-08-08,16.13737
2022-08-09,14.77104
2022-08-10,17.87296
2022-08-11,18.50073
2022-08-12,14.25406
2022-08-13,9.04726
2022-08-14,11.07828
2022-08-15,13.62629
2022-08-16,18.3161
2022-08-17,19.83013
2022-08-18,16.39586
2022-08-19,14.51255
2022-08-20,12.22304
2022-08-21,12.77695
2022-08-22,19.16543
2022-08-23,17.35598
2022-08-24,17.02363
2022-08-25,23.2644
2022-08-26,19.01772
2022-08-27,12.37075
2022-08-28,13.81093
2022-08-29,20.97488
2022-08-30,19.64549
2022-08-31,19.05465
2022-09-01,17.72525
2022-09-02,16.17429
2022-09-03,11.85376
2022-09-04,10.26587
2022-09-05,16.91285
2022-09-06,17.06056
2022-09-07,16.91285
2022-09-08,13.774
2022-09-09,9.30576
2022-09-10,8.75184
2022-09-11,11.00443
2022-09-12,15.69423
2022-09-13,26.8833
2022-09-14,26.03397
2022-09-15,22.26735
2022-09-16,20.05169
2022-09-17,12.88774
2022-09-18,13.95864
2022-09-19,21.71344
2022-09-20,22.15657
2022-09-21,19.16543
2022-09-22,24.00295
2022-09-23,21.34416
2022-09-24,14.66026
2022-09-25,14.77104
2022-09-26,24.18759
2022-09-27,19.7932
2022-09-28,19.68242
2022-09-29,20.49483
2022-09-30,26.92023
2022-10-01,20.64254
2022-10-02,20.8641
2022-10-03,23.81831
2022-10-04,34.08419
2022-10-05,40.84194
2022-10-06,42.6514
2022-10-07,43.35302
2022-10-08,22.34121
2022-10-09,25.92319
2022-10-10,34.01033
2022-10-11,51.66174
2022-10-12,77.76957
2022-10-13,99.18759
2022-10-14,86.55834
2022-10-15,52.32644
2022-10-16,60.37666
2022-10-17,100.0
2022-10-18,95.90103
2022-10-19,97.45199
2022-10-20,89.25406
2022-10-21,70.31019
2022-10-22,40.17725
2022-10-23,42.13441
2022-10-24,72.23042
2022-10-25,87.55539
2022-10-26,75.73855
2022-10-27,79.57902
2022-10-28,67.02363
2022-10-29,35.63515
2022-10-30,34.08419
2022-10-31,61.41063
2022-11-01,70.1994
2022-11-02,53.95125
2022-11-03,51.66174
2022-11-04,45.16248
2022-11-05,25.25849
2022-11-06,28.58197
2022-11-07,48.59675
2022-11-08,44.27621
2022-11-09,44.09158
2022-11-10,44.01772
2022-11-11,38.25701
2022-11-12,22.34121
2022-11-13,24.0768
2022-11-14,44.23929
2022-11-15,45.08862
2022-11-16,36.22599
2022-11-17,31.0192
2022-11-18,28.10192
2022-11-19,14.99261
2022-11-20,16.43279
2022-11-21,31.09305
2022-11-22,30.46528
2022-11-23,28.54505
2022-11-24,30.09601
2022-11-25,31.64697
2022-11-26,20.67946
2022-11-27,21.89807
2022-11-28,32.01624
2022-11-29,27.32644
2022-11-30,27.88035
2022-12-01,22.63663
2022-12-02,21.34416
2022-12-03,11.00443
2022-12-04,12.37075
2022-12-05,18.64844
2022-12-06,22.23042
2022-12-07,20.82717
2022-12-08,21.30723
2022-12-09,19.94091
2022-12-10,11.15214
2022-12-11,13.47858
2022-12-12,25.36927
2022-12-13,20.38404
2022-12-14,16.69128
2022-12-15,17.06056
2022-12-16,16.06351
2022-12-17,9.08419
2022-12-18,13.84785
2022-12-19,17.28212
2022-12-20,18.24224
2022-12-21,16.39586
2022-12-22,15.02954
2022-12-23,15.39881
2022-12-24,9.52732
2022-12-25,9.67503
2022-12-26,16.02658
2022-12-27,16.35893
2022-12-28,15.84194
2022-12-29,16.13737
2022-12-30,16.17429
2022-12-31,8.49335
2023-01-01,15.54652
2023-01-02,22.48892
2023-01-03,20.56868
2023-01-04,17.35598
2023-01-05,19.94091
2023-01-06,17.02363
2023-01-07,10.89364
2023-01-08,12.99852
2023-01-09,18.79615
2023-01-10,20.90103
2023-01-11,19.57163
2023-01-12,17.06056
2023-01-13,16.322
2023-01-14,10.67208
2023-01-15,11.15214
2023-01-16,17.90989
2023-01-17,17.42983
2023-01-18,13.73707
2023-01-19,12.77695
2023-01-20,13.73707
2023-01-21,8.8257
2023-01-22,9.34268
2023-01-23,11.3737
2023-01-24,12.55539
2023-01-25,21.78729
2023-01-26,18.94387
2023-01-27,13.66322
2023-01-28,9.2319
2023-01-29,9.12112
2023-01-30,14.4387
2023-01-31,15.10339
2023-02-01,14.73412
2023-02-02,11.66912
2023-02-03,9.74889
2023-02-04,6.16691
2023-02-05,5.42836
2023-02-06,11.33677
2023-02-07,9.56425
2023-02-08,8.49335
2023-02-09,10.22895
2023-02-10,9.30576
2023-02-11,5.13293
2023-02-12,5.05908
2023-02-13,9.04726
2023-02-14,10.48744
2023-02-15,8.34564
2023-02-16,9.45347
2023-02-17,7.16395
2023-02-18,4.83751
2023-02-19,5.31757
2023-02-20,8.27178
2023-02-21,9.30576
2023-02-22,8.12407
2023-02-23,9.12112
2023-02-24,9.49039
2023-02-25,5.39143
2023-02-26,5.16986
2023-02-27,9.6381
2023-02-28,8.86262
2023-03-01,6.79468
2023-03-02,7.93943
2023-03-03,6.46233
2023-03-04,4.50516
2023-03-05,5.28064
2023-03-06,8.23485
2023-03-07,7.20088
2023-03-08,7.7548
2023-03-09,6.31462
2023-03-10,7.86558
2023-03-11,4.09896
2023-03-12,4.2836
2023-03-13,6.79468
2023-03-14,6.72082
2023-03-15,8.30871
2023-03-16,6.53618
2023-03-17,6.79468
2023-03-18,4.46824
2023-03-19,3.36041
2023-03-20,8.38257
2023-03-21,6.94239
2023-03-22,6.31462
2023-03-23,6.16691
2023-03-24,8.41949
2023-03-25,3.65583
2023-03-26,4.72673
2023-03-27,7.53323
2023-03-28,5.64992
2023-03-29,5.3545
2023-03-30,6.61004
2023-03-31,5.61299
2023-04-01,2.99113
2023-04-02,3.54505
2023-04-03,4.87444
2023-04-04,6.27769
2023-04-05,6.31462
2023-04-06,4.76366
2023-04-07,5.42836
2023-04-08,3.39734
2023-04-09,3.6189
2023-04-10,7.97636
2023-04-11,7.0901
2023-04-12,7.31166
2023-04-13,5.61299
2023-04-14,5.20679
2023-04-15,2.73264
2023-04-16,4.76366
2023-04-17,4.6898
2023-04-18,5.7607
2023-04-19,5.39143
2023-04-20,5.05908
2023-04-21,4.6898
2023-04-22,2.65878
2023-04-23,2.51107
2023-04-24,4.2836
2023-04-25,6.09305
2023-04-26,3.98818
2023-04-27,4.13589
2023-04-28,5.24372
2023-04-29,2.65878
2023-04-30,2.32644
2023-05-01,3.98818
2023-05-02,5.28064
2023-05-03,4.83751
2023-05-04,4.06203
2023-05-05,2.9542
2023-05-06,1.8833
2023-05-07,2.65878
2023-05-08,4.61595
2023-05-09,4.24667
2023-05-10,5.72378
2023-05-11,5.50221
2023-05-12,3.6189
2023-05-13,2.43722
2023-05-14,2.9542
2023-05-15,4.39438
2023-05-16,4.9483
2023-05-17,5.64992
2023-05-18,4.80059
2023-05-19,5.39143
2023-05-20,2.40029
2023-05-21,2.69571
2023-05-22,4.80059
2023-05-23,5.94534
2023-05-24,5.13293
2023-05-25,6.46233
2023-05-26,4.50516
2023-05-27,2.21565
2023-05-28,3.2127
2023-05-29,3.50812
