date,증여세세율
2020-08-28,50.08486
2020-08-29,40.32586
2020-08-30,34.94568
2020-08-31,42.3116
2020-09-01,37.35573
2020-09-02,44.17854
2020-09-03,41.97216
2020-09-04,35.01357
2020-09-05,31.95858
2020-09-06,30.99117
2020-09-07,39.59606
2020-09-08,39.22267
2020-09-09,37.54243
2020-09-10,39.00203
2020-09-11,35.25118
2020-09-12,29.54854
2020-09-13,31.24575
2020-09-14,42.8038
2020-09-15,41.63272
2020-09-16,44.78954
2020-09-17,43.41479
2020-09-18,38.76442
2020-09-19,33.41819
2020-09-20,39.91853
2020-09-21,48.86286
2020-09-22,43.39782
2020-09-23,38.06856
2020-09-24,34.14799
2020-09-25,29.54854
2020-09-26,26.6463
2020-09-27,26.30685
2020-09-28,34.24983
2020-09-29,47.1317
2020-09-30,33.21452
2020-10-01,38.96809
2020-10-02,32.77325
2020-10-03,31.2797
2020-10-04,33.02783
2020-10-05,47.81059
2020-10-06,43.5336
2020-10-07,43.70332
2020-10-08,38.34012
2020-10-09,30.90631
2020-10-10,32.21317
2020-10-11,30.61778
2020-10-12,41.36116
2020-10-13,42.73591
2020-10-14,47.47114
2020-10-15,44.34826
2020-10-16,39.39239
2020-10-17,36.77868
2020-10-18,34.70807
2020-10-19,44.72165
2020-10-20,50.0
2020-10-21,51.42566
2020-10-22,47.01289
2020-10-23,41.34419
2020-10-24,39.59606
2020-10-25,67.44738
2020-10-26,90.75016
2020-10-27,73.52342
2020-10-28,70.07807
2020-10-29,60.13238
2020-10-30,47.33536
2020-10-31,43.34691
2020-11-01,45.33265
2020-11-02,56.17786
2020-11-03,51.27291
2020-11-04,43.09232
2020-11-05,43.29599
2020-11-06,41.12355
2020-11-07,38.61167
2020-11-08,38.95112
2020-11-09,47.60692
2020-11-10,45.07807
2020-11-11,43.04141
2020-11-12,45.82484
2020-11-13,44.1446
2020-11-14,39.57909
2020-11-15,39.86761
2020-11-16,54.54854
2020-11-17,69.65376
2020-11-18,57.65444
2020-11-19,54.76917
2020-11-20,53.46232
2020-11-21,49.60964
2020-11-22,44.73862
2020-11-23,68.17718
2020-11-24,65.68228
2020-11-25,76.4596
2020-11-26,69.36524
2020-11-27,56.17786
2020-11-28,48.37067
2020-11-29,56.53428
2020-11-30,60.70943
2020-12-01,54.66734
2020-12-02,57.36591
2020-12-03,53.24168
2020-12-04,48.09911
2020-12-05,44.34826
2020-12-06,46.43584
2020-12-07,82.94297
2020-12-08,61.13374
2020-12-09,54.51459
2020-12-10,55.51595
2020-12-11,51.88391
2020-12-12,44.55193
2020-12-13,41.24236
2020-12-14,50.7298
2020-12-15,48.778
2020-12-16,57.06042
2020-12-17,55.82145
2020-12-18,51.17107
2020-12-19,47.06381
2020-12-20,44.04276
2020-12-21,58.06177
2020-12-22,61.91446
2020-12-23,60.65852
2020-12-24,51.7651
2020-12-25,49.0835
2020-12-26,56.093
2020-12-27,51.05227
2020-12-28,67.90563
2020-12-29,67.20977
2020-12-30,60.67549
2020-12-31,57.14528
2021-01-01,51.35777
2021-01-02,51.88391
2021-01-03,45.7909
2021-01-04,62.21995
2021-01-05,53.88662
2021-01-06,54.6334
2021-01-07,53.93754
2021-01-08,52.81737
2021-01-09,45.73998
2021-01-10,50.45824
2021-01-11,59.6911
2021-01-12,53.2926
2021-01-13,52.64765
2021-01-14,62.35573
2021-01-15,57.60353
2021-01-16,50.83163
2021-01-17,49.18533
2021-01-18,57.65444
2021-01-19,68.9579
2021-01-20,68.19416
2021-01-21,65.20706
2021-01-22,60.77732
2021-01-23,58.38424
2021-01-24,55.12559
2021-01-25,61.47318
2021-01-26,57.68839
2021-01-27,59.09708
2021-01-28,63.79837
2021-01-29,54.54854
2021-01-30,46.75831
2021-01-31,52.61371
2021-02-01,61.47318
2021-02-02,81.87372
2021-02-03,63.05159
2021-02-04,53.17379
2021-02-05,46.57162
2021-02-06,49.55872
2021-02-07,46.87712
2021-02-08,54.54854
2021-02-09,55.17651
2021-02-10,51.59538
2021-02-11,47.1317
2021-02-12,54.42973
2021-02-13,59.41955
2021-02-14,56.14392
2021-02-15,75.27155
2021-02-16,62.3727
2021-02-17,62.62729
2021-02-18,63.00067
2021-02-19,54.27698
2021-02-20,49.25322
2021-02-21,49.33808
2021-02-22,60.31907
2021-02-23,51.69721
2021-02-24,50.4243
2021-02-25,51.27291
2021-02-26,44.77257
2021-02-27,44.65376
2021-02-28,40.59742
2021-03-01,42.73591
2021-03-02,49.64358
2021-03-03,48.54039
2021-03-04,47.70875
2021-03-05,40.5465
2021-03-06,39.83367
2021-03-07,38.7135
2021-03-08,46.43584
2021-03-09,47.45417
2021-03-10,45.85879
2021-03-11,45.29871
2021-03-12,41.2763
2021-03-13,39.79972
2021-03-14,40.86897
2021-03-15,52.90224
2021-03-16,56.21181
2021-03-17,51.7651
2021-03-18,53.15682
2021-03-19,50.15274
2021-03-20,42.44738
2021-03-21,45.38357
2021-03-22,55.17651
2021-03-23,49.37202
2021-03-24,47.89545
2021-03-25,52.4949
2021-03-26,43.44874
2021-03-27,39.03598
2021-03-28,42.14188
2021-03-29,50.35641
2021-03-30,48.38764
2021-03-31,46.96198
2021-04-01,43.24507
2021-04-02,42.66802
2021-04-03,38.05159
2021-04-04,36.81262
2021-04-05,48.67617
2021-04-06,46.26612
2021-04-07,45.11201
2021-04-08,40.63136
2021-04-09,45.82484
2021-04-10,36.01493
2021-04-11,35.23421
2021-04-12,49.2023
2021-04-13,44.05974
2021-04-14,52.46096
2021-04-15,47.35234
2021-04-16,47.70875
2021-04-17,42.32858
2021-04-18,40.64833
2021-04-19,70.16293
2021-04-20,73.167
2021-04-21,57.75627
2021-04-22,50.4243
2021-04-23,45.21384
2021-04-24,45.55329
2021-04-25,47.48811
2021-04-26,52.64765
2021-04-27,51.28988
2021-04-28,58.68974
2021-04-29,51.12016
2021-04-30,43.1093
2021-05-01,41.36116
2021-05-02,38.81534
2021-05-03,46.30006
2021-05-04,44.31432
2021-05-05,40.86897
2021-05-06,49.47386
2021-05-07,41.92124
2021-05-08,43.38085
2021-05-09,42.04005
2021-05-10,52.24032
2021-05-11,47.21656
2021-05-12,47.33536
2021-05-13,48.69314
2021-05-14,43.85607
2021-05-15,44.41615
2021-05-16,39.69789
2021-05-17,63.69653
2021-05-18,52.47793
2021-05-19,44.68771
2021-05-20,51.35777
2021-05-21,44.72165
2021-05-22,40.241
2021-05-23,40.78411
2021-05-24,53.13985
2021-05-25,50.56008
2021-05-26,45.19687
2021-05-27,48.40461
2021-05-28,45.53632
2021-05-29,42.15885
2021-05-30,61.5241
2021-05-31,76.35777
2021-06-01,75.18669
2021-06-02,64.00203
2021-06-03,54.37881
2021-06-04,51.28988
2021-06-05,43.73727
2021-06-06,40.76714
2021-06-07,58.09572
2021-06-08,52.81737
2021-06-09,51.61235
2021-06-10,48.86286
2021-06-11,45.19687
2021-06-12,41.5818
2021-06-13,38.11948
2021-06-14,51.27291
2021-06-15,48.4725
2021-06-16,42.97352
2021-06-17,44.50101
2021-06-18,44.65376
2021-06-19,41.25933
2021-06-20,41.80244
2021-06-21,54.36184
2021-06-22,45.67209
2021-06-23,42.34555
2021-06-24,42.76985
2021-06-25,38.39103
2021-06-26,37.01629
2021-06-27,41.80244
2021-06-28,50.15274
2021-06-29,48.48947
2021-06-30,41.17447
2021-07-01,40.46164
2021-07-02,34.96266
2021-07-03,31.17786
2021-07-04,37.91581
2021-07-05,42.12491
2021-07-06,38.25526
2021-07-07,38.23828
2021-07-08,39.63
2021-07-09,33.07875
2021-07-10,31.67006
2021-07-11,35.47182
2021-07-12,41.2763
2021-07-13,43.31296
2021-07-14,37.35573
2021-07-15,36.08282
2021-07-16,35.84521
2021-07-17,33.24847
2021-07-18,36.2186
2021-07-19,44.38221
2021-07-20,40.852
2021-07-21,48.18397
2021-07-22,47.79361
2021-07-23,38.76442
2021-07-24,37.47454
2021-07-25,45.70604
2021-07-26,42.02308
2021-07-27,43.48268
2021-07-28,40.10522
2021-07-29,42.24372
2021-07-30,47.70875
2021-07-31,40.02036
2021-08-01,37.83095
2021-08-02,49.45689
2021-08-03,49.25322
2021-08-04,47.16564
2021-08-05,43.26205
2021-08-06,42.70196
2021-08-07,46.99592
2021-08-08,40.20706
2021-08-09,49.47386
2021-08-10,48.81194
2021-08-11,47.99728
2021-08-12,45.33265
2021-08-13,44.38221
2021-08-14,37.42362
2021-08-15,36.35437
2021-08-16,42.3116
2021-08-17,45.65512
2021-08-18,47.53903
2021-08-19,55.88934
2021-08-20,45.53632
2021-08-21,38.2892
2021-08-22,40.41072
2021-08-23,47.14867
2021-08-24,48.72708
2021-08-25,44.82348
2021-08-26,44.82348
2021-08-27,40.83503
2021-08-28,36.59198
2021-08-29,37.52545
2021-08-30,47.87847
2021-08-31,41.5818
2021-09-01,41.07264
2021-09-02,41.463
2021-09-03,38.88323
2021-09-04,37.47454
2021-09-05,36.43923
2021-09-06,44.46707
2021-09-07,44.19551
2021-09-08,40.61439
2021-09-09,38.10251
2021-09-10,38.01765
2021-09-11,37.49151
2021-09-12,37.93279
2021-09-13,43.34691
2021-09-14,42.12491
2021-09-15,39.25661
2021-09-16,57.24711
2021-09-17,53.75084
2021-09-18,38.11948
2021-09-19,34.84385
2021-09-20,38.95112
2021-09-21,49.10047
2021-09-22,48.86286
2021-09-23,69.1446
2021-09-24,71.94501
2021-09-25,60.55668
2021-09-26,48.15003
2021-09-27,63.49287
2021-09-28,58.89341
2021-09-29,57.17922
2021-09-30,57.60353
2021-10-01,44.84046
2021-10-02,39.79972
2021-10-03,38.9002
2021-10-04,45.67209
2021-10-05,59.62321
2021-10-06,60.04752
2021-10-07,48.65919
2021-10-08,46.02851
2021-10-09,39.83367
2021-10-10,44.61982
2021-10-11,43.61846
2021-10-12,47.77664
2021-10-13,46.06245
2021-10-14,42.02308
2021-10-15,41.22539
2021-10-16,35.16632
2021-10-17,33.72369
2021-10-18,39.76578
2021-10-19,41.70061
2021-10-20,39.5112
2021-10-21,40.59742
2021-10-22,34.97963
2021-10-23,33.9613
2021-10-24,38.42498
2021-10-25,43.1093
2021-10-26,41.47997
2021-10-27,40.52953
2021-10-28,40.68228
2021-10-29,36.30346
2021-10-30,33.38424
2021-10-31,41.41208
2021-11-01,45.36659
2021-11-02,45.94365
2021-11-03,37.78004
2021-11-04,39.78275
2021-11-05,34.02919
2021-11-06,32.94297
2021-11-07,39.22267
2021-11-08,39.37542
2021-11-09,40.32586
2021-11-10,40.22403
2021-11-11,39.15478
2021-11-12,35.20027
2021-11-13,33.06177
2021-11-14,46.36795
2021-11-15,61.55804
2021-11-16,49.55872
2021-11-17,42.43041
2021-11-18,51.51052
2021-11-19,45.72301
2021-11-20,39.44331
2021-11-21,42.87169
2021-11-22,62.13509
2021-11-23,52.0706
2021-11-24,45.07807
2021-11-25,53.69993
2021-11-26,56.43245
2021-11-27,44.33129
2021-11-28,46.30006
2021-11-29,56.60217
2021-11-30,56.10997
2021-12-01,48.01425
2021-12-02,40.88594
2021-12-03,40.39375
2021-12-04,39.66395
2021-12-05,60.04752
2021-12-06,53.08893
2021-12-07,49.55872
2021-12-08,44.12763
2021-12-09,44.39918
2021-12-10,35.21724
2021-12-11,37.47454
2021-12-12,35.35302
2021-12-13,43.00746
2021-12-14,40.17311
2021-12-15,38.81534
2021-12-16,35.82824
2021-12-17,33.80855
2021-12-18,33.94433
2021-12-19,34.2668
2021-12-20,39.9355
2021-12-21,41.17447
2021-12-22,39.73183
2021-12-23,39.17175
2021-12-24,33.79158
2021-12-25,34.06313
2021-12-26,37.28784
2021-12-27,41.5818
2021-12-28,42.60013
2021-12-29,41.73455
2021-12-30,37.2539
2021-12-31,32.16225
2022-01-01,34.13102
2022-01-02,34.94568
2022-01-03,43.90699
2022-01-04,41.42905
2022-01-05,41.80244
2022-01-06,40.59742
2022-01-07,36.98234
2022-01-08,34.94568
2022-01-09,38.15342
2022-01-10,41.75152
2022-01-11,38.1704
2022-01-12,41.463
2022-01-13,39.37542
2022-01-14,35.26816
2022-01-15,36.18465
2022-01-16,36.13374
2022-01-17,37.2539
2022-01-18,35.62457
2022-01-19,35.09843
2022-01-20,35.14935
2022-01-21,33.6558
2022-01-22,41.08961
2022-01-23,38.78139
2022-01-24,40.32586
2022-01-25,37.21995
2022-01-26,38.01765
2022-01-27,37.84792
2022-01-28,32.38289
2022-01-29,30.27834
2022-01-30,34.3856
2022-01-31,37.13509
2022-02-01,45.36659
2022-02-02,39.9355
2022-02-03,59.01221
2022-02-04,49.43991
2022-02-05,40.56347
2022-02-06,45.04412
2022-02-07,44.39918
2022-02-08,39.03598
2022-02-09,41.07264
2022-02-10,38.95112
2022-02-11,36.89748
2022-02-12,33.55397
2022-02-13,32.58655
2022-02-14,41.25933
2022-02-15,38.9002
2022-02-16,37.05023
2022-02-17,36.6429
2022-02-18,34.5723
2022-02-19,32.33197
2022-02-20,31.61914
2022-02-21,39.59606
2022-02-22,39.66395
2022-02-23,34.74202
2022-02-24,35.53971
2022-02-25,31.95858
2022-02-26,35.21724
2022-02-27,37.96673
2022-02-28,34.48744
2022-03-01,28.58112
2022-03-02,43.70332
2022-03-03,37.69517
2022-03-04,30.87236
2022-03-05,28.7169
2022-03-06,27.41004
2022-03-07,30.90631
2022-03-08,30.14256
2022-03-09,25.95044
2022-03-10,32.09436
2022-03-11,32.68839
2022-03-12,28.46232
2022-03-13,30.07467
2022-03-14,36.13374
2022-03-15,37.16904
2022-03-16,34.89477
2022-03-17,33.82552
2022-03-18,34.31771
2022-03-19,33.28241
2022-03-20,31.10997
2022-03-21,36.88051
2022-03-22,35.57365
2022-03-23,43.44874
2022-03-24,46.60556
2022-03-25,40.00339
2022-03-26,33.68974
2022-03-27,30.87236
2022-03-28,38.73048
2022-03-29,36.01493
2022-03-30,34.01221
2022-03-31,43.02443
2022-04-01,39.49422
2022-04-02,33.21452
2022-04-03,33.87644
2022-04-04,43.94093
2022-04-05,40.00339
2022-04-06,41.80244
2022-04-07,39.37542
2022-04-08,35.6076
2022-04-09,32.26408
2022-04-10,30.95723
2022-04-11,41.73455
2022-04-12,38.62864
2022-04-13,37.62729
2022-04-14,35.16632
2022-04-15,33.60488
2022-04-16,28.75084
2022-04-17,30.09164
2022-04-18,37.61031
2022-04-19,37.79701
2022-04-20,34.09708
2022-04-21,34.89477
2022-04-22,31.60217
2022-04-23,31.26272
2022-04-24,31.60217
2022-04-25,35.7264
2022-04-26,36.57501
2022-04-27,33.50305
2022-04-28,35.21724
2022-04-29,29.49762
2022-04-30,29.83706
2022-05-01,28.81873
2022-05-02,33.2315
2022-05-03,34.50441
2022-05-04,35.11541
2022-05-05,32.38289
2022-05-06,36.47318
2022-05-07,35.55668
2022-05-08,40.75016
2022-05-09,47.40325
2022-05-10,45.96062
2022-05-11,42.39646
2022-05-12,41.31025
2022-05-13,36.88051
2022-05-14,35.09843
2022-05-15,29.1412
2022-05-16,53.03801
2022-05-17,48.64222
2022-05-18,38.32315
2022-05-19,35.69246
2022-05-20,34.09708
2022-05-21,29.66734
2022-05-22,29.24304
2022-05-23,38.66259
2022-05-24,36.93143
2022-05-25,35.35302
2022-05-26,36.35437
2022-05-27,32.95994
2022-05-28,29.92192
2022-05-29,30.04073
2022-05-30,38.98506
2022-05-31,36.84657
2022-06-01,29.17515
2022-06-02,32.34894
2022-06-03,31.94161
2022-06-04,31.07603
2022-06-05,29.15818
2022-06-06,30.60081
2022-06-07,36.0319
2022-06-08,34.60624
2022-06-09,33.36727
2022-06-10,31.093
2022-06-11,29.09029
2022-06-12,31.67006
2022-06-13,35.77732
2022-06-14,33.2315
2022-06-15,30.95723
2022-06-16,36.99932
2022-06-17,34.04616
2022-06-18,26.79904
2022-06-19,25.67888
2022-06-20,31.31364
2022-06-21,34.33469
2022-06-22,28.32654
2022-06-23,26.62932
2022-06-24,25.89952
2022-06-25,23.94772
2022-06-26,23.26883
2022-06-27,28.54718
2022-06-28,28.58112
2022-06-29,28.19076
2022-06-30,26.56143
2022-07-01,23.28581
2022-07-02,25.20366
2022-07-03,28.02104
2022-07-04,27.29124
2022-07-05,28.4114
2022-07-06,29.17515
2022-07-07,26.66327
2022-07-08,30.82145
2022-07-09,25.8486
2022-07-10,28.19076
2022-07-11,31.5852
2022-07-12,33.52002
2022-07-13,29.24304
2022-07-14,31.22878
2022-07-15,29.92192
2022-07-16,26.57841
2022-07-17,28.32654
2022-07-18,33.67277
2022-07-19,30.95723
2022-07-20,32.80719
2022-07-21,31.85675
2022-07-22,29.09029
2022-07-23,27.32518
2022-07-24,26.39171
2022-07-25,36.20162
2022-07-26,29.82009
2022-07-27,28.46232
2022-07-28,28.32654
2022-07-29,26.56143
2022-07-30,22.72572
2022-07-31,22.91242
2022-08-01,32.48472
2022-08-02,26.78207
2022-08-03,26.90088
2022-08-04,28.13985
2022-08-05,24.59266
2022-08-06,23.11608
2022-08-07,21.69042
2022-08-08,28.97148
2022-08-09,25.62797
2022-08-10,25.81466
2022-08-11,24.04955
2022-08-12,23.06517
2022-08-13,21.33401
2022-08-14,20.01018
2022-08-15,21.41887
2022-08-16,28.66598
2022-08-17,27.39307
2022-08-18,26.28988
2022-08-19,24.28716
2022-08-20,22.52206
2022-08-21,23.8968
2022-08-22,30.71961
2022-08-23,30.482
2022-08-24,29.51459
2022-08-25,27.90224
2022-08-26,27.51188
2022-08-27,23.93075
2022-08-28,22.62389
2022-08-29,28.27562
2022-08-30,29.98981
2022-08-31,27.54582
2022-09-01,28.85268
2022-09-02,27.00271
2022-09-03,22.38628
2022-09-04,25.20366
2022-09-05,25.37338
2022-09-06,22.26748
2022-09-07,23.81194
2022-09-08,22.70875
2022-09-09,24.66055
2022-09-10,29.29395
2022-09-11,27.27427
2022-09-12,31.26272
2022-09-13,37.76306
2022-09-14,34.47046
2022-09-15,33.79158
2022-09-16,30.95723
2022-09-17,25.18669
2022-09-18,24.18533
2022-09-19,29.70128
2022-09-20,29.15818
2022-09-21,32.14528
2022-09-22,30.41412
2022-09-23,27.74949
2022-09-24,21.94501
2022-09-25,22.58995
2022-09-26,30.24439
2022-09-27,29.66734
2022-09-28,30.95723
2022-09-29,29.58248
2022-09-30,26.0353
2022-10-01,20.41751
2022-10-02,21.04548
2022-10-03,28.25865
2022-10-04,27.61371
2022-10-05,24.94908
2022-10-06,25.25458
2022-10-07,22.92939
2022-10-08,19.2634
2022-10-09,33.63883
2022-10-10,31.16089
2022-10-11,29.12423
2022-10-12,27.54582
2022-10-13,27.01968
2022-10-14,25.40733
2022-10-15,21.11337
2022-10-16,21.69042
2022-10-17,27.32518
2022-10-18,28.19076
2022-10-19,25.49219
2022-10-20,26.7651
2022-10-21,24.57569
2022-10-22,20.09504
2022-10-23,27.34215
2022-10-24,27.69857
2022-10-25,26.6463
2022-10-26,26.18805
2022-10-27,25.96741
2022-10-28,24.76238
2022-10-29,19.72165
2022-10-30,15.29192
2022-10-31,23.48947
2022-11-01,26.66327
2022-11-02,28.36048
2022-11-03,24.60964
2022-11-04,25.69585
2022-11-05,20.21384
2022-11-06,22.35234
2022-11-07,28.75084
2022-11-08,26.66327
2022-11-09,32.87508
2022-11-10,35.3021
2022-11-11,27.01968
2022-11-12,21.89409
2022-11-13,23.4725
2022-11-14,26.47657
2022-11-15,28.44534
2022-11-16,26.7651
2022-11-17,28.75084
2022-11-18,24.42294
2022-11-19,21.45281
2022-11-20,22.57298
2022-11-21,29.17515
2022-11-22,28.54718
2022-11-23,27.85132
2022-11-24,25.01697
2022-11-25,26.32382
2022-11-26,20.97759
2022-11-27,22.04684
2022-11-28,25.88255
2022-11-29,26.7651
2022-11-30,26.32382
2022-12-01,25.76374
2022-12-02,22.84453
2022-12-03,17.12491
2022-12-04,21.46978
2022-12-05,27.44399
2022-12-06,24.45689
2022-12-07,27.29124
2022-12-08,27.46096
2022-12-09,28.1059
2022-12-10,24.03258
2022-12-11,23.76103
2022-12-12,33.29938
2022-12-13,29.29395
2022-12-14,27.51188
2022-12-15,28.00407
2022-12-16,26.05227
2022-12-17,22.47114
2022-12-18,22.35234
2022-12-19,33.85947
2022-12-20,32.45078
2022-12-21,31.14392
2022-12-22,29.1412
2022-12-23,28.75084
2022-12-24,22.62389
2022-12-25,23.13306
2022-12-26,30.70264
2022-12-27,29.49762
2022-12-28,28.95451
2022-12-29,28.75084
2022-12-30,26.71418
2022-12-31,21.87712
2023-01-01,27.13849
2023-01-02,29.26001
2023-01-03,28.53021
2023-01-04,29.00543
2023-01-05,26.68024
2023-01-06,25.59402
2023-01-07,23.8968
2023-01-08,24.03258
2023-01-09,28.39443
2023-01-10,25.61099
2023-01-11,24.84725
2023-01-12,31.04209
2023-01-13,29.27698
2023-01-14,22.7427
2023-01-15,23.167
2023-01-16,28.05498
2023-01-17,24.66055
2023-01-18,25.40733
2023-01-19,24.25322
2023-01-20,21.31704
2023-01-21,23.76103
2023-01-22,30.83842
2023-01-23,27.39307
2023-01-24,27.13849
2023-01-25,32.6205
2023-01-26,30.90631
2023-01-27,29.0224
2023-01-28,25.95044
2023-01-29,24.52477
2023-01-30,30.99117
2023-01-31,29.29395
2023-02-01,28.1059
2023-02-02,27.44399
2023-02-03,26.54446
2023-02-04,24.16836
2023-02-05,24.5078
2023-02-06,28.88662
2023-02-07,26.47657
2023-02-08,27.08757
2023-02-09,28.42837
2023-02-10,28.69993
2023-02-11,25.03394
2023-02-12,25.15274
2023-02-13,30.83842
2023-02-14,27.29124
2023-02-15,26.79904
2023-02-16,25.20366
2023-02-17,25.05091
2023-02-18,24.54175
2023-02-19,22.28445
2023-02-20,27.25729
2023-02-21,25.89952
2023-02-22,25.06788
2023-02-23,27.81737
2023-02-24,24.389
2023-02-25,21.5207
2023-02-26,21.67345
2023-02-27,24.03258
2023-02-28,23.52342
2023-03-01,21.79226
2023-03-02,26.05227
2023-03-03,23.20095
2023-03-04,21.31704
2023-03-05,20.7909
2023-03-06,24.11744
2023-03-07,23.99864
2023-03-08,22.30142
2023-03-09,22.89545
2023-03-10,19.80651
2023-03-11,18.5336
2023-03-12,18.58452
2023-03-13,23.43856
2023-03-14,25.22063
2023-03-15,22.67481
2023-03-16,24.10047
2023-03-17,22.2505
2023-03-18,19.82348
2023-03-19,21.2152
2023-03-20,26.35777
2023-03-21,26.52749
2023-03-22,24.93211
2023-03-23,24.32111
2023-03-24,22.31839
2023-03-25,18.94093
2023-03-26,19.46707
2023-03-27,27.39307
2023-03-28,24.04955
2023-03-29,25.83163
2023-03-30,22.89545
2023-03-31,21.33401
2023-04-01,17.60013
2023-04-02,17.97352
2023-04-03,22.84453
2023-04-04,23.18397
2023-04-05,23.45553
2023-04-06,22.75967
2023-04-07,21.24915
2023-04-08,18.89002
2023-04-09,18.5336
2023-04-10,26.47657
2023-04-11,23.03122
2023-04-12,22.18262
2023-04-13,23.40461
2023-04-14,20.92668
2023-04-15,19.1446
2023-04-16,19.97623
2023-04-17,24.389
2023-04-18,24.43991
2023-04-19,24.5078
2023-04-20,22.01289
2023-04-21,21.04548
2023-04-22,18.80515
2023-04-23,18.26205
2023-04-24,24.71147
2023-04-25,22.99728
2023-04-26,21.99592
2023-04-27,22.84453
2023-04-28,21.65648
2023-04-29,24.86422
2023-04-30,20.16293
2023-05-01,22.14867
2023-05-02,24.60964
2023-05-03,23.20095
2023-05-04,33.18058
2023-05-05,29.48065
2023-05-06,27.97012
2023-05-07,29.26001
2023-05-08,34.31771
2023-05-09,31.00814
2023-05-10,29.24304
2023-05-11,28.1059
2023-05-12,25.10183
2023-05-13,21.89409
2023-05-14,21.57162
2023-05-15,53.75084
2023-05-16,31.3985
2023-05-17,26.69721
2023-05-18,26.39171
2023-05-19,24.04955
2023-05-20,19.68771
2023-05-21,20.51934
2023-05-22,27.08757
2023-05-23,26.37474
2023-05-24,27.24032
2023-05-25,25.59402
2023-05-26,23.15003
2023-05-27,21.14731
2023-05-28,20.9097
2023-05-29,21.23217
