date,증여세세율
2023-05-30,24.55872
2023-05-31,25.39035
2023-06-01,25.74677
2023-06-02,23.43856
2023-06-03,19.63679
2023-06-04,20.02715
2023-06-05,31.05906
2023-06-06,24.16836
2023-06-07,30.26137
2023-06-08,26.12016
2023-06-09,21.26612
2023-06-10,20.51934
2023-06-11,19.60285
2023-06-12,26.61235
2023-06-13,25.8486
2023-06-14,24.54175
2023-06-15,24.04955
2023-06-16,22.77664
2023-06-17,19.68771
2023-06-18,17.88866
2023-06-19,24.88119
2023-06-20,24.25322
2023-06-21,25.49219
2023-06-22,24.21928
2023-06-23,22.38628
2023-06-24,19.22946
2023-06-25,17.90563
2023-06-26,25.30549
2023-06-27,25.01697
2023-06-28,27.24032
2023-06-29,24.79633
2023-06-30,25.57705
2023-07-01,19.65376
2023-07-02,18.90699
2023-07-03,24.60964
2023-07-04,27.34215
2023-07-05,27.90224
2023-07-06,24.0835
2023-07-07,23.09911
2023-07-08,21.62253
2023-07-09,23.06517
2023-07-10,27.30821
2023-07-11,22.94636
2023-07-12,25.62797
2023-07-13,22.50509
2023-07-14,21.8262
2023-07-15,19.2634
2023-07-16,19.77257
2023-07-17,25.1188
2023-07-18,23.76103
2023-07-19,23.40461
2023-07-20,21.91106
2023-07-21,20.4854
2023-07-22,20.97759
2023-07-23,20.09504
2023-07-24,24.55872
2023-07-25,23.43856
2023-07-26,22.47114
2023-07-27,38.74745
2023-07-28,32.87508
2023-07-29,21.19823
2023-07-30,16.42905
2023-07-31,23.13306
2023-08-01,20.57026
2023-08-02,18.8391
2023-08-03,18.34691
2023-08-04,17.44738
2023-08-05,16.44602
2023-08-06,16.78547
2023-08-07,21.23217
2023-08-08,19.55193
2023-08-09,20.11201
2023-08-10,16.19144
2023-08-11,19.43312
2023-08-12,16.39511
2023-08-13,18.02443
2023-08-14,18.9579
2023-08-15,17.70196
2023-08-16,22.62389
2023-08-17,20.72301
2023-08-18,20.26476
2023-08-19,16.71758
2023-08-20,16.92124
2023-08-21,21.14731
2023-08-22,21.55465
2023-08-23,20.55329
2023-08-24,21.14731
2023-08-25,18.38085
2023-08-26,16.31025
2023-08-27,15.76714
2023-08-28,19.68771
2023-08-29,22.45417
2023-08-30,20.43448
2023-08-31,18.89002
2023-09-01,20.34962
2023-09-02,19.72165
2023-09-03,17.44738
2023-09-04,23.65919
2023-09-05,23.54039
2023-09-06,21.92803
2023-09-07,21.65648
2023-09-08,19.05974
2023-09-09,17.1928
2023-09-10,17.8038
2023-09-11,23.43856
2023-09-12,22.01289
2023-09-13,21.67345
2023-09-14,23.0482
2023-09-15,23.20095
2023-09-16,17.99049
2023-09-17,17.32858
2023-09-18,20.4854
2023-09-19,20.6042
2023-09-20,18.73727
2023-09-21,18.24507
2023-09-22,18.17718
2023-09-23,15.71622
2023-09-24,16.70061
2023-09-25,21.94501
2023-09-26,18.05838
2023-09-27,16.92124
2023-09-28,17.41344
2023-09-29,26.52749
2023-09-30,20.53632
2023-10-01,18.43177
2023-10-02,20.58723
2023-10-03,19.80651
2023-10-04,24.15139
2023-10-05,26.54446
2023-10-06,23.48947
2023-10-07,18.29599
2023-10-08,16.78547
2023-10-09,19.51799
2023-10-10,24.04955
2023-10-11,23.96469
2023-10-12,21.14731
2023-10-13,20.29871
2023-10-14,17.04005
2023-10-15,17.97352
2023-10-16,24.15139
2023-10-17,21.55465
2023-10-18,22.16564
2023-10-19,19.80651
2023-10-20,17.73591
2023-10-21,14.3245
2023-10-22,15.03733
2023-10-23,19.53496
2023-10-24,19.72165
2023-10-25,18.65241
2023-10-26,17.46435
2023-10-27,18.43177
2023-10-28,14.52817
2023-10-29,15.29192
2023-10-30,20.1799
2023-10-31,18.78818
2023-11-01,18.65241
2023-11-02,19.50101
2023-11-03,16.53088
2023-11-04,14.88458
2023-11-05,14.29056
2023-11-06,18.26205
2023-11-07,16.78547
2023-11-08,18.46571
2023-11-09,18.16021
2023-11-10,17.37949
2023-11-11,16.98913
2023-11-12,16.90427
2023-11-13,20.23082
2023-11-14,20.06109
2023-11-15,19.1446
2023-11-16,17.05702
2023-11-17,17.4983
2023-11-18,16.51391
2023-11-19,15.15614
2023-11-20,19.7556
2023-11-21,19.21249
2023-11-22,19.38221
2023-11-23,19.21249
2023-11-24,17.87169
2023-11-25,14.22267
2023-11-26,16.75152
2023-11-27,18.68635
2023-11-28,20.31568
2023-11-29,19.28038
2023-11-30,20.16293
2023-12-01,18.92396
2023-12-02,16.10658
2023-12-03,17.93957
2023-12-04,20.85879
2023-12-05,21.0964
2023-12-06,19.5689
2023-12-07,18.97488
2023-12-08,15.95383
2023-12-09,15.80108
2023-12-10,17.27766
2023-12-11,19.22946
2023-12-12,17.4983
2023-12-13,18.87304
2023-12-14,18.07535
2023-12-15,17.87169
2023-12-16,14.64697
2023-12-17,14.22267
2023-12-18,20.97759
2023-12-19,18.26205
2023-12-20,17.22674
2023-12-21,20.19687
2023-12-22,15.51255
2023-12-23,13.86625
2023-12-24,11.26951
2023-12-25,11.89748
2023-12-26,16.53088
2023-12-27,17.14188
2023-12-28,16.42905
2023-12-29,16.463
2023-12-30,12.69517
2023-12-31,13.39103
2024-01-01,15.27494
2024-01-02,19.43312
2024-01-03,18.27902
2024-01-04,16.90427
2024-01-05,15.61439
2024-01-06,14.5112
2024-01-07,14.25661
2024-01-08,15.73319
2024-01-09,16.83638
2024-01-10,17.71894
2024-01-11,17.97352
2024-01-12,16.39511
2024-01-13,16.5818
2024-01-14,14.30753
2024-01-15,18.24507
2024-01-16,18.92396
2024-01-17,20.02715
2024-01-18,18.65241
2024-01-19,20.06109
2024-01-20,16.41208
2024-01-21,15.73319
2024-01-22,18.39782
2024-01-23,19.22946
2024-01-24,17.36252
2024-01-25,17.0061
2024-01-26,16.97216
2024-01-27,15.91989
2024-01-28,19.80651
2024-01-29,23.40461
2024-01-30,19.1446
2024-01-31,17.37949
2024-02-01,17.17583
2024-02-02,16.44602
2024-02-03,15.15614
2024-02-04,14.47725
2024-02-05,18.24507
2024-02-06,23.37067
2024-02-07,16.39511
2024-02-08,15.64833
2024-02-09,16.36116
2024-02-10,21.4019
2024-02-11,20.62118
2024-02-12,20.16293
2024-02-13,26.40868
2024-02-14,21.16429
2024-02-15,20.65512
2024-02-16,18.61846
2024-02-17,16.08961
2024-02-18,16.08961
2024-02-19,21.92803
2024-02-20,21.0964
2024-02-21,22.4372
2024-02-22,20.73998
2024-02-23,18.70332
2024-02-24,16.83638
2024-02-25,17.88866
2024-02-26,23.45553
2024-02-27,20.28173
2024-02-28,20.21384
2024-02-29,16.49694
2024-03-01,15.44467
2024-03-02,17.46435
2024-03-03,16.97216
2024-03-04,20.46843
2024-03-05,19.67073
2024-03-06,19.92532
2024-03-07,18.72029
2024-03-08,17.93957
2024-03-09,16.31025
2024-03-10,15.61439
2024-03-11,17.8038
2024-03-12,19.94229
2024-03-13,17.20977
2024-03-14,16.92124
2024-03-15,16.8873
2024-03-16,13.69653
2024-03-17,12.61031
2024-03-18,18.66938
2024-03-19,17.44738
2024-03-20,16.39511
