date,카드
2020-03-20,8.91891
2020-03-21,7.6923
2020-03-22,7.07553
2020-03-23,8.75259
2020-03-24,8.53776
2020-03-25,8.34372
2020-03-26,7.89327
2020-03-27,7.67844
2020-03-28,5.92515
2020-03-29,6.18156
2020-03-30,7.59528
2020-03-31,7.78932
2020-04-01,7.33887
2020-04-02,7.42896
2020-04-03,6.77061
2020-04-04,5.94594
2020-04-05,5.98059
2020-04-06,7.52598
2020-04-07,7.22106
2020-04-08,7.20027
2020-04-09,8.22591
2020-04-10,7.5537
2020-04-11,6.12612
2020-04-12,6.56271
2020-04-13,8.30214
2020-04-14,8.06652
2020-04-15,7.08939
2020-04-16,7.67151
2020-04-17,9.63963
2020-04-18,6.11919
2020-04-19,5.86278
2020-04-20,7.87248
2020-04-21,8.64864
2020-04-22,8.28135
2020-04-23,8.25363
2020-04-24,7.60914
2020-04-25,6.56964
2020-04-26,6.54885
2020-04-27,8.46846
2020-04-28,8.23284
2020-04-29,8.09424
2020-04-30,7.61607
2020-05-01,6.81219
2020-05-02,6.5142
2020-05-03,6.83991
2020-05-04,8.42688
2020-05-05,7.25571
2020-05-06,7.97643
2020-05-07,8.70408
2020-05-08,9.23769
2020-05-09,9.38322
2020-05-10,9.15453
2020-05-11,12.2176
2020-05-12,10.19404
2020-05-13,9.50796
2020-05-14,11.43451
2020-05-15,13.81843
2020-05-16,14.44213
2020-05-17,16.04296
2020-05-18,14.39362
2020-05-19,12.44629
2020-05-20,12.39085
2020-05-21,18.56548
2020-05-22,19.86832
2020-05-23,15.36382
2020-05-24,14.85793
2020-05-25,16.81219
2020-05-26,12.88981
2020-05-27,13.15315
2020-05-28,13.09078
2020-05-29,13.14622
2020-05-30,10.08316
2020-05-31,10.19404
2020-06-01,10.91476
2020-06-02,10.64449
2020-06-03,10.22176
2020-06-04,9.9099
2020-06-05,9.22383
2020-06-06,9.18918
2020-06-07,7.62993
2020-06-08,9.02286
2020-06-09,10.36036
2020-06-10,8.71794
2020-06-11,8.32293
2020-06-12,8.46153
2020-06-13,7.72695
2020-06-14,12.36313
2020-06-15,12.91753
2020-06-16,8.98128
2020-06-17,8.05266
2020-06-18,8.9397
2020-06-19,13.465
2020-06-20,9.74358
2020-06-21,8.60706
2020-06-22,9.29313
2020-06-23,10.03465
2020-06-24,10.85932
2020-06-25,11.81566
2020-06-26,13.83922
2020-06-27,10.29106
2020-06-28,10.31185
2020-06-29,10.92862
2020-06-30,9.55647
2020-07-01,10.16632
2020-07-02,13.61053
2020-07-03,11.89189
2020-07-04,10.60984
2020-07-05,9.46638
2020-07-06,11.71171
2020-07-07,9.95841
2020-07-08,8.94663
2020-07-09,10.78309
2020-07-10,9.32085
2020-07-11,7.43589
2020-07-12,8.12889
2020-07-13,8.71101
2020-07-14,8.12889
2020-07-15,8.01801
2020-07-16,7.62993
2020-07-17,8.00415
2020-07-18,6.0984
2020-07-19,7.65765
2020-07-20,8.13582
2020-07-21,7.63686
2020-07-22,7.37352
2020-07-23,7.74081
2020-07-24,7.59528
2020-07-25,6.27858
2020-07-26,6.08454
2020-07-27,7.45668
2020-07-28,7.17255
2020-07-29,7.24878
2020-07-30,7.42203
2020-07-31,6.67359
2020-08-01,6.64587
2020-08-02,6.07761
2020-08-03,7.06167
2020-08-04,11.89189
2020-08-05,8.2467
2020-08-06,18.64171
2020-08-07,8.88426
2020-08-08,9.47331
2020-08-09,7.06167
2020-08-10,7.56756
2020-08-11,7.66458
2020-08-12,7.7616
2020-08-13,9.30699
2020-08-14,9.16146
2020-08-15,6.85377
2020-08-16,5.93208
2020-08-17,7.09632
2020-08-18,6.98544
2020-08-19,7.67151
2020-08-20,7.56063
2020-08-21,7.29729
2020-08-22,6.7914
2020-08-23,6.69438
2020-08-24,8.32293
2020-08-25,8.93277
2020-08-26,16.09147
2020-08-27,16.70131
2020-08-28,17.8309
2020-08-29,16.32709
2020-08-30,45.08662
2020-08-31,12.00277
2020-09-01,11.87803
2020-09-02,11.98891
2020-09-03,11.98891
2020-09-04,12.95218
2020-09-05,13.81843
2020-09-06,27.84476
2020-09-07,10.30492
2020-09-08,8.6625
2020-09-09,8.69715
2020-09-10,8.37837
2020-09-11,7.89327
2020-09-12,6.56271
2020-09-13,6.67359
2020-09-14,7.30422
2020-09-15,7.43589
2020-09-16,7.10325
2020-09-17,6.56271
2020-09-18,6.62508
2020-09-19,5.66874
2020-09-20,5.62716
2020-09-21,7.9002
2020-09-22,8.17047
2020-09-23,7.05474
2020-09-24,6.28551
2020-09-25,6.32016
2020-09-26,5.23908
2020-09-27,5.56479
2020-09-28,6.29937
2020-09-29,5.53707
2020-09-30,5.30838
2020-10-01,4.9896
2020-10-02,5.46777
2020-10-03,5.50242
2020-10-04,5.27373
2020-10-05,8.39223
2020-10-06,7.11018
2020-10-07,6.4449
2020-10-08,6.41718
2020-10-09,6.07761
2020-10-10,5.02425
2020-10-11,5.4747
2020-10-12,6.27165
2020-10-13,6.61815
2020-10-14,5.68953
2020-10-15,5.59944
2020-10-16,5.80734
2020-10-17,5.86971
2020-10-18,5.71032
2020-10-19,6.31323
2020-10-20,6.1677
2020-10-21,7.1379
2020-10-22,7.12404
2020-10-23,6.3063
2020-10-24,8.04573
2020-10-25,7.03395
2020-10-26,7.20027
2020-10-27,6.50727
2020-10-28,7.31808
2020-10-29,6.60429
2020-10-30,7.22799
2020-10-31,5.82813
2020-11-01,6.237
2020-11-02,6.54885
2020-11-03,6.41718
2020-11-04,6.68052
2020-11-05,6.24393
2020-11-06,5.56479
2020-11-07,5.22522
2020-11-08,5.1975
2020-11-09,6.20235
2020-11-10,6.97158
2020-11-11,6.21621
2020-11-12,7.6923
2020-11-13,6.29244
2020-11-14,5.44005
2020-11-15,5.37768
2020-11-16,6.35481
2020-11-17,6.82605
2020-11-18,6.20235
2020-11-19,6.54192
2020-11-20,6.10533
2020-11-21,5.57172
2020-11-22,5.62023
2020-11-23,6.22314
2020-11-24,5.84892
2020-11-25,5.78655
2020-11-26,7.79625
2020-11-27,7.35273
2020-11-28,6.93
2020-11-29,5.45391
2020-11-30,8.15661
2020-12-01,6.57657
2020-12-02,6.13998
2020-12-03,6.16077
2020-12-04,5.63409
2020-12-05,5.0589
2020-12-06,5.03811
2020-12-07,6.43797
2020-12-08,5.77962
2020-12-09,6.34095
2020-12-10,6.4449
2020-12-11,6.83298
2020-12-12,4.9203
2020-12-13,7.58835
2020-12-14,9.18918
2020-12-15,9.7713
2020-12-16,6.87456
2020-12-17,7.31808
2020-12-18,7.35273
2020-12-19,5.31531
2020-12-20,5.53707
2020-12-21,7.20027
2020-12-22,7.18641
2020-12-23,7.17948
2020-12-24,8.68329
2020-12-25,7.47747
2020-12-26,5.94594
2020-12-27,6.52113
2020-12-28,7.9002
2020-12-29,7.68537
2020-12-30,7.81011
2020-12-31,10.1386
2021-01-01,7.70616
2021-01-02,5.97366
2021-01-03,6.76368
2021-01-04,6.97158
2021-01-05,8.33679
2021-01-06,9.24462
2021-01-07,8.60013
2021-01-08,6.96465
2021-01-09,6.86763
2021-01-10,7.51905
2021-01-11,8.25363
2021-01-12,8.28828
2021-01-13,9.07137
2021-01-14,7.78239
2021-01-15,8.63478
2021-01-16,6.56964
2021-01-17,6.7914
2021-01-18,8.14968
2021-01-19,8.61399
2021-01-20,9.0783
2021-01-21,8.41995
2021-01-22,7.35273
2021-01-23,6.77061
2021-01-24,6.25086
2021-01-25,8.09424
2021-01-26,7.37352
2021-01-27,7.30422
2021-01-28,6.81912
2021-01-29,6.20928
2021-01-30,5.52321
2021-01-31,5.90436
2021-02-01,7.92792
2021-02-02,7.06167
2021-02-03,6.43797
2021-02-04,6.53499
2021-02-05,6.22314
2021-02-06,5.03811
2021-02-07,5.41926
2021-02-08,6.84684
2021-02-09,6.03603
2021-02-10,6.15384
2021-02-11,5.68953
2021-02-12,6.27858
2021-02-13,5.34303
2021-02-14,5.66181
2021-02-15,6.98544
2021-02-16,6.47955
2021-02-17,6.5142
2021-02-18,6.16077
2021-02-19,5.53707
2021-02-20,6.18156
2021-02-21,5.98752
2021-02-22,6.77754
2021-02-23,6.8607
2021-02-24,6.24393
2021-02-25,6.3756
2021-02-26,5.4747
2021-02-27,5.10741
2021-02-28,20.11781
2021-03-01,100.0
2021-03-02,25.96673
2021-03-03,39.30006
2021-03-04,43.61746
2021-03-05,26.02217
2021-03-06,20.6237
2021-03-07,16.07761
2021-03-08,13.38184
2021-03-09,11.33749
2021-03-10,11.03257
2021-03-11,9.61884
2021-03-12,10.32571
2021-03-13,9.1476
2021-03-14,8.93277
2021-03-15,20.35343
2021-03-16,8.55855
2021-03-17,9.50103
2021-03-18,7.53291
2021-03-19,7.70616
2021-03-20,7.5537
2021-03-21,6.77754
2021-03-22,7.13097
2021-03-23,6.55578
2021-03-24,6.63894
2021-03-25,6.55578
2021-03-26,6.98544
2021-03-27,5.8905
2021-03-28,6.11226
2021-03-29,7.09632
2021-03-30,7.82397
2021-03-31,6.28551
2021-04-01,5.98752
2021-04-02,5.74497
2021-04-03,5.41233
2021-04-04,5.05197
2021-04-05,6.237
2021-04-06,5.68953
2021-04-07,5.7519
2021-04-08,5.62023
2021-04-09,5.18364
2021-04-10,4.71933
2021-04-11,5.28759
2021-04-12,6.20235
2021-04-13,5.62716
2021-04-14,10.27027
2021-04-15,6.15384
2021-04-16,5.84892
2021-04-17,5.2668
2021-04-18,10.87318
2021-04-19,7.65765
2021-04-20,7.56063
2021-04-21,6.78447
2021-04-22,6.3063
2021-04-23,6.11226
2021-04-24,6.26472
2021-04-25,6.70131
2021-04-26,6.93693
2021-04-27,7.22106
2021-04-28,6.94386
2021-04-29,6.81219
2021-04-30,6.54885
2021-05-01,13.77685
2021-05-02,6.90921
2021-05-03,7.20027
2021-05-04,6.7914
2021-05-05,5.57865
2021-05-06,6.07761
2021-05-07,6.03603
2021-05-08,5.55093
2021-05-09,5.10048
2021-05-10,6.29937
2021-05-11,5.91822
2021-05-12,5.98059
2021-05-13,5.8212
2021-05-14,5.53014
2021-05-15,4.93416
2021-05-16,4.68468
2021-05-17,5.50242
2021-05-18,5.42619
2021-05-19,4.67775
2021-05-20,5.71032
2021-05-21,5.25987
2021-05-22,4.44906
2021-05-23,4.89951
2021-05-24,5.59251
2021-05-25,6.38253
2021-05-26,6.11226
2021-05-27,5.39847
2021-05-28,5.19057
2021-05-29,4.42134
2021-05-30,4.62924
2021-05-31,5.95287
2021-06-01,6.56271
2021-06-02,6.52806
2021-06-03,5.9598
2021-06-04,4.91337
2021-06-05,4.62231
2021-06-06,4.91337
2021-06-07,5.77269
2021-06-08,5.8905
2021-06-09,6.7221
2021-06-10,10.53361
2021-06-11,7.15176
2021-06-12,5.72418
2021-06-13,5.10048
2021-06-14,6.03603
2021-06-15,6.29937
2021-06-16,6.54192
2021-06-17,7.35966
2021-06-18,5.53707
2021-06-19,4.53915
2021-06-20,5.1282
2021-06-21,5.77269
2021-06-22,7.60221
2021-06-23,6.05682
2021-06-24,6.07761
2021-06-25,5.37075
2021-06-26,5.57172
2021-06-27,5.41926
2021-06-28,7.4844
2021-06-29,7.22106
2021-06-30,5.91129
2021-07-01,6.60429
2021-07-02,6.09147
2021-07-03,5.01732
2021-07-04,5.00346
2021-07-05,5.46777
2021-07-06,5.75883
2021-07-07,5.6826
2021-07-08,5.50935
2021-07-09,4.96188
2021-07-10,5.03811
2021-07-11,4.76784
2021-07-12,5.86971
2021-07-13,5.86971
2021-07-14,5.6826
2021-07-15,5.85585
2021-07-16,5.73804
2021-07-17,4.60845
2021-07-18,4.48371
2021-07-19,6.07761
2021-07-20,5.7519
2021-07-21,5.70339
2021-07-22,5.59251
2021-07-23,5.49549
2021-07-24,4.49757
2021-07-25,4.4352
2021-07-26,5.41233
2021-07-27,5.11434
2021-07-28,4.98267
2021-07-29,5.14899
2021-07-30,5.07969
2021-07-31,4.66389
2021-08-01,4.39362
2021-08-02,5.23908
2021-08-03,5.46777
2021-08-04,5.10048
2021-08-05,5.21829
2021-08-06,5.06583
2021-08-07,4.59459
2021-08-08,4.51143
2021-08-09,5.71725
2021-08-10,5.60637
2021-08-11,5.38461
2021-08-12,5.85585
2021-08-13,5.30145
2021-08-14,4.61538
2021-08-15,4.80942
2021-08-16,5.02425
2021-08-17,5.93901
2021-08-18,6.5835
2021-08-19,5.52321
2021-08-20,5.72418
2021-08-21,5.27373
2021-08-22,5.71725
2021-08-23,6.17463
2021-08-24,5.7519
2021-08-25,6.24393
2021-08-26,5.89743
2021-08-27,5.76576
2021-08-28,5.05197
2021-08-29,4.96881
2021-08-30,6.15384
2021-08-31,5.95287
2021-09-01,6.11919
2021-09-02,6.35481
2021-09-03,5.58558
2021-09-04,4.54608
2021-09-05,4.79556
2021-09-06,7.89327
2021-09-07,7.2072
2021-09-08,6.68052
2021-09-09,6.32016
2021-09-10,6.26472
2021-09-11,5.41926
2021-09-12,4.851
2021-09-13,5.80041
2021-09-14,6.08454
2021-09-15,5.74497
2021-09-16,5.6826
2021-09-17,5.14899
2021-09-18,4.13721
2021-09-19,4.10256
2021-09-20,4.21344
2021-09-21,4.63617
2021-09-22,4.39362
2021-09-23,5.48163
2021-09-24,5.68953
2021-09-25,4.49064
2021-09-26,4.60845
2021-09-27,9.13374
2021-09-28,8.57241
2021-09-29,6.92307
2021-09-30,7.70616
2021-10-01,11.49688
2021-10-02,7.02702
2021-10-03,5.62716
2021-10-04,6.64587
2021-10-05,7.76853
2021-10-06,6.85377
2021-10-07,6.06375
2021-10-08,6.16077
2021-10-09,5.64795
2021-10-10,5.71032
2021-10-11,5.50935
2021-10-12,5.8905
2021-10-13,5.73804
2021-10-14,5.42619
2021-10-15,5.4747
2021-10-16,5.07969
2021-10-17,4.62924
2021-10-18,5.13513
2021-10-19,5.3361
2021-10-20,5.92515
2021-10-21,5.04504
2021-10-22,4.84407
2021-10-23,4.19265
2021-10-24,4.81635
2021-10-25,22.41164
2021-10-26,5.82813
2021-10-27,5.8212
2021-10-28,5.39847
2021-10-29,5.22522
2021-10-30,4.44906
2021-10-31,4.98267
2021-11-01,6.00831
2021-11-02,5.6826
2021-11-03,5.31531
2021-11-04,5.60637
2021-11-05,5.44698
2021-11-06,4.7124
2021-11-07,4.89258
2021-11-08,5.66874
2021-11-09,5.84892
2021-11-10,5.36382
2021-11-11,5.25294
2021-11-12,4.97574
2021-11-13,4.83714
2021-11-14,4.88565
2021-11-15,6.08454
2021-11-16,6.09147
2021-11-17,5.92515
2021-11-18,6.68052
2021-11-19,6.00831
2021-11-20,5.15592
2021-11-21,4.98267
2021-11-22,5.97366
2021-11-23,5.51628
2021-11-24,5.84892
2021-11-25,5.6826
2021-11-26,5.48163
2021-11-27,4.5045
2021-11-28,4.7817
2021-11-29,6.0291
2021-11-30,6.19542
2021-12-01,6.01524
2021-12-02,5.71725
2021-12-03,5.1282
2021-12-04,4.49757
2021-12-05,4.5045
2021-12-06,4.96881
2021-12-07,5.66874
2021-12-08,5.62023
2021-12-09,5.53707
2021-12-10,5.56479
2021-12-11,4.56687
2021-12-12,4.86486
2021-12-13,5.84892
2021-12-14,6.0984
2021-12-15,6.67359
2021-12-16,6.00831
2021-12-17,5.41926
2021-12-18,5.15592
