date,다이렉트보험
2023-06-01,50.95108
2023-06-02,44.83695
2023-06-03,26.63043
2023-06-04,27.17391
2023-06-05,51.35869
2023-06-06,28.66847
2023-06-07,46.875
2023-06-08,51.63043
2023-06-09,46.33152
2023-06-10,20.92391
2023-06-11,23.91304
2023-06-12,48.09782
2023-06-13,46.875
2023-06-14,49.45652
2023-06-15,46.60326
2023-06-16,44.42934
2023-06-17,23.36956
2023-06-18,22.69021
2023-06-19,44.56521
2023-06-20,54.07608
2023-06-21,53.125
2023-06-22,50.13586
2023-06-23,41.44021
2023-06-24,23.50543
2023-06-25,21.05978
2023-06-26,52.30978
2023-06-27,51.90217
2023-06-28,48.50543
2023-06-29,49.04891
2023-06-30,41.84782
2023-07-01,23.91304
2023-07-02,22.14673
2023-07-03,45.10869
2023-07-04,47.96195
2023-07-05,50.27173
2023-07-06,46.60326
2023-07-07,42.25543
2023-07-08,24.59239
2023-07-09,25.67934
2023-07-10,54.8913
2023-07-11,48.91304
2023-07-12,46.46739
2023-07-13,46.60326
2023-07-14,46.875
2023-07-15,25.0
2023-07-16,18.88586
2023-07-17,50.0
2023-07-18,53.125
2023-07-19,53.39673
2023-07-20,48.09782
2023-07-21,37.09239
2023-07-22,26.22282
2023-07-23,25.54347
2023-07-24,44.70108
2023-07-25,45.5163
2023-07-26,47.69021
2023-07-27,43.20652
2023-07-28,41.44021
2023-07-29,26.7663
2023-07-30,22.2826
2023-07-31,48.91304
2023-08-01,41.71195
2023-08-02,42.93478
2023-08-03,38.85869
2023-08-04,36.00543
2023-08-05,25.81521
2023-08-06,24.59239
2023-08-07,48.36956
2023-08-08,44.70108
2023-08-09,35.73369
2023-08-10,46.60326
2023-08-11,40.35326
2023-08-12,24.86413
2023-08-13,19.56521
2023-08-14,40.76086
2023-08-15,29.07608
2023-08-16,50.4076
2023-08-17,50.13586
2023-08-18,41.0326
2023-08-19,24.18478
2023-08-20,23.09782
2023-08-21,52.03804
2023-08-22,46.73913
2023-08-23,46.46739
2023-08-24,43.20652
2023-08-25,40.625
2023-08-26,23.77717
2023-08-27,25.81521
2023-08-28,49.86413
2023-08-29,53.125
2023-08-30,57.74456
2023-08-31,45.78804
2023-09-01,45.5163
2023-09-02,24.45652
2023-09-03,25.54347
2023-09-04,50.0
2023-09-05,41.0326
2023-09-06,39.53804
2023-09-07,44.42934
2023-09-08,38.58695
2023-09-09,27.17391
2023-09-10,22.01086
2023-09-11,45.65217
2023-09-12,46.05978
2023-09-13,45.78804
2023-09-14,42.79891
2023-09-15,39.80978
2023-09-16,25.67934
2023-09-17,23.36956
2023-09-18,50.54347
2023-09-19,53.39673
2023-09-20,54.75543
2023-09-21,45.78804
2023-09-22,43.34239
2023-09-23,25.4076
2023-09-24,18.20652
2023-09-25,43.88586
2023-09-26,42.79891
2023-09-27,38.17934
2023-09-28,17.3913
2023-09-29,15.21739
2023-09-30,19.97282
2023-10-01,16.71195
2023-10-02,21.73913
2023-10-03,25.54347
2023-10-04,45.5163
2023-10-05,47.14673
2023-10-06,34.64673
2023-10-07,21.875
2023-10-08,20.5163
2023-10-09,25.0
2023-10-10,46.73913
2023-10-11,56.52173
2023-10-12,47.55434
2023-10-13,38.85869
2023-10-14,22.41847
2023-10-15,20.24456
2023-10-16,51.63043
2023-10-17,44.42934
2023-10-18,40.08152
2023-10-19,42.11956
2023-10-20,39.40217
2023-10-21,22.01086
2023-10-22,20.5163
2023-10-23,45.92391
2023-10-24,45.24456
2023-10-25,45.10869
2023-10-26,43.47826
2023-10-27,42.3913
2023-10-28,24.86413
2023-10-29,23.23369
2023-10-30,53.125
2023-10-31,47.82608
2023-11-01,42.25543
2023-11-02,42.3913
2023-11-03,40.08152
2023-11-04,22.96195
2023-11-05,21.73913
2023-11-06,42.25543
2023-11-07,43.07065
2023-11-08,42.11956
2023-11-09,45.24456
2023-11-10,39.67391
2023-11-11,23.36956
2023-11-12,22.82608
2023-11-13,44.97282
2023-11-14,46.05978
2023-11-15,43.88586
2023-11-16,44.02173
2023-11-17,41.57608
2023-11-18,25.81521
2023-11-19,22.69021
2023-11-20,49.86413
2023-11-21,48.09782
2023-11-22,45.92391
2023-11-23,42.25543
2023-11-24,42.52717
2023-11-25,23.09782
2023-11-26,28.125
2023-11-27,44.97282
2023-11-28,49.59239
2023-11-29,48.23369
2023-11-30,46.73913
2023-12-01,37.22826
2023-12-02,23.6413
2023-12-03,23.23369
2023-12-04,45.5163
2023-12-05,50.81521
2023-12-06,40.89673
2023-12-07,42.66304
2023-12-08,37.5
2023-12-09,22.01086
2023-12-10,22.14673
2023-12-11,54.34782
2023-12-12,49.32065
2023-12-13,42.93478
2023-12-14,45.10869
2023-12-15,36.82065
2023-12-16,19.97282
2023-12-17,24.72826
2023-12-18,39.53804
2023-12-19,45.5163
2023-12-20,46.46739
2023-12-21,41.84782
2023-12-22,36.68478
2023-12-23,23.23369
2023-12-24,22.82608
2023-12-25,23.6413
2023-12-26,52.71739
2023-12-27,44.29347
2023-12-28,48.23369
2023-12-29,38.04347
2023-12-30,19.42934
2023-12-31,19.02173
2024-01-01,18.88586
2024-01-02,46.19565
2024-01-03,47.41847
2024-01-04,45.78804
2024-01-05,42.66304
2024-01-06,25.4076
2024-01-07,23.77717
2024-01-08,41.71195
2024-01-09,41.30434
2024-01-10,47.69021
2024-01-11,46.73913
2024-01-12,36.54891
2024-01-13,26.49456
2024-01-14,26.7663
2024-01-15,44.56521
2024-01-16,44.02173
2024-01-17,49.18478
2024-01-18,43.07065
2024-01-19,89.94565
2024-01-20,47.96195
2024-01-21,47.2826
2024-01-22,82.74456
2024-01-23,84.91847
2024-01-24,85.46195
2024-01-25,80.97826
2024-01-26,75.27173
2024-01-27,42.52717
2024-01-28,49.18478
2024-01-29,87.63586
2024-01-30,83.28804
2024-01-31,75.95108
2024-02-01,77.71739
2024-02-02,87.5
2024-02-03,43.07065
2024-02-04,44.29347
2024-02-05,84.64673
2024-02-06,81.6576
2024-02-07,78.125
2024-02-08,81.38586
2024-02-09,39.40217
2024-02-10,40.76086
2024-02-11,38.72282
2024-02-12,40.76086
2024-02-13,92.3913
2024-02-14,82.74456
2024-02-15,84.10326
2024-02-16,91.0326
2024-02-17,47.41847
2024-02-18,50.27173
2024-02-19,92.25543
2024-02-20,87.77173
2024-02-21,82.74456
2024-02-22,82.60869
2024-02-23,77.71739
2024-02-24,48.77717
2024-02-25,54.34782
2024-02-26,95.24456
2024-02-27,86.54891
2024-02-28,85.86956
2024-02-29,85.19021
2024-03-01,51.35869
2024-03-02,47.96195
2024-03-03,20.10869
2024-03-04,82.74456
2024-03-05,91.98369
2024-03-06,100.0
2024-03-07,92.25543
2024-03-08,84.23913
2024-03-09,50.95108
2024-03-10,54.8913
2024-03-11,83.96739
2024-03-12,91.71195
2024-03-13,88.72282
2024-03-14,81.92934
2024-03-15,88.17934
2024-03-16,54.61956
2024-03-17,49.32065
2024-03-18,76.22282
2024-03-19,76.63043
2024-03-20,84.375
