date,금한돈시세
2020-08-04,15.14656
2020-08-05,41.13338
2020-08-06,24.68736
2020-08-07,25.82674
2020-08-08,12.91781
2020-08-09,9.96654
2020-08-10,16.55717
2020-08-11,15.66901
2020-08-12,27.00392
2020-08-13,19.7152
2020-08-14,14.76084
2020-08-15,9.82981
2020-08-16,8.25579
2020-08-17,10.16885
2020-08-18,17.72768
2020-08-19,13.71038
2020-08-20,13.34022
2020-08-21,12.02521
2020-08-22,7.44878
2020-08-23,6.51949
2020-08-24,11.30378
2020-08-25,10.36671
2020-08-26,9.69864
2020-08-27,10.53678
2020-08-28,9.40074
2020-08-29,6.98191
2020-08-30,6.51838
2020-08-31,10.5579
2020-09-01,10.29668
2020-09-02,9.83759
2020-09-03,9.3107
2020-09-04,9.95431
2020-09-05,6.37943
2020-09-06,6.6162
2020-09-07,9.00723
2020-09-08,8.4381
2020-09-09,8.75712
2020-09-10,8.5148
2020-09-11,8.53925
2020-09-12,6.17712
2020-09-13,5.658
2020-09-14,7.7867
2020-09-15,8.02347
2020-09-16,7.99346
2020-09-17,7.51992
2020-09-18,7.30872
2020-09-19,5.53573
2020-09-20,4.72426
2020-09-21,7.63997
2020-09-22,7.86451
2020-09-23,8.1313
2020-09-24,9.09838
2020-09-25,9.08838
2020-09-26,5.48348
2020-09-27,4.91546
2020-09-28,7.80115
2020-09-29,7.63886
2020-09-30,5.95702
2020-10-01,6.76515
2020-10-02,5.65911
2020-10-03,5.53573
2020-10-04,5.42234
2020-10-05,8.44254
2020-10-06,8.09906
2020-10-07,7.61218
2020-10-08,8.07572
2020-10-09,5.66801
2020-10-10,5.14667
2020-10-11,4.68536
2020-10-12,7.5755
2020-10-13,7.05416
2020-10-14,7.30872
2020-10-15,7.06861
2020-10-16,6.82184
2020-10-17,4.88767
2020-10-18,4.54974
2020-10-19,6.8463
2020-10-20,7.06861
2020-10-21,7.49658
2020-10-22,6.96746
2020-10-23,6.32496
2020-10-24,4.97104
2020-10-25,4.40968
2020-10-26,7.14643
2020-10-27,6.90632
2020-10-28,6.90632
2020-10-29,7.05527
2020-10-30,7.88675
2020-10-31,5.22448
2020-11-01,4.89434
2020-11-02,7.14309
2020-11-03,6.33163
2020-11-04,6.95968
2020-11-05,6.96412
2020-11-06,8.02014
2020-11-07,5.59909
2020-11-08,4.99105
2020-11-09,7.441
2020-11-10,8.54592
2020-11-11,7.6811
2020-11-12,7.07639
2020-11-13,6.68956
2020-11-14,5.07108
2020-11-15,4.69203
2020-11-16,6.96301
2020-11-17,6.77515
2020-11-18,6.84074
2020-11-19,6.47169
2020-11-20,6.68623
2020-11-21,5.12888
2020-11-22,4.94881
2020-11-23,7.15643
2020-11-24,7.21757
2020-11-25,8.49145
2020-11-26,8.02681
2020-11-27,7.88341
2020-11-28,7.56883
2020-11-29,5.46792
2020-11-30,8.56704
2020-12-01,8.54592
2020-12-02,12.42093
2020-12-03,10.788
2020-12-04,9.46298
2020-12-05,6.27494
2020-12-06,5.57686
2020-12-07,9.97432
2020-12-08,9.02502
2020-12-09,9.02057
2020-12-10,8.60483
2020-12-11,7.80782
2020-12-12,6.12376
2020-12-13,5.26894
2020-12-14,8.04015
2020-12-15,8.71488
2020-12-16,8.2847
2020-12-17,8.21244
2020-12-18,8.59705
2020-12-19,6.37943
2020-12-20,5.65244
2020-12-21,9.22399
2020-12-22,8.87384
2020-12-23,7.99679
2020-12-24,8.0168
2020-12-25,5.95146
2020-12-26,5.59798
2020-12-27,5.12777
2020-12-28,8.45366
2020-12-29,8.15575
2020-12-30,8.26246
2020-12-31,7.68555
2021-01-01,9.3307
2021-01-02,6.65177
2021-01-03,7.29649
2021-01-04,9.43186
2021-01-05,9.91763
2021-01-06,10.62126
2021-01-07,10.14106
2021-01-08,9.1673
2021-01-09,7.21201
2021-01-10,7.74891
2021-01-11,9.9532
2021-01-12,11.35269
2021-01-13,10.78356
2021-01-14,10.49677
2021-01-15,9.07059
2021-01-16,6.92299
2021-01-17,12.41871
2021-01-18,8.93942
2021-01-19,8.7649
2021-01-20,10.48898
2021-01-21,8.80381
2021-01-22,8.25246
2021-01-23,6.68623
2021-01-24,7.73001
2021-01-25,9.63973
2021-01-26,10.04991
2021-01-27,7.84562
2021-01-28,8.0257
2021-01-29,7.98568
2021-01-30,6.2716
2021-01-31,6.25493
2021-02-01,8.44588
2021-02-02,9.21955
2021-02-03,8.15575
2021-02-04,7.3454
2021-02-05,7.6622
2021-02-06,5.79584
2021-02-07,5.60687
2021-02-08,8.10351
2021-02-09,7.89008
2021-02-10,9.0328
2021-02-11,7.30427
2021-02-12,7.78559
2021-02-13,7.20312
2021-02-14,8.05126
2021-02-15,10.79356
2021-02-16,9.87539
2021-02-17,9.70753
2021-02-18,10.10437
2021-02-19,18.38129
2021-02-20,10.08881
2021-02-21,8.32249
2021-02-22,11.22041
2021-02-23,11.26043
2021-02-24,9.21955
2021-02-25,8.68487
2021-02-26,8.84827
2021-02-27,7.31205
2021-02-28,7.12864
2021-03-01,7.20423
2021-03-02,9.07949
2021-03-03,11.50609
2021-03-04,14.56297
2021-03-05,12.67215
2021-03-06,8.44699
2021-03-07,8.92831
2021-03-08,10.3945
2021-03-09,9.37072
2021-03-10,10.16329
2021-03-11,13.01564
2021-03-12,10.90027
2021-03-13,7.53659
2021-03-14,8.56704
2021-03-15,9.17175
2021-03-16,9.4074
2021-03-17,9.47966
2021-03-18,10.01767
2021-03-19,8.20577
2021-03-20,6.45835
2021-03-21,6.05706
2021-03-22,8.03236
2021-03-23,7.91898
2021-03-24,8.14464
2021-03-25,8.38585
2021-03-26,7.20867
2021-03-27,5.75138
2021-03-28,5.68246
2021-03-29,7.73557
2021-03-30,7.40876
2021-03-31,8.57705
2021-04-01,8.62373
2021-04-02,10.05769
2021-04-03,6.58396
2021-04-04,6.02594
2021-04-05,7.90564
2021-04-06,8.23579
2021-04-07,7.71223
2021-04-08,8.72933
2021-04-09,8.69154
2021-04-10,6.45501
2021-04-11,6.22936
2021-04-12,7.969
2021-04-13,7.68777
2021-04-14,7.91342
2021-04-15,9.01168
2021-04-16,7.86563
2021-04-17,6.26938
2021-04-18,5.22782
2021-04-19,7.68777
2021-04-20,8.48701
2021-04-21,8.69376
2021-04-22,8.33361
2021-04-23,7.90342
2021-04-24,6.03928
2021-04-25,6.09597
2021-04-26,8.41142
2021-04-27,8.62929
2021-04-28,8.78158
2021-04-29,7.76336
2021-04-30,6.98969
2021-05-01,6.17045
2021-05-02,6.85074
2021-05-03,8.12018
2021-05-04,8.18132
2021-05-05,7.00859
2021-05-06,8.23801
2021-05-07,8.04904
2021-05-08,7.73223
2021-05-09,6.12709
2021-05-10,7.98345
2021-05-11,7.82116
2021-05-12,7.40765
2021-05-13,6.79405
2021-05-14,6.56395
2021-05-15,5.46347
2021-05-16,5.16557
2021-05-17,8.00791
2021-05-18,7.5855
2021-05-19,10.35559
2021-05-20,9.762
2021-05-21,7.91787
2021-05-22,6.0704
2021-05-23,7.21757
2021-05-24,11.19151
2021-05-25,10.04768
2021-05-26,8.53369
2021-05-27,9.00723
2021-05-28,8.10017
2021-05-29,6.13043
2021-05-30,5.0155
2021-05-31,8.31804
2021-06-01,8.85717
2021-06-02,8.74934
2021-06-03,9.14173
2021-06-04,7.70222
2021-06-05,5.3412
2021-06-06,5.44013
2021-06-07,6.8374
2021-06-08,6.65399
2021-06-09,7.79782
2021-06-10,8.9561
2021-06-11,7.29538
2021-06-12,5.62688
2021-06-13,5.04663
2021-06-14,7.22424
2021-06-15,7.47101
2021-06-16,7.88563
2021-06-17,8.83271
2021-06-18,8.63151
2021-06-19,5.93145
2021-06-20,5.03551
2021-06-21,7.63664
2021-06-22,7.52214
2021-06-23,7.64331
2021-06-24,7.83561
2021-06-25,7.45989
2021-06-26,5.80473
2021-06-27,4.84654
2021-06-28,7.31539
2021-06-29,7.64553
2021-06-30,9.14952
2021-07-01,8.01458
2021-07-02,7.84673
2021-07-03,6.45279
2021-07-04,5.37566
2021-07-05,8.34028
2021-07-06,7.93677
2021-07-07,8.40919
2021-07-08,8.17243
2021-07-09,7.72112
2021-07-10,5.8014
2021-07-11,8.16131
2021-07-12,7.6233
2021-07-13,8.03792
2021-07-14,7.74224
2021-07-15,8.38252
2021-07-16,7.80893
2021-07-17,6.59174
2021-07-18,8.10351
2021-07-19,7.92121
2021-07-20,7.88452
2021-07-21,8.23467
2021-07-22,7.64998
2021-07-23,6.65177
2021-07-24,6.03594
2021-07-25,5.36565
2021-07-26,6.88187
2021-07-27,6.10931
2021-07-28,5.90811
2021-07-29,5.77694
2021-07-30,6.57729
2021-07-31,5.11888
2021-08-01,5.01884
2021-08-02,6.35275
2021-08-03,5.69135
2021-08-04,5.47014
2021-08-05,6.06929
2021-08-06,5.84364
2021-08-07,5.42012
2021-08-08,4.83765
2021-08-09,6.94967
2021-08-10,6.89965
2021-08-11,8.63596
2021-08-12,9.17508
2021-08-13,7.15421
2021-08-14,5.89699
2021-08-15,4.79652
2021-08-16,5.35009
2021-08-17,6.85963
2021-08-18,6.77404
2021-08-19,6.48725
2021-08-20,6.3672
2021-08-21,5.03996
2021-08-22,4.63645
2021-08-23,6.62398
2021-08-24,6.14488
2021-08-25,6.08708
2021-08-26,6.24048
2021-08-27,5.89366
2021-08-28,4.91435
2021-08-29,6.49392
2021-08-30,6.43389
2021-08-31,6.11153
2021-09-01,5.94813
2021-09-02,6.51171
2021-09-03,6.47613
2021-09-04,5.21225
2021-09-05,4.47304
2021-09-06,6.05262
2021-09-07,6.10042
2021-09-08,5.96036
2021-09-09,6.23825
2021-09-10,5.99037
2021-09-11,4.97771
2021-09-12,4.62089
2021-09-13,5.67468
2021-09-14,5.61465
2021-09-15,5.65022
2021-09-16,5.41012
2021-09-17,5.71136
2021-09-18,5.09554
2021-09-19,4.17403
2021-09-20,4.12956
2021-09-21,4.87211
2021-09-22,4.79652
2021-09-23,6.03706
2021-09-24,5.97369
2021-09-25,5.00994
2021-09-26,3.94393
2021-09-27,5.35898
2021-09-28,5.40901
2021-09-29,5.45347
2021-09-30,5.58575
2021-10-01,5.65911
2021-10-02,4.54196
2021-10-03,4.28963
2021-10-04,4.87433
2021-10-05,6.21602
2021-10-06,5.49682
2021-10-07,5.58019
2021-10-08,5.27784
2021-10-09,4.4308
2021-10-10,3.89057
2021-10-11,4.15846
2021-10-12,5.48571
2021-10-13,5.13667
2021-10-14,5.4946
2021-10-15,5.36232
2021-10-16,4.52307
2021-10-17,3.78719
2021-10-18,4.83431
2021-10-19,5.00994
2021-10-20,4.87544
2021-10-21,4.99216
2021-10-22,5.15223
2021-10-23,4.11845
2021-10-24,4.53974
2021-10-25,5.9459
2021-10-26,5.23782
2021-10-27,4.95992
2021-10-28,5.48237
2021-10-29,5.13778
2021-10-30,4.00395
2021-10-31,3.86278
2021-11-01,4.80096
2021-11-02,4.98104
2021-11-03,4.98327
2021-11-04,5.0533
2021-11-05,4.8232
2021-11-06,4.19181
2021-11-07,4.06954
2021-11-08,5.24671
2021-11-09,5.45458
2021-11-10,5.50127
2021-11-11,5.82474
2021-11-12,5.82029
2021-11-13,4.96437
2021-11-14,4.41413
2021-11-15,6.29161
2021-11-16,7.25425
2021-11-17,6.84518
2021-11-18,5.75693
2021-11-19,5.76027
2021-11-20,5.22893
2021-11-21,4.56531
2021-11-22,5.97036
2021-11-23,5.81918
2021-11-24,5.65022
2021-11-25,5.73693
2021-11-26,5.60687
2021-11-27,4.99438
2021-11-28,5.77027
2021-11-29,6.91521
2021-11-30,6.22603
2021-12-01,6.19268
2021-12-02,5.83252
2021-12-03,5.92034
2021-12-04,4.79429
2021-12-05,4.25517
2021-12-06,5.81363
2021-12-07,5.52795
2021-12-08,5.61465
2021-12-09,5.27006
2021-12-10,5.68023
2021-12-11,4.7087
2021-12-12,4.47971
2021-12-13,5.16223
2021-12-14,5.28562
2021-12-15,5.22226
2021-12-16,5.59575
2021-12-17,5.18891
2021-12-18,4.69981
2021-12-19,4.24739
2021-12-20,6.00593
2021-12-21,5.87254
2021-12-22,5.52795
2021-12-23,5.76138
2021-12-24,5.97369
2021-12-25,4.71871
2021-12-26,4.35744
2021-12-27,5.62465
2021-12-28,5.85031
2021-12-29,5.91589
2021-12-30,5.69024
2021-12-31,7.55104
2022-01-01,6.83851
2022-01-02,6.13932
2022-01-03,7.52659
2022-01-04,6.49614
2022-01-05,6.684
2022-01-06,7.02082
2022-01-07,6.93633
2022-01-08,5.66801
2022-01-09,5.18669
2022-01-10,6.13488
2022-01-11,7.43322
2022-01-12,6.87408
2022-01-13,6.27938
2022-01-14,5.94368
2022-01-15,6.62842
2022-01-16,5.85253
2022-01-17,6.03706
2022-01-18,6.00704
2022-01-19,5.71692
2022-01-20,5.94702
2022-01-21,6.06485
2022-01-22,6.08597
2022-01-23,7.88786
2022-01-24,6.67177
2022-01-25,6.81739
2022-01-26,6.57507
2022-01-27,6.23937
2022-01-28,6.41389
2022-01-29,5.19669
2022-01-30,5.62243
2022-01-31,4.54752
2022-02-01,6.08374
2022-02-02,5.9259
2022-02-03,6.45057
2022-02-04,6.33607
2022-02-05,5.7247
2022-02-06,6.40388
2022-02-07,5.87143
2022-02-08,6.58174
2022-02-09,6.41166
2022-02-10,5.97814
2022-02-11,6.00927
2022-02-12,5.54462
2022-02-13,5.11443
2022-02-14,7.05639
2022-02-15,9.3307
2022-02-16,7.23869
2022-02-17,6.52171
2022-02-18,7.80671
2022-02-19,5.94702
2022-02-20,5.34676
2022-02-21,7.39876
2022-02-22,7.84117
2022-02-23,7.77781
2022-02-24,13.88935
2022-02-25,10.43896
2022-02-26,7.04972
2022-02-27,6.76626
2022-02-28,8.02014
2022-03-01,6.77182
2022-03-02,8.57705
2022-03-03,7.48213
2022-03-04,7.67221
2022-03-05,6.49059
2022-03-06,11.58279
2022-03-07,10.3467
2022-03-08,11.23598
2022-03-09,7.64442
2022-03-10,7.81672
2022-03-11,8.52035
2022-03-12,6.89854
2022-03-13,5.92367
2022-03-14,7.33762
2022-03-15,7.2587
2022-03-16,6.93967
2022-03-17,6.79183
2022-03-18,6.64621
2022-03-19,5.4368
2022-03-20,4.68425
2022-03-21,5.85809
2022-03-22,5.66467
2022-03-23,5.72247
2022-03-24,5.9459
2022-03-25,6.26716
2022-03-26,4.86321
2022-03-27,4.76984
2022-03-28,5.78584
2022-03-29,5.52016
2022-03-30,5.90366
2022-03-31,5.79251
2022-04-01,5.91256
2022-04-02,4.69759
2022-04-03,4.27185
2022-04-04,5.30007
2022-04-05,5.4946
2022-04-06,5.34564
2022-04-07,5.2067
2022-04-08,5.45013
2022-04-09,4.41524
2022-04-10,3.89279
2022-04-11,5.2167
2022-04-12,5.50349
2022-04-13,5.60687
2022-04-14,5.53128
2022-04-15,5.89477
2022-04-16,4.7565
2022-04-17,4.22961
2022-04-18,5.90366
2022-04-19,5.97703
2022-04-20,6.20602
2022-04-21,5.79473
2022-04-22,5.84808
2022-04-23,5.2834
2022-04-24,5.16557
2022-04-25,6.35386
2022-04-26,6.22158
2022-04-27,6.07374
2022-04-28,6.10931
2022-04-29,5.82141
2022-04-30,5.19891
2022-05-01,4.67313
2022-05-02,5.93924
2022-05-03,6.02594
2022-05-04,5.94368
2022-05-05,5.09776
2022-05-06,6.03372
2022-05-07,5.0922
2022-05-08,4.81542
2022-05-09,5.76694
2022-05-10,5.55018
2022-05-11,5.83919
2022-05-12,6.1082
2022-05-13,5.70469
2022-05-14,5.0733
2022-05-15,4.29852
2022-05-16,5.77917
2022-05-17,5.80918
2022-05-18,5.32341
2022-05-19,5.34787
2022-05-20,5.16668
2022-05-21,4.69092
2022-05-22,4.18625
2022-05-23,5.12555
2022-05-24,4.99105
2022-05-25,5.35454
2022-05-26,5.1211
2022-05-27,4.97548
2022-05-28,4.40301
2022-05-29,3.7594
2022-05-30,5.13778
2022-05-31,5.42234
2022-06-01,4.65868
2022-06-02,5.34787
2022-06-03,5.26561
2022-06-04,4.50639
2022-06-05,3.95504
2022-06-06,4.69203
2022-06-07,5.13889
2022-06-08,5.1111
2022-06-09,5.21559
2022-06-10,5.16779
2022-06-11,4.73205
2022-06-12,4.71204
2022-06-13,6.42167
2022-06-14,6.33719
2022-06-15,6.37053
2022-06-16,5.9937
2022-06-17,6.28716
2022-06-18,5.27006
2022-06-19,4.69314
2022-06-20,6.23714
2022-06-21,5.70469
2022-06-22,5.8303
2022-06-23,5.8592
2022-06-24,5.7436
2022-06-25,4.92546
2022-06-26,4.49083
2022-06-27,5.69135
2022-06-28,5.27228
2022-06-29,5.30118
2022-06-30,5.30563
2022-07-01,5.7636
2022-07-02,4.8332
2022-07-03,4.1907
2022-07-04,5.6191
2022-07-05,5.39678
2022-07-06,6.89743
2022-07-07,5.82252
2022-07-08,5.63244
2022-07-09,4.95659
2022-07-10,4.4875
2022-07-11,5.66356
2022-07-12,5.97703
2022-07-13,5.48682
2022-07-14,5.7825
2022-07-15,5.68023
2022-07-16,4.92991
2022-07-17,4.79874
2022-07-18,5.50127
2022-07-19,5.37232
2022-07-20,5.5335
2022-07-21,5.3034
2022-07-22,5.4279
2022-07-23,4.51528
2022-07-24,4.09733
2022-07-25,7.22535
2022-07-26,8.66597
2022-07-27,5.41123
2022-07-28,5.34787
2022-07-29,5.12444
2022-07-30,4.41635
2022-07-31,4.28296
2022-08-01,5.18891
2022-08-02,5.09109
2022-08-03,5.06997
2022-08-04,5.09109
2022-08-05,5.17224
2022-08-06,4.88878
2022-08-07,4.14735
2022-08-08,4.9766
2022-08-09,4.63978
2022-08-10,4.78429
2022-08-11,4.90212
2022-08-12,5.2356
2022-08-13,4.38967
2022-08-14,4.03285
2022-08-15,4.21849
2022-08-16,5.07775
2022-08-17,4.80875
2022-08-18,4.66868
2022-08-19,4.7854
2022-08-20,4.28296
2022-08-21,3.9706
2022-08-22,5.14889
2022-08-23,5.23671
2022-08-24,4.99438
2022-08-25,4.98882
2022-08-26,4.95103
2022-08-27,4.29852
2022-08-28,3.92058
2022-08-29,4.77317
2022-08-30,4.95214
2022-08-31,4.83209
2022-09-01,4.93102
2022-09-02,4.87544
2022-09-03,3.98061
2022-09-04,3.84833
2022-09-05,4.32076
2022-09-06,4.26629
2022-09-07,4.88878
2022-09-08,4.58198
2022-09-09,4.02507
2022-09-10,4.79207
2022-09-11,4.50083
2022-09-12,4.58198
2022-09-13,5.83475
2022-09-14,5.95146
2022-09-15,5.56463
2022-09-16,5.38455
2022-09-17,4.44859
2022-09-18,4.1618
2022-09-19,5.30785
2022-09-20,6.00704
2022-09-21,7.38208
2022-09-22,5.66356
2022-09-23,5.43457
2022-09-24,5.10554
2022-09-25,4.10177
2022-09-26,5.96703
2022-09-27,5.71025
2022-09-28,5.71803
2022-09-29,5.49682
2022-09-30,4.23961
2022-10-01,2.04533
2022-10-02,1.99975
2022-10-03,2.04533
2022-10-04,2.92348
2022-10-05,3.01352
2022-10-06,2.75786
2022-10-07,2.49886
2022-10-08,1.83412
2022-10-09,1.63737
2022-10-10,1.81634
2022-10-11,4.49416
2022-10-12,3.95949
2022-10-13,2.99907
2022-10-14,2.61891
2022-10-15,1.89193
2022-10-16,1.62514
2022-10-17,2.31322
2022-10-18,2.24764
2022-10-19,2.34101
2022-10-20,2.23318
2022-10-21,2.10535
2022-10-22,1.54066
2022-10-23,1.37615
2022-10-24,2.1487
2022-10-25,2.24986
2022-10-26,2.12981
2022-10-27,2.19873
2022-10-28,2.00309
2022-10-29,1.58068
2022-10-30,1.24387
2022-10-31,1.93194
2022-11-01,2.31878
2022-11-02,2.15204
2022-11-03,2.34101
2022-11-04,2.1098
2022-11-05,1.65071
2022-11-06,1.42506
2022-11-07,2.05978
2022-11-08,2.09868
2022-11-09,2.16093
2022-11-10,2.04421
2022-11-11,2.20873
2022-11-12,1.61847
2022-11-13,1.5062
2022-11-14,2.19984
2022-11-15,2.12091
2022-11-16,2.15871
2022-11-17,2.05422
2022-11-18,2.13648
2022-11-19,1.53844
2022-11-20,1.51287
2022-11-21,2.19873
2022-11-22,2.10091
2022-11-23,2.22096
2022-11-24,2.16982
2022-11-25,2.04644
2022-11-26,1.75075
2022-11-27,1.64849
2022-11-28,2.14982
2022-11-29,2.11091
2022-11-30,2.05422
2022-12-01,2.49552
2022-12-02,2.39437
2022-12-03,1.54066
2022-12-04,1.50176
2022-12-05,2.27431
2022-12-06,2.30433
2022-12-07,2.311
2022-12-08,2.1965
2022-12-09,2.21095
2022-12-10,1.84969
2022-12-11,1.65738
2022-12-12,2.40437
2022-12-13,2.311
2022-12-14,2.27543
2022-12-15,2.08979
2022-12-16,2.29321
2022-12-17,1.77743
2022-12-18,1.66294
2022-12-19,2.02865
2022-12-20,2.10202
2022-12-21,2.11647
2022-12-22,2.13981
2022-12-23,2.2921
2022-12-24,1.68739
2022-12-25,1.51176
2022-12-26,2.16427
2022-12-27,2.37992
2022-12-28,2.32656
2022-12-29,2.33767
2022-12-30,2.09201
2022-12-31,1.93305
2023-01-01,1.96196
2023-01-02,2.70784
2023-01-03,2.44883
2023-01-04,3.68493
2023-01-05,3.13691
2023-01-06,2.7234
2023-01-07,2.96684
2023-01-08,3.1836
2023-01-09,3.15692
2023-01-10,4.38189
2023-01-11,4.35522
2023-01-12,3.46705
2023-01-13,3.29253
2023-01-14,2.88347
2023-01-15,2.56222
2023-01-16,3.40258
2023-01-17,3.07244
2023-01-18,3.30254
2023-01-19,3.02464
2023-01-20,3.0113
2023-01-21,2.58667
2023-01-22,2.75897
2023-01-23,2.58445
2023-01-24,2.67671
2023-01-25,3.28697
2023-01-26,3.41036
2023-01-27,4.63423
2023-01-28,2.85901
2023-01-29,2.49663
2023-01-30,3.28475
2023-01-31,3.11468
2023-02-01,3.12579
2023-02-02,3.27141
2023-02-03,3.04242
2023-02-04,2.69561
2023-02-05,2.26097
2023-02-06,3.17915
2023-02-07,3.1647
2023-02-08,2.94572
2023-02-09,2.93571
2023-02-10,2.95239
2023-02-11,2.39992
2023-02-12,2.81566
2023-02-13,3.0691
2023-02-14,2.76675
2023-02-15,2.99907
2023-02-16,2.75008
2023-02-17,2.89681
2023-02-18,2.32767
2023-02-19,2.07312
2023-02-20,2.7334
2023-02-21,2.71006
2023-02-22,2.85568
2023-02-23,2.67115
2023-02-24,2.65448
2023-02-25,2.22429
2023-02-26,1.94195
2023-02-27,2.69005
2023-02-28,2.75786
2023-03-01,2.53443
2023-03-02,2.72896
2023-03-03,2.51998
2023-03-04,2.20873
2023-03-05,1.90971
2023-03-06,2.4644
2023-03-07,2.40326
2023-03-08,2.55666
2023-03-09,2.39103
2023-03-10,2.41882
2023-03-11,1.95529
2023-03-12,1.66516
2023-03-13,2.78231
2023-03-14,3.29031
2023-03-15,2.82122
2023-03-16,3.1547
2023-03-17,3.08133
2023-03-18,2.77453
2023-03-19,2.25319
2023-03-20,4.124
2023-03-21,4.58754
2023-03-22,3.47928
2023-03-23,4.15846
2023-03-24,4.19292
2023-03-25,2.97017
2023-03-26,3.1069
2023-03-27,3.6349
2023-03-28,4.36967
2023-03-29,4.18737
2023-03-30,3.82943
2023-03-31,4.17514
2023-04-01,2.96572
2023-04-02,2.73007
2023-04-03,3.82387
2023-04-04,3.84722
2023-04-05,5.46792
2023-04-06,6.59396
2023-04-07,4.71759
2023-04-08,2.96795
2023-04-09,4.51417
2023-04-10,5.10443
2023-04-11,4.24961
2023-04-12,4.39968
2023-04-13,4.12512
2023-04-14,4.89323
2023-04-15,3.76385
2023-04-16,2.88458
2023-04-17,4.86766
2023-04-18,3.72272
2023-04-19,3.7405
2023-04-20,3.6349
2023-04-21,3.49595
2023-04-22,2.54999
2023-04-23,2.16204
2023-04-24,3.37924
2023-04-25,3.16581
2023-04-26,3.30365
2023-04-27,3.46594
2023-04-28,3.31476
2023-04-29,2.49663
2023-04-30,2.20984
2023-05-01,2.72229
2023-05-02,3.25807
2023-05-03,3.5582
2023-05-04,3.51041
2023-05-05,3.11245
2023-05-06,2.93571
2023-05-07,2.41326
2023-05-08,3.65158
2023-05-09,3.41258
2023-05-10,3.26474
2023-05-11,3.20472
2023-05-12,2.94572
2023-05-13,2.63114
2023-05-14,2.06645
2023-05-15,3.17248
2023-05-16,3.12468
2023-05-17,3.00797
2023-05-18,2.81677
2023-05-19,2.96795
2023-05-20,2.29099
2023-05-21,1.94084
2023-05-22,2.87346
2023-05-23,2.76786
2023-05-24,2.84901
2023-05-25,2.88902
2023-05-26,2.74674
2023-05-27,2.072
2023-05-28,1.76409
2023-05-29,2.2254
