date,ETF추천
2020-10-07,7.5862
2020-10-08,8.68965
2020-10-09,4.55172
2020-10-10,5.24137
2020-10-11,5.93103
2020-10-12,11.44827
2020-10-13,11.17241
2020-10-14,11.31034
2020-10-15,9.65517
2020-10-16,6.20689
2020-10-17,4.13793
2020-10-18,5.51724
2020-10-19,8.68965
2020-10-20,8.82758
2020-10-21,9.7931
2020-10-22,8.13793
2020-10-23,8.82758
2020-10-24,2.48275
2020-10-25,3.17241
2020-10-26,9.51724
2020-10-27,8.41379
2020-10-28,7.31034
2020-10-29,6.34482
2020-10-30,6.48275
2020-10-31,3.03448
2020-11-01,2.62068
2020-11-02,6.89655
2020-11-03,6.34482
2020-11-04,6.06896
2020-11-05,9.10344
2020-11-06,8.96551
2020-11-07,7.5862
2020-11-08,6.75862
2020-11-09,11.03448
2020-11-10,9.7931
2020-11-11,9.93103
2020-11-12,16.82758
2020-11-13,12.0
2020-11-14,7.31034
2020-11-15,7.86206
2020-11-16,13.7931
2020-11-17,14.34482
2020-11-18,11.72413
2020-11-19,11.44827
2020-11-20,14.06896
2020-11-21,9.51724
2020-11-22,9.37931
2020-11-23,16.82758
2020-11-24,19.72413
2020-11-25,19.44827
2020-11-26,18.75862
2020-11-27,14.48275
2020-11-28,11.17241
2020-11-29,9.24137
2020-11-30,20.68965
2020-12-01,25.7931
2020-12-02,28.27586
2020-12-03,21.51724
2020-12-04,26.34482
2020-12-05,13.93103
2020-12-06,14.06896
2020-12-07,13.24137
2020-12-08,20.13793
2020-12-09,15.31034
2020-12-10,17.24137
2020-12-11,12.96551
2020-12-12,9.37931
2020-12-13,12.0
2020-12-14,15.31034
2020-12-15,13.93103
2020-12-16,15.17241
2020-12-17,11.72413
2020-12-18,12.0
2020-12-19,10.20689
2020-12-20,10.06896
2020-12-21,19.72413
2020-12-22,18.20689
2020-12-23,18.75862
2020-12-24,16.96551
2020-12-25,12.0
2020-12-26,11.44827
2020-12-27,9.51724
2020-12-28,20.55172
2020-12-29,27.31034
2020-12-30,26.34482
2020-12-31,18.89655
2021-01-01,13.37931
2021-01-02,14.34482
2021-01-03,14.34482
2021-01-04,25.93103
2021-01-05,26.06896
2021-01-06,23.72413
2021-01-07,29.65517
2021-01-08,34.62068
2021-01-09,20.96551
2021-01-10,25.37931
2021-01-11,28.13793
2021-01-12,21.51724
2021-01-13,25.65517
2021-01-14,22.62068
2021-01-15,18.48275
2021-01-16,14.62068
2021-01-17,12.13793
2021-01-18,14.62068
2021-01-19,24.55172
2021-01-20,24.41379
2021-01-21,38.89655
2021-01-22,34.75862
2021-01-23,24.82758
2021-01-24,24.55172
2021-01-25,37.24137
2021-01-26,30.34482
2021-01-27,26.89655
2021-01-28,21.37931
2021-01-29,21.7931
2021-01-30,12.13793
2021-01-31,11.03448
2021-02-01,19.72413
2021-02-02,27.31034
2021-02-03,24.96551
2021-02-04,23.17241
2021-02-05,32.96551
2021-02-06,14.75862
2021-02-07,14.89655
2021-02-08,22.48275
2021-02-09,27.31034
2021-02-10,22.89655
2021-02-11,16.68965
2021-02-12,10.48275
2021-02-13,11.17241
2021-02-14,17.24137
2021-02-15,27.31034
2021-02-16,29.51724
2021-02-17,29.7931
2021-02-18,21.93103
2021-02-19,19.86206
2021-02-20,10.34482
2021-02-21,9.93103
2021-02-22,14.75862
2021-02-23,17.65517
2021-02-24,13.65517
2021-02-25,18.62068
2021-02-26,16.13793
2021-02-27,9.51724
2021-02-28,7.03448
2021-03-01,11.5862
2021-03-02,16.55172
2021-03-03,15.31034
2021-03-04,14.48275
2021-03-05,8.82758
2021-03-06,5.24137
2021-03-07,5.51724
2021-03-08,12.68965
2021-03-09,15.03448
2021-03-10,9.7931
2021-03-11,13.65517
2021-03-12,16.0
2021-03-13,5.7931
2021-03-14,7.72413
2021-03-15,13.10344
2021-03-16,13.93103
2021-03-17,11.72413
2021-03-18,14.06896
2021-03-19,9.51724
2021-03-20,6.62068
2021-03-21,9.10344
2021-03-22,9.65517
2021-03-23,11.86206
2021-03-24,10.34482
2021-03-25,11.44827
2021-03-26,13.10344
2021-03-27,7.86206
2021-03-28,5.7931
2021-03-29,11.5862
2021-03-30,15.86206
2021-03-31,12.96551
2021-04-01,12.27586
2021-04-02,11.44827
2021-04-03,6.75862
2021-04-04,9.24137
2021-04-05,21.93103
2021-04-06,17.7931
2021-04-07,15.72413
2021-04-08,16.55172
2021-04-09,16.0
2021-04-10,6.62068
2021-04-11,6.75862
2021-04-12,19.03448
2021-04-13,18.75862
2021-04-14,17.37931
2021-04-15,18.48275
2021-04-16,16.41379
2021-04-17,8.68965
2021-04-18,6.75862
2021-04-19,14.48275
2021-04-20,12.82758
2021-04-21,16.0
2021-04-22,14.75862
2021-04-23,15.44827
2021-04-24,6.62068
2021-04-25,6.48275
2021-04-26,12.68965
2021-04-27,14.62068
2021-04-28,11.72413
2021-04-29,13.7931
2021-04-30,14.48275
2021-05-01,5.93103
2021-05-02,7.44827
2021-05-03,16.27586
2021-05-04,13.24137
2021-05-05,11.5862
2021-05-06,16.41379
2021-05-07,14.75862
2021-05-08,7.03448
2021-05-09,8.96551
2021-05-10,14.89655
2021-05-11,12.0
2021-05-12,12.13793
2021-05-13,13.65517
2021-05-14,11.17241
2021-05-15,4.55172
2021-05-16,5.37931
2021-05-17,12.96551
2021-05-18,9.7931
2021-05-19,7.03448
2021-05-20,11.5862
2021-05-21,14.62068
2021-05-22,4.41379
2021-05-23,6.62068
2021-05-24,12.96551
2021-05-25,17.10344
2021-05-26,15.72413
2021-05-27,12.13793
2021-05-28,11.17241
2021-05-29,6.34482
2021-05-30,5.37931
2021-05-31,13.65517
2021-06-01,14.48275
2021-06-02,13.65517
2021-06-03,13.65517
2021-06-04,12.55172
2021-06-05,6.89655
2021-06-06,7.86206
2021-06-07,13.51724
2021-06-08,13.65517
2021-06-09,13.24137
2021-06-10,14.75862
2021-06-11,16.0
2021-06-12,7.44827
2021-06-13,8.13793
2021-06-14,16.27586
2021-06-15,18.06896
2021-06-16,12.82758
2021-06-17,13.24137
2021-06-18,12.55172
2021-06-19,5.24137
2021-06-20,7.17241
2021-06-21,8.27586
2021-06-22,13.7931
2021-06-23,18.75862
2021-06-24,16.13793
2021-06-25,14.34482
2021-06-26,6.20689
2021-06-27,4.27586
2021-06-28,17.65517
2021-06-29,17.93103
2021-06-30,16.68965
2021-07-01,14.89655
2021-07-02,15.44827
2021-07-03,8.68965
2021-07-04,6.06896
2021-07-05,16.55172
2021-07-06,16.41379
2021-07-07,18.48275
2021-07-08,17.24137
2021-07-09,13.51724
2021-07-10,7.31034
2021-07-11,6.06896
2021-07-12,17.37931
2021-07-13,19.31034
2021-07-14,15.5862
2021-07-15,17.7931
2021-07-16,15.17241
2021-07-17,5.65517
2021-07-18,5.24137
2021-07-19,10.34482
2021-07-20,10.20689
2021-07-21,13.7931
2021-07-22,16.27586
2021-07-23,17.93103
2021-07-24,6.89655
2021-07-25,6.62068
2021-07-26,13.7931
2021-07-27,18.62068
2021-07-28,18.06896
2021-07-29,18.89655
2021-07-30,18.20689
2021-07-31,10.48275
2021-08-01,10.20689
2021-08-02,16.68965
2021-08-03,20.0
2021-08-04,26.48275
2021-08-05,28.0
2021-08-06,21.10344
2021-08-07,13.65517
2021-08-08,17.37931
2021-08-09,19.44827
2021-08-10,25.37931
2021-08-11,24.68965
2021-08-12,23.17241
2021-08-13,19.86206
2021-08-14,11.31034
2021-08-15,11.5862
2021-08-16,13.10344
2021-08-17,20.13793
2021-08-18,22.89655
2021-08-19,19.03448
2021-08-20,11.72413
2021-08-21,10.06896
2021-08-22,8.27586
2021-08-23,20.68965
2021-08-24,24.0
2021-08-25,24.68965
2021-08-26,26.62068
2021-08-27,23.86206
2021-08-28,14.20689
2021-08-29,11.03448
2021-08-30,22.48275
2021-08-31,26.75862
2021-09-01,24.68965
2021-09-02,21.65517
2021-09-03,17.10344
2021-09-04,12.27586
2021-09-05,9.10344
2021-09-06,17.65517
2021-09-07,23.72413
2021-09-08,19.72413
2021-09-09,15.03448
2021-09-10,16.41379
2021-09-11,8.96551
2021-09-12,9.51724
2021-09-13,18.06896
2021-09-14,19.5862
2021-09-15,14.48275
2021-09-16,17.65517
2021-09-17,16.96551
2021-09-18,7.17241
2021-09-19,10.20689
2021-09-20,7.5862
2021-09-21,7.44827
2021-09-22,10.48275
2021-09-23,21.10344
2021-09-24,20.96551
2021-09-25,10.34482
2021-09-26,13.93103
2021-09-27,18.89655
2021-09-28,21.24137
2021-09-29,18.34482
2021-09-30,19.5862
2021-10-01,15.44827
2021-10-02,7.72413
2021-10-03,9.10344
2021-10-04,11.5862
2021-10-05,15.5862
2021-10-06,13.24137
2021-10-07,16.68965
2021-10-08,11.44827
2021-10-09,4.68965
2021-10-10,6.34482
2021-10-11,9.65517
2021-10-12,13.93103
2021-10-13,14.06896
2021-10-14,15.17241
2021-10-15,14.34482
2021-10-16,7.72413
2021-10-17,7.31034
2021-10-18,15.31034
2021-10-19,18.48275
2021-10-20,23.86206
2021-10-21,18.48275
2021-10-22,20.0
2021-10-23,9.51724
2021-10-24,7.5862
2021-10-25,19.03448
2021-10-26,22.89655
2021-10-27,28.0
2021-10-28,22.34482
2021-10-29,15.5862
2021-10-30,11.86206
2021-10-31,9.93103
2021-11-01,21.37931
2021-11-02,23.17241
2021-11-03,28.68965
2021-11-04,32.55172
2021-11-05,28.82758
2021-11-06,13.10344
2021-11-07,15.17241
2021-11-08,27.44827
2021-11-09,30.75862
2021-11-10,24.82758
2021-11-11,25.51724
2021-11-12,23.5862
2021-11-13,11.44827
2021-11-14,11.31034
2021-11-15,25.7931
2021-11-16,30.62068
2021-11-17,30.34482
2021-11-18,30.06896
2021-11-19,28.27586
2021-11-20,14.06896
2021-11-21,17.24137
2021-11-22,32.96551
2021-11-23,26.89655
2021-11-24,22.75862
2021-11-25,36.13793
2021-11-26,32.0
2021-11-27,11.03448
2021-11-28,9.65517
2021-11-29,17.24137
2021-11-30,28.0
2021-12-01,17.65517
2021-12-02,20.68965
2021-12-03,16.41379
2021-12-04,9.10344
2021-12-05,12.27586
2021-12-06,16.96551
2021-12-07,24.55172
2021-12-08,22.20689
2021-12-09,25.65517
2021-12-10,24.27586
2021-12-11,10.62068
2021-12-12,11.86206
2021-12-13,22.48275
2021-12-14,19.86206
2021-12-15,18.89655
2021-12-16,22.62068
2021-12-17,19.03448
2021-12-18,8.13793
2021-12-19,9.24137
2021-12-20,20.96551
2021-12-21,23.31034
2021-12-22,19.86206
2021-12-23,21.51724
2021-12-24,29.10344
2021-12-25,9.37931
2021-12-26,11.5862
2021-12-27,34.62068
2021-12-28,40.0
2021-12-29,34.62068
2021-12-30,36.13793
2021-12-31,21.24137
2022-01-01,10.62068
2022-01-02,17.93103
2022-01-03,35.86206
2022-01-04,34.89655
2022-01-05,25.37931
2022-01-06,27.31034
2022-01-07,20.96551
2022-01-08,9.7931
2022-01-09,14.62068
2022-01-10,20.27586
2022-01-11,20.27586
2022-01-12,24.82758
2022-01-13,22.62068
2022-01-14,19.86206
2022-01-15,11.17241
2022-01-16,9.10344
2022-01-17,19.5862
2022-01-18,18.75862
2022-01-19,19.5862
2022-01-20,20.27586
2022-01-21,19.44827
2022-01-22,9.51724
2022-01-23,8.96551
2022-01-24,16.68965
2022-01-25,21.10344
2022-01-26,19.72413
2022-01-27,21.37931
2022-01-28,15.72413
2022-01-29,8.41379
2022-01-30,9.37931
2022-01-31,6.34482
2022-02-01,8.68965
2022-02-02,14.48275
2022-02-03,26.89655
2022-02-04,23.03448
2022-02-05,17.10344
2022-02-06,14.34482
2022-02-07,27.03448
2022-02-08,21.24137
2022-02-09,21.7931
2022-02-10,24.41379
2022-02-11,15.86206
2022-02-12,7.86206
2022-02-13,10.48275
2022-02-14,17.7931
2022-02-15,18.20689
2022-02-16,18.89655
2022-02-17,15.17241
2022-02-18,18.75862
2022-02-19,8.27586
2022-02-20,13.51724
2022-02-21,15.5862
2022-02-22,14.62068
2022-02-23,18.34482
2022-02-24,14.75862
2022-02-25,21.7931
2022-02-26,13.93103
2022-02-27,10.89655
2022-02-28,16.27586
2022-03-01,12.82758
2022-03-02,20.27586
2022-03-03,16.68965
2022-03-04,16.27586
2022-03-05,8.82758
2022-03-06,7.44827
2022-03-07,13.24137
2022-03-08,12.68965
2022-03-09,7.72413
2022-03-10,12.82758
2022-03-11,14.20689
2022-03-12,7.86206
2022-03-13,8.55172
2022-03-14,11.72413
2022-03-15,15.03448
2022-03-16,14.06896
2022-03-17,16.13793
2022-03-18,15.72413
2022-03-19,12.41379
2022-03-20,9.65517
2022-03-21,16.96551
2022-03-22,18.06896
2022-03-23,19.31034
2022-03-24,15.86206
2022-03-25,17.24137
2022-03-26,9.10344
2022-03-27,8.13793
2022-03-28,21.7931
2022-03-29,25.93103
2022-03-30,19.5862
2022-03-31,21.24137
2022-04-01,16.27586
2022-04-02,8.0
2022-04-03,9.37931
2022-04-04,16.82758
2022-04-05,20.0
2022-04-06,17.37931
2022-04-07,13.51724
2022-04-08,13.65517
2022-04-09,7.17241
2022-04-10,6.75862
2022-04-11,13.7931
2022-04-12,13.10344
2022-04-13,12.96551
2022-04-14,14.20689
2022-04-15,15.44827
2022-04-16,4.55172
2022-04-17,6.89655
2022-04-18,7.86206
2022-04-19,10.20689
2022-04-20,10.20689
2022-04-21,14.06896
2022-04-22,7.5862
2022-04-23,3.44827
2022-04-24,3.86206
2022-04-25,8.13793
2022-04-26,6.62068
2022-04-27,10.34482
2022-04-28,6.20689
2022-04-29,7.44827
2022-04-30,3.31034
2022-05-01,3.44827
2022-05-02,6.62068
2022-05-03,8.0
2022-05-04,10.06896
2022-05-05,4.41379
2022-05-06,7.44827
2022-05-07,3.5862
2022-05-08,3.03448
2022-05-09,8.0
2022-05-10,8.27586
2022-05-11,7.72413
2022-05-12,11.86206
2022-05-13,8.55172
2022-05-14,3.03448
2022-05-15,2.62068
2022-05-16,8.55172
2022-05-17,10.62068
2022-05-18,7.44827
2022-05-19,7.03448
2022-05-20,7.5862
2022-05-21,3.31034
2022-05-22,2.62068
2022-05-23,6.75862
2022-05-24,6.06896
2022-05-25,8.82758
2022-05-26,8.55172
2022-05-27,5.65517
2022-05-28,3.86206
2022-05-29,4.27586
2022-05-30,7.5862
2022-05-31,9.37931
2022-06-01,6.06896
2022-06-02,7.5862
2022-06-03,8.13793
2022-06-04,2.48275
2022-06-05,1.65517
2022-06-06,1.65517
2022-06-07,7.17241
2022-06-08,5.93103
2022-06-09,6.34482
2022-06-10,7.03448
2022-06-11,2.75862
2022-06-12,2.75862
2022-06-13,6.48275
2022-06-14,9.10344
2022-06-15,5.65517
2022-06-16,5.93103
2022-06-17,5.93103
2022-06-18,2.34482
2022-06-19,3.17241
2022-06-20,7.44827
2022-06-21,6.06896
2022-06-22,6.89655
2022-06-23,7.5862
2022-06-24,5.93103
2022-06-25,1.93103
2022-06-26,4.27586
2022-06-27,3.72413
2022-06-28,8.27586
2022-06-29,6.62068
2022-06-30,4.41379
2022-07-01,4.41379
2022-07-02,3.31034
2022-07-03,2.20689
2022-07-04,4.96551
2022-07-05,5.65517
2022-07-06,9.37931
2022-07-07,6.48275
2022-07-08,7.44827
2022-07-09,1.51724
2022-07-10,3.03448
2022-07-11,4.27586
2022-07-12,3.44827
2022-07-13,4.55172
2022-07-14,3.44827
2022-07-15,4.13793
2022-07-16,2.34482
2022-07-17,1.7931
2022-07-18,5.93103
2022-07-19,5.10344
2022-07-20,7.31034
2022-07-21,6.06896
2022-07-22,6.34482
2022-07-23,2.62068
2022-07-24,3.72413
2022-07-25,4.96551
2022-07-26,6.48275
2022-07-27,4.68965
2022-07-28,4.55172
2022-07-29,7.31034
2022-07-30,3.86206
2022-07-31,3.03448
2022-08-01,5.51724
2022-08-02,8.82758
2022-08-03,8.27586
2022-08-04,11.44827
2022-08-05,8.82758
2022-08-06,3.31034
2022-08-07,3.03448
2022-08-08,9.24137
2022-08-09,9.51724
2022-08-10,8.41379
2022-08-11,10.89655
2022-08-12,8.68965
2022-08-13,3.86206
2022-08-14,2.75862
2022-08-15,3.5862
2022-08-16,14.06896
2022-08-17,11.72413
2022-08-18,9.24137
2022-08-19,9.51724
2022-08-20,3.03448
2022-08-21,3.44827
2022-08-22,10.75862
2022-08-23,7.31034
2022-08-24,6.75862
2022-08-25,7.31034
2022-08-26,9.51724
2022-08-27,3.17241
2022-08-28,2.48275
2022-08-29,6.89655
2022-08-30,8.96551
2022-08-31,6.75862
2022-09-01,4.41379
2022-09-02,5.93103
2022-09-03,1.7931
2022-09-04,2.34482
2022-09-05,5.65517
2022-09-06,5.51724
2022-09-07,6.89655
2022-09-08,4.68965
2022-09-09,1.65517
2022-09-10,1.65517
2022-09-11,2.89655
2022-09-12,4.0
2022-09-13,14.06896
2022-09-14,12.96551
2022-09-15,9.51724
2022-09-16,6.62068
2022-09-17,2.75862
2022-09-18,2.06896
2022-09-19,4.41379
2022-09-20,6.06896
2022-09-21,5.51724
2022-09-22,5.93103
2022-09-23,3.86206
2022-09-24,1.65517
2022-09-25,2.20689
2022-09-26,5.65517
2022-09-27,7.5862
2022-09-28,6.62068
2022-09-29,8.55172
2022-09-30,4.27586
2022-10-01,0.82758
2022-10-02,2.34482
2022-10-03,3.72413
2022-10-04,7.17241
2022-10-05,9.24137
2022-10-06,5.93103
2022-10-07,4.13793
2022-10-08,2.75862
2022-10-09,3.5862
2022-10-10,4.27586
2022-10-11,6.75862
2022-10-12,6.34482
2022-10-13,7.5862
2022-10-14,4.68965
2022-10-15,2.62068
2022-10-16,4.27586
2022-10-17,5.51724
2022-10-18,7.86206
2022-10-19,9.37931
2022-10-20,5.7931
2022-10-21,5.37931
2022-10-22,3.31034
2022-10-23,1.93103
2022-10-24,8.0
2022-10-25,6.20689
2022-10-26,7.44827
2022-10-27,8.82758
2022-10-28,7.86206
2022-10-29,4.0
2022-10-30,2.75862
2022-10-31,7.03448
2022-11-01,10.62068
2022-11-02,8.0
2022-11-03,9.93103
2022-11-04,9.65517
2022-11-05,4.68965
2022-11-06,3.5862
2022-11-07,6.89655
2022-11-08,10.06896
2022-11-09,9.7931
2022-11-10,8.82758
2022-11-11,9.65517
2022-11-12,4.27586
2022-11-13,5.65517
2022-11-14,10.48275
2022-11-15,11.44827
2022-11-16,10.06896
2022-11-17,7.72413
2022-11-18,7.03448
2022-11-19,4.0
2022-11-20,5.24137
2022-11-21,6.48275
2022-11-22,11.44827
2022-11-23,9.7931
2022-11-24,6.75862
2022-11-25,9.7931
2022-11-26,3.44827
2022-11-27,4.41379
2022-11-28,9.65517
2022-11-29,6.75862
2022-11-30,7.72413
2022-12-01,7.72413
2022-12-02,7.31034
2022-12-03,3.86206
2022-12-04,2.48275
2022-12-05,9.51724
2022-12-06,9.51724
2022-12-07,7.03448
2022-12-08,7.72413
2022-12-09,7.5862
2022-12-10,4.13793
2022-12-11,4.0
2022-12-12,11.17241
2022-12-13,12.82758
2022-12-14,10.62068
2022-12-15,8.55172
2022-12-16,5.7931
2022-12-17,1.10344
2022-12-18,5.24137
2022-12-19,8.68965
2022-12-20,8.82758
2022-12-21,9.10344
2022-12-22,9.93103
2022-12-23,8.68965
2022-12-24,4.41379
2022-12-25,6.06896
2022-12-26,7.03448
2022-12-27,9.7931
2022-12-28,11.44827
2022-12-29,9.65517
2022-12-30,8.27586
2022-12-31,4.41379
2023-01-01,1.7931
2023-01-02,8.55172
2023-01-03,9.24137
2023-01-04,7.86206
2023-01-05,9.7931
2023-01-06,8.0
2023-01-07,5.7931
2023-01-08,4.55172
2023-01-09,6.34482
2023-01-10,9.7931
2023-01-11,10.48275
2023-01-12,9.24137
2023-01-13,9.7931
2023-01-14,3.72413
2023-01-15,4.13793
2023-01-16,8.0
2023-01-17,12.13793
2023-01-18,7.86206
2023-01-19,7.17241
2023-01-20,8.82758
2023-01-21,4.96551
2023-01-22,4.27586
2023-01-23,4.96551
2023-01-24,6.89655
2023-01-25,15.5862
2023-01-26,19.31034
2023-01-27,14.62068
2023-01-28,10.48275
2023-01-29,8.82758
2023-01-30,11.17241
2023-01-31,14.89655
2023-02-01,15.72413
2023-02-02,19.03448
2023-02-03,17.37931
2023-02-04,6.06896
2023-02-05,7.86206
2023-02-06,15.5862
2023-02-07,15.31034
2023-02-08,17.51724
2023-02-09,17.10344
2023-02-10,15.44827
2023-02-11,5.65517
2023-02-12,6.75862
2023-02-13,13.65517
2023-02-14,15.86206
2023-02-15,13.24137
2023-02-16,24.82758
2023-02-17,24.68965
2023-02-18,13.65517
2023-02-19,12.96551
2023-02-20,20.96551
2023-02-21,24.55172
2023-02-22,18.48275
2023-02-23,18.48275
2023-02-24,18.20689
2023-02-25,8.82758
2023-02-26,10.75862
2023-02-27,21.37931
2023-02-28,23.86206
2023-03-01,16.27586
2023-03-02,22.06896
2023-03-03,23.5862
2023-03-04,16.0
2023-03-05,14.34482
2023-03-06,31.5862
2023-03-07,32.0
2023-03-08,28.27586
2023-03-09,24.55172
2023-03-10,19.31034
2023-03-11,8.82758
2023-03-12,11.72413
2023-03-13,14.20689
2023-03-14,20.27586
2023-03-15,18.75862
2023-03-16,21.10344
2023-03-17,17.65517
2023-03-18,9.93103
2023-03-19,14.34482
2023-03-20,22.34482
2023-03-21,27.44827
2023-03-22,26.20689
2023-03-23,28.55172
2023-03-24,24.55172
2023-03-25,13.7931
2023-03-26,13.7931
2023-03-27,26.89655
2023-03-28,23.17241
2023-03-29,29.65517
2023-03-30,31.72413
2023-03-31,27.31034
2023-04-01,13.7931
2023-04-02,11.5862
2023-04-03,34.48275
2023-04-04,31.44827
2023-04-05,43.17241
2023-04-06,30.62068
2023-04-07,32.0
2023-04-08,16.82758
2023-04-09,15.17241
2023-04-10,32.68965
2023-04-11,46.48275
2023-04-12,41.51724
2023-04-13,35.17241
2023-04-14,34.06896
2023-04-15,15.31034
2023-04-16,16.68965
2023-04-17,34.89655
2023-04-18,33.65517
2023-04-19,38.06896
2023-04-20,27.72413
2023-04-21,18.75862
2023-04-22,11.72413
2023-04-23,12.96551
2023-04-24,23.31034
2023-04-25,26.34482
2023-04-26,19.03448
2023-04-27,24.0
2023-04-28,19.86206
2023-04-29,11.86206
2023-04-30,7.72413
2023-05-01,10.34482
2023-05-02,23.72413
2023-05-03,23.72413
2023-05-04,23.31034
2023-05-05,15.31034
2023-05-06,12.41379
2023-05-07,11.5862
2023-05-08,19.86206
2023-05-09,22.75862
2023-05-10,20.96551
2023-05-11,22.48275
2023-05-12,20.0
2023-05-13,9.24137
2023-05-14,9.10344
2023-05-15,19.5862
2023-05-16,21.7931
2023-05-17,24.96551
2023-05-18,27.17241
2023-05-19,31.03448
2023-05-20,13.7931
2023-05-21,13.24137
2023-05-22,28.68965
2023-05-23,29.51724
2023-05-24,29.24137
2023-05-25,27.17241
2023-05-26,27.31034
2023-05-27,16.13793
2023-05-28,17.65517
2023-05-29,14.34482
2023-05-30,28.68965
2023-05-31,36.55172
