date,KOSPI
2023-05-30,13.85325
2023-05-31,13.25093
2023-06-01,10.5366
2023-06-02,10.80256
2023-06-03,2.03379
2023-06-04,1.9321
2023-06-05,10.52878
2023-06-06,3.2306
2023-06-07,10.49749
2023-06-08,10.29411
2023-06-09,11.07634
2023-06-10,2.30757
2023-06-11,2.27628
2023-06-12,11.56132
2023-06-13,11.49092
2023-06-14,14.65894
2023-06-15,12.852
2023-06-16,10.79474
2023-06-17,2.1433
2023-06-18,2.38579
2023-06-19,12.68773
2023-06-20,11.79599
2023-06-21,12.43742
2023-06-22,10.52096
2023-06-23,11.33448
2023-06-24,2.30757
2023-06-25,1.90863
2023-06-26,10.96683
2023-06-27,10.56007
2023-06-28,11.99937
2023-06-29,12.89893
2023-06-30,10.30193
2023-07-01,2.82384
2023-07-02,2.24499
2023-07-03,11.78035
2023-07-04,10.52096
2023-07-05,10.38798
2023-07-06,12.47653
2023-07-07,13.39173
2023-07-08,2.37015
2023-07-09,2.18241
2023-07-10,12.43742
2023-07-11,12.1871
2023-07-12,12.15581
2023-07-13,12.19493
2023-07-14,12.0463
2023-07-15,2.48748
2023-07-16,2.41708
2023-07-17,11.75688
2023-07-18,12.10888
2023-07-19,11.57697
2023-07-20,11.29536
2023-07-21,11.39705
2023-07-22,2.22152
2023-07-23,2.15894
2023-07-24,13.67334
2023-07-25,12.13235
2023-07-26,24.57759
2023-07-27,18.10857
2023-07-28,14.43992
2023-07-29,2.64392
2023-07-30,2.33103
2023-07-31,15.28473
2023-08-01,13.39173
2023-08-02,16.04349
2023-08-03,15.15175
2023-08-04,11.15456
2023-08-05,2.20588
2023-08-06,1.92428
2023-08-07,13.47778
2023-08-08,12.62515
2023-08-09,11.51439
2023-08-10,11.16239
2023-08-11,10.76345
2023-08-12,2.2137
2023-08-13,2.15894
2023-08-14,12.57822
2023-08-15,3.47309
2023-08-16,15.36295
2023-08-17,16.3642
2023-08-18,13.90801
2023-08-19,2.46401
2023-08-20,2.60481
2023-08-21,12.93804
2023-08-22,11.09981
2023-08-23,10.68523
2023-08-24,10.76345
2023-08-25,10.95901
2023-08-26,1.88516
2023-08-27,1.77565
2023-08-28,10.69305
2023-08-29,10.20025
2023-08-30,9.74655
2023-08-31,10.52878
2023-09-01,10.47403
2023-09-02,2.22152
2023-09-03,2.11983
2023-09-04,11.46745
2023-09-05,9.38673
2023-09-06,9.30068
2023-09-07,10.3254
2023-09-08,10.02816
2023-09-09,2.16677
2023-09-10,2.13548
2023-09-11,10.66958
2023-09-12,12.08541
2023-09-13,11.7647
2023-09-14,10.33322
2023-09-15,10.14549
2023-09-16,2.34668
2023-09-17,2.02596
2023-09-18,10.41927
2023-09-19,9.73091
2023-09-20,9.9734
2023-09-21,12.54693
2023-09-22,11.78817
2023-09-23,1.90081
2023-09-24,1.75219
2023-09-25,12.29662
2023-09-26,14.88579
2023-09-27,10.42709
2023-09-28,1.65832
2023-09-29,1.53316
2023-09-30,1.57227
2023-10-01,1.5801
2023-10-02,2.51095
2023-10-03,2.94117
2023-10-04,22.12922
2023-10-05,15.79317
2023-10-06,10.83385
2023-10-07,2.17459
2023-10-08,1.74436
2023-10-09,3.35575
2023-10-10,16.40331
2023-10-11,13.05538
2023-10-12,10.607
2023-10-13,10.05944
2023-10-14,1.80694
2023-10-15,1.87734
2023-10-16,12.53911
2023-10-17,10.23153
2023-10-18,10.52878
2023-10-19,14.77628
2023-10-20,19.32102
2023-10-21,3.40269
2023-10-22,2.66739
2023-10-23,17.48279
2023-10-24,15.80882
2023-10-25,13.3448
2023-10-26,25.67271
2023-10-27,16.95869
2023-10-28,2.7065
2023-10-29,2.69086
2023-10-30,14.40863
2023-10-31,19.55569
2023-11-01,14.59637
2023-11-02,13.54036
2023-11-03,13.21182
2023-11-04,3.13673
2023-11-05,3.09762
2023-11-06,35.0438
2023-11-07,33.04912
2023-11-08,19.99374
2023-11-09,15.43335
2023-11-10,14.7841
2023-11-11,2.95682
2023-11-12,2.08854
2023-11-13,14.10356
2023-11-14,12.5
2023-11-15,13.61076
2023-11-16,22.04317
2023-11-17,13.37609
2023-11-18,2.1433
2023-11-19,1.79912
2023-11-20,11.87421
2023-11-21,12.72684
2023-11-22,10.30193
2023-11-23,9.91864
2023-11-24,8.99561
2023-11-25,1.90081
2023-11-26,2.01032
2023-11-27,11.10763
2023-11-28,10.52878
2023-11-29,9.40237
2023-11-30,9.71526
2023-12-01,9.59793
2023-12-02,2.0729
2023-12-03,2.15894
2023-12-04,10.77909
2023-12-05,10.09073
2023-12-06,11.04505
2023-12-07,9.61357
2023-12-08,9.0269
2023-12-09,2.24499
2023-12-10,2.11201
2023-12-11,9.53535
2023-12-12,11.5535
2023-12-13,9.74655
2023-12-14,11.4831
2023-12-15,11.1311
2023-12-16,2.38579
2023-12-17,2.44055
2023-12-18,10.81821
2023-12-19,9.27722
2023-12-20,11.30319
2023-12-21,10.77127
2023-12-22,10.79474
2023-12-23,2.01032
2023-12-24,1.76001
2023-12-25,2.15112
2023-12-26,10.30976
2023-12-27,9.96558
2023-12-28,12.29662
2023-12-29,10.27847
2023-12-30,2.13548
2023-12-31,2.06508
2024-01-01,2.6361
2024-01-02,22.051
2024-01-03,13.89236
2024-01-04,11.92115
2024-01-05,10.59136
2024-01-06,2.62046
2024-01-07,2.72997
2024-01-08,10.93554
2024-01-09,11.29536
2024-01-10,11.28754
2024-01-11,12.02284
2024-01-12,11.63954
2024-01-13,2.51877
2024-01-14,2.89424
2024-01-15,12.34355
2024-01-16,14.72152
2024-01-17,26.09511
2024-01-18,16.98216
2024-01-19,12.64862
2024-01-20,3.07415
2024-01-21,3.01939
2024-01-22,13.10231
2024-01-23,11.92897
2024-01-24,11.12327
2024-01-25,13.00844
2024-01-26,10.55225
2024-01-27,2.86295
2024-01-28,2.3545
2024-01-29,13.16489
2024-01-30,11.80381
2024-01-31,10.91989
2024-02-01,12.66426
2024-02-02,14.40863
2024-02-03,2.87859
2024-02-04,3.06633
2024-02-05,13.80632
2024-02-06,11.31883
2024-02-07,10.33322
2024-02-08,9.56664
2024-02-09,2.40926
2024-02-10,1.76783
2024-02-11,1.91645
2024-02-12,2.82384
2024-02-13,12.44524
2024-02-14,10.78692
2024-02-15,11.09981
2024-02-16,10.92772
2024-02-17,2.69868
2024-02-18,2.61264
2024-02-19,11.72559
2024-02-20,11.01376
2024-02-21,10.6774
2024-02-22,10.54443
2024-02-23,10.80256
2024-02-24,2.4953
2024-02-25,2.69086
2024-02-26,11.6943
2024-02-27,11.46745
2024-02-28,10.73998
2024-02-29,9.84042
2024-03-01,2.51095
2024-03-02,2.37015
2024-03-03,2.01814
2024-03-04,11.01376
2024-03-05,11.2015
2024-03-06,10.72434
2024-03-07,11.03723
2024-03-08,10.98247
2024-03-09,2.65175
2024-03-10,2.29974
2024-03-11,10.87296
2024-03-12,11.25625
2024-03-13,11.45963
2024-03-14,11.58479
2024-03-15,10.91989
2024-03-16,2.26846
2024-03-17,2.26063
2024-03-18,10.95901
2024-03-19,11.20932
2024-03-20,11.39705
