date,코인스테이킹
2020-12-10,5.4878
2020-12-11,6.89493
2020-12-12,11.06941
2020-12-13,6.23827
2020-12-14,7.17636
2020-12-15,7.03564
2020-12-16,9.33395
2020-12-17,6.23827
2020-12-18,6.66041
2020-12-19,6.5666
2020-12-20,6.05065
2020-12-21,5.58161
2020-12-22,5.01876
2020-12-23,5.90994
2020-12-24,5.72232
2020-12-25,5.11257
2020-12-26,4.54971
2020-12-27,7.6454
2020-12-28,8.20825
2020-12-29,6.47279
2020-12-30,5.67542
2020-12-31,5.76923
2021-01-01,5.06566
2021-01-02,6.70731
2021-01-03,9.14634
2021-01-04,9.09943
2021-01-05,10.9287
2021-01-06,15.00938
2021-01-07,10.36585
2021-01-08,12.0075
2021-01-09,9.05253
2021-01-10,13.88367
2021-01-11,7.31707
2021-01-12,8.39587
2021-01-13,8.53658
2021-01-14,6.89493
2021-01-15,8.06754
2021-01-16,8.39587
2021-01-17,7.59849
2021-01-18,6.80112
2021-01-19,12.28893
2021-01-20,6.89493
2021-01-21,4.4559
2021-01-22,5.86303
2021-01-23,4.3621
2021-01-24,6.6135
2021-01-25,6.70731
2021-01-26,5.76923
2021-01-27,6.28517
2021-01-28,7.78611
2021-01-29,5.11257
2021-01-30,4.08067
2021-01-31,4.22138
2021-02-01,5.20637
2021-02-02,5.25328
2021-02-03,8.16135
2021-02-04,6.80112
2021-02-05,6.75422
2021-02-06,7.08255
2021-02-07,12.10131
2021-02-08,10.08442
2021-02-09,14.212
2021-02-10,12.52345
2021-02-11,9.09943
2021-02-12,9.70919
2021-02-13,12.14821
2021-02-14,10.8818
2021-02-15,14.58724
2021-02-16,15.47842
2021-02-17,15.94746
2021-02-18,17.82363
2021-02-19,20.45028
2021-02-20,18.10506
2021-02-21,19.79362
2021-02-22,19.93433
2021-02-23,16.08818
2021-02-24,12.85178
2021-02-25,17.4953
2021-02-26,12.80487
2021-02-27,16.3696
2021-02-28,10.08442
2021-03-01,12.28893
2021-03-02,13.0863
2021-03-03,9.803
2021-03-04,13.83677
2021-03-05,10.83489
2021-03-06,10.03752
2021-03-07,11.21013
2021-03-08,11.21013
2021-03-09,11.86679
2021-03-10,12.57035
2021-03-11,13.97748
2021-03-12,17.4015
2021-03-13,15.80675
2021-03-14,21.52908
2021-03-15,30.4878
2021-03-16,31.70731
2021-03-17,28.23639
2021-03-18,29.54971
2021-03-19,39.1651
2021-03-20,31.14446
2021-03-21,30.01876
2021-03-22,40.90056
2021-03-23,33.53658
2021-03-24,37.71106
2021-03-25,25.89118
2021-03-26,29.59662
2021-03-27,28.18949
2021-03-28,31.28517
2021-03-29,43.66791
2021-03-30,44.46529
2021-03-31,46.15384
2021-04-01,46.62288
2021-04-02,100.0
2021-04-03,79.26829
2021-04-04,56.33208
2021-04-05,67.4484
2021-04-06,57.73921
2021-04-07,49.43714
2021-04-08,43.29268
2021-04-09,51.59474
2021-04-10,37.89868
2021-04-11,32.6454
2021-04-12,40.52532
2021-04-13,41.83864
2021-04-14,49.81238
2021-04-15,42.21388
2021-04-16,43.80863
2021-04-17,44.51219
2021-04-18,32.41088
2021-04-19,40.52532
2021-04-20,33.7242
2021-04-21,37.94559
2021-04-22,31.80112
2021-04-23,26.78236
2021-04-24,23.31144
2021-04-25,25.42213
2021-04-26,33.25515
2021-04-27,34.28705
2021-04-28,37.19512
2021-04-29,32.92682
2021-04-30,37.10131
2021-05-01,30.5347
2021-05-02,28.09568
2021-05-03,34.24015
2021-05-04,31.19136
2021-05-05,24.62476
2021-05-06,31.47279
2021-05-07,29.12757
2021-05-08,24.43714
2021-05-09,27.2514
2021-05-10,31.66041
2021-05-11,26.1257
2021-05-12,29.12757
2021-05-13,19.93433
2021-05-14,21.10694
2021-05-15,20.63789
2021-05-16,18.62101
2021-05-17,21.62288
2021-05-18,19.09005
2021-05-19,17.4015
2021-05-20,19.18386
2021-05-21,16.13508
2021-05-22,21.7636
2021-05-23,19.23076
2021-05-24,21.34146
2021-05-25,29.3621
2021-05-26,47.13883
2021-05-27,35.03752
2021-05-28,19.51219
2021-05-29,17.77673
2021-05-30,19.88742
2021-05-31,24.95309
2021-06-01,18.85553
2021-06-02,15.90056
2021-06-03,12.75797
2021-06-04,20.82551
2021-06-05,13.50844
2021-06-06,11.58536
2021-06-07,17.35459
2021-06-08,12.0075
2021-06-09,13.22701
2021-06-10,7.55159
2021-06-11,8.25515
2021-06-12,9.99061
2021-06-13,7.6454
2021-06-14,7.22326
2021-06-15,7.6923
2021-06-16,8.7242
2021-06-17,8.7242
2021-06-18,10.8818
2021-06-19,6.19136
2021-06-20,6.14446
2021-06-21,9.61538
2021-06-22,8.11444
2021-06-23,6.00375
2021-06-24,5.39399
2021-06-25,4.97185
2021-06-26,3.42401
2021-06-27,4.409
2021-06-28,5.39399
2021-06-29,4.64352
2021-06-30,4.409
2021-07-01,4.54971
2021-07-02,7.31707
2021-07-03,3.70544
2021-07-04,3.79924
2021-07-05,4.26829
2021-07-06,4.08067
2021-07-07,4.17448
2021-07-08,3.75234
2021-07-09,3.79924
2021-07-10,3.14258
2021-07-11,2.57973
2021-07-12,3.14258
2021-07-13,2.86116
2021-07-14,2.67354
2021-07-15,2.48592
2021-07-16,2.34521
2021-07-17,2.57973
2021-07-18,1.92307
2021-07-19,2.81425
2021-07-20,2.76735
2021-07-21,3.14258
2021-07-22,1.50093
2021-07-23,2.53283
2021-07-24,1.82926
2021-07-25,1.82926
2021-07-26,1.45403
2021-07-27,2.34521
2021-07-28,3.84615
2021-07-29,3.75234
2021-07-30,3.42401
2021-07-31,3.09568
2021-08-01,2.76735
2021-08-02,3.42401
2021-08-03,3.47091
2021-08-04,3.47091
2021-08-05,5.06566
2021-08-06,3.89305
2021-08-07,4.26829
2021-08-08,4.12757
2021-08-09,4.50281
2021-08-10,4.83114
2021-08-11,6.80112
2021-08-12,6.89493
2021-08-13,7.50469
2021-08-14,8.34896
2021-08-15,6.05065
2021-08-16,7.45778
2021-08-17,8.06754
2021-08-18,6.23827
2021-08-19,8.63039
2021-08-20,9.33395
2021-08-21,8.91181
2021-08-22,10.03752
2021-08-23,10.03752
2021-08-24,8.58348
2021-08-25,7.87992
2021-08-26,6.94183
2021-08-27,6.19136
2021-08-28,8.30206
2021-08-29,5.39399
2021-08-30,7.12945
2021-08-31,7.31707
2021-09-01,7.45778
2021-09-02,8.34896
2021-09-03,7.6923
2021-09-04,8.67729
2021-09-05,8.39587
2021-09-06,8.63039
2021-09-07,8.20825
2021-09-08,7.27016
2021-09-09,6.70731
2021-09-10,8.25515
2021-09-11,8.11444
2021-09-12,6.70731
2021-09-13,7.59849
2021-09-14,7.41088
2021-09-15,7.55159
2021-09-16,7.36397
2021-09-17,6.94183
2021-09-18,4.64352
2021-09-19,5.4409
2021-09-20,4.54971
2021-09-21,5.62851
2021-09-22,6.05065
2021-09-23,9.09943
2021-09-24,6.37898
2021-09-25,7.45778
2021-09-26,4.54971
2021-09-27,14.30581
2021-09-28,17.87054
2021-09-29,15.85365
2021-09-30,19.93433
2021-10-01,16.18198
2021-10-02,31.42589
2021-10-03,18.76172
2021-10-04,30.34709
2021-10-05,25.93808
2021-10-06,10.13133
2021-10-07,9.66228
2021-10-08,15.57223
2021-10-09,15.38461
2021-10-10,16.88555
2021-10-11,19.93433
2021-10-12,28.23639
2021-10-13,18.85553
2021-10-14,17.26078
2021-10-15,21.71669
2021-10-16,12.52345
2021-10-17,14.44652
2021-10-18,15.15009
2021-10-19,12.10131
2021-10-20,12.99249
2021-10-21,14.54033
2021-10-22,14.82176
2021-10-23,10.41275
2021-10-24,10.08442
2021-10-25,15.80675
2021-10-26,27.34521
2021-10-27,22.18574
2021-10-28,20.96622
2021-10-29,18.90243
2021-10-30,22.56097
2021-10-31,21.24765
2021-11-01,17.82363
2021-11-02,16.27579
2021-11-03,15.94746
2021-11-04,19.04315
2021-11-05,16.69793
2021-11-06,12.0075
2021-11-07,15.57223
2021-11-08,19.37148
2021-11-09,27.43902
2021-11-10,24.57786
2021-11-11,25.18761
2021-11-12,31.6135
2021-11-13,19.18386
2021-11-14,23.82739
2021-11-15,29.17448
2021-11-16,27.2514
2021-11-17,27.2045
2021-11-18,27.2514
2021-11-19,25.79737
2021-11-20,26.87617
2021-11-21,39.58724
2021-11-22,31.98874
2021-11-23,49.90619
2021-11-24,62.24202
2021-11-25,38.46153
2021-11-26,29.87804
2021-11-27,22.70168
2021-11-28,26.07879
2021-11-29,33.06754
2021-11-30,35.60037
2021-12-01,35.45966
2021-12-02,30.5347
2021-12-03,39.1651
2021-12-04,29.26829
2021-12-05,34.09943
2021-12-06,32.08255
2021-12-07,36.21013
2021-12-08,29.54971
2021-12-09,35.08442
2021-12-10,30.95684
2021-12-11,28.51782
2021-12-12,28.65853
2021-12-13,27.43902
2021-12-14,23.17073
2021-12-15,21.71669
2021-12-16,25.51594
2021-12-17,21.71669
2021-12-18,18.5741
2021-12-19,24.57786
2021-12-20,42.02626
2021-12-21,30.34709
2021-12-22,39.39962
2021-12-23,34.61538
2021-12-24,25.42213
2021-12-25,18.66791
2021-12-26,34.70919
2021-12-27,37.71106
2021-12-28,39.86866
2021-12-29,34.94371
2021-12-30,29.08067
2021-12-31,23.45215
2022-01-01,21.15384
2022-01-02,23.73358
2022-01-03,26.07879
2022-01-04,24.90619
2022-01-05,40.2439
2022-01-06,46.10694
2022-01-07,24.29643
2022-01-08,22.04502
2022-01-09,23.35834
2022-01-10,24.34333
2022-01-11,32.03564
2022-01-12,32.83302
2022-01-13,69.37148
2022-01-14,45.12195
2022-01-15,29.59662
2022-01-16,25.89118
2022-01-17,26.1726
2022-01-18,28.79924
2022-01-19,24.71857
2022-01-20,23.03001
2022-01-21,21.43527
2022-01-22,20.91932
2022-01-23,19.37148
2022-01-24,20.45028
2022-01-25,23.17073
2022-01-26,20.49718
2022-01-27,17.54221
2022-01-28,17.26078
2022-01-29,15.90056
2022-01-30,14.39962
2022-01-31,14.02439
2022-02-01,12.10131
2022-02-02,13.18011
2022-02-03,13.50844
2022-02-04,14.82176
2022-02-05,16.22889
2022-02-06,17.02626
2022-02-07,15.57223
2022-02-08,17.72983
2022-02-09,16.3696
2022-02-10,16.65103
2022-02-11,16.13508
2022-02-12,11.53846
2022-02-13,12.47654
2022-02-14,13.1332
2022-02-15,15.2439
2022-02-16,17.12007
2022-02-17,12.89868
2022-02-18,11.06941
2022-02-19,10.78799
2022-02-20,10.69418
2022-02-21,11.77298
2022-02-22,11.44465
2022-02-23,11.39774
2022-02-24,12.52345
2022-02-25,10.13133
2022-02-26,9.89681
2022-02-27,10.31894
2022-02-28,10.78799
2022-03-01,12.52345
2022-03-02,18.33958
2022-03-03,12.89868
2022-03-04,11.58536
2022-03-05,10.83489
2022-03-06,11.30393
2022-03-07,11.58536
2022-03-08,12.24202
2022-03-09,8.63039
2022-03-10,10.36585
2022-03-11,14.54033
2022-03-12,10.8818
2022-03-13,12.28893
2022-03-14,11.30393
2022-03-15,11.81988
2022-03-16,12.75797
2022-03-17,10.9756
2022-03-18,11.25703
2022-03-19,12.28893
2022-03-20,12.42964
2022-03-21,12.66416
2022-03-22,15.33771
2022-03-23,14.39962
2022-03-24,15.75984
2022-03-25,13.78986
2022-03-26,11.44465
2022-03-27,12.75797
2022-03-28,15.33771
2022-03-29,14.91557
2022-03-30,12.61726
2022-03-31,18.4803
2022-04-01,12.57035
2022-04-02,13.0863
2022-04-03,13.0863
2022-04-04,12.47654
2022-04-05,14.63414
2022-04-06,11.39774
2022-04-07,11.91369
2022-04-08,11.35084
2022-04-09,8.48968
2022-04-10,7.78611
2022-04-11,10.8818
2022-04-12,11.35084
2022-04-13,11.25703
2022-04-14,10.8818
2022-04-15,11.25703
2022-04-16,11.67917
2022-04-17,8.7711
2022-04-18,11.53846
2022-04-19,13.03939
2022-04-20,11.21013
2022-04-21,10.9756
2022-04-22,12.52345
2022-04-23,9.99061
2022-04-24,11.77298
2022-04-25,14.1651
2022-04-26,13.88367
2022-04-27,13.22701
2022-04-28,12.42964
2022-04-29,11.72607
2022-04-30,9.42776
2022-05-01,16.41651
2022-05-02,16.65103
2022-05-03,14.02439
2022-05-04,11.9606
2022-05-05,11.77298
2022-05-06,12.52345
2022-05-07,8.20825
2022-05-08,9.94371
2022-05-09,10.69418
2022-05-10,19.93433
2022-05-11,41.69793
2022-05-12,28.04878
2022-05-13,44.51219
2022-05-14,16.93245
2022-05-15,11.72607
2022-05-16,12.57035
2022-05-17,10.74108
2022-05-18,9.94371
2022-05-19,11.63227
2022-05-20,8.63039
2022-05-21,7.08255
2022-05-22,7.31707
2022-05-23,6.98874
2022-05-24,8.20825
2022-05-25,7.83302
2022-05-26,7.03564
2022-05-27,8.30206
2022-05-28,6.47279
2022-05-29,5.4409
2022-05-30,7.97373
2022-05-31,5.95684
2022-06-01,8.86491
2022-06-02,5.34709
2022-06-03,5.95684
2022-06-04,4.3621
2022-06-05,3.42401
2022-06-06,3.98686
2022-06-07,4.69043
2022-06-08,6.09756
2022-06-09,5.86303
2022-06-10,6.23827
2022-06-11,5.39399
2022-06-12,7.87992
2022-06-13,10.55347
2022-06-14,9.14634
2022-06-15,8.67729
2022-06-16,7.03564
2022-06-17,6.00375
2022-06-18,4.409
2022-06-19,5.15947
2022-06-20,6.37898
2022-06-21,5.67542
2022-06-22,5.01876
2022-06-23,4.4559
2022-06-24,4.64352
2022-06-25,3.2833
2022-06-26,3.56472
2022-06-27,5.4878
2022-06-28,5.62851
2022-06-29,9.19324
2022-06-30,7.12945
2022-07-01,4.54971
2022-07-02,2.76735
2022-07-03,3.61163
2022-07-04,4.03377
2022-07-05,3.51782
2022-07-06,3.98686
2022-07-07,6.94183
2022-07-08,4.4559
2022-07-09,3.98686
2022-07-10,3.23639
2022-07-11,4.87804
2022-07-12,4.31519
2022-07-13,3.51782
2022-07-14,4.31519
2022-07-15,3.93996
2022-07-16,3.09568
2022-07-17,3.56472
2022-07-18,5.67542
2022-07-19,5.81613
2022-07-20,3.89305
2022-07-21,3.75234
2022-07-22,4.03377
2022-07-23,2.90806
2022-07-24,2.81425
2022-07-25,3.56472
2022-07-26,3.84615
2022-07-27,4.4559
2022-07-28,4.64352
2022-07-29,4.59662
2022-07-30,3.56472
2022-07-31,4.26829
2022-08-01,8.91181
2022-08-02,7.27016
2022-08-03,5.39399
2022-08-04,5.72232
2022-08-05,4.69043
2022-08-06,3.00187
2022-08-07,3.42401
2022-08-08,6.98874
2022-08-09,4.31519
2022-08-10,4.54971
2022-08-11,5.39399
2022-08-12,5.20637
2022-08-13,3.42401
2022-08-14,4.69043
2022-08-15,4.54971
2022-08-16,4.31519
2022-08-17,3.84615
2022-08-18,8.02063
2022-08-19,5.95684
2022-08-20,3.37711
2022-08-21,5.25328
2022-08-22,5.86303
2022-08-23,7.41088
2022-08-24,5.15947
2022-08-25,4.73733
2022-08-26,4.69043
2022-08-27,3.93996
2022-08-28,5.25328
2022-08-29,8.53658
2022-08-30,7.27016
2022-08-31,4.78424
2022-09-01,4.59662
2022-09-02,5.20637
2022-09-03,3.79924
2022-09-04,3.98686
2022-09-05,4.78424
2022-09-06,5.20637
2022-09-07,4.64352
2022-09-08,5.11257
2022-09-09,3.93996
2022-09-10,4.64352
2022-09-11,4.3621
2022-09-12,5.06566
2022-09-13,7.6454
2022-09-14,5.30018
2022-09-15,8.58348
2022-09-16,6.37898
2022-09-17,3.98686
2022-09-18,4.92495
2022-09-19,6.70731
2022-09-20,5.76923
2022-09-21,6.51969
2022-09-22,4.4559
2022-09-23,5.30018
2022-09-24,4.50281
2022-09-25,3.04878
2022-09-26,7.6923
2022-09-27,7.08255
2022-09-28,4.4559
2022-09-29,5.72232
2022-09-30,3.65853
2022-10-01,2.29831
2022-10-02,2.2514
2022-10-03,3.09568
2022-10-04,3.51782
2022-10-05,4.12757
2022-10-06,5.34709
2022-10-07,5.34709
2022-10-08,2.62664
2022-10-09,2.29831
2022-10-10,1.96998
2022-10-11,2.76735
2022-10-12,3.84615
2022-10-13,5.15947
2022-10-14,4.59662
2022-10-15,2.72045
2022-10-16,2.2514
2022-10-17,2.95497
2022-10-18,2.81425
2022-10-19,1.92307
2022-10-20,1.96998
2022-10-21,0.70356
2022-10-22,0.51594
2022-10-23,1.07879
2022-10-24,1.03189
2022-10-25,1.21951
2022-10-26,1.54784
2022-10-27,0.98499
2022-10-28,1.03189
2022-10-29,1.03189
2022-10-30,0.46904
2022-10-31,1.1726
2022-11-01,1.59474
2022-11-02,1.36022
2022-11-03,0.89118
2022-11-04,1.07879
2022-11-05,0.84427
2022-11-06,0.56285
2022-11-07,0.70356
2022-11-08,1.50093
2022-11-09,1.68855
2022-11-10,2.29831
2022-11-11,1.03189
2022-11-12,0.60975
2022-11-13,0.89118
2022-11-14,1.64165
2022-11-15,1.07879
2022-11-16,1.1257
2022-11-17,0.32833
2022-11-18,0.28142
2022-11-19,0.56285
2022-11-20,0.84427
2022-11-21,0.89118
2022-11-22,0.65666
2022-11-23,1.1726
2022-11-24,1.40712
2022-11-25,2.01688
2022-11-26,0.75046
2022-11-27,0.93808
2022-11-28,1.78236
2022-11-29,1.26641
2022-11-30,0.79737
2022-12-01,1.45403
2022-12-02,1.1726
2022-12-03,0.32833
2022-12-04,0.51594
2022-12-05,1.87617
2022-12-06,1.1726
2022-12-07,1.64165
2022-12-08,1.92307
2022-12-09,1.64165
2022-12-10,1.03189
2022-12-11,0.84427
2022-12-12,1.1257
2022-12-13,1.03189
2022-12-14,1.1257
2022-12-15,1.07879
2022-12-16,1.07879
2022-12-17,0.93808
2022-12-18,0.75046
2022-12-19,0.89118
2022-12-20,1.21951
2022-12-21,0.84427
2022-12-22,0.56285
2022-12-23,0.93808
2022-12-24,0.28142
2022-12-25,0.46904
2022-12-26,0.98499
2022-12-27,0.84427
2022-12-28,0.79737
2022-12-29,0.79737
2022-12-30,1.68855
2022-12-31,0.42213
2023-01-01,0.42213
2023-01-02,0.75046
2023-01-03,1.1726
2023-01-04,0.89118
2023-01-05,0.89118
2023-01-06,0.84427
2023-01-07,0.70356
2023-01-08,0.60975
2023-01-09,1.31332
2023-01-10,0.98499
2023-01-11,0.65666
2023-01-12,0.51594
2023-01-13,0.70356
2023-01-14,1.40712
2023-01-15,0.42213
2023-01-16,1.45403
2023-01-17,1.1726
2023-01-18,0.46904
2023-01-19,0.89118
2023-01-20,1.1257
2023-01-21,0.98499
2023-01-22,0.65666
2023-01-23,0.56285
2023-01-24,1.07879
2023-01-25,0.75046
2023-01-26,0.93808
2023-01-27,1.03189
2023-01-28,0.51594
2023-01-29,1.03189
2023-01-30,1.54784
2023-01-31,0.93808
2023-02-01,1.45403
2023-02-02,1.50093
2023-02-03,1.82926
2023-02-04,0.84427
2023-02-05,2.15759
2023-02-06,1.92307
2023-02-07,1.45403
2023-02-08,2.29831
2023-02-09,3.14258
2023-02-10,6.09756
2023-02-11,2.81425
2023-02-12,1.1257
2023-02-13,2.34521
2023-02-14,1.07879
2023-02-15,1.54784
2023-02-16,1.54784
2023-02-17,0.42213
2023-02-18,1.36022
2023-02-19,1.1257
2023-02-20,1.40712
2023-02-21,1.59474
2023-02-22,1.1726
2023-02-23,1.03189
2023-02-24,1.1257
2023-02-25,1.21951
2023-02-26,1.26641
2023-02-27,1.31332
2023-02-28,1.1257
2023-03-01,0.84427
2023-03-02,2.72045
2023-03-03,1.64165
2023-03-04,1.1726
2023-03-05,1.40712
2023-03-06,1.36022
2023-03-07,1.54784
2023-03-08,1.26641
2023-03-09,1.31332
2023-03-10,0.75046
2023-03-11,0.46904
2023-03-12,0.70356
2023-03-13,0.93808
2023-03-14,1.03189
2023-03-15,1.26641
2023-03-16,1.21951
2023-03-17,1.21951
2023-03-18,1.31332
2023-03-19,0.75046
2023-03-20,1.1257
2023-03-21,1.45403
2023-03-22,1.68855
2023-03-23,1.1257
2023-03-24,1.59474
2023-03-25,0.60975
2023-03-26,0.98499
2023-03-27,2.15759
2023-03-28,1.73545
2023-03-29,1.68855
2023-03-30,1.26641
2023-03-31,1.1726
2023-04-01,0.79737
2023-04-02,1.21951
2023-04-03,0.89118
2023-04-04,1.40712
2023-04-05,1.36022
2023-04-06,0.89118
2023-04-07,1.21951
2023-04-08,0.60975
2023-04-09,1.1726
2023-04-10,2.06378
2023-04-11,2.15759
2023-04-12,1.54784
2023-04-13,2.2514
2023-04-14,1.82926
2023-04-15,2.01688
2023-04-16,1.1726
2023-04-17,1.03189
2023-04-18,1.50093
2023-04-19,1.1726
2023-04-20,1.26641
2023-04-21,1.03189
2023-04-22,1.03189
2023-04-23,0.42213
2023-04-24,0.89118
2023-04-25,1.64165
2023-04-26,0.89118
2023-04-27,1.50093
2023-04-28,1.03189
2023-04-29,0.51594
2023-04-30,1.26641
2023-05-01,0.98499
2023-05-02,1.21951
2023-05-03,1.07879
2023-05-04,1.45403
2023-05-05,1.03189
2023-05-06,1.03189
2023-05-07,0.79737
2023-05-08,1.26641
2023-05-09,2.06378
2023-05-10,1.21951
2023-05-11,1.45403
2023-05-12,1.07879
2023-05-13,0.98499
2023-05-14,0.79737
2023-05-15,1.21951
2023-05-16,1.21951
2023-05-17,1.64165
2023-05-18,1.92307
2023-05-19,1.31332
2023-05-20,0.93808
2023-05-21,0.98499
2023-05-22,1.1257
2023-05-23,1.03189
2023-05-24,1.1257
2023-05-25,1.31332
2023-05-26,1.07879
2023-05-27,1.31332
2023-05-28,0.93808
2023-05-29,0.42213
2023-05-30,0.79737
2023-05-31,1.40712
2023-06-01,1.31332
2023-06-02,0.98499
2023-06-03,0.79737
2023-06-04,0.51594
2023-06-05,0.84427
2023-06-06,0.75046
2023-06-07,0.65666
2023-06-08,1.54784
2023-06-09,0.65666
2023-06-10,1.1257
2023-06-11,0.51594
2023-06-12,0.65666
2023-06-13,0.46904
2023-06-14,1.59474
2023-06-15,1.36022
2023-06-16,0.98499
2023-06-17,0.60975
2023-06-18,0.75046
2023-06-19,0.75046
2023-06-20,1.40712
2023-06-21,0.93808
2023-06-22,1.03189
2023-06-23,1.1726
2023-06-24,0.98499
2023-06-25,0.84427
2023-06-26,0.89118
2023-06-27,0.56285
2023-06-28,1.36022
2023-06-29,0.93808
2023-06-30,0.70356
2023-07-01,0.56285
2023-07-02,0.70356
2023-07-03,0.89118
2023-07-04,0.60975
2023-07-05,0.93808
2023-07-06,0.46904
2023-07-07,0.75046
2023-07-08,0.98499
2023-07-09,1.1726
2023-07-10,0.98499
2023-07-11,1.36022
2023-07-12,1.31332
2023-07-13,0.70356
2023-07-14,1.31332
2023-07-15,0.37523
2023-07-16,0.37523
2023-07-17,1.40712
2023-07-18,1.1726
2023-07-19,1.03189
2023-07-20,1.21951
2023-07-21,0.98499
2023-07-22,0.89118
2023-07-23,0.51594
2023-07-24,1.21951
2023-07-25,0.93808
2023-07-26,0.89118
2023-07-27,0.60975
