date,아파트분양일정
2020-07-19,59.39828
2020-07-20,79.74212
2020-07-21,83.66762
2020-07-22,66.5616
2020-07-23,52.6934
2020-07-24,53.9828
2020-07-25,46.5616
2020-07-26,52.89398
2020-07-27,67.93696
2020-07-28,61.08882
2020-07-29,69.65616
2020-07-30,59.36962
2020-07-31,49.1404
2020-08-01,42.83667
2020-08-02,46.61891
2020-08-03,65.47277
2020-08-04,67.76504
2020-08-05,55.10028
2020-08-06,47.62177
2020-08-07,50.71633
2020-08-08,55.30085
2020-08-09,58.68194
2020-08-10,75.78796
2020-08-11,72.14899
2020-08-12,67.19197
2020-08-13,62.34957
2020-08-14,57.19197
2020-08-15,41.46131
2020-08-16,40.31518
2020-08-17,47.27793
2020-08-18,48.79656
2020-08-19,47.93696
2020-08-20,48.99713
2020-08-21,41.74785
2020-08-22,35.35816
2020-08-23,35.32951
2020-08-24,45.61604
2020-08-25,43.81088
2020-08-26,48.56733
2020-08-27,38.25214
2020-08-28,31.69054
2020-08-29,37.50716
2020-08-30,39.1404
2020-08-31,50.31518
2020-09-01,52.23495
2020-09-02,43.9828
2020-09-03,36.9914
2020-09-04,33.4957
2020-09-05,29.77077
2020-09-06,39.77077
2020-09-07,42.29226
2020-09-08,50.0
2020-09-09,42.92263
2020-09-10,35.41547
2020-09-11,31.51862
2020-09-12,28.42406
2020-09-13,32.09169
2020-09-14,38.10888
2020-09-15,38.16618
2020-09-16,37.50716
2020-09-17,31.20343
2020-09-18,29.02578
2020-09-19,28.48137
2020-09-20,28.2808
2020-09-21,37.16332
2020-09-22,32.55014
2020-09-23,31.17478
2020-09-24,29.25501
2020-09-25,29.88538
2020-09-26,25.93123
2020-09-27,30.0573
2020-09-28,35.2722
2020-09-29,30.28653
2020-09-30,26.33237
2020-10-01,30.4871
2020-10-02,36.9914
2020-10-03,43.63896
2020-10-04,52.14899
2020-10-05,56.44699
2020-10-06,48.65329
2020-10-07,49.65616
2020-10-08,44.81375
2020-10-09,37.22063
2020-10-10,36.81948
2020-10-11,43.0659
2020-10-12,50.80229
2020-10-13,51.60458
2020-10-14,59.68481
2020-10-15,53.03724
2020-10-16,42.09169
2020-10-17,37.9083
2020-10-18,45.84527
2020-10-19,62.77936
2020-10-20,59.31232
2020-10-21,58.82521
2020-10-22,66.87679
2020-10-23,54.29799
2020-10-24,39.02578
2020-10-25,51.40401
2020-10-26,66.33237
2020-10-27,71.03151
2020-10-28,66.96275
2020-10-29,53.26647
2020-10-30,41.94842
2020-10-31,40.34383
2020-11-01,54.92836
2020-11-02,79.88538
2020-11-03,100.0
2020-11-04,75.87392
2020-11-05,61.43266
2020-11-06,52.95128
2020-11-07,49.25501
2020-11-08,46.59025
2020-11-09,64.52722
2020-11-10,60.28653
2020-11-11,62.72206
2020-11-12,61.91977
2020-11-13,54.64183
2020-11-14,43.18051
2020-11-15,49.1404
2020-11-16,61.57593
2020-11-17,65.67335
2020-11-18,60.02865
2020-11-19,65.24355
2020-11-20,53.40974
2020-11-21,42.97994
2020-11-22,49.5702
2020-11-23,56.21776
2020-11-24,55.95988
2020-11-25,48.96848
2020-11-26,49.91404
2020-11-27,64.92836
2020-11-28,47.9083
2020-11-29,48.68194
2020-11-30,59.74212
2020-12-01,57.59312
2020-12-02,53.66762
2020-12-03,53.09455
2020-12-04,47.36389
2020-12-05,41.51862
2020-12-06,48.36676
2020-12-07,57.36389
2020-12-08,52.17765
2020-12-09,50.77363
2020-12-10,57.79369
2020-12-11,50.28653
2020-12-12,40.0573
2020-12-13,39.28366
2020-12-14,50.4871
2020-12-15,51.7765
2020-12-16,55.01432
2020-12-17,51.94842
2020-12-18,46.93409
2020-12-19,41.20343
2020-12-20,42.29226
2020-12-21,47.73638
2020-12-22,43.78223
2020-12-23,39.94269
2020-12-24,31.3467
2020-12-25,30.94555
2020-12-26,38.82521
2020-12-27,42.77936
2020-12-28,58.13753
2020-12-29,68.93982
2020-12-30,60.25787
2020-12-31,43.9828
2021-01-01,44.4126
2021-01-02,43.83954
2021-01-03,54.87106
2021-01-04,62.6934
2021-01-05,54.8424
2021-01-06,52.32091
2021-01-07,56.27507
2021-01-08,49.79942
2021-01-09,48.68194
2021-01-10,59.05444
2021-01-11,64.04011
2021-01-12,62.89398
2021-01-13,61.57593
2021-01-14,52.2063
2021-01-15,46.24641
2021-01-16,47.13467
2021-01-17,51.08882
2021-01-18,62.29226
2021-01-19,65.38681
2021-01-20,60.97421
2021-01-21,61.86246
2021-01-22,55.10028
2021-01-23,49.28366
2021-01-24,52.55014
2021-01-25,60.34383
2021-01-26,59.54154
2021-01-27,52.60744
2021-01-28,56.76217
2021-01-29,46.5616
2021-01-30,46.27507
2021-01-31,52.86532
2021-02-01,60.25787
2021-02-02,58.88252
2021-02-03,48.73925
2021-02-04,55.64469
2021-02-05,44.44126
2021-02-06,44.09742
2021-02-07,45.84527
2021-02-08,48.48137
2021-02-09,48.13753
2021-02-10,38.3381
2021-02-11,35.93123
2021-02-12,45.53008
2021-02-13,52.86532
2021-02-14,62.75071
2021-02-15,70.60171
2021-02-16,71.28939
2021-02-17,66.30372
2021-02-18,64.95702
2021-02-19,49.68481
2021-02-20,41.51862
2021-02-21,49.31232
2021-02-22,57.70773
2021-02-23,54.81375
2021-02-24,47.19197
2021-02-25,41.26074
2021-02-26,33.553
2021-02-27,35.32951
2021-02-28,40.83094
2021-03-01,43.52435
2021-03-02,53.63896
2021-03-03,51.71919
2021-03-04,49.45558
2021-03-05,35.75931
2021-03-06,37.02005
2021-03-07,40.65902
2021-03-08,43.95415
2021-03-09,46.36103
2021-03-10,41.86246
2021-03-11,39.28366
2021-03-12,36.41833
2021-03-13,33.81088
2021-03-14,39.05444
2021-03-15,47.70773
2021-03-16,45.01432
2021-03-17,40.14326
2021-03-18,44.26934
2021-03-19,36.9914
2021-03-20,35.47277
2021-03-21,42.37822
2021-03-22,49.36962
2021-03-23,43.58166
2021-03-24,46.16045
2021-03-25,46.18911
2021-03-26,36.59025
2021-03-27,36.5616
2021-03-28,43.03724
2021-03-29,49.71346
2021-03-30,49.31232
2021-03-31,42.43553
2021-04-01,40.02865
2021-04-02,34.87106
2021-04-03,37.07736
2021-04-04,34.67048
2021-04-05,45.98853
2021-04-06,47.07736
2021-04-07,46.04584
2021-04-08,39.16905
2021-04-09,38.73925
2021-04-10,34.06876
2021-04-11,36.10315
2021-04-12,45.15759
2021-04-13,43.69627
2021-04-14,43.72492
2021-04-15,40.0573
2021-04-16,38.02292
2021-04-17,35.78796
2021-04-18,40.68767
2021-04-19,50.02865
2021-04-20,44.49856
2021-04-21,46.59025
2021-04-22,44.18338
2021-04-23,34.21203
2021-04-24,33.75358
2021-04-25,38.96848
2021-04-26,47.87965
2021-04-27,48.96848
2021-04-28,42.95128
2021-04-29,50.08595
2021-04-30,39.91404
2021-05-01,38.68194
2021-05-02,37.53581
2021-05-03,44.89971
2021-05-04,44.24068
2021-05-05,40.0573
2021-05-06,46.47564
2021-05-07,42.86532
2021-05-08,39.68481
2021-05-09,52.92263
2021-05-10,68.45272
2021-05-11,69.94269
2021-05-12,64.87106
2021-05-13,46.79083
2021-05-14,44.92836
2021-05-15,41.51862
2021-05-16,44.06876
2021-05-17,48.22349
2021-05-18,55.702
2021-05-19,43.38108
2021-05-20,53.29512
2021-05-21,40.42979
2021-05-22,34.87106
2021-05-23,50.83094
2021-05-24,54.72779
2021-05-25,50.68767
2021-05-26,48.73925
2021-05-27,48.25214
2021-05-28,38.93982
2021-05-29,35.21489
2021-05-30,37.36389
2021-05-31,50.11461
2021-06-01,51.66189
2021-06-02,47.30659
2021-06-03,48.02292
2021-06-04,40.45845
2021-06-05,40.83094
2021-06-06,45.04297
2021-06-07,57.67908
2021-06-08,49.54154
2021-06-09,44.46991
2021-06-10,44.44126
2021-06-11,38.93982
2021-06-12,35.90257
2021-06-13,37.04871
2021-06-14,49.91404
2021-06-15,45.53008
2021-06-16,40.17191
2021-06-17,45.30085
2021-06-18,40.94555
2021-06-19,30.80229
2021-06-20,35.58739
2021-06-21,44.8424
2021-06-22,42.14899
2021-06-23,40.0
2021-06-24,35.30085
2021-06-25,35.15759
2021-06-26,32.29226
2021-06-27,35.04297
2021-06-28,45.01432
2021-06-29,42.12034
2021-06-30,41.40401
2021-07-01,39.45558
2021-07-02,35.55873
2021-07-03,34.18338
2021-07-04,40.42979
2021-07-05,56.50429
2021-07-06,53.86819
2021-07-07,41.48997
2021-07-08,40.17191
2021-07-09,31.80515
2021-07-10,33.23782
2021-07-11,38.59598
2021-07-12,50.4871
2021-07-13,46.50429
2021-07-14,51.37535
2021-07-15,51.11747
2021-07-16,46.84813
2021-07-17,33.40974
2021-07-18,38.65329
2021-07-19,41.7765
2021-07-20,41.54727
2021-07-21,38.93982
2021-07-22,42.32091
2021-07-23,32.83667
2021-07-24,29.1404
2021-07-25,32.57879
2021-07-26,38.05157
2021-07-27,39.79942
2021-07-28,51.48997
2021-07-29,38.16618
2021-07-30,31.28939
2021-07-31,27.99426
2021-08-01,32.92263
2021-08-02,38.19484
2021-08-03,46.30372
2021-08-04,43.9255
2021-08-05,40.85959
2021-08-06,37.10601
2021-08-07,30.31518
2021-08-08,31.43266
2021-08-09,40.22922
2021-08-10,39.45558
2021-08-11,51.26074
2021-08-12,44.61318
2021-08-13,35.81661
2021-08-14,32.40687
2021-08-15,33.32378
2021-08-16,41.43266
2021-08-17,42.2063
2021-08-18,45.75931
2021-08-19,40.28653
2021-08-20,36.81948
2021-08-21,30.74498
2021-08-22,38.36676
2021-08-23,47.4212
2021-08-24,45.75931
2021-08-25,45.81661
2021-08-26,39.54154
2021-08-27,34.72779
2021-08-28,31.00286
2021-08-29,35.84527
2021-08-30,46.73352
2021-08-31,42.03438
2021-09-01,44.87106
2021-09-02,44.12607
2021-09-03,37.59312
2021-09-04,33.1232
2021-09-05,37.96561
2021-09-06,45.73065
2021-09-07,41.31805
2021-09-08,35.55873
2021-09-09,39.11174
2021-09-10,31.66189
2021-09-11,31.08882
2021-09-12,35.61604
2021-09-13,39.45558
2021-09-14,39.02578
2021-09-15,35.2722
2021-09-16,36.01719
2021-09-17,27.04871
2021-09-18,24.8424
2021-09-19,26.30372
2021-09-20,24.87106
2021-09-21,32.49283
2021-09-22,40.74498
2021-09-23,49.74212
2021-09-24,43.72492
2021-09-25,34.89971
2021-09-26,41.28939
2021-09-27,56.38968
2021-09-28,54.72779
2021-09-29,44.15472
2021-09-30,37.22063
2021-10-01,33.03724
2021-10-02,27.36389
2021-10-03,31.26074
2021-10-04,38.68194
2021-10-05,42.83667
2021-10-06,46.53295
2021-10-07,39.91404
2021-10-08,33.63896
2021-10-09,27.96561
2021-10-10,29.54154
2021-10-11,35.58739
2021-10-12,39.39828
2021-10-13,35.15759
2021-10-14,36.07449
2021-10-15,31.7765
2021-10-16,24.24068
2021-10-17,24.7851
2021-10-18,28.62464
2021-10-19,29.34097
2021-10-20,28.7679
2021-10-21,24.49856
2021-10-22,26.93409
2021-10-23,21.40401
2021-10-24,26.50429
2021-10-25,41.03151
2021-10-26,32.49283
2021-10-27,29.65616
2021-10-28,26.64756
2021-10-29,21.40401
2021-10-30,23.03724
2021-10-31,25.84527
2021-11-01,29.45558
2021-11-02,31.80515
2021-11-03,31.37535
2021-11-04,31.37535
2021-11-05,27.851
2021-11-06,24.61318
2021-11-07,25.81661
2021-11-08,31.51862
2021-11-09,36.16045
2021-11-10,28.53868
2021-11-11,26.5616
2021-11-12,23.553
2021-11-13,21.63323
2021-11-14,24.89971
2021-11-15,38.85386
2021-11-16,33.52435
2021-11-17,30.40114
2021-11-18,29.77077
2021-11-19,24.69914
2021-11-20,20.57306
2021-11-21,24.32664
2021-11-22,30.31518
2021-11-23,29.68481
2021-11-24,25.75931
2021-11-25,30.65902
2021-11-26,24.92836
2021-11-27,19.68481
2021-11-28,24.06876
2021-11-29,32.60744
2021-11-30,30.85959
2021-12-01,29.42693
2021-12-02,27.9083
2021-12-03,22.77936
2021-12-04,23.9828
2021-12-05,25.50143
2021-12-06,34.04011
2021-12-07,33.9255
2021-12-08,29.11174
2021-12-09,28.93982
2021-12-10,23.1232
2021-12-11,22.83667
2021-12-12,23.09455
2021-12-13,29.82808
2021-12-14,29.59885
2021-12-15,25.64469
2021-12-16,23.75358
2021-12-17,21.23209
2021-12-18,17.24928
2021-12-19,21.14613
2021-12-20,24.89971
2021-12-21,24.89971
2021-12-22,23.52435
2021-12-23,22.06303
2021-12-24,16.5616
2021-12-25,17.47851
2021-12-26,21.28939
2021-12-27,24.18338
2021-12-28,27.27793
2021-12-29,25.84527
2021-12-30,23.15186
2021-12-31,18.59598
2022-01-01,18.39541
2022-01-02,23.46704
2022-01-03,27.4212
2022-01-04,31.7765
2022-01-05,30.51575
2022-01-06,26.24641
2022-01-07,26.21776
2022-01-08,20.37249
2022-01-09,29.34097
2022-01-10,36.38968
2022-01-11,33.9255
2022-01-12,28.51002
2022-01-13,26.21776
2022-01-14,23.03724
2022-01-15,21.14613
2022-01-16,26.50429
2022-01-17,26.27507
2022-01-18,22.06303
2022-01-19,23.9255
2022-01-20,22.60744
2022-01-21,20.77363
2022-01-22,19.68481
2022-01-23,22.60744
2022-01-24,26.1318
2022-01-25,25.95988
2022-01-26,22.03438
2022-01-27,17.59312
2022-01-28,15.67335
2022-01-29,15.93123
2022-01-30,16.41833
2022-01-31,19.05444
2022-02-01,20.94555
2022-02-02,27.4212
2022-02-03,27.56446
2022-02-04,25.32951
2022-02-05,23.20916
2022-02-06,25.98853
2022-02-07,30.54441
2022-02-08,27.9083
2022-02-09,23.32378
2022-02-10,20.4871
2022-02-11,22.34957
2022-02-12,22.60744
2022-02-13,24.81375
2022-02-14,25.47277
2022-02-15,25.61604
2022-02-16,23.63896
2022-02-17,25.55873
2022-02-18,23.69627
2022-02-19,20.77363
2022-02-20,25.12893
2022-02-21,23.72492
2022-02-22,25.24355
2022-02-23,22.29226
2022-02-24,18.99713
2022-02-25,19.91404
2022-02-26,16.01719
2022-02-27,20.65902
2022-02-28,22.12034
2022-03-01,23.09455
2022-03-02,21.97707
2022-03-03,20.08595
2022-03-04,19.42693
2022-03-05,19.91404
2022-03-06,21.06017
2022-03-07,23.83954
2022-03-08,19.16905
2022-03-09,18.45272
2022-03-10,22.80802
2022-03-11,24.72779
2022-03-12,22.52148
2022-03-13,27.36389
2022-03-14,27.10601
2022-03-15,25.75931
2022-03-16,26.70487
2022-03-17,24.67048
2022-03-18,25.01432
2022-03-19,20.22922
2022-03-20,23.4957
2022-03-21,29.45558
2022-03-22,25.702
2022-03-23,27.65042
2022-03-24,23.75358
2022-03-25,22.32091
2022-03-26,21.14613
2022-03-27,25.10028
2022-03-28,26.84813
2022-03-29,27.22063
2022-03-30,26.36103
2022-03-31,24.38395
2022-04-01,21.57593
2022-04-02,18.7106
2022-04-03,22.2063
2022-04-04,26.41833
2022-04-05,23.95415
2022-04-06,26.10315
2022-04-07,27.19197
2022-04-08,23.4957
2022-04-09,21.28939
2022-04-10,22.95128
2022-04-11,27.4212
2022-04-12,25.93123
2022-04-13,24.29799
2022-04-14,24.06876
2022-04-15,22.43553
2022-04-16,18.3381
2022-04-17,21.40401
2022-04-18,26.70487
2022-04-19,28.62464
2022-04-20,24.58452
2022-04-21,22.89398
2022-04-22,21.71919
2022-04-23,18.99713
2022-04-24,22.26361
2022-04-25,23.38108
2022-04-26,23.29512
2022-04-27,21.97707
2022-04-28,21.66189
2022-04-29,16.93409
2022-04-30,16.81948
2022-05-01,19.88538
2022-05-02,24.46991
2022-05-03,22.89398
2022-05-04,21.69054
2022-05-05,20.08595
2022-05-06,18.39541
2022-05-07,16.47564
2022-05-08,21.00286
2022-05-09,24.09742
2022-05-10,23.15186
2022-05-11,22.26361
2022-05-12,21.51862
2022-05-13,18.93982
2022-05-14,15.24355
2022-05-15,20.31518
2022-05-16,24.49856
2022-05-17,21.69054
2022-05-18,22.89398
2022-05-19,19.22636
2022-05-20,19.02578
2022-05-21,15.2722
2022-05-22,17.67908
2022-05-23,21.80515
2022-05-24,22.00573
2022-05-25,19.39828
2022-05-26,20.45845
2022-05-27,16.76217
2022-05-28,16.50429
2022-05-29,18.99713
2022-05-30,25.35816
2022-05-31,21.46131
2022-06-01,20.25787
2022-06-02,20.63037
2022-06-03,19.25501
2022-06-04,15.50143
2022-06-05,15.78796
2022-06-06,20.54441
2022-06-07,21.14613
2022-06-08,21.94842
2022-06-09,20.80229
2022-06-10,19.91404
2022-06-11,13.72492
2022-06-12,18.19484
2022-06-13,22.75071
2022-06-14,19.16905
2022-06-15,19.02578
2022-06-16,21.17478
2022-06-17,18.91117
2022-06-18,13.66762
2022-06-19,18.53868
2022-06-20,22.14899
2022-06-21,25.41547
2022-06-22,22.03438
2022-06-23,18.3381
2022-06-24,17.50716
2022-06-25,14.3553
2022-06-26,18.13753
2022-06-27,20.14326
2022-06-28,18.56733
2022-06-29,18.99713
2022-06-30,16.81948
2022-07-01,14.55587
2022-07-02,14.58452
2022-07-03,14.58452
2022-07-04,21.66189
2022-07-05,19.51289
2022-07-06,17.851
2022-07-07,17.53581
2022-07-08,16.47564
2022-07-09,13.29512
2022-07-10,16.47564
2022-07-11,20.88825
2022-07-12,19.91404
2022-07-13,18.19484
2022-07-14,17.04871
2022-07-15,15.24355
2022-07-16,12.55014
2022-07-17,15.04297
2022-07-18,18.25214
2022-07-19,16.64756
2022-07-20,14.46991
2022-07-21,12.6934
2022-07-22,12.6934
2022-07-23,10.45845
2022-07-24,13.15186
2022-07-25,15.98853
2022-07-26,16.10315
2022-07-27,14.06876
2022-07-28,13.89684
2022-07-29,15.18624
2022-07-30,13.00859
2022-07-31,14.4126
2022-08-01,16.16045
2022-08-02,18.05157
2022-08-03,16.16045
2022-08-04,15.41547
2022-08-05,14.8424
2022-08-06,12.26361
2022-08-07,14.4126
2022-08-08,17.79369
2022-08-09,14.18338
2022-08-10,15.15759
2022-08-11,13.52435
2022-08-12,13.4957
2022-08-13,11.48997
2022-08-14,12.57879
2022-08-15,14.81375
2022-08-16,18.16618
2022-08-17,16.18911
2022-08-18,15.10028
2022-08-19,16.38968
2022-08-20,12.32091
2022-08-21,13.46704
2022-08-22,16.90544
2022-08-23,15.24355
2022-08-24,13.553
2022-08-25,12.86532
2022-08-26,11.51862
2022-08-27,11.20343
2022-08-28,11.91977
2022-08-29,13.29512
2022-08-30,12.97994
2022-08-31,13.26647
2022-09-01,11.83381
2022-09-02,11.80515
2022-09-03,10.42979
2022-09-04,11.63323
2022-09-05,11.66189
2022-09-06,12.55014
2022-09-07,12.09169
2022-09-08,9.25501
2022-09-09,8.62464
2022-09-10,9.79942
2022-09-11,11.97707
2022-09-12,14.92836
2022-09-13,17.96561
2022-09-14,15.93123
2022-09-15,14.7851
2022-09-16,14.24068
2022-09-17,12.03438
2022-09-18,13.66762
2022-09-19,15.04297
2022-09-20,14.18338
2022-09-21,14.4126
2022-09-22,14.75644
2022-09-23,11.48997
2022-09-24,8.65329
2022-09-25,10.80229
2022-09-26,14.04011
2022-09-27,12.80802
2022-09-28,12.37822
2022-09-29,12.77936
2022-09-30,10.20057
2022-10-01,7.47851
2022-10-02,7.44985
2022-10-03,10.60171
2022-10-04,10.57306
2022-10-05,9.74212
2022-10-06,10.08595
2022-10-07,8.02292
2022-10-08,8.19484
2022-10-09,8.7679
2022-10-10,8.45272
2022-10-11,10.4871
2022-10-12,10.34383
2022-10-13,9.65616
2022-10-14,8.99713
2022-10-15,7.47851
2022-10-16,8.02292
2022-10-17,11.40401
2022-10-18,8.02292
2022-10-19,9.25501
2022-10-20,7.76504
2022-10-21,9.5702
2022-10-22,8.10888
2022-10-23,7.9083
2022-10-24,9.91404
2022-10-25,9.51289
2022-10-26,8.93982
2022-10-27,10.0573
2022-10-28,8.36676
2022-10-29,6.1318
2022-10-30,5.98853
2022-10-31,8.05157
2022-11-01,7.4212
2022-11-02,8.48137
2022-11-03,6.93409
2022-11-04,7.9083
2022-11-05,7.10601
2022-11-06,8.25214
2022-11-07,8.68194
2022-11-08,9.16905
2022-11-09,8.25214
2022-11-10,9.51289
2022-11-11,8.91117
2022-11-12,6.67621
2022-11-13,8.96848
2022-11-14,10.31518
2022-11-15,11.69054
2022-11-16,9.05444
2022-11-17,8.91117
2022-11-18,9.25501
2022-11-19,7.44985
2022-11-20,8.05157
2022-11-21,8.53868
2022-11-22,8.10888
2022-11-23,8.36676
2022-11-24,7.27793
2022-11-25,8.08022
2022-11-26,6.04584
2022-11-27,8.45272
2022-11-28,8.88252
2022-11-29,9.42693
2022-11-30,6.90544
2022-12-01,7.47851
2022-12-02,8.30945
2022-12-03,6.59025
2022-12-04,6.87679
2022-12-05,11.7765
2022-12-06,11.71919
2022-12-07,10.17191
2022-12-08,8.65329
2022-12-09,7.9083
2022-12-10,6.90544
2022-12-11,8.65329
2022-12-12,10.31518
2022-12-13,8.68194
2022-12-14,7.19197
2022-12-15,7.65042
2022-12-16,8.7106
2022-12-17,6.64756
2022-12-18,6.18911
2022-12-19,8.2808
2022-12-20,7.62177
2022-12-21,7.24928
2022-12-22,7.10601
2022-12-23,5.73065
2022-12-24,5.07163
2022-12-25,6.87679
2022-12-26,6.76217
2022-12-27,7.53581
2022-12-28,7.99426
2022-12-29,6.9914
2022-12-30,5.2722
2022-12-31,4.67048
2023-01-01,5.702
2023-01-02,8.05157
2023-01-03,11.31805
2023-01-04,12.43553
2023-01-05,8.96848
2023-01-06,6.1318
2023-01-07,6.53295
2023-01-08,7.59312
2023-01-09,8.2808
2023-01-10,7.73638
2023-01-11,8.99713
2023-01-12,6.47564
2023-01-13,7.50716
2023-01-14,6.04584
2023-01-15,7.33524
2023-01-16,6.41833
2023-01-17,6.96275
2023-01-18,6.67621
2023-01-19,5.44412
2023-01-20,5.18624
2023-01-21,4.61318
2023-01-22,5.35816
2023-01-23,6.67621
2023-01-24,6.5616
2023-01-25,9.16905
2023-01-26,8.79656
2023-01-27,7.24928
2023-01-28,5.32951
2023-01-29,7.10601
2023-01-30,8.13753
2023-01-31,9.05444
2023-02-01,9.65616
2023-02-02,6.96275
2023-02-03,6.50429
2023-02-04,7.04871
2023-02-05,7.851
2023-02-06,9.77077
2023-02-07,9.22636
2023-02-08,8.16618
2023-02-09,7.67908
2023-02-10,7.16332
2023-02-11,7.02005
2023-02-12,9.28366
2023-02-13,10.22922
2023-02-14,9.11174
2023-02-15,7.73638
2023-02-16,7.33524
2023-02-17,7.87965
2023-02-18,7.27793
2023-02-19,7.30659
2023-02-20,10.08595
2023-02-21,8.13753
2023-02-22,7.99426
2023-02-23,7.65042
2023-02-24,6.90544
2023-02-25,5.32951
2023-02-26,7.4212
2023-02-27,10.08595
2023-02-28,10.83094
2023-03-01,11.46131
2023-03-02,12.09169
2023-03-03,11.31805
2023-03-04,9.34097
2023-03-05,11.14613
2023-03-06,10.34383
2023-03-07,10.37249
2023-03-08,10.97421
2023-03-09,9.68481
2023-03-10,7.67908
2023-03-11,6.33237
2023-03-12,7.851
2023-03-13,8.82521
2023-03-14,8.68194
2023-03-15,9.1977
2023-03-16,8.30945
2023-03-17,8.65329
2023-03-18,7.13467
2023-03-19,8.85386
2023-03-20,10.85959
2023-03-21,10.02865
2023-03-22,8.91117
2023-03-23,8.05157
2023-03-24,6.87679
2023-03-25,6.38968
2023-03-26,8.13753
2023-03-27,8.56733
2023-03-28,9.88538
2023-03-29,9.08309
2023-03-30,8.25214
2023-03-31,7.56446
2023-04-01,7.07736
2023-04-02,7.36389
2023-04-03,10.28653
2023-04-04,10.20057
2023-04-05,10.0573
2023-04-06,8.68194
2023-04-07,7.39255
2023-04-08,6.41833
2023-04-09,8.22349
2023-04-10,9.82808
2023-04-11,9.88538
2023-04-12,9.91404
2023-04-13,8.7106
2023-04-14,8.19484
2023-04-15,7.44985
2023-04-16,8.85386
2023-04-17,9.6275
2023-04-18,9.31232
2023-04-19,8.96848
2023-04-20,9.22636
2023-04-21,7.56446
2023-04-22,6.96275
2023-04-23,7.50716
2023-04-24,9.16905
2023-04-25,10.11461
2023-04-26,7.96561
2023-04-27,6.61891
2023-04-28,6.73352
2023-04-29,6.76217
2023-04-30,6.9914
2023-05-01,8.08022
2023-05-02,9.85673
2023-05-03,9.5702
2023-05-04,7.16332
2023-05-05,6.93409
2023-05-06,6.96275
2023-05-07,8.7106
2023-05-08,10.85959
2023-05-09,10.51575
2023-05-10,8.73925
2023-05-11,8.16618
2023-05-12,8.51002
2023-05-13,7.67908
2023-05-14,7.30659
2023-05-15,9.88538
2023-05-16,11.37535
2023-05-17,10.17191
2023-05-18,7.07736
2023-05-19,8.79656
2023-05-20,7.62177
2023-05-21,7.93696
2023-05-22,9.11174
2023-05-23,8.93982
2023-05-24,9.1977
2023-05-25,7.44985
2023-05-26,7.93696
2023-05-27,6.47564
2023-05-28,8.30945
2023-05-29,8.79656
