date,CWEB주가
2021-08-08,0.62111
2021-08-15,0.53238
2021-08-17,1.1535
2021-08-18,0.53238
2021-08-20,1.1535
2021-08-21,0.53238
2021-08-23,0.62111
2021-08-24,0.97604
2021-08-25,0.88731
2021-09-01,0.53238
2021-09-02,1.59716
2021-09-03,0.53238
2021-09-07,1.77462
2021-09-08,0.62111
2021-09-12,0.44365
2021-09-15,0.44365
2021-09-23,0.44365
2021-10-01,0.53238
2021-10-05,0.88731
2021-10-06,0.44365
2021-10-07,1.24223
2021-10-08,0.88731
2021-10-11,0.62111
2021-10-12,0.53238
2021-10-15,0.53238
2021-10-20,1.24223
2021-11-02,0.44365
2021-11-03,0.44365
2021-11-11,0.70984
2021-11-12,0.88731
2021-11-16,2.12954
2021-11-18,0.44365
2021-11-23,1.33096
2021-11-24,0.79858
2021-11-26,0.53238
2021-12-01,0.53238
2021-12-02,0.62111
2021-12-03,1.41969
2021-12-04,1.86335
2021-12-05,0.44365
2021-12-06,0.53238
2021-12-07,2.12954
2021-12-08,0.44365
2021-12-09,0.53238
2021-12-10,0.44365
2021-12-18,0.44365
2021-12-21,1.50842
2021-12-22,0.70984
2021-12-23,1.1535
2021-12-24,1.06477
2021-12-25,0.44365
2021-12-29,1.59716
2021-12-30,2.39574
2021-12-31,2.04081
2022-01-04,1.50842
2022-01-05,1.33096
2022-01-06,0.79858
2022-01-07,1.33096
2022-01-08,0.62111
2022-01-11,0.53238
2022-01-12,2.83939
2022-01-13,1.95208
2022-01-14,1.1535
2022-01-15,0.53238
2022-01-16,0.97604
2022-01-18,1.06477
2022-01-19,0.44365
2022-01-20,0.97604
2022-01-21,0.62111
2022-01-24,0.88731
2022-01-25,0.62111
2022-01-27,0.44365
2022-01-29,0.44365
2022-02-01,0.97604
2022-02-03,0.79858
2022-02-09,0.53238
2022-02-16,0.44365
2022-03-03,0.88731
2022-03-04,0.79858
2022-03-06,0.44365
2022-03-08,1.59716
2022-03-09,0.79858
2022-03-10,1.06477
2022-03-11,2.66193
2022-03-12,3.63797
2022-03-13,1.1535
2022-03-14,3.28305
2022-03-15,6.74356
2022-03-16,7.9858
2022-03-17,15.08429
2022-03-18,13.3984
2022-03-19,13.1322
2022-03-20,10.64773
2022-03-21,16.85891
2022-03-22,22.09405
2022-03-23,18.01242
2022-03-24,18.10115
2022-03-25,18.10115
2022-03-26,12.42236
2022-03-27,8.34072
2022-03-28,12.68855
2022-03-29,16.50399
2022-03-30,17.92369
2022-03-31,12.95474
2022-04-01,19.52085
2022-04-02,7.89707
2022-04-03,5.76752
2022-04-04,11.18012
2022-04-05,14.90683
2022-04-06,11.26885
2022-04-07,6.74356
2022-04-08,9.05057
2022-04-09,4.43655
2022-04-10,2.307
2022-04-11,8.96184
2022-04-12,8.34072
2022-04-13,9.1393
2022-04-14,10.11535
2022-04-15,5.50133
2022-04-16,3.37178
2022-04-17,3.28305
2022-04-18,6.5661
2022-04-19,6.92102
2022-04-20,7.89707
2022-04-21,12.24489
2022-04-22,15.35048
2022-04-23,8.34072
2022-04-24,34.7826
2022-04-25,33.6291
2022-04-26,27.77284
2022-04-27,22.62644
2022-04-28,27.24046
2022-04-29,31.58828
2022-04-30,22.53771
2022-05-01,9.31677
2022-05-02,17.65749
2022-05-03,26.08695
2022-05-04,24.40106
2022-05-05,22.62644
2022-05-06,22.71517
2022-05-07,14.64063
2022-05-08,5.1464
2022-05-09,11.00266
2022-05-10,17.83496
2022-05-11,20.14196
2022-05-12,20.05323
2022-05-13,16.85891
2022-05-14,13.30967
2022-05-15,4.70275
2022-05-16,12.51109
2022-05-17,23.24755
2022-05-18,21.29547
2022-05-19,21.29547
2022-05-20,19.60958
2022-05-21,12.68855
2022-05-22,6.65483
2022-05-23,11.53504
2022-05-24,19.52085
2022-05-25,18.27861
2022-05-26,22.36024
2022-05-27,22.09405
2022-05-28,13.57586
2022-05-29,7.18722
2022-05-30,9.84915
2022-05-31,67.61313
2022-06-01,45.78527
2022-06-02,25.28837
2022-06-03,25.46583
2022-06-04,10.20408
2022-06-05,3.19432
2022-06-06,22.00532
2022-06-07,25.19964
2022-06-08,43.74445
2022-06-09,48.97959
2022-06-10,34.07275
2022-06-11,16.68145
2022-06-12,4.25909
2022-06-13,24.75598
2022-06-14,28.03904
2022-06-15,28.39396
2022-06-16,24.93345
2022-06-17,22.09405
2022-06-18,12.33362
2022-06-19,3.90417
2022-06-20,10.91393
2022-06-21,14.64063
2022-06-22,19.9645
2022-06-23,19.87577
2022-06-24,19.52085
2022-06-25,14.64063
2022-06-26,5.23513
2022-06-27,17.48003
2022-06-28,20.85181
2022-06-29,23.42502
2022-06-30,19.07719
2022-07-01,16.06033
2022-07-02,9.58296
2022-07-03,3.54924
2022-07-04,8.69565
2022-07-05,13.30967
2022-07-06,17.3913
2022-07-07,17.12511
2022-07-08,15.17302
2022-07-09,9.22803
2022-07-10,1.86335
2022-07-11,10.20408
2022-07-12,19.25465
2022-07-13,14.8181
2022-07-14,16.23779
2022-07-15,21.11801
2022-07-16,12.06743
2022-07-17,3.37178
2022-07-18,11.00266
2022-07-19,11.53504
2022-07-20,13.57586
2022-07-21,13.48713
2022-07-22,10.82519
2022-07-23,5.94498
2022-07-24,1.1535
2022-07-25,5.05767
2022-07-26,8.51818
2022-07-27,9.4055
2022-07-28,12.15616
2022-07-29,14.8181
2022-07-30,11.35758
2022-07-31,2.48447
2022-08-01,7.63087
2022-08-02,17.83496
2022-08-03,13.1322
2022-08-04,12.15616
2022-08-05,8.25199
2022-08-06,5.85625
2022-08-07,2.66193
2022-08-08,7.00976
2022-08-09,9.05057
2022-08-10,12.06743
2022-08-11,11.18012
2022-08-12,10.47027
2022-08-13,6.03371
2022-08-14,1.06477
2022-08-15,2.307
2022-08-16,7.18722
2022-08-17,9.31677
2022-08-18,8.07453
2022-08-19,6.5661
2022-08-20,3.46051
2022-08-21,1.50842
2022-08-22,4.88021
2022-08-23,20.76308
2022-08-24,36.55723
2022-08-25,55.19077
2022-08-26,71.96095
2022-08-27,33.54037
2022-08-28,4.96894
2022-08-29,27.32919
2022-08-30,43.30079
2022-08-31,42.76841
2022-09-01,38.06566
2022-09-02,32.65306
2022-09-03,16.77018
2022-09-04,6.21118
2022-09-05,12.24489
2022-09-06,21.47293
2022-09-07,33.18544
2022-09-08,33.18544
2022-09-09,35.75865
2022-09-10,19.16592
2022-09-11,5.94498
2022-09-12,19.69831
2022-09-13,30.25732
2022-09-14,30.16858
2022-09-15,24.93345
2022-09-16,25.02218
2022-09-17,17.74622
2022-09-18,4.96894
2022-09-19,18.63354
2022-09-20,25.28837
2022-09-21,28.30523
2022-09-22,33.45164
2022-09-23,26.44188
2022-09-24,16.59272
2022-09-25,6.65483
2022-09-26,19.16592
2022-09-27,32.2094
2022-09-28,29.72493
2022-09-29,31.76574
2022-09-30,24.48979
2022-10-01,11.09139
2022-10-02,5.1464
2022-10-03,11.18012
2022-10-04,25.02218
2022-10-05,36.64596
2022-10-06,27.06299
2022-10-07,23.24755
2022-10-08,13.66459
2022-10-09,4.08163
2022-10-10,13.30967
2022-10-11,33.00798
2022-10-12,29.19254
2022-10-13,32.38686
2022-10-14,35.40372
2022-10-15,16.77018
2022-10-16,5.85625
2022-10-17,17.21384
2022-10-18,32.03194
2022-10-19,25.90949
2022-10-20,36.4685
2022-10-21,23.24755
2022-10-22,15.17302
2022-10-23,4.70275
2022-10-24,100.0
2022-10-25,95.20851
2022-10-26,61.04702
2022-10-27,55.36823
2022-10-28,44.18811
2022-10-29,29.81366
2022-10-30,7.89707
2022-10-31,26.70807
2022-11-01,48.53593
2022-11-02,45.6078
2022-11-03,43.38952
2022-11-04,48.89086
2022-11-05,25.82076
2022-11-06,5.59006
2022-11-07,29.99112
2022-11-08,40.37267
2022-11-09,33.45164
2022-11-10,33.09671
2022-11-11,47.73735
2022-11-12,24.84472
2022-11-13,4.43655
2022-11-14,29.81366
2022-11-15,60.07098
2022-11-16,58.03016
2022-11-17,36.55723
2022-11-18,37.71073
2022-11-19,20.31943
2022-11-20,5.05767
2022-11-21,18.63354
2022-11-22,35.40372
2022-11-23,35.22626
2022-11-24,28.57142
2022-11-25,22.00532
2022-11-26,14.72937
2022-11-27,4.52528
2022-11-28,17.30257
2022-11-29,53.68234
2022-11-30,55.2795
2022-12-01,72.40461
2022-12-02,43.47826
2022-12-03,44.01064
2022-12-04,9.76042
2022-12-05,59.62732
2022-12-06,67.34693
2022-12-07,56.96539
2022-12-08,60.95829
2022-12-09,68.76663
2022-12-10,32.65306
2022-12-11,7.89707
2022-12-12,28.66015
2022-12-13,51.10913
2022-12-14,45.16415
2022-12-15,43.30079
2022-12-16,43.38952
2022-12-17,21.47293
2022-12-18,4.08163
2022-12-19,18.89973
2022-12-20,31.94321
2022-12-21,29.19254
2022-12-22,36.91215
2022-12-23,37.35581
2022-12-24,26.53061
2022-12-25,5.50133
2022-12-26,9.58296
2022-12-27,25.73203
2022-12-28,51.46406
2022-12-29,43.47826
2022-12-30,43.12333
2022-12-31,19.78704
2023-01-01,4.34782
2023-01-02,9.22803
2023-01-03,27.95031
2023-01-04,57.32031
2023-01-05,72.937
2023-01-06,55.63442
2023-01-07,41.6149
2023-01-08,13.04347
2023-01-09,37.79946
2023-01-10,52.61756
2023-01-11,50.22182
2023-01-12,44.89795
2023-01-13,47.73735
2023-01-14,38.15439
2023-01-15,10.559
2023-01-16,22.00532
2023-01-17,32.03194
2023-01-18,42.41348
2023-01-19,43.30079
2023-01-20,47.47116
2023-01-21,34.60514
2023-01-22,6.38864
2023-01-23,25.19964
2023-01-24,56.6992
2023-01-25,41.8811
2023-01-26,56.16681
2023-01-27,57.94143
2023-01-28,35.31499
2023-01-29,10.559
2023-01-30,33.00798
2023-01-31,42.59094
2023-02-01,40.99378
2023-02-02,58.65128
2023-02-03,48.53593
2023-02-04,25.02218
2023-02-05,7.18722
2023-02-06,27.86157
2023-02-07,45.6078
2023-02-08,47.91481
2023-02-09,44.36557
2023-02-10,43.12333
2023-02-11,26.44188
2023-02-12,5.23513
2023-02-13,20.85181
2023-02-14,36.02484
2023-02-15,40.28393
2023-02-16,45.16415
2023-02-17,33.09671
2023-02-18,23.24755
2023-02-19,4.88021
2023-02-20,13.3984
2023-02-21,27.77284
2023-02-22,44.36557
2023-02-23,47.11623
2023-02-24,50.31055
2023-02-25,35.75865
2023-02-26,8.51818
2023-02-27,23.69121
2023-02-28,37.622
2023-03-01,58.20763
2023-03-02,52.70629
2023-03-03,55.36823
2023-03-04,29.01508
2023-03-05,8.51818
2023-03-06,25.19964
2023-03-07,44.4543
2023-03-08,44.4543
2023-03-09,43.83318
2023-03-10,56.61047
2023-03-11,32.2094
2023-03-12,4.61401
2023-03-13,28.66015
2023-03-14,39.39662
2023-03-15,39.57409
2023-03-16,39.75155
2023-03-17,45.07542
2023-03-18,18.10115
2023-03-19,4.25909
2023-03-20,18.811
2023-03-21,32.91925
2023-03-22,34.07275
2023-03-23,50.57675
2023-03-24,46.67258
2023-03-25,17.48003
2023-03-26,3.9929
2023-03-27,29.01508
2023-03-28,40.37267
2023-03-29,53.32741
2023-03-30,44.72049
2023-03-31,44.80922
2023-04-01,19.69831
2023-04-02,4.61401
2023-04-03,25.73203
2023-04-04,34.33895
2023-04-05,27.59538
2023-04-06,31.32209
2023-04-07,24.31233
2023-04-08,8.69565
2023-04-09,3.10559
2023-04-10,15.9716
2023-04-11,32.74179
2023-04-12,30.34605
2023-04-13,45.69653
2023-04-14,34.7826
2023-04-15,13.93078
2023-04-16,3.81543
2023-04-17,21.91659
2023-04-18,34.25022
2023-04-19,23.42502
2023-04-20,22.53771
