date,CWEB주가
2023-04-21,24.84472
2023-04-22,10.559
2023-04-23,3.46051
2023-04-24,11.71251
2023-04-25,26.88553
2023-04-26,25.11091
2023-04-27,24.84472
2023-04-28,18.98846
2023-04-29,13.30967
2023-04-30,3.63797
2023-05-01,10.64773
2023-05-02,19.60958
2023-05-03,19.60958
2023-05-04,18.5448
2023-05-05,19.78704
2023-05-06,11.88997
2023-05-07,2.39574
2023-05-08,10.91393
2023-05-09,23.24755
2023-05-10,20.49689
2023-05-11,23.07009
2023-05-12,23.33629
2023-05-13,12.24489
2023-05-14,3.54924
2023-05-15,17.21384
2023-05-16,33.89529
2023-05-17,23.86867
2023-05-18,30.70097
2023-05-19,33.6291
2023-05-20,13.04347
2023-05-21,2.83939
2023-05-22,21.20674
2023-05-23,27.95031
2023-05-24,33.27417
2023-05-25,37.08961
2023-05-26,34.60514
2023-05-27,20.49689
2023-05-28,3.46051
2023-05-29,8.96184
2023-05-30,29.28127
2023-05-31,38.95297
2023-06-01,42.05856
2023-06-02,52.17391
2023-06-03,19.60958
2023-06-04,5.59006
2023-06-05,20.67435
2023-06-06,31.49955
2023-06-07,40.4614
2023-06-08,37.44454
2023-06-09,40.81632
2023-06-10,17.3913
2023-06-11,5.1464
2023-06-12,21.29547
2023-06-13,44.63176
2023-06-14,43.0346
2023-06-15,51.55279
2023-06-16,49.51197
2023-06-17,22.53771
2023-06-18,5.1464
2023-06-19,14.37444
2023-06-20,28.48269
2023-06-21,44.4543
2023-06-22,35.58118
2023-06-23,30.87843
2023-06-24,12.59982
2023-06-25,2.75066
2023-06-26,16.77018
2023-06-27,28.12777
2023-06-28,32.12067
2023-06-29,26.08695
2023-06-30,26.08695
2023-07-01,16.41526
2023-07-02,3.81543
2023-07-03,22.62644
2023-07-04,22.09405
2023-07-05,16.85891
2023-07-06,21.56166
2023-07-07,25.19964
2023-07-08,16.59272
2023-07-09,4.70275
2023-07-10,15.26175
2023-07-11,28.39396
2023-07-12,30.16858
2023-07-13,44.80922
2023-07-14,39.21916
2023-07-15,17.92369
2023-07-16,3.90417
2023-07-17,17.3913
2023-07-18,27.86157
2023-07-19,31.58828
2023-07-20,26.53061
2023-07-21,28.2165
2023-07-22,11.71251
2023-07-23,3.54924
2023-07-24,15.17302
2023-07-25,49.33451
2023-07-26,33.98402
2023-07-27,41.17125
2023-07-28,44.80922
2023-07-29,37.00088
2023-07-30,7.54214
2023-07-31,32.03194
2023-08-01,43.65572
2023-08-02,34.33895
2023-08-03,30.07985
2023-08-04,34.33895
2023-08-05,15.88287
2023-08-06,4.17036
2023-08-07,15.9716
2023-08-08,28.92635
2023-08-09,23.24755
2023-08-10,29.19254
2023-08-11,29.72493
2023-08-12,16.50399
2023-08-13,4.61401
2023-08-14,18.811
2023-08-15,23.51375
2023-08-16,26.97426
2023-08-17,28.83762
2023-08-18,32.65306
2023-08-19,15.08429
2023-08-20,5.59006
2023-08-21,20.31943
2023-08-22,30.52351
2023-08-23,25.82076
2023-08-24,28.30523
2023-08-25,25.28837
2023-08-26,12.77728
2023-08-27,1.95208
2023-08-28,17.03637
2023-08-29,28.74889
2023-08-30,30.87843
2023-08-31,24.75598
2023-09-01,24.57852
2023-09-02,17.12511
2023-09-03,3.63797
2023-09-04,13.66459
2023-09-05,17.12511
2023-09-06,20.67435
2023-09-07,20.05323
2023-09-08,21.82786
2023-09-09,11.9787
2023-09-10,2.307
2023-09-11,12.24489
2023-09-12,17.74622
2023-09-13,17.03637
2023-09-14,17.3913
2023-09-15,20.05323
2023-09-16,9.93788
2023-09-17,2.21827
2023-09-18,11.71251
2023-09-19,18.45607
2023-09-20,20.76308
2023-09-21,23.9574
2023-09-22,27.15173
2023-09-23,11.71251
2023-09-24,3.37178
2023-09-25,12.95474
2023-09-26,23.77994
2023-09-27,17.30257
2023-09-28,18.27861
2023-09-29,17.83496
2023-09-30,8.60692
2023-10-01,3.01685
2023-10-02,8.60692
2023-10-03,15.88287
2023-10-04,18.36734
2023-10-05,17.65749
2023-10-06,17.83496
2023-10-07,9.93788
2023-10-08,2.83939
2023-10-09,9.22803
2023-10-10,21.82786
2023-10-11,24.48979
2023-10-12,25.90949
2023-10-13,19.25465
2023-10-14,6.74356
2023-10-15,2.39574
2023-10-16,9.84915
2023-10-17,17.30257
2023-10-18,16.94764
2023-10-19,18.89973
2023-10-20,18.18988
2023-10-21,7.36468
2023-10-22,3.37178
2023-10-23,9.49423
2023-10-24,15.43921
2023-10-25,23.24755
2023-10-26,18.811
2023-10-27,18.36734
2023-10-28,8.69565
2023-10-29,1.41969
2023-10-30,13.3984
2023-10-31,18.45607
2023-11-01,15.9716
2023-11-02,16.85891
2023-11-03,21.11801
2023-11-04,13.1322
2023-11-05,2.307
2023-11-06,16.68145
2023-11-07,17.12511
2023-11-08,14.46317
2023-11-09,18.45607
2023-11-10,13.48713
2023-11-11,7.45341
2023-11-12,2.04081
2023-11-13,10.82519
2023-11-14,21.91659
2023-11-15,33.09671
2023-11-16,30.07985
2023-11-17,24.13487
2023-11-18,10.29281
2023-11-19,2.307
2023-11-20,14.72937
2023-11-21,24.04614
2023-11-22,18.5448
2023-11-23,15.9716
2023-11-24,7.89707
2023-11-25,7.80834
2023-11-26,2.5732
2023-11-27,7.63087
2023-11-28,19.25465
2023-11-29,18.5448
2023-11-30,18.10115
2023-12-01,14.72937
2023-12-02,9.84915
2023-12-03,3.01685
2023-12-04,7.63087
2023-12-05,19.87577
2023-12-06,17.83496
2023-12-07,15.43921
2023-12-08,14.5519
2023-12-09,9.1393
2023-12-10,2.04081
2023-12-11,11.09139
2023-12-12,19.43212
2023-12-13,20.58562
2023-12-14,26.70807
2023-12-15,22.71517
2023-12-16,13.93078
2023-12-17,3.81543
2023-12-18,7.9858
2023-12-19,18.45607
2023-12-20,17.92369
2023-12-21,19.43212
2023-12-22,35.31499
2023-12-23,16.77018
2023-12-24,4.25909
2023-12-25,4.61401
2023-12-26,13.04347
2023-12-27,27.32919
2023-12-28,29.81366
2023-12-29,22.18278
2023-12-30,11.62377
2023-12-31,2.48447
2024-01-01,4.17036
2024-01-02,13.93078
2024-01-03,22.27151
2024-01-04,18.18988
2024-01-05,20.76308
2024-01-06,9.49423
2024-01-07,2.5732
2024-01-08,13.3984
2024-01-09,24.48979
2024-01-10,19.60958
2024-01-11,23.60248
2024-01-12,21.91659
2024-01-13,11.80124
2024-01-14,4.25909
2024-01-15,7.80834
2024-01-16,18.89973
2024-01-17,32.56433
2024-01-18,23.07009
2024-01-19,24.31233
2024-01-20,14.19698
2024-01-21,5.85625
2024-01-22,19.60958
2024-01-23,34.96007
2024-01-24,46.49511
2024-01-25,35.0488
2024-01-26,24.84472
2024-01-27,11.44631
2024-01-28,4.17036
2024-01-29,14.5519
2024-01-30,28.39396
2024-01-31,26.7968
2024-02-01,24.84472
2024-02-02,26.53061
2024-02-03,22.44897
2024-02-04,3.28305
2024-02-05,15.9716
2024-02-06,36.02484
2024-02-07,43.38952
2024-02-08,25.3771
2024-02-09,20.40816
2024-02-10,16.32653
2024-02-11,3.81543
2024-02-12,12.24489
2024-02-13,34.60514
2024-02-14,24.40106
2024-02-15,26.35314
2024-02-16,31.94321
2024-02-17,18.36734
2024-02-18,4.08163
2024-02-19,8.34072
2024-02-20,15.79414
2024-02-21,23.77994
2024-02-22,23.9574
2024-02-23,23.86867
2024-02-24,13.84205
2024-02-25,4.70275
2024-02-26,10.11535
2024-02-27,20.31943
2024-02-28,22.09405
2024-02-29,15.70541
2024-03-01,18.63354
2024-03-02,12.06743
2024-03-03,3.28305
2024-03-04,12.68855
2024-03-05,19.07719
2024-03-06,21.56166
2024-03-07,17.21384
2024-03-08,17.65749
2024-03-09,11.26885
2024-03-10,3.01685
2024-03-11,11.62377
2024-03-12,30.07985
2024-03-13,33.54037
2024-03-14,24.2236
2024-03-15,19.07719
2024-03-16,8.87311
2024-03-17,2.48447
2024-03-18,11.80124
2024-03-19,14.72937
2024-03-20,19.60958
