date,알테오젠주가
2020-03-20,7.92053
2020-03-21,1.0679
2020-03-22,0.69735
2020-03-23,6.18872
2020-03-24,9.29981
2020-03-25,8.00802
2020-03-26,7.56285
2020-03-27,7.42132
2020-03-28,1.90936
2020-03-29,1.19914
2020-03-30,9.2329
2020-03-31,9.14541
2020-04-01,8.10838
2020-04-02,7.11252
2020-04-03,6.39973
2020-04-04,0.99585
2020-04-05,0.8466
2020-04-06,7.20774
2020-04-07,10.90553
2020-04-08,8.49437
2020-04-09,8.48151
2020-04-10,7.82017
2020-04-11,1.02158
2020-04-12,0.91093
2020-04-13,6.5181
2020-04-14,5.91595
2020-04-15,0.95468
2020-04-16,5.80015
2020-04-17,5.40902
2020-04-18,0.82344
2020-04-19,0.80286
2020-04-20,5.21859
2020-04-21,6.15527
2020-04-22,5.08478
2020-04-23,5.78986
2020-04-24,5.08993
2020-04-25,0.68191
2020-04-26,0.55325
2020-04-27,4.15326
2020-04-28,3.93968
2020-04-29,3.9088
2020-04-30,0.76168
2020-05-01,0.77455
2020-05-02,0.55325
2020-05-03,0.48634
2020-05-04,10.0229
2020-05-05,3.15226
2020-05-06,15.61462
2020-05-07,13.51226
2020-05-08,12.70168
2020-05-09,2.79972
2020-05-10,2.47291
2020-05-11,22.60621
2020-05-12,18.63307
2020-05-13,22.81979
2020-05-14,19.43851
2020-05-15,15.07938
2020-05-16,2.30565
2020-05-17,1.9634
2020-05-18,12.91783
2020-05-19,16.60019
2020-05-20,14.88638
2020-05-21,12.64764
2020-05-22,16.49468
2020-05-23,3.04932
2020-05-24,2.39829
2020-05-25,14.7886
2020-05-26,15.28782
2020-05-27,21.99634
2020-05-28,18.41177
2020-05-29,19.41792
2020-05-30,4.51352
2020-05-31,4.08121
2020-06-01,25.91544
2020-06-02,21.8754
2020-06-03,59.11839
2020-06-04,46.01785
2020-06-05,31.55863
2020-06-06,4.47492
2020-06-07,3.32981
2020-06-08,25.00964
2020-06-09,25.44967
2020-06-10,21.89856
2020-06-11,21.00563
2020-06-12,20.82035
2020-06-13,2.93353
2020-06-14,2.41373
2020-06-15,17.38761
2020-06-16,15.9826
2020-06-17,14.70883
2020-06-18,19.43593
2020-06-19,19.97117
2020-06-20,2.28764
2020-06-21,2.08949
2020-06-22,31.97035
2020-06-23,28.8464
2020-06-24,54.75927
2020-06-25,59.72311
2020-06-26,30.42896
2020-06-27,4.93553
2020-06-28,3.51766
2020-06-29,28.93131
2020-06-30,24.88355
2020-07-01,21.38648
2020-07-02,23.72043
2020-07-03,21.90628
2020-07-04,3.11623
2020-07-05,2.57842
2020-07-06,23.64581
2020-07-07,33.38822
2020-07-08,28.11301
2020-07-09,24.51558
2020-07-10,19.68554
2020-07-11,2.93867
2020-07-12,2.39314
2020-07-13,18.2162
2020-07-14,17.34129
2020-07-15,16.02635
2020-07-16,14.02691
2020-07-17,13.06451
2020-07-18,1.60314
2020-07-19,1.54396
2020-07-20,12.93842
2020-07-21,17.14315
2020-07-22,21.14716
2020-07-23,32.44898
2020-07-24,25.42909
2020-07-25,3.05704
2020-07-26,2.8589
2020-07-27,19.26352
2020-07-28,17.9563
2020-07-29,14.7114
2020-07-30,15.62491
2020-07-31,21.94745
2020-08-01,3.73382
2020-08-02,3.89079
2020-08-03,22.90985
2020-08-04,22.33601
2020-08-05,20.80492
2020-08-06,17.63207
2020-08-07,18.86981
2020-08-08,2.92066
2020-08-09,2.94639
2020-08-10,17.91256
2020-08-11,16.21162
2020-08-12,16.75716
2020-08-13,22.28969
2020-08-14,18.82607
2020-08-15,2.42402
2020-08-16,1.91966
2020-08-17,3.02874
2020-08-18,19.16831
2020-08-19,17.67067
2020-08-20,16.53071
2020-08-21,15.93628
2020-08-22,2.07663
2020-08-23,1.73695
2020-08-24,21.91914
2020-08-25,19.60577
2020-08-26,19.19662
2020-08-27,17.28982
2020-08-28,18.01806
2020-08-29,2.81773
2020-08-30,2.81516
2020-08-31,29.70072
2020-09-01,23.17747
2020-09-02,30.12274
2020-09-03,23.9649
2020-09-04,19.33815
2020-09-05,2.44203
2020-09-06,2.38542
2020-09-07,17.97946
2020-09-08,17.66809
2020-09-09,15.43192
2020-09-10,15.34443
2020-09-11,14.3846
2020-09-12,1.76269
2020-09-13,1.64689
2020-09-14,13.44535
2020-09-15,16.99904
2020-09-16,17.24608
2020-09-17,14.72684
2020-09-18,14.40004
2020-09-19,1.81415
2020-09-20,1.66748
2020-09-21,13.40418
2020-09-22,13.3733
2020-09-23,13.99089
2020-09-24,13.89567
2020-09-25,14.06808
2020-09-26,1.598
2020-09-27,1.30979
2020-09-28,13.95229
2020-09-29,11.1397
2020-09-30,1.23002
2020-10-01,0.86462
2020-10-02,0.98299
2020-10-03,0.98556
2020-10-04,1.14253
2020-10-05,11.73927
2020-10-06,13.37587
2020-10-07,11.03934
2020-10-08,10.06407
2020-10-09,1.42559
2020-10-10,1.00357
2020-10-11,1.0396
2020-10-12,9.81704
2020-10-13,11.00331
2020-10-14,9.42332
2020-10-15,9.94827
2020-10-16,9.63691
2020-10-17,1.13996
2020-10-18,1.01386
2020-10-19,9.52626
2020-10-20,10.39088
2020-10-21,9.98944
2020-10-22,9.42075
2020-10-23,9.74241
2020-10-24,1.29435
2020-10-25,0.96755
2020-10-26,10.55299
2020-10-27,10.63019
2020-10-28,13.88795
2020-10-29,11.63634
2020-10-30,9.01932
2020-10-31,1.08334
2020-11-01,0.89549
2020-11-02,9.07851
2020-11-03,10.2828
2020-11-04,14.153
2020-11-05,13.43763
2020-11-06,10.59159
2020-11-07,1.3664
2020-11-08,1.28406
2020-11-09,11.12169
2020-11-10,10.47065
2020-11-11,11.49481
2020-11-12,10.26736
2020-11-13,9.6472
2020-11-14,1.31236
2020-11-15,0.86976
2020-11-16,9.39245
2020-11-17,9.27407
2020-11-18,9.78873
2020-11-19,9.20202
2020-11-20,10.14127
2020-11-21,1.39471
2020-11-22,1.79871
2020-11-23,11.40989
2020-11-24,9.7141
2020-11-25,9.85306
2020-11-26,9.61889
2020-11-27,9.18144
2020-11-28,1.1837
2020-11-29,0.79771
2020-11-30,8.31167
2020-12-01,15.27495
2020-12-02,12.63992
2020-12-03,11.44077
2020-12-04,10.38058
2020-12-05,1.53881
2020-12-06,1.3664
2020-12-07,15.07938
2020-12-08,14.90182
2020-12-09,11.63634
2020-12-10,11.97601
2020-12-11,11.99403
2020-12-12,1.59285
2020-12-13,1.34067
2020-12-14,13.18545
2020-12-15,11.89624
2020-12-16,11.96057
2020-12-17,10.5041
2020-12-18,9.57
2020-12-19,1.47448
2020-12-20,1.34067
2020-12-21,10.8026
2020-12-22,11.27608
2020-12-23,13.61004
2020-12-24,14.51841
2020-12-25,2.67877
2020-12-26,2.04832
2020-12-27,2.08177
2020-12-28,16.32999
2020-12-29,23.92372
2020-12-30,19.82707
2020-12-31,3.4173
2021-01-01,1.89135
2021-01-02,1.72409
2021-01-03,1.75497
2021-01-04,14.70883
2021-01-05,14.36916
2021-01-06,13.17258
2021-01-07,18.10555
2021-01-08,16.74429
2021-01-09,2.61187
2021-01-10,2.2619
2021-01-11,15.23378
2021-01-12,14.00633
2021-01-13,13.94457
2021-01-14,12.81747
2021-01-15,11.62605
2021-01-16,1.72409
2021-01-17,1.3767
2021-01-18,12.09696
2021-01-19,14.37945
2021-01-20,13.05421
2021-01-21,10.957
2021-01-22,9.69094
2021-01-23,1.44617
2021-01-24,1.48735
2021-01-25,13.09024
2021-01-26,11.83191
2021-01-27,9.64977
2021-01-28,9.03733
2021-01-29,10.24935
2021-01-30,1.68292
2021-01-31,1.16054
2021-02-01,12.30024
2021-02-02,10.48609
2021-02-03,9.26378
2021-02-04,8.44291
2021-02-05,10.00231
2021-02-06,1.23259
2021-02-07,0.99328
2021-02-08,8.96528
2021-02-09,9.32554
2021-02-10,7.51138
2021-02-11,0.88777
2021-02-12,0.75139
2021-02-13,0.84146
2021-02-14,1.21973
2021-02-15,9.10167
2021-02-16,8.21646
2021-02-17,7.20259
2021-02-18,7.24119
2021-02-19,7.42904
2021-02-20,1.24803
2021-02-21,1.00357
2021-02-22,8.36828
2021-02-23,7.28236
2021-02-24,9.27922
2021-02-25,13.61776
2021-02-26,9.85821
2021-02-27,1.42302
2021-02-28,0.90064
2021-03-01,1.17598
2021-03-02,8.16242
2021-03-03,8.70023
2021-03-04,7.65806
2021-03-05,7.69151
2021-03-06,1.08592
2021-03-07,0.82087
2021-03-08,8.06721
2021-03-09,8.32454
2021-03-10,25.45739
2021-03-11,17.15601
2021-03-12,18.86467
2021-03-13,3.23717
2021-03-14,2.78942
2021-03-15,15.93113
2021-03-16,13.82105
2021-03-17,12.00432
2021-03-18,12.49067
2021-03-19,12.2179
2021-03-20,1.85533
2021-03-21,1.66233
2021-03-22,11.78559
2021-03-23,11.54628
2021-03-24,16.49468
2021-03-25,11.17315
2021-03-26,9.1274
2021-03-27,1.35096
2021-03-28,1.0293
2021-03-29,8.71825
2021-03-30,8.60245
2021-03-31,7.28493
2021-04-01,7.9334
2021-04-02,7.39816
2021-04-03,1.02673
2021-04-04,0.80286
2021-04-05,7.27207
2021-04-06,7.23089
2021-04-07,7.02246
2021-04-08,7.68122
2021-04-09,7.99258
2021-04-10,1.6752
2021-04-11,1.57484
2021-04-12,9.92769
2021-04-13,9.67293
2021-04-14,13.92913
2021-04-15,9.43876
2021-04-16,9.63948
2021-04-17,1.90164
2021-04-18,1.70865
2021-04-19,10.26221
2021-04-20,8.68737
2021-04-21,8.4918
2021-04-22,11.27865
2021-04-23,8.6745
2021-04-24,1.14768
2021-04-25,0.94181
2021-04-26,8.26792
2021-04-27,7.51396
2021-04-28,7.18715
2021-04-29,7.63747
2021-04-30,7.03275
2021-05-01,0.89035
2021-05-02,0.68191
2021-05-03,7.87936
2021-05-04,7.38786
2021-05-05,1.13481
2021-05-06,7.13054
2021-05-07,8.14955
2021-05-08,0.91093
2021-05-09,0.79256
2021-05-10,8.64362
2021-05-11,6.69308
2021-05-12,6.68536
2021-05-13,6.63647
2021-05-14,6.69823
2021-05-15,0.81058
2021-05-16,0.6639
2021-05-17,6.37914
2021-05-18,6.43833
2021-05-19,1.08592
2021-05-20,6.33282
2021-05-21,6.61331
2021-05-22,0.89035
2021-05-23,0.75139
2021-05-24,6.57214
2021-05-25,8.4146
2021-05-26,6.85005
2021-05-27,7.06878
2021-05-28,6.84748
2021-05-29,0.98041
2021-05-30,0.93152
2021-05-31,8.86235
2021-06-01,7.10738
2021-06-02,7.08936
2021-06-03,7.06878
2021-06-04,6.62875
2021-06-05,0.91865
2021-06-06,0.78227
2021-06-07,6.3251
2021-06-08,11.66465
2021-06-09,8.72082
2021-06-10,11.18602
2021-06-11,11.99917
2021-06-12,1.1065
2021-06-13,0.99585
2021-06-14,10.94156
2021-06-15,8.70281
2021-06-16,8.62304
2021-06-17,7.93597
2021-06-18,10.37029
2021-06-19,1.38184
2021-06-20,1.17598
2021-06-21,9.02189
2021-06-22,9.36671
2021-06-23,9.39502
2021-06-24,12.19474
2021-06-25,11.59259
2021-06-26,1.67005
2021-06-27,1.41272
2021-06-28,10.51182
2021-06-29,9.08108
2021-06-30,10.50667
2021-07-01,14.48753
2021-07-02,16.48439
2021-07-03,2.56555
2021-07-04,2.11265
2021-07-05,18.86467
2021-07-06,17.00162
2021-07-07,14.61619
2021-07-08,12.55757
2021-07-09,15.48596
2021-07-10,1.98656
2021-07-11,1.76011
2021-07-12,12.20246
2021-07-13,10.00488
2021-07-14,10.38316
2021-07-15,9.91225
2021-07-16,9.47736
2021-07-17,0.95983
2021-07-18,0.90836
2021-07-19,8.39401
2021-07-20,8.12382
2021-07-21,11.38416
2021-07-22,9.55199
2021-07-23,8.73369
2021-07-24,0.9624
2021-07-25,0.64846
2021-07-26,8.21131
2021-07-27,7.70952
2021-07-28,8.08522
2021-07-29,8.22418
2021-07-30,6.83204
2021-07-31,0.76168
2021-08-01,0.51722
2021-08-02,7.63747
2021-08-03,6.75227
2021-08-04,6.85262
2021-08-05,7.4136
2021-08-06,15.1926
2021-08-07,2.10236
2021-08-08,1.60057
2021-08-09,9.02447
2021-08-10,7.80473
2021-08-11,7.47536
2021-08-12,7.18458
2021-08-13,6.85005
2021-08-14,0.75139
2021-08-15,0.60729
2021-08-16,1.08077
2021-08-17,7.14598
2021-08-18,7.1048
2021-08-19,6.93754
2021-08-20,7.32611
2021-08-21,0.96755
2021-08-22,0.71794
2021-08-23,8.20874
2021-08-24,10.37029
2021-08-25,11.13455
2021-08-26,10.28794
2021-08-27,8.32454
2021-08-28,0.71022
2021-08-29,0.75654
2021-08-30,7.54483
2021-08-31,8.88036
2021-09-01,8.66678
2021-09-02,7.6632
2021-09-03,7.55255
2021-09-04,1.03702
2021-09-05,0.89807
2021-09-06,7.67092
2021-09-07,7.10738
2021-09-08,6.66477
2021-09-09,7.22575
2021-09-10,6.80373
2021-09-11,0.65361
2021-09-12,0.4812
2021-09-13,7.48565
2021-09-14,6.69051
2021-09-15,6.6339
2021-09-16,9.15313
2021-09-17,7.20774
2021-09-18,0.61243
2021-09-19,0.31393
2021-09-20,0.30879
2021-09-21,0.43488
2021-09-22,0.45032
2021-09-23,6.97357
2021-09-24,6.88608
2021-09-25,0.60471
2021-09-26,0.43231
2021-09-27,6.15527
2021-09-28,5.93654
2021-09-29,6.08579
2021-09-30,6.8166
2021-10-01,5.87221
2021-10-02,0.7025
2021-10-03,0.45032
2021-10-04,0.89035
2021-10-05,6.86806
2021-10-06,7.15884
2021-10-07,7.53711
2021-10-08,6.5078
2021-10-09,0.59442
2021-10-10,0.41172
2021-10-11,0.69221
2021-10-12,6.12953
2021-10-13,6.05748
2021-10-14,7.25148
2021-10-15,8.10838
2021-10-16,0.92123
2021-10-17,0.78484
2021-10-18,6.56699
2021-10-19,6.06006
2021-10-20,5.59687
2021-10-21,5.56599
2021-10-22,5.08993
2021-10-23,0.46318
2021-10-24,0.62787
2021-10-25,5.62003
2021-10-26,6.34312
2021-10-27,5.6509
2021-10-28,5.37042
2021-10-29,5.41674
2021-10-30,0.59699
2021-10-31,0.41944
2021-11-01,6.87578
2021-11-02,11.958
2021-11-03,9.19945
2021-11-04,8.25506
2021-11-05,6.75227
2021-11-06,0.78999
2021-11-07,0.52237
2021-11-08,6.93497
2021-11-09,7.81245
2021-11-10,6.8938
2021-11-11,6.3354
2021-11-12,7.88708
2021-11-13,0.82344
2021-11-14,0.71022
2021-11-15,7.90252
2021-11-16,6.2865
2021-11-17,6.03432
2021-11-18,6.37399
2021-11-19,6.88608
2021-11-20,0.91865
2021-11-21,0.66905
2021-11-22,9.86593
2021-11-23,7.78672
2021-11-24,7.10995
2021-11-25,6.56184
2021-11-26,6.48207
2021-11-27,0.93924
2021-11-28,0.86976
2021-11-29,6.56442
2021-11-30,7.90252
2021-12-01,7.61431
2021-12-02,6.68793
2021-12-03,8.46092
2021-12-04,1.04474
2021-12-05,0.81058
2021-12-06,15.18231
2021-12-07,13.07223
2021-12-08,13.61261
2021-12-09,13.57916
2021-12-10,11.11397
2021-12-11,1.48992
2021-12-12,1.27891
2021-12-13,9.67808
2021-12-14,9.99459
2021-12-15,10.44749
2021-12-16,9.2329
2021-12-17,12.95386
2021-12-18,1.94024
2021-12-19,1.5208
2021-12-20,8.90352
2021-12-21,8.27564
2021-12-22,7.94369
2021-12-23,7.23089
2021-12-24,7.62461
2021-12-25,1.001
2021-12-26,0.8569
2021-12-27,8.77486
2021-12-28,9.52111
2021-12-29,10.26478
2021-12-30,7.4419
2021-12-31,1.87591
2022-01-01,0.65361
2022-01-02,0.80028
2022-01-03,7.44705
2022-01-04,7.31067
2022-01-05,6.89122
2022-01-06,7.30809
2022-01-07,7.32353
2022-01-08,0.8466
2022-01-09,0.64589
2022-01-10,7.17686
2022-01-11,7.18972
2022-01-12,7.71467
2022-01-13,15.96973
2022-01-14,7.66578
2022-01-15,1.00357
2022-01-16,0.78742
2022-01-17,6.68793
2022-01-18,7.59115
2022-01-19,7.2592
2022-01-20,7.07393
2022-01-21,6.57728
2022-01-22,0.94953
2022-01-23,0.88777
2022-01-24,8.43519
2022-01-25,7.72496
2022-01-26,7.95398
2022-01-27,8.02089
2022-01-28,8.0389
2022-01-29,1.10393
2022-01-30,0.64331
2022-01-31,0.4812
2022-02-01,0.5198
2022-02-02,0.72051
2022-02-03,7.94627
2022-02-04,7.16399
2022-02-05,0.94181
2022-02-06,0.64331
2022-02-07,6.38171
2022-02-08,7.00187
2022-02-09,6.98901
2022-02-10,6.95813
2022-02-11,5.53511
2022-02-12,0.73338
2022-02-13,0.5095
2022-02-14,5.60459
2022-02-15,5.47335
2022-02-16,9.0116
2022-02-17,7.50109
2022-02-18,7.56027
2022-02-19,0.90321
2022-02-20,0.72308
2022-02-21,7.61946
2022-02-22,5.69208
2022-02-23,6.29937
2022-02-24,5.73582
2022-02-25,6.15784
2022-02-26,0.75911
2022-02-27,0.54038
2022-02-28,5.73068
2022-03-01,0.82859
2022-03-02,6.30194
2022-03-03,8.60245
2022-03-04,6.57986
2022-03-05,0.70507
2022-03-06,0.56097
2022-03-07,5.68178
2022-03-08,7.15627
2022-03-09,0.81572
2022-03-10,8.25248
2022-03-11,6.61331
2022-03-12,0.97269
2022-03-13,0.73852
2022-03-14,6.20673
2022-03-15,7.20259
2022-03-16,7.15112
2022-03-17,8.09037
2022-03-18,7.22575
2022-03-19,0.89035
2022-03-20,0.5584
2022-03-21,5.96999
2022-03-22,5.91338
2022-03-23,6.79344
2022-03-24,6.46921
2022-03-25,6.26077
2022-03-26,0.66905
2022-03-27,0.50178
2022-03-28,5.96742
2022-03-29,6.35598
2022-03-30,6.26077
2022-03-31,5.89537
2022-04-01,5.08993
2022-04-02,0.5481
2022-04-03,0.44517
2022-04-04,5.41416
2022-04-05,5.01273
2022-04-06,5.79758
2022-04-07,5.25205
2022-04-08,5.13368
2022-04-09,0.62015
2022-04-10,0.43231
2022-04-11,4.35397
2022-04-12,4.08378
2022-04-13,5.2469
2022-04-14,5.14654
2022-04-15,4.17899
2022-04-16,0.60214
2022-04-17,0.33195
2022-04-18,4.20987
2022-04-19,5.02303
2022-04-20,4.22531
2022-04-21,4.5727
2022-04-22,4.51866
2022-04-23,0.64846
2022-04-24,0.49149
2022-04-25,4.11209
2022-04-26,6.04462
2022-04-27,5.9983
2022-04-28,5.31123
2022-04-29,5.584
2022-04-30,0.71022
2022-05-01,0.49921
2022-05-02,4.47235
2022-05-03,4.04261
2022-05-04,3.64118
2022-05-05,0.48377
2022-05-06,3.90365
2022-05-07,0.42973
2022-05-08,0.33195
2022-05-09,3.96284
2022-05-10,4.32824
2022-05-11,4.38743
2022-05-12,4.25104
2022-05-13,4.74769
2022-05-14,0.59442
2022-05-15,0.38341
2022-05-16,4.52124
2022-05-17,4.48521
2022-05-18,5.0925
2022-05-19,4.93811
2022-05-20,5.45534
2022-05-21,0.57384
2022-05-22,0.46061
2022-05-23,5.29837
2022-05-24,4.55212
2022-05-25,4.95355
2022-05-26,4.72967
2022-05-27,4.75283
2022-05-28,0.5481
2022-05-29,0.39885
2022-05-30,5.48107
2022-05-31,5.01531
2022-06-01,0.72308
2022-06-02,4.09407
2022-06-03,4.14039
2022-06-04,0.42459
2022-06-05,0.39885
2022-06-06,0.40915
2022-06-07,3.7158
2022-06-08,4.1687
2022-06-09,4.04004
2022-06-10,3.86248
2022-06-11,0.40915
2022-06-12,0.29849
2022-06-13,4.11209
2022-06-14,4.51094
2022-06-15,4.06577
2022-06-16,7.86392
2022-06-17,11.45364
2022-06-18,1.26605
2022-06-19,1.08592
2022-06-20,9.56485
2022-06-21,9.8299
2022-06-22,9.92769
2022-06-23,15.47052
2022-06-24,11.13455
2022-06-25,1.52852
2022-06-26,1.51051
2022-06-27,9.39759
2022-06-28,7.49594
2022-06-29,6.8552
2022-06-30,8.95756
2022-07-01,7.76099
2022-07-02,1.04989
2022-07-03,0.84403
2022-07-04,7.62461
2022-07-05,8.76457
2022-07-06,10.05635
2022-07-07,8.83404
2022-07-08,8.30138
2022-07-09,1.0293
2022-07-10,0.83116
2022-07-11,8.29108
2022-07-12,7.31839
2022-07-13,8.68737
2022-07-14,9.1557
2022-07-15,9.10424
2022-07-16,1.51051
2022-07-17,1.22487
2022-07-18,8.79287
2022-07-19,9.86335
2022-07-20,8.87522
2022-07-21,8.69251
2022-07-22,7.68894
2022-07-23,0.76168
2022-07-24,0.56354
2022-07-25,6.69051
2022-07-26,7.28236
2022-07-27,7.27979
2022-07-28,7.09708
2022-07-29,6.44347
2022-07-30,0.64074
2022-07-31,0.5481
2022-08-01,5.76928
2022-08-02,5.41674
2022-08-03,8.0492
2022-08-04,14.95844
2022-08-05,12.73513
2022-08-06,2.25161
2022-08-07,2.04575
2022-08-08,11.02133
2022-08-09,11.26322
2022-08-10,9.18916
2022-08-11,8.70023
2022-08-12,7.49594
2022-08-13,0.95983
2022-08-14,0.76426
2022-08-15,0.91865
2022-08-16,7.63747
2022-08-17,6.86292
2022-08-18,6.41517
2022-08-19,6.05748
2022-08-20,0.74367
2022-08-21,0.47348
2022-08-22,5.64576
2022-08-23,6.07292
2022-08-24,7.29008
2022-08-25,7.65806
2022-08-26,6.45119
2022-08-27,0.90836
2022-08-28,0.69478
2022-08-29,5.96742
2022-08-30,6.38943
2022-08-31,6.36885
2022-09-01,5.92624
2022-09-02,6.0266
2022-09-03,0.5867
2022-09-04,0.55068
2022-09-05,5.58657
2022-09-06,4.98443
2022-09-07,4.76827
2022-09-08,5.6226
2022-09-09,0.68706
2022-09-10,0.50178
2022-09-11,0.45032
2022-09-12,0.61501
2022-09-13,6.33025
2022-09-14,5.08478
2022-09-15,4.88922
2022-09-16,4.74769
2022-09-17,0.68963
2022-09-18,0.5095
2022-09-19,4.61645
2022-09-20,4.30251
2022-09-21,4.6885
2022-09-22,4.80944
2022-09-23,4.60358
2022-09-24,0.78742
2022-09-25,0.59957
2022-09-26,5.1414
2022-09-27,5.69722
2022-09-28,5.3524
2022-09-29,6.34054
2022-09-30,6.54126
2022-10-01,0.88777
2022-10-02,0.55582
2022-10-03,0.66905
2022-10-04,10.50153
2022-10-05,7.09194
2022-10-06,8.45063
2022-10-07,7.46249
2022-10-08,1.26862
2022-10-09,1.02673
2022-10-10,1.27377
2022-10-11,8.87264
2022-10-12,7.7893
2022-10-13,7.16142
2022-10-14,11.84478
2022-10-15,1.90936
2022-10-16,1.49764
2022-10-17,8.48665
2022-10-18,10.85406
2022-10-19,8.78515
2022-10-20,7.03533
2022-10-21,6.75484
2022-10-22,1.19399
2022-10-23,0.92895
2022-10-24,8.5587
2022-10-25,9.12482
2022-10-26,7.37242
2022-10-27,8.89323
2022-10-28,6.59787
2022-10-29,0.99585
2022-10-30,0.71022
2022-10-31,6.23761
2022-11-01,5.89794
2022-11-02,6.11667
2022-11-03,5.89537
2022-11-04,5.59429
2022-11-05,0.77455
2022-11-06,0.65875
2022-11-07,5.63547
2022-11-08,8.76971
2022-11-09,7.00187
2022-11-10,5.64061
2022-11-11,7.53197
2022-11-12,0.99071
2022-11-13,0.73852
2022-11-14,7.20002
2022-11-15,9.73726
