date,이차전지관련주
2021-01-04,27.74645
2021-01-05,35.03791
2021-01-06,20.5522
2021-01-07,20.2411
2021-01-08,29.92416
2021-01-09,19.24946
2021-01-10,18.82169
2021-01-11,24.69375
2021-01-12,15.61345
2021-01-13,20.96052
2021-01-14,22.02994
2021-01-15,17.13007
2021-01-16,11.31635
2021-01-17,10.34415
2021-01-18,55.53179
2021-01-19,23.29379
2021-01-20,20.43554
2021-01-21,18.18005
2021-01-22,18.29671
2021-01-23,11.93855
2021-01-24,10.61637
2021-01-25,14.29126
2021-01-26,13.24129
2021-01-27,13.49406
2021-01-28,9.23585
2021-01-29,9.3914
2021-01-30,6.04705
2021-01-31,7.1748
2021-02-01,9.37196
2021-02-02,13.51351
2021-02-03,13.3774
2021-02-04,10.26638
2021-02-05,8.04977
2021-02-06,6.02761
2021-02-07,5.98872
2021-02-08,7.27202
2021-02-09,7.25257
2021-02-10,7.01924
2021-02-11,4.9193
2021-02-12,5.19152
2021-02-13,5.17207
2021-02-14,5.85261
2021-02-15,11.00524
2021-02-16,11.37468
2021-02-17,9.31363
2021-02-18,9.29418
2021-02-19,6.74703
2021-02-20,6.00816
2021-02-21,30.25471
2021-02-22,12.40521
2021-02-23,10.24693
2021-02-24,8.39976
2021-02-25,8.98308
2021-02-26,14.69959
2021-02-27,5.0943
2021-02-28,6.14427
2021-03-01,8.1081
2021-03-02,10.69414
2021-03-03,9.41084
2021-03-04,6.64981
2021-03-05,7.11646
2021-03-06,5.8915
2021-03-07,4.56931
2021-03-08,6.31926
2021-03-09,8.9053
2021-03-10,8.34143
2021-03-11,9.85805
2021-03-12,9.41084
2021-03-13,4.97763
2021-03-14,5.07485
2021-03-15,6.74703
2021-03-16,9.15807
2021-03-17,9.0803
2021-03-18,9.0803
2021-03-19,6.98036
2021-03-20,4.49154
2021-03-21,4.37487
2021-03-22,6.49426
2021-03-23,6.63037
2021-03-24,6.26093
2021-03-25,5.63873
2021-03-26,5.56095
2021-03-27,3.53879
2021-03-28,4.10266
2021-03-29,4.47209
2021-03-30,5.65817
2021-03-31,4.41376
2021-04-01,8.41921
2021-04-02,8.03033
2021-04-03,5.94983
2021-04-04,5.36651
2021-04-05,5.42484
2021-04-06,7.62201
2021-04-07,6.26093
2021-04-08,5.52206
2021-04-09,4.54987
2021-04-10,4.00544
2021-04-11,7.05813
2021-04-12,14.25238
2021-04-13,14.64125
2021-04-14,11.08302
2021-04-15,8.51643
2021-04-16,7.972
2021-04-17,7.29146
2021-04-18,7.15535
2021-04-19,6.22204
2021-04-20,6.00816
2021-04-21,5.36651
2021-04-22,5.98872
2021-04-23,6.94147
2021-04-24,5.19152
2021-04-25,4.80264
2021-04-26,7.34979
2021-04-27,6.35815
2021-04-28,5.56095
2021-04-29,4.9193
2021-04-30,3.94711
2021-05-01,3.986
2021-05-02,3.3249
2021-05-03,3.75267
2021-05-04,4.45265
2021-05-05,2.72214
2021-05-06,4.16099
2021-05-07,2.85825
2021-05-08,2.79992
2021-05-09,3.75267
2021-05-10,4.93875
2021-05-11,5.07485
2021-05-12,3.38323
2021-05-13,3.4999
2021-05-14,3.48045
2021-05-15,2.19716
2021-05-16,3.11102
2021-05-17,3.40268
2021-05-18,2.48881
2021-05-19,2.58603
2021-05-20,5.11374
2021-05-21,3.79156
2021-05-22,4.82208
2021-05-23,3.83044
2021-05-24,3.42212
2021-05-25,3.03324
2021-05-26,3.59712
2021-05-27,4.33599
2021-05-28,4.66653
2021-05-29,3.28601
2021-05-30,3.38323
2021-05-31,5.21096
2021-06-01,4.41376
2021-06-02,3.88878
2021-06-03,4.7832
2021-06-04,3.69434
2021-06-05,2.74159
2021-06-06,4.74431
2021-06-07,5.61928
2021-06-08,14.15516
2021-06-09,11.04413
2021-06-10,5.83317
2021-06-11,8.04977
2021-06-12,4.51098
2021-06-13,5.48318
2021-06-14,5.28874
2021-06-15,6.64981
2021-06-16,5.61928
2021-06-17,6.39704
2021-06-18,6.80536
2021-06-19,3.61656
2021-06-20,4.00544
2021-06-21,4.16099
2021-06-22,4.64709
2021-06-23,4.82208
2021-06-24,5.0943
2021-06-25,5.94983
2021-06-26,4.39432
2021-06-27,6.82481
2021-06-28,5.30818
2021-06-29,4.68598
2021-06-30,4.08321
2021-07-01,43.74878
2021-07-02,8.71086
2021-07-03,3.73322
2021-07-04,4.27765
2021-07-05,6.80536
2021-07-06,6.3776
2021-07-07,6.31926
2021-07-08,26.3076
2021-07-09,27.64923
2021-07-10,7.50534
2021-07-11,7.1748
2021-07-12,8.71086
2021-07-13,15.944
2021-07-14,19.09391
2021-07-15,17.09119
2021-07-16,11.25802
2021-07-17,7.83589
2021-07-18,11.66634
2021-07-19,13.45518
2021-07-20,10.83025
2021-07-21,7.99144
2021-07-22,7.58312
2021-07-23,9.0803
2021-07-24,7.797
2021-07-25,9.00252
2021-07-26,7.38868
2021-07-27,8.38032
2021-07-28,5.07485
2021-07-29,6.12482
2021-07-30,6.08594
2021-07-31,3.61656
2021-08-01,5.05541
2021-08-02,5.42484
2021-08-03,5.63873
2021-08-04,6.28038
2021-08-05,7.25257
2021-08-06,6.88314
2021-08-07,5.4054
2021-08-08,5.07485
2021-08-09,14.6607
2021-08-10,10.14971
2021-08-11,9.95527
2021-08-12,13.59128
2021-08-13,12.44409
2021-08-14,15.73011
2021-08-15,9.7025
2021-08-16,10.55804
2021-08-17,17.40229
2021-08-18,14.38848
2021-08-19,13.57184
2021-08-20,10.73303
2021-08-21,8.1081
2021-08-22,8.86642
2021-08-23,10.14971
2021-08-24,13.66906
2021-08-25,9.04141
2021-08-26,6.84425
2021-08-27,6.14427
2021-08-28,4.14155
2021-08-29,7.66089
2021-08-30,6.90258
2021-08-31,8.01088
2021-09-01,10.05249
2021-09-02,7.89422
2021-09-03,6.84425
2021-09-04,4.72486
2021-09-05,5.50262
2021-09-06,7.1748
2021-09-07,9.23585
2021-09-08,7.54423
2021-09-09,8.78864
2021-09-10,7.91366
2021-09-11,5.26929
2021-09-12,4.74431
2021-09-13,12.40521
2021-09-14,12.93019
2021-09-15,11.86078
2021-09-16,11.14135
2021-09-17,7.60256
2021-09-18,5.24985
2021-09-19,3.57767
2021-09-20,2.7027
2021-09-21,3.36379
2021-09-22,3.77211
2021-09-23,7.66089
2021-09-24,11.68578
2021-09-25,6.57203
2021-09-26,6.49426
2021-09-27,11.54967
2021-09-28,12.23021
2021-09-29,10.90803
2021-09-30,11.1608
2021-10-01,9.09974
2021-10-02,4.93875
2021-10-03,4.70542
2021-10-04,5.65817
2021-10-05,7.09702
2021-10-06,7.11646
2021-10-07,7.68034
2021-10-08,7.1748
2021-10-09,4.33599
2021-10-10,4.04433
2021-10-11,3.79156
2021-10-12,6.43593
2021-10-13,10.40248
2021-10-14,10.38304
2021-10-15,7.34979
2021-10-16,4.21932
2021-10-17,4.27765
2021-10-18,6.82481
2021-10-19,9.72195
2021-10-20,7.85533
2021-10-21,10.16916
2021-10-22,7.68034
2021-10-23,3.1888
2021-10-24,3.44157
2021-10-25,4.7832
2021-10-26,7.56367
2021-10-27,6.14427
2021-10-28,6.14427
2021-10-29,4.86097
2021-10-30,2.33326
2021-10-31,2.83881
2021-11-01,5.91094
2021-11-02,4.54987
2021-11-03,4.93875
2021-11-04,5.7165
2021-11-05,6.80536
2021-11-06,2.97491
2021-11-07,3.59712
2021-11-08,5.36651
2021-11-09,7.87478
2021-11-10,6.96091
2021-11-11,7.99144
2021-11-12,7.38868
2021-11-13,5.13319
2021-11-14,4.70542
2021-11-15,6.94147
2021-11-16,8.1081
2021-11-17,8.51643
2021-11-18,8.5942
2021-11-19,7.19424
2021-11-20,4.35543
2021-11-21,5.24985
2021-11-22,9.15807
2021-11-23,5.59984
2021-11-24,5.52206
2021-11-25,6.02761
2021-11-26,5.77483
2021-11-27,3.84989
2021-11-28,3.20824
2021-11-29,3.51934
2021-11-30,5.30818
2021-12-01,5.19152
2021-12-02,6.41648
2021-12-03,4.14155
2021-12-04,2.99436
2021-12-05,3.05269
2021-12-06,3.86933
2021-12-07,5.0943
2021-12-08,5.93039
2021-12-09,5.23041
2021-12-10,3.63601
2021-12-11,2.09994
2021-12-12,3.28601
2021-12-13,4.21932
2021-12-14,4.21932
2021-12-15,3.79156
2021-12-16,4.58876
2021-12-17,3.42212
2021-12-18,1.98327
2021-12-19,2.64437
2021-12-20,3.88878
2021-12-21,5.07485
2021-12-22,4.7832
2021-12-23,5.0943
2021-12-24,4.14155
2021-12-25,4.31654
2021-12-26,3.986
2021-12-27,4.16099
2021-12-28,6.47482
2021-12-29,4.56931
2021-12-30,4.97763
2021-12-31,3.51934
2022-01-01,5.19152
2022-01-02,4.56931
2022-01-03,7.54423
2022-01-04,6.22204
2022-01-05,5.36651
2022-01-06,4.37487
2022-01-07,4.31654
2022-01-08,2.66381
2022-01-09,3.11102
2022-01-10,3.811
2022-01-11,6.16371
2022-01-12,7.58312
2022-01-13,9.91639
2022-01-14,5.01652
2022-01-15,3.44157
2022-01-16,4.2971
2022-01-17,5.28874
2022-01-18,4.70542
2022-01-19,5.4054
2022-01-20,6.12482
2022-01-21,7.11646
2022-01-22,4.02488
2022-01-23,3.14991
2022-01-24,4.06377
2022-01-25,3.77211
2022-01-26,5.26929
2022-01-27,5.91094
2022-01-28,5.75539
2022-01-29,3.1888
2022-01-30,2.66381
2022-01-31,1.47773
2022-02-01,2.66381
2022-02-02,3.34435
2022-02-03,4.82208
2022-02-04,4.66653
2022-02-05,2.79992
2022-02-06,2.33326
2022-02-07,3.86933
2022-02-08,3.61656
2022-02-09,3.14991
2022-02-10,2.87769
2022-02-11,2.08049
2022-02-12,1.69161
2022-02-13,2.2166
2022-02-14,2.79992
2022-02-15,2.93602
2022-02-16,3.65545
2022-02-17,2.89714
2022-02-18,2.08049
2022-02-19,1.78883
2022-02-20,2.19716
2022-02-21,2.27493
2022-02-22,2.78047
2022-02-23,2.60548
2022-02-24,4.35543
2022-02-25,3.28601
2022-02-26,2.37215
2022-02-27,1.9055
2022-02-28,2.62492
2022-03-01,2.78047
2022-03-02,3.92766
2022-03-03,3.90822
2022-03-04,2.56659
2022-03-05,1.38051
2022-03-06,1.65273
2022-03-07,2.41104
2022-03-08,2.62492
2022-03-09,1.63328
2022-03-10,2.44993
2022-03-11,3.90822
2022-03-12,2.81936
2022-03-13,1.86661
2022-03-14,5.93039
2022-03-15,2.76103
2022-03-16,2.3916
2022-03-17,5.01652
2022-03-18,4.08321
2022-03-19,2.44993
2022-03-20,1.92494
2022-03-21,1.47773
2022-03-22,2.48881
2022-03-23,4.82208
2022-03-24,3.75267
2022-03-25,4.80264
2022-03-26,3.3249
2022-03-27,4.23877
2022-03-28,3.22768
2022-03-29,4.02488
2022-03-30,4.43321
2022-03-31,5.85261
2022-04-01,3.42212
2022-04-02,2.19716
2022-04-03,1.98327
2022-04-04,3.96655
2022-04-05,5.59984
2022-04-06,4.58876
2022-04-07,4.74431
2022-04-08,8.47754
2022-04-09,4.54987
2022-04-10,3.75267
2022-04-11,5.42484
2022-04-12,3.46101
2022-04-13,4.02488
2022-04-14,3.986
2022-04-15,3.55823
2022-04-16,2.00272
2022-04-17,5.65817
2022-04-18,3.65545
2022-04-19,4.21932
2022-04-20,4.21932
2022-04-21,5.98872
2022-04-22,4.95819
2022-04-23,2.44993
2022-04-24,2.41104
2022-04-25,3.26657
2022-04-26,2.66381
2022-04-27,2.48881
2022-04-28,1.76939
2022-04-29,2.17771
2022-04-30,1.18607
2022-05-01,1.28329
2022-05-02,1.88605
2022-05-03,2.43048
2022-05-04,2.66381
2022-05-05,2.00272
2022-05-06,1.9055
2022-05-07,0.97219
2022-05-08,1.76939
2022-05-09,2.27493
2022-05-10,1.61384
2022-05-11,1.88605
2022-05-12,2.02216
2022-05-13,1.7305
2022-05-14,1.45829
2022-05-15,1.38051
2022-05-16,1.69161
2022-05-17,1.34162
2022-05-18,4.16099
2022-05-19,7.85533
2022-05-20,6.02761
2022-05-21,5.07485
2022-05-22,5.26929
2022-05-23,6.14427
2022-05-24,6.88314
2022-05-25,4.41376
2022-05-26,3.46101
2022-05-27,3.86933
2022-05-28,2.00272
2022-05-29,2.58603
2022-05-30,2.85825
2022-05-31,4.08321
2022-06-01,2.72214
2022-06-02,3.13046
2022-06-03,3.07213
2022-06-04,2.17771
2022-06-05,0.81664
2022-06-06,1.92494
2022-06-07,3.88878
2022-06-08,2.56659
2022-06-09,2.89714
2022-06-10,1.7305
2022-06-11,0.87497
2022-06-12,1.20552
2022-06-13,2.81936
2022-06-14,3.88878
2022-06-15,3.48045
2022-06-16,3.88878
2022-06-17,3.86933
2022-06-18,3.46101
2022-06-19,2.46937
2022-06-20,4.56931
2022-06-21,3.69434
2022-06-22,4.97763
2022-06-23,4.1221
2022-06-24,3.36379
2022-06-25,2.19716
2022-06-26,2.3916
2022-06-27,4.84153
2022-06-28,5.65817
2022-06-29,4.08321
2022-06-30,5.94983
2022-07-01,4.62764
2022-07-02,1.76939
2022-07-03,1.65273
2022-07-04,2.7027
2022-07-05,2.58603
2022-07-06,1.47773
2022-07-07,1.5944
2022-07-08,1.78883
2022-07-09,1.36107
2022-07-10,1.57495
2022-07-11,2.29438
2022-07-12,2.83881
2022-07-13,2.43048
2022-07-14,2.27493
2022-07-15,2.0416
2022-07-16,1.20552
2022-07-17,1.43884
2022-07-18,2.99436
2022-07-19,2.66381
2022-07-20,3.16935
2022-07-21,3.3249
2022-07-22,3.69434
2022-07-23,1.76939
2022-07-24,1.76939
2022-07-25,2.83881
2022-07-26,2.37215
2022-07-27,2.08049
2022-07-28,3.92766
2022-07-29,2.87769
2022-07-30,4.23877
2022-07-31,2.87769
2022-08-01,4.45265
2022-08-02,4.04433
2022-08-03,4.56931
2022-08-04,6.55259
2022-08-05,6.22204
2022-08-06,3.44157
2022-08-07,2.64437
2022-08-08,4.70542
2022-08-09,5.8915
2022-08-10,8.7692
2022-08-11,9.66362
2022-08-12,7.62201
2022-08-13,5.34707
2022-08-14,4.43321
2022-08-15,7.03869
2022-08-16,8.55531
2022-08-17,6.45537
2022-08-18,5.56095
2022-08-19,4.35543
2022-08-20,3.55823
2022-08-21,2.99436
2022-08-22,4.41376
2022-08-23,4.45265
2022-08-24,5.34707
2022-08-25,8.08866
2022-08-26,6.74703
2022-08-27,6.06649
2022-08-28,5.56095
2022-08-29,8.26365
2022-08-30,9.64417
2022-08-31,8.18588
2022-09-01,6.80536
2022-09-02,5.36651
2022-09-03,3.57767
2022-09-04,4.35543
2022-09-05,5.07485
2022-09-06,6.43593
2022-09-07,7.54423
2022-09-08,8.45809
2022-09-09,4.7832
2022-09-10,4.74431
2022-09-11,6.04705
2022-09-12,6.86369
2022-09-13,10.77192
2022-09-14,9.48862
2022-09-15,11.39412
2022-09-16,8.84697
2022-09-17,6.84425
2022-09-18,5.28874
2022-09-19,10.16916
2022-09-20,9.46918
2022-09-21,6.80536
2022-09-22,6.63037
2022-09-23,6.96091
2022-09-24,5.13319
2022-09-25,4.1221
2022-09-26,7.29146
2022-09-27,7.62201
2022-09-28,7.34979
2022-09-29,7.23313
2022-09-30,6.26093
2022-10-01,4.88041
2022-10-02,4.86097
2022-10-03,7.58312
2022-10-04,6.72759
2022-10-05,4.66653
2022-10-06,4.9193
2022-10-07,5.23041
2022-10-08,3.75267
2022-10-09,5.91094
2022-10-10,6.22204
2022-10-11,5.59984
2022-10-12,5.07485
2022-10-13,6.78592
2022-10-14,4.18043
2022-10-15,3.92766
2022-10-16,4.7832
2022-10-17,7.52479
2022-10-18,5.91094
2022-10-19,7.1748
2022-10-20,5.83317
2022-10-21,5.13319
2022-10-22,3.67489
2022-10-23,3.14991
2022-10-24,4.68598
2022-10-25,4.74431
2022-10-26,4.27765
2022-10-27,18.62726
2022-10-28,13.29963
2022-10-29,6.45537
2022-10-30,4.68598
2022-10-31,6.22204
2022-11-01,11.783
2022-11-02,11.91911
2022-11-03,9.72195
2022-11-04,7.68034
2022-11-05,4.08321
2022-11-06,3.38323
2022-11-07,6.84425
2022-11-08,6.72759
2022-11-09,7.99144
2022-11-10,6.08594
2022-11-11,7.05813
2022-11-12,4.74431
2022-11-13,8.96363
2022-11-14,8.71086
2022-11-15,8.18588
2022-11-16,7.11646
2022-11-17,4.86097
2022-11-18,4.16099
2022-11-19,2.81936
2022-11-20,5.73595
2022-11-21,7.69978
2022-11-22,5.63873
2022-11-23,6.53315
2022-11-24,8.74975
2022-11-25,6.82481
2022-11-26,4.88041
2022-11-27,4.74431
2022-11-28,5.48318
2022-11-29,5.03597
2022-11-30,5.79428
2022-12-01,6.2026
2022-12-02,4.39432
2022-12-03,3.40268
2022-12-04,3.36379
2022-12-05,5.32762
2022-12-06,3.71378
2022-12-07,4.76375
2022-12-08,3.96655
2022-12-09,15.80789
2022-12-10,3.4999
2022-12-11,2.93602
2022-12-12,4.88041
2022-12-13,4.89986
2022-12-14,3.69434
2022-12-15,3.44157
2022-12-16,2.74159
2022-12-17,3.0138
2022-12-18,2.99436
2022-12-19,4.7832
2022-12-20,3.71378
2022-12-21,3.84989
2022-12-22,3.28601
2022-12-23,4.10266
2022-12-24,2.99436
2022-12-25,3.75267
2022-12-26,4.02488
2022-12-27,4.31654
2022-12-28,5.7165
2022-12-29,3.96655
2022-12-30,3.13046
2022-12-31,2.08049
2023-01-01,4.19988
2023-01-02,5.13319
2023-01-03,3.811
2023-01-04,3.79156
2023-01-05,6.14427
2023-01-06,8.98308
2023-01-07,4.62764
2023-01-08,6.24149
2023-01-09,5.7165
2023-01-10,5.96927
2023-01-11,5.5804
2023-01-12,6.9998
2023-01-13,5.61928
2023-01-14,6.90258
2023-01-15,6.5137
2023-01-16,5.0943
2023-01-17,3.92766
2023-01-18,4.25821
2023-01-19,4.21932
2023-01-20,3.4999
2023-01-21,2.91658
2023-01-22,2.62492
2023-01-23,2.62492
2023-01-24,3.73322
2023-01-25,5.44429
2023-01-26,9.78028
2023-01-27,7.75811
2023-01-28,4.64709
2023-01-29,4.88041
2023-01-30,5.94983
2023-01-31,6.18316
2023-02-01,6.61092
2023-02-02,7.09702
2023-02-03,6.2026
2023-02-04,4.33599
2023-02-05,5.15263
2023-02-06,5.65817
2023-02-07,9.66362
2023-02-08,7.3109
2023-02-09,17.5384
2023-02-10,12.7552
2023-02-11,7.95255
2023-02-12,7.13591
2023-02-13,9.58584
2023-02-14,8.63309
2023-02-15,10.4997
2023-02-16,15.4579
2023-02-17,10.65525
2023-02-18,7.07758
2023-02-19,6.61092
2023-02-20,9.31363
2023-02-21,13.24129
2023-02-22,11.10246
2023-02-23,10.28582
2023-02-24,9.29418
2023-02-25,8.34143
2023-02-26,6.78592
2023-02-27,11.31635
2023-02-28,12.07466
2023-03-01,11.10246
2023-03-02,15.51623
2023-03-03,19.71611
2023-03-04,14.15516
2023-03-05,14.13571
2023-03-06,30.04083
2023-03-07,27.97977
2023-03-08,22.02994
2023-03-09,19.69667
2023-03-10,14.38848
2023-03-11,7.36923
2023-03-12,8.98308
2023-03-13,33.03519
2023-03-14,12.23021
2023-03-15,22.88547
2023-03-16,27.12424
2023-03-17,20.51331
2023-03-18,8.98308
2023-03-19,10.20804
2023-03-20,14.38848
2023-03-21,15.24402
2023-03-22,20.99941
2023-03-23,32.5102
2023-03-24,22.34104
2023-03-25,12.48298
2023-03-26,13.39685
2023-03-27,26.42426
2023-03-28,22.92436
2023-03-29,26.36593
2023-03-30,26.09371
2023-03-31,20.92164
2023-04-01,14.05794
2023-04-02,13.72739
2023-04-03,27.74645
2023-04-04,24.63542
2023-04-05,25.41318
2023-04-06,23.741
2023-04-07,23.23546
2023-04-08,15.73011
2023-04-09,18.25782
2023-04-10,54.36515
2023-04-11,55.95955
2023-04-12,39.685
2023-04-13,23.66323
2023-04-14,25.23818
2023-04-15,15.67178
2023-04-16,14.83569
2023-04-17,26.63814
2023-04-18,31.38246
2023-04-19,32.95741
2023-04-20,27.62978
2023-04-21,26.87147
2023-04-22,10.86914
2023-04-23,11.2969
2023-04-24,17.48006
2023-04-25,23.44934
2023-04-26,16.81897
2023-04-27,16.79953
2023-04-28,13.3774
2023-04-29,8.01088
2023-04-30,6.98036
2023-05-01,7.50534
2023-05-02,11.51079
2023-05-03,10.90803
2023-05-04,8.30254
2023-05-05,5.26929
2023-05-06,5.69706
2023-05-07,5.46373
2023-05-08,9.48862
2023-05-09,9.74139
2023-05-10,8.49698
2023-05-11,8.57476
2023-05-12,7.87478
2023-05-13,4.16099
2023-05-14,4.47209
2023-05-15,12.34687
2023-05-16,9.02197
2023-05-17,8.24421
2023-05-18,7.797
2023-05-19,8.41921
2023-05-20,5.21096
2023-05-21,4.74431
2023-05-22,12.87186
2023-05-23,13.04685
2023-05-24,8.78864
2023-05-25,7.95255
2023-05-26,7.56367
2023-05-27,6.63037
2023-05-28,5.01652
2023-05-29,5.75539
