date,자동차보험견적
2020-03-20,23.02025
2020-03-21,15.46961
2020-03-22,11.78637
2020-03-23,26.15101
2020-03-24,36.83241
2020-03-25,31.86003
2020-03-26,25.78268
2020-03-27,24.86187
2020-03-28,11.97053
2020-03-29,14.91712
2020-03-30,34.25414
2020-03-31,30.20257
2020-04-01,32.04419
2020-04-02,34.4383
2020-04-03,27.44014
2020-04-04,15.65377
2020-04-05,14.5488
2020-04-06,37.01657
2020-04-07,31.12338
2020-04-08,32.78084
2020-04-09,33.14917
2020-04-10,28.17679
2020-04-11,15.46961
2020-04-12,13.62799
2020-04-13,32.78084
2020-04-14,27.6243
2020-04-15,18.23204
2020-04-16,32.22836
2020-04-17,29.83425
2020-04-18,16.9429
2020-04-19,19.70534
2020-04-20,37.75322
2020-04-21,32.04419
2020-04-22,32.04419
2020-04-23,32.04419
2020-04-24,28.17679
2020-04-25,16.39042
2020-04-26,19.15285
2020-04-27,34.06998
2020-04-28,32.78084
2020-04-29,28.91344
2020-04-30,20.07366
2020-05-01,23.02025
2020-05-02,13.81215
2020-05-03,18.96869
2020-05-04,34.06998
2020-05-05,20.99447
2020-05-06,36.83241
2020-05-07,29.65009
2020-05-08,25.78268
2020-05-09,20.25782
2020-05-10,18.60036
2020-05-11,39.22651
2020-05-12,34.62246
2020-05-13,34.62246
2020-05-14,31.12338
2020-05-15,35.9116
2020-05-16,17.31123
2020-05-17,20.62615
2020-05-18,38.3057
2020-05-19,33.88581
2020-05-20,31.86003
2020-05-21,36.46408
2020-05-22,28.72928
2020-05-23,14.73296
2020-05-24,20.44198
2020-05-25,32.41252
2020-05-26,31.86003
2020-05-27,31.86003
2020-05-28,29.46593
2020-05-29,28.72928
2020-05-30,16.02209
2020-05-31,15.83793
2020-06-01,36.64825
2020-06-02,34.99079
2020-06-03,30.38674
2020-06-04,35.17495
2020-06-05,27.99263
2020-06-06,16.9429
2020-06-07,15.46961
2020-06-08,39.22651
2020-06-09,33.33333
2020-06-10,32.59668
2020-06-11,31.12338
2020-06-12,22.83609
2020-06-13,16.02209
2020-06-14,13.0755
2020-06-15,30.93922
2020-06-16,31.30755
2020-06-17,31.12338
2020-06-18,27.44014
2020-06-19,23.7569
2020-06-20,15.65377
2020-06-21,19.8895
2020-06-22,31.86003
2020-06-23,36.46408
2020-06-24,32.04419
2020-06-25,35.54327
2020-06-26,27.07182
2020-06-27,12.70718
2020-06-28,20.44198
2020-06-29,34.80662
2020-06-30,30.20257
2020-07-01,29.83425
2020-07-02,33.33333
2020-07-03,28.36095
2020-07-04,18.60036
2020-07-05,18.04788
2020-07-06,33.51749
2020-07-07,35.35911
2020-07-08,27.25598
2020-07-09,25.96685
2020-07-10,20.44198
2020-07-11,17.12707
2020-07-12,17.67955
2020-07-13,33.70165
2020-07-14,32.78084
2020-07-15,25.78268
2020-07-16,28.36095
2020-07-17,23.20441
2020-07-18,12.52302
2020-07-19,18.04788
2020-07-20,31.49171
2020-07-21,29.65009
2020-07-22,31.67587
2020-07-23,23.57274
2020-07-24,27.99263
2020-07-25,17.12707
2020-07-26,15.83793
2020-07-27,37.75322
2020-07-28,28.91344
2020-07-29,26.51933
2020-07-30,23.20441
2020-07-31,21.17863
2020-08-01,14.18047
2020-08-02,15.10128
2020-08-03,26.88766
2020-08-04,30.5709
2020-08-05,28.91344
2020-08-06,27.80847
2020-08-07,24.67771
2020-08-08,15.28545
2020-08-09,13.25966
2020-08-10,34.4383
2020-08-11,30.38674
2020-08-12,25.04604
2020-08-13,26.70349
2020-08-14,21.73112
2020-08-15,11.41804
2020-08-16,16.57458
2020-08-17,18.60036
2020-08-18,28.17679
2020-08-19,30.5709
2020-08-20,27.6243
2020-08-21,23.94106
2020-08-22,11.04972
2020-08-23,14.91712
2020-08-24,30.01841
2020-08-25,31.30755
2020-08-26,29.83425
2020-08-27,31.30755
2020-08-28,29.83425
2020-08-29,15.65377
2020-08-30,19.8895
2020-08-31,32.04419
2020-09-01,30.75506
2020-09-02,27.6243
2020-09-03,26.51933
2020-09-04,19.70534
2020-09-05,14.18047
2020-09-06,18.04788
2020-09-07,30.5709
2020-09-08,26.88766
2020-09-09,32.22836
2020-09-10,28.54511
2020-09-11,18.96869
2020-09-12,16.20626
2020-09-13,11.23388
2020-09-14,30.38674
2020-09-15,29.83425
2020-09-16,23.7569
2020-09-17,28.72928
2020-09-18,29.46593
2020-09-19,14.5488
2020-09-20,16.9429
2020-09-21,26.51933
2020-09-22,34.80662
2020-09-23,34.62246
2020-09-24,28.91344
2020-09-25,23.94106
2020-09-26,11.97053
2020-09-27,17.12707
2020-09-28,26.88766
2020-09-29,22.65193
2020-09-30,13.62799
2020-10-01,12.89134
2020-10-02,14.73296
2020-10-03,13.99631
2020-10-04,16.9429
2020-10-05,38.3057
2020-10-06,33.88581
2020-10-07,31.86003
2020-10-08,24.86187
2020-10-09,10.68139
2020-10-10,11.41804
2020-10-11,12.70718
2020-10-12,30.01841
2020-10-13,41.2523
2020-10-14,32.41252
2020-10-15,24.86187
2020-10-16,21.17863
2020-10-17,11.97053
2020-10-18,10.31307
2020-10-19,24.49355
2020-10-20,30.75506
2020-10-21,34.99079
2020-10-22,30.75506
2020-10-23,24.30939
2020-10-24,13.62799
2020-10-25,16.02209
2020-10-26,34.06998
2020-10-27,32.41252
2020-10-28,34.4383
2020-10-29,29.65009
2020-10-30,27.99263
2020-10-31,16.9429
2020-11-01,18.04788
2020-11-02,37.56906
2020-11-03,27.44014
2020-11-04,30.38674
2020-11-05,24.86187
2020-11-06,25.04604
2020-11-07,14.73296
2020-11-08,15.83793
2020-11-09,25.96685
2020-11-10,32.59668
2020-11-11,29.83425
2020-11-12,28.72928
2020-11-13,27.6243
2020-11-14,18.96869
2020-11-15,15.46961
2020-11-16,31.12338
2020-11-17,27.25598
2020-11-18,26.51933
2020-11-19,32.965
2020-11-20,27.44014
2020-11-21,16.39042
2020-11-22,20.62615
2020-11-23,26.70349
2020-11-24,28.17679
2020-11-25,32.41252
2020-11-26,24.49355
2020-11-27,23.7569
2020-11-28,10.12891
2020-11-29,10.86556
2020-11-30,29.46593
2020-12-01,33.14917
2020-12-02,32.965
2020-12-03,32.41252
2020-12-04,30.38674
2020-12-05,15.46961
2020-12-06,24.86187
2020-12-07,28.72928
2020-12-08,32.04419
2020-12-09,34.25414
2020-12-10,36.09576
2020-12-11,28.36095
2020-12-12,16.20626
2020-12-13,18.04788
2020-12-14,33.88581
2020-12-15,33.33333
2020-12-16,26.70349
2020-12-17,29.83425
2020-12-18,27.99263
2020-12-19,15.10128
2020-12-20,18.96869
2020-12-21,34.80662
2020-12-22,30.38674
2020-12-23,30.75506
2020-12-24,22.83609
2020-12-25,17.12707
2020-12-26,19.70534
2020-12-27,21.91528
2020-12-28,39.41068
2020-12-29,30.20257
2020-12-30,23.38858
2020-12-31,23.7569
2021-01-01,18.60036
2021-01-02,20.25782
2021-01-03,20.07366
2021-01-04,35.17495
2021-01-05,36.27992
2021-01-06,33.14917
2021-01-07,29.0976
2021-01-08,23.20441
2021-01-09,18.96869
2021-01-10,19.70534
2021-01-11,35.54327
2021-01-12,35.35911
2021-01-13,25.78268
2021-01-14,33.70165
2021-01-15,26.88766
2021-01-16,23.20441
2021-01-17,17.49539
2021-01-18,35.9116
2021-01-19,27.6243
2021-01-20,24.67771
2021-01-21,28.17679
2021-01-22,30.75506
2021-01-23,18.78453
2021-01-24,16.75874
2021-01-25,34.4383
2021-01-26,29.0976
2021-01-27,27.25598
2021-01-28,27.80847
2021-01-29,25.41436
2021-01-30,19.52117
2021-01-31,19.15285
2021-02-01,35.17495
2021-02-02,25.04604
2021-02-03,27.99263
2021-02-04,27.99263
2021-02-05,28.17679
2021-02-06,15.46961
2021-02-07,14.5488
2021-02-08,28.17679
2021-02-09,28.36095
2021-02-10,18.78453
2021-02-11,17.49539
2021-02-12,16.9429
2021-02-13,20.44198
2021-02-14,20.62615
2021-02-15,40.69981
2021-02-16,38.48987
2021-02-17,31.86003
2021-02-18,32.78084
2021-02-19,20.99447
2021-02-20,18.04788
2021-02-21,17.49539
2021-02-22,36.46408
2021-02-23,28.54511
2021-02-24,31.12338
2021-02-25,27.44014
2021-02-26,24.12523
2021-02-27,15.46961
2021-02-28,16.57458
2021-03-01,17.12707
2021-03-02,33.70165
2021-03-03,32.04419
2021-03-04,33.14917
2021-03-05,26.88766
