date,주식배당금받는법
2020-03-20,0.21321
2020-03-21,0.04845
2020-03-23,0.14537
2020-03-24,0.19383
2020-03-25,0.19383
2020-03-26,0.1066
2020-03-27,0.27137
2020-03-28,0.07753
2020-03-29,0.07753
2020-03-30,0.17445
2020-03-31,0.2326
2020-04-01,0.14537
2020-04-02,0.14537
2020-04-03,0.08722
2020-04-04,0.04845
2020-04-05,0.04845
2020-04-06,0.19383
2020-04-07,0.2326
2020-04-08,0.25198
2020-04-09,0.13568
2020-04-10,0.16476
2020-04-11,0.21321
2020-04-12,0.1163
2020-04-13,0.08722
2020-04-14,0.22291
2020-04-15,0.35859
2020-04-16,0.68811
2020-04-17,1.00794
2020-04-18,0.7075
2020-04-19,0.49428
2020-04-20,1.04671
2020-04-21,1.289
2020-04-22,1.99651
2020-04-23,3.10137
2020-04-24,4.04148
2020-04-25,2.11281
2020-04-26,2.03527
2020-04-27,3.81856
2020-04-28,3.43089
2020-04-29,5.51463
2020-04-30,3.60534
2020-05-01,2.99476
2020-05-02,1.80267
2020-05-03,2.08373
2020-05-04,3.67319
2020-05-05,4.21593
2020-05-06,6.60011
2020-05-07,7.09439
2020-05-08,6.30936
2020-05-09,4.371
2020-05-10,3.46966
2020-05-11,5.62124
2020-05-12,8.08296
2020-05-13,9.28474
2020-05-14,11.55262
2020-05-15,11.41694
2020-05-16,6.08645
2020-05-17,5.20449
2020-05-18,10.59313
2020-05-19,15.96239
2020-05-20,8.81953
2020-05-21,8.06357
2020-05-22,6.05737
2020-05-23,2.95599
2020-05-24,2.86877
2020-05-25,1.15332
2020-05-26,0.39736
2020-05-27,0.28106
2020-05-28,0.20352
2020-05-29,0.1066
2020-05-30,0.1066
2020-05-31,0.15506
2020-06-01,0.76565
2020-06-02,1.01763
2020-06-03,1.33746
2020-06-04,1.63791
2020-06-05,1.6476
2020-06-06,1.09517
2020-06-07,1.02733
2020-06-08,2.24849
2020-06-09,2.69432
2020-06-10,2.99476
2020-06-11,3.72165
2020-06-12,4.23531
2020-06-13,2.95599
2020-06-14,2.63616
2020-06-15,4.46792
2020-06-16,5.09788
2020-06-17,4.95251
2020-06-18,5.85384
2020-06-19,5.82477
2020-06-20,3.08199
2020-06-21,3.46966
2020-06-22,5.84415
2020-06-23,6.42566
2020-06-24,7.23008
2020-06-25,6.71641
2020-06-26,8.71292
2020-06-27,3.27582
2020-06-28,2.77185
2020-06-29,5.64062
2020-06-30,6.34812
2020-07-01,5.3111
2020-07-02,5.35956
2020-07-03,5.12696
2020-07-04,3.11106
2020-07-05,3.14983
2020-07-06,5.95076
2020-07-07,6.1349
2020-07-08,5.93138
2020-07-09,6.38689
2020-07-10,5.36925
2020-07-11,3.38243
2020-07-12,3.38243
2020-07-13,6.10583
2020-07-14,5.64062
2020-07-15,6.79395
2020-07-16,6.25121
2020-07-17,5.97014
2020-07-18,3.60534
2020-07-19,3.63442
2020-07-20,5.51463
2020-07-21,6.50319
2020-07-22,7.76313
2020-07-23,7.16224
2020-07-24,6.4935
2020-07-25,3.72165
2020-07-26,4.10932
2020-07-27,7.64683
2020-07-28,8.56755
2020-07-29,8.60631
2020-07-30,8.56755
2020-07-31,7.58867
2020-08-01,4.32254
2020-08-02,4.16747
2020-08-03,6.83271
2020-08-04,8.95522
2020-08-05,9.2169
2020-08-06,10.17639
2020-08-07,10.14731
2020-08-08,5.85384
2020-08-09,6.75518
2020-08-10,11.57201
2020-08-11,11.44601
2020-08-12,13.66543
2020-08-13,15.41965
2020-08-14,14.72184
2020-08-15,7.82128
2020-08-16,6.77456
2020-08-17,6.64857
2020-08-18,12.65749
2020-08-19,14.8866
2020-08-20,12.25043
2020-08-21,10.06978
2020-08-22,5.6697
2020-08-23,4.89435
2020-08-24,9.25566
2020-08-25,9.6821
2020-08-26,11.11649
2020-08-27,11.32002
2020-08-28,9.93409
2020-08-29,6.40628
2020-08-30,7.23977
2020-08-31,10.84512
2020-09-01,11.19402
2020-09-02,11.35879
2020-09-03,11.96937
2020-09-04,10.67067
2020-09-05,6.90056
2020-09-06,7.35607
2020-09-07,11.66892
2020-09-08,11.78522
2020-09-09,11.66892
2020-09-10,13.55882
2020-09-11,11.59139
2020-09-12,7.07501
2020-09-13,6.20275
2020-09-14,12.33766
2020-09-15,12.82225
2020-09-16,13.10331
2020-09-17,11.42663
2020-09-18,10.00193
2020-09-19,6.62919
2020-09-20,6.17367
2020-09-21,9.12967
2020-09-22,9.4495
2020-09-23,10.33145
2020-09-24,9.17813
2020-09-25,9.43012
2020-09-26,5.56309
2020-09-27,4.42915
2020-09-28,7.98604
2020-09-29,8.65477
2020-09-30,5.1948
2020-10-01,4.55514
2020-10-02,4.28377
2020-10-03,4.91374
2020-10-04,5.77631
2020-10-05,11.60108
2020-10-06,11.43632
2020-10-07,11.83368
2020-10-08,11.62046
2020-10-09,6.07675
2020-10-10,5.1948
2020-10-11,5.75692
2020-10-12,10.72882
2020-10-13,12.54119
2020-10-14,11.51385
2020-10-15,9.83717
2020-10-16,9.32351
2020-10-17,5.17542
2020-10-18,5.14634
2020-10-19,10.41868
2020-10-20,9.95347
2020-10-21,11.06803
2020-10-22,10.44776
2020-10-23,10.67067
2020-10-24,4.8459
2020-10-25,5.98953
2020-10-26,9.24597
2020-10-27,9.76933
2020-10-28,9.64334
2020-10-29,9.47858
2020-10-30,8.54816
2020-10-31,3.85733
2020-11-01,4.10932
2020-11-02,7.87943
2020-11-03,8.08296
2020-11-04,7.71467
2020-11-05,9.38166
2020-11-06,9.06183
2020-11-07,5.37894
2020-11-08,4.22562
2020-11-09,9.32351
2020-11-10,9.93409
2020-11-11,12.43458
2020-11-12,11.60108
2020-11-13,13.20992
2020-11-14,7.53052
2020-11-15,5.86353
2020-11-16,14.74122
2020-11-17,14.28571
2020-11-18,23.55107
2020-11-19,13.9465
2020-11-20,11.86276
2020-11-21,6.45473
2020-11-22,6.11552
2020-11-23,12.49273
2020-11-24,13.03547
2020-11-25,12.91917
2020-11-26,13.40376
2020-11-27,11.37817
2020-11-28,6.98778
2020-11-29,7.85035
2020-11-30,14.35355
2020-12-01,14.92537
2020-12-02,18.37565
2020-12-03,18.38534
2020-12-04,17.61969
2020-12-05,9.26536
2020-12-06,10.18608
2020-12-07,17.32893
2020-12-08,17.15448
2020-12-09,18.76332
2020-12-10,19.41267
2020-12-11,20.36247
2020-12-12,11.18433
2020-12-13,12.45396
2020-12-14,22.11668
2020-12-15,18.33688
2020-12-16,23.72552
2020-12-17,20.29463
2020-12-18,18.13335
2020-12-19,10.89358
2020-12-20,9.22659
2020-12-21,20.75983
2020-12-22,21.38011
2020-12-23,28.44543
2020-12-24,44.13646
2020-12-25,20.01356
2020-12-26,17.41616
2020-12-27,19.45144
2020-12-28,82.81643
2020-12-29,78.22252
2020-12-30,55.39833
2020-12-31,25.24714
2021-01-01,14.03372
2021-01-02,11.11649
2021-01-03,12.57026
2021-01-04,34.13452
2021-01-05,26.72998
2021-01-06,24.61717
2021-01-07,23.14402
2021-01-08,28.39697
2021-01-09,16.78619
2021-01-10,15.49718
2021-01-11,26.42954
2021-01-12,22.85326
2021-01-13,25.22775
2021-01-14,23.32816
2021-01-15,16.72804
2021-01-16,9.4495
2021-01-17,9.59488
2021-01-18,14.00465
2021-01-19,17.07695
2021-01-20,15.17735
2021-01-21,16.85404
2021-01-22,16.22407
2021-01-23,9.74025
2021-01-24,8.88738
2021-01-25,15.7201
2021-01-26,16.65051
2021-01-27,16.83465
2021-01-28,79.18201
2021-01-29,34.94863
2021-01-30,11.84338
2021-01-31,10.42837
2021-02-01,14.79937
2021-02-02,15.67164
2021-02-03,15.1289
2021-02-04,14.51831
2021-02-05,15.84609
2021-02-06,8.80984
2021-02-07,7.97635
2021-02-08,14.19848
2021-02-09,17.98798
2021-02-10,16.26284
2021-02-11,8.87768
2021-02-12,8.08296
2021-02-13,6.31905
2021-02-14,7.3173
2021-02-15,14.03372
2021-02-16,16.29191
2021-02-17,13.10331
2021-02-18,12.1729
2021-02-19,11.08742
2021-02-20,7.19131
2021-02-21,9.42043
2021-02-22,11.48478
2021-02-23,12.09536
2021-02-24,12.12444
2021-02-25,16.11746
2021-02-26,12.7544
2021-02-27,7.59837
2021-02-28,7.66621
2021-03-01,8.19926
2021-03-02,11.05834
2021-03-03,12.06629
2021-03-04,13.40376
2021-03-05,12.7544
2021-03-06,7.30761
2021-03-07,6.09614
2021-03-08,9.43012
2021-03-09,10.83543
2021-03-10,11.25218
2021-03-11,12.93855
2021-03-12,12.65749
2021-03-13,7.09439
2021-03-14,7.82128
2021-03-15,12.44427
2021-03-16,14.97383
2021-03-17,15.18705
2021-03-18,14.04341
2021-03-19,11.4654
2021-03-20,7.04593
2021-03-21,6.28028
2021-03-22,10.14731
2021-03-23,11.62046
2021-03-24,11.35879
2021-03-25,12.10505
2021-03-26,14.84783
2021-03-27,7.78251
2021-03-28,7.65652
2021-03-29,14.43109
2021-03-30,15.99147
2021-03-31,17.40647
2021-04-01,16.7765
2021-04-02,16.74743
2021-04-03,9.2169
2021-04-04,13.75266
2021-04-05,16.35006
2021-04-06,20.54661
2021-04-07,24.14227
2021-04-08,22.9308
2021-04-09,30.88776
2021-04-10,12.61872
2021-04-11,8.65477
2021-04-12,20.30432
2021-04-13,31.87633
2021-04-14,36.43147
2021-04-15,31.34328
2021-04-16,100.0
2021-04-17,34.9777
2021-04-18,21.12812
2021-04-19,30.32564
2021-04-20,30.34502
2021-04-21,32.00232
2021-04-22,33.74685
2021-04-23,35.21031
2021-04-24,15.68133
2021-04-25,11.96937
2021-04-26,18.41442
2021-04-27,17.22232
2021-04-28,16.32099
2021-04-29,16.80558
2021-04-30,13.12269
2021-05-01,7.27854
2021-05-02,6.58073
2021-05-03,9.98255
2021-05-04,13.13238
2021-05-05,9.41073
2021-05-06,8.59662
2021-05-07,9.76933
2021-05-08,6.7261
2021-05-09,5.57278
2021-05-10,9.8081
2021-05-11,12.00814
2021-05-12,10.29269
2021-05-13,9.47858
2021-05-14,10.96142
2021-05-15,6.00891
2021-05-16,5.36925
2021-05-17,8.9746
2021-05-18,25.56697
2021-05-19,9.94378
2021-05-20,10.47683
2021-05-21,8.61601
2021-05-22,5.13665
2021-05-23,5.10757
2021-05-24,7.26885
2021-05-25,8.71292
2021-05-26,7.76313
2021-05-27,7.94727
2021-05-28,9.34289
2021-05-29,5.26264
2021-05-30,5.05911
2021-05-31,8.22833
2021-06-01,7.86005
2021-06-02,8.17987
2021-06-03,10.32176
2021-06-04,7.3173
2021-06-05,4.94281
2021-06-06,4.67144
2021-06-07,7.05563
2021-06-08,7.13316
2021-06-09,6.61949
2021-06-10,6.81333
2021-06-11,6.76487
2021-06-12,3.45997
2021-06-13,3.4212
2021-06-14,5.30141
2021-06-15,7.48207
2021-06-16,7.64683
2021-06-17,7.25915
2021-06-18,7.54991
2021-06-19,3.61504
2021-06-20,4.44853
2021-06-21,7.04593
2021-06-22,8.9746
2021-06-23,9.64334
2021-06-24,10.42837
2021-06-25,11.71738
2021-06-26,6.48381
2021-06-27,5.70847
2021-06-28,22.24268
2021-06-29,14.76061
2021-06-30,10.40899
2021-07-01,8.18957
2021-07-02,6.94902
2021-07-03,3.43089
2021-07-04,3.69257
2021-07-05,6.03799
2021-07-06,6.70672
2021-07-07,6.86179
2021-07-08,5.39833
2021-07-09,4.88466
2021-07-10,2.51986
2021-07-11,2.74277
2021-07-12,4.29346
2021-07-13,4.52607
2021-07-14,4.66175
2021-07-15,4.49699
2021-07-16,3.55689
2021-07-17,2.29695
2021-07-18,2.4811
2021-07-19,4.27408
2021-07-20,4.13839
2021-07-21,4.71021
2021-07-22,5.51463
2021-07-23,5.15603
2021-07-24,2.30664
2021-07-25,2.40356
2021-07-26,4.05117
2021-07-27,3.62473
2021-07-28,4.36131
2021-07-29,7.00717
2021-07-30,5.39833
2021-07-31,2.86877
2021-08-01,2.55863
2021-08-02,4.72959
2021-08-03,5.70847
2021-08-04,6.54196
2021-08-05,6.05737
2021-08-06,7.89881
2021-08-07,4.00271
2021-08-08,3.58596
2021-08-09,6.4935
2021-08-10,9.07152
2021-08-11,10.06008
2021-08-12,7.96666
2021-08-13,8.96491
2021-08-14,4.07055
2021-08-15,3.36305
2021-08-16,3.64411
2021-08-17,7.4433
2021-08-18,24.84008
2021-08-19,10.56406
2021-08-20,7.53052
2021-08-21,3.91548
2021-08-22,3.49874
2021-08-23,5.75692
2021-08-24,7.78251
