date,주식배당금받는법
2021-08-25,6.59042
2021-08-26,6.30936
2021-08-27,6.07675
2021-08-28,3.50843
2021-08-29,3.21767
2021-08-30,5.85384
2021-08-31,5.98953
2021-09-01,6.38689
2021-09-02,6.95871
2021-09-03,5.98953
2021-09-04,3.0626
2021-09-05,2.72339
2021-09-06,4.93312
2021-09-07,5.00096
2021-09-08,5.23357
2021-09-09,6.77456
2021-09-10,5.83446
2021-09-11,2.67493
2021-09-12,3.59565
2021-09-13,4.9622
2021-09-14,5.35956
2021-09-15,5.71816
2021-09-16,5.60186
2021-09-17,5.24326
2021-09-18,3.01415
2021-09-19,2.46171
2021-09-20,1.89959
2021-09-21,2.20973
2021-09-22,3.14014
2021-09-23,6.84241
2021-09-24,6.86179
2021-09-25,4.1287
2021-09-26,3.39213
2021-09-27,8.8583
2021-09-28,9.35258
2021-09-29,8.55786
2021-09-30,7.26885
2021-10-01,6.17367
2021-10-02,3.02384
2021-10-03,3.51812
2021-10-04,3.59565
2021-10-05,4.85559
2021-10-06,5.61155
2021-10-07,5.06881
2021-10-08,5.62124
2021-10-09,3.51812
2021-10-10,2.63616
2021-10-11,2.84938
2021-10-12,5.97014
2021-10-13,6.23182
2021-10-14,6.65826
2021-10-15,6.19306
2021-10-16,3.52781
2021-10-17,3.11106
2021-10-18,5.786
2021-10-19,6.61949
2021-10-20,5.99922
2021-10-21,5.74723
2021-10-22,5.56309
2021-10-23,2.68462
2021-10-24,3.14983
2021-10-25,6.55165
2021-10-26,7.12347
2021-10-27,5.92169
2021-10-28,8.76138
2021-10-29,6.8521
2021-10-30,3.31459
2021-10-31,3.05291
2021-11-01,5.73754
2021-11-02,7.04593
2021-11-03,6.23182
2021-11-04,6.39658
2021-11-05,7.12347
2021-11-06,3.35336
2021-11-07,3.3049
2021-11-08,5.83446
2021-11-09,5.77631
2021-11-10,6.29967
2021-11-11,6.51289
2021-11-12,6.15429
2021-11-13,3.55689
2021-11-14,3.61504
2021-11-15,8.55786
2021-11-16,8.742
2021-11-17,20.39154
2021-11-18,10.29269
2021-11-19,8.11203
2021-11-20,3.26613
2021-11-21,3.01415
2021-11-22,7.54991
2021-11-23,7.85035
2021-11-24,7.28823
2021-11-25,7.327
2021-11-26,6.34812
2021-11-27,3.43089
2021-11-28,3.28552
2021-11-29,6.71641
2021-11-30,8.19926
2021-12-01,7.73405
2021-12-02,8.88738
2021-12-03,8.91645
2021-12-04,6.18336
2021-12-05,4.90405
2021-12-06,9.41073
2021-12-07,12.10505
2021-12-08,11.39755
2021-12-09,11.77553
2021-12-10,9.51734
2021-12-11,3.81856
2021-12-12,4.371
2021-12-13,12.89978
2021-12-14,12.41519
2021-12-15,11.34909
2021-12-16,12.78348
2021-12-17,14.59585
2021-12-18,6.18336
2021-12-19,6.41597
2021-12-20,15.49718
2021-12-21,17.06726
2021-12-22,19.2576
2021-12-23,23.89998
2021-12-24,32.45784
2021-12-25,12.33766
2021-12-26,13.81081
2021-12-27,55.35956
2021-12-28,91.30645
2021-12-29,77.32118
2021-12-30,32.04109
2021-12-31,15.37119
2022-01-01,6.3772
2022-01-02,6.40628
2022-01-03,18.1915
2022-01-04,12.47334
2022-01-05,10.25392
2022-01-06,7.47237
2022-01-07,7.50145
2022-01-08,3.80887
2022-01-09,3.87672
2022-01-10,6.7358
2022-01-11,6.07675
2022-01-12,6.47412
2022-01-13,6.39658
2022-01-14,5.06881
2022-01-15,2.9463
2022-01-16,2.79123
2022-01-17,4.49699
2022-01-18,4.85559
2022-01-19,4.7199
2022-01-20,5.86353
2022-01-21,4.91374
2022-01-22,2.82031
2022-01-23,2.62647
2022-01-24,4.23531
2022-01-25,4.19654
2022-01-26,6.83271
2022-01-27,7.53052
2022-01-28,7.71467
2022-01-29,3.62473
2022-01-30,2.91723
2022-01-31,3.03353
2022-02-01,2.79123
2022-02-02,3.29521
2022-02-03,6.36751
2022-02-04,6.27059
2022-02-05,3.60534
2022-02-06,3.14014
2022-02-07,6.1349
2022-02-08,6.67765
2022-02-09,9.17813
2022-02-10,8.93584
2022-02-11,7.93758
2022-02-12,3.62473
2022-02-13,2.81062
2022-02-14,5.15603
2022-02-15,5.82477
2022-02-16,5.94107
2022-02-17,7.07501
2022-02-18,4.69083
2022-02-19,2.83969
2022-02-20,2.98507
2022-02-21,4.43884
2022-02-22,5.03004
2022-02-23,6.38689
2022-02-24,7.04593
2022-02-25,10.54467
2022-02-26,3.5375
2022-02-27,2.76216
2022-02-28,6.00891
2022-03-01,3.79918
2022-03-02,6.36751
2022-03-03,7.97635
2022-03-04,7.16224
2022-03-05,3.39213
2022-03-06,3.14983
2022-03-07,5.49525
2022-03-08,5.45648
2022-03-09,3.34367
2022-03-10,6.81333
2022-03-11,7.56929
2022-03-12,3.58596
2022-03-13,3.32428
2022-03-14,8.00542
2022-03-15,7.0847
2022-03-16,7.84066
2022-03-17,7.89881
2022-03-18,7.80189
2022-03-19,4.75867
2022-03-20,3.44058
2022-03-21,5.67939
2022-03-22,6.71641
2022-03-23,7.47237
2022-03-24,7.6759
2022-03-25,7.5596
2022-03-26,3.98333
2022-03-27,3.0626
2022-03-28,7.14285
2022-03-29,7.88912
2022-03-30,8.25741
2022-03-31,8.95522
2022-04-01,6.9684
2022-04-02,3.5375
2022-04-03,2.98507
2022-04-04,7.9085
2022-04-05,10.18608
2022-04-06,9.02306
2022-04-07,10.14731
2022-04-08,12.26012
2022-04-09,3.67319
2022-04-10,3.08199
2022-04-11,7.75344
2022-04-12,8.20895
2022-04-13,8.48032
2022-04-14,11.60108
2022-04-15,16.69897
2022-04-16,5.20449
2022-04-17,3.55689
2022-04-18,7.39484
2022-04-19,9.34289
2022-04-20,11.06803
2022-04-21,11.77553
2022-04-22,13.19054
2022-04-23,4.371
2022-04-24,2.89784
2022-04-25,5.30141
2022-04-26,5.80538
2022-04-27,6.52258
2022-04-28,7.83097
2022-04-29,6.78426
2022-04-30,2.85908
2022-05-01,2.29695
2022-05-02,3.35336
2022-05-03,3.61504
2022-05-04,3.05291
2022-05-05,1.80267
2022-05-06,2.62647
2022-05-07,1.36654
2022-05-08,1.57007
2022-05-09,2.41325
2022-05-10,2.41325
2022-05-11,2.86877
2022-05-12,2.73308
2022-05-13,3.35336
2022-05-14,1.84144
2022-05-15,1.49253
2022-05-16,2.42295
2022-05-17,7.92789
2022-05-18,3.68288
2022-05-19,2.75247
2022-05-20,2.75247
2022-05-21,1.61853
2022-05-22,1.43438
2022-05-23,1.98681
2022-05-24,2.78154
2022-05-25,2.63616
2022-05-26,2.62647
2022-05-27,2.30664
2022-05-28,1.24055
2022-05-29,1.43438
2022-05-30,2.49079
2022-05-31,2.55863
2022-06-01,2.22911
2022-06-02,2.40356
2022-06-03,2.58771
2022-06-04,1.37623
2022-06-05,1.6476
2022-06-06,1.415
2022-06-07,1.80267
2022-06-08,2.79123
2022-06-09,2.34541
2022-06-10,2.22911
2022-06-11,1.54099
2022-06-12,1.49253
2022-06-13,2.39387
2022-06-14,2.75247
2022-06-15,2.87846
2022-06-16,2.39387
2022-06-17,2.76216
2022-06-18,1.415
2022-06-19,1.46346
2022-06-20,2.50048
2022-06-21,2.30664
2022-06-22,2.7137
2022-06-23,2.41325
2022-06-24,2.57801
2022-06-25,1.30839
2022-06-26,1.31808
2022-06-27,3.22736
2022-06-28,5.01066
2022-06-29,4.371
2022-06-30,2.96569
2022-07-01,2.4811
2022-07-02,1.07578
2022-07-03,1.01763
2022-07-04,1.70575
2022-07-05,1.94805
2022-07-06,1.95774
2022-07-07,1.99651
2022-07-08,1.86082
2022-07-09,0.98856
2022-07-10,0.84318
2022-07-11,1.51192
2022-07-12,1.32777
2022-07-13,1.42469
2022-07-14,1.54099
2022-07-15,1.67668
2022-07-16,1.04671
2022-07-17,1.08548
2022-07-18,1.97712
2022-07-19,1.78329
2022-07-20,1.78329
2022-07-21,1.99651
2022-07-22,1.71544
2022-07-23,0.95948
2022-07-24,1.18239
2022-07-25,1.37623
2022-07-26,1.75421
2022-07-27,1.47315
2022-07-28,2.04496
2022-07-29,1.03702
2022-07-30,0.68811
2022-07-31,0.74626
2022-08-01,1.43438
2022-08-02,1.47315
2022-08-03,1.33746
2022-08-04,1.51192
2022-08-05,1.51192
2022-08-06,0.81411
2022-08-07,0.74626
2022-08-08,1.43438
2022-08-09,1.32777
2022-08-10,1.21147
2022-08-11,1.49253
2022-08-12,1.78329
2022-08-13,1.11455
2022-08-14,0.91102
2022-08-15,0.66873
2022-08-16,5.61155
2022-08-17,2.46171
2022-08-18,1.72514
2022-08-19,1.63791
2022-08-20,1.03702
2022-08-21,0.87226
2022-08-22,1.289
2022-08-23,1.13394
2022-08-24,1.25024
2022-08-25,1.30839
2022-08-26,1.25993
2022-08-27,0.55243
2022-08-28,0.55243
2022-08-29,0.99825
2022-08-30,0.99825
2022-08-31,1.1727
2022-09-01,0.89164
2022-09-02,0.80441
2022-09-03,0.53304
2022-09-04,0.64935
2022-09-05,0.71719
2022-09-06,0.91102
2022-09-07,1.0564
2022-09-08,0.93041
2022-09-09,0.62996
2022-09-10,0.43613
2022-09-11,0.50397
2022-09-12,0.73657
2022-09-13,1.35685
2022-09-14,0.63965
2022-09-15,0.49428
2022-09-16,0.59119
2022-09-17,0.33921
2022-09-18,0.22291
2022-09-19,0.43613
2022-09-20,1.35685
2022-09-21,1.44407
2022-09-22,1.2987
2022-09-23,1.26962
2022-09-24,1.02733
2022-09-25,0.63965
2022-09-26,1.75421
2022-09-27,0.7075
2022-09-28,0.76565
2022-09-29,0.85287
2022-09-30,0.84318
2022-10-01,0.45551
2022-10-02,0.56212
2022-10-03,0.86257
2022-10-04,1.26962
2022-10-05,1.26962
2022-10-06,1.2987
2022-10-07,1.02733
2022-10-08,0.44582
2022-10-09,0.48459
2022-10-10,0.62027
2022-10-11,1.23085
2022-10-12,1.23085
2022-10-13,1.08548
2022-10-14,1.33746
2022-10-15,0.65904
2022-10-16,0.59119
2022-10-17,1.1727
2022-10-18,1.36654
2022-10-19,1.33746
2022-10-20,1.14363
2022-10-21,0.93041
2022-10-22,0.57181
2022-10-23,0.44582
2022-10-24,0.95948
2022-10-25,1.45377
2022-10-26,1.34716
2022-10-27,1.67668
2022-10-28,1.68637
2022-10-29,0.68811
2022-10-30,0.42643
2022-10-31,1.32777
2022-11-01,1.54099
2022-11-02,1.57007
2022-11-03,1.38592
2022-11-04,1.33746
2022-11-05,0.68811
2022-11-06,0.51366
2022-11-07,1.8899
2022-11-08,2.06435
2022-11-09,2.01589
2022-11-10,1.68637
2022-11-11,2.16127
2022-11-12,1.24055
2022-11-13,1.07578
2022-11-14,2.05466
2022-11-15,6.1349
2022-11-16,3.38243
2022-11-17,2.18065
2022-11-18,1.63791
2022-11-19,0.91102
2022-11-20,0.84318
2022-11-21,1.63791
2022-11-22,1.98681
2022-11-23,2.43264
2022-11-24,2.19034
2022-11-25,2.05466
2022-11-26,0.79472
2022-11-27,0.96918
2022-11-28,1.94805
2022-11-29,2.16127
2022-11-30,2.92692
2022-12-01,3.17891
2022-12-02,2.56832
2022-12-03,0.96918
2022-12-04,1.09517
2022-12-05,2.55863
2022-12-06,1.8802
2022-12-07,2.51017
2022-12-08,2.43264
2022-12-09,2.61678
2022-12-10,1.32777
2022-12-11,1.0564
2022-12-12,3.09168
2022-12-13,3.27582
2022-12-14,3.4212
2022-12-15,3.13045
2022-12-16,3.6635
2022-12-17,1.35685
2022-12-18,1.35685
2022-12-19,3.94456
2022-12-20,4.44853
2022-12-21,4.371
2022-12-22,4.97189
2022-12-23,4.64237
2022-12-24,1.80267
2022-12-25,1.82205
2022-12-26,7.9085
2022-12-27,11.61077
2022-12-28,11.72707
2022-12-29,5.49525
2022-12-30,2.68462
2022-12-31,0.94979
2023-01-01,0.99825
2023-01-02,3.10137
2023-01-03,2.22911
2023-01-04,2.11281
2023-01-05,2.03527
2023-01-06,1.65729
2023-01-07,0.85287
2023-01-08,0.9401
2023-01-09,2.46171
2023-01-10,2.29695
2023-01-11,2.17096
2023-01-12,1.50222
2023-01-13,1.7639
2023-01-14,0.79472
2023-01-15,0.87226
2023-01-16,1.48284
2023-01-17,1.45377
2023-01-18,1.38592
2023-01-19,1.18239
2023-01-20,1.25993
2023-01-21,1.36654
2023-01-22,1.12424
2023-01-23,0.68811
2023-01-24,0.65904
2023-01-25,2.18065
2023-01-26,3.3049
2023-01-27,2.58771
2023-01-28,1.51192
2023-01-29,1.289
2023-01-30,1.81236
2023-01-31,2.18065
2023-02-01,1.75421
2023-02-02,1.91897
2023-02-03,1.59914
2023-02-04,1.35685
2023-02-05,0.88195
2023-02-06,1.58945
2023-02-07,1.92866
2023-02-08,2.11281
2023-02-09,1.57007
2023-02-10,1.69606
2023-02-11,0.78503
2023-02-12,0.76565
2023-02-13,1.2987
2023-02-14,2.03527
2023-02-15,1.47315
2023-02-16,1.79298
2023-02-17,1.48284
2023-02-18,0.5815
2023-02-19,0.81411
2023-02-20,1.74452
2023-02-21,2.0062
2023-02-22,1.78329
2023-02-23,1.66698
2023-02-24,1.56037
2023-02-25,0.66873
2023-02-26,0.87226
2023-02-27,1.33746
2023-02-28,1.54099
2023-03-01,0.97887
2023-03-02,1.16301
2023-03-03,1.30839
2023-03-04,0.5815
2023-03-05,0.60089
2023-03-06,1.22116
2023-03-07,1.86082
2023-03-08,1.27931
2023-03-09,1.42469
2023-03-10,1.38592
2023-03-11,0.59119
2023-03-12,0.4652
2023-03-13,1.0564
2023-03-14,1.14363
2023-03-15,1.39561
2023-03-16,1.48284
2023-03-17,1.37623
2023-03-18,0.87226
2023-03-19,0.64935
2023-03-20,1.43438
2023-03-21,1.2987
2023-03-22,1.16301
2023-03-23,1.37623
2023-03-24,1.20178
2023-03-25,0.47489
2023-03-26,0.62996
2023-03-27,1.31808
2023-03-28,1.415
2023-03-29,1.70575
2023-03-30,2.02558
2023-03-31,1.81236
2023-04-01,0.85287
2023-04-02,0.73657
2023-04-03,1.68637
2023-04-04,2.02558
2023-04-05,1.99651
2023-04-06,1.96743
2023-04-07,2.32603
2023-04-08,0.99825
2023-04-09,0.67842
2023-04-10,1.74452
2023-04-11,2.09342
2023-04-12,2.10312
2023-04-13,2.22911
2023-04-14,3.6635
2023-04-15,1.27931
2023-04-16,0.8238
2023-04-17,2.25818
2023-04-18,2.20973
2023-04-19,2.02558
2023-04-20,3.49874
2023-04-21,3.27582
2023-04-22,1.0564
2023-04-23,0.77534
2023-04-24,1.74452
2023-04-25,1.75421
2023-04-26,1.69606
2023-04-27,1.84144
2023-04-28,2.0062
2023-04-29,0.81411
2023-04-30,0.53304
2023-05-01,0.75596
2023-05-02,1.289
2023-05-03,1.03702
2023-05-04,0.83349
2023-05-05,0.42643
2023-05-06,0.62027
2023-05-07,0.31982
2023-05-08,1.12424
2023-05-09,0.99825
2023-05-10,0.93041
2023-05-11,0.89164
2023-05-12,0.62996
2023-05-13,0.38767
2023-05-14,0.38767
2023-05-15,0.9401
2023-05-16,0.87226
2023-05-17,1.40531
2023-05-18,0.88195
2023-05-19,1.06609
2023-05-20,0.60089
2023-05-21,0.6978
2023-05-22,0.8238
2023-05-23,0.98856
2023-05-24,0.6978
2023-05-25,0.89164
2023-05-26,0.78503
2023-05-27,0.53304
2023-05-28,0.4652
2023-05-29,0.54274
2023-05-30,1.13394
