date,ESG
2021-08-06,1.68875
2021-08-07,0.77003
2021-08-08,0.89208
2021-08-09,2.15976
2021-08-10,2.12814
2021-08-11,2.02994
2021-08-12,2.20914
2021-08-13,1.87294
2021-08-14,0.80221
2021-08-15,0.80665
2021-08-16,1.18945
2021-08-17,2.15421
2021-08-18,2.31954
2021-08-19,2.2857
2021-08-20,1.94506
2021-08-21,0.81441
2021-08-22,1.02135
2021-08-23,2.24797
2021-08-24,2.47488
2021-08-25,2.40054
2021-08-26,2.45213
2021-08-27,1.94395
2021-08-28,0.93092
2021-08-29,0.9986
2021-08-30,2.54866
2021-08-31,2.51593
2021-09-01,2.49263
2021-09-02,2.7506
2021-09-03,2.32952
2021-09-04,1.14784
2021-09-05,1.1434
2021-09-06,2.80164
2021-09-07,2.8377
2021-09-08,2.95587
2021-09-09,2.88264
2021-09-10,2.54034
2021-09-11,1.43744
2021-09-12,1.72093
2021-09-13,3.05629
2021-09-14,3.18888
2021-09-15,3.01523
2021-09-16,2.73341
2021-09-17,1.97114
2021-09-18,0.88265
2021-09-19,0.79333
2021-09-20,0.81109
2021-09-21,0.9226
2021-09-22,1.04188
2021-09-23,2.28681
2021-09-24,2.1237
2021-09-25,1.02079
2021-09-26,1.17891
2021-09-27,2.55643
2021-09-28,2.56697
2021-09-29,2.58528
2021-09-30,2.39111
2021-10-01,2.84991
2021-10-02,1.20776
2021-10-03,1.32204
2021-10-04,1.40359
2021-10-05,2.60192
2021-10-06,2.39111
2021-10-07,2.43771
2021-10-08,2.12259
2021-10-09,1.00581
2021-10-10,1.09402
2021-10-11,1.5606
2021-10-12,3.02189
2021-10-13,2.6746
2021-10-14,2.59859
2021-10-15,2.2685
2021-10-16,1.09125
2021-10-17,1.22162
2021-10-18,2.47432
2021-10-19,2.5531
2021-10-20,2.54145
2021-10-21,2.31954
2021-10-22,1.94395
2021-10-23,0.9986
2021-10-24,1.30873
2021-10-25,2.56753
2021-10-26,2.78944
2021-10-27,2.6868
2021-10-28,2.66683
2021-10-29,2.24187
2021-10-30,1.13952
2021-10-31,1.2072
2021-11-01,2.66017
2021-11-02,2.71399
2021-11-03,2.63022
2021-11-04,2.49707
2021-11-05,2.08542
2021-11-06,1.13896
2021-11-07,1.37031
2021-11-08,2.44381
2021-11-09,2.54256
2021-11-10,2.51593
2021-11-11,2.47821
2021-11-12,2.14201
2021-11-13,0.96199
2021-11-14,1.12065
2021-11-15,2.65629
2021-11-16,2.56642
2021-11-17,2.30012
2021-11-18,2.30678
2021-11-19,1.94284
2021-11-20,1.0796
2021-11-21,1.29541
2021-11-22,2.35948
2021-11-23,2.47987
2021-11-24,2.3617
2021-11-25,2.68403
2021-11-26,2.25407
2021-11-27,1.10124
2021-11-28,1.14007
2021-11-29,2.28681
2021-11-30,2.46545
2021-12-01,2.32065
2021-12-02,2.45657
2021-12-03,2.01885
2021-12-04,0.86046
2021-12-05,1.07516
2021-12-06,2.23688
2021-12-07,2.5642
2021-12-08,2.54533
2021-12-09,2.26018
2021-12-10,2.04991
2021-12-11,1.01747
2021-12-12,1.18945
2021-12-13,2.38889
2021-12-14,2.19083
2021-12-15,1.96614
2021-12-16,2.09874
2021-12-17,1.84853
2021-12-18,0.81941
2021-12-19,0.96532
2021-12-20,2.09596
2021-12-21,2.18695
2021-12-22,2.12148
2021-12-23,1.85019
2021-12-24,1.34201
2021-12-25,1.43744
2021-12-26,0.76615
2021-12-27,1.75477
2021-12-28,1.85796
2021-12-29,1.82245
2021-12-30,1.51455
2021-12-31,1.14562
2022-01-01,0.52648
2022-01-02,0.74784
2022-01-03,2.68847
2022-01-04,2.72897
2022-01-05,2.22689
2022-01-06,2.96752
2022-01-07,2.08764
2022-01-08,0.86379
2022-01-09,0.97086
2022-01-10,2.13147
2022-01-11,2.27682
2022-01-12,2.29735
2022-01-13,2.44769
2022-01-14,1.75588
2022-01-15,0.6613
2022-01-16,0.93813
2022-01-17,1.94229
2022-01-18,2.02717
2022-01-19,2.0488
2022-01-20,2.55532
2022-01-21,1.79693
2022-01-22,0.79
2022-01-23,1.02412
2022-01-24,2.02606
2022-01-25,2.14367
2022-01-26,2.304
2022-01-27,1.84132
2022-01-28,1.44853
2022-01-29,0.57308
2022-01-30,0.59528
2022-01-31,0.60748
2022-02-01,0.57919
2022-02-02,0.7434
2022-02-03,1.77918
2022-02-04,1.84187
2022-02-05,0.80554
2022-02-06,0.89541
2022-02-07,2.22744
2022-02-08,2.47099
2022-02-09,2.18805
2022-02-10,2.0538
2022-02-11,1.82134
2022-02-12,0.71566
2022-02-13,0.7606
2022-02-14,1.88681
2022-02-15,1.95838
2022-02-16,1.91732
2022-02-17,1.94672
2022-02-18,1.66767
2022-02-19,0.69236
2022-02-20,0.84382
2022-02-21,1.95172
2022-02-22,1.90623
2022-02-23,1.85519
2022-02-24,1.73813
2022-02-25,2.33452
2022-02-26,0.71844
2022-02-27,0.952
2022-02-28,1.35255
2022-03-01,0.8538
2022-03-02,1.99333
2022-03-03,2.05269
2022-03-04,1.84021
2022-03-05,0.83272
2022-03-06,0.96532
2022-03-07,2.02384
2022-03-08,1.94395
2022-03-09,0.98085
2022-03-10,1.99499
2022-03-11,1.9201
2022-03-12,0.96143
2022-03-13,0.98307
2022-03-14,2.19416
2022-03-15,2.44104
2022-03-16,2.28625
2022-03-17,2.48153
2022-03-18,2.15421
2022-03-19,1.08848
2022-03-20,1.28321
2022-03-21,2.53036
2022-03-22,2.34062
2022-03-23,2.3262
2022-03-24,2.12093
2022-03-25,1.86961
2022-03-26,1.02412
2022-03-27,1.04687
2022-03-28,2.17252
2022-03-29,2.40719
2022-03-30,2.33174
2022-03-31,2.33174
2022-04-01,1.7237
2022-04-02,0.73064
2022-04-03,1.05464
2022-04-04,2.19138
2022-04-05,2.29346
2022-04-06,2.33951
2022-04-07,2.2574
2022-04-08,1.99055
2022-04-09,0.79833
2022-04-10,0.9287
2022-04-11,2.28736
2022-04-12,2.26628
2022-04-13,2.23909
2022-04-14,2.17585
2022-04-15,1.78917
2022-04-16,0.78779
2022-04-17,0.98806
2022-04-18,2.20803
2022-04-19,2.20692
2022-04-20,2.309
2022-04-21,2.20137
2022-04-22,1.95893
2022-04-23,1.07017
2022-04-24,1.05685
2022-04-25,2.05047
2022-04-26,2.19249
2022-04-27,2.1115
2022-04-28,2.11094
2022-04-29,2.53646
2022-04-30,1.24271
2022-05-01,0.90429
2022-05-02,2.11871
2022-05-03,2.17197
2022-05-04,1.87571
2022-05-05,0.79278
2022-05-06,1.31594
2022-05-07,0.92981
2022-05-08,1.07572
2022-05-09,2.20858
2022-05-10,2.2857
2022-05-11,2.25463
2022-05-12,2.11427
2022-05-13,1.79194
2022-05-14,0.88598
2022-05-15,0.97752
2022-05-16,2.16032
2022-05-17,2.18805
2022-05-18,2.34228
2022-05-19,2.45768
2022-05-20,1.95838
2022-05-21,0.94756
2022-05-22,1.11844
2022-05-23,2.29291
2022-05-24,2.23854
2022-05-25,2.32176
2022-05-26,2.15144
2022-05-27,1.80082
2022-05-28,0.84992
2022-05-29,0.97364
2022-05-30,2.24742
2022-05-31,2.26628
2022-06-01,0.98085
2022-06-02,2.11649
2022-06-03,1.84354
2022-06-04,1.09014
2022-06-05,1.03133
2022-06-06,1.10623
2022-06-07,2.34617
2022-06-08,2.42994
2022-06-09,2.31011
2022-06-10,2.06267
2022-06-11,0.85935
2022-06-12,1.0907
2022-06-13,2.57918
2022-06-14,2.35726
2022-06-15,2.12536
2022-06-16,2.07543
2022-06-17,1.80248
2022-06-18,0.7262
2022-06-19,0.8416
2022-06-20,1.96115
2022-06-21,1.99887
2022-06-22,2.03549
2022-06-23,2.00942
2022-06-24,1.56781
2022-06-25,0.54424
2022-06-26,0.70235
2022-06-27,1.95338
2022-06-28,1.84464
2022-06-29,1.85019
2022-06-30,1.77585
2022-07-01,1.76365
2022-07-02,0.6441
2022-07-03,0.75061
2022-07-04,1.87793
2022-07-05,2.18029
2022-07-06,1.95394
2022-07-07,1.99721
2022-07-08,1.71039
2022-07-09,0.84326
2022-07-10,0.93092
2022-07-11,2.81773
2022-07-12,3.56891
2022-07-13,2.5126
2022-07-14,2.42883
2022-07-15,1.98279
2022-07-16,0.89597
2022-07-17,0.94701
2022-07-18,2.22523
2022-07-19,2.07987
2022-07-20,1.90068
2022-07-21,1.90844
2022-07-22,1.61885
2022-07-23,0.92093
2022-07-24,1.00803
2022-07-25,1.67211
2022-07-26,1.93008
2022-07-27,1.68043
2022-07-28,1.66711
2022-07-29,1.45907
2022-07-30,0.64909
2022-07-31,0.71844
2022-08-01,1.49846
2022-08-02,1.60442
2022-08-03,1.68431
2022-08-04,1.64936
2022-08-05,1.3226
2022-08-06,0.61636
2022-08-07,0.64021
2022-08-08,1.73313
2022-08-09,1.62717
2022-08-10,1.61829
2022-08-11,1.5029
2022-08-12,1.4452
2022-08-13,0.6158
2022-08-14,0.62801
2022-08-15,0.79944
2022-08-16,1.84797
2022-08-17,1.80969
2022-08-18,1.74978
2022-08-19,1.66878
2022-08-20,0.64854
2022-08-21,0.71289
2022-08-22,1.74978
2022-08-23,1.8391
2022-08-24,1.83299
2022-08-25,1.7409
2022-08-26,1.58889
2022-08-27,0.61136
2022-08-28,0.68404
2022-08-29,1.72537
2022-08-30,1.93618
2022-08-31,1.70983
2022-09-01,1.87904
2022-09-02,1.62662
2022-09-03,1.53452
2022-09-04,0.93147
2022-09-05,2.13535
2022-09-06,2.0366
2022-09-07,2.08376
2022-09-08,1.70262
2022-09-09,0.72232
2022-09-10,0.61469
2022-09-11,0.79278
2022-09-12,1.11289
2022-09-13,2.49097
2022-09-14,2.51427
2022-09-15,2.4427
2022-09-16,2.08875
2022-09-17,0.95311
2022-09-18,1.00581
2022-09-19,2.3262
2022-09-20,2.38112
2022-09-21,2.17308
2022-09-22,2.60081
2022-09-23,1.7986
2022-09-24,1.10013
2022-09-25,0.99916
2022-09-26,2.17363
2022-09-27,2.10484
2022-09-28,2.15255
2022-09-29,2.35893
2022-09-30,1.75477
2022-10-01,0.74618
2022-10-02,0.7545
2022-10-03,1.33425
2022-10-04,2.12647
2022-10-05,2.18972
2022-10-06,2.53979
2022-10-07,1.84243
2022-10-08,0.77114
2022-10-09,1.05796
2022-10-10,1.07905
2022-10-11,2.08209
2022-10-12,2.35726
2022-10-13,2.25407
2022-10-14,1.85075
2022-10-15,0.79444
2022-10-16,1.03023
2022-10-17,2.33951
2022-10-18,2.3617
2022-10-19,2.42051
2022-10-20,2.49873
2022-10-21,2.01219
2022-10-22,0.94146
2022-10-23,1.07294
2022-10-24,2.19305
2022-10-25,2.30567
2022-10-26,2.30678
2022-10-27,2.3728
2022-10-28,1.91677
2022-10-29,0.94479
2022-10-30,1.09458
2022-10-31,2.26517
2022-11-01,2.29957
2022-11-02,2.4022
2022-11-03,2.38056
2022-11-04,2.04659
2022-11-05,1.01136
2022-11-06,1.0624
2022-11-07,2.25463
2022-11-08,2.3617
2022-11-09,2.41995
2022-11-10,2.27016
2022-11-11,1.93396
2022-11-12,0.90595
2022-11-13,1.01414
2022-11-14,2.18916
2022-11-15,2.23355
2022-11-16,2.30345
2022-11-17,2.22689
2022-11-18,2.25185
2022-11-19,0.94812
2022-11-20,1.01247
2022-11-21,2.31233
2022-11-22,2.46045
2022-11-23,2.46212
2022-11-24,2.80331
2022-11-25,2.78611
2022-11-26,0.95866
2022-11-27,0.98917
2022-11-28,3.38416
2022-11-29,2.70012
2022-11-30,2.73008
2022-12-01,2.11094
2022-12-02,1.73091
2022-12-03,0.75505
2022-12-04,0.91594
2022-12-05,1.90345
2022-12-06,1.92453
2022-12-07,2.16586
2022-12-08,2.01441
2022-12-09,1.79416
2022-12-10,0.83993
2022-12-11,0.87544
2022-12-12,1.85241
2022-12-13,1.87072
2022-12-14,2.02051
2022-12-15,2.00331
2022-12-16,1.60498
2022-12-17,0.6563
2022-12-18,0.73675
2022-12-19,1.80858
2022-12-20,1.87349
2022-12-21,1.8563
2022-12-22,1.7287
2022-12-23,1.34645
2022-12-24,0.44992
2022-12-25,0.61303
2022-12-26,1.50567
2022-12-27,1.67322
2022-12-28,1.76975
2022-12-29,1.56171
2022-12-30,1.3237
2022-12-31,0.56865
2023-01-01,0.61525
2023-01-02,1.88903
2023-01-03,1.87238
2023-01-04,1.80137
2023-01-05,1.65325
2023-01-06,1.4918
2023-01-07,0.60415
2023-01-08,0.92704
2023-01-09,1.74478
2023-01-10,1.73979
2023-01-11,1.71316
2023-01-12,1.69153
2023-01-13,1.55838
2023-01-14,0.57087
2023-01-15,0.63522
2023-01-16,1.61607
2023-01-17,1.60775
2023-01-18,1.55782
2023-01-19,1.52454
2023-01-20,1.01968
2023-01-21,0.37614
2023-01-22,0.35506
2023-01-23,0.45824
2023-01-24,0.62634
2023-01-25,1.51067
2023-01-26,1.64159
2023-01-27,1.51344
2023-01-28,0.62024
2023-01-29,0.67738
2023-01-30,1.74867
2023-01-31,1.85241
2023-02-01,1.69263
2023-02-02,1.60831
2023-02-03,1.43355
2023-02-04,0.57919
2023-02-05,0.63966
2023-02-06,1.70595
2023-02-07,1.79083
2023-02-08,1.73202
2023-02-09,1.60942
2023-02-10,1.49846
2023-02-11,0.55089
2023-02-12,0.78557
2023-02-13,1.74756
2023-02-14,1.82911
2023-02-15,1.9961
2023-02-16,2.27848
2023-02-17,1.68709
2023-02-18,0.66296
2023-02-19,0.70346
2023-02-20,1.83078
2023-02-21,1.94672
2023-02-22,1.83244
2023-02-23,1.83133
2023-02-24,1.59943
2023-02-25,0.61747
2023-02-26,0.60082
2023-02-27,1.58501
2023-02-28,1.62883
2023-03-01,0.87433
2023-03-02,1.86684
2023-03-03,1.79749
2023-03-04,0.76948
2023-03-05,0.86656
2023-03-06,2.15421
2023-03-07,2.29124
2023-03-08,2.22578
2023-03-09,2.31399
2023-03-10,1.77807
2023-03-11,0.76282
2023-03-12,1.05519
2023-03-13,2.53368
2023-03-14,2.58861
2023-03-15,2.73063
2023-03-16,2.28681
2023-03-17,1.93119
2023-03-18,0.88487
2023-03-19,0.97031
2023-03-20,2.23854
2023-03-21,2.31954
2023-03-22,2.30733
2023-03-23,2.07377
2023-03-24,1.87516
2023-03-25,0.81497
2023-03-26,0.82884
2023-03-27,2.06046
2023-03-28,2.09263
2023-03-29,2.22134
2023-03-30,2.02828
2023-03-31,1.80304
2023-04-01,0.66351
2023-04-02,0.74174
2023-04-03,1.90789
2023-04-04,2.10761
2023-04-05,2.23077
2023-04-06,2.1703
2023-04-07,1.78806
2023-04-08,0.7717
2023-04-09,0.8993
2023-04-10,2.15699
2023-04-11,2.21579
2023-04-12,2.04548
2023-04-13,2.04714
2023-04-14,1.80359
2023-04-15,0.77225
2023-04-16,0.95145
2023-04-17,2.07488
2023-04-18,2.08764
2023-04-19,2.04492
2023-04-20,1.88792
2023-04-21,1.57225
2023-04-22,0.73064
2023-04-23,0.77225
2023-04-24,1.72204
2023-04-25,1.89125
2023-04-26,1.85408
2023-04-27,1.84686
2023-04-28,1.50567
2023-04-29,0.65741
2023-04-30,0.6269
2023-05-01,0.96032
2023-05-02,1.84076
2023-05-03,1.90567
2023-05-04,1.68209
2023-05-05,0.60582
2023-05-06,0.5975
2023-05-07,0.78002
2023-05-08,1.90234
2023-05-09,2.07543
2023-05-10,2.11371
2023-05-11,1.9384
2023-05-12,1.70817
2023-05-13,0.7262
2023-05-14,0.79777
2023-05-15,1.9789
2023-05-16,2.08708
2023-05-17,2.07044
2023-05-18,1.95893
2023-05-19,1.67211
2023-05-20,0.74895
2023-05-21,0.94257
2023-05-22,2.01885
2023-05-23,2.20359
2023-05-24,2.08209
2023-05-25,1.96448
2023-05-26,1.60942
2023-05-27,0.64576
2023-05-28,0.64021
2023-05-29,0.87045
