date,광교아파트
2020-06-12,24.01493
2020-06-13,27.416
2020-06-14,32.72501
2020-06-15,28.6603
2020-06-16,30.36084
2020-06-17,32.06138
2020-06-18,28.53587
2020-06-19,27.99668
2020-06-20,30.15346
2020-06-21,31.93695
2020-06-22,29.11654
2020-06-23,27.91372
2020-06-24,29.3654
2020-06-25,22.68768
2020-06-26,23.47573
2020-06-27,27.2501
2020-06-28,38.73911
2020-06-29,30.27789
2020-06-30,26.42057
2020-07-01,31.48071
2020-07-02,30.77561
2020-07-03,26.17171
2020-07-04,28.70178
2020-07-05,31.97843
2020-07-06,26.42057
2020-07-07,28.90916
2020-07-08,28.70178
2020-07-09,23.97345
2020-07-10,22.72915
2020-07-11,29.07507
2020-07-12,27.00124
2020-07-13,27.00124
2020-07-14,28.70178
2020-07-15,26.46204
2020-07-16,23.60016
2020-07-17,22.48029
2020-07-18,28.28701
2020-07-19,31.52218
2020-07-20,27.78929
2020-07-21,24.30526
2020-07-22,26.0058
2020-07-23,23.43425
2020-07-24,23.06097
2020-07-25,27.2501
2020-07-26,29.44836
2020-07-27,26.21318
2020-07-28,27.00124
2020-07-29,23.51721
2020-07-30,24.18083
2020-07-31,25.54956
2020-08-01,23.51721
2020-08-02,25.38365
2020-08-03,24.84446
2020-08-04,24.01493
2020-08-05,22.89506
2020-08-06,23.55868
2020-08-07,23.60016
2020-08-08,22.23143
2020-08-09,25.8399
2020-08-10,26.04728
2020-08-11,23.76607
2020-08-12,24.63708
2020-08-13,23.80754
2020-08-14,23.51721
2020-08-15,23.64164
2020-08-16,23.22687
2020-08-17,24.55412
2020-08-18,22.43882
2020-08-19,22.81211
2020-08-20,20.5309
2020-08-21,22.02405
2020-08-22,23.10244
2020-08-23,25.54956
2020-08-24,23.3513
2020-08-25,23.80754
2020-08-26,21.81667
2020-08-27,22.77063
2020-08-28,19.49398
2020-08-29,20.57237
2020-08-30,24.92741
2020-08-31,24.51265
2020-09-01,22.35586
2020-09-02,23.43425
2020-09-03,23.22687
2020-09-04,21.77519
2020-09-05,26.50352
2020-09-06,29.44836
2020-09-07,25.8399
2020-09-08,23.39278
2020-09-09,22.18996
2020-09-10,21.77519
2020-09-11,22.23143
2020-09-12,25.3007
2020-09-13,33.34715
2020-09-14,25.8399
2020-09-15,21.19452
2020-09-16,22.97801
2020-09-17,22.60472
2020-09-18,20.11613
2020-09-19,22.72915
2020-09-20,22.93654
2020-09-21,24.13936
2020-09-22,19.82579
2020-09-23,20.36499
2020-09-24,18.29116
2020-09-25,17.25425
2020-09-26,21.236
2020-09-27,25.38365
2020-09-28,21.65076
2020-09-29,19.49398
2020-09-30,20.90418
2020-10-01,23.14392
2020-10-02,23.76607
2020-10-03,27.91372
2020-10-04,29.73869
2020-10-05,24.80298
2020-10-06,22.52177
2020-10-07,22.52177
2020-10-08,20.6968
2020-10-09,24.96889
2020-10-10,28.16258
2020-10-11,30.73413
2020-10-12,24.5956
2020-10-13,23.06097
2020-10-14,21.52633
2020-10-15,22.81211
2020-10-16,22.23143
2020-10-17,23.64164
2020-10-18,25.79842
2020-10-19,23.64164
2020-10-20,23.14392
2020-10-21,22.02405
2020-10-22,18.49854
2020-10-23,20.77975
2020-10-24,22.107
2020-10-25,24.5956
2020-10-26,22.72915
2020-10-27,22.35586
2020-10-28,23.84902
2020-10-29,19.95022
2020-10-30,19.32807
2020-10-31,23.14392
2020-11-01,25.88137
2020-11-02,21.48486
2020-11-03,21.07009
2020-11-04,20.90418
2020-11-05,20.82123
2020-11-06,19.24512
2020-11-07,24.26379
2020-11-08,27.2501
2020-11-09,22.85358
2020-11-10,21.36043
2020-11-11,20.94566
2020-11-12,22.02405
2020-11-13,20.94566
2020-11-14,25.3007
2020-11-15,28.32849
2020-11-16,21.85815
2020-11-17,21.56781
2020-11-18,23.06097
2020-11-19,22.35586
2020-11-20,24.42969
2020-11-21,26.50352
2020-11-22,26.545
2020-11-23,21.4019
2020-11-24,21.07009
2020-11-25,18.41559
2020-11-26,18.0423
2020-11-27,19.07922
2020-11-28,18.24968
2020-11-29,22.23143
2020-11-30,22.06553
2020-12-01,20.36499
2020-12-02,21.69224
2020-12-03,17.79344
2020-12-04,21.48486
2020-12-05,20.82123
2020-12-06,23.01949
2020-12-07,20.77975
2020-12-08,21.07009
2020-12-09,19.12069
2020-12-10,19.74284
2020-12-11,21.07009
2020-12-12,21.02861
2020-12-13,20.07465
2020-12-14,19.61841
2020-12-15,17.54458
2020-12-16,17.54458
2020-12-17,16.83948
2020-12-18,16.71505
2020-12-19,19.16217
2020-12-20,22.06553
2020-12-21,17.17129
2020-12-22,17.37868
2020-12-23,17.58606
2020-12-24,15.927
2020-12-25,19.4525
2020-12-26,21.36043
2020-12-27,21.85815
2020-12-28,19.53546
2020-12-29,20.36499
2020-12-30,17.12982
2020-12-31,17.62754
2021-01-01,21.9411
2021-01-02,23.64164
2021-01-03,25.92285
2021-01-04,22.39734
2021-01-05,20.90418
2021-01-06,19.70136
2021-01-07,21.56781
2021-01-08,21.07009
2021-01-09,23.43425
2021-01-10,26.04728
2021-01-11,22.31439
2021-01-12,23.47573
2021-01-13,20.24056
2021-01-14,19.74284
2021-01-15,19.20364
2021-01-16,25.3007
2021-01-17,26.33761
2021-01-18,22.02405
2021-01-19,20.40647
2021-01-20,21.36043
2021-01-21,19.32807
2021-01-22,20.5309
2021-01-23,26.25466
2021-01-24,29.73869
2021-01-25,31.60514
2021-01-26,26.0058
2021-01-27,24.84446
2021-01-28,23.68311
2021-01-29,21.9411
2021-01-30,28.24554
2021-01-31,30.19493
2021-02-01,23.84902
2021-02-02,23.3513
2021-02-03,23.51721
2021-02-04,22.14848
2021-02-05,19.41103
2021-02-06,26.83533
2021-02-07,28.4944
2021-02-08,23.3513
2021-02-09,20.6968
2021-02-10,19.20364
2021-02-11,21.73372
2021-02-12,25.13479
2021-02-13,28.95064
2021-02-14,29.69722
2021-02-15,27.416
2021-02-16,21.07009
2021-02-17,22.85358
2021-02-18,20.65532
2021-02-19,20.11613
2021-02-20,25.88137
2021-02-21,29.32393
2021-02-22,24.26379
2021-02-23,19.2866
2021-02-24,20.19908
2021-02-25,20.65532
2021-02-26,18.45707
2021-02-27,23.72459
2021-02-28,28.61883
2021-03-01,25.92285
2021-03-02,20.15761
2021-03-03,18.00082
2021-03-04,19.49398
2021-03-05,17.95935
2021-03-06,21.44338
2021-03-07,24.63708
2021-03-08,21.52633
2021-03-09,20.15761
2021-03-10,18.16673
2021-03-11,20.73828
2021-03-12,17.29572
2021-03-13,21.07009
2021-03-14,26.37909
2021-03-15,21.81667
2021-03-16,19.4525
2021-03-17,18.00082
2021-03-18,18.37411
2021-03-19,18.0423
2021-03-20,23.01949
2021-03-21,25.71547
2021-03-22,28.6603
2021-03-23,19.70136
2021-03-24,19.70136
2021-03-25,17.54458
2021-03-26,18.87183
2021-03-27,20.98714
2021-03-28,23.55868
2021-03-29,17.95935
2021-03-30,19.16217
2021-03-31,19.41103
2021-04-01,16.798
2021-04-02,17.42015
2021-04-03,23.80754
2021-04-04,26.13023
2021-04-05,21.236
2021-04-06,17.37868
2021-04-07,20.24056
2021-04-08,16.46619
2021-04-09,18.54002
2021-04-10,21.27747
2021-04-11,25.17627
2021-04-12,24.55412
2021-04-13,19.82579
2021-04-14,17.62754
2021-04-15,17.00539
2021-04-16,17.66901
2021-04-17,22.107
2021-04-18,24.30526
2021-04-19,18.41559
2021-04-20,19.57693
2021-04-21,18.12525
2021-04-22,18.7474
2021-04-23,18.45707
2021-04-24,23.60016
2021-04-25,25.59104
2021-04-26,20.36499
2021-04-27,20.15761
2021-04-28,18.16673
2021-04-29,21.27747
2021-04-30,21.4019
2021-05-01,20.28204
2021-05-02,24.30526
2021-05-03,19.32807
2021-05-04,16.83948
2021-05-05,19.41103
2021-05-06,21.69224
2021-05-07,26.87681
2021-05-08,28.24554
2021-05-09,29.82165
2021-05-10,28.20406
2021-05-11,23.01949
2021-05-12,21.07009
2021-05-13,21.36043
2021-05-14,23.80754
2021-05-15,25.17627
2021-05-16,24.34674
2021-05-17,20.61385
2021-05-18,20.73828
2021-05-19,24.88593
2021-05-20,21.81667
2021-05-21,20.73828
2021-05-22,23.01949
2021-05-23,25.3007
2021-05-24,21.07009
2021-05-25,18.29116
2021-05-26,19.41103
2021-05-27,20.5309
2021-05-28,19.16217
2021-05-29,23.76607
2021-05-30,22.31439
2021-05-31,24.38822
2021-06-01,21.73372
2021-06-02,19.03774
2021-06-03,21.02861
2021-06-04,18.91331
2021-06-05,22.43882
2021-06-06,85.15138
2021-06-07,59.47739
2021-06-08,27.9552
2021-06-09,26.21318
2021-06-10,27.45748
2021-06-11,27.87225
2021-06-12,42.18166
2021-06-13,30.90004
2021-06-14,27.91372
2021-06-15,25.38365
2021-06-16,21.236
2021-06-17,20.32351
2021-06-18,18.95479
2021-06-19,23.22687
2021-06-20,28.70178
2021-06-21,26.91829
2021-06-22,25.92285
2021-06-23,20.77975
2021-06-24,19.65989
2021-06-25,19.07922
2021-06-26,23.72459
2021-06-27,27.99668
2021-06-28,23.68311
2021-06-29,19.9917
2021-06-30,19.9917
2021-07-01,20.73828
2021-07-02,20.03318
2021-07-03,21.31895
2021-07-04,23.72459
2021-07-05,23.47573
2021-07-06,21.31895
2021-07-07,18.54002
2021-07-08,18.7474
2021-07-09,15.09746
2021-07-10,21.9411
2021-07-11,23.84902
2021-07-12,19.74284
2021-07-13,21.81667
2021-07-14,19.57693
2021-07-15,18.54002
2021-07-16,20.98714
2021-07-17,25.59104
2021-07-18,27.2501
2021-07-19,23.01949
2021-07-20,21.85815
2021-07-21,19.24512
2021-07-22,18.24968
2021-07-23,21.02861
2021-07-24,22.39734
2021-07-25,22.97801
2021-07-26,28.45292
2021-07-27,37.163
2021-07-28,25.42513
2021-07-29,21.85815
2021-07-30,22.60472
2021-07-31,23.43425
2021-08-01,23.93197
2021-08-02,21.69224
2021-08-03,23.06097
2021-08-04,22.56325
2021-08-05,21.07009
2021-08-06,22.6462
2021-08-07,26.58647
2021-08-08,25.96433
2021-08-09,23.3513
2021-08-10,22.48029
2021-08-11,23.68311
2021-08-12,23.72459
2021-08-13,23.51721
2021-08-14,27.9552
2021-08-15,28.78473
2021-08-16,31.23185
2021-08-17,26.7109
2021-08-18,27.54043
2021-08-19,24.7615
2021-08-20,24.63708
2021-08-21,27.9552
2021-08-22,35.04769
2021-08-23,28.20406
2021-08-24,26.58647
2021-08-25,27.45748
2021-08-26,24.30526
2021-08-27,23.80754
2021-08-28,26.42057
2021-08-29,30.81708
2021-08-30,29.73869
2021-08-31,23.8905
2021-09-01,21.98257
2021-09-02,34.30111
2021-09-03,39.90045
2021-09-04,35.04769
2021-09-05,35.2136
2021-09-06,31.93695
2021-09-07,28.78473
2021-09-08,24.42969
2021-09-09,24.42969
2021-09-10,24.5956
2021-09-11,26.62795
2021-09-12,28.86768
2021-09-13,29.03359
2021-09-14,26.545
2021-09-15,22.60472
2021-09-16,20.73828
2021-09-17,17.71049
2021-09-18,19.95022
2021-09-19,22.60472
2021-09-20,22.06553
2021-09-21,30.98299
2021-09-22,36.99709
2021-09-23,28.95064
2021-09-24,24.7615
2021-09-25,27.2501
2021-09-26,25.46661
2021-09-27,20.94566
2021-09-28,21.81667
2021-09-29,19.95022
2021-09-30,20.36499
2021-10-01,19.82579
2021-10-02,22.31439
2021-10-03,25.09332
2021-10-04,21.56781
2021-10-05,21.11157
2021-10-06,20.32351
2021-10-07,22.43882
2021-10-08,21.98257
2021-10-09,23.64164
2021-10-10,26.91829
2021-10-11,22.18996
2021-10-12,19.74284
2021-10-13,19.20364
2021-10-14,18.95479
2021-10-15,17.54458
2021-10-16,18.99626
2021-10-17,20.6968
2021-10-18,19.41103
2021-10-19,23.26835
2021-10-20,17.62754
2021-10-21,18.24968
2021-10-22,17.62754
2021-10-23,17.21277
2021-10-24,24.0564
2021-10-25,19.16217
2021-10-26,18.0423
2021-10-27,17.54458
2021-10-28,15.84404
2021-10-29,16.798
2021-10-30,19.41103
2021-10-31,21.60929
2021-11-01,18.0423
2021-11-02,16.6321
2021-11-03,14.47532
2021-11-04,18.29116
2021-11-05,15.22189
2021-11-06,17.21277
2021-11-07,27.62339
2021-11-08,20.03318
2021-11-09,17.37868
2021-11-10,16.798
2021-11-11,14.89008
2021-11-12,13.52136
2021-11-13,16.46619
2021-11-14,20.15761
2021-11-15,17.54458
2021-11-16,16.17586
2021-11-17,18.45707
2021-11-18,15.22189
2021-11-19,16.54914
2021-11-20,17.46163
2021-11-21,19.4525
2021-11-22,15.3878
2021-11-23,15.63666
2021-11-24,12.89921
2021-11-25,15.63666
2021-11-26,17.46163
2021-11-27,16.83948
2021-11-28,18.24968
2021-11-29,28.6603
2021-11-30,18.66445
2021-12-01,15.3878
2021-12-02,14.47532
2021-12-03,13.47988
2021-12-04,20.19908
2021-12-05,17.50311
2021-12-06,17.66901
2021-12-07,15.927
2021-12-08,15.927
2021-12-09,14.89008
2021-12-10,14.59975
2021-12-11,18.20821
2021-12-12,18.91331
2021-12-13,15.13894
2021-12-14,14.89008
2021-12-15,15.84404
2021-12-16,15.13894
2021-12-17,16.34176
2021-12-18,17.00539
2021-12-19,22.48029
2021-12-20,19.78432
2021-12-21,17.95935
2021-12-22,15.96847
2021-12-23,16.34176
2021-12-24,14.22646
2021-12-25,15.34632
2021-12-26,17.71049
2021-12-27,21.236
2021-12-28,20.86271
2021-12-29,20.19908
2021-12-30,18.29116
2021-12-31,14.76565
2022-01-01,15.05599
2022-01-02,21.36043
2022-01-03,16.13438
2022-01-04,18.29116
2022-01-05,17.29572
2022-01-06,17.87639
2022-01-07,15.26337
2022-01-08,20.28204
2022-01-09,21.77519
2022-01-10,17.17129
2022-01-11,19.32807
2022-01-12,18.00082
2022-01-13,17.46163
2022-01-14,16.798
2022-01-15,20.6968
2022-01-16,23.01949
2022-01-17,17.58606
2022-01-18,17.58606
2022-01-19,18.12525
2022-01-20,63.1688
2022-01-21,25.25922
2022-01-22,26.91829
2022-01-23,22.93654
2022-01-24,23.39278
2022-01-25,21.89962
2022-01-26,17.08834
2022-01-27,18.45707
2022-01-28,16.13438
2022-01-29,17.71049
2022-01-30,18.08378
2022-01-31,22.06553
2022-02-01,23.68311
2022-02-02,24.55412
2022-02-03,19.95022
2022-02-04,19.9917
2022-02-05,19.36955
2022-02-06,24.96889
2022-02-07,19.9917
2022-02-08,20.03318
2022-02-09,19.4525
2022-02-10,17.08834
2022-02-11,20.5309
2022-02-12,19.90875
2022-02-13,25.54956
2022-02-14,19.41103
2022-02-15,18.49854
2022-02-16,15.01451
2022-02-17,16.75653
2022-02-18,16.30029
2022-02-19,20.57237
2022-02-20,21.44338
2022-02-21,21.236
2022-02-22,16.96391
2022-02-23,16.00995
2022-02-24,16.67357
2022-02-25,14.39236
2022-02-26,17.87639
2022-02-27,20.40647
2022-02-28,18.54002
2022-03-01,19.49398
2022-03-02,15.63666
2022-03-03,14.06055
2022-03-04,14.01907
2022-03-05,16.13438
2022-03-06,17.37868
2022-03-07,17.75197
2022-03-08,14.51679
2022-03-09,16.75653
2022-03-10,14.26793
2022-03-11,15.88552
2022-03-12,19.24512
2022-03-13,24.34674
2022-03-14,22.48029
2022-03-15,20.98714
2022-03-16,20.44794
2022-03-17,19.32807
2022-03-18,17.54458
2022-03-19,20.24056
2022-03-20,22.77063
2022-03-21,20.11613
2022-03-22,16.54914
2022-03-23,17.00539
2022-03-24,16.6321
2022-03-25,16.05143
2022-03-26,19.24512
2022-03-27,23.93197
2022-03-28,19.9917
2022-03-29,20.32351
2022-03-30,18.29116
2022-03-31,20.5309
2022-04-01,18.0423
2022-04-02,21.56781
2022-04-03,20.82123
2022-04-04,19.90875
2022-04-05,17.08834
2022-04-06,16.00995
2022-04-07,17.83492
2022-04-08,18.16673
2022-04-09,22.93654
2022-04-10,26.66943
2022-04-11,20.44794
2022-04-12,21.36043
2022-04-13,19.53546
2022-04-14,20.32351
2022-04-15,20.6968
2022-04-16,23.97345
2022-04-17,26.66943
2022-04-18,22.18996
2022-04-19,21.98257
2022-04-20,18.7474
2022-04-21,20.36499
2022-04-22,16.83948
2022-04-23,21.07009
2022-04-24,22.97801
2022-04-25,19.95022
2022-04-26,25.54956
2022-04-27,25.13479
2022-04-28,18.49854
2022-04-29,18.33264
2022-04-30,23.68311
2022-05-01,25.79842
2022-05-02,19.03774
2022-05-03,20.24056
2022-05-04,17.50311
2022-05-05,25.71547
2022-05-06,22.18996
2022-05-07,24.63708
2022-05-08,27.2501
2022-05-09,23.55868
2022-05-10,19.74284
2022-05-11,22.06553
2022-05-12,23.1854
2022-05-13,19.41103
2022-05-14,24.01493
2022-05-15,75.98506
2022-05-16,48.07133
2022-05-17,23.76607
2022-05-18,24.42969
2022-05-19,24.55412
2022-05-20,22.97801
2022-05-21,38.36582
2022-05-22,32.68353
2022-05-23,23.06097
2022-05-24,24.09788
2022-05-25,23.30982
2022-05-26,27.416
2022-05-27,27.08419
2022-05-28,35.62836
2022-05-29,37.03857
2022-05-30,30.15346
2022-05-31,25.54956
2022-06-01,29.98755
2022-06-02,23.51721
2022-06-03,25.96433
2022-06-04,28.70178
2022-06-05,33.43011
2022-06-06,38.90501
2022-06-07,26.37909
2022-06-08,22.68768
2022-06-09,33.30568
2022-06-10,26.08875
2022-06-11,25.54956
2022-06-12,30.69265
2022-06-13,26.50352
2022-06-14,26.79386
2022-06-15,28.41144
2022-06-16,22.18996
2022-06-17,21.85815
2022-06-18,25.34218
2022-06-19,29.40688
2022-06-20,26.545
2022-06-21,23.22687
2022-06-22,20.48942
2022-06-23,20.77975
2022-06-24,18.99626
2022-06-25,22.97801
2022-06-26,33.05682
2022-06-27,21.9411
2022-06-28,21.31895
2022-06-29,20.98714
2022-06-30,18.7474
2022-07-01,19.24512
2022-07-02,33.13977
2022-07-03,37.163
2022-07-04,65.40854
2022-07-05,35.00622
2022-07-06,24.22231
2022-07-07,24.7615
2022-07-08,20.82123
2022-07-09,25.63251
2022-07-10,100.0
2022-07-11,45.95603
2022-07-12,30.27789
2022-07-13,34.17669
2022-07-14,34.88179
2022-07-15,31.52218
2022-07-16,36.66528
2022-07-17,37.82662
2022-07-18,59.60182
2022-07-19,37.45333
2022-07-20,30.40232
2022-07-21,24.96889
2022-07-22,22.107
2022-07-23,32.39319
2022-07-24,29.3654
2022-07-25,22.14848
2022-07-26,21.77519
2022-07-27,22.97801
2022-07-28,21.81667
2022-07-29,22.107
2022-07-30,25.96433
2022-07-31,30.52675
2022-08-01,25.46661
2022-08-02,27.37453
2022-08-03,26.7109
2022-08-04,28.6603
2022-08-05,28.03815
2022-08-06,28.95064
2022-08-07,37.41186
2022-08-08,30.27789
2022-08-09,24.55412
2022-08-10,23.76607
2022-08-11,27.33305
2022-08-12,26.75238
2022-08-13,31.43923
2022-08-14,28.07963
2022-08-15,34.96474
2022-08-16,27.416
2022-08-17,27.33305
2022-08-18,40.93737
2022-08-19,31.48071
2022-08-20,31.97843
2022-08-21,37.03857
2022-08-22,31.27333
2022-08-23,25.50808
2022-08-24,25.8399
2022-08-25,24.13936
2022-08-26,64.08129
2022-08-27,41.47656
2022-08-28,36.4579
2022-08-29,29.15802
2022-08-30,24.38822
2022-08-31,23.43425
2022-09-01,25.46661
2022-09-02,27.78929
2022-09-03,32.72501
2022-09-04,32.64205
2022-09-05,28.20406
2022-09-06,28.61883
2022-09-07,25.63251
2022-09-08,25.38365
2022-09-09,26.08875
2022-09-10,27.99668
2022-09-11,32.51762
2022-09-12,34.84031
2022-09-13,28.07963
2022-09-14,28.07963
2022-09-15,29.61426
2022-09-16,33.43011
2022-09-17,31.93695
2022-09-18,32.10286
2022-09-19,27.66486
2022-09-20,26.37909
2022-09-21,25.67399
2022-09-22,24.34674
2022-09-23,26.08875
2022-09-24,29.32393
2022-09-25,27.2501
2022-09-26,26.0058
2022-09-27,23.1854
2022-09-28,22.02405
2022-09-29,22.85358
2022-09-30,21.07009
2022-10-01,27.29158
2022-10-02,24.01493
2022-10-03,28.4944
2022-10-04,24.72003
2022-10-05,20.32351
2022-10-06,26.83533
2022-10-07,24.51265
2022-10-08,50.02073
2022-10-09,40.68851
2022-10-10,37.8681
2022-10-11,31.77104
2022-10-12,51.05765
2022-10-13,36.49937
2022-10-14,28.45292
2022-10-15,34.01078
2022-10-16,40.97884
2022-10-17,34.05226
2022-10-18,32.64205
2022-10-19,29.69722
2022-10-20,29.07507
2022-10-21,26.91829
2022-10-22,30.65118
2022-10-23,31.23185
2022-10-24,26.04728
2022-10-25,23.93197
2022-10-26,28.28701
2022-10-27,24.34674
2022-10-28,23.30982
2022-10-29,26.87681
2022-10-30,22.89506
2022-10-31,22.77063
2022-11-01,22.89506
2022-11-02,21.73372
2022-11-03,22.77063
2022-11-04,25.34218
2022-11-05,25.67399
2022-11-06,30.11198
2022-11-07,26.50352
2022-11-08,23.64164
2022-11-09,33.55454
2022-11-10,40.31522
2022-11-11,33.22272
2022-11-12,31.854
2022-11-13,37.99253
2022-11-14,32.22729
2022-11-15,28.28701
2022-11-16,29.03359
2022-11-17,25.92285
2022-11-18,27.20862
2022-11-19,26.42057
2022-11-20,32.18581
2022-11-21,26.46204
2022-11-22,26.75238
2022-11-23,28.03815
2022-11-24,26.79386
2022-11-25,23.8905
2022-11-26,36.66528
2022-11-27,35.58689
2022-11-28,26.33761
2022-11-29,21.89962
2022-11-30,21.73372
2022-12-01,21.89962
2022-12-02,23.97345
2022-12-03,20.86271
2022-12-04,23.93197
2022-12-05,22.18996
2022-12-06,19.9917
2022-12-07,21.48486
2022-12-08,22.107
2022-12-09,43.75777
2022-12-10,34.54997
2022-12-11,35.71132
2022-12-12,31.52218
2022-12-13,26.25466
2022-12-14,26.25466
2022-12-15,25.50808
2022-12-16,26.58647
2022-12-17,27.74782
2022-12-18,29.73869
2022-12-19,24.47117
2022-12-20,23.97345
2022-12-21,27.74782
2022-12-22,22.89506
2022-12-23,23.01949
2022-12-24,65.28411
2022-12-25,37.90958
2022-12-26,35.2136
2022-12-27,28.4944
2022-12-28,26.33761
2022-12-29,25.3007
2022-12-30,22.39734
2022-12-31,23.76607
2023-01-01,27.12567
2023-01-02,28.53587
2023-01-03,24.72003
2023-01-04,27.29158
2023-01-05,24.18083
2023-01-06,22.81211
2023-01-07,26.79386
2023-01-08,30.11198
2023-01-09,26.0058
2023-01-10,21.44338
2023-01-11,27.54043
2023-01-12,25.67399
2023-01-13,22.18996
2023-01-14,26.17171
2023-01-15,27.62339
2023-01-16,23.10244
2023-01-17,20.65532
2023-01-18,23.55868
2023-01-19,21.31895
2023-01-20,20.11613
2023-01-21,23.14392
2023-01-22,25.75694
2023-01-23,28.32849
2023-01-24,29.82165
2023-01-25,27.37453
2023-01-26,32.43467
2023-01-27,32.39319
2023-01-28,30.15346
2023-01-29,37.45333
2023-01-30,31.48071
2023-01-31,30.02903
2023-02-01,26.58647
2023-02-02,27.416
2023-02-03,27.49896
2023-02-04,30.94151
2023-02-05,34.13521
2023-02-06,26.83533
2023-02-07,29.40688
2023-02-08,27.66486
2023-02-09,26.37909
2023-02-10,28.16258
2023-02-11,27.04272
2023-02-12,31.97843
2023-02-13,27.2501
2023-02-14,23.97345
2023-02-15,22.93654
2023-02-16,22.39734
2023-02-17,22.56325
2023-02-18,25.46661
2023-02-19,28.90916
2023-02-20,22.81211
2023-02-21,24.18083
2023-02-22,21.07009
2023-02-23,20.94566
2023-02-24,21.15304
2023-02-25,23.14392
2023-02-26,27.91372
2023-02-27,20.98714
2023-02-28,27.45748
2023-03-01,26.66943
2023-03-02,24.30526
2023-03-03,20.57237
2023-03-04,30.73413
2023-03-05,26.08875
2023-03-06,20.36499
2023-03-07,22.72915
2023-03-08,19.20364
2023-03-09,18.49854
2023-03-10,16.00995
2023-03-11,19.53546
2023-03-12,22.81211
2023-03-13,19.82579
2023-03-14,19.49398
2023-03-15,16.42472
2023-03-16,18.41559
2023-03-17,19.65989
2023-03-18,22.27291
2023-03-19,23.76607
2023-03-20,21.77519
2023-03-21,18.16673
2023-03-22,19.53546
2023-03-23,17.66901
2023-03-24,15.22189
2023-03-25,21.15304
2023-03-26,22.93654
2023-03-27,18.99626
2023-03-28,20.73828
2023-03-29,18.41559
2023-03-30,17.83492
2023-03-31,17.71049
2023-04-01,23.60016
2023-04-02,23.68311
2023-04-03,19.86727
2023-04-04,17.91787
2023-04-05,18.0423
2023-04-06,14.80713
2023-04-07,17.37868
2023-04-08,18.20821
2023-04-09,23.30982
2023-04-10,16.798
2023-04-11,15.76109
2023-04-12,15.42928
2023-04-13,16.6321
2023-04-14,16.05143
2023-04-15,19.90875
2023-04-16,20.07465
2023-04-17,20.11613
2023-04-18,17.58606
2023-04-19,17.66901
2023-04-20,17.04686
2023-04-21,16.83948
2023-04-22,19.2866
2023-04-23,20.94566
2023-04-24,16.50767
2023-04-25,14.72418
2023-04-26,15.67814
2023-04-27,14.93156
2023-04-28,12.56739
2023-04-29,17.66901
2023-04-30,25.21775
2023-05-01,19.16217
2023-05-02,18.33264
2023-05-03,14.84861
2023-05-04,15.71961
2023-05-05,18.12525
2023-05-06,20.82123
2023-05-07,22.48029
2023-05-08,15.01451
2023-05-09,16.17586
2023-05-10,15.88552
2023-05-11,18.37411
2023-05-12,29.65574
2023-05-13,26.0058
2023-05-14,21.56781
2023-05-15,20.44794
2023-05-16,16.42472
2023-05-17,16.88096
2023-05-18,17.29572
2023-05-19,14.76565
2023-05-20,23.51721
2023-05-21,23.8905
2023-05-22,20.44794
2023-05-23,16.75653
2023-05-24,16.798
2023-05-25,16.50767
2023-05-26,14.6827
2023-05-27,17.37868
2023-05-28,19.9917
2023-05-29,21.02861
2023-05-30,18.87183
