date,무료경매사이트
2020-09-22,16.88034
2020-09-23,14.74358
2020-09-24,20.29914
2020-09-25,16.23931
2020-09-26,17.09401
2020-09-27,14.31623
2020-09-28,21.15384
2020-09-29,19.87179
2020-09-30,19.44444
2020-10-01,19.65811
2020-10-02,18.80341
2020-10-03,20.29914
2020-10-04,22.00854
2020-10-05,28.20512
2020-10-06,25.0
2020-10-07,30.34188
2020-10-08,20.72649
2020-10-09,20.94017
2020-10-10,20.29914
2020-10-11,25.0
2020-10-12,22.22222
2020-10-13,22.86324
2020-10-14,25.8547
2020-10-15,26.49572
2020-10-16,17.09401
2020-10-17,15.81196
2020-10-18,15.38461
2020-10-19,25.0
2020-10-20,23.29059
2020-10-21,25.8547
2020-10-22,29.91452
2020-10-23,27.5641
2020-10-24,19.87179
2020-10-25,15.81196
2020-10-26,21.36752
2020-10-27,23.93162
2020-10-28,23.29059
2020-10-29,30.55555
2020-10-30,21.36752
2020-10-31,17.94871
2020-11-01,22.22222
2020-11-02,23.50427
2020-11-03,25.0
2020-11-04,22.43589
2020-11-05,24.35897
2020-11-06,23.93162
2020-11-07,21.15384
2020-11-08,16.45299
2020-11-09,20.08547
2020-11-10,22.64957
2020-11-11,23.93162
2020-11-12,22.86324
2020-11-13,20.94017
2020-11-14,17.94871
2020-11-15,24.35897
2020-11-16,33.547
2020-11-17,40.38461
2020-11-18,42.52136
2020-11-19,25.64102
2020-11-20,24.57264
2020-11-21,14.10256
2020-11-22,16.45299
2020-11-23,20.08547
2020-11-24,22.00854
2020-11-25,33.11965
2020-11-26,29.91452
2020-11-27,20.29914
2020-11-28,19.23076
2020-11-29,17.73504
2020-11-30,20.29914
2020-12-01,17.94871
2020-12-02,24.14529
2020-12-03,27.35042
2020-12-04,11.11111
2020-12-05,16.88034
2020-12-06,20.72649
2020-12-07,22.86324
2020-12-08,22.86324
2020-12-09,21.58119
2020-12-10,20.94017
2020-12-11,22.00854
2020-12-12,19.23076
2020-12-13,19.65811
2020-12-14,21.79487
2020-12-15,22.64957
2020-12-16,19.01709
2020-12-17,22.00854
2020-12-18,28.4188
2020-12-19,21.36752
2020-12-20,21.15384
2020-12-21,22.64957
2020-12-22,27.77777
2020-12-23,22.00854
2020-12-24,14.10256
2020-12-25,17.30769
2020-12-26,24.14529
2020-12-27,24.78632
2020-12-28,27.5641
2020-12-29,20.72649
2020-12-30,22.64957
2020-12-31,14.95726
2021-01-01,24.57264
2021-01-02,36.32478
2021-01-03,30.9829
2021-01-04,43.80341
2021-01-05,42.52136
2021-01-06,34.4017
2021-01-07,27.77777
2021-01-08,27.13675
2021-01-09,28.63247
2021-01-10,30.55555
2021-01-11,28.84615
2021-01-12,29.05982
2021-01-13,31.62393
2021-01-14,29.05982
2021-01-15,21.36752
2021-01-16,24.35897
2021-01-17,28.84615
2021-01-18,30.1282
2021-01-19,37.17948
2021-01-20,30.1282
2021-01-21,23.71794
2021-01-22,31.41025
2021-01-23,26.92307
2021-01-24,23.93162
2021-01-25,33.33333
2021-01-26,35.25641
2021-01-27,28.84615
2021-01-28,28.4188
2021-01-29,24.14529
2021-01-30,20.08547
2021-01-31,22.64957
2021-02-01,25.64102
2021-02-02,31.8376
2021-02-03,28.4188
2021-02-04,32.47863
2021-02-05,25.64102
2021-02-06,20.72649
2021-02-07,22.86324
2021-02-08,25.0
2021-02-09,25.64102
2021-02-10,18.80341
2021-02-11,19.44444
2021-02-12,20.51282
2021-02-13,16.88034
2021-02-14,34.4017
2021-02-15,26.28205
2021-02-16,28.4188
2021-02-17,28.63247
2021-02-18,29.05982
2021-02-19,24.14529
2021-02-20,21.15384
2021-02-21,19.65811
2021-02-22,22.86324
2021-02-23,27.77777
2021-02-24,22.43589
2021-02-25,22.86324
2021-02-26,21.36752
2021-02-27,14.74358
2021-02-28,19.01709
2021-03-01,21.79487
2021-03-02,31.8376
2021-03-03,22.64957
2021-03-04,19.65811
2021-03-05,19.44444
2021-03-06,16.66666
2021-03-07,26.92307
2021-03-08,27.5641
2021-03-09,26.92307
2021-03-10,21.79487
2021-03-11,27.77777
2021-03-12,22.64957
2021-03-13,19.44444
2021-03-14,19.87179
2021-03-15,22.64957
2021-03-16,23.93162
2021-03-17,20.94017
2021-03-18,19.65811
2021-03-19,23.07692
2021-03-20,23.29059
2021-03-21,20.51282
2021-03-22,21.36752
2021-03-23,19.23076
2021-03-24,22.00854
2021-03-25,27.13675
2021-03-26,29.05982
2021-03-27,25.0
2021-03-28,19.44444
2021-03-29,19.87179
2021-03-30,18.16239
2021-03-31,25.8547
2021-04-01,25.64102
2021-04-02,25.64102
2021-04-03,17.73504
2021-04-04,22.64957
2021-04-05,23.71794
2021-04-06,22.64957
2021-04-07,19.87179
2021-04-08,24.57264
2021-04-09,16.02564
2021-04-10,16.02564
2021-04-11,19.01709
2021-04-12,23.07692
2021-04-13,20.08547
2021-04-14,23.07692
2021-04-15,27.77777
2021-04-16,22.86324
2021-04-17,15.59829
2021-04-18,13.67521
2021-04-19,30.76923
2021-04-20,20.72649
2021-04-21,20.08547
2021-04-22,16.02564
2021-04-23,19.65811
2021-04-24,17.73504
2021-04-25,18.80341
2021-04-26,28.84615
2021-04-27,28.20512
2021-04-28,31.62393
2021-04-29,23.71794
2021-04-30,21.79487
2021-05-01,22.64957
2021-05-02,20.51282
2021-05-03,28.84615
2021-05-04,21.36752
2021-05-05,21.79487
2021-05-06,26.7094
2021-05-07,20.08547
2021-05-08,20.29914
2021-05-09,14.95726
2021-05-10,20.94017
2021-05-11,15.17094
2021-05-12,20.51282
2021-05-13,20.94017
2021-05-14,22.00854
2021-05-15,15.17094
2021-05-16,16.23931
2021-05-17,25.0
2021-05-18,23.50427
2021-05-19,22.00854
2021-05-20,27.5641
2021-05-21,22.86324
2021-05-22,19.87179
2021-05-23,20.94017
2021-05-24,26.49572
2021-05-25,27.13675
2021-05-26,28.20512
2021-05-27,21.58119
2021-05-28,19.44444
2021-05-29,14.52991
2021-05-30,18.16239
2021-05-31,22.43589
2021-06-01,24.35897
2021-06-02,24.14529
2021-06-03,26.49572
2021-06-04,24.78632
2021-06-05,20.29914
2021-06-06,22.00854
2021-06-07,28.63247
2021-06-08,20.51282
2021-06-09,23.93162
2021-06-10,22.00854
2021-06-11,23.93162
2021-06-12,16.02564
2021-06-13,14.52991
2021-06-14,21.36752
2021-06-15,31.62393
2021-06-16,25.21367
2021-06-17,20.94017
2021-06-18,22.86324
2021-06-19,21.36752
2021-06-20,19.23076
2021-06-21,14.74358
2021-06-22,17.73504
2021-06-23,21.15384
2021-06-24,16.66666
2021-06-25,20.51282
2021-06-26,16.66666
2021-06-27,11.96581
2021-06-28,23.93162
2021-06-29,18.80341
2021-06-30,17.73504
2021-07-01,18.16239
2021-07-02,16.23931
2021-07-03,22.22222
2021-07-04,21.58119
2021-07-05,27.35042
2021-07-06,19.65811
2021-07-07,20.72649
2021-07-08,19.23076
2021-07-09,16.02564
2021-07-10,16.88034
2021-07-11,20.29914
2021-07-12,31.41025
2021-07-13,27.13675
2021-07-14,21.15384
2021-07-15,25.0
2021-07-16,22.64957
2021-07-17,15.38461
2021-07-18,17.73504
2021-07-19,26.28205
2021-07-20,53.4188
2021-07-21,28.4188
2021-07-22,27.99145
2021-07-23,21.15384
2021-07-24,14.52991
2021-07-25,18.58974
2021-07-26,21.36752
2021-07-27,19.65811
2021-07-28,24.35897
2021-07-29,18.37606
2021-07-30,19.01709
2021-07-31,20.08547
2021-08-01,18.37606
2021-08-02,22.00854
2021-08-03,23.07692
2021-08-04,19.01709
2021-08-05,22.86324
2021-08-06,18.37606
2021-08-07,10.89743
2021-08-08,19.23076
2021-08-09,30.34188
2021-08-10,25.8547
2021-08-11,16.45299
2021-08-12,26.49572
2021-08-13,20.29914
2021-08-14,24.57264
2021-08-15,19.01709
2021-08-16,22.43589
2021-08-17,27.5641
2021-08-18,26.06837
2021-08-19,25.0
2021-08-20,22.43589
2021-08-21,21.36752
2021-08-22,24.57264
2021-08-23,25.8547
2021-08-24,25.21367
2021-08-25,25.8547
2021-08-26,20.72649
2021-08-27,19.44444
2021-08-28,18.58974
2021-08-29,22.64957
2021-08-30,22.22222
2021-08-31,19.23076
2021-09-01,18.80341
2021-09-02,23.93162
2021-09-03,25.0
2021-09-04,19.87179
2021-09-05,17.09401
2021-09-06,24.78632
2021-09-07,24.78632
2021-09-08,21.36752
2021-09-09,22.00854
2021-09-10,23.93162
2021-09-11,17.73504
2021-09-12,17.73504
2021-09-13,27.77777
2021-09-14,25.8547
2021-09-15,21.58119
2021-09-16,22.22222
2021-09-17,22.43589
2021-09-18,12.17948
2021-09-19,14.74358
2021-09-20,13.03418
2021-09-21,12.82051
2021-09-22,17.52136
2021-09-23,30.1282
2021-09-24,25.0
2021-09-25,15.38461
2021-09-26,19.01709
2021-09-27,24.78632
2021-09-28,26.49572
2021-09-29,28.20512
2021-09-30,20.51282
2021-10-01,19.65811
2021-10-02,17.52136
2021-10-03,19.44444
2021-10-04,24.78632
2021-10-05,26.06837
2021-10-06,22.00854
2021-10-07,25.64102
2021-10-08,21.15384
2021-10-09,19.23076
2021-10-10,20.72649
2021-10-11,19.65811
2021-10-12,27.77777
2021-10-13,26.28205
2021-10-14,25.21367
2021-10-15,21.79487
2021-10-16,21.58119
2021-10-17,11.96581
2021-10-18,19.23076
2021-10-19,22.00854
2021-10-20,21.58119
2021-10-21,32.05128
2021-10-22,17.73504
2021-10-23,17.73504
2021-10-24,12.60683
2021-10-25,25.0
2021-10-26,24.35897
2021-10-27,23.29059
2021-10-28,30.55555
2021-10-29,19.23076
2021-10-30,14.31623
2021-10-31,20.51282
2021-11-01,27.99145
2021-11-02,26.06837
2021-11-03,19.23076
2021-11-04,20.72649
2021-11-05,16.88034
2021-11-06,17.52136
2021-11-07,20.08547
2021-11-08,24.78632
2021-11-09,25.0
2021-11-10,20.51282
2021-11-11,25.42735
2021-11-12,20.94017
2021-11-13,18.37606
2021-11-14,13.88888
2021-11-15,18.58974
2021-11-16,21.58119
2021-11-17,15.17094
2021-11-18,17.94871
2021-11-19,17.73504
2021-11-20,19.87179
2021-11-21,21.15384
2021-11-22,22.43589
2021-11-23,23.71794
2021-11-24,17.94871
2021-11-25,22.22222
2021-11-26,15.59829
2021-11-27,18.58974
2021-11-28,14.95726
2021-11-29,21.36752
2021-11-30,23.50427
2021-12-01,22.43589
2021-12-02,14.31623
2021-12-03,14.52991
2021-12-04,14.52991
2021-12-05,17.73504
2021-12-06,25.0
2021-12-07,22.00854
2021-12-08,21.36752
2021-12-09,24.35897
2021-12-10,18.16239
2021-12-11,13.46153
2021-12-12,16.23931
2021-12-13,22.22222
2021-12-14,14.52991
2021-12-15,24.78632
2021-12-16,20.72649
2021-12-17,17.30769
2021-12-18,16.88034
2021-12-19,25.42735
2021-12-20,19.44444
2021-12-21,21.15384
2021-12-22,21.36752
2021-12-23,24.57264
2021-12-24,21.15384
2021-12-25,18.37606
2021-12-26,22.43589
2021-12-27,22.00854
2021-12-28,22.22222
2021-12-29,22.86324
2021-12-30,21.36752
2021-12-31,20.51282
2022-01-01,18.16239
2022-01-02,19.44444
2022-01-03,22.86324
2022-01-04,27.35042
2022-01-05,27.77777
2022-01-06,22.86324
2022-01-07,26.49572
2022-01-08,21.36752
2022-01-09,28.4188
2022-01-10,28.63247
2022-01-11,32.6923
2022-01-12,22.00854
2022-01-13,32.6923
2022-01-14,24.14529
2022-01-15,19.23076
2022-01-16,21.15384
2022-01-17,25.42735
2022-01-18,30.55555
2022-01-19,26.28205
2022-01-20,27.5641
2022-01-21,26.06837
2022-01-22,21.15384
2022-01-23,25.64102
2022-01-24,24.57264
2022-01-25,24.57264
2022-01-26,22.22222
2022-01-27,26.06837
2022-01-28,23.50427
2022-01-29,18.37606
2022-01-30,19.65811
2022-01-31,18.58974
2022-02-01,19.23076
2022-02-02,27.77777
2022-02-03,24.78632
2022-02-04,26.06837
2022-02-05,27.13675
2022-02-06,31.8376
2022-02-07,38.88888
2022-02-08,31.8376
2022-02-09,33.33333
2022-02-10,33.33333
2022-02-11,32.05128
2022-02-12,27.99145
2022-02-13,25.8547
2022-02-14,34.4017
2022-02-15,38.03418
2022-02-16,38.24786
2022-02-17,33.76068
2022-02-18,30.1282
2022-02-19,26.7094
2022-02-20,30.34188
2022-02-21,34.18803
2022-02-22,37.39316
2022-02-23,27.5641
2022-02-24,25.64102
2022-02-25,22.43589
2022-02-26,20.94017
2022-02-27,25.8547
2022-02-28,32.90598
2022-03-01,26.92307
2022-03-02,24.14529
2022-03-03,27.13675
2022-03-04,25.42735
2022-03-05,20.94017
2022-03-06,20.29914
2022-03-07,21.36752
2022-03-08,25.0
2022-03-09,11.96581
2022-03-10,16.88034
2022-03-11,21.79487
2022-03-12,17.73504
2022-03-13,27.5641
2022-03-14,29.70085
2022-03-15,26.92307
2022-03-16,28.84615
2022-03-17,29.91452
2022-03-18,30.9829
2022-03-19,21.79487
2022-03-20,24.35897
2022-03-21,30.1282
2022-03-22,34.4017
2022-03-23,35.25641
2022-03-24,28.84615
2022-03-25,19.01709
2022-03-26,20.08547
2022-03-27,24.14529
2022-03-28,29.05982
2022-03-29,28.20512
2022-03-30,26.49572
2022-03-31,23.29059
2022-04-01,20.94017
2022-04-02,24.35897
2022-04-03,26.06837
2022-04-04,29.48717
2022-04-05,22.22222
2022-04-06,17.73504
2022-04-07,25.0
2022-04-08,25.42735
2022-04-09,16.66666
2022-04-10,17.94871
2022-04-11,20.72649
2022-04-12,28.20512
2022-04-13,23.93162
2022-04-14,20.08547
2022-04-15,23.07692
2022-04-16,25.64102
2022-04-17,32.05128
2022-04-18,28.20512
2022-04-19,30.9829
2022-04-20,24.14529
2022-04-21,27.77777
2022-04-22,28.63247
2022-04-23,20.08547
2022-04-24,21.79487
2022-04-25,31.19658
2022-04-26,31.19658
2022-04-27,32.05128
2022-04-28,27.77777
2022-04-29,29.48717
2022-04-30,17.30769
2022-05-01,21.58119
2022-05-02,31.41025
2022-05-03,27.5641
2022-05-04,20.29914
2022-05-05,27.13675
2022-05-06,20.94017
2022-05-07,25.64102
2022-05-08,19.23076
2022-05-09,31.8376
2022-05-10,36.96581
2022-05-11,34.4017
2022-05-12,29.05982
2022-05-13,23.50427
2022-05-14,26.28205
2022-05-15,22.00854
2022-05-16,32.26495
2022-05-17,30.55555
2022-05-18,30.34188
2022-05-19,24.35897
2022-05-20,28.84615
2022-05-21,23.07692
2022-05-22,23.29059
2022-05-23,23.71794
2022-05-24,27.77777
2022-05-25,20.51282
2022-05-26,25.0
2022-05-27,25.21367
2022-05-28,22.86324
2022-05-29,19.65811
2022-05-30,30.76923
2022-05-31,26.28205
2022-06-01,24.14529
2022-06-02,22.22222
2022-06-03,24.57264
2022-06-04,16.88034
2022-06-05,18.80341
2022-06-06,22.00854
2022-06-07,26.06837
2022-06-08,30.1282
2022-06-09,22.86324
2022-06-10,22.64957
2022-06-11,21.58119
2022-06-12,21.58119
2022-06-13,29.05982
2022-06-14,26.92307
2022-06-15,20.94017
2022-06-16,19.23076
2022-06-17,22.64957
2022-06-18,18.37606
2022-06-19,20.72649
2022-06-20,28.20512
2022-06-21,28.84615
2022-06-22,30.55555
2022-06-23,24.78632
2022-06-24,25.0
2022-06-25,22.00854
2022-06-26,18.80341
2022-06-27,24.57264
2022-06-28,28.84615
2022-06-29,29.2735
2022-06-30,26.28205
2022-07-01,23.50427
2022-07-02,14.31623
2022-07-03,20.29914
2022-07-04,24.14529
2022-07-05,35.04273
2022-07-06,24.78632
2022-07-07,29.2735
2022-07-08,25.21367
2022-07-09,20.72649
2022-07-10,21.15384
2022-07-11,30.55555
2022-07-12,23.93162
2022-07-13,25.8547
2022-07-14,26.92307
2022-07-15,21.58119
2022-07-16,18.16239
2022-07-17,28.20512
2022-07-18,31.62393
2022-07-19,26.49572
2022-07-20,31.41025
2022-07-21,31.62393
2022-07-22,26.28205
2022-07-23,25.42735
2022-07-24,26.92307
2022-07-25,31.41025
2022-07-26,27.35042
2022-07-27,30.9829
2022-07-28,27.5641
2022-07-29,19.01709
2022-07-30,21.58119
2022-07-31,22.64957
2022-08-01,28.84615
2022-08-02,30.55555
2022-08-03,25.21367
2022-08-04,29.91452
2022-08-05,25.64102
2022-08-06,20.51282
2022-08-07,31.19658
2022-08-08,38.24786
2022-08-09,33.76068
2022-08-10,35.25641
2022-08-11,39.95726
2022-08-12,22.64957
2022-08-13,24.35897
2022-08-14,28.63247
2022-08-15,26.49572
2022-08-16,34.82905
2022-08-17,36.96581
2022-08-18,37.39316
2022-08-19,32.26495
2022-08-20,27.99145
2022-08-21,27.77777
2022-08-22,38.88888
2022-08-23,39.74358
2022-08-24,48.50427
2022-08-25,46.58119
2022-08-26,36.32478
2022-08-27,22.22222
2022-08-28,24.57264
2022-08-29,29.70085
2022-08-30,45.29914
2022-08-31,44.87179
2022-09-01,43.58974
2022-09-02,33.11965
2022-09-03,33.76068
2022-09-04,29.48717
2022-09-05,27.99145
2022-09-06,32.26495
2022-09-07,27.13675
2022-09-08,24.57264
2022-09-09,20.08547
2022-09-10,23.07692
2022-09-11,24.14529
2022-09-12,36.53846
2022-09-13,43.58974
2022-09-14,40.17094
2022-09-15,36.11111
2022-09-16,31.8376
2022-09-17,25.0
2022-09-18,30.9829
2022-09-19,34.18803
2022-09-20,32.90598
2022-09-21,28.84615
2022-09-22,35.68376
2022-09-23,30.76923
2022-09-24,25.0
2022-09-25,33.547
2022-09-26,36.96581
2022-09-27,42.73504
2022-09-28,41.23931
2022-09-29,36.96581
2022-09-30,31.8376
2022-10-01,35.89743
2022-10-02,37.60683
2022-10-03,41.02564
2022-10-04,33.33333
2022-10-05,26.06837
2022-10-06,30.9829
2022-10-07,26.49572
2022-10-08,23.71794
2022-10-09,24.14529
2022-10-10,25.64102
2022-10-11,30.55555
2022-10-12,34.82905
2022-10-13,31.19658
2022-10-14,29.48717
2022-10-15,26.92307
2022-10-16,29.70085
2022-10-17,35.25641
2022-10-18,30.76923
2022-10-19,35.47008
2022-10-20,31.62393
2022-10-21,29.70085
2022-10-22,23.71794
2022-10-23,24.35897
2022-10-24,38.46153
2022-10-25,38.88888
2022-10-26,30.34188
2022-10-27,26.28205
2022-10-28,26.06837
2022-10-29,21.15384
2022-10-30,20.94017
2022-10-31,31.62393
2022-11-01,29.05982
2022-11-02,26.06837
2022-11-03,29.2735
2022-11-04,31.19658
2022-11-05,16.66666
2022-11-06,26.49572
2022-11-07,30.76923
2022-11-08,33.97435
2022-11-09,33.33333
2022-11-10,30.55555
2022-11-11,22.43589
2022-11-12,20.29914
2022-11-13,26.7094
2022-11-14,30.9829
2022-11-15,32.26495
2022-11-16,26.49572
2022-11-17,27.99145
2022-11-18,25.0
2022-11-19,24.78632
2022-11-20,25.8547
2022-11-21,37.39316
2022-11-22,24.35897
2022-11-23,31.62393
2022-11-24,30.55555
2022-11-25,27.13675
2022-11-26,20.29914
2022-11-27,26.7094
2022-11-28,28.63247
2022-11-29,26.92307
2022-11-30,28.20512
2022-12-01,30.55555
2022-12-02,23.93162
2022-12-03,14.74358
2022-12-04,17.52136
2022-12-05,29.2735
2022-12-06,29.70085
2022-12-07,33.97435
2022-12-08,33.547
2022-12-09,28.4188
2022-12-10,32.6923
2022-12-11,25.0
2022-12-12,42.30769
2022-12-13,35.47008
2022-12-14,35.04273
2022-12-15,30.1282
2022-12-16,28.20512
2022-12-17,23.71794
2022-12-18,30.1282
2022-12-19,31.19658
2022-12-20,32.6923
2022-12-21,31.8376
2022-12-22,33.76068
2022-12-23,29.2735
2022-12-24,16.02564
2022-12-25,23.07692
2022-12-26,29.05982
2022-12-27,33.33333
2022-12-28,26.06837
2022-12-29,31.19658
2022-12-30,20.72649
2022-12-31,16.45299
2023-01-01,26.28205
2023-01-02,38.24786
2023-01-03,29.2735
2023-01-04,26.06837
2023-01-05,25.42735
2023-01-06,30.9829
2023-01-07,27.5641
2023-01-08,27.77777
2023-01-09,34.18803
2023-01-10,30.1282
2023-01-11,34.4017
2023-01-12,37.39316
2023-01-13,31.8376
2023-01-14,25.8547
2023-01-15,28.84615
2023-01-16,34.4017
2023-01-17,35.25641
2023-01-18,27.77777
2023-01-19,33.33333
2023-01-20,26.49572
2023-01-21,19.01709
2023-01-22,20.08547
2023-01-23,18.80341
2023-01-24,30.76923
2023-01-25,34.82905
2023-01-26,32.47863
2023-01-27,30.76923
2023-01-28,24.14529
2023-01-29,27.77777
2023-01-30,34.82905
2023-01-31,33.547
2023-02-01,32.90598
2023-02-02,26.28205
2023-02-03,28.4188
2023-02-04,27.99145
2023-02-05,23.07692
2023-02-06,30.1282
2023-02-07,33.547
2023-02-08,42.52136
2023-02-09,37.60683
2023-02-10,32.90598
2023-02-11,24.57264
2023-02-12,28.63247
2023-02-13,33.11965
2023-02-14,35.25641
2023-02-15,37.17948
2023-02-16,33.76068
2023-02-17,29.05982
2023-02-18,25.0
2023-02-19,22.22222
2023-02-20,33.33333
2023-02-21,31.8376
2023-02-22,27.77777
2023-02-23,36.53846
2023-02-24,36.11111
2023-02-25,25.42735
2023-02-26,28.63247
2023-02-27,37.39316
2023-02-28,33.33333
2023-03-01,32.90598
2023-03-02,35.89743
2023-03-03,30.76923
2023-03-04,32.90598
2023-03-05,29.05982
2023-03-06,39.31623
2023-03-07,35.47008
2023-03-08,30.9829
2023-03-09,35.47008
2023-03-10,22.43589
2023-03-11,25.0
2023-03-12,31.19658
2023-03-13,25.64102
2023-03-14,29.91452
2023-03-15,28.4188
2023-03-16,24.78632
2023-03-17,32.05128
2023-03-18,26.06837
2023-03-19,20.08547
2023-03-20,30.76923
2023-03-21,31.41025
2023-03-22,30.76923
2023-03-23,24.57264
2023-03-24,27.5641
2023-03-25,18.58974
2023-03-26,25.21367
2023-03-27,27.13675
2023-03-28,29.91452
2023-03-29,22.22222
2023-03-30,28.84615
2023-03-31,22.64957
2023-04-01,17.94871
2023-04-02,21.58119
2023-04-03,23.29059
2023-04-04,27.5641
2023-04-05,28.63247
2023-04-06,26.49572
2023-04-07,23.71794
2023-04-08,19.01709
2023-04-09,24.57264
2023-04-10,29.48717
2023-04-11,36.75213
2023-04-12,34.4017
2023-04-13,25.0
2023-04-14,23.93162
2023-04-15,20.72649
2023-04-16,25.42735
2023-04-17,29.05982
2023-04-18,35.68376
2023-04-19,42.94871
2023-04-20,38.46153
2023-04-21,32.26495
2023-04-22,21.36752
2023-04-23,18.16239
2023-04-24,22.86324
2023-04-25,25.0
2023-04-26,25.42735
2023-04-27,26.28205
2023-04-28,23.71794
2023-04-29,20.08547
2023-04-30,18.80341
2023-05-01,26.49572
2023-05-02,31.62393
2023-05-03,26.7094
2023-05-04,22.43589
2023-05-05,16.66666
2023-05-06,19.65811
2023-05-07,16.23931
2023-05-08,29.48717
2023-05-09,27.35042
2023-05-10,24.35897
2023-05-11,32.47863
2023-05-12,30.9829
2023-05-13,28.20512
2023-05-14,25.42735
2023-05-15,34.61538
2023-05-16,33.97435
2023-05-17,34.4017
2023-05-18,29.05982
2023-05-19,27.35042
2023-05-20,33.97435
2023-05-21,31.19658
2023-05-22,30.55555
2023-05-23,27.5641
2023-05-24,33.76068
2023-05-25,31.19658
2023-05-26,21.36752
2023-05-27,22.64957
2023-05-28,23.71794
2023-05-29,28.20512
2023-05-30,26.7094
