date,미국채권금리
2020-03-20,2.66137
2020-03-21,1.7279
2020-03-22,1.58887
2020-03-23,2.58192
2020-03-24,2.12512
2020-03-25,2.32373
2020-03-26,1.52929
2020-03-27,1.88679
2020-03-28,1.0129
2020-03-29,0.85402
2020-03-30,0.85402
2020-03-31,0.97318
2020-04-01,0.99304
2020-04-02,1.11221
2020-04-03,1.03277
2020-04-04,0.69513
2020-04-05,0.57596
2020-04-06,0.99304
2020-04-07,0.75471
2020-04-08,0.83416
2020-04-09,0.93346
2020-04-10,0.63555
2020-04-11,0.35749
2020-04-12,0.35749
2020-04-13,0.53624
2020-04-14,0.59582
2020-04-15,0.63555
2020-04-16,0.35749
2020-04-17,0.59582
2020-04-18,0.43694
2020-04-19,0.37735
2020-04-20,0.37735
2020-04-21,0.39721
2020-04-22,0.83416
2020-04-23,0.71499
2020-04-24,0.53624
2020-04-25,0.27805
2020-04-26,0.51638
2020-04-27,0.47666
2020-04-28,0.57596
2020-04-29,0.27805
2020-04-30,0.39721
2020-05-01,0.1986
2020-05-02,0.17874
2020-05-03,0.39721
2020-05-04,0.47666
2020-05-05,0.33763
2020-05-06,0.59582
2020-05-07,0.89374
2020-05-08,0.77457
2020-05-09,0.9136
2020-05-10,0.49652
2020-05-11,0.5561
2020-05-12,0.89374
2020-05-13,0.77457
2020-05-14,0.59582
2020-05-15,0.39721
2020-05-16,0.57596
2020-05-17,0.4568
2020-05-18,0.63555
2020-05-19,0.95332
2020-05-20,0.5561
2020-05-21,0.37735
2020-05-22,0.47666
2020-05-23,0.49652
2020-05-24,0.33763
2020-05-25,0.33763
2020-05-26,0.5561
2020-05-27,0.57596
2020-05-28,0.47666
2020-05-29,0.47666
2020-05-30,0.43694
2020-05-31,0.27805
2020-06-01,0.59582
2020-06-02,0.77457
2020-06-03,0.71499
2020-06-04,0.69513
2020-06-05,0.99304
2020-06-06,0.89374
2020-06-07,0.73485
2020-06-08,1.13207
2020-06-09,0.9136
2020-06-10,0.85402
2020-06-11,1.29096
2020-06-12,1.07249
2020-06-13,1.84707
2020-06-14,0.77457
2020-06-15,0.77457
2020-06-16,0.57596
2020-06-17,0.25819
2020-06-18,0.63555
2020-06-19,0.33763
2020-06-20,0.17874
2020-06-21,0.43694
2020-06-22,0.47666
2020-06-23,0.67527
2020-06-24,0.79443
2020-06-25,0.95332
2020-06-26,0.4568
2020-06-27,0.57596
2020-06-28,0.31777
2020-06-29,0.43694
2020-06-30,0.69513
2020-07-01,0.27805
2020-07-02,0.57596
2020-07-03,0.49652
2020-07-04,0.13902
2020-07-05,0.43694
2020-07-06,0.33763
2020-07-07,0.77457
2020-07-08,0.59582
2020-07-09,0.57596
2020-07-10,0.57596
2020-07-11,0.43694
2020-07-12,0.49652
2020-07-13,0.25819
2020-07-14,0.25819
2020-07-15,0.27805
2020-07-16,0.43694
2020-07-17,0.31777
2020-07-18,0.17874
2020-07-21,0.23833
2020-07-23,0.0993
2020-07-24,0.13902
2020-07-25,0.27805
2020-07-28,0.11916
2020-07-29,0.13902
2020-07-30,0.17874
2020-08-01,0.17874
2020-08-02,0.0993
2020-08-03,0.21847
2020-08-04,0.15888
2020-08-05,0.29791
2020-08-06,0.17874
2020-08-07,0.17874
2020-08-08,0.13902
2020-08-09,0.0993
2020-08-11,0.49652
2020-08-12,1.03277
2020-08-13,0.71499
2020-08-14,0.95332
2020-08-15,0.4568
2020-08-16,0.0993
2020-08-17,0.63555
2020-08-18,0.43694
2020-08-19,0.43694
2020-08-20,0.81429
2020-08-21,1.07249
2020-08-22,0.41708
2020-08-23,0.11916
2020-08-24,0.37735
2020-08-25,0.49652
2020-08-26,0.87388
2020-08-27,0.57596
2020-08-28,1.09235
2020-08-29,0.81429
2020-08-30,0.43694
2020-08-31,0.71499
2020-09-01,0.29791
2020-09-02,0.43694
2020-09-03,0.63555
2020-09-04,0.85402
2020-09-05,0.53624
2020-09-06,0.27805
2020-09-07,0.61569
2020-09-08,0.51638
2020-09-09,0.35749
2020-09-10,0.35749
2020-09-11,0.37735
2020-09-12,0.29791
2020-09-13,0.1986
2020-09-14,0.11916
2020-09-15,0.27805
2020-09-16,0.1986
2020-09-17,0.25819
2020-09-18,0.0993
2020-09-21,0.11916
2020-09-22,0.31777
2020-09-23,0.1986
2020-09-24,0.23833
2020-09-25,0.17874
2020-09-26,0.1986
2020-09-29,0.0993
2020-09-30,0.15888
2020-10-01,0.11916
2020-10-03,0.0993
2020-10-05,0.17874
2020-10-06,0.31777
2020-10-08,0.15888
2020-10-10,0.15888
2020-10-13,0.17874
2020-10-14,0.11916
2020-10-15,0.25819
2020-10-16,0.33763
2020-10-17,0.13902
2020-10-19,0.0993
2020-10-21,0.17874
2020-10-22,0.0993
2020-10-23,0.29791
2020-10-24,0.11916
2020-10-25,0.11916
2020-10-26,0.35749
2020-10-27,0.0993
2020-10-29,0.0993
2020-10-30,0.0993
2020-10-31,0.13902
2020-11-01,0.27805
2020-11-02,0.13902
2020-11-03,0.25819
2020-11-04,0.47666
2020-11-05,0.27805
2020-11-06,0.0993
2020-11-07,0.13902
2020-11-08,0.21847
2020-11-09,0.5561
2020-11-10,0.43694
2020-11-11,0.57596
2020-11-12,0.27805
2020-11-13,0.31777
2020-11-14,0.29791
2020-11-15,0.15888
2020-11-16,0.61569
2020-11-17,0.27805
2020-11-18,0.29791
2020-11-19,0.39721
2020-11-20,0.43694
2020-11-21,0.21847
2020-11-23,0.5561
2020-11-24,0.31777
2020-11-25,0.29791
2020-11-26,0.33763
2020-11-27,0.35749
2020-11-28,0.27805
2020-11-29,0.31777
2020-11-30,0.39721
2020-12-01,0.29791
2020-12-02,0.75471
2020-12-03,0.99304
2020-12-04,0.49652
2020-12-05,0.61569
2020-12-06,0.5561
2020-12-07,0.5561
2020-12-08,0.4568
2020-12-09,0.41708
2020-12-10,0.61569
2020-12-11,0.39721
2020-12-12,0.27805
2020-12-13,0.23833
2020-12-14,0.13902
2020-12-15,0.31777
2020-12-16,0.33763
2020-12-17,0.33763
2020-12-18,0.25819
2020-12-19,0.1986
2020-12-20,0.1986
2020-12-21,0.37735
2020-12-22,0.41708
2020-12-23,0.27805
2020-12-24,0.17874
2020-12-25,0.15888
2020-12-26,0.33763
2020-12-27,0.15888
2020-12-28,0.37735
2020-12-29,0.67527
2020-12-30,0.9136
2020-12-31,0.51638
2021-01-01,0.43694
2021-01-02,0.63555
2021-01-03,0.35749
2021-01-04,0.65541
2021-01-05,0.71499
2021-01-06,1.23138
2021-01-07,2.36345
2021-01-08,3.57497
2021-01-09,1.7279
2021-01-10,1.76762
2021-01-11,6.39523
2021-01-12,14.02184
2021-01-13,10.66534
2021-01-14,7.60675
2021-01-15,7.66633
2021-01-16,4.60774
2021-01-17,2.62164
2021-01-18,4.19066
2021-01-19,4.28997
2021-01-20,2.93942
2021-01-21,2.6415
2021-01-22,3.27706
2021-01-23,2.0854
2021-01-24,1.64846
2021-01-25,2.36345
2021-01-26,3.67428
2021-01-27,3.17775
2021-01-28,2.999
2021-01-29,2.28401
2021-01-30,1.78748
2021-01-31,0.85402
2021-02-01,1.3704
2021-02-02,1.94637
2021-02-03,1.96623
2021-02-04,2.6415
2021-02-05,3.21747
2021-02-06,1.66832
2021-02-07,1.44985
2021-02-08,2.8997
2021-02-09,3.61469
2021-02-10,2.36345
2021-02-11,1.94637
2021-02-12,1.8272
2021-02-13,2.87984
2021-02-14,2.42303
2021-02-15,3.73386
2021-02-16,4.96524
2021-02-17,21.11221
2021-02-18,20.85402
2021-02-19,20.51638
2021-02-20,12.86991
2021-02-21,8.36146
2021-02-22,30.50645
2021-02-23,43.57497
2021-02-24,43.23733
2021-02-25,33.08838
2021-02-26,100.0
2021-02-27,39.32472
2021-02-28,20.39721
2021-03-01,31.91658
2021-03-02,33.20754
2021-03-03,26.77259
2021-03-04,51.20158
2021-03-05,50.54617
2021-03-06,21.11221
2021-03-07,10.00993
2021-03-08,30.10923
2021-03-09,32.47269
2021-03-10,31.4995
2021-03-11,21.39026
2021-03-12,32.09533
2021-03-13,17.59682
2021-03-14,10.74478
2021-03-15,18.8282
2021-03-16,17.37835
2021-03-17,16.94141
2021-03-18,35.25322
2021-03-19,32.3138
2021-03-20,10.42701
2021-03-21,7.22939
2021-03-22,17.6564
2021-03-23,16.34558
2021-03-24,13.34657
2021-03-25,11.0427
2021-03-26,7.96425
2021-03-27,4.42899
2021-03-28,3.03872
2021-03-29,8.12313
2021-03-30,10.98311
2021-03-31,9.81132
2021-04-01,8.95729
2021-04-02,7.76564
2021-04-03,4.68718
2021-04-04,3.39622
2021-04-05,7.72591
2021-04-06,7.58689
2021-04-07,6.43495
2021-04-08,4.6276
2021-04-09,4.19066
2021-04-10,2.52234
2021-04-11,1.52929
2021-04-12,3.17775
2021-04-13,4.74677
2021-04-14,3.87288
2021-04-15,4.09136
2021-04-16,3.67428
2021-04-17,5.14399
2021-04-18,4.01191
2021-04-19,5.32274
2021-04-20,6.47467
2021-04-21,5.22343
2021-04-22,4.21052
2021-04-23,3.53525
2021-04-24,1.64846
2021-04-25,1.25124
2021-04-26,2.52234
2021-04-27,2.6415
2021-04-28,3.77358
2021-04-29,3.53525
2021-04-30,3.15789
2021-05-01,1.3704
2021-05-02,1.11221
2021-05-03,1.86693
2021-05-04,2.32373
2021-05-05,3.31678
2021-05-06,2.50248
2021-05-07,2.48262
2021-05-08,1.50943
2021-05-09,0.67527
2021-05-10,1.48957
2021-05-11,3.29692
2021-05-12,3.89275
2021-05-13,6.23634
2021-05-14,4.72691
2021-05-15,2.14498
2021-05-16,1.07249
2021-05-17,5.0844
2021-05-18,5.0844
2021-05-19,3.8133
2021-05-20,4.21052
2021-05-21,3.27706
2021-05-22,2.32373
2021-05-23,1.39026
2021-05-24,3.23733
2021-05-25,4.74677
2021-05-26,5.64051
2021-05-27,4.82621
2021-05-28,3.37636
2021-05-29,1.68818
2021-05-30,0.97318
2021-05-31,1.50943
2021-06-01,4.5283
2021-06-02,3.21747
2021-06-03,5.0844
2021-06-04,5.16385
2021-06-05,2.48262
2021-06-06,1.54915
2021-06-07,4.2701
2021-06-08,4.86593
2021-06-09,5.14399
2021-06-10,6.73286
2021-06-11,6.51439
2021-06-12,2.48262
2021-06-13,1.3704
2021-06-14,4.60774
2021-06-15,6.65342
2021-06-16,7.44786
2021-06-17,7.8848
2021-06-18,8.22244
2021-06-19,4.94538
2021-06-20,2.24428
2021-06-21,7.40814
2021-06-22,6.91161
2021-06-23,5.54121
