date,하나은행파킹통장
2021-04-13,3.27868
2021-04-14,5.57377
2021-04-15,3.93442
2021-04-16,3.11475
2021-04-17,1.63934
2021-04-18,1.80327
2021-04-19,0.81967
2021-04-20,1.96721
2021-04-21,2.13114
2021-04-22,1.31147
2021-04-23,2.29508
2021-04-24,1.4754
2021-04-25,1.14754
2021-04-26,2.95081
2021-04-27,1.96721
2021-04-28,1.96721
2021-04-29,7.04918
2021-04-30,1.4754
2021-05-01,1.80327
2021-05-02,0.9836
2021-05-03,1.80327
2021-05-04,3.60655
2021-05-06,0.9836
2021-05-07,1.14754
2021-05-08,1.4754
2021-05-14,2.13114
2021-05-16,1.63934
2021-05-17,0.9836
2021-05-18,1.14754
2021-05-19,0.81967
2021-05-20,1.4754
2021-05-21,1.63934
2021-05-23,0.81967
2021-05-25,0.81967
2021-05-31,0.81967
2021-06-04,1.63934
2021-06-06,0.9836
2021-06-07,0.9836
2021-06-08,0.81967
2021-06-12,0.81967
2021-06-15,0.81967
2021-06-17,0.81967
2021-06-18,1.14754
2021-06-19,0.81967
2021-06-22,0.81967
2021-06-24,1.14754
2021-06-25,0.81967
2021-07-06,1.31147
2021-07-12,1.63934
2021-07-15,1.80327
2021-07-19,1.31147
2021-07-23,2.13114
2021-07-24,0.81967
2021-07-26,0.81967
2021-07-29,1.4754
2021-08-01,0.81967
2021-08-04,1.63934
2021-08-06,0.81967
2021-08-09,0.81967
2021-08-10,1.14754
2021-08-11,1.63934
2021-08-12,0.9836
2021-08-13,0.81967
2021-08-14,1.31147
2021-08-17,0.9836
2021-08-18,0.81967
2021-08-21,2.13114
2021-08-24,0.81967
2021-08-26,1.14754
2021-08-31,0.81967
2021-09-07,0.9836
2021-09-08,1.31147
2021-09-10,0.81967
2021-09-11,2.29508
2021-09-13,1.14754
2021-09-16,2.62295
2021-09-17,3.11475
2021-09-18,1.4754
2021-09-19,10.65573
2021-09-20,4.42622
2021-09-21,1.96721
2021-09-22,2.78688
2021-09-23,4.42622
2021-09-24,3.77049
2021-09-25,1.80327
2021-09-26,2.13114
2021-09-27,3.93442
2021-09-28,2.62295
2021-09-29,2.13114
2021-09-30,3.27868
2021-10-01,2.78688
2021-10-04,2.29508
2021-10-05,3.77049
2021-10-06,2.29508
2021-10-07,1.96721
2021-10-08,2.29508
2021-10-10,1.31147
2021-10-11,0.9836
2021-10-12,3.11475
2021-10-13,2.29508
2021-10-14,1.96721
2021-10-15,1.14754
2021-10-17,0.81967
2021-10-18,1.63934
2021-10-19,1.63934
2021-10-21,1.31147
2021-10-22,2.13114
2021-10-25,2.95081
2021-10-26,1.63934
2021-10-27,1.31147
2021-10-28,0.81967
2021-10-29,1.63934
2021-10-30,0.9836
2021-11-02,1.14754
2021-11-03,1.80327
2021-11-04,0.9836
2021-11-05,2.29508
2021-11-09,1.14754
2021-11-11,1.80327
2021-11-12,1.80327
2021-11-15,0.9836
2021-11-16,0.9836
2021-11-18,1.14754
2021-11-20,1.4754
2021-11-24,0.81967
2021-11-25,1.31147
2021-11-26,0.81967
2021-11-27,1.4754
2021-11-28,0.81967
2021-11-29,1.96721
2021-11-30,1.4754
2021-12-01,2.45901
2021-12-02,4.59016
2021-12-03,1.96721
2021-12-05,1.96721
2021-12-06,3.11475
2021-12-07,2.95081
2021-12-08,0.9836
2021-12-09,1.4754
2021-12-10,1.4754
2021-12-11,1.14754
2021-12-12,1.31147
2021-12-13,1.14754
2021-12-14,0.81967
2021-12-15,1.96721
2021-12-16,1.96721
2021-12-18,1.4754
2021-12-20,1.96721
2021-12-21,1.4754
2021-12-22,1.96721
2021-12-23,2.13114
2021-12-24,0.81967
2021-12-26,1.31147
2021-12-27,2.95081
2021-12-28,1.14754
2021-12-29,1.14754
2021-12-30,4.26229
2021-12-31,3.11475
2022-01-01,1.14754
2022-01-02,1.63934
2022-01-03,2.13114
2022-01-04,3.11475
2022-01-05,4.26229
2022-01-06,2.78688
2022-01-07,1.96721
2022-01-08,2.13114
2022-01-09,0.9836
2022-01-10,1.14754
2022-01-11,2.13114
2022-01-12,1.4754
2022-01-13,1.4754
2022-01-14,1.14754
2022-01-15,0.81967
2022-01-16,0.81967
2022-01-17,1.14754
2022-01-18,1.14754
2022-01-19,2.13114
2022-01-20,3.44262
2022-01-21,6.88524
2022-01-22,2.29508
2022-01-23,2.13114
2022-01-24,2.13114
2022-01-25,3.60655
2022-01-26,1.80327
2022-01-27,2.62295
2022-01-28,1.31147
2022-01-29,1.80327
2022-01-30,1.4754
2022-01-31,0.81967
2022-02-01,2.78688
2022-02-02,2.78688
2022-02-03,2.13114
2022-02-04,1.96721
2022-02-05,1.80327
2022-02-06,3.44262
2022-02-07,2.13114
2022-02-08,2.78688
2022-02-09,1.14754
2022-02-10,2.78688
2022-02-11,1.14754
2022-02-12,1.4754
2022-02-14,1.80327
2022-02-15,1.80327
2022-02-16,2.13114
2022-02-19,2.62295
2022-02-20,2.45901
2022-02-21,1.14754
2022-02-22,2.29508
2022-02-23,3.11475
2022-02-24,1.80327
2022-02-25,1.31147
2022-02-26,1.80327
2022-02-28,3.77049
2022-03-01,1.63934
2022-03-02,0.9836
2022-03-03,1.63934
2022-03-04,1.63934
2022-03-06,1.14754
2022-03-07,0.81967
2022-03-08,0.81967
2022-03-09,1.14754
2022-03-10,1.14754
2022-03-11,1.63934
2022-03-12,1.63934
2022-03-13,1.96721
2022-03-14,2.62295
2022-03-15,2.29508
2022-03-16,1.31147
2022-03-17,0.81967
2022-03-18,0.9836
2022-03-19,1.14754
2022-03-20,1.14754
2022-03-21,1.63934
2022-03-22,2.29508
2022-03-23,3.11475
2022-03-24,1.4754
2022-03-25,1.63934
2022-03-26,1.31147
2022-03-27,1.80327
2022-03-28,2.45901
2022-03-29,0.81967
2022-03-30,1.4754
2022-03-31,1.31147
2022-04-01,1.4754
2022-04-02,0.81967
2022-04-03,1.80327
2022-04-04,1.14754
2022-04-05,1.63934
2022-04-06,0.9836
2022-04-07,1.63934
2022-04-08,1.63934
2022-04-11,2.62295
2022-04-12,1.14754
2022-04-13,1.14754
2022-04-14,1.31147
2022-04-15,1.14754
2022-04-16,1.14754
2022-04-17,0.9836
2022-04-18,4.75409
2022-04-19,6.55737
2022-04-20,5.08196
2022-04-21,5.7377
2022-04-22,3.11475
2022-04-23,1.63934
2022-04-24,1.4754
2022-04-25,3.27868
2022-04-26,1.14754
2022-04-27,2.13114
2022-04-29,1.63934
2022-05-02,1.14754
2022-05-03,0.81967
2022-05-05,0.9836
2022-05-06,0.81967
2022-05-07,0.9836
2022-05-08,1.14754
2022-05-09,1.80327
2022-05-14,0.9836
2022-05-15,0.9836
2022-05-16,1.14754
2022-05-17,1.31147
2022-05-18,1.14754
2022-05-19,1.31147
2022-05-20,0.9836
2022-05-24,1.14754
2022-05-25,1.31147
2022-05-26,1.14754
2022-05-27,2.78688
2022-05-28,2.62295
2022-05-29,1.96721
2022-05-30,4.42622
2022-05-31,2.78688
2022-06-01,1.4754
2022-06-02,5.7377
2022-06-03,6.2295
2022-06-04,1.96721
2022-06-05,2.29508
2022-06-06,3.11475
2022-06-07,10.32786
2022-06-08,6.72131
2022-06-09,4.91803
2022-06-10,4.91803
2022-06-11,2.13114
2022-06-12,3.93442
2022-06-13,7.21311
2022-06-14,7.86885
2022-06-15,7.04918
2022-06-16,2.95081
2022-06-17,3.44262
2022-06-18,2.13114
2022-06-19,3.60655
2022-06-20,6.2295
2022-06-21,5.7377
2022-06-22,5.7377
2022-06-23,2.95081
2022-06-24,3.11475
2022-06-25,3.11475
2022-06-26,1.14754
2022-06-27,5.08196
2022-06-28,5.2459
2022-06-29,6.55737
2022-06-30,6.39344
2022-07-01,3.11475
2022-07-02,3.11475
2022-07-03,2.95081
2022-07-04,2.62295
2022-07-05,3.93442
2022-07-06,2.29508
2022-07-07,4.59016
2022-07-08,2.29508
2022-07-09,0.9836
2022-07-10,1.4754
2022-07-11,2.13114
2022-07-12,5.40983
2022-07-13,4.26229
2022-07-14,4.75409
2022-07-15,3.11475
2022-07-16,2.62295
2022-07-17,4.26229
2022-07-18,7.37704
2022-07-19,6.55737
2022-07-20,14.42622
2022-07-21,10.32786
2022-07-22,10.32786
2022-07-23,3.11475
2022-07-24,4.26229
2022-07-25,8.03278
2022-07-26,7.04918
2022-07-27,4.91803
2022-07-28,6.39344
2022-07-29,6.39344
2022-07-30,1.96721
2022-07-31,4.09836
2022-08-01,6.55737
2022-08-02,3.93442
2022-08-03,5.40983
2022-08-04,3.44262
2022-08-05,4.09836
2022-08-06,1.31147
2022-08-07,1.80327
2022-08-08,5.08196
2022-08-09,3.93442
2022-08-10,3.60655
2022-08-11,2.78688
2022-08-12,3.27868
2022-08-13,1.63934
2022-08-14,1.31147
2022-08-15,3.44262
2022-08-16,5.40983
2022-08-17,4.75409
2022-08-18,7.21311
2022-08-19,8.68852
2022-08-20,2.13114
2022-08-21,3.77049
2022-08-22,5.57377
2022-08-23,5.40983
2022-08-24,4.59016
2022-08-25,4.75409
2022-08-26,5.90163
2022-08-27,3.60655
2022-08-28,2.62295
2022-08-29,6.88524
2022-08-30,3.77049
2022-08-31,4.42622
2022-09-01,3.60655
2022-09-02,5.08196
2022-09-03,1.63934
2022-09-04,0.81967
2022-09-05,2.45901
2022-09-06,4.42622
2022-09-07,2.45901
2022-09-08,4.59016
2022-09-09,2.62295
2022-09-10,0.81967
2022-09-11,1.80327
2022-09-12,4.09836
2022-09-13,5.40983
2022-09-14,9.01639
2022-09-15,8.03278
2022-09-16,6.39344
2022-09-17,22.62295
2022-09-18,36.55737
2022-09-19,41.31147
2022-09-20,28.68852
2022-09-21,25.7377
2022-09-22,17.70491
2022-09-23,16.2295
2022-09-24,7.37704
2022-09-25,8.19672
2022-09-26,11.4754
2022-09-27,11.63934
2022-09-28,10.16393
2022-09-29,11.31147
2022-09-30,9.50819
2022-10-01,5.57377
2022-10-02,8.85245
2022-10-03,12.29508
2022-10-04,15.7377
2022-10-05,19.18032
2022-10-06,22.13114
2022-10-07,15.7377
2022-10-08,9.01639
2022-10-09,4.75409
2022-10-10,15.2459
2022-10-11,24.09836
2022-10-12,21.80327
2022-10-13,23.77049
2022-10-14,20.32786
2022-10-15,13.11475
2022-10-16,19.67213
2022-10-17,24.42622
2022-10-18,27.04918
2022-10-19,46.55737
2022-10-20,44.26229
2022-10-21,35.57377
2022-10-22,12.45901
2022-10-23,15.2459
2022-10-24,30.16393
2022-10-25,34.09836
2022-10-26,37.70491
2022-10-27,30.9836
2022-10-28,23.77049
2022-10-29,17.70491
2022-10-30,13.27868
2022-10-31,34.91803
2022-11-01,27.86885
2022-11-02,29.34426
2022-11-03,46.2295
2022-11-04,34.26229
2022-11-05,14.26229
2022-11-06,13.27868
2022-11-07,20.0
2022-11-08,17.70491
2022-11-09,22.45901
2022-11-10,26.06557
2022-11-11,19.01639
2022-11-12,9.67213
2022-11-13,11.96721
2022-11-14,25.40983
2022-11-15,20.81967
2022-11-16,19.34426
2022-11-17,17.37704
2022-11-18,19.18032
2022-11-19,11.80327
2022-11-20,10.65573
2022-11-21,18.52459
2022-11-22,17.86885
2022-11-23,19.34426
2022-11-24,15.08196
2022-11-25,17.21311
2022-11-26,11.31147
2022-11-27,12.29508
2022-11-28,20.16393
2022-11-29,16.39344
2022-11-30,18.85245
2022-12-01,17.04918
2022-12-02,12.45901
2022-12-03,4.91803
2022-12-04,7.54098
2022-12-05,11.80327
2022-12-06,10.81967
2022-12-07,11.63934
2022-12-08,11.96721
2022-12-09,13.60655
2022-12-10,6.06557
2022-12-11,6.88524
2022-12-12,12.29508
2022-12-13,13.11475
2022-12-14,12.78688
2022-12-15,100.0
2022-12-16,14.26229
2022-12-17,8.19672
2022-12-18,6.88524
2022-12-19,13.11475
2022-12-20,9.67213
2022-12-21,12.13114
2022-12-22,13.11475
2022-12-23,22.29508
2022-12-24,8.68852
2022-12-25,9.34426
2022-12-26,17.86885
2022-12-27,16.06557
2022-12-28,16.72131
2022-12-29,14.91803
2022-12-30,17.70491
2022-12-31,7.70491
2023-01-01,12.13114
2023-01-02,17.21311
2023-01-03,14.26229
2023-01-04,16.06557
2023-01-05,14.75409
2023-01-06,13.93442
2023-01-07,11.96721
2023-01-08,10.16393
2023-01-09,15.40983
2023-01-10,18.36065
2023-01-11,16.39344
2023-01-12,12.45901
2023-01-13,19.34426
2023-01-14,8.85245
2023-01-15,8.36065
2023-01-16,21.31147
2023-01-17,20.32786
2023-01-18,17.54098
2023-01-19,15.08196
2023-01-20,16.88524
2023-01-21,16.2295
2023-01-22,13.77049
2023-01-23,11.63934
2023-01-24,12.78688
2023-01-25,21.31147
2023-01-26,16.72131
2023-01-27,17.70491
2023-01-28,10.0
2023-01-29,13.11475
2023-01-30,14.42622
2023-01-31,17.86885
2023-02-01,12.29508
2023-02-02,14.91803
2023-02-03,12.95081
2023-02-04,8.19672
2023-02-05,7.04918
2023-02-06,14.59016
2023-02-07,11.14754
2023-02-08,10.81967
2023-02-09,9.34426
2023-02-10,9.50819
2023-02-11,9.83606
2023-02-12,7.37704
2023-02-13,11.63934
2023-02-14,10.4918
2023-02-15,12.62295
2023-02-16,10.0
2023-02-17,9.67213
2023-02-18,6.55737
2023-02-19,6.72131
2023-02-20,12.62295
2023-02-21,12.13114
2023-02-22,10.32786
2023-02-23,10.0
2023-02-24,12.95081
2023-02-25,9.83606
2023-02-26,9.83606
2023-02-27,13.93442
2023-02-28,18.52459
2023-03-01,14.42622
2023-03-02,11.4754
2023-03-03,8.03278
2023-03-04,4.26229
2023-03-05,9.01639
2023-03-06,11.96721
2023-03-07,8.68852
2023-03-08,9.34426
2023-03-09,7.86885
2023-03-10,10.65573
2023-03-11,6.39344
2023-03-12,7.70491
2023-03-13,11.63934
2023-03-14,8.19672
2023-03-15,9.50819
2023-03-16,9.67213
2023-03-17,6.88524
2023-03-18,6.72131
2023-03-19,5.7377
2023-03-20,13.27868
2023-03-21,14.26229
2023-03-22,12.78688
2023-03-23,8.52459
2023-03-24,11.80327
2023-03-25,8.36065
2023-03-26,9.34426
2023-03-27,13.93442
2023-03-28,12.29508
2023-03-29,14.42622
2023-03-30,10.9836
2023-03-31,10.0
2023-04-01,3.60655
2023-04-02,5.2459
2023-04-03,11.96721
2023-04-04,5.90163
2023-04-05,6.88524
2023-04-06,9.18032
2023-04-07,6.55737
2023-04-08,5.57377
2023-04-09,2.45901
2023-04-10,9.83606
2023-04-11,9.01639
2023-04-12,9.50819
2023-04-13,8.85245
2023-04-14,8.19672
2023-04-15,9.50819
2023-04-16,11.14754
2023-04-17,26.72131
2023-04-18,18.85245
2023-04-19,16.2295
2023-04-20,14.26229
2023-04-21,13.11475
2023-04-22,6.55737
2023-04-23,6.72131
2023-04-24,10.9836
2023-04-25,13.27868
2023-04-26,12.29508
2023-04-27,10.32786
2023-04-28,12.29508
2023-04-29,5.2459
2023-04-30,5.40983
2023-05-01,9.67213
2023-05-02,7.86885
2023-05-03,8.36065
2023-05-04,9.18032
2023-05-05,6.72131
2023-05-06,4.75409
2023-05-07,3.44262
2023-05-08,10.4918
2023-05-09,10.16393
2023-05-10,8.85245
2023-05-11,10.0
2023-05-12,7.86885
2023-05-13,10.81967
2023-05-14,10.0
2023-05-15,16.2295
2023-05-16,17.86885
2023-05-17,13.27868
2023-05-18,15.7377
2023-05-19,8.52459
2023-05-20,8.19672
2023-05-21,6.39344
2023-05-22,9.01639
2023-05-23,8.52459
2023-05-24,11.96721
2023-05-25,13.60655
2023-05-26,8.36065
2023-05-27,7.21311
2023-05-28,5.08196
2023-05-29,8.68852
2023-05-30,9.83606
2023-05-31,12.62295
2023-06-01,8.19672
2023-06-02,9.34426
2023-06-03,3.60655
2023-06-04,4.26229
2023-06-05,9.01639
2023-06-06,5.90163
2023-06-07,11.63934
2023-06-08,10.65573
2023-06-09,11.31147
2023-06-10,7.04918
2023-06-11,6.72131
2023-06-12,12.78688
2023-06-13,58.19672
2023-06-14,14.26229
2023-06-15,13.93442
2023-06-16,8.19672
2023-06-17,6.39344
2023-06-18,6.55737
2023-06-19,11.96721
2023-06-20,10.4918
2023-06-21,13.11475
2023-06-22,5.7377
2023-06-23,8.68852
2023-06-24,5.90163
2023-06-25,7.37704
2023-06-26,10.16393
2023-06-27,10.9836
2023-06-28,12.95081
2023-06-29,11.31147
2023-06-30,10.9836
2023-07-01,6.88524
2023-07-02,6.55737
2023-07-03,10.32786
2023-07-04,11.4754
2023-07-05,10.65573
2023-07-06,11.63934
2023-07-07,16.06557
2023-07-08,6.06557
2023-07-09,8.19672
2023-07-10,13.93442
2023-07-11,11.31147
2023-07-12,9.34426
2023-07-13,11.14754
2023-07-14,11.14754
2023-07-15,4.91803
2023-07-16,4.59016
2023-07-17,10.0
2023-07-18,6.55737
2023-07-19,9.67213
2023-07-20,8.52459
2023-07-21,10.16393
2023-07-22,4.75409
2023-07-23,6.39344
2023-07-24,9.34426
2023-07-25,9.67213
2023-07-26,11.31147
2023-07-27,7.54098
2023-07-28,7.21311
2023-07-29,4.59016
2023-07-30,5.7377
2023-07-31,9.34426
2023-08-01,10.4918
2023-08-02,9.50819
2023-08-03,8.19672
2023-08-04,7.21311
2023-08-05,2.95081
2023-08-06,3.93442
2023-08-07,8.52459
2023-08-08,7.21311
2023-08-09,8.36065
2023-08-10,8.85245
2023-08-11,6.88524
2023-08-12,4.75409
2023-08-13,4.09836
2023-08-14,11.4754
2023-08-15,8.03278
2023-08-16,6.72131
2023-08-17,6.55737
2023-08-18,5.57377
2023-08-19,4.91803
2023-08-20,5.2459
2023-08-21,9.67213
2023-08-22,8.52459
2023-08-23,10.32786
2023-08-24,9.34426
2023-08-25,10.16393
2023-08-26,7.70491
2023-08-27,5.90163
2023-08-28,14.26229
2023-08-29,10.65573
2023-08-30,9.18032
2023-08-31,8.03278
2023-09-01,9.50819
2023-09-02,5.57377
2023-09-03,6.55737
2023-09-04,9.67213
2023-09-05,10.81967
2023-09-06,9.50819
2023-09-07,7.37704
2023-09-08,8.85245
2023-09-09,5.57377
2023-09-10,7.04918
2023-09-11,15.57377
2023-09-12,11.4754
2023-09-13,9.01639
2023-09-14,8.68852
2023-09-15,7.70491
2023-09-16,6.2295
2023-09-17,4.91803
2023-09-18,9.01639
2023-09-19,8.19672
2023-09-20,9.83606
2023-09-21,9.18032
2023-09-22,8.52459
2023-09-23,5.90163
2023-09-24,5.90163
2023-09-25,8.85245
2023-09-26,8.52459
2023-09-27,8.52459
2023-09-28,5.90163
2023-09-29,7.86885
2023-09-30,5.2459
2023-10-01,7.04918
2023-10-02,5.7377
2023-10-03,11.31147
2023-10-04,13.44262
2023-10-05,10.16393
2023-10-06,9.83606
2023-10-07,5.2459
2023-10-08,4.75409
2023-10-09,6.88524
2023-10-10,10.81967
2023-10-11,10.9836
2023-10-12,10.0
2023-10-13,8.36065
2023-10-14,5.08196
2023-10-15,8.36065
2023-10-16,11.14754
2023-10-17,7.70491
2023-10-18,9.34426
2023-10-19,13.27868
2023-10-20,12.78688
2023-10-21,8.03278
2023-10-22,7.54098
2023-10-23,11.80327
2023-10-24,13.77049
2023-10-25,13.93442
2023-10-26,10.81967
2023-10-27,9.34426
2023-10-28,5.08196
2023-10-29,6.88524
2023-10-30,16.55737
2023-10-31,12.95081
2023-11-01,14.42622
2023-11-02,10.65573
2023-11-03,8.68852
2023-11-04,5.2459
2023-11-05,5.40983
2023-11-06,7.86885
2023-11-07,10.0
2023-11-08,6.39344
2023-11-09,9.67213
2023-11-10,6.2295
2023-11-11,4.59016
2023-11-12,5.2459
2023-11-13,6.2295
2023-11-14,8.36065
2023-11-15,9.67213
2023-11-16,9.67213
2023-11-17,9.67213
2023-11-18,6.55737
2023-11-19,7.21311
2023-11-20,12.62295
2023-11-21,12.62295
2023-11-22,8.36065
2023-11-23,10.32786
2023-11-24,10.32786
2023-11-25,6.06557
2023-11-26,6.88524
2023-11-27,8.36065
2023-11-28,8.03278
2023-11-29,6.72131
2023-11-30,10.4918
2023-12-01,12.29508
2023-12-02,5.7377
2023-12-03,8.36065
2023-12-04,10.65573
2023-12-05,8.52459
2023-12-06,13.11475
2023-12-07,7.70491
2023-12-08,6.72131
2023-12-09,5.08196
2023-12-10,5.40983
2023-12-11,11.4754
2023-12-12,12.78688
2023-12-13,13.27868
2023-12-14,11.14754
2023-12-15,14.26229
2023-12-16,6.06557
2023-12-17,6.88524
2023-12-18,9.01639
2023-12-19,11.80327
2023-12-20,11.4754
2023-12-21,14.09836
2023-12-22,13.27868
2023-12-23,7.21311
2023-12-24,7.54098
2023-12-25,8.68852
2023-12-26,14.91803
2023-12-27,14.75409
2023-12-28,13.44262
2023-12-29,12.95081
2023-12-30,7.37704
2023-12-31,6.39344
2024-01-01,10.65573
2024-01-02,16.39344
2024-01-03,15.57377
2024-01-04,13.60655
2024-01-05,11.80327
2024-01-06,7.86885
2024-01-07,10.4918
2024-01-08,15.08196
2024-01-09,12.13114
2024-01-10,16.72131
2024-01-11,13.77049
2024-01-12,10.65573
2024-01-13,5.2459
2024-01-14,9.34426
2024-01-15,17.04918
2024-01-16,17.04918
2024-01-17,13.93442
2024-01-18,13.44262
2024-01-19,17.70491
2024-01-20,10.4918
2024-01-21,10.32786
2024-01-22,16.72131
2024-01-23,16.2295
2024-01-24,11.4754
2024-01-25,22.29508
2024-01-26,18.36065
2024-01-27,14.59016
2024-01-28,16.39344
2024-01-29,23.93442
2024-01-30,20.65573
2024-01-31,22.95081
2024-02-01,26.39344
2024-02-02,20.4918
2024-02-03,13.44262
2024-02-04,15.90163
2024-02-05,16.72131
