date,아마존주가
2020-07-18,14.43467
2020-07-19,6.62441
2020-07-20,17.33796
2020-07-21,40.91869
2020-07-22,30.68902
2020-07-23,26.11599
2020-07-24,23.95556
2020-07-25,16.193
2020-07-26,12.3901
2020-07-27,15.83179
2020-07-28,21.84284
2020-07-29,20.28215
2020-07-30,20.55476
2020-07-31,30.06883
2020-08-01,17.3993
2020-08-02,7.93975
2020-08-03,18.84413
2020-08-04,26.62713
2020-08-05,21.468
2020-08-06,24.39855
2020-08-07,24.28269
2020-08-08,14.70728
2020-08-09,8.36911
2020-08-10,15.51829
2020-08-11,21.40666
2020-08-12,22.5857
2020-08-13,24.58256
2020-08-14,21.39303
2020-08-15,12.72405
2020-08-16,6.73345
2020-08-17,10.80896
2020-08-18,23.6148
2020-08-19,27.5063
2020-08-20,28.22871
2020-08-21,27.13146
2020-08-22,18.13535
2020-08-23,9.74579
2020-08-24,20.52749
2020-08-25,28.33094
2020-08-26,32.16111
2020-08-27,39.92366
2020-08-28,36.46152
2020-08-29,23.2127
2020-08-30,15.80453
2020-08-31,26.36134
2020-09-01,49.57404
2020-09-02,51.40053
2020-09-03,51.03932
2020-09-04,61.57568
2020-09-05,39.91003
2020-09-06,14.78906
2020-09-07,20.39119
2020-09-08,35.68459
2020-09-09,58.47474
2020-09-10,47.96565
2020-09-11,43.80154
2020-09-12,29.43501
2020-09-13,11.20425
2020-09-14,24.88925
2020-09-15,48.4359
2020-09-16,42.40441
2020-09-17,42.43849
2020-09-18,41.60703
2020-09-19,32.86989
2020-09-20,11.42234
2020-09-21,26.17051
2020-09-22,46.95699
2020-09-23,48.91296
2020-09-24,52.87943
2020-09-25,42.07728
2020-09-26,26.24548
2020-09-27,9.15968
2020-09-28,20.54112
2020-09-29,33.85129
2020-09-30,27.53356
2020-10-01,31.56137
2020-10-02,35.24841
2020-10-03,28.92387
2020-10-04,11.19062
2020-10-05,20.90233
2020-10-06,34.21249
2020-10-07,31.15245
2020-10-08,31.28876
2020-10-09,26.83841
2020-10-10,22.45621
2020-10-11,9.18012
2020-10-12,21.78831
2020-10-13,45.19184
2020-10-14,35.88223
2020-10-15,32.57002
2020-10-16,28.76712
2020-10-17,20.68424
2020-10-18,8.06924
2020-10-19,16.71778
2020-10-20,27.00879
2020-10-21,29.04654
2020-10-22,29.85074
2020-10-23,26.04102
2020-10-24,16.49287
2020-10-25,6.6653
2020-10-26,15.9681
2020-10-27,26.27956
2020-10-28,27.13828
2020-10-29,31.82035
2020-10-30,31.07748
2020-10-31,22.97417
2020-11-01,8.94159
2020-11-02,16.55421
2020-11-03,33.10843
2020-11-04,31.95665
2020-11-05,42.13862
2020-11-06,33.07435
2020-11-07,20.32985
2020-11-08,7.83752
2020-11-09,20.32985
2020-11-10,42.80651
2020-11-11,39.94411
2020-11-12,33.66046
2020-11-13,28.37865
2020-11-14,20.89552
2020-11-15,6.38587
2020-11-16,18.63286
2020-11-17,31.3978
2020-11-18,33.78313
2020-11-19,32.71996
2020-11-20,31.43188
2020-11-21,23.24677
2020-11-22,9.664
2020-11-23,16.24071
2020-11-24,32.93123
2020-11-25,37.51789
2020-11-26,32.46098
2020-11-27,24.05097
2020-11-28,24.13957
2020-11-29,10.54317
2020-11-30,17.79458
2020-12-01,30.91392
2020-12-02,31.20697
2020-12-03,30.87303
2020-12-04,29.15559
2020-12-05,23.26722
2020-12-06,9.56859
2020-12-07,19.04859
2020-12-08,35.44605
2020-12-09,33.91944
2020-12-10,34.4374
2020-12-11,31.69086
2020-12-12,20.56839
2020-12-13,9.65037
2020-12-14,15.89995
2020-12-15,30.7708
2020-12-16,32.23607
2020-12-17,33.33333
2020-12-18,29.61902
2020-12-19,24.07823
2020-12-20,10.89756
2020-12-21,17.78095
2020-12-22,32.23607
2020-12-23,31.91576
2020-12-24,29.03973
2020-12-25,21.01138
2020-12-26,10.59088
2020-12-27,10.99298
2020-12-28,17.37885
2020-12-29,36.70006
2020-12-30,35.5551
2020-12-31,28.75349
2021-01-01,22.11545
2021-01-02,16.55421
2021-01-03,14.70047
2021-01-04,25.01874
2021-01-05,42.26129
2021-01-06,41.40257
2021-01-07,44.29223
2021-01-08,58.31799
2021-01-09,44.31268
2021-01-10,21.45437
2021-01-11,35.64369
2021-01-12,49.68309
2021-01-13,47.99972
2021-01-14,46.86158
2021-01-15,42.80651
2021-01-16,28.65126
2021-01-17,14.72091
2021-01-18,19.50521
2021-01-19,27.88795
2021-01-20,36.60464
2021-01-21,50.05792
2021-01-22,47.27049
2021-01-23,29.53043
2021-01-24,13.22837
2021-01-25,22.51073
2021-01-26,40.59837
2021-01-27,38.32208
2021-01-28,39.93048
2021-01-29,37.15668
2021-01-30,25.52988
2021-01-31,10.49546
2021-02-01,15.81135
2021-02-02,41.04136
2021-02-03,56.12349
2021-02-04,44.16274
2021-02-05,37.78368
2021-02-06,24.93695
2021-02-07,10.5568
2021-02-08,17.95815
2021-02-09,31.7113
2021-02-10,28.66489
2021-02-11,25.32542
2021-02-12,26.10918
2021-02-13,31.17971
2021-02-14,16.34294
2021-02-15,21.74061
2021-02-16,26.10918
2021-02-17,34.92128
2021-02-18,34.70319
2021-02-19,32.33149
2021-02-20,25.81612
2021-02-21,11.16336
2021-02-22,14.88448
2021-02-23,32.31786
2021-02-24,34.526
2021-02-25,33.01983
2021-02-26,34.85994
2021-02-27,25.60485
2021-02-28,11.98118
2021-03-01,12.75812
2021-03-02,27.24732
2021-03-03,26.38178
2021-03-04,29.93934
2021-03-05,33.36059
2021-03-06,28.47406
2021-03-07,11.77673
2021-03-08,16.96994
2021-03-09,35.33701
2021-03-10,35.56873
2021-03-11,34.41695
2021-03-12,38.87412
2021-03-13,25.47536
2021-03-14,11.08157
2021-03-15,16.04307
2021-03-16,28.84209
2021-03-17,26.77707
2021-03-18,28.82164
2021-03-19,27.15191
2021-03-20,19.49158
2021-03-21,7.59899
2021-03-22,14.77543
2021-03-23,25.23001
2021-03-24,24.26225
2021-03-25,23.11729
2021-03-26,23.38989
2021-03-27,19.0554
2021-03-28,7.25822
2021-03-29,13.11251
2021-03-30,23.09684
2021-03-31,21.93143
2021-04-01,22.21767
2021-04-02,24.26906
2021-04-03,13.07162
2021-04-04,7.23778
2021-04-05,14.61187
2021-04-06,27.79254
2021-04-07,24.419
2021-04-08,24.9574
2021-04-09,24.52122
2021-04-10,20.37756
2021-04-11,8.02835
2021-04-12,15.94765
2021-04-13,26.2523
2021-04-14,28.95113
2021-04-15,26.38178
2021-04-16,25.74115
2021-04-17,18.05356
2021-04-18,7.33319
2021-04-19,14.15525
2021-04-20,23.23996
2021-04-21,22.81741
2021-04-22,21.87691
2021-04-23,20.54112
2021-04-24,16.56103
2021-04-25,7.17644
2021-04-26,11.31329
2021-04-27,25.9865
2021-04-28,24.45307
2021-04-29,26.7021
2021-04-30,32.34512
2021-05-01,18.08764
2021-05-02,6.69256
2021-05-03,12.94895
2021-05-04,24.28951
2021-05-05,22.06774
2021-05-06,24.47352
2021-05-07,21.24991
2021-05-08,15.64097
2021-05-09,6.45403
2021-05-10,14.18251
2021-05-11,26.08191
2021-05-12,24.39855
2021-05-13,26.00013
2021-05-14,22.97417
2021-05-15,15.43651
2021-05-16,6.37906
2021-05-17,12.89443
2021-05-18,23.62843
2021-05-19,21.19539
2021-05-20,22.56525
2021-05-21,21.50207
2021-05-22,14.48919
2021-05-23,7.57854
2021-05-24,12.20609
2021-05-25,21.61793
2021-05-26,20.95004
2021-05-27,23.50575
2021-05-28,21.48844
2021-05-29,13.75996
2021-05-30,5.71798
2021-05-31,9.18694
2021-06-01,15.00715
2021-06-02,19.3689
2021-06-03,20.65017
2021-06-04,19.19852
2021-06-05,14.57779
2021-06-06,6.40632
2021-06-07,12.33558
2021-06-08,22.12226
2021-06-09,21.57023
2021-06-10,21.79513
2021-06-11,22.98098
2021-06-12,14.72091
2021-06-13,6.67893
2021-06-14,13.08525
2021-06-15,21.84284
2021-06-16,20.50023
2021-06-17,23.77155
2021-06-18,29.7894
2021-06-19,19.43706
2021-06-20,8.56675
2021-06-21,14.91855
2021-06-22,25.06644
2021-06-23,28.50132
2021-06-24,26.36134
2021-06-25,26.927
2021-06-26,17.7128
2021-06-27,6.76753
2021-06-28,12.86035
2021-06-29,22.80378
2021-06-30,23.56028
2021-07-01,20.65698
2021-07-02,21.57023
2021-07-03,19.13037
2021-07-04,9.30961
2021-07-05,14.66639
2021-07-06,24.50078
2021-07-07,54.77407
2021-07-08,37.67464
2021-07-09,36.93177
2021-07-10,21.26354
2021-07-11,9.22101
2021-07-12,17.00402
2021-07-13,29.04654
2021-07-14,28.82846
2021-07-15,30.4573
2021-07-16,26.89293
2021-07-17,18.48974
2021-07-18,7.10147
2021-07-19,14.27792
2021-07-20,29.78259
2021-07-21,30.03475
2021-07-22,24.92332
2021-07-23,24.09186
2021-07-24,18.16261
2021-07-25,6.76071
2021-07-26,15.68867
2021-07-27,26.77025
2021-07-28,25.17549
2021-07-29,24.01008
2021-07-30,81.54433
2021-07-31,66.12826
2021-08-01,24.09868
2021-08-02,38.91501
2021-08-03,46.65031
2021-08-04,39.31029
2021-08-05,35.18026
2021-08-06,31.41143
2021-08-07,20.841
2021-08-08,8.73713
2021-08-09,18.12853
2021-08-10,29.79622
2021-08-11,30.12335
2021-08-12,33.19021
2021-08-13,31.23423
2021-08-14,21.10679
2021-08-15,8.50541
2021-08-16,14.60505
2021-08-17,29.10788
2021-08-18,29.24419
2021-08-19,32.9176
2021-08-20,30.57316
2021-08-21,21.44074
2021-08-22,8.06924
2021-08-23,18.27847
2021-08-24,33.59231
2021-08-25,32.24971
2021-08-26,32.76766
2021-08-27,29.90526
2021-08-28,23.6148
2021-08-29,10.18878
2021-08-30,19.97546
2021-08-31,36.05261
2021-09-01,36.12076
2021-09-02,34.31472
2021-09-03,30.9071
2021-09-04,20.13221
2021-09-05,9.46636
2021-09-06,13.80767
2021-09-07,22.19723
2021-09-08,29.21011
2021-09-09,30.75035
2021-09-10,27.69031
2021-09-11,18.48292
2021-09-12,8.30096
2021-09-13,14.84359
2021-09-14,25.673
2021-09-15,25.1823
2021-09-16,25.45491
2021-09-17,21.54978
2021-09-18,15.55919
2021-09-19,6.39269
2021-09-20,9.40502
2021-09-21,23.95556
2021-09-22,22.79697
2021-09-23,24.52122
2021-09-24,22.96053
2021-09-25,16.74504
2021-09-26,7.24459
2021-09-27,14.31881
2021-09-28,23.30811
2021-09-29,27.88795
2021-09-30,25.26409
2021-10-01,23.3013
2021-10-02,17.05172
2021-10-03,6.35861
2021-10-04,13.25563
2021-10-05,27.8198
2021-10-06,25.80249
2021-10-07,25.05281
2021-10-08,22.20404
2021-10-09,14.49601
2021-10-10,5.65664
2021-10-11,8.90751
2021-10-12,22.78334
2021-10-13,22.08818
2021-10-14,22.96053
2021-10-15,21.49526
2021-10-16,20.33667
2021-10-17,6.77434
2021-10-18,15.29339
2021-10-19,24.09186
2021-10-20,23.48531
2021-10-21,22.15634
2021-10-22,21.6043
2021-10-23,18.22394
2021-10-24,6.14053
2021-10-25,13.34423
2021-10-26,30.21876
2021-10-27,26.08191
2021-10-28,27.35636
2021-10-29,37.59967
2021-10-30,22.59251
2021-10-31,8.14421
2021-11-01,15.66141
2021-11-02,31.36372
2021-11-03,27.08375
2021-11-04,28.69215
2021-11-05,29.95979
2021-11-06,21.48844
2021-11-07,7.83752
2021-11-08,14.27792
2021-11-09,27.77209
2021-11-10,28.22871
2021-11-11,27.49948
2021-11-12,23.37626
2021-11-13,19.34846
2021-11-14,7.34001
2021-11-15,12.86717
2021-11-16,24.2418
2021-11-17,25.16867
2021-11-18,24.37129
2021-11-19,34.19205
2021-11-20,23.23314
2021-11-21,8.70987
2021-11-22,14.00531
2021-11-23,27.78572
2021-11-24,24.65071
2021-11-25,22.9469
2021-11-26,16.98357
2021-11-27,19.69604
2021-11-28,6.60396
2021-11-29,12.42418
2021-11-30,24.80746
2021-12-01,24.22817
2021-12-02,24.22135
2021-12-03,21.97233
2021-12-04,18.74872
2021-12-05,6.76071
2021-12-06,11.42234
2021-12-07,24.90288
2021-12-08,26.3
2021-12-09,23.32856
2021-12-10,22.095
2021-12-11,20.39119
2021-12-12,7.76937
2021-12-13,13.74633
2021-12-14,23.8397
2021-12-15,22.39487
2021-12-16,24.68479
2021-12-17,21.3794
2021-12-18,16.79956
2021-12-19,6.01104
2021-12-20,9.62311
2021-12-21,21.16813
2021-12-22,20.81373
2021-12-23,21.08634
2021-12-24,18.59878
2021-12-25,9.47318
2021-12-26,5.46582
2021-12-27,8.5463
2021-12-28,23.58072
2021-12-29,19.7233
2021-12-30,18.53063
2021-12-31,15.06167
2022-01-01,10.38642
2022-01-02,6.14734
2022-01-03,9.76623
2022-01-04,24.90288
2022-01-05,22.74245
2022-01-06,22.34035
2022-01-07,21.47481
2022-01-08,16.64281
2022-01-09,6.65848
2022-01-10,10.91119
2022-01-11,22.43576
2022-01-12,20.11176
2022-01-13,19.70285
2022-01-14,19.24623
2022-01-15,14.48919
2022-01-16,5.64301
2022-01-17,7.89886
2022-01-18,13.54869
2022-01-19,19.75056
2022-01-20,19.33483
2022-01-21,21.74742
2022-01-22,25.10052
2022-01-23,8.77802
2022-01-24,15.13664
2022-01-25,28.65126
2022-01-26,24.20091
2022-01-27,26.3
2022-01-28,25.00511
2022-01-29,19.4575
2022-01-30,6.56307
2022-01-31,7.25141
2022-02-01,20.22081
2022-02-02,25.72071
2022-02-03,37.33387
2022-02-04,100.0
2022-02-05,58.76098
2022-02-06,13.71907
2022-02-07,19.68922
2022-02-08,31.36372
2022-02-09,29.31915
2022-02-10,26.19096
2022-02-11,21.62475
2022-02-12,18.06038
2022-02-13,6.52899
2022-02-14,10.53635
2022-02-15,21.93143
2022-02-16,20.76603
2022-02-17,20.07769
2022-02-18,19.48476
2022-02-19,15.49103
2022-02-20,6.22231
2022-02-21,8.20554
2022-02-22,13.58958
2022-02-23,18.4284
2022-02-24,23.75792
2022-02-25,22.64022
2022-02-26,16.64281
2022-02-27,5.15913
2022-02-28,7.68077
2022-03-01,15.98855
2022-03-02,17.05172
2022-03-03,17.70599
2022-03-04,16.13848
2022-03-05,13.39875
2022-03-06,4.64799
2022-03-07,7.38771
2022-03-08,19.43024
2022-03-09,15.33428
2022-03-10,35.97083
2022-03-11,40.50977
2022-03-12,22.0064
2022-03-13,8.11694
2022-03-14,12.58093
2022-03-15,22.27901
2022-03-16,22.53117
2022-03-17,23.76473
2022-03-18,24.73931
2022-03-19,21.31125
2022-03-20,6.99243
2022-03-21,11.74947
2022-03-22,22.47665
2022-03-23,24.88243
2022-03-24,23.32174
2022-03-25,22.46984
2022-03-26,16.29523
2022-03-27,5.8611
2022-03-28,12.25379
2022-03-29,27.88795
2022-03-30,25.32542
2022-03-31,22.80378
2022-04-01,19.95501
2022-04-02,15.12983
2022-04-03,4.93423
2022-04-04,10.31145
2022-04-05,23.59435
2022-04-06,19.69604
2022-04-07,20.02317
2022-04-08,18.44203
2022-04-09,12.60819
2022-04-10,4.61391
2022-04-11,9.17331
2022-04-12,17.67191
2022-04-13,18.44885
2022-04-14,18.55789
2022-04-15,16.35657
2022-04-16,7.8307
2022-04-17,3.83016
2022-04-18,8.19873
2022-04-19,16.58147
2022-04-20,18.76916
2022-04-21,20.30259
2022-04-22,20.55476
2022-04-23,14.81632
2022-04-24,5.15232
2022-04-25,11.22469
2022-04-26,19.51884
2022-04-27,23.28085
2022-04-28,21.52252
2022-04-29,53.21338
2022-04-30,66.87793
2022-05-01,17.01083
2022-05-02,32.61091
2022-05-03,41.62747
2022-05-04,29.22374
2022-05-05,30.79806
2022-05-06,40.90506
2022-05-07,23.00143
2022-05-08,8.36911
2022-05-09,18.97362
2022-05-10,38.79233
2022-05-11,31.55455
2022-05-12,38.08355
2022-05-13,30.12335
2022-05-14,19.94138
2022-05-15,6.80842
2022-05-16,13.93034
2022-05-17,23.88059
2022-05-18,23.53301
2022-05-19,32.19518
2022-05-20,24.22135
2022-05-21,19.15082
2022-05-22,7.05377
2022-05-23,14.81632
2022-05-24,28.85572
2022-05-25,27.79935
2022-05-26,25.74797
2022-05-27,25.19593
2022-05-28,18.58515
2022-05-29,7.56491
2022-05-30,12.55367
2022-05-31,19.6824
2022-06-01,28.54222
2022-06-02,27.80617
2022-06-03,29.7894
2022-06-04,18.66693
2022-06-05,8.96885
2022-06-06,37.44292
2022-06-07,41.13678
2022-06-08,30.26647
2022-06-09,27.37681
2022-06-10,25.96606
2022-06-11,20.49342
2022-06-12,9.3028
2022-06-13,19.42343
2022-06-14,30.92755
2022-06-15,25.08007
2022-06-16,25.40721
2022-06-17,26.41586
2022-06-18,15.70912
2022-06-19,7.25141
2022-06-20,12.29469
2022-06-21,17.0858
2022-06-22,22.29264
2022-06-23,20.51386
2022-06-24,19.40298
2022-06-25,15.49103
2022-06-26,6.67211
2022-06-27,12.58774
2022-06-28,17.89
2022-06-29,18.50337
2022-06-30,18.31254
2022-07-01,17.13351
2022-07-02,12.51277
2022-07-03,5.99741
2022-07-04,8.47134
2022-07-05,13.26927
2022-07-06,17.79458
2022-07-07,17.18121
2022-07-08,15.92721
2022-07-09,11.2724
2022-07-10,5.17958
2022-07-11,9.55496
2022-07-12,15.08893
2022-07-13,15.53192
2022-07-14,14.52327
2022-07-15,14.312
2022-07-16,10.3319
2022-07-17,3.29176
2022-07-18,9.48681
2022-07-19,15.80453
2022-07-20,17.52879
2022-07-21,17.52197
2022-07-22,18.2512
2022-07-23,11.97437
2022-07-24,5.15913
2022-07-25,9.85483
2022-07-26,18.43522
2022-07-27,17.38567
2022-07-28,20.54112
2022-07-29,41.83875
2022-07-30,22.60614
2022-07-31,6.28365
2022-08-01,13.9099
2022-08-02,21.31125
2022-08-03,20.50023
2022-08-04,24.71205
2022-08-05,22.83786
2022-08-06,13.41239
2022-08-07,5.07053
2022-08-08,14.11435
2022-08-09,19.82552
2022-08-10,18.92591
2022-08-11,21.30443
2022-08-12,18.15579
2022-08-13,14.10072
2022-08-14,4.85926
2022-08-15,9.45955
2022-08-16,18.89865
2022-08-17,19.25986
2022-08-18,17.46064
2022-08-19,16.79956
2022-08-20,10.18878
2022-08-21,4.00736
2022-08-22,9.52088
2022-08-23,15.42288
2022-08-24,15.03441
2022-08-25,15.24568
2022-08-26,15.46377
2022-08-27,12.73086
2022-08-28,3.95283
2022-08-29,9.11878
2022-08-30,15.10256
2022-08-31,13.08525
2022-09-01,13.5078
2022-09-02,13.37149
2022-09-03,9.1256
2022-09-04,2.8624
2022-09-05,5.55441
2022-09-06,8.49178
2022-09-07,12.99666
2022-09-08,12.64908
2022-09-09,10.30464
2022-09-10,8.77802
2022-09-11,3.34628
2022-09-12,6.56307
2022-09-13,16.16574
2022-09-14,16.58829
2022-09-15,14.12117
2022-09-16,13.58958
2022-09-17,8.22599
2022-09-18,3.57118
2022-09-19,7.42179
2022-09-20,12.75131
2022-09-21,11.7631
2022-09-22,14.57098
2022-09-23,12.90806
2022-09-24,8.42363
2022-09-25,3.1759
2022-09-26,8.86662
2022-09-27,14.53008
2022-09-28,13.62366
2022-09-29,13.50098
2022-09-30,12.44462
2022-10-01,7.89886
2022-10-02,2.54208
2022-10-03,5.81339
2022-10-04,14.08028
2022-10-05,13.14659
2022-10-06,12.3015
2022-10-07,10.57725
2022-10-08,7.4695
2022-10-09,3.01233
2022-10-10,5.38403
2022-10-11,11.65405
2022-10-12,10.74081
2022-10-13,11.29966
2022-10-14,12.54685
2022-10-15,8.65535
2022-10-16,3.23042
2022-10-17,7.40816
2022-10-18,13.75315
2022-10-19,11.79036
2022-10-20,10.85667
2022-10-21,10.63858
2022-10-22,7.57173
2022-10-23,2.52163
2022-10-24,6.68574
2022-10-25,11.64724
2022-10-26,13.99168
2022-10-27,14.95263
2022-10-28,56.11667
2022-10-29,20.32985
2022-10-30,3.76201
2022-10-31,9.93661
2022-11-01,15.70231
2022-11-02,22.83105
2022-11-03,20.36393
2022-11-04,21.05908
2022-11-05,12.90124
2022-11-06,4.24589
2022-11-07,8.98248
2022-11-08,17.32433
2022-11-09,17.7128
2022-11-10,21.91099
2022-11-11,26.94745
2022-11-12,16.16574
2022-11-13,4.15048
2022-11-14,9.85483
2022-11-15,20.20036
2022-11-16,18.07401
2022-11-17,14.86403
2022-11-18,13.97123
2022-11-19,9.664
2022-11-20,3.61889
2022-11-21,7.40134
2022-11-22,13.9576
2022-11-23,14.36652
2022-11-24,14.08709
2022-11-25,13.09888
2022-11-26,20.38437
2022-11-27,9.82757
2022-11-28,10.83622
2022-11-29,15.9681
2022-11-30,14.96626
2022-12-01,18.46929
2022-12-02,14.95263
2022-12-03,9.81394
2022-12-04,4.70933
2022-12-05,8.91433
2022-12-06,14.24384
2022-12-07,15.6546
2022-12-08,14.80951
2022-12-09,15.4297
2022-12-10,11.14973
2022-12-11,5.07735
2022-12-12,8.89388
2022-12-13,16.34294
2022-12-14,17.76732
2022-12-15,15.98855
2022-12-16,15.97491
2022-12-17,11.16336
2022-12-18,4.35493
2022-12-19,8.01472
2022-12-20,17.34478
2022-12-21,16.3702
2022-12-22,16.20663
2022-12-23,17.54242
2022-12-24,10.94527
2022-12-25,4.81837
2022-12-26,7.42861
2022-12-27,10.70674
2022-12-28,17.83548
2022-12-29,15.60008
2022-12-30,13.45328
2022-12-31,9.34369
2023-01-01,4.58665
2023-01-02,7.04695
2023-01-03,11.24514
2023-01-04,18.43522
2023-01-05,16.65644
2023-01-06,16.15893
2023-01-07,12.73768
2023-01-08,4.49805
2023-01-09,11.38826
2023-01-10,17.94452
2023-01-11,17.77414
2023-01-12,21.30443
2023-01-13,19.3212
2023-01-14,14.81632
2023-01-15,4.81837
2023-01-16,8.32822
2023-01-17,13.00347
2023-01-18,17.66509
2023-01-19,15.61371
2023-01-20,13.49417
2023-01-21,12.53322
2023-01-22,4.45716
2023-01-23,7.16963
2023-01-24,18.06719
2023-01-25,19.21897
2023-01-26,20.46616
2023-01-27,21.05908
2023-01-28,17.59694
2023-01-29,5.15913
2023-01-30,10.77489
2023-01-31,17.81503
2023-02-01,18.89865
2023-02-02,26.65439
2023-02-03,45.31452
2023-02-04,25.89109
2023-02-05,7.43542
2023-02-06,15.02078
2023-02-07,22.4085
2023-02-08,25.14823
2023-02-09,24.19409
2023-02-10,22.66066
2023-02-11,13.43283
2023-02-12,4.81837
2023-02-13,10.30464
2023-02-14,20.85463
2023-02-15,21.42711
2023-02-16,21.03182
2023-02-17,17.02446
2023-02-18,11.57909
2023-02-19,4.00736
2023-02-20,7.23096
2023-02-21,13.66455
2023-02-22,17.73325
2023-02-23,17.38567
2023-02-24,16.82682
2023-02-25,10.0184
2023-02-26,3.84379
2023-02-27,7.40816
2023-02-28,14.90492
2023-03-01,13.46691
2023-03-02,13.99168
2023-03-03,14.90492
2023-03-04,13.03755
2023-03-05,4.45035
2023-03-06,9.07108
2023-03-07,15.7909
2023-03-08,14.50282
2023-03-09,14.20295
2023-03-10,13.48735
2023-03-11,9.39821
2023-03-12,3.06685
2023-03-13,9.33687
2023-03-14,16.09759
2023-03-15,15.00034
2023-03-16,15.75683
2023-03-17,18.41477
2023-03-18,10.04566
2023-03-19,3.19634
2023-03-20,8.76439
2023-03-21,16.92905
2023-03-22,17.14714
2023-03-23,16.85408
2023-03-24,16.01581
2023-03-25,9.37095
2023-03-26,3.0873
2023-03-27,7.71485
2023-03-28,13.17385
2023-03-29,13.39194
2023-03-30,16.11803
2023-03-31,15.45696
2023-04-01,11.11565
2023-04-02,3.38717
2023-04-03,8.53949
2023-04-04,14.83677
2023-04-05,14.91855
2023-04-06,13.49417
2023-04-07,11.88577
2023-04-08,5.26136
2023-04-09,2.70564
2023-04-10,7.42861
2023-04-11,13.86219
2023-04-12,13.9576
2023-04-13,12.96939
2023-04-14,15.19116
2023-04-15,8.53949
2023-04-16,2.87603
2023-04-17,7.67395
2023-04-18,13.46691
2023-04-19,12.23335
2023-04-20,12.93532
2023-04-21,12.4787
2023-04-22,9.68445
2023-04-23,2.7738
2023-04-24,9.37095
2023-04-25,13.20793
2023-04-26,16.04307
2023-04-27,17.93089
2023-04-28,34.02848
2023-04-29,12.17201
2023-04-30,3.25768
2023-05-01,7.51039
2023-05-02,14.59142
2023-05-03,12.99666
2023-05-04,12.68997
2023-05-05,11.66087
2023-05-06,9.95706
2023-05-07,3.0873
2023-05-08,7.73529
2023-05-09,12.82627
2023-05-10,13.15341
2023-05-11,16.46561
2023-05-12,15.0753
2023-05-13,8.01472
2023-05-14,2.88284
2023-05-15,7.27867
2023-05-16,13.09207
2023-05-17,16.20663
2023-05-18,17.50834
2023-05-19,17.61739
2023-05-20,9.36413
2023-05-21,3.25768
2023-05-22,9.05745
2023-05-23,15.33428
2023-05-24,13.91671
2023-05-25,17.81503
2023-05-26,18.46929
2023-05-27,14.64594
2023-05-28,4.27315
2023-05-29,6.30409
